assay_id,src_id,tissue_id,confidence_score,doc_id,assay_organism,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
13907,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,A,,,9615.0,,Urine,
13908,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,A,,,9615.0,,Urine,
13909,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,A,,,9615.0,,Urine,
13910,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,A,,,9615.0,,Urine,
13911,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,A,,,9615.0,,Urine,
13912,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,A,,,9615.0,,Urine,
13913,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,A,,,9615.0,,Urine,
13914,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,A,,,9615.0,,Urine,
13915,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,A,,,9615.0,,Urine,
13916,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,A,,,9615.0,,Urine,
13917,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 10.1 uM/Kg of drug,A,,,9615.0,,Urine,
13918,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 102 uM/Kg of drug,A,,,9615.0,,Urine,
13919,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.40 uM/Kg of drug,A,,,9615.0,,Urine,
13920,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.76 uM/Kg of drug,A,,,9615.0,,Urine,
13921,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 34.1 uM/Kg of drug,A,,,9615.0,,Urine,
13922,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 50.8 uM/Kg of drug,A,,,9615.0,,Urine,
13923,1,1088.0,1,12582,Canis lupus familiaris,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 68.1 uM/Kg of drug,A,,,9615.0,,Urine,
13924,1,2113.0,1,12017,Rattus norvegicus,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Kidney,
13925,1,2113.0,1,12017,Rattus norvegicus,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Kidney,
13926,1,2113.0,1,12017,Rattus norvegicus,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Kidney,
13927,1,2113.0,1,12017,Rattus norvegicus,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Kidney,
13928,1,2113.0,1,12017,Rattus norvegicus,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Kidney,
13929,1,2107.0,1,12017,Rattus norvegicus,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Liver,
13930,1,2107.0,1,12017,Rattus norvegicus,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Liver,
13931,1,2107.0,1,12017,Rattus norvegicus,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Liver,
13932,1,2107.0,1,12017,Rattus norvegicus,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Liver,
13933,1,2107.0,1,12017,Rattus norvegicus,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Liver,
13934,1,2048.0,1,12017,Rattus norvegicus,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Lung,
13935,1,2048.0,1,12017,Rattus norvegicus,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Lung,
13936,1,2048.0,1,12017,Rattus norvegicus,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Lung,
13937,1,2048.0,1,12017,Rattus norvegicus,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Lung,
13938,1,2048.0,1,12017,Rattus norvegicus,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Lung,
13939,1,2385.0,1,12017,Rattus norvegicus,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Muscle tissue,
13940,1,2385.0,1,12017,Rattus norvegicus,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Muscle tissue,
13941,1,2385.0,1,12017,Rattus norvegicus,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Muscle tissue,
13942,1,2385.0,1,12017,Rattus norvegicus,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Muscle tissue,
13943,1,2385.0,1,12017,Rattus norvegicus,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Muscle tissue,
13944,1,2106.0,1,12017,Rattus norvegicus,Biodistribution in spleen of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Spleen,
13945,1,2106.0,1,12017,Rattus norvegicus,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Spleen,
13946,1,2106.0,1,12017,Rattus norvegicus,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Spleen,
13947,1,2106.0,1,12017,Rattus norvegicus,Biodistribution in spleen of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Spleen,
13948,1,2106.0,1,12017,Rattus norvegicus,Biodistribution in spleen of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Spleen,
13949,1,2046.0,1,12017,Rattus norvegicus,Biodistribution in thyroid of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Thyroid gland,
13950,1,2046.0,1,12017,Rattus norvegicus,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Thyroid gland,
13951,1,2046.0,1,12017,Rattus norvegicus,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Thyroid gland,
13952,1,2046.0,1,12017,Rattus norvegicus,Biodistribution in thyroid of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Thyroid gland,
13953,1,2046.0,1,12017,Rattus norvegicus,Biodistribution in thyroid of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Thyroid gland,
13954,1,,1,12017,Rattus norvegicus,Biodistribution in uterus / blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13955,1,,1,12017,Rattus norvegicus,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13956,1,,1,12017,Rattus norvegicus,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,,
13957,1,,1,12017,Rattus norvegicus,Biodistribution in uterus / blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13958,1,,1,12017,Rattus norvegicus,Biodistribution in uterus / blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13959,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,10116.0,,Spleen,
13960,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,10116.0,,Spleen,
13961,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2)",A,In vivo,,10116.0,,Spleen,
13962,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,10116.0,,Spleen,
13963,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,10116.0,,Spleen,
13964,1,2106.0,1,12017,Rattus norvegicus,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",A,In vivo,,10116.0,,Spleen,
13965,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,A,,,10116.0,,,
13966,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,A,,,10116.0,,,
13967,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,A,,,10116.0,,,
13968,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,A,,,10116.0,,,
13969,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,A,,,10116.0,,,
13970,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,A,,,10116.0,,,
13971,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,A,,,10116.0,,,
13972,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,A,,,10116.0,,,
13973,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,A,,,10116.0,,,
13974,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,A,,,10116.0,,,
13975,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,A,,,10116.0,,,
13976,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,A,,,10116.0,,,
13977,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,A,,,10116.0,,,
13978,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,A,,,10116.0,,,
13979,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,A,,,10116.0,,,
13980,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,A,,,10116.0,,,
13981,1,,0,8362,,Octanol:water partition coefficient is evaluated,P,,,,,,
13982,1,,0,8257,,Partition coefficient in 1-octanol/water system,P,,,,,,
13983,1,,0,8257,,Partition coefficient in 1-octanol/water system measured using radio active compounds,P,,,,,,
13984,1,,0,9468,,Partition coefficient in octanol/water system was determined,P,,,,,,
13985,1,,0,9468,,Partition coefficient in octanol/water system was determined using [14C]-labeled compounds.,P,,,,,,
13986,1,,0,10568,,Pseudo-first-order rate constant at pH 10 and 35 degrees Centigrade,A,,,,,,
13987,1,,0,10568,,"Pseudo-first-order rate constant at pH 10, micro=0.5, 35 degrees Centigrade",A,,,,,,
13988,1,,0,15359,,Pseudo-first-order rate constant of the compound,A,,,,,,
13989,1,,0,15359,,Pseudo-first-order rate constant with 1-min time point,A,,,,,,
13990,1,,0,15359,,Pseudo-first-order rate constant without 1-min time point,A,,,,,,
13991,1,,0,10431,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 0.5 mM EDTA,A,,,,,,
13992,1,,0,10431,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 50 mM EDTA,A,,,,,,
13993,1,,0,10431,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 70 mM EDTA,A,,,,,,
13994,1,,0,15704,,Rate constants determined using 31P NMR Kinetics experiments at 37 degrees Centigrade,A,,,,,,
13995,1,,0,15287,,The alkaline hydrolysis second order rate constant(K OH) of the compound,A,,,,,,
13996,1,,0,7516,,The efflux rate constant of the compound,A,,,,,,
13997,1,,0,12973,,The reaction rate constant (K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,A,,,,,,
13998,1,,0,12973,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,A,,,,,,
13999,1,,0,12973,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,F,,,,,,
14000,1,,0,12973,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine; ND= not determined,A,,,,,,
14001,1,,0,8696,,Association constant was evaluated towards synthetic peptidoglycan analogue Ac2-Lys-D-Ala-D-Ala,A,,,,,,
14002,1,,0,15052,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of electroneutral DMPC in PBSbuffer at pH 7.4 and 37 C,A,,,,,,
14003,1,,0,15052,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of negatively charged DMPG in PBS buffer at pH 7.4 and 37 C,A,,,,,,
14004,1,,0,10503,,Evaluated for the mustard reactivity by determining rate constant for hydrolysis of mustard in aqueous acetone (K H),A,,,,,,
14005,1,,0,8354,,"Effective biomolecular rate constant at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,,
14006,1,,0,8354,,"Effective biomolecular rate constant at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",A,,,,,,
