venue,title,id,authors,year
acm sigmod record,"domains , relations and religious wars",1997,r. camps,1996
international conference on management of data,accessing relational databases from the world wide web,1998,"tam nguyen , v. srinivasan",1996
international conference on management of data,is gui programming a database research problem ?,1999,"nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suckow",1996
international conference on management of data,winmagic : subquery elimination using window aggregation,2000,"calisto zuzarte , hamid pirahesh , wenbin ma , qi cheng , linqi liu , kwai wong",2003
international conference on management of data,gigascope : a stream database for network applications,2001,"chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk",2003
international conference on management of data,socqet : semantic olap with compressed cube and summarization,2002,"laks v. s. lakshmanan , jian pei , yan zhao",2003
international conference on management of data,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,2003,"jialie shen , anne h. h. ngu , john shepherd , du q. huynh , quan z. sheng",2003
international conference on management of data,abstracts of invited industrial track presentations,2004,zachary ives,2003
international conference on management of data,a comprehensive xquery to sql translation using dynamic interval encoding,2005,"david dehaan , david toman , mariano p. consens , m. tamer &#214; zsu",2003
international conference on management of data,integration of electronic tickets and personal guide system for public transport using mobile terminals,2006,"koichi goto , yahiko kambayashi",2003
international conference on management of data,multi-dimensional clustering : a new data layout scheme in db2,2007,"sriram padmanabhan , bishwaranjan bhattacharjee , tim malkemus , leslie cranston , matthew huras",2003
international conference on management of data,pix : exact and approximate phrase matching in xml,2008,"sihem amer-yahia , mary fern &#225; ndez , divesh srivastava , yu xu",2003
international conference on management of data,qxtract : a building block for efficient information extraction from text databases,2009,"eugene agichtein , luis gravano",2003
international conference on management of data,aurora : a data stream management system,2010,"d. abadi , d. carney , u. &#199; etintemel , m. cherniack , c. convey , c. erwin , e. galvez , m. hatoun , a. maskey , a. rasin , a. singer , m. stonebraker , n. tatbul , y. xing , r. yan , s. zdonik",2003
international conference on management of data,stream : the stanford stream data manager ( demonstration description ),2011,"arvind arasu , brian babcock , shivnath babu , mayur datar , keith ito , itaru nishizawa , justin rosenstein , jennifer widom",2003
international conference on management of data,griddb : a relational interface for the grid,2012,"david t. liu , michael j. franklin , devesh parekh",2003
international conference on management of data,peerdb : peering into personal databases,2013,"beng chin ooi , kian-lee tan , aoying zhou , chin hong goh , yingguang li , chu yee liau , bo ling , wee siong ng , yanfeng shu , xiaoyu wang , ming zhang",2003
international conference on management of data,dbcache : middle-tier database caching for highly scalable e-business architectures,2014,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",2003
international conference on management of data,transparent mid-tier database caching in sql server,2015,"per - &#197; ke larson , jonathan goldstein , jingren zhou",2003
international conference on management of data,rainbow : multi-xquery optimization using materialized xml views,2016,"xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner",2003
international conference on management of data,timber : a native system for querying xml,2017,"stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",2003
international conference on management of data,rolex : relational on-line exchange with xml,2018,"philip bohannon , xin ( luna ) dong , sumit ganguly , henry f. korth , chengkai li , p. p. s. narayan , pradeep shenoy",2003
international conference on management of data,a system for watermarking relational databases,2019,"rakesh agrawal , peter j. haas , jerry kiernan",2003
international conference on management of data,irisnet : internet-scale resource-intensive sensor services,2020,"amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan",2003
international conference on management of data,telegraphcq : continuous dataflow processing,2021,"sirish chandrasekaran , owen cooper , amol deshpande , michael j. franklin , joseph m. hellerstein , wei hong , sailesh krishnamurthy , samuel r. madden , fred reiss , mehul a. shah",2003
international conference on management of data,lockx : a system for efficiently querying secure xml,2022,"sungran cho , sihem amer-yahia , laks v. s. lakshmanan , divesh srivastava",2003
international conference on management of data,trex : dtd-conforming xml to xml transformations,2023,"aoying zhou , qing wang , zhimao guo , xueqing gong , shihui zheng , hongwei wu , jianchang xiao , kun yue , wenfei fan",2003
international conference on management of data,panel : querying networked databases,2024,"nick koudas , divesh srivastava",2003
international conference on management of data,the lowell report,2025,"jim gray , hans schek , michael stonebraker , jeff ullman",2003
