assay_id,src_id,description,assay_tissue,bao_format,src_assay_id,assay_organism,assay_category,curated_by,doc_id,assay_test_type,assay_type,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction,tid
11712,1,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 60 min,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11713,1,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 2 min,Striatum,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11714,1,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 30 min,Striatum,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11715,1,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 60 min,Striatum,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11716,1,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 2 min,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11717,1,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 30 min,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11718,1,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 60 min,Thyroid gland,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11719,1,In vivo biodistribution in mice blood bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11720,1,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 10 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11721,1,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 20 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11722,1,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11723,1,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11724,1,In vivo biodistribution in mice brain bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Brain,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11725,1,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Brain,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11726,1,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Brain,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11727,1,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11728,1,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11729,1,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11730,1,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11731,1,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 10 ug/g,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11732,1,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 20 ug/g,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11733,1,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11734,1,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Kidney,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11735,1,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11736,1,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11737,1,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 10 ug/g,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11738,1,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 20 ug/g,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11739,1,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11740,1,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Liver,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11741,1,In vivo biodistribution in mice muscle bearing intracerebral GL261 gliomas at the dose of 30 ug/day,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11742,1,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 10 ug/g,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11743,1,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 20 ug/g,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11744,1,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 30 ug/g,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11745,1,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 40 ug/g,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11746,1,In vivo biodistribution in mice skin bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11747,1,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11748,1,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11749,1,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11750,1,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,BAO_0000218,,Mus musculus,,Intermediate,15383,,A,10090.0,,,,50594
11751,1,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intraperitoneal administration.,,BAO_0000218,,Rattus norvegicus,,Intermediate,15341,In vivo,A,10116.0,,,,50597
11752,1,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intravenous administration.,,BAO_0000218,,Rattus norvegicus,,Intermediate,15341,In vivo,A,10116.0,,,,50597
11753,1,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after peroral administration.,,BAO_0000218,,Rattus norvegicus,,Intermediate,15341,In vivo,A,10116.0,,,,50597
11754,1,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on dog.,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,14906,In vivo,A,9615.0,,,,50588
11755,1,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14906,In vivo,A,10116.0,,,,50597
11756,1,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14906,In vivo,A,10116.0,,,,50597
11757,1,The maximum plasma concentration (100 mg/kg) administered orally in human,Plasma,BAO_0000218,,Homo sapiens,,Intermediate,14215,In vivo,A,9606.0,,,,50587
11758,1,The maximum plasma concentration (12.5 mg/kg) administered intravenously in marmoset,Plasma,BAO_0000218,,Callithrix,,Autocuration,14215,In vivo,A,9481.0,,,,22224
11759,1,The maximum plasma concentration (12.5 mg/kg) administered intravenously in monkey,Plasma,BAO_0000218,,Simiiformes,,Autocuration,14215,In vivo,A,314293.0,,,,22224
11760,1,The maximum plasma concentration (15 mg/kg) administered intravenously in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,14215,In vivo,A,9615.0,,,,50588
11761,1,The maximum plasma concentration (200 mg/kg) administered orally in human,Plasma,BAO_0000218,,Homo sapiens,,Intermediate,14215,In vivo,A,9606.0,,,,50587
11762,1,The maximum plasma concentration (25 mg/kg) administered intravenously in rat,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14215,In vivo,A,10116.0,,,,50597
11763,1,The maximum plasma concentration (25 mg/kg) administered orally in marmoset,Plasma,BAO_0000218,,Callithrix,,Autocuration,14215,In vivo,A,9481.0,,,,22224
11764,1,The maximum plasma concentration (25 mg/kg) administered orally in monkey,Plasma,BAO_0000218,,Simiiformes,,Autocuration,14215,In vivo,A,314293.0,,,,22224
11765,1,The maximum plasma concentration (30 mg/kg) administered orally in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Autocuration,14215,In vivo,A,9615.0,,,,22224
11766,1,The maximum plasma concentration (400 mg/kg) administered orally in human,Plasma,BAO_0000218,,Homo sapiens,,Intermediate,14215,In vivo,A,9606.0,,,,50587
11767,1,The maximum plasma concentration (50 mg/kg) administered orally in fasted rat,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14215,In vivo,A,10116.0,,,,50597
11768,1,The maximum plasma concentration (50 mg/kg) administered orally in rat,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14215,In vivo,A,10116.0,,,,50597
11769,1,The maximum plasma concentration (800 mg/kg) administered orally in human,Plasma,BAO_0000218,,Homo sapiens,,Intermediate,14215,In vivo,A,9606.0,,,,50587
11770,1,The maximum plasma concentration was measured on rats,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14067,In vivo,A,10116.0,,,,50597
11771,1,The maximum plasma concentration was measured on rats after oral administration,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,12350,In vivo,A,10116.0,,,,50597
11772,1,Plasma drug Cmax in rat (PO dose),Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14813,In vivo,A,10116.0,,,,50597
11773,1,Time taken to reach maximum concentration after administration of 2 umol/kg dose intravenously,,BAO_0000218,,,,Autocuration,12536,In vivo,A,,,,,22224
11774,1,maximum Plasma concentration in Dog was determined after Peroral administration,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,14169,In vivo,A,9615.0,,,,50588
11775,1,maximum Plasma concentration in Rats was determined after Peroral administration,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14169,In vivo,A,10116.0,,,,50597
11776,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,15604,In vivo,A,9615.0,,,,50588
11777,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,Plasma,BAO_0000218,,Simiiformes,,Autocuration,15604,In vivo,A,314293.0,,,,22224
11778,1,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,15604,In vivo,A,10116.0,,,,50597
11779,1,maximum concentration was measured when administered through oral route in mice,,BAO_0000218,,Mus musculus,,Intermediate,14387,In vivo,A,10090.0,,,,50594
11780,1,Compound was evaluated for Cmax/Tmax when administered through oral route in mouse; Value is 0.93/1,,BAO_0000218,,Mus musculus,,Intermediate,15115,,A,10090.0,,,,50594
11781,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.34/1,,BAO_0000019,,Simiiformes,,Autocuration,15115,,A,314293.0,,,,22224
11782,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.81/1.6,,BAO_0000019,,Simiiformes,,Autocuration,15115,,A,314293.0,,,,22224
11783,1,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 1.1/1.3,,BAO_0000019,,Simiiformes,,Autocuration,15115,,A,314293.0,,,,22224
11784,1,Pharmacokinetic parameter was evaluated in rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,16359,,A,10116.0,,,,50597
11785,1,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,,BAO_0000218,,Mus musculus,,Intermediate,12829,,A,10090.0,,,,50594
11786,1,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with saline(pH=11.4) as vehicle,,BAO_0000218,,Mus musculus,,Intermediate,12829,,A,10090.0,,,,50594
11787,1,Plasma concentration at time-0 was measured in mice at 120 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,,BAO_0000218,,Mus musculus,,Intermediate,12829,,A,10090.0,,,,50594
11788,1,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with saline(pH=11.4) as vehicle,,BAO_0000218,,Mus musculus,,Intermediate,12829,,A,10090.0,,,,50594
11789,1,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with 90% DMSO as vehicle,,BAO_0000218,,Mus musculus,,Intermediate,12829,,A,10090.0,,,,50594
11790,1,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats(Cerebral Cortex) after 30 min.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,15137,,A,10116.0,,,,50597
11791,1,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats(Cerebral Cortex) after 30 min.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,15137,,A,10116.0,,,,50597
11792,1,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats(Cerebral Cortex) after 30 min.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,15137,,A,10116.0,,,,50597
11793,1,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats(Cerebral Cortex) after 30 min.,Plasma,BAO_0000218,,Mus musculus,,Intermediate,15137,,A,10090.0,,,,50594
11794,1,Plasma Concentration after 120 min of oral administration to mice,,BAO_0000218,,Mus musculus,,Intermediate,13509,,A,10090.0,,,,50594
11795,1,Plasma Concentration after 30 min of oral administration to mice,,BAO_0000218,,Mus musculus,,Intermediate,13509,,A,10090.0,,,,50594
11796,1,Plasma Concentration after 60 min of oral administration to mice,,BAO_0000218,,Macaca fascicularis,,Intermediate,13509,,A,9541.0,,,,100710
11797,1,Plasma Concentration after 60 min of oral administration to mice; Not determined,,BAO_0000218,,Mus musculus,,Intermediate,13509,,A,10090.0,,,,50594
11798,1,Plasma Concentration after 90 min of oral administration to mice,,BAO_0000218,,Mus musculus,,Intermediate,13509,,A,10090.0,,,,50594
11799,1,Plasma concentration level in rat after 1 hour of oral administration at 50 mg/kg,,BAO_0000218,,Rattus norvegicus,,Intermediate,12064,,A,10116.0,,,,50597
11800,1,Plasma concentration level in rat after 15 hours of oral administration at 50 mg/kg,,BAO_0000218,,Rattus norvegicus,,Intermediate,12064,,A,10116.0,,,,50597
