assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
5629,,Intermsdixte,,,,6535,Plasma clearance in dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5630,,Inte4kediate,,,,5542,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5631,,Igtermefiate,,,,5199,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,Canis lupus familiaris,9615.0,,
5632,,Intermedis5e,,,,16907,Plasma clearance after 15 mg/kg iv dose in Dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5633,,Interned7ate,,,,16907,Plasma clearance after 30 mg/kg po dose in Dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5634,,Intsrmefiate,,,,16367,Plasma administration to dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5635,,Intermeciaye,,,,5505,Plasma clearance was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5636,,Intedm3diate,,,,6215,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5637,,Interkeriate,,,,1466,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5638,,Int4rm3diate,,,L9ver,5007,Intrinsic clearance in human liver microsomes,A,In vitro,Homo sapiens,9606.0,,
5639,,Interk2diate,,,Licer,5007,Intrinsic clearance in human liver microsomes,A,In vitro,Homo sapiens,9606.0,,
5640,,Inte3medoate,,,,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,Canis lupus familiaris,9615.0,,
5641,,Inyermediqte,,,,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,Canis lupus familiaris,9615.0,,
5642,,Ijtermediatf,,,,16452,Clearance in dog (dose 1 mg/kg i.v.),A,In vivo,Canis lupus familiaris,9615.0,,
5643,,Igtedmediate,,,,6221,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5644,,Inrerhediate,,,,5007,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,Canis lupus familiaris,9615.0,,
5645,,In5erm3diate,,,,5668,Plasma clearance after peroral administration at 10 mpk in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5646,,Inyermediatr,,,,5668,Plasma clearance after peroral administration at 5 mpk in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5647,,7ntermedkate,,,,5668,Plasma clearance after peroral administration at 5 mg/kg in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5648,,Interm3riate,,,,15660,Plasma clearance was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5649,,Inyermedkate,,,,15660,Plasma clearance was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5650,,Ijtermeduate,,,,5983,Pharmacokinetic property (CLtot) was measured in dog at the dose of 0.032 mg/kg i.v.,A,In vivo,Canis lupus familiaris,9615.0,,
5651,,Int2rmeriate,,,,5600,Total clearance was determined after 0.1 mg/kg iv administration in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5652,,Inysrmediate,,,,17764,Clearance of compound after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5653,,Interm4viate,,,,6039,Clearance after intravenous administration of 0.5 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5654,,Interkwdiate,,,,6039,Clearance after intravenous administration of 1.0 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5655,,Int3rmediat3,,,,6039,Clearance after peroral administration of 0.2 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5656,,Intetmefiate,,,,4368,Clearance by intravenous administration of 1.2 mg/kg in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5657,,Intermedoa4e,,,,4305,Clearance by iv administration in dogs at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5658,,Imtermwdiate,,,Plaqma,1918,Clearance value was evaluated in dog plasma,A,In vivo,Canis lupus familiaris,9615.0,,
5659,,Imternediate,,,,6005,Clearance was evaluated after i.v. administration in dog at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5660,,Int2rmediatf,,,llasma,4839,Compound was tested for plasma clearance in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5661,,Ihternediate,,,,4239,Pharmacokinetic property (Plasma clearance) was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5662,,onhermediate,,,,17729,Area under curve when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5663,,Intermeriwte,,,,17728,Area under curve when injected perorally in BALB/C mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5664,,Intermediars,,,,5302,Area under curve value in mouse at a dose of 10 mg/kg,A,,Mus musculus,10090.0,,
5665,,In6efmediate,,,,5506,Area under curve was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
5666,,khtermediate,,,,5506,Area under curve was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
5667,,Inherjediate,,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,,Mus musculus,10090.0,,
5668,,In5erm3diate,,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,
5669,,9ntermedia4e,,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 25 uM/kg,F,,Mus musculus,10090.0,,
5670,,In6ermfdiate,,,,17764,Area under curve was determined for compound after intraperitoneal administration in mice at 26 uM/kg,F,,Mus musculus,10090.0,,
5671,,Intefmedizte,,,,17764,Area under curve was determined for compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
5672,,unfermediate,,,,17753,Area under curve was determined for the compound at 24 mg/Kg,A,,Mus musculus,10090.0,,
5673,,Intermeriage,,,,17753,Area under curve was determined for the compound at 40 mg/Kg,A,,Mus musculus,10090.0,,
5674,,Inrermediat4,,,,17753,Area under curve was determined for the compound at 5 mg/Kg,A,,Mus musculus,10090.0,,
5675,,Intfrmed7ate,,,,3132,Area under the curve for the compound is obtained at dose 25 mg/kg,A,,Mus musculus,10090.0,,
5676,,Interkesiate,,,,3132,Area under the curve for the compound was obtained when tested in mouse,A,,Mus musculus,10090.0,,
5677,,Interhediare,,,,17837,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,
5678,,kntermediatf,,,,17837,Area under the curve of compound in mouse blood following p.o. administration of 30 mg/kg,A,,Mus musculus,10090.0,,
5679,,Internedia6e,,,,6062,Area under the curve was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,
5680,,Interjediqte,,,,4066,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
5681,,Intdrmed8ate,,,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),A,,Mus musculus,10090.0,,
5682,,Intermdduate,,,,14239,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,A,,Mus musculus,10090.0,,
5683,,Intermedizhe,,,,14239,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,A,,Mus musculus,10090.0,,
5684,,Intsrmed9ate,,,,4890,"Compound was evaluated for the pharmacokinetic parameter, area under curve",A,,Mus musculus,10090.0,,
5685,,In4eemediate,,,,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr ),A,,Mus musculus,10090.0,,
5686,,Intermediwfe,,,,429,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr),A,,Mus musculus,10090.0,,
5687,,Interkesiate,,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
5688,,Inrermediatr,,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5689,,Intermedowte,,,,5969,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,,Mus musculus,10090.0,,
5690,,Interkedkate,,,,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse,A,,Mus musculus,10090.0,,
5691,,In6ermediatr,,,,6091,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined,A,,Mus musculus,10090.0,,
5692,,ontermediatw,,,,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice,A,,Mus musculus,10090.0,,
5693,,Intermesiaye,,,,6091,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined,A,,Mus musculus,10090.0,,
5694,,Imtermexiate,,,,6178,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
5695,,In5ermediats,,,,6178,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice,A,,Mus musculus,10090.0,,
5696,,Imtermexiate,,,,6619,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",A,,Mus musculus,10090.0,,
5697,,9ntermedizte,,,,6619,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)",A,,Mus musculus,10090.0,,
5698,,In5edmediate,,,,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice",A,,Mus musculus,10090.0,,
5699,,Inteemeeiate,,,,3760,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice",A,,Mus musculus,10090.0,,
5700,,Intermed9a4e,,,,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice",A,,Mus musculus,10090.0,,
5701,,Intermedkat3,,,,3760,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice",A,,Mus musculus,10090.0,,
5702,,Ihtermewiate,,,,3192,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1,A,,Mus musculus,10090.0,,
5703,,Ingermediahe,,,,3192,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1,A,,Mus musculus,10090.0,,
5704,,Intermed8wte,,,,2675,Area under the curve was evaluated in mice after intravenous administration,A,,Mus musculus,10090.0,,
5705,,Intdrmediat4,,,,2675,Area under the curve was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,
5706,,Intermfciate,,,Plxsma,16597,AUC total value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
5707,,Intedmediare,,,0lasma,16597,AUC total value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,
5708,,Igtermediste,,,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot),A,,Mus musculus,10090.0,,
5709,,Intermwdiats,,,,17734,AUMC after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
5710,,lntermeriate,,,Bloow,7767,Biodistribution in blood was determined in mice after iv administration at 15 min Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,10090.0,,
5711,899.0,Igtrrmediate,,,,15345,The compound was tested in vitro for anticancer activity against 9L cells,F,,,,,9L
5712,,Autocyratiob,,,,2181,Anti proliferation activity determined; Weak effect,F,,Rattus norvegicus,10116.0,,
5713,,Autocurztiob,,,,2181,Inhibition of cell growth by compound at a concentration of 100 uM in 9Ltk+ cells; Completely stopped the process,F,,Rattus norvegicus,10116.0,,
5714,,Autockratkon,,,,2181,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells,F,,Rattus norvegicus,10116.0,,
5715,,wutocu3ation,,,,2181,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells; Completely stopped the process,F,,Rattus norvegicus,10116.0,,
5716,,Autocurayiom,,,,10486,The cytotoxic activity was in vitro tested by 9PS assay method,F,,Mus musculus,10090.0,,
5717,,Autodu5ation,,,,10486,The cytotoxic activity was in vitro tested by 9PS assay method.,F,,Mus musculus,10090.0,,
5718,,xutovuration,,,,15508,Partition coefficient (logD6.5),A,,,,,
5719,773.0,Experh,,,,5242,Inhibitory concentration in vitro for cytotoxic activity against A 2780 human ovarian carcinoma cells,F,,Homo sapiens,9606.0,,A2780
5720,919.0,Ijterm2diate,,,,16167,Effective concentration against A 375 cell line growth (DFMO concentration is 5.0 mM),F,,Homo sapiens,9606.0,,A-375
5721,450.0,2xpert,,,,4782,Inhibitory concentration required against A 431 human epidermoid carcinoma cell line,F,,Homo sapiens,9606.0,,A-431
5722,1055.0,sxpert,,,,16093,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R,F,,Homo sapiens,9606.0,,A-431
5723,905.0,Intermsd9ate,,,,2596,Compound was evaluated for in vitro cytotoxicity against A 498 cancer cell line,F,,Homo sapiens,9606.0,,A498
5724,799.0,Intermedia6w,,,,2596,in vitro cytotoxicity against A 498 cancer cell line,F,,Homo sapiens,9606.0,,A498
5725,503.0,Integmediatd,,,,3239,In vitro cytotoxic activity against renal (A 498) cancer cell line.,F,,Homo sapiens,9606.0,,A498
5726,1208.0,lntermed7ate,,,,1847,Cytotoxic activity against A 498 renal cancer cell lines.,F,,Homo sapiens,9606.0,,A498
5727,688.0,Intermrdiatf,,,,10553,In vitro cytotoxicity was determined against A 498 human renal tumor cell line using NCI screen,F,,Homo sapiens,9606.0,,A498
5728,,Aufocurahion,,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,F,,Staphylococcus aureus,1280.0,,
5729,,sugocuration,,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i,F,,Staphylococcus aureus,1280.0,,
5730,,Autockrat8on,,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,F,,Staphylococcus aureus,1280.0,,
5731,,Autocu4atiom,,,,16219,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c,F,,Staphylococcus aureus,1280.0,,
5732,1087.0,Imtermediwte,,,,4782,Inhibitory concentration required against A 549 lung cancer cell line,F,,Homo sapiens,9606.0,,A549
5733,944.0,8nte3mediate,,,,11805,Growth inhibition of A 549 cell line by MTT reduction for 3 days of incubation time,F,,Homo sapiens,9606.0,,A549
5734,547.0,Inte5meciate,,,,11805,Growth inhibition of A 549 cell line by MTT reduction for 7 days of incubation time,F,,Homo sapiens,9606.0,,A549
5735,710.0,Interheciate,,,,2007,In vitro cytotoxicity against lung cancer A 549 cell lines,F,,Homo sapiens,9606.0,,A549
5736,959.0,Intsfmediate,,,,4594,Compound was tested for its cytotoxicity against A 549 cell line,F,,Homo sapiens,9606.0,,A549
5737,1132.0,Expdrt,,,,6018,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.",F,,Homo sapiens,9606.0,,A549
5738,1104.0,Ijtermeriate,,,,6018,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.; No data",F,,Homo sapiens,9606.0,,A549
5739,1292.0,Ezpert,,,,3599,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay,F,,Homo sapiens,9606.0,,A549
5740,338.0,Inte5mediat3,,,,2551,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,F,,Homo sapiens,9606.0,,A549
5741,709.0,Ex0ert,,,,16132,In vitro inhibition of A549 (human lung cancer) cell growth.,F,,Homo sapiens,9606.0,,A549
5742,714.0,untermeciate,,,,16132,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available,F,,Homo sapiens,9606.0,,A549
5743,873.0,Experf,,,,2551,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay,F,,Homo sapiens,9606.0,,A549
5744,401.0,Eapert,,,,2551,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM),F,,Homo sapiens,9606.0,,A549
5745,,Autovu3ation,,,,11913,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h,F,,,,,
5746,,Auticurarion,,,,12621,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.,F,In vivo,,,,
5747,,Autocu5atiog,,,,12621,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.,F,In vivo,,,,
5748,,Augocurwtion,,,,12621,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.,F,In vivo,,,,
5749,,Autocura5iob,,,,12621,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.,F,In vivo,,,,
5750,,Autocurwtkon,,,,12621,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.,F,In vivo,,,,
5751,623.0,Experg,,,,3600,Inhibition of A-498 human Renal cell proliferation,F,,Homo sapiens,9606.0,,A498
5752,,Autocurstiom,,,,1796,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM",F,,Rattus norvegicus,10116.0,,
