ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14481,CHEMBL626668,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.1 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14482,CHEMBL626669,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.8 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14483,CHEMBL626670,Total electrolytic excretion of potassium in urine of rats after peroral administration of 341 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14484,CHEMBL626671,Total electrolytic excretion of potassium in urine of rats after peroral administration of 348 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14485,CHEMBL626672,Total electrolytic excretion of potassium in urine of rats after peroral administration of 37.6 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14486,CHEMBL626673,Total electrolytic excretion of potassium in urine of rats after peroral administration of 50.8 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14487,CHEMBL626674,Total electrolytic excretion of potassium in urine of rats after peroral administration of 58.4 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14488,CHEMBL626675,Total electrolytic excretion of potassium in urine of rats after peroral administration of 65.2 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14489,CHEMBL626676,Total electrolytic excretion of potassium in urine of rats after peroral administration of 68.1 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14490,CHEMBL626677,Total electrolytic excretion of potassium in urine of rats after peroral administration of 7.94 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14491,CHEMBL626678,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.6 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14492,CHEMBL626679,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.8 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14493,CHEMBL875612,Total electrolytic excretion of potassium in urine of rats after peroral administration of 74.8 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14494,CHEMBL626680,Total electrolytic excretion of potassium in urine of rats after peroral administration of 77.5 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14495,CHEMBL626681,Total electrolytic excretion of potassium in urine of rats after peroral administration of 79.4 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14496,CHEMBL626682,Total electrolytic excretion of potassium in urine of rats after peroral administration of 80.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14497,CHEMBL626683,Total electrolytic excretion of potassium in urine of rats after peroral administration of 83.8 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14498,CHEMBL626684,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.5 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14499,CHEMBL626685,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.7 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14500,CHEMBL626686,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.7 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14501,CHEMBL626687,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14502,CHEMBL624978,Total electrolytic excretion of potassium in urine of rats after peroral administration of 9.06 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14503,CHEMBL624979,Total electrolytic excretion of potassium in urine of rats after peroral administration of 90.6 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14504,CHEMBL624980,Total electrolytic excretion of potassium in urine of rats after peroral administration of 94.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14505,CHEMBL624981,Total electrolytic excretion of potassium in urine of rats after peroral administration of 97.1 uM/Kg of drug,,1,1088.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Urine,A,,50588,Intermediate,,12582,9615.0,,14506,CHEMBL624982,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,,1,1088.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14507,CHEMBL627564,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d),In vivo,0,2367.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14508,CHEMBL627565,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v),In vivo,0,2367.0
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13257,,,14509,CHEMBL627566,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/blood,In vivo,0,
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14510,CHEMBL627567,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/muscle,In vivo,0,2385.0
,,,U,1,,,BAO_0000218,Spleen,A,,22224,Autocuration,,13257,,,14511,CHEMBL627568,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in spleen,In vivo,0,2106.0
,,,U,1,,,BAO_0000218,Kidney,A,,22224,Autocuration,,13257,,,14512,CHEMBL627569,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hr in kidney,In vivo,0,2113.0
,,,U,1,,,BAO_0000218,Urinary bladder,A,,22224,Autocuration,,13257,,,14513,CHEMBL627570,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bladder,In vivo,0,1255.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,13257,,,14514,CHEMBL627571,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in blood,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Bone element,A,,22224,Autocuration,,13257,,,14515,CHEMBL627572,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bone,In vivo,0,1474.0
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13257,,,14516,CHEMBL627573,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in fat,In vivo,0,
,,,U,1,,,BAO_0000218,Kidney,A,,22224,Autocuration,,13257,,,14517,CHEMBL627574,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in kidney,In vivo,0,2113.0
,,,U,1,,,BAO_0000218,Liver,A,,22224,Autocuration,,13257,,,14518,CHEMBL627575,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in liver,In vivo,0,2107.0
,,,U,1,,,BAO_0000218,Lung,A,,22224,Autocuration,,13257,,,14519,CHEMBL627576,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in lung,In vivo,0,2048.0
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14520,CHEMBL627577,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in muscle,In vivo,0,2385.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14521,CHEMBL627578,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d),In vivo,0,2367.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14522,CHEMBL627579,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/biood,In vivo,0,2367.0
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14523,CHEMBL627580,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/muscle,In vivo,0,2385.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14524,CHEMBL627581,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v),In vivo,0,2367.0
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13257,,,14525,CHEMBL627582,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/blood,In vivo,0,
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14526,CHEMBL627583,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/muscle,In vivo,0,2385.0
,,,U,1,,,BAO_0000218,Spleen,A,,22224,Autocuration,,13257,,,14527,CHEMBL627584,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in spleen,In vivo,0,2106.0
,,,U,1,,,BAO_0000218,Prostate gland,A,,22224,Autocuration,,13257,,,14528,CHEMBL627585,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/biood,In vivo,0,2367.0
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14529,CHEMBL627586,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/muscle,In vivo,0,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14530,CHEMBL627587,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 200 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14531,CHEMBL627588,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14532,CHEMBL628250,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 200 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14533,CHEMBL628251,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14534,CHEMBL628252,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 200 nmol of WAY 100635,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14535,CHEMBL628253,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14536,CHEMBL628254,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 200 nmol of WAY 100635,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14537,CHEMBL877493,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14538,CHEMBL628255,Biodistribution of the Radiolabeled FCWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14539,CHEMBL628256,Biodistribution of the Radiolabeled FCWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14540,CHEMBL628257,Biodistribution of the Radiolabeled FCWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14541,CHEMBL628258,Biodistribution of the Radiolabeled FCWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14542,CHEMBL628259,Biodistribution of the Radiolabeled MeFBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14543,CHEMBL628429,Biodistribution of the Radiolabeled MeFBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14544,CHEMBL626862,Biodistribution of the Radiolabeled MeFBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14545,CHEMBL626863,Biodistribution of the Radiolabeled MeFBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635; Not determined,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Cerebellum,A,,50597,Intermediate,,15413,10116.0,,14546,CHEMBL625886,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum,In vivo,1,2037.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Cerebellum,A,,50597,Intermediate,,15413,10116.0,,14547,CHEMBL625887,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum co-injected with 50 nM of WAY 100635.,In vivo,1,2037.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14548,CHEMBL625888,Biodistribution of the [11C]-radiolabeled compound in rat cortex,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14549,CHEMBL625889,Biodistribution of the [11C]-radiolabeled compound in rat cortex co-injected with 50 nM of WAY 100635.,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14550,CHEMBL625890,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hippocampus,A,,50597,Intermediate,,15413,10116.0,,14551,CHEMBL625891,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus co-injected with 50 nM of WAY 100635.,In vivo,1,10000000.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14552,CHEMBL625892,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Hypothalamus,A,,50597,Intermediate,,15413,10116.0,,14553,CHEMBL625893,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus co-injected with 50 nM of WAY 100635.,In vivo,1,1898.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Cerebellum,A,,50597,Intermediate,,15413,10116.0,,14554,CHEMBL625894,Biodistribution of the [18F]-radiolabeled compound in rat cerebellum,In vivo,1,2037.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,15413,10116.0,,14555,CHEMBL625895,Biodistribution of the [18F]-radiolabeled compound in rat cortex,In vivo,1,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,12404,,,14556,CHEMBL625896,Reaction rate parameter value for phosphate with transfer with respect to ATP,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14557,CHEMBL625897,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 8.5(Apparent inhibition constant)",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14558,CHEMBL625898,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14559,CHEMBL625899,"Tested for hydrolysis in presence of phenylboronic acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,12404,,,14560,CHEMBL626124,Reaction rate parameter value for phosphate with transfer with respect to ATP,,0,
,,Escherichia coli,N,1,,,BAO_0000218,,A,,50212,Intermediate,,7624,562.0,,14561,CHEMBL628500,Ability to inhibit Escherichia coli adenylate kinase II activity expressed as half maximal velocity,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,7624,10116.0,,14562,CHEMBL857856,"Ability to inhibit rat adenylate kinase II, activity expressed as half-maximal velocity",,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,7624,10116.0,,14563,CHEMBL628501,"Ability to inhibit rat adenylate kinase III, activity expressed as half-maximal velocity",,1,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,4643,,,14564,CHEMBL628502,"Compound was evaluated for the Michaelis-Menten constant, Km in a generic protein phosphatase stopped assay system",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,11532,,,14565,CHEMBL628503,Kinetic parameter KM (nM) for the MAO-B catalyzed oxidation of the compound.,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,11018,,,14566,CHEMBL628504,Kinetic parameter KM at pH 7.4 and 37 degree Centigrade,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2276,,,14567,CHEMBL628505,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2276,,,14568,CHEMBL874452,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as KM",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2276,,,14569,CHEMBL628506,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as KM; Not determined",,0,
