ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
13675,50597,10116.0,,1,N,CHEMBL629209,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13676,50597,10116.0,,1,N,CHEMBL629210,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13677,50597,10116.0,,1,N,CHEMBL629211,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13678,50597,10116.0,,1,N,CHEMBL629212,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13679,50597,10116.0,,1,N,CHEMBL629213,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13680,50597,10116.0,,1,N,CHEMBL629214,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13681,50597,10116.0,,1,N,CHEMBL629215,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13682,50597,10116.0,,1,N,CHEMBL635154,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13683,50597,10116.0,,1,N,CHEMBL629216,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13684,50597,10116.0,,1,N,CHEMBL629217,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13685,50597,10116.0,,1,N,CHEMBL629218,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13686,50597,10116.0,,1,N,CHEMBL629219,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13687,50597,10116.0,,1,N,CHEMBL629220,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13688,50597,10116.0,,1,N,CHEMBL629221,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13689,50597,10116.0,,1,N,CHEMBL631127,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13690,50597,10116.0,,1,N,CHEMBL631128,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13691,50597,10116.0,,1,N,CHEMBL631129,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13692,50597,10116.0,,1,N,CHEMBL631130,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13693,50597,10116.0,,1,N,CHEMBL631131,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13694,50597,10116.0,,1,N,CHEMBL631132,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13695,50597,10116.0,,1,N,CHEMBL631133,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13696,50597,10116.0,,1,N,CHEMBL631134,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13697,50597,10116.0,,1,N,CHEMBL875120,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13698,50597,10116.0,,1,N,CHEMBL631135,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13699,50597,10116.0,,1,N,CHEMBL631136,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13700,50597,10116.0,,1,N,CHEMBL631137,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13701,50597,10116.0,,1,N,CHEMBL631138,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13702,50597,10116.0,,1,N,CHEMBL631139,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13703,50597,10116.0,,1,N,CHEMBL631140,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13704,50597,10116.0,,1,N,CHEMBL631141,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13705,50597,10116.0,,1,N,CHEMBL631142,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13706,50597,10116.0,,1,N,CHEMBL631143,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13707,50597,10116.0,,1,N,CHEMBL631144,1,6996,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13708,50588,9615.0,,1,N,CHEMBL631145,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13709,50588,9615.0,,1,N,CHEMBL631146,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13710,50588,9615.0,,1,N,CHEMBL631147,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13711,50588,9615.0,,1,N,CHEMBL631148,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13712,50588,9615.0,,1,N,CHEMBL631149,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13713,50588,9615.0,,1,N,CHEMBL631150,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13714,50588,9615.0,,1,N,CHEMBL631151,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13715,50588,9615.0,,1,N,CHEMBL631152,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13716,50588,9615.0,,1,N,CHEMBL631443,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13717,50588,9615.0,,1,N,CHEMBL631444,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13718,50588,9615.0,,1,N,CHEMBL631445,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13719,50588,9615.0,,1,N,CHEMBL631446,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13720,50588,9615.0,,1,N,CHEMBL631447,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13721,50588,9615.0,,1,N,CHEMBL631448,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13722,50588,9615.0,,1,N,CHEMBL631449,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13723,50588,9615.0,,1,N,CHEMBL631450,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13724,50588,9615.0,,1,N,CHEMBL629724,1,6996,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13725,50594,10090.0,,1,N,CHEMBL629725,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,14.0
13726,50594,10090.0,,1,N,CHEMBL629726,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,14.0
13727,50594,10090.0,,1,N,CHEMBL629727,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,2106.0
13728,50594,10090.0,,1,N,CHEMBL630404,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,2106.0
13729,50594,10090.0,,1,N,CHEMBL630405,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,2106.0
13730,50594,10090.0,,1,N,CHEMBL630406,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,2106.0
13731,50594,10090.0,,1,N,CHEMBL630407,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,945.0
13732,50594,10090.0,,1,N,CHEMBL630573,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,945.0
13733,50594,10090.0,,1,N,CHEMBL630574,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,945.0
13734,50594,10090.0,,1,N,CHEMBL630575,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,945.0
13735,50594,10090.0,,1,N,CHEMBL630576,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,
13736,50594,10090.0,,1,N,CHEMBL630577,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,
13737,50594,10090.0,,1,N,CHEMBL630578,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,
13738,50594,10090.0,,1,N,CHEMBL630579,1,9716,Mus musculus,A,,Intermediate,,,BAO_0000218,
13739,50594,10090.0,,1,N,CHEMBL630580,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,2113.0
13740,50594,10090.0,,1,N,CHEMBL630581,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,2113.0
13741,50594,10090.0,,1,N,CHEMBL630582,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,2113.0
13742,50594,10090.0,,1,N,CHEMBL630583,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13743,50594,10090.0,,1,N,CHEMBL630584,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13744,50594,10090.0,,1,N,CHEMBL630585,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13745,50594,10090.0,,1,N,CHEMBL630586,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13746,50594,10090.0,,1,N,CHEMBL630587,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13747,50594,10090.0,,1,N,CHEMBL630588,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13748,50594,10090.0,,1,N,CHEMBL630589,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13749,50594,10090.0,,1,N,CHEMBL630590,1,12192,Mus musculus,A,,Intermediate,,,BAO_0000218,
13750,22224,,,0,U,CHEMBL630591,1,12192,,A,,Autocuration,,,BAO_0000019,1988.0
13751,22224,,,0,U,CHEMBL630592,1,12192,,A,,Autocuration,,,BAO_0000019,1988.0
13752,22224,,,0,U,CHEMBL630593,1,12192,,A,,Autocuration,,,BAO_0000019,
13753,22224,,,0,U,CHEMBL630594,1,12192,,A,,Autocuration,,,BAO_0000019,
13754,22224,,,0,U,CHEMBL630595,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13755,22224,,,0,U,CHEMBL630596,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13756,22224,,,0,U,CHEMBL630597,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13757,22224,,,0,U,CHEMBL630598,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13758,22224,,,0,U,CHEMBL630599,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13759,22224,,,0,U,CHEMBL630600,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13760,22224,,,0,U,CHEMBL630601,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13761,22224,,,0,U,CHEMBL630602,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13762,22224,,,0,U,CHEMBL630603,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13763,22224,,,0,U,CHEMBL630604,1,12192,,A,,Autocuration,,,BAO_0000019,1088.0
13764,50597,10116.0,,1,N,CHEMBL624869,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13765,50597,10116.0,,1,N,CHEMBL624870,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13766,50597,10116.0,,1,N,CHEMBL623189,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13767,50597,10116.0,,1,N,CHEMBL623190,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13768,50597,10116.0,,1,N,CHEMBL623191,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13769,50597,10116.0,,1,N,CHEMBL623192,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13770,50597,10116.0,,1,N,CHEMBL623193,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13771,50597,10116.0,,1,N,CHEMBL623194,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13772,50597,10116.0,,1,N,CHEMBL623195,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13773,50597,10116.0,,1,N,CHEMBL623196,1,12017,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13774,50597,10116.0,,1,N,CHEMBL623197,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13775,50597,10116.0,,1,N,CHEMBL623198,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13776,50597,10116.0,,1,N,CHEMBL623199,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13777,50597,10116.0,,1,N,CHEMBL623200,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13778,50597,10116.0,,1,N,CHEMBL623201,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13779,50597,10116.0,,1,N,CHEMBL623202,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13780,50597,10116.0,,1,N,CHEMBL623203,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13781,50597,10116.0,,1,N,CHEMBL623204,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13782,50597,10116.0,,1,N,CHEMBL623205,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13783,50597,10116.0,,1,N,CHEMBL623206,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13784,50597,10116.0,,1,N,CHEMBL623207,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13785,50597,10116.0,,1,N,CHEMBL623208,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13786,50597,10116.0,,1,N,CHEMBL623209,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13787,50597,10116.0,,1,N,CHEMBL623210,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2385.0
13788,50597,10116.0,,1,N,CHEMBL623211,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13789,50597,10116.0,,1,N,CHEMBL623212,1,11836,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,995.0
13790,22224,,,0,U,CHEMBL623213,1,12640,,A,,Autocuration,,,BAO_0000019,
13791,22224,,,0,U,CHEMBL623214,1,14218,,A,,Autocuration,,,BAO_0000019,
13792,22224,,,0,U,CHEMBL623215,1,11296,,A,,Autocuration,,,BAO_0000019,
13793,22224,,,0,U,CHEMBL623216,1,10929,,A,,Autocuration,,,BAO_0000019,
13794,50591,9913.0,,1,N,CHEMBL623217,1,13841,Bos taurus,A,,Intermediate,,,BAO_0000218,
13795,22224,,,0,U,CHEMBL623218,1,10431,,A,,Autocuration,,,BAO_0000019,
13796,22224,,,0,U,CHEMBL623913,1,10431,,A,,Autocuration,,,BAO_0000019,
13797,22224,,,0,U,CHEMBL623914,1,10431,,A,,Autocuration,,,BAO_0000019,
13798,22229,,,0,U,CHEMBL623915,1,8826,,P,,Autocuration,,,BAO_0000100,
13799,22229,,,0,U,CHEMBL624080,1,8826,,P,,Autocuration,,,BAO_0000100,
13800,22224,,,0,U,CHEMBL624081,1,9884,,A,,Autocuration,,,BAO_0000019,
13801,50587,9606.0,,1,N,CHEMBL624082,1,9827,Homo sapiens,A,,Intermediate,,,BAO_0000218,
13802,50587,9606.0,,1,N,CHEMBL625054,1,10009,Homo sapiens,A,,Intermediate,,,BAO_0000218,
13803,22224,,,0,U,CHEMBL877485,1,10009,,A,,Autocuration,,,BAO_0000019,
13804,50594,10090.0,,1,N,CHEMBL625055,1,10009,Mus musculus,A,,Intermediate,,,BAO_0000218,
13805,50594,10090.0,,1,N,CHEMBL625056,1,10009,Mus musculus,A,,Intermediate,,,BAO_0000218,
13806,50587,9606.0,,1,N,CHEMBL625057,1,10009,Homo sapiens,A,,Intermediate,,,BAO_0000218,
13807,22224,,,0,U,CHEMBL625058,1,10009,,A,,Autocuration,,,BAO_0000019,
13808,50594,10090.0,,1,N,CHEMBL625059,1,10009,Mus musculus,A,,Intermediate,,,BAO_0000218,
13809,50594,10090.0,,1,N,CHEMBL629536,1,10009,Mus musculus,A,,Intermediate,,,BAO_0000218,
13810,50597,10116.0,,1,N,CHEMBL629537,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13811,50597,10116.0,,1,N,CHEMBL629538,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13812,50597,10116.0,,1,N,CHEMBL629539,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13813,50597,10116.0,,1,N,CHEMBL874445,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13814,50597,10116.0,,1,N,CHEMBL629540,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13815,50597,10116.0,,1,N,CHEMBL629541,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13816,50597,10116.0,,1,N,CHEMBL629542,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13817,50597,10116.0,,1,N,CHEMBL630243,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13818,50597,10116.0,,1,N,CHEMBL630244,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13819,50597,10116.0,,1,N,CHEMBL630245,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13820,50597,10116.0,,1,N,CHEMBL630246,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13821,50597,10116.0,,1,N,CHEMBL630247,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13822,50597,10116.0,,1,N,CHEMBL630248,1,11510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13823,50597,10116.0,,1,N,CHEMBL630249,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13824,50597,10116.0,,1,N,CHEMBL630250,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13825,50597,10116.0,,1,N,CHEMBL630251,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13826,50597,10116.0,,1,N,CHEMBL630252,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13827,50597,10116.0,,1,N,CHEMBL630408,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13828,50597,10116.0,,1,N,CHEMBL630409,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13829,50597,10116.0,,1,N,CHEMBL874446,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13830,50597,10116.0,,1,N,CHEMBL630410,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13831,50597,10116.0,,1,N,CHEMBL630411,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13832,50597,10116.0,,1,N,CHEMBL630412,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13833,50597,10116.0,,1,N,CHEMBL630413,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13834,50597,10116.0,,1,N,CHEMBL630414,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13835,50597,10116.0,,1,N,CHEMBL630415,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2037.0
13836,50597,10116.0,,1,N,CHEMBL630416,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13837,50597,10116.0,,1,N,CHEMBL630417,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13838,50597,10116.0,,1,N,CHEMBL630418,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13839,50597,10116.0,,1,N,CHEMBL630419,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13840,50597,10116.0,,1,N,CHEMBL630420,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13841,50597,10116.0,,1,N,CHEMBL630421,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13842,50597,10116.0,,1,N,CHEMBL630422,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13843,50597,10116.0,,1,N,CHEMBL630423,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13844,50597,10116.0,,1,N,CHEMBL630424,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13845,50597,10116.0,,1,N,CHEMBL630425,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13846,50597,10116.0,,1,N,CHEMBL629462,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13847,50597,10116.0,,1,N,CHEMBL630426,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13848,50597,10116.0,,1,N,CHEMBL630427,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13849,50597,10116.0,,1,N,CHEMBL625877,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13850,50597,10116.0,,1,N,CHEMBL625878,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,948.0
13851,50597,10116.0,,1,N,CHEMBL625879,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,10000000.0
13852,50597,10116.0,,1,N,CHEMBL625880,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,10000000.0
13853,50597,10116.0,,1,N,CHEMBL625881,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,10000000.0
13854,50597,10116.0,,1,N,CHEMBL625882,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,10000000.0
13855,50597,10116.0,,1,N,CHEMBL625883,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,10000000.0
13856,50597,10116.0,,1,N,CHEMBL625884,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13857,50597,10116.0,,1,N,CHEMBL625885,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13858,50597,10116.0,,1,N,CHEMBL628649,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13859,50597,10116.0,,1,N,CHEMBL628650,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13860,50597,10116.0,,1,N,CHEMBL628651,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13861,50597,10116.0,,1,N,CHEMBL628652,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13862,50597,10116.0,,1,N,CHEMBL628653,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
13863,50597,10116.0,,1,N,CHEMBL628654,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13864,50597,10116.0,,1,N,CHEMBL628655,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13865,50597,10116.0,,1,N,CHEMBL625238,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13866,50597,10116.0,,1,N,CHEMBL625239,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13867,50597,10116.0,,1,N,CHEMBL625240,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13868,50597,10116.0,,1,N,CHEMBL625241,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13869,50597,10116.0,,1,N,CHEMBL625242,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13870,50597,10116.0,,1,N,CHEMBL874587,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13871,50597,10116.0,,1,N,CHEMBL625405,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13872,50597,10116.0,,1,N,CHEMBL625406,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13873,50597,10116.0,,1,N,CHEMBL625407,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13874,50597,10116.0,,1,N,CHEMBL625408,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13875,50597,10116.0,,1,N,CHEMBL625409,1,13100,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
13876,50597,10116.0,,1,N,CHEMBL625410,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13877,50597,10116.0,,1,N,CHEMBL625411,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13878,50597,10116.0,,1,N,CHEMBL625412,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13879,50597,10116.0,,1,N,CHEMBL625413,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13880,50597,10116.0,,1,N,CHEMBL625414,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13881,50597,10116.0,,1,N,CHEMBL625415,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13882,50597,10116.0,,1,N,CHEMBL625416,1,12361,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1515.0
13883,50597,10116.0,,1,N,CHEMBL625417,1,12712,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13884,50597,10116.0,,1,N,CHEMBL625418,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1988.0
13885,50597,10116.0,,1,N,CHEMBL625419,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13886,50597,10116.0,,1,N,CHEMBL625420,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13887,50597,10116.0,,1,N,CHEMBL626996,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13888,50597,10116.0,,1,N,CHEMBL626997,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1988.0
13889,50597,10116.0,,1,N,CHEMBL626998,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13890,50597,10116.0,,1,N,CHEMBL626999,1,7415,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13891,50594,10090.0,,1,N,CHEMBL627000,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,
13892,50594,10090.0,,1,N,CHEMBL627001,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,
13893,50594,10090.0,,1,N,CHEMBL627002,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,
13894,50594,10090.0,,1,N,CHEMBL627003,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,
13895,50594,10090.0,,1,N,CHEMBL627004,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13896,50594,10090.0,,1,N,CHEMBL627005,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13897,50594,10090.0,,1,N,CHEMBL874594,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13898,50594,10090.0,,1,N,CHEMBL627006,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13899,50594,10090.0,,1,N,CHEMBL627007,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13900,50594,10090.0,,1,N,CHEMBL627884,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13901,50594,10090.0,,1,N,CHEMBL627885,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13902,50594,10090.0,,1,N,CHEMBL627886,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13903,50594,10090.0,,1,N,CHEMBL627887,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13904,50594,10090.0,,1,N,CHEMBL627888,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13905,50594,10090.0,,1,N,CHEMBL628057,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
13906,50594,10090.0,,1,N,CHEMBL627405,1,8050,Mus musculus,A,,Intermediate,,,BAO_0000218,1088.0
