Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Urban issues (marker),Children issues (marker),Knowledge for development (marker),Organisation ID,Organisation name,Organisation sub-class,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,3,D3100,0,0,B3100,2,YE,Unknown,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,155.88438,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,YE,Governmental,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,35.33376,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,YE,Governmental,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,4534.91672,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,YE,Civil Society,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,9.792,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,YE,Individual,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,54.661519999999996,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,YE,Unknown,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,207.84583999999998,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,YE,Governmental,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,26.500320000000002,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,YE,Governmental,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,3401.18754,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,YE,Civil Society,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,7.343999999999999,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,YE,Individual,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,40.996140000000004,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,YE,Unknown,Asia,0.02,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,155.88438,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,53.000640000000004,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,6802.37508,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Civil Society,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,14.687999999999999,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Individual,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,81.99228000000001,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Unknown,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,311.76876,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,70.66752,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,9069.83344,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,JO,Civil Society,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,19.584,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,JO,Individual,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,109.32303999999999,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,JO,Unknown,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,415.69167999999996,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,53.000640000000004,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Governmental,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,6802.37508,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Civil Society,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,14.687999999999999,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Individual,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,81.99228000000001,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,JO,Unknown,Asia,0.04,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,311.76876,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,304.75368,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,39113.65671,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Civil Society,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,84.456,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Individual,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,471.45561,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Unknown,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,1792.6703699999998,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,406.33824,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,52151.54228,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,IQ,Civil Society,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,112.60799999999999,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,IQ,Individual,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,628.60748,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,IQ,Unknown,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,2390.2271600000004,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,304.75368,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Governmental,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,39113.65671,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Civil Society,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,84.456,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Individual,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,471.45561,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,IQ,Unknown,Asia,0.23,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,1792.6703699999998,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,609.50736,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,78227.31342,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Civil Society,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,168.912,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Individual,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,942.91122,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Unknown,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,3585.3407399999996,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15150,Democratic participation and civil society,0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,812.67648,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,104303.0846,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,LB,Civil Society,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,225.21599999999998,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,LB,Individual,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,1257.21496,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,LB,Unknown,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,4780.454320000001,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15160,Human rights,0.4
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,609.50736,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Governmental,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Western Asia,78227.31342,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,FEDERAL,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Civil Society,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,168.912,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,SUPPLIER OF GOODS/SERVICES,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Individual,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Western Asia,942.91122,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,COOPERANT,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,3,D3100,0,0,B3100,2,LB,Unknown,Asia,0.46,EDD Europe-Middle East Programming,Terminating,1,0,Uncoded,Western Asia,3585.3407399999996,1,Z020865001,0,0,0,S4256,1,0,0,0,0,0,0,Information not available,Information not available,Unknown,130,15220,"Civilian peace-building, conflict prevention and resolution",0.3
2009/2010,5,D3100,0,0,B3100,1,UA,Governmental,Europe,1.0,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Ukraine,5429.768,1,Z020866001,0,0,0,S3116,0,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,FEDERAL,UA,15110,Public sector policy and administrative management,0.4
2009/2010,5,D3100,0,0,B3100,1,UA,Civil Society,Europe,1.0,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Ukraine,8433.472,1,Z020866001,0,0,0,S3116,0,0,0,0,0,0,0,1001165,MM LYNCH CONSULTANTS INTERNATIONAL,CONSULTING SERVICES,UA,15110,Public sector policy and administrative management,0.4
2009/2010,5,D3100,0,0,B3100,1,UA,Civil Society,Europe,1.0,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Non-Profit Making,Ukraine,9024.8,1,Z020866001,0,0,0,S3116,0,0,0,0,0,0,0,1001168,CANADEM,NGO,UA,15110,Public sector policy and administrative management,0.4
2009/2010,5,D3100,0,0,B3100,1,UA,Individual,Europe,1.0,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Ukraine,8850.0,1,Z020866001,0,0,0,S3116,0,0,0,0,0,0,0,Information not available,Information not available,CONSULTANT,UA,15110,Public sector policy and administrative management,0.4
2009/2010,5,D3100,0,0,B3100,1,UA,Individual,Europe,1.0,EDD Europe-Middle East Programming,Terminating,1,0,Canadian Profit Making,Ukraine,9384.84,1,Z020866001,0,0,0,S3116,0,0,0,0,0,0,0,Information not available,Information not available,CONSULTANT,UA,15110,Public sector policy and administrative management,0.4
