variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,N,A,CHEMBL628021,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 30 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13513,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628022,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 3mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13514,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628023,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 3.0mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13515,1088.0,9615.0,50588,8133,
,U,A,CHEMBL628024,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 100 mg/kg, po",Simiiformes,,,,Autocuration,,,,13516,1088.0,314293.0,22224,8133,
,U,A,CHEMBL628025,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 10mg/kg, po",Simiiformes,,,,Autocuration,,,,13517,1088.0,314293.0,22224,8133,
,U,A,CHEMBL628026,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",Simiiformes,,,,Autocuration,,,,13518,1088.0,314293.0,22224,8133,
,U,A,CHEMBL628027,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 30mg/kg, po",Simiiformes,,,,Autocuration,,,,13519,1088.0,314293.0,22224,8133,
,U,A,CHEMBL628028,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded monkey at 3mg/kg, po",Simiiformes,,,,Autocuration,,,,13520,1088.0,314293.0,22224,8133,
,N,A,CHEMBL628029,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 0.1 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13521,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628030,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 0.3 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13522,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628031,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 1.0mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13523,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628032,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 10.0 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13524,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628033,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 100.0 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13525,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628034,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 2.08 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13526,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628035,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 207.6mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13527,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628036,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 3.0 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13528,1088.0,10116.0,50597,8133,
,N,A,CHEMBL874462,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 30.0mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13529,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628037,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -8/-38,Canis lupus familiaris,,,,Intermediate,,,In vivo,13530,,9615.0,50588,9025,
,N,A,CHEMBL628123,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); 13/-25,Canis lupus familiaris,,,,Intermediate,,,In vivo,13531,,9615.0,50588,9025,
,N,A,CHEMBL628124,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); 27/-15,Canis lupus familiaris,,,,Intermediate,,,In vivo,13532,,9615.0,50588,9025,
,N,A,CHEMBL628125,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -2/-19,Canis lupus familiaris,,,,Intermediate,,,In vivo,13533,,9615.0,50588,9025,
,N,A,CHEMBL628126,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/60 range (low/high); -3/-4,Canis lupus familiaris,,,,Intermediate,,,In vivo,13534,,9615.0,50588,9025,
,N,A,CHEMBL628127,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3 range (low/high),Canis lupus familiaris,,,,Intermediate,,,In vivo,13535,,9615.0,50588,9025,
,N,A,CHEMBL628128,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); -9/24,Canis lupus familiaris,,,,Intermediate,,,In vivo,13536,,9615.0,50588,9025,
,N,A,CHEMBL628129,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); 3/-1,Canis lupus familiaris,,,,Intermediate,,,In vivo,13537,,9615.0,50588,9025,
,N,A,CHEMBL628130,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/030 range (low/high); 12/23,Canis lupus familiaris,,,,Intermediate,,,In vivo,13538,,9615.0,50588,9025,
,N,A,CHEMBL628131,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 1/3,Canis lupus familiaris,,,,Intermediate,,,In vivo,13539,,9615.0,50588,9025,
,N,A,CHEMBL628132,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 6/16,Canis lupus familiaris,,,,Intermediate,,,In vivo,13540,,9615.0,50588,9025,
,N,A,CHEMBL628133,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 7/14,Canis lupus familiaris,,,,Intermediate,,,In vivo,13541,,9615.0,50588,9025,
,N,A,CHEMBL628134,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3/10 range (low/high); 4/4/23,Canis lupus familiaris,,,,Intermediate,,,In vivo,13542,,9615.0,50588,9025,
,N,A,CHEMBL628135,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 10/14,Canis lupus familiaris,,,,Intermediate,,,In vivo,13543,,9615.0,50588,9025,
,N,A,CHEMBL628136,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/15,Canis lupus familiaris,,,,Intermediate,,,In vivo,13544,,9615.0,50588,9025,
,N,A,CHEMBL628137,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/44,Canis lupus familiaris,,,,Intermediate,,,In vivo,13545,,9615.0,50588,9025,
,N,A,CHEMBL628138,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 14/28,Canis lupus familiaris,,,,Intermediate,,,In vivo,13546,,9615.0,50588,9025,
,N,A,CHEMBL628139,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 15-28,Canis lupus familiaris,,,,Intermediate,,,In vivo,13547,,9615.0,50588,9025,
,N,A,CHEMBL628140,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 2/3,Canis lupus familiaris,,,,Intermediate,,,In vivo,13548,,9615.0,50588,9025,
,N,A,CHEMBL628141,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 26/32,Canis lupus familiaris,,,,Intermediate,,,In vivo,13549,,9615.0,50588,9025,
,N,A,CHEMBL628142,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/1,Canis lupus familiaris,,,,Intermediate,,,In vivo,13550,,9615.0,50588,9025,
,N,A,CHEMBL628143,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/12,Canis lupus familiaris,,,,Intermediate,,,In vivo,13551,,9615.0,50588,9025,
,N,A,CHEMBL628144,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 6/7,Canis lupus familiaris,,,,Intermediate,,,In vivo,13552,,9615.0,50588,9025,
,N,A,CHEMBL628145,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 7/6,Canis lupus familiaris,,,,Intermediate,,,In vivo,13553,,9615.0,50588,9025,
,N,A,CHEMBL628146,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/12,Canis lupus familiaris,,,,Intermediate,,,In vivo,13554,,9615.0,50588,9025,
,N,A,CHEMBL625355,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/27,Canis lupus familiaris,,,,Intermediate,,,In vivo,13555,,9615.0,50588,9025,
,N,A,CHEMBL625356,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/14,Canis lupus familiaris,,,,Intermediate,,,In vivo,13556,,9615.0,50588,9025,
,N,A,CHEMBL625357,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/16,Canis lupus familiaris,,,,Intermediate,,,In vivo,13557,,9615.0,50588,9025,
,N,A,CHEMBL625527,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/60 range (low/high); 12/23,Canis lupus familiaris,,,,Intermediate,,,In vivo,13558,,9615.0,50588,9025,
,N,A,CHEMBL875473,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3 range (low/high),Canis lupus familiaris,,,,Intermediate,,,In vivo,13559,,9615.0,50588,9025,
,N,A,CHEMBL625528,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 10/22,Canis lupus familiaris,,,,Intermediate,,,In vivo,13560,,9615.0,50588,9025,
,N,A,CHEMBL626304,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 4/12,Rattus norvegicus,,,,Intermediate,,,In vivo,13561,,10116.0,50597,9025,
,N,A,CHEMBL624138,1,1,Artery,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a 10/30 dose range; 11/-11,Canis lupus familiaris,,,,Intermediate,,,In vivo,13562,1637.0,9615.0,50588,9025,
,U,P,CHEMBL624139,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13563,,,22229,6448,
,U,P,CHEMBL624140,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13564,,,22229,17221,
,U,P,CHEMBL624141,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13565,,,22229,6545,
,U,P,CHEMBL624142,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13566,,,22229,577,
,U,P,CHEMBL624143,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13567,,,22229,6285,
,U,P,CHEMBL624144,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13568,,,22229,6500,
,U,P,CHEMBL624145,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13569,,,22229,6716,
,U,P,CHEMBL624146,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13570,,,22229,13658,
,U,P,CHEMBL624147,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13571,,,22229,6549,
,U,P,CHEMBL883123,1,0,,BAO_0000100,Calculated partition coefficient (clogP) (MacLogP),,,,,Autocuration,,,,13572,,,22229,14685,
,U,A,CHEMBL624148,1,0,,BAO_0000019,Partition coefficient (logP),,,,,Autocuration,,,,13573,,,22224,6893,
,U,A,CHEMBL874416,1,0,,BAO_0000019,Kinetic parameter was determined,,,,,Autocuration,,,,13574,,,22224,3687,
,U,P,CHEMBL624149,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13575,,,22229,4207,
,U,P,CHEMBL624150,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13576,,,22229,4626,
,U,P,CHEMBL624151,1,0,,BAO_0000100,Lipophilicity was determined,,,,,Autocuration,,,,13577,,,22224,1021,
,U,P,CHEMBL624152,1,0,,BAO_0000100,Lipophilicity was determined,,,,,Autocuration,,,,13578,,,22224,3777,
,U,P,CHEMBL622139,1,0,,BAO_0000100,Lipophilicity was determined,,,,,Autocuration,,,,13579,,,22224,17533,
,U,P,CHEMBL622140,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13580,,,22229,6524,
,U,P,CHEMBL622141,1,0,,BAO_0000100,Lipophilicity was determined,,,,,Autocuration,,,,13581,,,22224,17533,
,U,P,CHEMBL622142,1,0,,BAO_0000100,Lipophilicity in octanol-water,,,,,Autocuration,,,,13582,,,22224,6480,
,U,P,CHEMBL622143,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13583,,,22229,17606,
,U,P,CHEMBL622144,1,0,,BAO_0000100,Octanol-water partition coefficient was determined,,,,,Autocuration,,,,13584,,,22229,6863,
,U,A,CHEMBL877473,1,0,,BAO_0000019,Partition coefficient (logP),,,,,Autocuration,,,,13585,,,22224,1356,
,U,P,CHEMBL622145,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13586,,,22229,3326,
,U,A,CHEMBL622146,1,0,,BAO_0000019,Partition coefficient was determined; ND means not determined,,,,,Autocuration,,,,13587,,,22224,1356,
,U,P,CHEMBL622147,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13588,,,22229,12984,
,U,A,CHEMBL622148,1,0,,BAO_0000019,Partition coefficient of the compound,,,,,Autocuration,,,,13589,,,22224,17363,
,U,A,CHEMBL883124,1,0,,BAO_0000019,Permeability was determined,,,,,Autocuration,,,,13590,,,22224,6827,
,U,P,CHEMBL622149,1,0,,BAO_0000100,The compound was evaluated for the partition coefficient,,,,,Autocuration,,,,13591,,,22229,261,
,U,A,CHEMBL622150,1,0,,BAO_0000019,Partition coefficient (logP),,,,,Autocuration,,,,13592,,,22224,2685,
,U,P,CHEMBL622151,1,0,,BAO_0000100,The lipophilicity was reported,,,,,Autocuration,,,,13593,,,22224,414,
,U,P,CHEMBL622152,1,0,,BAO_0000100,logarithm of the octanol-water partition coefficient for the compound,,,,,Autocuration,,,,13594,,,22229,15769,
,U,A,CHEMBL622153,1,0,,BAO_0000019,Clogp value was determined,,,,,Autocuration,,,,13595,,,22224,17248,
,U,A,CHEMBL877474,1,0,,BAO_0000218,Clp at a dose of 1.5 mg/kg,,,,,Autocuration,,,In vivo,13596,,,22224,16935,
,U,A,CHEMBL622154,1,0,,BAO_0000218,Clp at a dose of 2.0 mg/kg,,,,,Autocuration,,,In vivo,13597,,,22224,16935,
,U,A,CHEMBL622155,1,0,Plasma,BAO_0000218,"Clp, plasma clearance at a dose of 10 mg/kg",,,,,Autocuration,,,In vivo,13598,1969.0,,22224,14832,
,U,A,CHEMBL622156,1,0,Plasma,BAO_0000218,"Clp, plasma clearance at a dose of 50 mg/kg",,,,,Autocuration,,,In vivo,13599,1969.0,,22224,14832,
,N,A,CHEMBL622157,1,1,Plasma,BAO_0000218,Compound was tested for plasma clearance in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,13600,1969.0,10116.0,50597,2399,
,N,A,CHEMBL622158,1,1,Plasma,BAO_0000218,Compound was tested for plasma clearance in rat; Not determined,Rattus norvegicus,,,,Intermediate,,,In vivo,13601,1969.0,10116.0,50597,2399,
,N,A,CHEMBL622807,1,1,,BAO_0000218,Plasma clearance (pharmacokinetic parameter) in rat (in vivo) at a dose of 10 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,13602,,10116.0,50597,6227,
,N,A,CHEMBL622808,1,1,,BAO_0000218,Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg,Macaca mulatta,,,,Intermediate,,,In vivo,13603,,9544.0,50797,6227,
,U,A,CHEMBL622809,1,0,,BAO_0000218,Plasma clearance by iv administration at a dose 0.003 ug/mL,,,,,Autocuration,,,In vivo,13604,,,22224,5623,
,U,A,CHEMBL622810,1,0,,BAO_0000218,Plasma clearance determined,,,,,Autocuration,,,In vivo,13605,,,22224,4854,
,N,A,CHEMBL876653,1,1,,BAO_0000218,Plasma clearance after iv administration at 3 mg/kg in hamster,Cricetinae,,,,Intermediate,,,In vivo,13606,,10026.0,100712,4493,
,N,A,CHEMBL622811,1,1,,BAO_0000218,Plasma clearance after iv administration at 4 mg/kg in hamster,Cricetinae,,,,Intermediate,,,In vivo,13607,,10026.0,100712,4493,
