title,year,authors,id,venue
approximate similarity retrieval with m-trees,1998,"p zezula , p savino , g amato , f rabitti",2391,vldb j.
semantic caching of web queries,2000,"b chidlovskii , u borghoff",2392,vldb j.
learning response time for websources using query feedback and application in query optimization,2000,"j gruser , l raschid , v zadorozhny , t zhan",2393,vldb j.
unql : a query language and algebra for semistructured data based on structural recursion,2000,"p buneman , m fernandez , d suciu",2394,vldb j.
functional-join processing,2000,"r braumandl , j clauпen , a kemper , d kossmann",2395,vldb j.
view management in multimedia databases,2000,"k candan , e lemar , v subrahmanian",2396,vldb j.
declarative specification of web sites with strudel,2000,"m fernandez , d florescu , a levy , d suciu",2397,vldb j.
analysis of navigation behaviour in web sites integrating multiple information systems,2000,"b berendt , m spiliopoulou",2398,vldb j.
guest editorial : databases and the web,2000,,2399,
secure bufering in firm real-time database systems,2000,"b george , j haritsa",2400,vldb j.
the lham log-structured history data access method,2000,"p muth , p o'neil , a pick , g weikum",2401,vldb j.
quantifiable data mining using ratio rules,2000,"f korn , a labrinidis , y kotidis , c faloutsos",2402,vldb j.
wavecluster : a wavelet based clustering approach for spatial data in very large databases,2000,"g sheikholeslami , s chatterjee , a zhang",2403,vldb j.
clustering categorical data : an approach based on dynamical systems,2000,"d gibson , j kleinberg , p raghavan",2404,vldb j.
distance-based outliers : algorithms and applications,2000,"e knorr , r ng , v tucakov",2405,vldb j.
effective timestamping in databases,2000,"k torp , c jensen , r snodgrass",2406,vldb j.
foreword by the vldb '98 pc chairmen : best papers of vldb '98,2000,,2407,
seeking the truth about ad hoc join costs,1997,"l haas , m carey , m livny , a shukla",2408,vldb j.
synchronization and recovery in a client-server storage system,1997,"e panagos , a biliris",2409,vldb j.
the impact of technology on commercial transaction processing,1997,e cobb,2410,vldb j.
concurrency and recovery for index trees,1997,"d lomet , b salzberg",2411,vldb j.
heuristic and randomized optimization for the join ordering problem,1997,"m steinbrunn , g moerkotte , a kemper",2412,vldb j.
using extended feature objects for partial similarity retrieval,1997,"s berchtold , d keim , h kriegel",2413,vldb j.
a configrable type hierarchy index for oodb,1997,"t mќck , m polaschek",2414,vldb j.
structured document storage and refined declarative and navigational access mechanisms in hyperstorm,1997,"k bіhm , k aberer , e neuhold , x yang",2415,vldb j.
analysis of locking behavior in three real database systems,1997,"v singhal , a smith",2416,vldb j.
dictionary-based order-preserving string compression,1997,g antoshenkov,2417,vldb j.
parametric query optimization,1997,"y ioannidis , r ng , k shim , t sellis",2418,vldb j.
on applying hash filters to improving the execution of multi-join queries,1997,"m chen , h hsiao , p yu",2419,vldb j.
concurrency control in hierarchical multidatabase systems,1997,"s mehrotra , h korth , a silberschatz",2420,vldb j.
graphical interaction with heterogeneous databases,1997,"t catarci , g santucci , j cardiff",2421,vldb j.
a database model for object dynamics,1997,"m papazoglou , b krфmer",2422,vldb j.
erratum : a database model for object dynamics,1997,"m papazoglou , b krфmer",2423,vldb j.
a logical view of structured files,1998,"s abiteboul , s cluet , t milo",2424,vldb j.
fast image retrieval using color-spatial information,1998,"b ooi , k tan , t chua , w hsu",2425,vldb j.
"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies",1998,"s chakrabarti , b dom , r agrawal , p raghavan",2426,vldb j.
integrating reliable memory in databases,1998,"w ng , p chen",2427,vldb j.
garbage collection in object-oriented databases using transactional cyclic reference counting,1998,"p roy , s seshadri , a silberschatz , s sudarshan , s ashwin",2428,vldb j.
integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,1998,"a kraiss , g weikum",2429,vldb j.
integrating symbolic images into a multimedia database system using classification and abstraction approaches,1998,"a soffer , h samet",2430,vldb j.
enhanced abstract data types in object-relational databases,1998,p seshadri,2431,vldb j.
exact : an extensible approach to active object-oriented databases,1997,"o dэaz , a jaime",2432,vldb j.
query processing over object views of relational data,1997,"g fahl , t risch",2433,vldb j.
"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",1998,j han,2434,vldb j.
the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,1998,"a mehta , j geller , y perl , e neuhold",2435,vldb j.
a flexible and recoverable client/server database event notification system,1998,"e hanson , i chen , r dastur , k engel , v ramaswamy , w tan , c xu",2436,vldb j.
data partitioning and load balancing in parallel disk systems,1998,"p scheuermann , g weikum , p zabback",2437,vldb j.
maintenance of implication integrity constraints under updates to constraints,1998,"n ishakbeyoglu , z жzsoyoglu",2438,vldb j.
"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues",1998,"s deпloch , t hфrder , n mattos , b mitschang , j thomas",2439,vldb j.
data page layouts for relational databases on deep memory hierarchies,2002,"a ailamaki , d dewitt , m hill",2440,vldb j.
database indexing for large dna and protein sequence collections,2002,"e hunt , m atkinson , r irving",2441,vldb j.
views in a large-scale xml repository,2002,"v aguilera , s cluet , t milo , p veltri , d vodislav",2442,vldb j.
editorial,2002,,2443,
a template model for multidimensional inter-transactional association rules,2002,"l feng , j yu , h lu , j han",2444,vldb j.
efficient similarity search for market basket data,2002,"a nanopoulos , y manolopoulos",2445,vldb j.
speeding up construction of pmr quadtree-based spatial indexes,2002,"g hjaltason , h samet",2446,vldb j.
spatial indexing of high-dimensional data based on relative approximation,2002,"y sakurai , m yoshikawa , s uemura , h kojima",2447,vldb j.
an authorization system for digital libraries,2002,"e ferrari , n adam , v atluri , e bertino , u capuozzo",2448,vldb j.
efficient retrieval of similar shapes,2002,"d rafiei , a mendelzon",2449,vldb j.
searching in metric spaces by spatial approximation,2002,g navarro,2450,vldb j.
indexing of now-relative spatio-bitemporal data,2002,"s saltenis , c jensen",2451,vldb j.
query processing techniques for arrays,2002,"a marathe , k salem",2452,vldb j.
locating and accessing data repositories with websemantics,2002,"g mihaila , l raschid , a tomasic",2453,vldb j.
global transaction support for workflow management systems : from formal specification to practical implementation,2001,"p grefen , j vonk , p apers",2454,vldb j.
answering queries using views : a survey,2001,a halevy,2455,vldb j.
psoup : a system for streaming queries over streaming data,2003,"s chandrasekaran , m franklin",2456,vldb j.
"watermarking relational data : framework , algorithms and analysis",2003,"r agrawal , p haas , j kiernan",2457,vldb j.
complex relationships and knowledge discovery support in the infoquilt system,2003,"a sheth , s thacker , s patel",2458,vldb j.
a bayesian decision model for cost optimal record matching,2003,"v verykios , g moustakides , m elfeky",2459,vldb j.
business-to-business interactions : issues and enabling technologies,2003,"b medjahed , b benatallah , a bouguettaya , a ngu , a elmagarmid",2460,vldb j.
new partnership with acm and update on the journal,2003,m жzsu,2461,vldb j.
lineage tracing for general data warehouse transformations,2003,"y cui , j widom",2462,vldb j.
efficient schemes for managing multiversionxml documents,2002,"s chien , v tsotras , c zaniolo",2463,vldb j.
efficient filtering of xml documents with xpath expressions,2002,"c chan , p felber , m garofalakis , r rastogi",2464,vldb j.
an xml query engine for network-bound data,2002,"z ives , a halevy , d weld",2465,vldb j.
guest editorial,2002,,2466,
timber : a native xml database,2002,"h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",2467,vldb j.
anatomy of a native xml base management system,2002,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",2468,vldb j.
tree pattern query minimization,2002,"s amer-yahia , s cho , l lakshmanan , d srivastava",2469,vldb j.
energy-performance trade-offs for spatial access methods on memory-resident data,2002,"n an , s gurumurthi , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin",2470,vldb j.
a formal perspective on the view selection problem,2002,"r chirkova , a halevy , d suciu",2471,vldb j.
a graph-theoretic model for optimizing queries involving methods,2001,"c lee , c shih , y chen",2472,vldb j.
combining multi-visual features for efficient indexing in a large image database,2001,"a ngu , q sheng , d huynh , r lei",2473,vldb j.
xml-enabled workflow management for e-services across heterogeneous platforms,2001,"g shegalov , m gillmann , g weikum",2474,vldb j.
objectglobe : ubiquitous query processing on the internet,2001,"r braumandl , m keidl , a kemper , d kossmann , a kreutz , s seltzsam , k stocker",2475,vldb j.
context-based prefetch - an optimization for implementing objects on relations,2000,"p bernstein , s pal , d shutt",2476,vldb j.
indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,2001,"c wang , x wang",2477,vldb j.
