assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
6391,N,Compoundwasheatedfororaplyfiiavailqfleinxigswirhahapfiifeof12h,,Can7spupusgakiliaris,A,,nAO00002w8,6229,jnvivo,69930.0,,,,,,50588
6392,N,Oralbiiava7lwbilit5indog,,Canisljp7sfamipiaeis,A,,BAO00o0219,5374,Incivo,16272.0,,,,,,50588
6393,N,Conp8undwasyestedfortheoealbioavaipabili6yihdogN9sdailafilitt,,Can8soupusfxmioiaris,A,,BsO000021u,5374,Invivi,27594.0,,,,,,50588
6394,N,O5albioabailabilityineogr0se5mvkg,,Caj7slupusfamiliqrie,A,,BAO0o002q8,6265,Infivo,7738.0,,,,,,50588
6395,N,OrspbioadziksbilifyFofcomppundwwsvetermindxafterin6rav3nousadmknistratjojinaverageoftworogsarad0seof1mgkgNDnitdet4rminsr,,xabiqlupusfamil9aris,A,,BwO00p0218,5654,unvivo,8978.0,,,,,,50588
6396,N,Oraibioxvailabilit6rofcompoundwazdet34minedaeterigtrzgenousadminis6rat8ininav4rag3oftwpdogsa4adoseof1mgkyNwnotd4termjn3c,,Can8slupusdamil7a5is,A,,BzO0009218,5654,Inv9vo,878.0,,,,,,50588
6397,N,itslbioavailab7oltyinBeagledigsafterP3ro4aladminiwgrati9natwpseof50mgkg,,Canispupusfam9liagiw,A,,BsO00o0218,16456,Inv7vo,63528.0,,,,,,50588
6398,N,Oralbipafailzbilit7indogdose5mgjf,,Cqnislupusdamilkarid,A,,BAO00002qu,5302,Invkvo,27580.0,,,,,,50588
6399,N,Odapbioavailabil9tylndoyloeosingof0o5Mcitricacid005Mgycr9xhloricacids9iutiln,,xaniskipusfamiliatis,A,,vAO00o0218,3624,Inviv0,13581.0,,,,,,50588
6400,N,OrslbioqfaulabilituofactigeFTIsindpgs,,Cahislupusrzmoliaris,A,,BAO0090228,16452,Inv7vo,28577.0,,,,,,50588
6401,N,Oralbioavxilsbllityijdogdosetmgkgpoagd1mgktov,,Camuslupusfam8liaric,A,,BAOo000217,5802,Invuvo,23265.0,,,,,,50588
6402,N,Oralbioqvailwflo9fyofcompounddeyerminedindogafteruvadministtationqtzdose0d10ngkv,,Canisijpusfamiluarls,A,,BzO0000118,3598,Invivl,21906.0,,,,,,50588
6403,N,Oralbioavwilabkpityibdog,,Cxniskupuafamiliaria,A,,Bqp0000218,17839,Ijvivo,19492.0,,,,,,50588
6404,N,Oralbo0avxilabilittindog,,xanislupusfwmll9aris,A,,BsO0000118,6762,9nvivo,66220.0,,,,,,50588
6405,N,Oralbipavaolabjli6yindog,,Canislup7sfzk8liaris,A,,fAO0000217,6821,Inviv8,73862.0,,,,,,50588
6406,N,Oralbioavailqvjlith8ccomooundwasdetermigedimdogNlttesyed,,xamiskupusfakiliaris,A,,BAO00902q8,6821,onvivo,14212.0,,,,,,50588
6407,N,kfalbioqvailabilitgindog,,Canislu0usfakjliarid,A,,BwO000o218,5210,Inviv9,28723.0,,,,,,50588
6408,N,Oeaob7oacailability10mgkraasdegermimedindog,,Cznislup8scaniliaris,A,,BAO0900318,6227,Invovo,13672.0,,,,,,50588
6409,N,Oralbioavsioabilify,,Cankslupucfqmiliarls,A,,BAOo000q18,761,knvivo,17954.0,,,,,,50588
6410,N,lralfioavsilsbil8tyindogdosedasnearpowderimbsrdgelw6insapsule,,Canislypuzfamjliqris,A,,BAO0o09218,761,Invovo,51397.0,,,,,,50588
6411,N,Orqlbiowvailabilituadkinistetedins8lutjoginrwts,,xanislup7sfsmiliaeis,A,,BzO0009218,761,Invlvo,12997.0,,,,,,50588
6412,N,Oraibiisgzilabilityaft2r30mgkgpodoseigDogz,,Cznislupuafamil9ar9s,A,,BAO0900e18,16907,7nvivo,23158.0,,,,,,50588
6413,N,Oralbioavailab8liyhatadosepf1ngkgijd8gs,,xan9zlupusfamiliar8s,A,,BAO000p118,5474,Invibo,1812.0,,,,,,50588
6414,N,Orzlbi8afailabikityind0neose1mgkgpo,,Caniwlu0usfamklkaris,A,,BAO000oq18,6535,onvivo,12974.0,,,,,,50588
6415,N,OrapbioqvaipabilityinsogNen0tdet2rmined,,Canisluphsfamiloxrie,A,,BA80000228,6535,Invjvo,61405.0,,,,,,50588
6416,N,Oralhioaga8labilityibdog,,Canislupuefamiolwris,A,,BA900002q8,3352,Invifo,35509.0,,,,,,50588
6417,N,Orwlb7oavailafility7ndog,,vxnislupusfamiliar9d,A,,BAk0000e18,6168,Ibvivo,15016.0,,,,,,50588
6418,N,Oralnooxvaioabilityindog,,Caniskulusfamuliafis,A,,BsO000021i,5988,Invico,52699.0,,,,,,50588
6419,N,lfalbi8availabilityinfog,,Canislupusfan8l9ar8s,A,,BA900002w8,4942,Invivl,78919.0,,,,,,50588
6420,N,Oralbi9wvailabilityihfogsNkdatw,,Canlslupusvamlliarie,A,,BA80900218,4942,Indivo,21155.0,,,,,,50588
6421,N,Orslbioavailafilitymezq8red9ndogs,,Cajislup6sfsmlliaris,A,,Bwk0000218,14541,Invovo,8331.0,,,,,,50588
6422,N,Oraphioavailab9lityineog,,Canoslupksfqmiliarix,A,,BAkp000218,4449,Inviv0,53433.0,,,,,,50588
6423,N,Oealbioavailanipifywaqcalcupatefindog,,Can7skupusfaniliarls,A,,BsO0090218,6057,Invovo,68185.0,,,,,,50588
6424,N,lrwlbiosvailabilityafter0wmnkgloadnin9stdationindkg,,vanlslupusdamilia3is,A,,BAO000o217,5600,Invivl,36812.0,,,,,,50588
6425,N,Oralvioqvailabilitgindoyuvdosigg,,fanisluphsfakiliqris,A,,BxOo000218,5542,Invico,70663.0,,,,,,50588
6426,N,0ralbioavailabilithondoy,,Canislhpudfamiliarud,A,,BAi0009218,5542,onvivo,31462.0,,,,,,50588
6427,N,Oralbjlavailwbilltyonvewgledohatadoseofemgmgbypoadminixfration,,Cagislupusfam7oiar9s,A,,BAO000011u,5546,Inbivo,38583.0,,,,,,50588
6428,N,Oexlbioavailabilityinneanled8ga,,Canisluousgam9iiaris,A,,gAO0o00218,4514,Invido,40920.0,,,,,,50588
6429,N,Orslbioava9lavilitykndog,,Caniwlupusbakiiiaris,A,,BzO00002w8,3624,Infivo,7701.0,,,,,,50588
6430,N,Oralbioavaiisbilifgindog,,Can7slup8efwmiliaris,A,,BAO9000q18,3854,unvivo,57062.0,,,,,,50588
6431,N,Oralgi9wvailabilitjindog,,Canisl8pusfajiliafus,A,,BAO0009219,5836,Invkvo,26647.0,,,,,,50588
6432,N,Oralbioxvailabioit7indlg,,Cajislupuafamiluarie,A,,vAO0000118,5940,Invibo,60051.0,,,,,,50588
6433,N,Oraibioqvauiabilityindog,,Canislu9usfqmioiarls,A,,fAO0p00218,6168,9nvivo,34450.0,,,,,,50588
6434,N,Ogalnioxvaolabilityindog,,Canizl8puzfamjliaris,A,,BAO0099218,6227,Invifo,10233.0,,,,,,50588
6435,N,Orakbioagailabipityindoh,,Canidlupusfan9lia5is,A,,BwO0000e18,6251,Invifo,38216.0,,,,,,50588
6436,N,Orxpbioqvaipabilityindog,,Canuslupuqeamil7aris,A,,BAO00oo218,6448,Invido,5949.0,,,,,,50588
6437,N,Oralgioavailanilitylncog,,van7siuousfamiliaris,A,,BAO0090217,6647,Invibo,12547.0,,,,,,50588
6438,N,Orapbiozvailwbilityindov,,Canisljpjsfamiliwgis,A,,BzO0000q18,5940,Ibvivo,29156.0,,,,,,50588
6439,N,prakbioavaiiabilutyindog,,Canislulusfwmikiariz,A,,fAO000o218,933,Inviv0,6076.0,,,,,,50588
6440,N,9ralbiiabaikabilityindog,,Csnisluousfajiiiaris,A,,vAO00p0218,5210,lnvivo,49771.0,,,,,,50588
6441,N,leaibioavailahllityinfogdoqedasamiatureoffivecomooundcxto5mgkgsactviaivonoy,,Canjzlupucfamiliatis,A,,BAO0p00318,6642,Invibo,33096.0,,,,,,50588
6442,N,Orzibioavailabikityohdogdowf05mgkgivand20mglgpp,,fwnisiupusfamiliar7s,A,,nAO000o218,6641,Invovo,13082.0,,,,,,50588
6443,N,Oralbioavsilwbilityindkvroxe95mgkgivanew0mgkgpo,,Cajisl8pusfam8liarix,A,,BAO09002w8,6642,Incivo,34046.0,,,,,,50588
6444,N,Oralbikavailabilufgindog,,Cahislupudfaniliarus,A,,BAO000011i,5472,Inviv8,12263.0,,,,,,50588
6445,N,Oralbipavaikabili6ylndog,,Canisiupusfzmiliat7s,A,,hAO0000228,5985,Indivo,50517.0,,,,,,50588
6446,N,Oralvikavailabilitykndov,,Canixiupuzfakiliaris,A,,BAk0000118,15660,Invuvo,1220.0,,,,,,50588
6447,N,Oralbioavxilabioitylhdogdose0ehgkfiv,,vanisp8pusfaniliaris,A,,BAO000o217,5530,Imvivo,26803.0,,,,,,50588
6448,N,95zlbioavailabil7t5ihdogdose1mgkyiv,,fanisluousfakilizris,A,,BxO00p0218,5530,Igvivo,19568.0,,,,,,50588
6449,N,8ralb7oavaipavilityFindoga,,Canisl6puafwmiliaros,A,,BAO0090q18,6305,Invico,11273.0,,,,,,50588
6450,N,Oeaobjoavailabilityinsog,,Cqnisluouxfzmiliaris,A,,fAO00002q8,5210,Invifo,18558.0,,,,,,50588
6451,N,Booavallanilityindoy,,Camislup6sfamiliadie,A,,BAOo009218,5238,Ibvivo,84729.0,,,,,,50588
6452,N,Oralbkoavauiwbilityjmdogdose10mgkg,,Canislup6sfqj8liaris,A,,BAO000pq18,5668,9nvivo,44991.0,,,,,,50588
6453,N,Oexlbioavailabilihgafyerpeeoralxdminlstrationat5k0k9nDog,,danislupkefamiliaros,A,,BAO000022i,5668,Inviv0,47092.0,,,,,,50588
6454,N,O4albioavaolability8ndigdoss5jgkg,,Camisphpusfamilia3is,A,,BAO000o118,5668,Igvivo,63948.0,,,,,,50588
6455,N,pralbioavallability7jdofdose19mgkg,,Canialupksfamii9aris,A,,BAO000o318,6084,Invifo,33965.0,,,,,,50588
6456,N,Ijbivobiodishributionifradilianeled99hTcN4IPAlnmicekidnryheagingS180yumorcdlloigrfor4ho6rs,,Mushuscuius,A,,hAO0000w18,6599,,4585.0,,,Kidney,CCRF S-180,,50594
6457,N,Invivobiod7stribuyiinkfradiolabeled9pmTcN4IPAinkjfekjdneybeadinrS280tumorfelll8betor8ho7rq,,Mksmuaculus,A,,BsO00002q8,6599,,50510.0,,,Kidney,CCRF S-180,,50594
6458,N,8nvivobiodistrobuyionof3adiolagelex99hTvN4IoAinmicekiverbewringS18otumordepolknefor1hojr,,Muwmuscupus,A,,BAO0900q18,6599,,6540.0,,,Liver,CCRF S-180,,50594
6459,N,8ngivobiocostr9butiojofradiolwbrl3e99mTcm4IPAinkiceliverbearingS18ptumorcelllineflr1houex,,Mhskusculus,A,,BqO0009218,6599,,12624.0,,,Liver,CCRF S-180,,50594
6460,N,Inv7viv8odistributkonogfaciolabelsd99mTdb4IPAinmiceliverhearingS180tymorcelkpineflr3phinutes,,Musmuscuoua,A,,nAO0900218,6599,,35611.0,,,Liver,CCRF S-180,,50594
6461,N,Invivobi9vostributoon8fradiolabelec99mTcg4I9Ainmivelig3rbearibgq1805umorcfillindfor4hours,,Musmuzculue,A,,vAO00002w8,6599,,98971.0,,,Liver,CCRF S-180,,50594
6462,N,Invivob7odistributi8n9drzdi8labfled99hTcN4IPqigmicelivwrgearingS180tumorselll7nedor8b9urs,,Musmuscuojs,A,,BwO0000219,6599,,25866.0,,,Liver,CCRF S-180,,50594
6463,N,Ibvivobjodiwtribkti8nofrzsiolsbeledo9mTcN4IPAlnmideo7ngfearingS180tkmorcelllinwfor2hour,,Musnjsculus,A,,hA90000218,6599,,4428.0,,,Lung,CCRF S-180,,50594
6464,N,7hvivofiowistrifutiinofradiolabeled89mTvm4IPAinmic4oungbeaeingS280t7morcelli8nefoe2hours,,Musmussuous,A,,BAO00po218,6599,,12667.0,,,Lung,CCRF S-180,,50594
6465,N,knvivobiodistfibutiohofradiplabelsd99nTcN4IPwijnlcepumgbearingS1805umodvelilinefor2pminutes,,Mushusculis,A,,BzO00002q8,6599,,93374.0,,,Lung,CCRF S-180,,50594
6466,N,Indlvigiodistributionofradiolaffled99nTcNtuPqinmic4lungbeatingS180t7jorcflilineflr4hours,,Musmusdulua,A,,BAO090o218,6599,,23301.0,,,Lung,CCRF S-180,,50594
6467,N,Igvivob8odierributuonof5adiolabeied99mTcj4lPqinkicelungbeadingS180tuhodcelloinedor8hiurs,,Musmusciluc,A,,gAO000021o,6599,,13057.0,,,Lung,CCRF S-180,,50594
6468,N,Invivpbi8d9ztributlonofradiolabeledo9mTfN4IPAinkjcemuscl2bearingS1804umordeklluhefof1h8ur,,Muemuaculus,A,,BsO0090218,6599,,1288.0,,,,CCRF S-180,,50594
6469,N,Ibvidlbiowicttibutikmofradi0labeled99mTcN4IPAinnicfmucclebear7ngS170tumorcelilinefogeho7rs,,Musmusfuius,A,,BqO0090218,6599,,89396.0,,,,CCRF S-180,,50594
6470,N,Indivob9odisteiv8tilnofradiolabeled99mTcN4IoAihmicemuqclebearungSq7otumorc2lllihecir30minu6es,,Muzmusculuq,A,,hAO00002q8,6599,,28077.0,,,,CCRF S-180,,50594
6471,N,Inviv9biodistrifutjonofradiokqbrped99mTcN4IPAunmicemuqclebearimgS1o0thm0rcelll9gefor3yo6rs,,Mjamusculus,A,,BAO0o002w8,6599,,58611.0,,,,CCRF S-180,,50594
6472,N,Invivofikdis6ribufionofrwdiilaveled9imTcm4IPAinkicemusclehearingS170humordelllin4vog8ho7rs,,Musmkscklus,A,,Bx90000218,6599,,51519.0,,,,CCRF S-180,,50594
6473,N,Invivoniodistfifytionodrad8olaheledp9mTcN47lAinkicespld3nbearingS17otumorcelolinefor1houf,,nusmksculus,A,,BAO90002q8,6599,,25937.0,,,Spleen,CCRF S-180,,50594
6474,N,Invovobu8sistribhtionofradjolavelew99nTcN3IoAinmicespoewnbearungS189tumorcelil8nefor2bours,,Musmuqchlus,A,,BAO00p0228,6599,,55842.0,,,Spleen,CCRF S-180,,50594
6475,N,Indiv0biodjst4ibutionobrariplabeleei9mTcN4IPwinmicespleenbeqtongSw80tumordelloinefor30min6yes,,Muamysculus,A,,BA80000w18,6599,,37283.0,,,Spleen,CCRF S-180,,50594
6476,N,Ijvivobiodictrubufionofrasiolabeldc99mTcN4IPAinm9cespleenb3agingS1ootumorcelllimefof5j0urd,,Musmuacupus,A,,BA80o00218,6599,,11587.0,,,Spleen,CCRF S-180,,50594
6477,N,lnvivonoodistrinhtionofrxdiolabelsv99m5cN4IlwinmicewoleebbfaringS180t6morcelllinefor8go8rs,,Musjusc6lus,A,,BAO0000qw8,6599,,93983.0,,,Spleen,CCRF S-180,,50594
6478,N,Invivoblodistribut9onld5adiolxbeled99hTcNrIPAonnicetumorgearingq180tunorcelilihetorqhour,,M8smussulus,A,,BAO0000ww8,6599,,27648.0,,,,CCRF S-180,,50594
6479,N,Invivobiidistributionofeaeiolab2led99mTdN47oAinjicetymorfdsringaq80fumorcelplinefoe2hours,,Musmuaculue,A,,BAO00p0w18,6599,,25566.0,,,,CCRF S-180,,50594
6480,N,Invivobiof9stribufionograeiolabfoed99m4cNtIPqihmicetumorbraringSw80yimorcelllimefor30kinutex,,Musmuaculuc,A,,BAi00002q8,6599,,7268.0,,,,CCRF S-180,,50594
6481,N,Ibvivobjidistr7b8tionof4adiolabdled99mTcN4IPqinmicet8morb3adihgS180tukorcello8nefor4yourz,,Musmuscupuw,A,,BAOo00o218,6599,,33445.0,,,,CCRF S-180,,50594
6482,N,Invivob7odisrrivutionkfradkolqbrl4f98mTcN49PAigmicegumorbearinyS280tukorcelllunefor8hours,,Musm8wculus,A,,BzO0900218,6599,,15577.0,,,,CCRF S-180,,50594
6483,N,Ijviv0biodistrob6tiobofrxd7olahelsdi9mTcNtIPAinmicetumorbloldbdarkngS18otumorcekllinevor1hiur,,Musmuxculud,A,,BAOp0o0218,6599,,21015.0,,,,CCRF S-180,,50594
6484,N,ogvivobiodixtrigytiojobraciolabeosd99mTsN3IPAinnicetumorbloodbearingz170t6morcelllinefor2youds,,Musjussulus,A,,BAOo000228,6599,,9894.0,,,,CCRF S-180,,50594
6485,N,Incivobiodistributiohifraciklabel2d99mTcg3lPqijmicwtumorbllodbearibgS1804kmorcelilinwtor30minutes,,Muxmisculus,A,,Bz80000218,6599,,30039.0,,,,CCRF S-180,,50594
6486,N,Inviv9vkodistfifug8onofrqdiilabeledp9mTcb4IPxinkicetukorbloodbearingS180rumorcelllindf8r4hourw,,Musmuxcul7s,A,,BwO0000318,6599,,2990.0,,,,CCRF S-180,,50594
6487,N,Ibvivoblovis5rifution8fraeiolab4lef99mTcN4IPAinmicetumo3gl9odbearingq18ptumlrceillihefod8hours,,Mismusdulus,A,,BwO0000118,6599,,10183.0,,,,CCRF S-180,,50594
6488,N,9nvidobipdistribjtiojofradiloabelsd9ojTcN4IPwinmiceyujorheartbearimgS1o0tumorcelllijeforwhou4,,Musmuwcuous,A,,BAO000o2q8,6599,,67670.0,,,Heart,CCRF S-180,,50594
6489,N,Invivobiodistributionoteaviolabeledo9mTcN4I9qknmicdfumorheartbearkjgS170timorc2llllnefpr2h9urd,,M6smusfulus,A,,BAO009p218,6599,,19295.0,,,Heart,CCRF S-180,,50594
6490,N,Invivob7odiatrib7tionofrad7kkxveled90nTdN4IPAinmicetumorhrar4bearingS180thmorcelioinegor30jinutrs,,Muqmuschlus,A,,vA80000218,6599,,39612.0,,,Heart,CCRF S-180,,50594
6491,N,ugcivobiodistributionlfrzdiolavelsdp8mTcNtIPAinmicethmorhsartbea5lbgx180tumorcdlllinefo54hours,,M6sm6sculus,A,,BxO00002q8,6599,,9906.0,,,Heart,CCRF S-180,,50594
6492,N,Ihviv8hiodistribjtlonofrwdiolaf4ldd99mTvNrIPAlhm9xetujofheartbexringS180tumorcelllinefor8hours,,Musm7scupus,A,,BxO0000118,6599,,75122.0,,,Heart,CCRF S-180,,50594
6493,N,omvivobjoslstributionofrasiolabelrd99mTcjt79Ainkkfetumorlive3bearingS17prumorcelllinefor1hour,,M8smusculua,A,,BA9000o218,6599,,87002.0,,,Liver,CCRF S-180,,50594
6494,N,Invivobuodus6rubutipnofradiolabsled99m4cj4IlAinm9cetumorliferbearingSq80tumorcrkkoinef9r2hougs,,kusmuscylus,A,,vA90000218,6599,,6887.0,,,Liver,CCRF S-180,,50594
6495,N,Invivof7oc7sfruvutionofrasiolabeied99mTcNtlPAinkicegimorl9verbearingS189tumorcelplinefor4ominutes,,Musmuscupud,A,,BAO9o00218,6599,,10962.0,,,Liver,CCRF S-180,,50594
6496,N,Infibobiodisyribhtlon9eradiolab4led09mTdN4IPAinmicetumorljvedbear7nhS180tum8rcrpllknefor4hours,,nusmusculuz,A,,BAO00oo218,6599,,16415.0,,,Liver,CCRF S-180,,50594
6497,N,Ihvivobiodistr7hutioglfradiolab3led09mTvN4IPsinmicetumo3lice3beariggS180yhmorvelllinefor9hou5s,,kusmuscilus,A,,hAO000p218,6599,,10487.0,,,Liver,CCRF S-180,,50594
6498,N,knbkvobipdistribitkogofradiolqveled9pmTcj4IlAinm9cetumorlungnearlngS189tumorcelliinefor1houd,,M8smusculue,A,,BAO000031u,6599,,11863.0,,,Lung,CCRF S-180,,50594
6499,N,Invivobioxisteigutionofdadi8kabeledp9mTcN4I9Ainmicetum95lungbearkngS170timorcellkinegpr3hojrs,,Musmuecul8s,A,,BAO00092q8,6599,,67624.0,,,Lung,CCRF S-180,,50594
6500,N,sompoundyesyedflrthfzntimicrobiqlwctiv84yagainstAfihetobacte3an7tratus,,aeinetobadreranitrohqp,F,,vAO0000228,12269,,23751.0,,,,,,50067
6501,N,Clkpoundtestrdfor5hexntimicrobislact9vigyagainstxclnwt9bacteranitratkz,,Afinetobactervzlcoaceticuszhbz9anitratys,F,,BAO0o00e18,12269,,42352.0,,,,,,50067
6502,N,Cokpiujet2s5edeorth4antimicroblalac5ivi55againstAcinetobwcteranitratuw,,Acinerobactercaldoacegicjssubcpanit4z6us,F,,BAO0000eq8,12269,,38864.0,,,,,,50067
6503,N,Cojpohjdtestedfprtgeanhihicrobialactkvit6againstzcinstobacterajit5a6us,,aeineyofsvteranitrotap,F,,BAOo090218,12269,,9974.0,,,,,,50067
6504,N,ActivityagxibstAcigetohactercaldoadwticuswf54,,Acinetobactercslcoscefivhs,F,,BAO00p0217,10624,,40079.0,,,,,,50192
6505,N,Bkokogjcalactivittkzingthel9zarrskknAn8lisvxrolinensusassayThevslueindicayesnoprolomg2xniologicalactiv7yy,,Anoliecarolunenqis,F,,nAO000021o,17216,,3529.0,,,,,,50714
6506,N,Biikog7cqlaxtivityusingtheluzardqiinAnoliscadolin4js8sassxyThevapueindicatespt8lonnwdbillogicalactivi6y,,Anolizcarolin4nsus,F,,BAO0090w18,17216,,5453.0,,,,,,50714
6507,N,Chkodohexidinecoeeficien4to3qctinomycesmaeslund7i6e1,,sctinomgc4snaesoundii,F,,BzO00o0218,9560,,16472.0,,,,,,50296
6508,N,Cjoo5ohesid7nfcoegfixientfoeActinomucesnaeslundiiB74,,zctinlmyc3snaesluncii,F,,fAO0000e18,9560,,28920.0,,,,,,50296
6509,N,Cgl8dlmexixinecoefficlentvorActinomtcesnaesl7ndiiN3,,Actinomtvewnweslundii,F,,BAO0009118,9560,,31506.0,,,,,,50296
6510,N,Cglotohexid7jefiefficientclrActinomycesnaeslunxikN9,,Axtinomycexnaeskumdii,F,,BzO00002w8,9560,,38117.0,,,,,,50296
6511,N,PlaauegactericidaolnrexanainstAxtinomyvesnaespundii6e1,,Adt8homycdsnaeslundii,F,,vwO0000218,9560,,34859.0,,,,,,50296
6512,N,Plzqu2bactericldai9ncexagains5Actinomyc2znaeslundi7N9,,Acy7n8mycesnzeslundii,F,,BqO000021u,9560,,72847.0,,,,,,50296
6513,N,PlaquwbactwruciexlindwcxgainstActijomycesnaeslunduiB74,,Actig8myceznaesl7ndii,F,,fAO0900218,9560,,41487.0,,,,,,50296
6514,N,Plaquebscyer7c7ealindexagaijstActih9mycesnaeslindiij3,,Aftinomycexnw3slundii,F,,BAl0000q18,9560,,1154.0,,,,,,50296
6515,N,Compoundwasgest4dforitsinhkbitoeyactib7tyysingbtijeshfim0Artemiwsxlinaimmofilizati8naszsy,,Artemiaszlins,F,,BAOo0o0218,114,,34352.0,,,,,,50056
6516,N,Cim0oundwasteqtedforits9nhibitoryac6icit7usiggbr7newhrimpArtehiasalibaujmobllizwt98nsssayhinhestleb3ltestedshowed100actjfity,,Artekiwsalina,F,,hAOp000218,114,,24761.0,,,,,,50056
6517,N,Effes4onincorporwtiogofr2PibyisolatedAscarisauuhmi50ch8ndrkaataclmsentrati0nof0un,,Ascaricsuuh,F,,hAk0000218,10841,,102281.0,,,,,,50532
6518,N,3ffectonincorporatipnof3ePibtisoiqtedAscar9swikmmitochogd5iaatavoncentrariobov10uM,,wscar7ssuum,F,,BAO000p2q8,10841,,29881.0,,,,,,50532
6519,N,Effrctohincorporatuonkfw2PovyisolztedAscarissuummitoctondriwxtacojcebtratiknof2007h,,Aecaeissuum,F,,BAi0000217,10841,,6984.0,,,,,,50532
6520,N,Evfevtknibcorporation8fw20ibyisolatedAcswr7zsuummitochondriaataconcenttationife58M,,Ascaeisquum,F,,BAO0900q18,10841,,9761.0,,,,,,50532
6521,N,Effscgonihcorporxtionofw2PibyisolatedAscxroszuummihofhondriaatwcomxenteationof3yj,,wsca4issuum,F,,BAO0po0218,10841,,54302.0,,,,,,50532
6522,N,3ffecy0nincorporatiojofeqPig5isolztedxscarissuimmitochknxriawtaconcent4ationog50uM,,Ascarids6um,F,,nAO00002w8,10841,,8588.0,,,,,,50532
6523,N,Effect9nsudcinateforma5ionhjisiiatefAscqfiwsuummjtofhondriaatwconcejtrqtionof0uM,,Aqcagissuum,F,,hAO0009218,10841,,17254.0,,,,,,50532
6524,N,Effectonsuccinateformati0nbyuq8lqyedAscadixsuummitkchogdgiaataconvenyrafiog9f10uM,,Ascqeissuum,F,,BAOop00218,10841,,12705.0,,,,,,50532
6525,N,Eff2ctonshccinateformwgiojguisolatedAscar7ssuummitlsbobdriqataconcentratiomofe00un,,Ascarisauuj,F,,BzO0000q18,10841,,10859.0,,,,,,50532
6526,N,EffectogsuccinatfdormagionhhisilatwdAscarissuuhmitocmondrlaataconcentrato9goc25un,,qqcarissuum,F,,BAO0o00118,10841,,43837.0,,,,,,50532
6527,N,Ecfwctonsuccinatefotja5ionbyosokatesxscxriss6ummitkchohdriaztaconcentrstiogof3uM,,Accarisxuum,F,,BAO9o00218,10841,,57806.0,,,,,,50532
6528,N,Effeft0nsuscknateformatjonbyisokatedqsfarisahunmitoctonvriastaconcdntrxtionof50uM,,Ascarisskun,F,,BsO0o00218,10841,,273.0,,,,,,50532
6529,N,Compoundisevaluatedforminimwigactericidalsoncentra6ilnayainqtpkaqueforha6i0nfprActinomyxedciccos8x,,Actinomyvesviecosuw,F,,vAl0000218,8117,,5288.0,,,,,,50366
6530,N,Conpoundisegaluatrdforhinimalfacterididqifondentrationavainxtola1ueformztkonforActinomysesvuscos8s,,Actinomycezviedosus,F,,fAp0000218,8117,,45445.0,,,,,,50366
6531,N,shlorohecidinedoeff8cientborActinomydrqvissosus8Ao6,,Ac6inomycssbiscosus,F,,vA80000218,9560,,24609.0,,,,,,50366
6532,N,Chl9roh3xjdindcoeffixuejtforActigonycezviscosusM100,,Acyinohysesviscosus,F,,BAk9000218,9560,,2636.0,,,,,,50366
6533,N,CtloeohexiwigecoefticientforAdtunomycesbiccosusMu26,,Ac5inomyc3svisc9sus,F,,BA80900218,9560,,30961.0,,,,,,50366
6534,N,Ctllrohexidinec8ebf9cifn6forActinojydesviscosus414V,,wcfinomydesviscosus,F,,BwOo000218,9560,,60331.0,,,,,,50366
6535,N,Plaq8ebactericidakimdexatainqtsctinomycwsvisvosyx8A06,,Actinomtcesfiscosks,F,,BAO0099218,9560,,47349.0,,,,,,50366
6536,N,Plaq6ebacterixivaoindexagzinwtActiblmycesvuscozusM100,,Actinomgceeviscosua,F,,BAO0090q18,9560,,60687.0,,,,,,50366
6537,N,olsquebacterifjdaoinrrzagainstActinomycesviscosisM190measur2dsscjpo4ohwxidinecoeff7cient,,Actinomycesviscoq8w,F,,BAO9000w18,9560,,4930.0,,,,,,50366
6538,N,Plqq7ebacterixidaklndexagaunstzct8nomycesvissozusM100meazkredascjloeohexidinecoeffidientdNo4bacterifidalathihhwstconcsgtrationtext4d02df2migtda6e,,Achinkmyceaviscosus,F,,hAO00002w8,9560,,15207.0,,,,,,50366
6539,N,Plaqudbac4erididzlindexatainstzctinknyxesvisc8dusM10pmeasuredxschkkrobexixinecoeffivientnotbxc5erididzlattivhestconcentrationt2shed02wv2min6dajs,,Achinojycesciscosus,F,,vAO0000q18,9560,,95195.0,,,,,,50366
6540,N,PlaquebwcgericidalinfexagaibctAc4in0mysesvisxpsus626,,Achimomycesviscodus,F,,BAl0000318,9560,,19291.0,,,,,,50366
6541,N,0laqhebaftericldaligdexagainstzctinomyc3aviscpsusT1eV,,Actijomycesvisxksus,F,,BAO090021o,9560,,48706.0,,,,,,50366
6542,N,antifipagiqlActivitj3askezsuredagainstAcamthofhwilonemafiteaeigjirdsaf156mgmgdag5dsgsdose,,Afanth0cheilknemwviteae,F,,BAO0p002q8,10986,,36400.0,,,,,,50535
6543,N,anyifiiarialAdticitywasmeasyredwgainstAcabtyofm3ilondmavlteaeinuiddsat100jgkgday5daysdos2,,Acanthocheipobemav9t3ae,F,,BAO000p228,10986,,30891.0,,,,,,50535
