assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
14528,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/biood,In vivo,,,,,,22224
14529,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/muscle,In vivo,,,,,,22224
14530,,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 200 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14531,,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14532,,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 200 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14533,,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14534,Hippocampus,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 200 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14535,Hippocampus,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14536,Hypothalamus,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 200 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14537,Hypothalamus,15413,,A,,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14538,,15413,,A,,Biodistribution of the Radiolabeled FCWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14539,,15413,,A,,Biodistribution of the Radiolabeled FCWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14540,Hippocampus,15413,,A,,Biodistribution of the Radiolabeled FCWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14541,Hypothalamus,15413,,A,,Biodistribution of the Radiolabeled FCWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14542,,15413,,A,,Biodistribution of the Radiolabeled MeFBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14543,,15413,,A,,Biodistribution of the Radiolabeled MeFBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14544,Hippocampus,15413,,A,,Biodistribution of the Radiolabeled MeFBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,In vivo,,Rattus norvegicus,10116.0,,,50597
14545,Hypothalamus,15413,,A,,Biodistribution of the Radiolabeled MeFBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635; Not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
14546,Cerebellum,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum,In vivo,,Rattus norvegicus,10116.0,,,50597
14547,Cerebellum,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum co-injected with 50 nM of WAY 100635.,In vivo,,Rattus norvegicus,10116.0,,,50597
14548,,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat cortex,In vivo,,Rattus norvegicus,10116.0,,,50597
14549,,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat cortex co-injected with 50 nM of WAY 100635.,In vivo,,Rattus norvegicus,10116.0,,,50597
14550,Hippocampus,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus,In vivo,,Rattus norvegicus,10116.0,,,50597
14551,Hippocampus,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus co-injected with 50 nM of WAY 100635.,In vivo,,Rattus norvegicus,10116.0,,,50597
14552,Hypothalamus,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus,In vivo,,Rattus norvegicus,10116.0,,,50597
14553,Hypothalamus,15413,,A,,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus co-injected with 50 nM of WAY 100635.,In vivo,,Rattus norvegicus,10116.0,,,50597
14554,Cerebellum,15413,,A,,Biodistribution of the [18F]-radiolabeled compound in rat cerebellum,In vivo,,Rattus norvegicus,10116.0,,,50597
14555,,15413,,A,,Biodistribution of the [18F]-radiolabeled compound in rat cortex,In vivo,,Rattus norvegicus,10116.0,,,50597
14556,,12404,,A,,Reaction rate parameter value for phosphate with transfer with respect to ATP,,,,,,,22224
14557,,568,,A,,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 8.5(Apparent inhibition constant)",,,,,,,22224
14558,,568,,A,,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",,,,,,,22224
14559,,568,,A,,"Tested for hydrolysis in presence of phenylboronic acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",,,,,,,22224
14560,,12404,,A,,Reaction rate parameter value for phosphate with transfer with respect to ATP,,,,,,,22224
14561,,7624,,A,,Ability to inhibit Escherichia coli adenylate kinase II activity expressed as half maximal velocity,,,Escherichia coli,562.0,,,50212
14562,,7624,,A,,"Ability to inhibit rat adenylate kinase II, activity expressed as half-maximal velocity",,,Rattus norvegicus,10116.0,,,50597
14563,,7624,,A,,"Ability to inhibit rat adenylate kinase III, activity expressed as half-maximal velocity",,,Rattus norvegicus,10116.0,,,50597
14564,,4643,,A,,"Compound was evaluated for the Michaelis-Menten constant, Km in a generic protein phosphatase stopped assay system",,,,,,,22224
14565,,11532,,A,,Kinetic parameter KM (nM) for the MAO-B catalyzed oxidation of the compound.,,,,,,,22224
14566,,11018,,A,,Kinetic parameter KM at pH 7.4 and 37 degree Centigrade,,,,,,,22224
14567,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",,,,,,,22224
14568,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as KM",,,,,,,22224
14569,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as KM; Not determined",,,,,,,22224
14570,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",,,,,,,22224
14571,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as KM",,,,,,,22224
14572,,8949,,A,,Michaelis constant (KM) was evaluated,,,,,,,22224
14573,,12404,,A,,Reaction rate parameter value for phosphate with transfer with respect to ATP,,,,,,,22224
14574,,7625,,B,,Substrate concentration for half maximal velocity was reported for rat hexokinase I,,,,,,,22224
14575,,7625,,B,,Substrate concentration for half maximal velocity was reported for rat hexokinase II,,,,,,,22224
14576,,7625,,B,,Substrate concentration for half maximal velocity was reported for rat hexokinase III,,,,,,,22224
14577,,7625,,B,,Substrate concentration for half maximal velocity was reported for yeast hexokinase,,,,,,,22224
14578,,12908,,A,,Pseudo-first-order rate constant for alkylation of NBP in 50% aqueous acetone at 66 degrees celsius with 50 uM and 25 uM of NBP.,,,,,,,22224
14579,,10368,,A,,Rate constant for alkylation of 4-(4-nitrobenzyl)pyridine,,,,,,,22224
14580,,13108,,A,,Bimolecular rate constant (KOH) at 25 degree C (m = 0.5),,,,,,,22224
14581,,13108,,A,,its bimolecular rate constant (KOH) at 25 degree C (m = 0.5),,,,,,,22224
14582,,15217,,A,,Acid dissociation constant evaluated towards Hematin mu-oxo dimer,,,,,,,22224
14583,,15217,,A,,Acid dissociation constant evaluated towards Hematin mu-oxo dimer; Not available,,,,,,,22224
14584,,10933,,A,,Binding constant was determined,,,,,,,22224
14585,,2363,,A,,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree Centigrade,,,,,,,22224
14586,,2363,,A,,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree centigrade; Not determined,,,,,,,22224
14587,,2276,,A,,Rate constant with triethylamine at 30 degree C in 0.1 M potassium chloride was expressed as Kamine,,,,,,,22224
14588,,14915,,P,,Octanol-water apparent distribution coefficient measured in TRIS buffer at a pH 7.4.,,,,,,,22224
14589,,8847,,A,,Catalytic rate constant of the compound,,,,,,,22224
14590,,15357,,B,,inactivation rate constant calculated from experimental IC50 value for dipeptidyl peptidase IV inhibition,,,,,,,22224
14591,,2869,,A,,Catalytic constant expressed as Kinetic behavior of enzyme (PicK/6-His),,,,,,,22224
14592,,3484,,A,,Catalytic rate constant against phospholipase A2 was determined,,,,,,,22224
14593,,1373,,A,,"Compound was evaluated for catalytic constant, Kcat",,,,,,,22224
14594,,8142,,A,,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant (kcat) which is a first-order rate constant was determined,,,,,,,22224
14595,,14131,,A,,Kcat calculated from 0.693/T1/2,,,,,,,22224
14596,,17269,,A,,Kcat was determined,,,,,,,22224
14597,,3485,,A,,Kcat against class A PCI beta-lactamase catalyzed lactone hydrolysis,,,,,,,22224
14598,,3485,,A,,Kcat against class A TEM beta-lactamase catalyzed lactone hydrolysis,,,,,,,22224
14599,,3485,,A,,Kcat against class C P99 beta-lactamase catalyzed lactone hydrolysis,,,,,,,22224
14600,,5962,,A,,Kcat value was determined,,,,,,,22224
14601,,3133,,A,,Kinetic constant for the hydrolysis by the catalyst CPA was evaluated,,,,,,,22224
14602,,3133,,A,,Kinetic constant for the hydrolysis by the catalyst McAbIIF9D8 was evaluated,,,,,,,22224
14603,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",,,,,,,22224
14604,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat",,,,,,,22224
14605,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat; Not determined",,,,,,,22224
14606,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",,,,,,,22224
14607,,2276,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat",,,,,,,22224
14608,,4892,,A,,Kinetic parameter for rate of conversion to PABA was determined,,,,,,,22224
14609,,3133,,A,,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,,,,,,,22224
14610,Feces,11488,,A,,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",,,Rattus norvegicus,10116.0,,,50597
14611,Urine,11488,,A,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",,,Rattus norvegicus,10116.0,,,50597
14612,Urine,11488,,A,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",,,Rattus norvegicus,10116.0,,,50597
14613,Urine,11488,,A,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",,,Rattus norvegicus,10116.0,,,50597
14614,Urine,11488,,A,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",,,Rattus norvegicus,10116.0,,,50597
14615,Urine,11488,,A,,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",,,Rattus norvegicus,10116.0,,,50597
14616,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 0-0.5 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14617,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 0.5-1.0 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14618,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 1.0-1.5 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14619,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 1.5-2.0 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14620,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 2-3 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14621,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 3-4 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14622,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 4-6 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14623,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 6-8 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14624,,11488,,A,,Cumulative dose excreted after intraduodenal administration at 8-24 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14625,,11488,,A,,Cumulative dose excreted after intravenous administration at 0-0.5 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14626,,11488,,A,,Cumulative dose excreted after intravenous administration at 0.5-1 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14627,,11488,,A,,Cumulative dose excreted after intravenous administration at 1.0-1.5 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14628,,11488,,A,,Cumulative dose excreted after intravenous administration at 1.5-2 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14629,,11488,,A,,Cumulative dose excreted after intravenous administration at 2-3 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14630,,11488,,A,,Cumulative dose excreted after intravenous administration at 3-4 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14631,,11488,,A,,Cumulative dose excreted after intravenous administration at 4-6 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14632,,11488,,A,,Cumulative dose excreted after intravenous administration at 6-8 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14633,,11488,,A,,Cumulative dose excreted after intravenous administration at 8-24 hours in rats,,,Rattus norvegicus,10116.0,,,50597
14634,Feces,7132,,A,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",,,Oryctolagus cuniculus,9986.0,,,50592
14635,Feces,7132,,A,,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",,,Oryctolagus cuniculus,9986.0,,,50592
