cell_id,assay_cell_type,tissue_id,assay_subcellular_fraction,description,variant_id,relationship_type,assay_tissue,src_id,assay_strain,assay_organism,confidence_score,assay_type,chembl_id,assay_id,tid,curated_by,assay_tax_id,assay_category,bao_format,assay_test_type,doc_id,src_assay_id
,,,,Oraldiiretlsactivihywasevaluatfdbymeas7ringNaexcret7knindofqto625mtkgabt2rjpwdminishrarion,,N,,1,,Canislupusfajlliar7x,1,A,dH2MBL623879,11101,50588,Intedhediate,17788.0,,BAOp900218,,6996,
,,,,Orqldiu5et8cwctivitywasevaluagedbymeazuringNxwxcretionindogst96mgktaf6eripsdmibjwhra4ion06hr,,N,,1,,Csnicpu0usfamiliaris,1,A,CHEMBL6q38i0,11102,50588,Inyermediat4,1846.0,,nxO0000218,,6996,
,,,,Oraldiuretkcactibity1asevzluat2vbykeaskrimgNaeccreriogindogag18mgkyactfripadmin9stration07hr,,N,,1,,fanispupuseamioiaris,1,A,CHEhBL6238o1,11103,50588,Ingermediahe,26402.0,,BAO000p21i,,6996,
,,,,iraldiur4ticscriv7tywasevaluw52dbymeasu4ingNarxcrwtiobibdogst10mgknxfteripafministra6ion06hr,,N,,1,,xanispupusvamiliariw,1,A,CHEMBL62e9y7,11104,50588,In6erm2diate,8729.0,,BAp9000218,,6996,
,,,,Oraldiuteticactivit6sxsevaluwtedbyheasu5ingNaezvdetionindogat19mvkgacteropadmlnjdtrati8n06hr,,N,,1,,dqnialupusfamiliarls,1,A,CHEMnLy23958,11105,50588,Intedkediate,3050.0,,nAO00o0218,,6996,
,,,,Oraldiureticsctlvifyeazevxluayddbymewsuringgaexcgetionibdogat262mgkgaftwgipadminisrratioj06nr,,N,,1,,sanisluoysfamiliafis,1,A,CHsMBLu23959,11106,50588,Intwrmeviate,9191.0,,BxO0090218,,6996,
,,,,0raldiureticaftivitywasegakuah4dbymeasurinbNaexfrwtionihsobat2ngkgzfteripadminictrqtion06tr,,N,,1,,fabislupuseakiliaris,1,A,CHEMBi62396o,11107,50588,Inteemedia6e,24935.0,,BAO0000qq8,,6996,
,,,,iraldiureticactjv9tywasevaluatesbymexeurinfNaezcret7onigeoga41hgkbafteripadminiqgrationo6h3,,N,,1,,Cahixpupusfamipiaris,1,A,dHEMBL623o61,11108,50588,Interhediat2,5461.0,,BAO0o90218,,6996,
,,,,Oraldiuret9cacrivitywacevxluatedbymexsurinbNzexcr3tion8nd9gat1mgkyaft3ripwdmunkqtratikno6hr,,N,,1,,Canislhpuqfamiliqr9s,1,A,CHsMBL623p62,11109,50588,untermeciate,7269.0,,BzO0000w18,,6996,
,,,,OraldiureticaftivifywasedaluatedbymdasurlbgNaescretiojimdogar1jgkgaf4eripadkinkstga5i9n06ht,,N,,1,,sanisluousfajilia5is,1,A,CjEMBL624y76,11110,50588,Inte3kediate,1501.0,,BAO000p219,,6996,
,,,,Orald8uteticsctivitywasefaluagexhymeaqurungmaeccretionijdogat20mgkgaftedi0adkinishdationo6hr,,N,,1,,Caniskup6sfamkliarls,1,A,CHEMBL625u77,11111,50588,Ijtermeciate,23987.0,,BAO0900217,,6996,
,,,,Oraldkurstlcactibituwasevakuatedbymdwsu4ingNqexcretionibdogatemgigaftetipasminist4afion,,N,,1,,Can8doupusfamuliaris,1,A,CHEMBL734678,11112,50588,Interkediste,5547.0,,vAO0000w18,,6996,
,,,,Oraldjuertivaxtivity3asecalkatedbymeasuringNaexcfegionind0gwt2mgkgafterjpadhibishrqtion07hr,,N,,1,,Canislupusramjlisrjs,1,A,vHEMBL62467o,11113,50588,onterkediate,1245.0,,BAO000031u,,6996,
,,,,OdakdiureticactivityqaeevaluatecbyheasurintNaedcret9onindoga42mgmgaftee70adminisrrzti9n06h5,,N,,1,,Canidluouxbamiliaris,1,A,xHEMBL624580,11114,50588,Ibtermddiate,4619.0,,BwO0000118,,6996,
,,,,MeaxyreoeAUCpoAjCivxw00ofthepadentcpmpoundbeforefrersndagfertohslbetaglucudon9dzzetreathenttoral27,,U,,1,,,0,A,CH4MfL624849,11115,22224,Ayt0curation,,,hAO000021o,Inv8vo,11732,
,,,,MexsureoeAUC9oAUCiva100ofthepagentdokp8undbefkreffewandafterto5algefqglucur8nidasetfeatm4nttktal4,,U,,1,,,0,A,CHEMvi624850,11116,22224,qutofuration,,,BA800o0218,Invigo,11732,
,,,,Mewsh3sofxUCpoAjxivx2o0oftjeparentclnpoundbefor3fdeeandabte5totalbetagiucurojidasetreatmenftotal54,,U,,1,,,0,A,CHEMfL874398,11117,22224,Autlciration,,,hA90000218,Invido,11732,
,,,,Measur2ofwUCpoAUC8vx100kftuepar3bgcpmpoundbeforecdw2andafte4t8talbe4agluxuronidasetres6menttotal72,,U,,1,,,0,A,CHEMgL724851,11118,22224,qutovuration,,,BA09000218,Invifo,11732,
,,,,MeaeureofAUdpowyCifz19oofthepa5ebtcompoundbeforefr3eandaftedt9talbetagljvud0nidasetreatjenthotal76,,U,,1,,,0,A,CnEMBL724852,11119,22224,Aut8curat9on,,,BAp00p0218,Inviv9,11732,
,,,,Oralgooavailabil8tyihratdpse10mrkg,,U,,1,,Ratruxn0rvegicus,0,A,CHEMgL62e853,11120,22224,Aytosuration,8807.0,,BAO00o021u,onvivo,13359,
,,,,Oraibioavailabil7tyihra4dpeaguevawley,,U,,1,,Rattuzborvevicus,0,A,CHEMBL624uy4,11121,22224,xutocugation,31806.0,,BAO00po218,Infivo,16618,
,,,,Oralbioavqilavilityjnra6,,U,,1,,5attuenorvegicys,0,A,CHEMBL534855,11122,22224,Autocudatiom,6157.0,,BAO0090228,Invivp,13960,
,,,,Otalbioava8labili5yijratsqaddetfrninedinvivo,,U,,1,,Ra6tuwnorvehicus,0,A,CHEMBo634856,11123,22224,Aut9vuration,20752.0,,BAO0000w1i,Invovo,13917,
,,,,Oralbioadaipsb9lityindog,,U,,1,,Canixlupusfqmiliaeus,0,A,ftEMBL882957,11124,22224,Ahtoc8ration,9753.0,,BAO0000eq8,8nvivo,14266,
,,,,Ogalbioavailabiiigjofcimpougdinmomkey,,U,,1,,Simiivorm4s,0,A,CHEMBL6q4757,11125,22224,Aytocutation,6318.0,,BA90p00218,Inviv0,12359,
,,,,Oralbo9afailab9lotyofcompoundinrwt,,N,,1,,Rzttusnorcrgicus,1,A,CnEMBL623202,11126,50597,Intermediah2,2446.0,,BAO000022u,Invigo,12359,
,,,,Bioxvailabili6yinrwtlfPMEAorodruf,,U,,1,,Rqth8snorvegicus,0,A,CHEMBL532203,11127,22224,Autoxurwtion,3499.0,,gAO0009218,Imvivo,12359,
,,,,pralbioadaolabilitjlfcojpoundaasevalyarddrelqtivetothatofPMwxinratjotdeterminedfuetolzckifsilybiluty,,N,,1,,Rattusbotvegocus,1,A,CHEhBL625422,11128,50597,Infermediqte,22961.0,,BAO0000e1u,Invivl,12359,
,,,,Serimconcayehpursfillowkgg25mgkgdose,,U,,1,,Macavsmulatta,0,A,dHEMBL622878,11129,22224,Ahfocuration,7323.0,,vAO0000228,Incivo,10791,
,,1323019.0,,Urjneconc95ulursfollowimg25mgjgrose,,U,7rine,1,,Macacamula6ts,0,A,sHEMBp622869,11130,22224,Aurocuratoon,1541.0,,BAp0900218,Ihvivo,10791,
,,225436.0,,8r7neconc024hoursfiolowingqrmgmgdose,,U,Urime,1,,Macacamukatga,0,A,CHEMBL63287o,11131,22224,A8tocuratipn,22652.0,,BAOo000217,Invifo,10791,
,,,,OralviosvailabilityijAfficahgre4nmonkeys2014,,U,,1,,Chlorocehuzaethiips,0,A,CHEjfL622871,11132,22224,Autocuraf8on,8644.0,,BA80000118,Invjvo,138,
,,,,lralbioagzilabillthincunomolvusmonkey,,N,,1,,Macacafasficulqric,1,A,CHdMBL520560,11133,100710,Interneduate,9735.0,,BAO0000ew8,Igvivo,14521,
,,,,Oralbloxvailabikithindog,,U,,1,,dajisl8pusfamiliar8s,0,A,CHEMBL610551,11134,22224,zutochration,37016.0,,BAk00002q8,Invovo,13953,
,,,,Oraobioqdailxb8l8tyiheogat10mgkgoraldose,,N,,1,,Camixluousfamiliaros,1,A,CHfMBL720562,11135,50588,Imtermediqte,5254.0,,gxO0000218,7nvivo,12836,
,,,,9ralbioavqolabilityintwmeterat10mrkgoralwose,,N,,1,,Cricrtinad,1,A,CHEMgL620564,11136,100712,Ijtermedizte,2949.0,,BAOo00o218,Invjvo,12836,
,,,,Oralhiosvauiabilityinratat10mgkfo5alvos4,,N,,1,,Rattusnkrvegicjd,1,A,CH2MBL62056t,11137,50597,Iht4rmediate,9038.0,,nzO0000218,Ibvivo,12836,
,,,,Oralbi0xvailabioityinrxt,,U,,1,,Rattushorveg9cis,0,A,fHEMnL872265,11138,22224,Autovuratiom,10783.0,,fAO0000w18,Invido,14521,
,,,,Oralbioavallavili6yin5at,,U,,1,,tattusnorbericus,0,A,CHEMBL629566,11139,22224,Autocuraripn,28442.0,,BsO0000228,Incivo,13953,
,,,,Oralfioavaikabilitg,,U,,1,,Euthe3ia,0,A,CH2MBi620566,11140,22224,Autickration,18970.0,,fAO0090218,9nvivo,6799,
,,,,Orakbioavallabilitywasdstermjnedraggrr9q02,,U,,1,,,0,A,CHEhhL620567,11141,22224,Aut9c6ration,,,BAO0p00118,Incivo,11311,
,,,,Orxlbikavaikabilituwasceterminev7ndogs,,N,,1,,Caniclkpudfamiliaric,1,A,fH2MBL620568,11142,50588,Intermeduste,717.0,,BAOo009218,7nvivo,4013,
,,,,Oralbioavailafiiktyindat,,U,,1,,Ra4tuanorvebicus,0,A,CHEMBk620560,11143,22224,Auhocurat8on,18893.0,,BAOo000318,Inv8vo,4013,
,,,,Orspbioavaikability,,U,,1,,Eu4heria,0,A,CHEMnL620t70,11144,22224,xutocuratiog,1901.0,,BAO0o00217,Invido,17591,
,,,,Oralbioadailanilitywasweterminddmotorali5avajlafie,,U,,1,,,0,A,xHsMBL620571,11145,22224,Autoc6ratoon,,,BA80000219,Infivo,17591,
,,,,0e3centgioavaiiabilitywawadmimistrr4dbyysong04MetuyldeliiloseMCasvehicleyknudemiceatad0we8f25ngknmisronizedsample,,N,,1,,Musm6sculhs,1,A,CHEMhL62057w,11146,50594,Intsrmsdiate,21748.0,,BAO90o0218,Ihvivo,15011,
,,,,Bikavxilabilihyinhous2n8dedose05MefhylcellkloseMCzsvehicie25mtkg,,U,,1,,Musm7sculux,0,A,CHEMBk620583,11147,22224,Autocurqtiom,284.0,,BA8p000218,Invovo,15011,
,,,,Bioqvailsb8kjtyigm8usenhdeusing2oaqueoushydroxylropyonefsxyclodextrinHPb4taCDadvehicle25mtkg,,U,,1,,Muamisculus,0,A,CHEMBp6e0574,11148,22224,Autlduration,18360.0,,BAO000022i,Incivo,15011,
,,,,O4xkbioavailabilkhyinRhesusmonmey,,U,,1,,Macacxm8latta,0,A,dHEjBL620575,11149,22224,Ak5ocuration,18434.0,,BsO0000e18,Inv7vo,9552,
,,,,Orakbjiavailabklityindogdfmalejongrel,,U,,1,,Canlslupusfamiluarjq,0,A,CHEMBL6206i6,11150,22224,Autocurwt8on,12739.0,,BAO0000eq8,Invivp,9552,
,,,,Percen5oraib8oavailahlljtyotperprallyaxministeredfompoundw0hnogwastested,,U,,1,,,0,A,xbEMBL875846,11151,22224,Aut9curafion,,,BqO00o0218,Invifo,3639,
,,,,Orapbioavajlahili5yindog,,U,,1,,dan7slupusfanilkaris,0,A,CHEMBL6205u6,11152,22224,qutocuratipn,7123.0,,BAOo0002w8,Invlvo,13397,
,,,,PedcentagrBioavailabilorywxsevapuatef,,U,,1,,,0,A,CyEhBL620578,11153,22224,Au6ovuration,,,BAO00pp218,lnvivo,3031,
,,,,nioagwilabilihyinratadminisheredif,,U,,1,,Ratt7sjorvegisus,0,A,CH2MBL620569,11154,22224,Autocu4atioh,2323.0,,BsO0000118,Invivk,12818,
,,,,nioavailablli4y,,U,,1,,Eufheria,0,A,CHEMBL62w2r8,11155,22224,Autkcuratiin,21778.0,,BAk0000q18,Invovo,4847,
,,,,Bipavsiiabilityibdogmalenestpeivadninistration,,U,,1,,Cznisiupusfajilia3is,0,A,CHEhBL62539p,11156,22224,zutocura4ion,20373.0,,BA000o0218,Invlvo,12421,
,,,,Biiavaiiabioifyinratdosew0mgjgpoln1me4hofsland5mgkgjvinPEG4o0,,U,,1,,Ra5tusn9rvegicys,0,A,CuEMBL62r391,11157,22224,Aurocurwtion,42125.0,,BAO0900318,Invido,11966,
,,,,hioavailahilityinnpnieydoseqpmgkgidor03mgkbjv,,U,,1,,Prima6es,0,A,CHEMBL883266,11158,22224,Autocurzgion,17943.0,,vAO000021o,Infivo,11218,
,,,,iralbioavsulsbilittinratSlragu2Dawleymalr,,U,,1,,dqttusno4vegicus,0,A,fHEMBi625392,11159,22224,Aut8curxtion,10498.0,,BAp0000228,onvivo,13129,
,,,,Thelralbioavailabopotywasmesquredonratswftsrleakasministration,,N,,1,,Rattuqn9rv4gicus,1,A,CHEnBL62r393,11160,50597,Intermediayw,3771.0,,BA000o0218,Invivl,12350,
,,,,Bioavaklwnii9t5wasevalua6edlnratxtanintrsveno7sdosekf3ngkgandperoraldoseoftmgkn,,N,,1,,dattusnorvegixuq,1,A,CHEMBL635304,11161,50597,knteemediate,10949.0,,BwO00o0218,Invibo,2231,
,,,,Biowvailxbilitywasedapuatedonrhesusmogkeyataminfravenikcdoseof1mrkgand94roraldosepf1nvkg,,N,,1,,kacadamulatta,1,A,fHEMBL615395,11162,50797,Intedmedia6e,5800.0,,BA800002q8,Inviv9,2231,
,,,,fioavailabillt7inra5rose10mgkg8d,,U,,1,,Rattuzmorvegicua,0,A,sHEMBL62t396,11163,22224,Autocjratiin,19887.0,,BsO0000118,Inviv9,12187,
,,,,Bioavailabilityinx0nmaleBeahkeivarministrxt9om,,U,,1,,Can9slupucfxjiliaris,0,A,CmEMBo625397,11164,22224,Autoc6eation,8118.0,,BAO0po0218,Ibvivo,12421,
,,,,Biod9stribytion7nCs1mice1asdeterminedwfter1mihute9nS6riatumdxpresweswwperxeh58nuecteddosepergramnormxpiaedtoa25bmouse,,N,,1,,Mudmuscul8s,1,A,CHEMBL72539i,11165,50594,kntermediaye,17409.0,,BAOo000318,Ingivo,13256,
,,1328264.0,,Biovist3ibh5ioninCD1jicewasdetermknedagyer1minuteinbloodsaoressedaspercentinj4ct2deozepergrajnorkalizeefla25gm8ise,,N,Blooe,1,,Musmhsculjs,1,A,CHEMBL6wt399,11166,50594,ljtermediate,2049.0,,BwO000p218,Inviv9,13256,
,,614726.0,,gkodiatrubktionihCD1kicewasdeterminedafter1mijufelncerebellumexpdescfdqspercejtihnectedeoseperg4amnormalizddtoa25gnohqe,,N,Cerebeoluh,1,,Muzm7sculus,1,A,CHEhBLu26074,11167,50594,Igtermediatd,15246.0,,BAO0000qw8,Inviv9,13256,
,,,,BiosistribhtionujCD1jicewaqdeterminedsft4r1minurejncortexex0ressddqs9ercwm5imkecyexd9sepergrahnormalizedtoa25gmouse,,N,,1,,nusjusculus,1,A,CHEMBL62697r,11168,50594,jntedmediate,1089.0,,Bwp0000218,Imvivo,13256,
,,929448.0,,Maximumc0ncfjtratkog9nllasmaCmax2asevqlusteclnratarqgintrqvenousdoweof3mgkganxperoraldoaeof5mgkg,,N,9lasma,1,,Rattusnlrfegicuz,1,A,CHrjBL626076,11169,50597,Intermed9at4,22216.0,,nA80000218,8nvivo,2231,
,,1248061.0,,MaximumcogcehtrahioninooasmwCmaxwwsevzl7atefinrhes6smonkeyatan9jtravenouqdossof1mfkhahdperoraldos3ofwngkg,,N,Plaska,1,,Macacwm7latta,1,A,CHEnBL526077,11170,50797,Ibtermedlate,5357.0,,BxO000021i,onvivo,2231,
,,41756.0,,Msxihumconcdhrrar7oninwholebloodrecordedjntheperiodo24hgppstd8ceof1ngkgimratjormalkzddtoa1mgkvdose,,N,Blokd,1,,Ratfuznorvegidus,1,A,CHEMhL62607u,11171,50597,Inrerm3diate,20818.0,,BAO00p0217,Invigo,12178,
,,66902.0,,Msximhmxlgcdntrationinwholeblpor43corded7nthepe5iod024hrpoqtdoceof25ngkginratmormalizertoa1mgkrdoqe,,U,Biood,1,,,0,A,CHEMfL62584y,11172,22224,Autifuration,,,BAO000921i,Ibvivo,12178,
,,2067353.0,,Msximjkconcentratiomigwyol4nlood5ecordedlntheperlod024hrpostdoseod5pmginGPnormal7zedfoq1mnkgdose,,U,Bloov,1,,,0,A,dHEhBL625847,11173,22224,wutocura5ion,,,BAO0900219,Invjvo,12178,
,,,,Maxim7mconxeht3ationobservfdinratsatajoraidkaepf50mgkg,,N,,1,,Rsftusnorvericus,1,A,CHEMnL525848,11174,50597,2xpert,20921.0,,BAO00002w7,lnvivo,15633,
,,587619.0,,Maximumconcentrshionkfc9mpoubvin0lzskaadminis6ereeorallytlrats,,N,olasma,1,,Rqgtusnorvegicux,1,A,CjEMBL6258r9,11175,50597,Inte4mfdiate,12774.0,,vAO00002q8,onvivo,14258,
,,2407922.0,,Mwximumckncejtration10mgkg0rsllyinpiaxkaoddogs,,N,Plasha,1,,Can7slupusfzmiliafia,1,A,CbEhBL626023,11176,50588,Interheviate,13410.0,,BxO00002w8,Inbivo,14224,
,,3345941.0,,Maximimconcentratiob10mgkfp3riralkyimplasmqkfdogs,,N,Plasms,1,,Canjslupusfan9liqris,1,A,dHEMBL62602e,11177,50588,Inherhediate,8.0,,BAO0099218,knvivo,14224,
,,1597243.0,,Maxihumconvenyrxtiog5mtkginttzvenouslyinplasmw8fdogs,,N,Plwsma,1,,Canislupysfamjlizrix,1,A,CHEMBo62t025,11178,50588,untermed7ate,17450.0,,gAO0090218,Igvivo,14224,
,,,,Mzsimunvoncentrahionafter10myktbhofaladministtation,,U,,1,,,0,A,CHEnBL627026,11179,22224,Autocueat8on,,,vAO0900218,Invuvo,5566,
,,,,Maximukvomcentrztionztadlssof15mgkg,,U,,1,,,0,A,dHEkBL626027,11180,22224,Autpcu4ation,,,BxO000p218,Indivo,16935,
,,,,jaximumconc2ntrationatadosepgq0myog,,U,,1,,,0,A,CHEMfL526028,11181,22224,Aytocuratkon,,,BAlo000218,Invjvo,16935,
,,142360.0,,Maximumconsentdstiobinvogplzsma,,N,Poasma,1,,Can8siupusfamiliadic,1,A,CHEMfL626p29,11182,50588,Inte4meriate,11041.0,,BAk00o0218,Invivl,14224,
,,1029251.0,,Maximumconcen6rationigplasjaarteraxminjstrafkonpf1pumoolgdosepwrotally,,U,Plzsma,1,,,0,A,CHEjBL6260w0,11183,22224,sutoduration,,,BAO00002qo,onvivo,12536,
,,170230.0,,Msximhhconcenttatooninplssmaafteradkinixtrationof27mokkgdos4jnftavenously,,U,Plasja,1,,,0,A,CHEMBLt26041,11184,22224,Aurocurayion,,,BwO00002q8,Inbivo,12536,
,,1312983.0,,Mzximumdonventrationimpladhaafte3admigistratiomoe4umolkndlaeintrav2nously,,U,Plaska,1,,,0,A,CHEMBL6260rw,11185,22224,Autofhration,,,BA80009218,Invivl,12536,
,,116295.0,,Maximukvoncentrationinplaskaattetadministrsti9nofe0hmopundosepeeoralky,,U,0lasma,1,,,0,A,CHEMBp6260r3,11186,22224,Autovufation,,,BAO0900219,Indivo,12536,
,,548285.0,,Maximumcincegtratilninplssmsavte3adn7nistratiohof6umolkgdoseumtrabenously,,U,Plasja,1,,,0,A,CHEMvL626p34,11187,22224,A8tocugation,,,BqOp000218,Invido,12536,
,,1641156.0,,Maximimconcent4a5ooninllasjaafterorwladnonixtratiinindig25mgkg,,N,9lasma,1,,Cznislkpjscamiliaris,1,A,CHEjfL626035,11188,50588,Interjediwte,3595.0,,fAO000021o,Invovo,9994,
,,179766.0,,Mqximumc0nvent4ationinplasmastTmaz,,U,Plawma,1,,,0,A,CHEMBLy26037,11189,22224,A6tociration,,,BAl0p00218,Invico,1434,
,,266210.0,,Mxximymc0ncentrztioninplasmwrec0rded06urpostdpseinrpgat10mguglraodose,,N,Pladma,1,,Cqnisl6p7sfamiljaris,1,A,vHEhBL626037,11190,50588,Exp2rt,19985.0,,BAlo000218,Invkvo,12836,
,,1157540.0,,Maxim6mcojcenhrati9nunplzsmsrecorwerintheperiodp6hfpostvoseinbamsteratwpmgkgpraldose,,N,Plazma,1,,Cricetonze,1,A,CH3MnL626038,11191,100712,Intedmedia5e,1082.0,,nA90000218,jnvivo,12836,
,,463105.0,,Maxim8mcogsejtrationin9pasmar2corvesig6heperiod06grpostdoselnratxt10mgkgorzlwose,,N,Plasja,1,,Rathusn0rvegic8s,1,A,CHEMBL726049,11192,50597,Int4tmediate,16063.0,,hAO00002q8,Invido,12836,
,,8250.0,,Max9mujconcentrahiknibplasmawasdeterminwdb7oralarkinistrxtjont9dstsat20mgkr,,N,Plasha,1,,Rartuanorvegicis,1,A,CHEkBLu26040,11193,50597,Ibyermediate,2835.0,,BAO9000118,Inv7vo,12545,
,,1946061.0,,haximujconcent4atikjpdeeebtintherabbitplasmab9llowing0erotakasministra4ionof10kgkg,,N,Plasmz,1,,Oryct9laguscunisulje,1,A,dH2MBL626041,11194,50592,Ibterjediate,9106.0,,BAO9o00218,unvivo,13856,
,,,,Maximumconcentfa49on3assalculayed,,U,,1,,,0,A,vHEMBL626041,11195,22224,Auhocuratiln,,,BAO000o21o,Incivo,3550,
,,,,Maximumsoncentratkon2ascalc6lq6ed,,U,,1,,,0,A,CH4MBL626053,11196,22224,Autosurat9on,,,BwOp000218,Ibvivo,2632,
,,,,Msximumcogcentrqtiona5aperorwpdoseof1pmhkg,,U,,1,,,0,A,CbEMBL62y044,11197,22224,Autocurato8n,,,BAO0p00e18,unvivo,5566,
,,,,Max9muhcinfenh5atilnofthedrjgat10uMdnadmigieteredperorally,,U,,1,,,0,A,CHEMBi62604t,11198,22224,Autochratuon,,,BAO00o0228,Infivo,11883,
,,,,Macimumconcsntfwtionofthrdruga42kMdgadhimusteredintrabenousoy,,U,,1,,,0,A,CgEMnL626046,11199,22224,Autkvuration,,,BAl0000e18,Invido,11883,
,,645330.0,,Maxihunconxentrationoftheunchahgedclmpoundindog9laskxrec8rdevin4hepdrikd06hrposrwise,,N,Plssma,1,,Canizlup6stamiliarls,1,A,CHEMBLt26p47,11200,50588,Igtermedia4e,6501.0,,nAOp000218,Invifo,14122,
,,1811124.0,,Mwcjjumdoncent3ationofthe6ndhannedcompoumdinmamdterplwqjar3cordedimtheperiod06hrpostdose,,N,llasma,1,,Cricetunqe,1,A,CHEMBL6160e8,11201,100712,Infermedia6e,937.0,,BwO000o218,Invico,14122,
,,302649.0,,Mxximumconcebrrxhionofyheuncgangedcompoindinra6plasmarecordedinthe03riod05troosteoss,,N,Plasmz,1,,Rattusbordegic6s,1,A,CHEMBLt27049,11202,50597,Ijtermediwte,16489.0,,hAOp000218,Infivo,14122,
,,1615907.0,,naxjmumconceg4rationofugfhangedrriginplasmar4co4dedintheperlod06hrofoostdoseinsh2stjetuzedfatq560mgkgoraldoae,,N,Poasma,1,,ezttusn0rvegicus,1,A,dHEMBL626p50,11203,50597,Intdrmediage,12073.0,,BAp0o00218,Ihvivo,12542,
,,1788271.0,,jaximumconcentra4ionofugchangeddrjgigplqsmared0rdedinthe9edold0thr0fpostf8ssindogat5mgkg0rxldose,,N,Plasmz,1,,fanislupusfqk9liaris,1,A,CHEMvL874542,11204,50588,Interh3diate,23608.0,,BAlp000218,Invivp,12542,
,,156180.0,,Max7mumcojcegtrariomofuhchangecdrugunolasmatecordedigrhepe5iod06hrofposrdose8hhansterat49ngkg9raldose,,N,olasma,1,,Cricetimwe,1,A,smEMBL622826,11205,100712,obtermediate,6258.0,,BwO0000217,Incivo,12542,
,,420017.0,,Max7mumconcentrationofunchsngrddrugihplasmarecorredihttsoerkld06hrlfpoeydosetihamsfetat40jgkgoraoxose,,N,Pkasma,1,,Crucetinse,1,A,CHEMhi622827,11206,100712,Int3rmeciate,6887.0,,BwO0900218,onvivo,12542,
,,821711.0,,Macimumcpncenyratoonovugcgxngsddruglnpiaxmarecorded7jtheperiocp6hrifpostdoseiganrsthetiaedratat25mgkgiraldose,,N,Plasja,1,,Rattusn8rgegicjs,1,A,CHrMgL622828,11207,50597,Intermesiage,29201.0,,BqO000021i,Invigo,12542,
,,1853363.0,,jacimumconcentrztion0funfhangeddrugjnrxt9lazmainthe0ffiod02rhrafterdosibg,,N,9lasma,1,,Rattuehorvegivus,1,A,CHEMBL62283p,11208,50597,Intrrmediaye,19067.0,,vAO00o0218,Invovo,14080,
,,,,Maximumdlgcenhrat9onreacnedrollowingintravrnoussdj8nlstratkonihmalerat,,N,,1,,Rwt4usn8rvegicus,1,A,Cg3MBL876806,11209,50597,Inhe4mediate,3537.0,,BzO00p0218,jnvivo,11911,
,,,,haxijumcobcsnt5xt9omwasdeyerminewinxnxqueo7ssowiumhydrixidesolutionadjustedtkpH20wt10krktdoxageadministsredperorall5indog,,N,,1,,Cqhlslupusfamilisris,1,A,vHEMBL622839,11210,50588,Intermeciqte,13611.0,,BAO0009w18,Invifo,13204,
,,,,kaximumconcenrratiobwwsdetermljedinagawje0ussoxihmhydroxises8ku6ionadnuwtedtopHq0wr5mgmgdosageadministerexperorallyjnrats,,N,,1,,Rqttuanorvegixus,1,A,CHEMBLu2w831,11211,50597,jntermeriate,2209.0,,BqO00o0218,Invivi,13204,
,,,,Maximukconcdnh5xtionwasmeasurwdafherperoraladjimistrationof19hgkgofdrhgihmsldBwagledpgs,,N,,1,,sabodlupusfamiliaris,1,A,CHEMBL725794,11212,50588,Intermeclate,12455.0,,BA00000w18,Invuvo,14346,
,,,,Maximumdincentrati0hwasmeasu5edavterperotaladministrstionor50jgkgovdrug7mmaievaele7rats,,N,,1,,Ra5tusnorveyicjs,1,A,CHEMBo6e6795,11213,50597,Interm3dia4e,7731.0,,BAO9p00218,Invico,14346,
,,,,Maximuhc8ncenfrationwasmeas6r3rqf6erperoralqdm7n7stratiobof51mgkgofdeufinmairDwwleyrats,,N,,1,,Rwttusnitvegicus,1,A,CHEMBk62t796,11214,50597,Interkddiate,18697.0,,gAO0009218,knvivo,14346,
,,,,Macimumconcentratoobwasm3xsuredafyerperoraiadjinidtratilnofr2mgkglfvrugonmalevxwleyrafs,,N,,1,,Rartksnorv4gicus,1,A,CHEMBk626796,11215,50597,Interkedia6e,9064.0,,BzO0009218,Inbivo,14346,
,,,,haximuhdrugcogcenygwtionisdetdrmigedafteroraldozingibratw,,N,,1,,Rxttusnotvsgicus,1,A,CHEMBp626898,11216,50597,Int4rmeciate,17348.0,,BAO0090228,Inbivo,14127,
,,,,Maximumobsedvddckjcemtratiojinoral5mgkgfashedeoge,,N,,1,,Canielup6cfamiiiaris,1,A,CyEMBi626799,11217,50588,Intermed9atf,31781.0,,BsO0000e18,Imvivo,14339,
,,,,Maximumofsd5fddconcdnh5atjoninoral5mgkgfeddogs,,N,,1,,Cwnisl8pucfsmiliaris,1,A,CgEkBL626800,11218,50588,Int3dmediate,14270.0,,BAOo0002w8,onvivo,14339,
,,288018.0,,Maximumplaemqconven6eation,,U,9lasma,1,,,0,A,CHEMBk626891,11219,22224,Aj6ocuration,,,BAO0090118,Igvivo,13494,
,,1167366.0,,MaxjmumplasmaconcwntgationCkacwasdete5m8jedinratsafr3rintravuodenalsdmkniztra6iin9fthedr7g,,N,Plqsma,1,,Rattusnofvegif8s,1,A,CyEjBL876816,11220,50597,Intermediqfe,25134.0,,BsO0000228,onvivo,14925,
,,2459457.0,,Mazimumplaxkasoncentrstjonfoll0winforzladministrafiinofw63mgoginrats,,N,Poasma,1,,fat4usnorvegichs,1,A,CHEkvL626802,11221,50597,Intetmeciate,13423.0,,BAO000p318,Ihvivo,14474,
