CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL623004,22224,,,,A,,13084,,,Steady state concentration was evaluated,U,,0,,Autocuration,1,BAO_0000019,,,4321,,
CHEMBL623005,22224,,,,A,,13085,,,Partition coefficient (logP),U,,0,,Autocuration,1,BAO_0000019,,,14884,,
CHEMBL623006,22224,,,,A,,13086,,,Partition coefficient (logD7.4),U,,0,,Autocuration,1,BAO_0000019,,,15234,,
CHEMBL623007,50597,,Liver,In vivo,A,,13087,10116.0,2107.0,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623008,50597,,Bone,In vivo,A,,13088,10116.0,10000001.0,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL876654,50597,,Cerebellum,In vivo,A,,13089,10116.0,2037.0,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623009,50597,,,In vivo,A,,13090,10116.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623010,50597,,,In vivo,A,,13091,10116.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623011,50597,,Heart,In vivo,A,,13092,10116.0,948.0,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623012,50597,,Intestine,In vivo,A,,13093,10116.0,160.0,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14198,,
CHEMBL623013,22224,,,,A,,13094,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,U,,0,,Autocuration,1,BAO_0000019,,,8151,,
CHEMBL623014,22224,,,,A,,13095,,,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,U,,0,,Autocuration,1,BAO_0000019,,,8151,,
CHEMBL623015,22224,,Urine,,A,,13096,,1088.0,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,U,,0,,Autocuration,1,BAO_0000019,,,8151,,
CHEMBL623016,22224,,Urine,,A,,13097,,1088.0,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,U,,0,,Autocuration,1,BAO_0000019,,,8151,,
CHEMBL624858,22224,,Urine,,A,,13098,,1088.0,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,U,,0,,Autocuration,1,BAO_0000019,,,8151,,
CHEMBL624859,50597,,,,A,,13099,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL624860,50597,,,,A,,13100,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL624861,50597,,,,A,,13101,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL624862,50597,,,,A,,13102,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL624863,50597,,,,A,,13103,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL876655,50597,,,,A,,13104,10116.0,,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8151,,
CHEMBL624864,50588,,,,A,,13105,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL624865,50588,,,,A,,13106,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL624866,50588,,,,A,,13107,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL624867,50588,,,,F,,13108,9615.0,,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,N,,1,,Expert,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL624868,50588,,,,A,,13109,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628450,50588,,,,A,,13110,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628451,50588,,,,A,,13111,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628452,50588,,,,A,,13112,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628453,50588,,,,A,,13113,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628454,50588,,,,A,,13114,9615.0,,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628455,50588,,,,A,,13115,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628456,50588,,,,A,,13116,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628457,50588,,,,A,,13117,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL877505,50588,,,,A,,13118,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628458,50588,,,,A,,13119,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628459,50588,,,,A,,13120,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628460,50588,,,,A,,13121,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628461,50588,,,,A,,13122,9615.0,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL628462,22224,,,,B,,13123,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",U,,0,,Autocuration,1,BAO_0000218,,,6996,,
CHEMBL628463,50588,,,,A,,13124,9615.0,,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,6996,,
CHEMBL625666,50597,,,,F,,13125,10116.0,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",N,,1,,Expert,1,BAO_0000218,,Rattus norvegicus,6996,,
CHEMBL625667,22224,,,,B,,13126,,,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,U,,0,,Autocuration,1,BAO_0000218,,,6996,,
CHEMBL625668,50597,,,,A,,13127,10116.0,,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,1,,Expert,1,BAO_0000218,,Rattus norvegicus,6996,,
CHEMBL625669,50597,,,,A,,13128,10116.0,,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6996,,
CHEMBL625670,22224,,,,A,,13129,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,U,,0,,Autocuration,1,BAO_0000019,,,7114,,
CHEMBL625671,50597,,,,A,,13130,10116.0,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,7114,,
CHEMBL625672,50602,,,,A,,13131,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL625673,50602,,,,A,,13132,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL625674,50602,,,,A,,13133,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL625675,50602,,,,A,,13134,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627637,50602,,,,A,,13135,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627638,50602,,,,A,,13136,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627639,50602,,,,A,,13137,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627640,50602,,,,A,,13138,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627641,50602,,,,A,,13139,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627642,50602,,,,A,,13140,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL877506,50602,,,,A,,13141,10298.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL627275,50594,,,,A,,13142,10090.0,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,8613,,
CHEMBL627643,50506,,,,A,,13143,9669.0,,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL631246,50506,,,,A,,13144,9669.0,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL631247,50506,,,,A,,13145,9669.0,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL629532,50506,,,,A,,13146,9669.0,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL629533,50506,,,,A,,13147,9669.0,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from arterial blood).,N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL629534,50506,,,,A,,13148,9669.0,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL629535,50506,,,,A,,13149,9669.0,,Average peak plasma drug concentration after iv dose of 0.3 mg/kg in ferrets.,N,,1,,Intermediate,1,BAO_0000218,,Mustela putorius furo,11219,,
CHEMBL625932,22224,,,,A,,13150,,,Pharmacokinetic parameter :drug bound to plasma was reported,U,,0,,Autocuration,1,BAO_0000019,,,14837,,
CHEMBL625933,22224,,,,A,,13151,,,compound was evaluated for drug bound in plasma,U,,0,,Autocuration,1,BAO_0000019,,,14837,,
CHEMBL625934,50597,,,,A,,13152,10116.0,,The Brain concentration compared to plasma concentration in rats after oral administration of 1 mg/kg dose,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,15343,,
CHEMBL625935,22224,,,,A,,13153,9347.0,,Bioavailability,U,,0,,Autocuration,1,BAO_0000218,,Eutheria,13761,,
CHEMBL625936,50597,,,,A,,13154,10116.0,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14810,,
CHEMBL625937,50597,,,,A,,13155,10116.0,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported; Not tested,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14810,,
CHEMBL625938,50588,,,,A,,13156,9615.0,,Oral bioavailability in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,13249,,
CHEMBL625939,50597,,Bile,,A,,13157,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-1 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL625940,50597,,Bile,,A,,13158,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-2 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL874464,50597,,Bile,,A,,13159,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-3 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL625941,50597,,Bile,,A,,13160,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-4 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL625942,50597,,Bile,,A,,13161,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-5 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL625943,50597,,Bile,,A,,13162,10116.0,1970.0,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-6 hr after the treatment.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9267,,
CHEMBL625944,50587,,Serum,,A,,13163,9606.0,1977.0,In vitro protein binding in human serum at 5 ug/ml,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,15549,,
CHEMBL625945,22224,,,,A,,13164,,,Serum protein binding ability was measured,U,,0,,Autocuration,1,BAO_0000019,,,10929,,
CHEMBL625946,22224,,,,A,,13165,,,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),U,,0,,Autocuration,1,BAO_0000019,,,15444,,
CHEMBL625947,22224,,,In vivo,A,,13166,9615.0,,Oral bioavailability in dog,U,,0,,Autocuration,1,BAO_0000218,,Canis lupus familiaris,12860,,
CHEMBL625948,50597,,,In vivo,A,,13167,10116.0,,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12170,,
CHEMBL625949,22224,,,In vivo,A,,13168,,,Absolute oral bioavailability at an iv dose of 14 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,15173,,
CHEMBL625950,22224,,,In vivo,A,,13169,,,Absolute oral bioavailability at an iv dose of 15.2 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,15173,,
