assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
6453,In vivo,5668,Intermediate,9615.0,,1,Oral bioavailability after peroral administration at 5 mpk in Dog,,,CHEMBL621171,,50588,Canis lupus familiaris,,,A,,
6454,In vivo,5668,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 5 mg/kg),,,CHEMBL621172,,50588,Canis lupus familiaris,,,A,,
6455,In vivo,6084,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 10 mg/kg),,,CHEMBL621173,,50588,Canis lupus familiaris,,,A,,
6456,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621174,,50594,Mus musculus,CCRF S-180,,A,,Kidney
6457,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621175,,50594,Mus musculus,CCRF S-180,,A,,Kidney
6458,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621176,,50594,Mus musculus,CCRF S-180,,A,,Liver
6459,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621177,,50594,Mus musculus,CCRF S-180,,A,,Liver
6460,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621178,,50594,Mus musculus,CCRF S-180,,A,,Liver
6461,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621179,,50594,Mus musculus,CCRF S-180,,A,,Liver
6462,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621180,,50594,Mus musculus,CCRF S-180,,A,,Liver
6463,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL875951,,50594,Mus musculus,CCRF S-180,,A,,Lung
6464,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621181,,50594,Mus musculus,CCRF S-180,,A,,Lung
6465,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621182,,50594,Mus musculus,CCRF S-180,,A,,Lung
6466,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621183,,50594,Mus musculus,CCRF S-180,,A,,Lung
6467,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621184,,50594,Mus musculus,CCRF S-180,,A,,Lung
6468,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621185,,50594,Mus musculus,CCRF S-180,,A,,
6469,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621186,,50594,Mus musculus,CCRF S-180,,A,,
6470,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621187,,50594,Mus musculus,CCRF S-180,,A,,
6471,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621188,,50594,Mus musculus,CCRF S-180,,A,,
6472,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621189,,50594,Mus musculus,CCRF S-180,,A,,
6473,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621190,,50594,Mus musculus,CCRF S-180,,A,,Spleen
6474,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL618520,,50594,Mus musculus,CCRF S-180,,A,,Spleen
6475,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621739,,50594,Mus musculus,CCRF S-180,,A,,Spleen
6476,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621740,,50594,Mus musculus,CCRF S-180,,A,,Spleen
6477,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621741,,50594,Mus musculus,CCRF S-180,,A,,Spleen
6478,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621742,,50594,Mus musculus,CCRF S-180,,A,,
6479,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621743,,50594,Mus musculus,CCRF S-180,,A,,
6480,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621744,,50594,Mus musculus,CCRF S-180,,A,,
6481,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621745,,50594,Mus musculus,CCRF S-180,,A,,
6482,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621746,,50594,Mus musculus,CCRF S-180,,A,,
6483,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621747,,50594,Mus musculus,CCRF S-180,,A,,
6484,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621748,,50594,Mus musculus,CCRF S-180,,A,,
6485,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL621749,,50594,Mus musculus,CCRF S-180,,A,,
6486,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621750,,50594,Mus musculus,CCRF S-180,,A,,
6487,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621751,,50594,Mus musculus,CCRF S-180,,A,,
6488,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621752,,50594,Mus musculus,CCRF S-180,,A,,Heart
6489,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL621753,,50594,Mus musculus,CCRF S-180,,A,,Heart
6490,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL875955,,50594,Mus musculus,CCRF S-180,,A,,Heart
6491,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL621754,,50594,Mus musculus,CCRF S-180,,A,,Heart
6492,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL621755,,50594,Mus musculus,CCRF S-180,,A,,Heart
6493,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL621756,,50594,Mus musculus,CCRF S-180,,A,,Liver
6494,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL624199,,50594,Mus musculus,CCRF S-180,,A,,Liver
6495,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL624200,,50594,Mus musculus,CCRF S-180,,A,,Liver
6496,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,42.0,,CHEMBL624375,,50594,Mus musculus,CCRF S-180,,A,,Liver
6497,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,42.0,,CHEMBL624376,,50594,Mus musculus,CCRF S-180,,A,,Liver
6498,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,42.0,,CHEMBL624377,,50594,Mus musculus,CCRF S-180,,A,,Lung
6499,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL624378,,50594,Mus musculus,CCRF S-180,,A,,Lung
6500,,12269,Intermediate,107673.0,,1,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,CHEMBL857901,,50067,aeinetobacter anitrotap,,,F,,
6501,,12269,Intermediate,107673.0,,1,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,CHEMBL875274,,50067,Acinetobacter calcoaceticus subsp. anitratus,,,F,,
6502,,12269,Intermediate,107673.0,,1,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,CHEMBL624379,,50067,Acinetobacter calcoaceticus subsp. anitratus,,,F,,
6503,,12269,Intermediate,107673.0,,1,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,,CHEMBL624380,,50067,aeinetobacter anitrotap,,,F,,
6504,,10624,Intermediate,471.0,,1,Activity against Acinetobacter calcoaceticus (AC54),,,CHEMBL624381,,50192,Acinetobacter calcoaceticus,,,F,,
6505,,17216,Intermediate,28377.0,,1,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,,CHEMBL624382,,50714,Anolis carolinensis,,,F,,
6506,,17216,Intermediate,28377.0,,1,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,,CHEMBL624383,,50714,Anolis carolinensis,,,F,,
6507,,9560,Intermediate,1655.0,,1,Chlorohexidine coefficient for Actinomyces naeslundii 631,,,CHEMBL624384,,50296,Actinomyces naeslundii,,,F,,
6508,,9560,Intermediate,1655.0,,1,Chlorohexidine coefficient for Actinomyces naeslundii B74,,,CHEMBL624385,,50296,Actinomyces naeslundii,,,F,,
6509,,9560,Intermediate,1655.0,,1,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,,CHEMBL624386,,50296,Actinomyces naeslundii,,,F,,
6510,,9560,Intermediate,1655.0,,1,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,,CHEMBL624387,,50296,Actinomyces naeslundii,,,F,,
6511,,9560,Intermediate,1655.0,,1,Plaque bactericidal index against Actinomyces naeslundii 631,,,CHEMBL624388,,50296,Actinomyces naeslundii,,,F,,
6512,,9560,Intermediate,1655.0,,1,Plaque bactericidal index against Actinomyces naeslundii N/9,,,CHEMBL624389,,50296,Actinomyces naeslundii,,,F,,
6513,,9560,Intermediate,1655.0,,1,Plaque bactericidal index against Actinomyces naeslundii B74,,,CHEMBL624390,,50296,Actinomyces naeslundii,,,F,,
6514,,9560,Intermediate,1655.0,,1,Plaque bactericidal index against Actinomyces naeslundii N/3,,,CHEMBL875275,,50296,Actinomyces naeslundii,,,F,,
6515,,114,Intermediate,85549.0,,1,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,,CHEMBL624391,,50056,Artemia salina,,,F,,
6516,,114,Intermediate,85549.0,,1,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,,CHEMBL623636,,50056,Artemia salina,,,F,,
6517,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,CHEMBL623637,,50532,Ascaris suum,,,F,,
6518,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,CHEMBL623638,,50532,Ascaris suum,,,F,,
6519,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,CHEMBL623639,,50532,Ascaris suum,,,F,,
6520,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,CHEMBL623640,,50532,Ascaris suum,,,F,,
6521,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,CHEMBL623641,,50532,Ascaris suum,,,F,,
6522,,10841,Intermediate,6253.0,,1,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,,CHEMBL623642,,50532,Ascaris suum,,,F,,
6523,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,,,CHEMBL623643,,50532,Ascaris suum,,,F,,
6524,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,,,CHEMBL623644,,50532,Ascaris suum,,,F,,
6525,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,,,CHEMBL623645,,50532,Ascaris suum,,,F,,
6526,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,,,CHEMBL623646,,50532,Ascaris suum,,,F,,
6527,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,,,CHEMBL623647,,50532,Ascaris suum,,,F,,
6528,,10841,Intermediate,6253.0,,1,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,,,CHEMBL623648,,50532,Ascaris suum,,,F,,
6529,,8117,Intermediate,1656.0,,1,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,CHEMBL623649,,50366,Actinomyces viscosus,,,F,,
6530,,8117,Intermediate,1656.0,,1,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,,CHEMBL623650,,50366,Actinomyces viscosus,,,F,,
6531,,9560,Intermediate,1656.0,,1,Chlorohexidine coefficient for Actinomyces viscosus 8A06,,,CHEMBL623651,,50366,Actinomyces viscosus,,,F,,
6532,,9560,Expert,1656.0,,1,Chlorohexidine coefficient for Actinomyces viscosus M-100,,,CHEMBL623652,,50366,Actinomyces viscosus,,,F,,
6533,,9560,Intermediate,1656.0,,1,Chlorohexidine coefficient for Actinomyces viscosus M-626,,,CHEMBL623653,,50366,Actinomyces viscosus,,,F,,
6534,,9560,Intermediate,1656.0,,1,Chlorohexidine coefficient for Actinomyces viscosus T14V,,,CHEMBL623654,,50366,Actinomyces viscosus,,,F,,
6535,,9560,Intermediate,1656.0,,1,Plaque bactericidal index against Actinomyces viscosus 8A06,,,CHEMBL623655,,50366,Actinomyces viscosus,,,F,,
6536,,9560,Intermediate,1656.0,,1,Plaque bactericidal index against Actinomyces viscosus M-100,,,CHEMBL623656,,50366,Actinomyces viscosus,,,F,,
6537,,9560,Expert,1656.0,,1,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,,,CHEMBL623657,,50366,Actinomyces viscosus,,,F,,
6538,,9560,Intermediate,1656.0,,1,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,CHEMBL623658,,50366,Actinomyces viscosus,,,F,,
6539,,9560,Intermediate,1656.0,,1,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,,CHEMBL623659,,50366,Actinomyces viscosus,,,F,,
6540,,9560,Intermediate,1656.0,,1,Plaque bactericidal index against Actinomyces viscosus 626,,,CHEMBL623660,,50366,Actinomyces viscosus,,,F,,
6541,,9560,Intermediate,1656.0,,1,Plaque bactericidal index against Actinomyces viscosus T14V,,,CHEMBL623661,,50366,Actinomyces viscosus,,,F,,
6542,,10986,Intermediate,6277.0,,1,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,,,CHEMBL875281,,50535,Acanthocheilonema viteae,,,F,,
6543,,10986,Intermediate,6277.0,,1,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,,,CHEMBL623662,,50535,Acanthocheilonema viteae,,,F,,
6544,,10986,Intermediate,6277.0,,1,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,,,CHEMBL623663,,50535,Acanthocheilonema viteae,,,F,,
6545,,10986,Intermediate,6277.0,,1,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,,,CHEMBL623664,,50535,Acanthocheilonema viteae,,,F,,
6546,,10986,Intermediate,6277.0,,1,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,,,CHEMBL623665,,50535,Acanthocheilonema viteae,,,F,,
6547,,10708,Intermediate,9606.0,,1,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,165.0,,CHEMBL621856,,80023,Homo sapiens,A673,,F,,
6548,,10708,Intermediate,9606.0,,1,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,645.0,,CHEMBL620432,,80661,Homo sapiens,A704,,F,,
6549,,416,Autocuration,10116.0,,1,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,,,CHEMBL620433,,22226,Rattus norvegicus,,,F,,
6550,,14354,Intermediate,10090.0,,1,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,625.0,,CHEMBL620434,,80024,Mus musculus,A9,,F,,
6551,,14354,Intermediate,10090.0,,1,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,625.0,,CHEMBL620435,,80024,Mus musculus,A9,,F,,
6552,,5116,Intermediate,9606.0,,1,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,625.0,,CHEMBL620436,,80024,Homo sapiens,A9,,F,,
6553,,5116,Intermediate,9606.0,,1,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,625.0,,CHEMBL876597,,80024,Homo sapiens,A9,,F,,
6554,,15694,Expert,9606.0,,1,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,874.0,,CHEMBL620437,,81037,Homo sapiens,Human ovarian carcinoma cell line,,F,,
6555,,13038,Expert,10090.0,,1,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",625.0,,CHEMBL620438,,80024,Mus musculus,A9,,F,,
6556,,13038,Expert,10090.0,,1,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,625.0,,CHEMBL620439,,80024,Mus musculus,A9,,F,,
