assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
6366,1,,,N,Intermediate,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,F,,,Homo sapiens,9606.0,
6367,1,,,N,Intermediate,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,F,,,Homo sapiens,9606.0,
6368,1,,,N,Intermediate,1903,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,F,,,Homo sapiens,9606.0,
6369,1,,,N,Intermediate,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,,Homo sapiens,9606.0,
6370,1,,,N,Intermediate,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,,Homo sapiens,9606.0,
6371,1,,,N,Intermediate,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,,Homo sapiens,9606.0,
6372,1,,,N,Intermediate,1522,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,F,,,Homo sapiens,9606.0,
6373,1,,,N,Intermediate,12400,Tested in vitro for cytotoxicity in A549/ATCC cell lines,F,,,Homo sapiens,9606.0,
6374,1,,,N,Intermediate,14696,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,,Homo sapiens,9606.0,
6375,1,,,N,Intermediate,14769,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,
6376,1,,,N,Intermediate,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,F,,,Homo sapiens,9606.0,
6377,1,,,N,Intermediate,1888,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,F,,,Homo sapiens,9606.0,
6378,1,,,N,Intermediate,12016,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,F,,,Homo sapiens,9606.0,
6379,1,,,N,Intermediate,6058,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,F,,,Homo sapiens,9606.0,
6380,1,,,N,Intermediate,17708,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,F,,,Homo sapiens,9606.0,
6381,1,,,N,Intermediate,12301,Antitumor activity against A549/ATCC cell line,F,,,Homo sapiens,9606.0,
6382,1,,,N,Intermediate,11970,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,F,,,Homo sapiens,9606.0,
6383,1,,,N,Expert,11818,In vitro cytotoxicity against A549/ATCC cell line.,F,,,Homo sapiens,9606.0,
6384,1,,,N,Intermediate,12400,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,F,,,Homo sapiens,9606.0,
6385,1,,,N,Intermediate,3381,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,F,,,Homo sapiens,9606.0,
6386,1,,,N,Intermediate,17376,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,F,,,Homo sapiens,9606.0,
6387,1,,,N,Intermediate,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,F,,,Homo sapiens,9606.0,
6388,0,,,U,Autocuration,2964,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,F,,,Homo sapiens,9606.0,
6389,0,,,U,Intermediate,5005,Compound was tested for oral bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6390,1,,,N,Intermediate,6229,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,A,In vivo,,Canis lupus familiaris,9615.0,
6391,1,,,N,Intermediate,6229,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,A,In vivo,,Canis lupus familiaris,9615.0,
6392,1,,,N,Intermediate,5374,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6393,1,,,N,Intermediate,5374,Compound was tested for the oral bioavailability in dog; No availability,A,In vivo,,Canis lupus familiaris,9615.0,
6394,1,,,N,Intermediate,6265,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6395,1,,,N,Intermediate,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6396,1,,,N,Intermediate,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6397,1,,,N,Intermediate,16456,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6398,1,,,N,Intermediate,5302,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6399,1,,,N,Intermediate,3624,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),A,In vivo,,Canis lupus familiaris,9615.0,
6400,1,,,N,Intermediate,16452,Oral bioavailability of active FTIs in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6401,1,,,N,Intermediate,5802,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6402,1,,,N,Expert,3598,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6403,1,,,N,Intermediate,17839,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6404,1,,,N,Intermediate,6762,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6405,1,,,N,Intermediate,6821,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6406,1,,,N,Intermediate,6821,Oral bioavailability of compound was determined in dog; Not tested,A,In vivo,,Canis lupus familiaris,9615.0,
6407,1,,,N,Intermediate,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6408,1,,,N,Intermediate,6227,Oral bioavailability (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6409,1,,,N,Intermediate,761,Oral bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,
6410,1,,,N,Intermediate,761,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),A,In vivo,,Canis lupus familiaris,9615.0,
6411,1,,,N,Intermediate,761,Oral bioavailability administered in solution in rats,A,In vivo,,Canis lupus familiaris,9615.0,
6412,1,,,N,Intermediate,16907,Oral bioavailability after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6413,1,,,N,Intermediate,5474,Oral bioavailability at a dose of 1 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6414,1,,,N,Intermediate,6535,Oral bioavailability in dog (dose 1 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,
6415,1,,,N,Intermediate,6535,Oral bioavailability in Dog; ND = not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6416,1,,,N,Intermediate,3352,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6417,1,,,N,Intermediate,6168,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6418,1,,,N,Intermediate,5988,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6419,1,,,N,Intermediate,4942,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6420,1,,,N,Intermediate,4942,Oral bioavailability in dogs; No data,A,In vivo,,Canis lupus familiaris,9615.0,
6421,1,,,N,Intermediate,14541,Oral bioavailability measured in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6422,1,,,N,Intermediate,4449,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6423,1,,,N,Intermediate,6057,Oral bioavailability was calculated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6424,1,,,N,Intermediate,5600,Oral bioavailability after 0.3 mg/kg po administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6425,1,,,N,Intermediate,5542,Oral bioavailability in dog (i.v. dosing),A,In vivo,,Canis lupus familiaris,9615.0,
6426,1,,,N,Intermediate,5542,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6427,1,,,N,Intermediate,5546,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,A,In vivo,,Canis lupus familiaris,9615.0,
6428,1,,,N,Intermediate,4514,Oral bioavailability in Beagle dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6429,1,,,N,Intermediate,3624,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6430,1,,,N,Intermediate,3854,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6431,1,,,N,Intermediate,5836,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6432,1,,,N,Intermediate,5940,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6433,1,,,N,Intermediate,6168,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6434,1,,,N,Intermediate,6227,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6435,1,,,N,Intermediate,6251,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6436,1,,,N,Intermediate,6448,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6437,1,,,N,Intermediate,6647,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6438,1,,,N,Intermediate,5940,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6439,1,,,N,Intermediate,933,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6440,1,,,N,Intermediate,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6441,1,,,N,Intermediate,6642,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),A,In vivo,,Canis lupus familiaris,9615.0,
6442,1,,,N,Intermediate,6641,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,
6443,1,,,N,Intermediate,6642,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,
6444,1,,,N,Intermediate,5472,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6445,1,,,N,Intermediate,5985,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6446,1,,,N,Intermediate,15660,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6447,1,,,N,Intermediate,5530,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6448,1,,,N,Intermediate,5530,Oral bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6449,1,,,N,Intermediate,6305,Oral bioavailability (F) in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6450,1,,,N,Intermediate,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6451,1,,,N,Intermediate,5238,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6452,1,,,N,Intermediate,5668,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6453,1,,,N,Intermediate,5668,Oral bioavailability after peroral administration at 5 mpk in Dog,A,In vivo,,Canis lupus familiaris,9615.0,
6454,1,,,N,Intermediate,5668,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6455,1,,,N,Intermediate,6084,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6456,1,,2113.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6457,1,,2113.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6458,1,,2107.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6459,1,,2107.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6460,1,,2107.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6461,1,,2107.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6462,1,,2107.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6463,1,,2048.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6464,1,,2048.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6465,1,,2048.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6466,1,,2048.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6467,1,,2048.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6468,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6469,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6470,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6471,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6472,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6473,1,,2106.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6474,1,,2106.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6475,1,,2106.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6476,1,,2106.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6477,1,,2106.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6478,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6479,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6480,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6481,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6482,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6483,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6484,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6485,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6486,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6487,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6488,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6489,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6490,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6491,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
