Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,0,Unknown,12110,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12182,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12182,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,12182,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,12182,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12220,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12220,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,12220,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,12220,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,13040,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,13040,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,13040,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,13040,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,14015,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,14015,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,14015,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,14015,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15111,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15111,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,15111,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,15111,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,12250,Responsive,14500000.0,Uncoded: Pre-APP,Multilateral,1.0,D5240,MNCHN - INIT,0,M012374001,Africa,0,S5250,1,0,1003693,B5100,0,0,MND Health&Nutrition,X1,0,Terminating,14500000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,12250,Responsive,14500000.0,Uncoded: Pre-APP,Multilateral,1.0,D5240,MNCHN - INIT,0,M012374001,America,0,S5250,1,0,1003693,B5100,0,0,MND Health&Nutrition,X2,0,Terminating,14500000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,12250,Responsive,14500000.0,Uncoded: Pre-APP,Multilateral,1.0,D5240,MNCHN - INIT,0,M012374001,Asia,0,S5250,1,0,1003693,B5100,0,0,MND Health&Nutrition,X3,0,Terminating,14500000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,12250,Responsive,14500000.0,Uncoded: Pre-APP,Multilateral,1.0,D5240,MNCHN - INIT,0,M012374001,Europe,0,S5250,1,0,1003693,B5100,0,0,MND Health&Nutrition,X4,0,Terminating,14500000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CROWN CORPORATIONS,12182,Responsive,3000000.0,Uncoded: Pre-APP,Para-Governmental,1.0,D5240,Global Health - INIT,0,M012376001,Africa,0,S5245,1,0,1001363,B5100,0,0,MND Health&Nutrition,X1,0,Closed,3000000.0,MFM Global Issues and Development,MNG Global Health,0,5247,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CROWN CORPORATIONS,13040,Responsive,3000000.0,Uncoded: Pre-APP,Para-Governmental,1.0,D5240,Global Health - INIT,0,M012376001,Africa,0,S5245,1,0,1001363,B5100,0,0,MND Health&Nutrition,X1,0,Closed,3000000.0,MFM Global Issues and Development,MNG Global Health,0,5247,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,11110,Responsive,500000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,*Peace Building Fund,0,M012385001,Africa,0,S5302,1,0,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Closed,500000.0,MFM Global Issues and Development,*Peace Building Fund Section,0,5302,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,11110,Responsive,500000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,*Peace Building Fund,0,M012385001,America,0,S5302,1,0,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X2,0,Closed,500000.0,MFM Global Issues and Development,*Peace Building Fund Section,0,5302,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,11110,Responsive,500000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,*Peace Building Fund,0,M012385001,Asia,0,S5302,1,0,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X3,0,Closed,500000.0,MFM Global Issues and Development,*Peace Building Fund Section,0,5302,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,11110,Responsive,500000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,*Peace Building Fund,0,M012385001,Europe,0,S5302,1,0,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X4,0,Closed,500000.0,MFM Global Issues and Development,*Peace Building Fund Section,0,5302,0.0,0,Not PBA,0,0,0,0
2009/2010,0,SPECIALIZED INSTITUTE,15150,Responsive,820000.0,Uncoded: Pre-APP,Civil Society,1.0,D5301,MHO Non Food - CORE,0,M012389001,Africa,0,S5330,1,2,1000852,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Closed,820000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,0
2009/2010,0,IFI,24010,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Africa,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X1,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24030,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Africa,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X1,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24040,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Africa,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X1,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24081,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Africa,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X1,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24010,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X2,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24030,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X2,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24040,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X2,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24081,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X2,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24010,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Asia,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X3,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24030,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Asia,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X3,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24040,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Asia,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X3,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24081,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Asia,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X3,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24010,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Europe,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X4,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24030,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Europe,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X4,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24040,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Europe,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X4,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,24081,Responsive,10000000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012438001,Europe,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,X4,0,Terminating,10000000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,25010,Core Funding,37920000.0,Uncoded: Pre-APP,Multilateral,0.0,D5430,Inter-American Development Bank-Core,0,M012445001,America,0,S5434,0,1,1002421,B5100,0,0,MED Economic Development,X2,0,Operational,37920000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5437,0.0,0,Not PBA,0,0,0,0
2009/2010,0,NGO,12262,Responsive,20000000.0,Uncoded: Pre-APP,Civil Society,1.0,D5240,MNCHN - INIT,0,M012456001,Africa,0,S5250,1,0,1000821,B5100,0,0,MND Health&Nutrition,X1,0,Closed,20000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,15130,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Africa,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15150,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Africa,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15160,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Africa,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15261,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Africa,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X1,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15130,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,America,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X2,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15150,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,America,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X2,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15160,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,America,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X2,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15261,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,America,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X2,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15130,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Asia,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X3,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15150,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Asia,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X3,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15160,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Asia,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X3,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15261,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Asia,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X3,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15130,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Europe,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X4,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15150,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Europe,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X4,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15160,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Europe,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X4,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15261,Core Funding,15000000.0,Uncoded: Pre-APP,Multilateral,0.0,D5301,MHO Non Food - CORE,0,M012460001,Europe,0,S5330,0,1,1006401,B5100,0,0,MHDInternational Humanitarian Assistance,X4,0,Terminating,15000000.0,MFM Global Issues and Development,MHO Huma Organization & Food Assistance,0,5311,0.0,0,Not PBA,1,0,0,1
2009/2010,0,IFI,15113,Responsive,1150000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012500001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,1,0,Terminating,1150000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,32210,Responsive,1150000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012500001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,1,0,Terminating,1150000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
2009/2010,0,IFI,15113,Responsive,1150000.0,Uncoded: Pre-APP,Multilateral,1.0,D5430,ECONOMIC GROWTH - INIT,0,M012500001,America,0,S5434,1,0,1001306,B5100,0,0,MED Economic Development,1,0,Terminating,1150000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,0.0,0,Not PBA,0,0,0,0
