SASSI,Descr,ASTAI,CURAB,VARI,ASSSUBCEFRAC,ASI,TII,CHI,SRI,BFO,ASSCA,ASTTY,ASSTR,RELATT,CEI,ASSTIS,DI,ASSORG,Ti,ASSTY,ASCETY,CONFSCO
,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through feces,10116.0,Intermediate,,,13884,1988.0,CHEMBL625418,1,BAO_0000218,,,,N,,Feces,7415,Rattus norvegicus,50597,A,,1
,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through urine,10116.0,Intermediate,,,13885,1088.0,CHEMBL625419,1,BAO_0000218,,,,N,,Urine,7415,Rattus norvegicus,50597,A,,1
,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 1 mg/kg,10116.0,Intermediate,,,13886,,CHEMBL625420,1,BAO_0000218,,,,N,,,7415,Rattus norvegicus,50597,A,,1
,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 10 mg/kg,10116.0,Intermediate,,,13887,,CHEMBL626996,1,BAO_0000218,,,,N,,,7415,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through feces",10116.0,Intermediate,,,13888,1988.0,CHEMBL626997,1,BAO_0000218,,,,N,,Feces,7415,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through urine",10116.0,Intermediate,,,13889,1088.0,CHEMBL626998,1,BAO_0000218,,,,N,,Urine,7415,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour biliary excretion",10116.0,Intermediate,,,13890,,CHEMBL626999,1,BAO_0000218,,,,N,,,7415,Rattus norvegicus,50597,A,,1
,faecal levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-30h,10090.0,Intermediate,,,13891,,CHEMBL627000,1,BAO_0000218,,,,N,,,8050,Mus musculus,50594,A,,1
,fecal levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-30h,10090.0,Intermediate,,,13892,,CHEMBL627001,1,BAO_0000218,,,,N,,,8050,Mus musculus,50594,A,,1
,fecal levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-30h,10090.0,Intermediate,,,13893,,CHEMBL627002,1,BAO_0000218,,,,N,,,8050,Mus musculus,50594,A,,1
,fecal levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-30h,10090.0,Intermediate,,,13894,,CHEMBL627003,1,BAO_0000218,,,,N,,,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-24 hr,10090.0,Intermediate,,,13895,1088.0,CHEMBL627004,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-6 hr,10090.0,Intermediate,,,13896,1088.0,CHEMBL627005,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 24-30 hr,10090.0,Intermediate,,,13897,1088.0,CHEMBL874594,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-24 hr,10090.0,Intermediate,,,13898,1088.0,CHEMBL627006,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-6 hr,10090.0,Intermediate,,,13899,1088.0,CHEMBL627007,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 24-30 hr,10090.0,Intermediate,,,13900,1088.0,CHEMBL627884,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-24 hr,10090.0,Intermediate,,,13901,1088.0,CHEMBL627885,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-6 hr,10090.0,Intermediate,,,13902,1088.0,CHEMBL627886,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 24-30 hr,10090.0,Intermediate,,,13903,1088.0,CHEMBL627887,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-24 hr,10090.0,Intermediate,,,13904,1088.0,CHEMBL627888,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-6 hr,10090.0,Intermediate,,,13905,1088.0,CHEMBL628057,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 24-30 hr,10090.0,Intermediate,,,13906,1088.0,CHEMBL627405,1,BAO_0000218,,,,N,,Urine,8050,Mus musculus,50594,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,9615.0,Intermediate,,,13907,1088.0,CHEMBL627406,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,9615.0,Intermediate,,,13908,1088.0,CHEMBL627407,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,9615.0,Intermediate,,,13909,1088.0,CHEMBL627408,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,9615.0,Intermediate,,,13910,1088.0,CHEMBL627409,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,9615.0,Intermediate,,,13911,1088.0,CHEMBL875486,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,9615.0,Intermediate,,,13912,1088.0,CHEMBL627410,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,9615.0,Intermediate,,,13913,1088.0,CHEMBL627411,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,9615.0,Intermediate,,,13914,1088.0,CHEMBL627412,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,9615.0,Intermediate,,,13915,1088.0,CHEMBL627413,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,9615.0,Intermediate,,,13916,1088.0,CHEMBL627414,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 10.1 uM/Kg of drug,9615.0,Intermediate,,,13917,1088.0,CHEMBL627415,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 102 uM/Kg of drug,9615.0,Intermediate,,,13918,1088.0,CHEMBL627416,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.40 uM/Kg of drug,9615.0,Intermediate,,,13919,1088.0,CHEMBL627417,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.76 uM/Kg of drug,9615.0,Intermediate,,,13920,1088.0,CHEMBL627418,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 34.1 uM/Kg of drug,9615.0,Intermediate,,,13921,1088.0,CHEMBL627419,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 50.8 uM/Kg of drug,9615.0,Intermediate,,,13922,1088.0,CHEMBL627320,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 68.1 uM/Kg of drug,9615.0,Intermediate,,,13923,1088.0,CHEMBL627321,1,BAO_0000218,,,,N,,Urine,12582,Canis lupus familiaris,50588,A,,1
,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13924,2113.0,CHEMBL627322,1,BAO_0000218,,In vivo,,N,,Kidney,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13925,2113.0,CHEMBL627323,1,BAO_0000218,,In vivo,,N,,Kidney,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13926,2113.0,CHEMBL627491,1,BAO_0000218,,In vivo,,N,,Kidney,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13927,2113.0,CHEMBL627492,1,BAO_0000218,,In vivo,,N,,Kidney,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13928,2113.0,CHEMBL627493,1,BAO_0000218,,In vivo,,N,,Kidney,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13929,2107.0,CHEMBL627494,1,BAO_0000218,,In vivo,,N,,Liver,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13930,2107.0,CHEMBL627495,1,BAO_0000218,,In vivo,,N,,Liver,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13931,2107.0,CHEMBL627496,1,BAO_0000218,,In vivo,,N,,Liver,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13932,2107.0,CHEMBL627497,1,BAO_0000218,,In vivo,,N,,Liver,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13933,2107.0,CHEMBL627498,1,BAO_0000218,,In vivo,,N,,Liver,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13934,2048.0,CHEMBL627499,1,BAO_0000218,,In vivo,,N,,Lung,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13935,2048.0,CHEMBL627500,1,BAO_0000218,,In vivo,,N,,Lung,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13936,2048.0,CHEMBL627501,1,BAO_0000218,,In vivo,,N,,Lung,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13937,2048.0,CHEMBL625616,1,BAO_0000218,,In vivo,,N,,Lung,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13938,2048.0,CHEMBL625617,1,BAO_0000218,,In vivo,,N,,Lung,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13939,2385.0,CHEMBL625618,1,BAO_0000218,,In vivo,,N,,Muscle tissue,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13940,2385.0,CHEMBL625619,1,BAO_0000218,,In vivo,,N,,Muscle tissue,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13941,2385.0,CHEMBL625620,1,BAO_0000218,,In vivo,,N,,Muscle tissue,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13942,2385.0,CHEMBL625621,1,BAO_0000218,,In vivo,,N,,Muscle tissue,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13943,2385.0,CHEMBL625622,1,BAO_0000218,,In vivo,,N,,Muscle tissue,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in spleen of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13944,2106.0,CHEMBL625788,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13945,2106.0,CHEMBL625789,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13946,2106.0,CHEMBL625790,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in spleen of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13947,2106.0,CHEMBL625791,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in spleen of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13948,2106.0,CHEMBL622334,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in thyroid of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13949,2046.0,CHEMBL622335,1,BAO_0000218,,In vivo,,N,,Thyroid gland,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13950,2046.0,CHEMBL622336,1,BAO_0000218,,In vivo,,N,,Thyroid gland,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13951,2046.0,CHEMBL622337,1,BAO_0000218,,In vivo,,N,,Thyroid gland,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in thyroid of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13952,2046.0,CHEMBL622338,1,BAO_0000218,,In vivo,,N,,Thyroid gland,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in thyroid of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13953,2046.0,CHEMBL622339,1,BAO_0000218,,In vivo,,N,,Thyroid gland,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in uterus / blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13954,,CHEMBL624153,1,BAO_0000218,,In vivo,,N,,,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13955,,CHEMBL628430,1,BAO_0000218,,In vivo,,N,,,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),10116.0,Intermediate,,,13956,,CHEMBL628431,1,BAO_0000218,,In vivo,,N,,,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in uterus / blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13957,,CHEMBL628432,1,BAO_0000218,,In vivo,,N,,,12017,Rattus norvegicus,50597,A,,1
,Biodistribution in uterus / blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,10116.0,Intermediate,,,13958,,CHEMBL628433,1,BAO_0000218,,In vivo,,N,,,12017,Rattus norvegicus,50597,A,,1
,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",10116.0,Intermediate,,,13959,2106.0,CHEMBL628434,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",10116.0,Intermediate,,,13960,2106.0,CHEMBL626789,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2)",10116.0,Intermediate,,,13961,2106.0,CHEMBL626790,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",10116.0,Intermediate,,,13962,2106.0,CHEMBL626791,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",10116.0,Intermediate,,,13963,2106.0,CHEMBL626792,1,BAO_0000218,,In vivo,,N,,Spleen,12017,Rattus norvegicus,50597,A,,1
