Fiscal year,Programming process (new),Climate change adaptation (marker),Regional program (marker),Urban issues (marker),Sector percent,Project number,Untied amount(Project-level budget),Gender equality (marker),Sector name,Biodiversity (marker),CountryRegion name,CFLI (marker),Organisation class,Maximum CIDA contribution (project-level),Status,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012601001,105000.0,0,Material relief assistance and services,0,Africa MC,0,Civil Society,105000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012601001,105000.0,0,Material relief assistance and services,0,Americas MC,0,Civil Society,105000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012601001,105000.0,0,Material relief assistance and services,0,Asia MC,0,Civil Society,105000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012601001,105000.0,0,Material relief assistance and services,0,Europe MC,0,Civil Society,105000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012610001,0.0,0,Relief co-ordination; protection and support services,0,Ethiopia,0,Multilateral,1209248.76,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012610001,0.0,0,Relief co-ordination; protection and support services,0,Italy,0,Multilateral,1209248.76,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012610001,0.0,0,Relief co-ordination; protection and support services,0,Madagascar,0,Multilateral,1209248.76,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012610001,0.0,0,Relief co-ordination; protection and support services,0,Malawi,0,Multilateral,1209248.76,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012610001,0.0,0,Relief co-ordination; protection and support services,0,"Tanzania,Un Rep",0,Multilateral,1209248.76,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012613002,0.0,0,Removal of land mines and explosive remnants of war,0,Africa MC,0,Civil Society,5000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,5302,*Peace Building Fund,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012613002,0.0,0,Removal of land mines and explosive remnants of war,0,Americas MC,0,Civil Society,5000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,5302,*Peace Building Fund,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012613002,0.0,0,Removal of land mines and explosive remnants of war,0,Asia MC,0,Civil Society,5000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,5302,*Peace Building Fund,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012613002,0.0,0,Removal of land mines and explosive remnants of war,0,Europe MC,0,Civil Society,5000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,5302,*Peace Building Fund,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012620001,20000000.0,0,Tuberculosis control,0,Africa MC,0,Multilateral,20000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,5247,Global Health - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012620001,20000000.0,0,Tuberculosis control,0,Asia MC,0,Multilateral,20000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,MNG Global Health,5247,Global Health - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Haiti,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Haiti,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Haiti,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Kiribati Rep,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Kiribati Rep,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Kiribati Rep,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Solomon Islands,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Solomon Islands,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Solomon Islands,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Tuvalu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Tuvalu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Tuvalu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Vanuatu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Vanuatu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Vanuatu,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Samoa,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Samoa,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Samoa,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Africa MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Africa MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Africa MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Business support services and institutions,0,Asia MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,M012647001,3840000.0,0,Trade policy and administrative management,0,Asia MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,M012647001,3840000.0,0,Trade facilitation,0,Asia MC,0,Multilateral,3840000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,0.7,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012660001,305000.0,0,Health policy and administrative management,0,Africa,0,Civil Society,305000.0,Closed,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
