SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,inactivation rate constant calculated from experimental IC50 value for dipeptidyl peptidase IV inhibition,14590,U,,,,15357,22224,0,B,BAO_0000019,,,1,CHEMBL630447,,,,Autocuration,,,
,Catalytic constant expressed as Kinetic behavior of enzyme (PicK/6-His),14591,U,,,,2869,22224,0,A,BAO_0000019,,,1,CHEMBL630448,,,,Autocuration,,,
,Catalytic rate constant against phospholipase A2 was determined,14592,U,,,,3484,22224,0,A,BAO_0000019,,,1,CHEMBL630449,,,,Autocuration,,,
,"Compound was evaluated for catalytic constant, Kcat",14593,U,,,,1373,22224,0,A,BAO_0000019,,,1,CHEMBL630450,,,,Autocuration,,,
,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant (kcat) which is a first-order rate constant was determined,14594,U,,,,8142,22224,0,A,BAO_0000019,,,1,CHEMBL630451,,,,Autocuration,,,
,Kcat calculated from 0.693/T1/2,14595,U,,,,14131,22224,0,A,BAO_0000019,,,1,CHEMBL630452,,,,Autocuration,,,
,Kcat was determined,14596,U,,,,17269,22224,0,A,BAO_0000019,,,1,CHEMBL630453,,,,Autocuration,,,
,Kcat against class A PCI beta-lactamase catalyzed lactone hydrolysis,14597,U,,,,3485,22224,0,A,BAO_0000019,,,1,CHEMBL630454,,,,Autocuration,,,
,Kcat against class A TEM beta-lactamase catalyzed lactone hydrolysis,14598,U,,,,3485,22224,0,A,BAO_0000019,,,1,CHEMBL630455,,,,Autocuration,,,
,Kcat against class C P99 beta-lactamase catalyzed lactone hydrolysis,14599,U,,,,3485,22224,0,A,BAO_0000019,,,1,CHEMBL631487,,,,Autocuration,,,
,Kcat value was determined,14600,U,,,,5962,22224,0,A,BAO_0000019,,,1,CHEMBL631488,,,,Autocuration,,,
,Kinetic constant for the hydrolysis by the catalyst CPA was evaluated,14601,U,,,,3133,22224,0,A,BAO_0000019,,,1,CHEMBL876440,,,,Autocuration,,,
,Kinetic constant for the hydrolysis by the catalyst McAbIIF9D8 was evaluated,14602,U,,,,3133,22224,0,A,BAO_0000019,,,1,CHEMBL631489,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",14603,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL857742,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat",14604,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL631490,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat; Not determined",14605,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL631491,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat; Not determined",14606,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL631492,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat",14607,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL631493,,,,Autocuration,,,
,Kinetic parameter for rate of conversion to PABA was determined,14608,U,,,,4892,22224,0,A,BAO_0000019,,,1,CHEMBL631494,,,,Autocuration,,,
,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,14609,U,,,,3133,22224,0,A,BAO_0000019,,,1,CHEMBL631495,,,,Autocuration,,,
,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",14610,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL631496,1988.0,,10116.0,Intermediate,Feces,,
,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",14611,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL631497,1088.0,,10116.0,Intermediate,Urine,,
,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",14612,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL631498,1088.0,,10116.0,Intermediate,Urine,,
,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",14613,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL629776,1088.0,,10116.0,Intermediate,Urine,,
,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",14614,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL629777,1088.0,,10116.0,Intermediate,Urine,,
,"Compound was evaluated for the percentage of urine excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 48-72 hr",14615,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL629778,1088.0,,10116.0,Intermediate,Urine,,
,Cumulative dose excreted after intraduodenal administration at 0-0.5 hours in rats,14616,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630456,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 0.5-1.0 hours in rats,14617,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630457,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 1.0-1.5 hours in rats,14618,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630458,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 1.5-2.0 hours in rats,14619,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630459,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 2-3 hours in rats,14620,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630460,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 3-4 hours in rats,14621,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL876550,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 4-6 hours in rats,14622,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630461,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 6-8 hours in rats,14623,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630462,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intraduodenal administration at 8-24 hours in rats,14624,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630463,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 0-0.5 hours in rats,14625,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630464,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 0.5-1 hours in rats,14626,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630465,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 1.0-1.5 hours in rats,14627,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630466,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 1.5-2 hours in rats,14628,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630467,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 2-3 hours in rats,14629,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630633,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 3-4 hours in rats,14630,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630634,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 4-6 hours in rats,14631,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630635,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 6-8 hours in rats,14632,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630636,,,10116.0,Intermediate,,,
,Cumulative dose excreted after intravenous administration at 8-24 hours in rats,14633,N,Rattus norvegicus,,,11488,50597,1,A,BAO_0000218,,,1,CHEMBL630637,,,10116.0,Intermediate,,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",14634,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630638,1988.0,,9986.0,Intermediate,Feces,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",14635,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630639,1988.0,,9986.0,Intermediate,Feces,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",14636,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630640,1988.0,,9986.0,Intermediate,Feces,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",14637,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL876551,1988.0,,9986.0,Intermediate,Feces,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated (total)",14638,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630641,1088.0,,9986.0,Intermediate,Urine,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",14639,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630642,1088.0,,9986.0,Intermediate,Urine,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",14640,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630643,1088.0,,9986.0,Intermediate,Urine,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",14641,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630644,1088.0,,9986.0,Intermediate,Urine,,
,"10 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",14642,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL630645,1088.0,,9986.0,Intermediate,Urine,,
,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated (total)",14643,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL625599,1988.0,,9986.0,Intermediate,Feces,,
,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 0-24 h",14644,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL625600,1988.0,,9986.0,Intermediate,Feces,,
,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 24-48 h",14645,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL625601,1988.0,,9986.0,Intermediate,Feces,,
,"25 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated at 48-72 h",14646,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL625602,1988.0,,9986.0,Intermediate,Feces,,
,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated (total)",14647,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL627470,1088.0,,9986.0,Intermediate,Urine,,
,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 0-6 h",14648,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL627471,1088.0,,9986.0,Intermediate,Urine,,
,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 24-48 h",14649,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL627472,1088.0,,9986.0,Intermediate,Urine,,
,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 48-72 h",14650,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL627473,1088.0,,9986.0,Intermediate,Urine,,
,"25 mg/kg of [14C]- radiolabeled compound was perorally injected in rabbit, and radioactivity content in urine was estimated at 6-24 h",14651,N,Oryctolagus cuniculus,,,7132,50592,1,A,BAO_0000218,,,1,CHEMBL627474,1088.0,,9986.0,Intermediate,Urine,,
,Biodistribution in rat blood post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,14652,N,Rattus norvegicus,,,13925,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627475,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,14653,N,Rattus norvegicus,,,13925,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627476,178.0,,10116.0,Intermediate,Blood,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,14654,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627477,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,14655,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627478,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,14656,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627479,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,14657,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627480,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,14658,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627481,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,14659,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627482,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,14660,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL627483,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,14661,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL875636,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,14662,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625764,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 10.1 uM/Kg of drug,14663,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625765,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 102 uM/Kg of drug,14664,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625766,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 3.40 uM/Kg of drug,14665,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625767,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 3.76 uM/Kg of drug,14666,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625768,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 34.1 uM/Kg of drug,14667,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625769,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 50.8 uM/Kg of drug,14668,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625770,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 68.1 uM/Kg of drug,14669,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625771,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 9.060 uM/Kg of drug,14670,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625772,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after peroral administration of 9.6 uM/Kg of drug,14671,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL625773,1088.0,,9615.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after intravenous administration of 7.94 uM/Kg of drug,14672,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625774,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 0 uM/Kg of drug,14673,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625775,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 1.01 uM/Kg of drug,14674,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625776,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 1.13 uM/Kg of drug,14675,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625777,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 10.1 uM/Kg of drug,14676,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625778,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 102 uM/Kg of drug,14677,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625779,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of rats after peroral administration of 105 uM/Kg of drug,14678,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL625780,1088.0,,10116.0,Intermediate,Urine,,
