assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
6089,15546.0,Invlvo,N,,846,,50594,A,kusmussulus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
6090,10478.0,lnvivo,N,,846,,50594,A,Musmisc7lus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
6091,6863.0,Invjvo,N,,846,,50594,A,Musjuscuous,,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
6092,6894.0,Ijvivo,N,,846,,50594,A,Muwmuscklus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
6093,11455.0,Imvivo,N,,846,,50594,A,Musmuscuois,,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
6094,10679.0,knvivo,N,,846,,50594,A,Muskusculuw,,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,Heart,,1,Intermediate,1
6095,4764.0,Ihvivo,N,,846,,50594,A,Musmusculyq,,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,Heart,,1,Intermediate,1
6096,30765.0,lnvivo,N,,846,,50594,A,Muzmusculuw,,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,Heart,,1,Intermediate,1
6097,7348.0,7nvivo,N,,846,,50594,A,Musmhsc7lus,,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,Heart,,1,Intermediate,1
6098,6368.0,,N,,1276,,80682,F,Homoqapiegs,A549,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),,,1,Intermediate,1
6099,16465.0,,N,,3498,,80682,F,Homosapoems,A549,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,,,1,Expert,1
6100,4327.0,,N,,1169,,80682,F,H0mosapiebs,A549,Cytotoxicity against human lung carcinoma A-549 cell lines,,,1,Intermediate,1
6101,11257.0,,N,,4450,,80682,F,Hom0sa0iens,A549,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,,,1,Intermediate,1
6102,3254.0,,N,,358,,80682,F,Hom0aapiens,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549,,,1,Intermediate,1
6103,26093.0,,N,,358,,80682,F,yomosapiehs,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,,,1,Intermediate,1
6104,31775.0,,N,,358,,80682,F,Homosa9ifns,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,,,1,Intermediate,1
6105,45893.0,,N,,358,,80682,F,Hom8sxpiens,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,,,1,Intermediate,1
6106,14465.0,,N,,358,,80682,F,Homosap7ehs,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,,,1,Intermediate,1
6107,5873.0,,N,,358,,80682,F,ylmosapiens,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,,,1,Intermediate,1
6108,5779.0,,N,,358,,80682,F,Hom8sapoens,A549,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,,,1,Intermediate,1
6109,39621.0,,N,,15167,,80682,F,H0mosaliens,A549,In vitro cytotoxicity against A-549 human lung cancer cells,,,1,Intermediate,1
6110,4646.0,,N,,4139,,80682,F,Hlmosapirns,A549,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,,,1,Intermediate,1
6111,5650.0,,N,,833,,80682,F,H9moszpiens,A549,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,,,1,Intermediate,1
6112,2644.0,,N,,15718,,80682,F,Homoszpienx,A549,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,,,1,Expert,1
6113,4319.0,,N,,12373,,80682,F,momosa9iens,A549,Tested in vitro for cytotoxicity against A-549 lung cancer cells,,,1,Intermediate,1
6114,15208.0,,N,,637,,80682,F,Hlmosapi4ns,A549,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,,,1,Intermediate,1
6115,1192.0,,N,,14867,,80682,F,H8mosapiena,A549,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,,,1,Expert,1
6116,13528.0,,N,,4461,,80682,F,H9mlsapiens,A549,Antitumor cytotoxic activity against A-549 cell line was determined,,,1,Intermediate,1
6117,2318.0,,N,,5406,,80682,F,Hompsapoens,A549,"Tested for the cytotoxicity against the Non-small cell lung cancer cell line A-549, growth inhibition by 50% is reported",,,1,Intermediate,1
6118,58425.0,,N,,4457,,80682,F,Homosxoiens,A549,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,,,1,Intermediate,1
6119,36370.0,,N,,1386,,80682,F,Homoss0iens,A549,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,,,1,Expert,1
6120,42055.0,,N,,3265,,80682,F,momosxpiens,A549,Antitumoral activity was assayed against A-549 cell line,,,1,Intermediate,1
6121,8875.0,,N,,2359,,80682,F,bohosapiens,A549,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,,,1,Intermediate,1
6122,16937.0,,N,,4457,,80682,F,Hkmosap7ens,A549,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,,,1,Intermediate,1
6123,44749.0,,N,,12454,,80682,F,Hom0saliens,A549,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,,1,Expert,1
6124,47316.0,,N,,1481,,80682,F,Himosapi3ns,A549,Compound was tested for inhibition of cell growth of A-549 cells,,,1,Intermediate,1
6125,5005.0,,N,,1750,,80682,F,Hompsapoens,A549,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,,,1,Intermediate,1
6126,27782.0,,N,,5065,,80682,F,Homlaapiens,A549,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,,,1,Intermediate,1
6127,3260.0,,N,,808,,80682,F,Homoaa9iens,A549,In vitro cytotoxicity against A549-human lung carcinoma cells.,,,1,Expert,1
6128,38482.0,,N,,16364,,80682,F,H9mosapiegs,A549,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,,,1,Expert,1
6129,24718.0,,N,,1847,,80682,F,Homoewpiens,A549,Cytotoxic activity against A-549 cell lines.,,,1,Intermediate,1
6130,991.0,,N,,1747,,80682,F,Homoeap9ens,A549,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,,,1,Expert,1
6131,670.0,,N,,1003,,80682,F,Homosq9iens,A549,Cytotoxicity against human A549 non small cell lung cell lines,,,1,Intermediate,1
6132,25690.0,,N,,15313,,80682,F,Hokosapi4ns,A549,Inhibition of cell growth in (A-549) lung cell line,,,1,Expert,1
6133,44900.0,,N,,3122,,80682,F,Homosa9ienq,A549,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,,,1,Intermediate,1
6134,18416.0,,N,,16049,,80682,F,Homosal9ens,A549,In vitro antitumor activity against A-549 tumor cells.,,,1,Intermediate,1
6135,26468.0,,N,,17134,,80682,F,Homosaoiebs,A549,In vitro antitumor effects against human A-549 cell lines.,,,1,Expert,1
6136,12857.0,,N,,6406,,80682,F,Homosaooens,A549,In vitro cytotoxic activity of compound against A-549 cell line,,,1,Intermediate,1
6137,19282.0,,N,,627,,80682,F,Homizapiens,A549,In vitro cytotoxicity against human lung carcinoma A-549 cell line,,,1,Intermediate,1
6138,42141.0,,N,,12307,,80682,F,Hphosapiens,A549,In vitro cytotoxicity against human non-small cell lung carcinoma A549,,,1,Intermediate,1
6139,2490.0,,N,,17861,,80682,F,Homosa0idns,A549,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,,,1,Intermediate,1
6140,13986.0,,N,,6682,,80682,F,Homosapi3ne,A549,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,,,1,Expert,1
6141,2760.0,,N,,6663,,80682,F,Hom8saoiens,A549,Inhibitory concentration of compound against A-549 cell line,,,1,Intermediate,1
6142,13952.0,,N,,2454,,80682,F,Himowapiens,A549,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,,,1,Intermediate,1
6143,5836.0,,N,,14709,,80682,F,Homoswpifns,A549,cytotoxic activity against leukemia (A-549) cancer cell line,,,1,Intermediate,1
6144,1968.0,,N,,15718,,80682,F,Honosapiegs,A549,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,,,1,Expert,1
6145,10860.0,,N,,15718,,80682,F,Honosapiebs,A549,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,,,1,Intermediate,1
6146,6295.0,,N,,17130,,80682,F,Homosapiebz,A549,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),,,1,Intermediate,1
6147,6252.0,,N,,17130,,80682,F,Himosapiegs,A549,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),,,1,Intermediate,1
6148,15217.0,,N,,17130,,80682,F,Homlsa9iens,A549,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),,,1,Intermediate,1
6149,32086.0,,N,,17130,,80682,F,Homisapi3ns,A549,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),,,1,Intermediate,1
6150,,,N,,6630,,80682,F,,A549,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,,,1,Intermediate,1
6151,18172.0,,N,,16726,,80682,F,Hokoeapiens,A549,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,,,1,Intermediate,1
6152,11537.0,,N,,17846,,80682,F,Homosapi2na,A549,Cytotoxicity against A549 cells; No cytotoxicity,,,1,Intermediate,1
6153,25682.0,,N,,3415,,80682,F,Homosspiene,A549,Cytotoxicity against human lung carcinoma (A549) cell lines,,,1,Expert,1
6154,47587.0,,N,,3415,,80682,F,Homosa0ienq,A549,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,,,1,Expert,1
6155,36461.0,,N,,5609,,80682,F,Hojosap8ens,A549,In vitro anticancer activity against human lung (A549) cell line,,,1,Intermediate,1
6156,8479.0,,N,,17206,,80682,F,Homosapiejw,A549,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,,,1,Intermediate,1
6157,23776.0,,N,,17206,,80682,F,Hom8saoiens,A549,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,,,1,Intermediate,1
6158,12531.0,,N,,17206,,80682,F,Hojosapiebs,A549,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,,,1,Intermediate,1
6159,11877.0,,N,,17206,,80682,F,Hohosapjens,A549,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,,,1,Intermediate,1
6160,189.0,,N,,17206,,80682,F,Homocaliens,A549,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,,,1,Intermediate,1
6161,4510.0,,N,,17206,,80682,F,Homoswpiene,A549,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,,1,Intermediate,1
6162,1007.0,,N,,16295,,80682,F,Hom0swpiens,A549,Inhibition of A549 human lung tumor cell proliferation,,,1,Expert,1
6163,26311.0,,N,,16825,,80682,F,Homkeapiens,A549,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",,,1,Intermediate,1
6164,27791.0,,N,,3439,,80682,F,Homossliens,A549,In vitro cytotoxicity against human tumor cell line A549,,,1,Expert,1
6165,13027.0,,N,,10870,,80682,F,Homosapidhs,A549,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,,,1,Intermediate,1
6166,8653.0,,N,,4845,,80682,F,Homosap9wns,A549,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,,,1,Intermediate,1
6167,31535.0,,N,,5822,,80682,F,Hom8saplens,A549,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,,,1,Intermediate,1
6168,1249.0,,N,,5822,,80682,F,Homoxapi4ns,A549,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,,,1,Intermediate,1
6169,11785.0,,N,,5822,,80682,F,Homosa9i4ns,A549,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,,,1,Intermediate,1
6170,19791.0,,N,,16381,,80682,F,Homosao7ens,A549,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,,1,Intermediate,1
6171,16299.0,,N,,16381,,80682,F,Hokoaapiens,A549,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,,1,Intermediate,1
6172,991.0,,N,,16381,,80682,F,yomosap8ens,A549,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,,1,Intermediate,1
6173,46296.0,,N,,5609,,80682,F,Hojoxapiens,A549,In vitro anticancer activity against human lung (A549) cell line,,,1,Intermediate,1
6174,5852.0,,N,,4644,,80682,F,Homosapiwbs,A549,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,,,1,Intermediate,1
6175,42165.0,,N,,4644,,80682,F,Homosapkehs,A549,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,,,1,Intermediate,1
6176,2078.0,,N,,4644,,80682,F,Honosapoens,A549,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,,,1,Intermediate,1
6177,17539.0,,N,,4644,,80682,F,Hlmosxpiens,A549,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,,,1,Intermediate,1
6178,27027.0,,N,,5822,,80682,F,Homoswpienq,A549,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,,,1,Intermediate,1
6179,18276.0,,N,,3415,,80682,F,nomosspiens,A549,Percentage inhibition of human lung carcinoma (A549) cell lines,,,1,Expert,1
6180,7702.0,,N,,16726,,80682,F,Homosaplems,A549,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,,,1,Intermediate,1
6181,6509.0,,N,,17206,,80682,F,bomosapi2ns,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",,,1,Intermediate,1
6182,5520.0,,N,,17206,,80682,F,Homksaoiens,A549,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,,,1,Intermediate,1
6183,15676.0,,N,,17206,,80682,F,Hojosap8ens,A549,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,,,1,Intermediate,1
6184,37656.0,,N,,17206,,80682,F,tomoswpiens,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",,,1,Intermediate,1
6185,23049.0,,N,,17206,,80682,F,Hojoeapiens,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",,,1,Intermediate,1
6186,9241.0,,N,,17206,,80682,F,Homosqoiens,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",,,1,Intermediate,1
6187,5992.0,,N,,17206,,80682,F,Hohoqapiens,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",,,1,Intermediate,1
6188,11925.0,,N,,17206,,80682,F,Hojowapiens,A549,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",,,1,Intermediate,1
6189,747.0,,N,,17206,,80682,F,Hkmosapienq,A549,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,,,1,Intermediate,1
6190,8673.0,,N,,17206,,80682,F,Homosapjenx,A549,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,,,1,Intermediate,1
6191,15577.0,,N,,16726,,80682,F,Homoeapiend,A549,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,,1,Intermediate,1
6192,20700.0,,N,,17206,,80682,F,Homosapisgs,A549,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,,,1,Intermediate,1
6193,16753.0,,N,,17206,,80682,F,Homowspiens,A549,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,,,1,Intermediate,1
6194,12604.0,,N,,17206,,80682,F,Homosa0iend,A549,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,,,1,Intermediate,1
6195,6393.0,,N,,17206,,80682,F,Hokosapienz,A549,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,,,1,Intermediate,1
6196,26032.0,Inviv9,N,,6084,,50588,A,Canlslupusdamiljarus,,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,,,1,Intermediate,1
6197,1280.0,unvivo,N,,6084,,50588,A,Canislulusvamukiaris,,Pharmacokinetic activity (Cmax) in dog,,,1,Intermediate,1
6198,37903.0,Inviv0,N,,4809,,50588,A,Camiwlupusfanjliaris,,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,,1,Intermediate,1
6199,13830.0,Inv9vo,N,,5983,,50588,A,Cagisiupusfamiluarks,,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,,,1,Intermediate,1
6200,20158.0,Inviv9,N,,6251,,50588,A,Cahisl6ousfamikiaris,,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,,,1,Intermediate,1
6201,10433.0,Ibvivo,N,,5932,,50588,A,vanlslupusfamiiiariw,,Cmax in dog plasma after 30mg/kg oral dose,Plasma,,1,Intermediate,1
6202,36985.0,Invigo,N,,4273,,50588,A,Canisiupustan8liaris,,Tested for the peak blood level in dog,Blood,,1,Intermediate,1
6203,21616.0,Incivo,N,,5313,,50588,A,Can9slu08sfxmiliaris,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",,,1,Intermediate,1
6204,6355.0,lnvivo,N,,5313,,50588,A,Cxnislu0usdamiliarid,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",,,1,Intermediate,1
