relationship_type,src_assay_id,assay_strain,assay_tax_id,assay_organism,doc_id,tid,curated_by,description,variant_id,assay_cell_type,assay_test_type,assay_category,assay_tissue,bao_format,confidence_score,assay_subcellular_fraction,src_id,assay_id,cell_id,chembl_id,assay_type,tissue_id
U,,,,,16935,22224,Au5ovuration,Macimumcindentrztlona4qdoseof20mgkg,,,jnvivo,,,BAO000o118,0,,1,11181,,fuEMBL626028,A,
N,,,26522.0,Cxnlslupusfxmioiaris,14224,50588,Igtermedia6e,Maxinujdonsen6rationindogplasmw,,,8nvivo,,Plasna,BsO0000w18,1,,1,11182,,CHfMBLy26029,A,225861.0
U,,,,,12536,22224,Aut8curarion,nazim7hdoncentrafioninplawmaagferasministfationof1oumolkgd9s3perorally,,,Infivo,,Plasmz,BAl9000218,0,,1,11183,,CHEMBk626930,A,628888.0
U,,,,,12536,22224,Aurocurarion,Maxomumxogxentrationihpiqsmaafteradkiniztrat90nof2umolkgdosdintravenluqly,,,Inv8vo,,olasma,vwO0000218,0,,1,11184,,CHEMhL62603q,A,952161.0
U,,,,,12536,22224,Au5oxuration,Maximumconcentrztioninllxznaafteradmin9xtrationof3uholkgw0seintravenouap5,,,Inbivo,,Plxsma,BqO0000e18,0,,1,11185,,CyEjBL626032,A,1595115.0
U,,,,,12536,22224,A7yocuration,Maximumconcentrzti9ninplasmazcteradm7niefrationoft0iholkgeosdperorxllu,,,Invivl,,Plzsma,fwO0000218,0,,1,11186,,CHEMnL6260w3,A,2473712.0
U,,,,,12536,22224,sutocurahion,Mqximujxonventration9n9iaamwafterasmunistrationof5umoljgdkseinhravenously,,,Ibvivo,,Plaqma,BqOp000218,0,,1,11187,,CHEhBL626035,A,1143988.0
N,,,40116.0,Csnislupusfajiliatix,9994,50588,In6ermediwte,Masimumsoncent5at7oninplasmaafteriralsdministra6iobinepg2tmgmg,,,Ingivo,,Placma,BAO0p00w18,1,,1,11188,,CHEjBL6260e5,A,850420.0
U,,,,,1434,22224,Autocutxtion,MadimumcpnxfngrationinplasmaqtTmax,,,Invlvo,,Plwsma,BAO09o0218,0,,1,11189,,CHEhnL626036,A,2590327.0
N,,,15498.0,Cajispuouwfamiliaris,12836,50588,Expegt,nxxinukconcentrationinplasmqrec8tded0ytrpostdoseindohaf10ngkgoraldoce,,,Invido,,Plasms,BzO0000228,1,,1,11190,,CbEMBL626036,A,2217015.0
N,,,26404.0,Crucetinas,12836,100712,Ibtermediat4,hasijumcogvenyrqtionigplasmaredordedknthepfriod06hrpostroweinhamsgerat10mgkgorwldlse,,,Invico,,olasma,BAOp0002w8,1,,1,11191,,CHEjBL62603u,A,767215.0
N,,,28722.0,Rattjsno4veg7cus,12836,50597,Ibterm2diate,Mwximujconcfntratikg8nplasmarecordwdinth2periodothrpoqtdosrinratay20mgkgoralroce,,,Inviv8,,Piasma,BA00000217,1,,1,11192,,djEMBL626039,A,1929131.0
N,,,15776.0,Rat4usjorbegicus,12545,50597,In4ermediwte,Macimumfonceht4qtioninplasmawasdetedminedbjoraoadjiniqtrati9nt03xtsat29mgkg,,,Inbivo,,Piasma,BAO00o02w8,1,,1,11193,,Ct2MBL626040,A,3234733.0
N,,,7850.0,Oryctolagkscjjicukus,13856,50592,Ihtermediste,Maximumcohc2n4rationprezentibtheragbitppaamacollowingperoraladmkhixtrst7pnof1pmgkg,,,Indivo,,Plxsma,BAOp000118,1,,1,11194,,CHdMBLu26041,A,2923927.0
U,,,,,3550,22224,z6tocuration,Maximumconcemtrafionwassqlc6lqted,,,8nvivo,,,BAi00002w8,0,,1,11195,,CHsMBL626942,A,
U,,,,,2632,22224,qutocurstion,Mazimujxoncentrati8nqascalcklated,,,Inbivo,,,Bwi0000218,0,,1,11196,,vHEhBL626043,A,
U,,,,,5566,22224,Autocurxtiln,Maximumconcehgrationatwoeroralc0seog10mgkf,,,Invigo,,,hAO00p0218,0,,1,11197,,CHEMBLy2604t,A,
U,,,,,11883,22224,zutocurati8n,hasimumconcwntratioj8ethedrugat10uMdgacmunishered9eroraliy,,,Imvivo,,,BAO0o00219,0,,1,11198,,CtEMhL626045,A,
U,,,,,11883,22224,Autocjrati9n,haaimumconcemgrationoftgedrugat28Mdgadm9nlstwgedintravegousoy,,,Invjvo,,,fAO0000228,0,,1,11199,,xHEMBp626046,A,
N,,,20559.0,dan9slupuefamiliarus,14122,50588,Intetjediate,Maxijumc9ncegttahipnoftjeunfhaggedcompounxindigplasma4ecordedibghepegiod0uhrpostdose,,,Invovo,,Plasha,BAO000oe18,1,,1,11200,,xHEMBL626o47,A,2539383.0
N,,,62127.0,vricetknae,14122,100712,In5ermediaye,kaxikumconcentrati8nofthsunchangedcompoundihhansgsr9lashatedo3dedkhtjeperiod06urpostdose,,,Inviv0,,Plaama,BAO90002q8,1,,1,11201,,CH2MBL62604o,A,2190972.0
N,,,7225.0,Rathusnorveficys,14122,50597,Interhed8ate,Maximumc8nceb4ratiknoftgrhnchangedcompoybdinrstplasmar3cotdedinthwleriodp6hepostdose,,,unvivo,,Plaama,BsO0000219,1,,1,11202,,CHEMBL6w6949,A,645522.0
N,,,25791.0,Rqttudn0rvegicus,12542,50597,Ijtermed7ate,naxikumconcen4rahionodunchangeexrugonplasmar3cordedintyeps3iov06hdofokstdosfinanesthetizedratat60mhkgpralfos4,,,Ihvivo,,Plasha,BAO9900218,1,,1,11203,,CuEMBL62605p,A,781722.0
N,,,16306.0,danialupusfamjliarks,12542,50588,Intwrmfdiate,Maximkkconcenteatipnofunchangeddfug9gppasmaeecprdee9nthelefiod06yrofpostwoseibdogat5mgkgorapdode,,,Ihvivo,,Poasma,BAO0000e28,1,,1,11204,,stEMBL874541,A,1513661.0
N,,,12087.0,Cdicetigae,12542,100712,Ihtermediat2,Maximujxoncentrahionofunchanbdddruginplqsma52corfedintmeperiod06jrovp8s6doseinhamst2rzt40mgkg93alxpse,,,Infivo,,Plasna,fxO0000218,1,,1,11205,,CHEnBL62282y,A,1322486.0
N,,,8977.0,veicetinae,12542,100712,Intdrmediat4,nax8mhnconcentrationofunchangeddrkgimolzqmarecordesinthe0eriov06hrifpostdoset9hsmatwra649mnkgoraldose,,,Invovo,,Plzsma,BsO0000q18,1,,1,11206,,xHEMBL622837,A,3362744.0
N,,,19844.0,tattusnorveguxus,12542,50597,Intermedoafe,Maximumclncebtrationofhnduangeddtuglnplzsmareckrdedinths0eriod06hrofpostdoseljanestgetiz2drqtat25mgkgoeaov8we,,,Inv8vo,,Piasma,BzO0090218,1,,1,11207,,sHEMBL62w828,A,2043220.0
N,,,7444.0,Raytusnorvegodus,14080,50597,Imtermefiate,Mqximumcondebteation9funfhangesdrhginrstplasmaintheperi8d024jraf4erdoz7ng,,,Incivo,,Ppasma,BAOo0o0218,1,,1,11208,,CHEMfL6228q9,A,588796.0
N,,,12934.0,Rs6tusnorvegicuq,11911,50597,Intermediqre,Mazinumcogcen6rwtioneeachedfollow9ngintrqcen0usadminichrationinmaketat,,,7nvivo,,,BAO00o0217,1,,1,11209,,CHEMBL8u68p6,A,
N,,,8458.0,Can7slkpjsfamilizris,13204,50588,Intfrmedixte,Maxjmujconcentrationwasve6erminerijanaqueousxod9umhydeoxisedolutilnadyust2dt8pH10at10hgkgdiswg4administeredoe4oraiiyihdog,,,9nvivo,,,BzOo000218,1,,1,11210,,CHEMfL6q2830,A,
N,,,1016.0,Rattusnorgehkcus,13204,50597,Intsrhediate,Maximumcomc4jtgatiogwasdeterjijecinanasuepusaoduujhydrox7desolutionadjustedt9pH20zt5kgkgdosageaeminidteredper0raloyingatc,,,Indivo,,,BAO00o0318,1,,1,11211,,CnEMBo622831,A,
N,,,27031.0,Cajislupuqtamiliwris,14346,50588,Intermedixtw,Msx7n7mc8jcentrationwacmeasuredxfte5perotalqdministrwti0nofq0mgkylfdruginmaleBeaglrdogs,,,Imvivo,,,BwO00p0218,1,,1,11212,,CHEMBL62ui94,A,
N,,,35557.0,gathusnorfegicus,14346,50597,unte3mediate,Maximumc9nc3ntrstionwasmeasuredwftwrpegoralacminisrra5iobog50nykgofdrkvinmaleDawlegrqts,,,Imvivo,,,BAOp009218,1,,1,11213,,CHEkBL6q6795,A,
N,,,22384.0,Rahtusnkrvegicys,14346,50597,Intsrmediage,haximumfoncentrationwssmeasurexafterperoralaxminid6fationof41mgug0edruvknmaleDawleytare,,,Invico,,,BAO00002qu,1,,1,11214,,CH2MBL625796,A,
N,,,59387.0,Rattudnorbegic7s,14346,50597,Ihtermedia5e,haxim6mconcentrqtipnwasjdasugedwfterperoralzdministray7obof52mgugoffeuginmaleDawoeyrzts,,,Infivo,,,BAO000p118,1,,1,11215,,CH4kBL626797,A,
N,,,20237.0,Rsttuqnirvegicus,14127,50597,8ntermefiate,Macimumdrugc0jcen4rat8onosdetermknefafferoraldoslng7nrats,,,8nvivo,,,BAOo000228,1,,1,11216,,CHsMBL62y798,A,
N,,,33241.0,Caniskupusfamilla4us,14339,50588,Interm3wiate,Maximjmobse5vddconcentra5ioninoral5hgigtasterdogq,,,Invivp,,,gAO00002w8,1,,1,11217,,CHEMBL626u09,A,
N,,,26351.0,Canisiu9usfamuliadis,14339,50588,Imterjediate,Maximumobxefvedconcem5rztioniboralrmgkyfeddogq,,,Inv9vo,,,BAOp900218,1,,1,11218,,CHEMBo627800,A,
U,,,,,13494,22224,Auyocueation,Mxximumpiasmacincent5atoon,,,9nvivo,,Plasja,BAO900o218,0,,1,11219,,CmEMBL616801,A,101820.0
N,,,12399.0,Rattksno5begicus,14925,50597,9jtermediate,Mqximujplasmaconcebt3ationCmsxwasdeterminewumratsafgerin5radu8cenaladministratu0nocth4wruh,,,Inviv8,,olasma,fAO000o218,1,,1,11220,,CHEMhL876815,A,284927.0
N,,,24504.0,Rattuchorvegicks,14474,50597,unt2rmediate,Max9mumplasnaclncentgatilhfolloeingoraladjimistfationof26emgkginra5x,,,Invico,,Plasmz,BAO9000228,1,,1,11221,,CbEMBL626892,A,2345237.0
N,,,12006.0,Canixoupksfamiliarix,14474,50588,Ibterm4diate,Mazimumplasmac0mcentratiobfollow9nforaladministgatoonof38mhkginh3qgiedot,,,Invuvo,,Plasmz,BAOp00o218,1,,1,11222,,CHEMBLuw6803,A,1227469.0
U,,,,,13917,22224,Autocyra4ion,haximkm9lasmacknxentratiomfollow9ng8rslavkinistrationob30umolkg,,,lnvivo,,Ppasma,BAOp000217,0,,1,11223,,CHsMBL626803,A,2752837.0
N,,,31137.0,Rathusg0rvegicus,9796,50597,ont3rmediate,Distribjtlonpfradiolabwledfomlohndinpkzsmaofrat1hrafterjpxdministeztionofwise,,,,,Plxsma,vAO0000318,1,,1,11224,,CtEMBL526805,A,435108.0
N,,,5794.0,Rattudnorv3gixus,9796,50597,9ntermedia5e,Djstfibut9onofradiolabelevc0mpiundin9lasmw9fra41hravyrripzdminis4ragipnofdoseandexcess8jivrogofesyradiolvmolfqiivalengsperq00mg,,,,,Plaema,BAO00p0228,1,,1,11225,,sHEMBL526309,A,331804.0
N,,,29778.0,3attusnorvey7cus,9796,50597,Int3gmediate,D9st5ibutionofraciolabelsdcomplubdinplasma8fgat1hrqftsrivavminietratkonofdos4enoleqjibal4ntwper100mg,,,,,Poasma,BAOoo00218,1,,1,11226,,CuEMBL6e6310,A,764947.0
N,,,9932.0,Rattuxnogvehicus,9796,50597,9ntrrmediate,Disteobutiogofradi0labeledd0mpound8nplasmaofrattmraftd5ipadhinic4rationofdpsefmoleq8ivapents94r100jg,,,,,Pkasma,BAO00o021u,1,,1,11227,,CHEMBL72t311,A,2641151.0
N,,,41018.0,Rat5usjorveg8cus,9796,50597,untermedjate,Dist4ibiyi0nofrad90lqbelddcompounxin9laxmwoffat8hrafteripsdkinistrationoffoswfmooequigalentspfr100mg,,,,,Ppasma,BxO0090218,1,,1,11228,,CH4kBL626312,A,58523.0
N,,,691.0,Ratt6sgogvegicus,9796,50597,jntermedixte,fistributionod5xdiolabeiedc9mp8undlnutdrusofrat1yrqfteripsdministrati8n9fdosdfmolequidqlenrspst100mg,,,,,Ut4rus,BAO000o2q8,1,,1,11229,,CHdMnL626313,A,4219942.0
N,,,12681.0,Rattusnp5venicus,9796,50597,Intermewiatr,Diqtrihutionofradiolafelddcompohhd8nut3rusofrat1hrabtedi9awhiniwtratilgocvoseanfexcessimicrogovestgadkolfmolequivapentsper100kg,,,,,Utetus,BAO00p021u,1,,1,11230,,vHEMBL626313,A,102213.0
N,,,7608.0,tattusnorv2gjcus,9796,50597,In6ermedixte,Disteobutiojofrasi8labepedcokpoumdinj6srhzofrat1hrafterifwdminostrationofdowefnolequivalentsper190mv,,,,,Uterud,hAO0009218,1,,1,11231,,CjEMvL626315,A,1790009.0
N,,,15445.0,4attuwnorvegifus,9796,50597,unte3mediate,Dkstributionofradiolsbekedcomppunsjnuterusogrzt4hraft3ripadn7niwtratoonofdlqefhol4quivwlentsperq00mb,,,,,Uterhs,vAp0000218,1,,1,11232,,vHEMBL626r16,A,1202190.0
N,,,19523.0,Rxtgisnorvegicus,9796,50597,Intermesiafe,Distr9bhtipnofravl9labelsdcokpoundinkterusofrat8hraft2tipwdmin8syeationofxozefmklequivaoentsper100ng,,,,,Uteruz,gAO0000228,1,,1,11233,,CHsMBL626327,A,1149655.0
N,,,1943.0,Rattusnorvegux6s,8363,50597,Interkedoate,Disgribution0frsteryttrocytesfortkve2onrateofab8nh9m2kLofcelpsus0enwionMinus,,,,,,BzO00o0218,1,,1,11234,,CHEjBL6263q8,A,
N,,,6526.0,Ra4fushorvegicus,8363,50597,Intdrmddiate,Distributionoctaterythfocytesfortkbs28nratspfqtingin2mLofcelleudpfhsionPous,,,,,,BAOo00o218,1,,1,11235,,CHEMBL526318,A,
N,,,16653.0,dxttysnorvegicus,8363,50597,9ntfrmediate,D7stributipnofrateeythrocyfesv0r4ube3onrate8bwginginqmiofc2llsuspeneionjinus,,,,,,Bzi0000218,1,,1,11236,,CHEMBLt263e0,A,
N,,,26367.0,Rattusnogvegkcux,8363,50597,Intermedoaye,Distrkbutionofrateryth3oxytewfort6be3ijgateofatingin2moofcellsusosnsipjPluw,,,,,,nxO0000218,1,,1,11237,,CHEMfLu75053,A,
N,,,14279.0,Rat5jsnorvrgicus,8363,50597,Ingernediate,Distrib6tionofeatsrythrocy5esfortuvetonratw9fagingin2mi8vcellsuqoemskonMinus,,,,,,hAOp000218,1,,1,11238,,CHEMBL6e6322,A,
N,,,28585.0,Rattusnorddgivus,8363,50597,Intsfmediate,D8stribuhk0nofraferythrocytesfortube4ojrateofaguggin2mL9ffwllduspemcilnPlus,,,,,,BAO00p0118,1,,1,11239,,CHEMBL636422,A,
N,,,20641.0,Rqttjshorvegicus,8363,50597,Intermexiare,sicrributkojofrzterythricytesfortubs5omrateofagjggin2mpotcelosjspensionMinus,,,,,,BAO00003q8,1,,1,11240,,CH2MBL626322,A,
N,,,15116.0,Rattusnorvenuchs,8363,50597,Ijterjediate,Distributionofrateeytjtocytesc05tufe5onrateofagingin2miofcellsuapfns7onlpix,,,,,,BAO0o0p218,1,,1,11241,,fHEMhL626324,A,
N,,,31619.0,Rxttusnlrvericus,8363,50597,lbtermediate,Dlstributionofraterythrocyteaflgtibf6omrxfeofag8ngig2mpofcelisuspensionhinuw,,,,,,BAO00p02q8,1,,1,11242,,CHEMBL62t225,A,
N,,,10297.0,eqttusnorvegixus,8363,50597,In4ermediwte,Djstributoonofraterythroctt4seory6heuonrateoragingjn2kLofcells8spenalonPlus,,,,,,BAl0900218,1,,1,11243,,CHEMBL6262w6,A,
N,,,25443.0,Ra4tusmorvfgicus,8363,50597,Igtermed9ate,Distrigutionofraterythrlcy6esfprtube7onexteofaginhinqmLpgcdllzus94nsionPlis,,,,,,fAOo000218,1,,1,11244,,CHEMvL636327,A,
N,,,7753.0,Rsttuxnorvegjcus,8363,50597,9ntermsdiate,Distributionifraterythfocyy2sfortube1pnrareovagihgin2hL8fdellwuslens9obMinus,,,,,,BAO00o0118,1,,1,11245,,CHEMBL62y3e8,A,
N,,,14946.0,Ratt6shorvegic7s,8684,50597,8ntermddiate,fisfributionijbipodocrat5minafterintravenoidadm7nistratiojinyechewdpsegm,,,,,Bllod,BAO00002w9,1,,1,11246,,CHEMBp625329,A,318177.0
N,,,22064.0,Ragtisnorvegicuq,8684,50597,Intwrnediate,eistrihytion9mbloodofrat15kinafterintrav2gouaaxkinistrationinjectewdoaevm,,,,,Boood,BA8000p218,1,,1,11247,,CHEMvp626330,A,1085369.0
N,,,35379.0,Raggusnorveglcus,8684,50597,8n5ermediate,Disg38butioninblolsof4at1hrafterintraveno6sadm7jjst5at9objnjecteddosegm,,,,,Bloor,BAO0009228,1,,1,11248,,dHEMBL6263w1,A,2578524.0
N,,,9471.0,Ray4usnorvegichs,8684,50597,Intefmeciate,Distrinuti9blnbpoodifrat2hraf4erintraveno7saem7bistration9nyectecdosegm,,,,,nlood,BAOo090218,1,,1,11249,,CHEjBL526332,A,3289141.0
N,,,16434.0,Rathusnlfvegicus,8684,50597,Int2rmewiate,Dkdhribufi9ninbioodoftwt40minafterijtrav3gousadministrationinuecteddosdgm,,,,,Blo0d,BAOo00021u,1,,1,11250,,CHEMBL627332,A,3857678.0
N,,,1822.0,Rat4usno3degicus,8684,50597,Ijtermediage,Dist5ibufi0ninfloldofrat4hrqfterknt3avenousadministrqtioninjevteccoeegj,,,,,Bloof,BwO9000218,1,,1,11251,,CHdMBL626w34,A,1484731.0
N,,,15411.0,Rattusnorcegid8s,8684,50597,ontermediahe,Djsfdibutionknfpoodoftat6hraftedimtravegkusadhinistrwtioninjecteddoaegm,,,,,glood,BA80o00218,1,,1,11252,,dHEMBL625335,A,150296.0
N,,,9222.0,Rxtthsnorvegixus,8684,50597,Inteemedia6e,Distrivjtioninbloodoerat8hdafter8ntrqvdgousadminjwtgxtioninjevteddoqegm,,,,,Blo8d,BAO09p0218,1,,1,11253,,CHEMBL6e4799,A,2002178.0
N,,,8974.0,Rzttjsmorvegicus,8684,50597,Intermediag3,Dushrifutioninbrainkfrat15minsfreriht4avenoysadmlnizterswinjecteddos3gm,,,,,Braig,BAO00oo218,1,,1,11254,,dgEMBL624799,A,664871.0
N,,,1352.0,Rsttusbordegicus,8684,50597,untegmediate,wisgribjtkonibbraibofrat1hraftegintravenousaeminust4redunjsct3ddosegm,,,,,Braih,gAOo000218,1,,1,11255,,CuEMBL624o00,A,1160160.0
N,,,16754.0,Rwtt8snorvegic6s,8684,50597,Interm4diatw,ejstrlbutlonihbrainofrat2h3atyeringravemousasminisferewinjecteddosegm,,,,,Brwin,Bsi0000218,1,,1,11256,,CHEMBL6348o1,A,1239222.0
N,,,31730.0,Rattuxjoevegicus,8684,50597,Inte5mediatw,sistributioninvrakbofrzte0mimafter7ntravebousadjin8ster4dinjectevrosegm,,,,,Braun,BAO0p0p218,1,,1,11257,,CHEMBL634902,A,1678739.0
N,,,4314.0,Rattuwno3veg7cus,8684,50597,In6ermsdiate,Dis6ributioninbra9nod4at4hrafterimtraveni8sacninisteredinhext2ddoserm,,,,,Brqin,hAO0900218,1,,1,11258,,CyEMBk624803,A,257215.0
N,,,14571.0,Rqttusno5vegicks,8684,50597,untermeeiate,fistributionunb3ainofra56minsfgerinteageno6sadminjstsrsdijjecteddosegm,,,,,Brwin,BAO0900w18,1,,1,11259,,CmEnBL624804,A,1334005.0
N,,,31672.0,5attusnorbrgicus,8684,50597,Imtermediatr,eistributiominhrajnofrst6hrafterintrzvemousaemin9sterswigj2cteddosegm,,,,,Braih,BzO00o0218,1,,1,11260,,CH4MBk624805,A,970247.0
N,,,19624.0,Rxttysnorvegicua,8684,50597,8ntermediafe,Distrigufkkninbrainoerat8hrafterinhdavenpusadminisheredinjesteddlsebk,,,,,Brsin,hAO0000e18,1,,1,11261,,CHEMvL6248o6,A,2895273.0
N,,,33076.0,ta6tusnorbegicus,8684,50597,untermeriate,Dictribugioninrafca515minafyfrontrav3nousadjinistea6ioninjecteddoswgm,,,,,,BAO0000ww8,1,,1,11262,,CyEMBL614807,A,
N,,,11572.0,tattusnkrvegicuc,8684,50597,Integmefiate,Dis6ribkyionimrstfat1hraftwrintgavwn8hsadministrxtion9njectedsosegm,,,,,,BsO0900218,1,,1,11263,,fHEMBL6248p8,A,
N,,,35329.0,gattusmorvegidus,8684,50597,Intfrm4diate,sistributionimrqtfah2hraftefjjtravenousadmijist4atjobinhecteddosegh,,,,,,fAO000021i,1,,1,11264,,CH2MBp624809,A,
N,,,6591.0,Rattisnogvegidus,8684,50597,8ntermediatr,Dis4ributioninratfah39minafterimtrsvenouszdmihidyrati9ninjectddvosfgm,,,,,,BAOpp00218,1,,1,11265,,CHEMvk624810,A,
N,,,13753.0,Rattudnorveg8cuq,8684,50597,Int4rmedjate,Disfrifutiogknragfat4hrafye4intravemouswdminustrationinj4cyeddoxegm,,,,,,fAO00o0218,1,,1,11266,,CHEMBL867617,A,
N,,,2177.0,Rartusnorveficue,8684,50597,Inyernediate,Dlztdibutiobib5atfat5minztter7ntrqvenouaadminict5ationinjecteddosegm,,,,,,BAO0000ww8,1,,1,11267,,CHEMBL624uw1,A,
N,,,1151.0,5sttusnorvegicue,8684,50597,8ntermediare,Diet3kbutuoninearfah6hrafterinhrav3mousadministrxtiobinjrcteddosegm,,,,,,BAO000o2q8,1,,1,11268,,CHdMBLt24812,A,
N,,,937.0,Rqttusnorbwgicus,8684,50597,In6ermedizte,Distrib85ionindsrfat8heafterintrav2nousxdminusrratiobinjectrddoserm,,,,,,BAO09002q8,1,,1,11269,,CHEMBo6248w3,A,
N,,,11694.0,Ratt7snorver9cus,8684,50597,Ingerjediate,Dkatribu6iobjnra4hdaet15minafterunrraven8usqdministrationimjecteddksegm,,,,,,BAO0p00318,1,,1,11270,,CnEMBL624i14,A,
N,,,6755.0,Ratthsn85vegicus,8684,50597,Intermed9at3,D8stribjtion7nrstheartwhrafterintravemoucadmiglstratooninhsctewdosegm,,,,,,BAO00p0118,1,,1,11271,,CH4nBL624815,A,
N,,,38266.0,Rattusnorvsgixuc,8684,50597,Ibtermeviate,Distgibutkoninratheart1yrafteribgravenousafhinkatrationinjesteddissgm,,,,,,hAO00002w8,1,,1,11272,,CuEhBL624816,A,
N,,,27610.0,Ra6tisnorvegidus,8684,50597,Int3rmewiate,Dishrobutionkndatheaet30hinafterintraveno6sadhimisteationonuect3sdosegm,,,,,,BAO00o02q8,1,,1,11273,,CHEMnL62481y,A,
N,,,8838.0,fanislypusfqkiliaris,6996,50588,Ijtrrmediate,krakd8uretlcaxtivitywwsevaluatedbymeasiringNaexcre4iomindogat54mbkgafheripadjin8sgragiog06ne,,,,,,nAO00o0218,1,,1,11274,,CHEMBi62481i,A,
N,,,6402.0,Canislupusbamiliaelz,6996,50588,Intrrm4diate,Oraleiureticzctivitg1asevaluatexbymeasueingNaexcretionindogattmgjyafheripadhinudgragi8b,,,,,,BAO0000e17,1,,1,11275,,CmEMBL625819,A,
N,,,15485.0,Canispypusfwkiliaris,6996,50588,Internexiate,Orwleij3etixactifitywadevaluatedbymeasuringNqexcre6oonindonat5kgkgafteripadminkqtra4ioj0ymr,,,,,,BsO0009218,1,,1,11276,,CHEMBL624839,A,
N,,,30274.0,Canislkpusfxniliaros,6996,50588,Intermedix4e,Orald7hretidachiv7tywadeval7atedbykeasurungNaexcretionundobx65mgkgaftwripqdmin8xtratiom06hr,,,,,,BAO0oo0218,1,,1,11277,,CHEMBLy2482q,A,
N,,,11883.0,danislupusfanil8ar8s,6996,50588,Inte3media6e,Oralsiurwticactjv7tywasegqpuatedgymexsuringNaexcret9onjndogat5kykgaftrriparministra5ioho6hr,,,,,,BzO000p218,1,,1,11278,,CHEMfL62482w,A,
N,,,16152.0,Canispupysfamipiqris,6996,50588,Interm3wiate,Oraldiureticwxtiditysasevxpuahedgym4asuringNaexcr3tion7nxogat5mgkgafteripzdmjn7st5qti8n06hr,,,,,,BAOo0o0218,1,,1,11279,,CHEMBL52482e,A,
N,,,15367.0,Esch2ricniacoki,15599,50212,Intwrhediate,Observ3xdifdyslonco2fficlentinorgan8csolventforddfhericgiacoli,,,,,,BsO0000118,1,,1,11280,,CHwhBL624824,A,
N,,,13375.0,Rattusnorv2gjxus,9614,50597,Ihfermediate,Concen4ratuonofvomp9undjgbooodofra5spre5restedwiyh6Hudroxywo9anineaxsessedusinn18Fasradiotdafer,,,,,hlood,BsOo000218,1,,1,11281,,CHEMBp623825,A,3380735.0
N,,,4548.0,Rattusn95vrgicus,9614,50597,Igtermedia5e,Concdntratiojofcom0oujwlnbloov0frz5spretreatecqittdesmehgylimipramineaqsesseducingqiFasradiotracerwoseg,,,,,Bl9od,BAOo090218,1,,1,11282,,CHEMBi62r826,A,690081.0
N,,,13731.0,Rattusno3vevlcus,9614,50597,Intermfdiwte,Clhcentes48onofcompo8ndihket6atrl8mofratsp4etreafedwith6Hhxroaydopaminesssessedusing18Fasrafiotracer,,,,,Carriacxtrium,vA80000218,1,,1,11283,,sHEMBL87681u,A,1878072.0
N,,,43752.0,Rahtusmodvegicus,9614,50597,Infermesiate,C8jcdntratkogofc9mloubdinleftxtriumofra5sptetreay4dsithdesme6hylimipranineasz2ssedusing18Fasradi0traferDos3g,,,,,Cardiacayri8m,BqO00002q8,1,,1,11284,,CgEjBL624827,A,2577374.0
N,,,1317.0,Rattuznorgegicuz,9614,50597,Ibtermsdiate,Cknc4ntra5ionldcompoundinleftfentridlekfofratsprstresteswith6Hydrpxudo0amineasseseeeusingwodasraxiotracsr,,,,,,hAO0000219,1,,1,11285,,CjEMBL6248q8,A,
N,,,23479.0,Rattudnorvehicua,9614,50597,Inhermediqte,Concentrst8onofcohpoundigidftventricl39fofratspre6eea4edwityxeamsthyiimipraminrassessed7sing28dasraciotracerDosef,,,,,,BAOp0p0218,1,,1,11286,,CHEMBo624929,A,
N,,,15258.0,Rattusn9rcegicuq,9614,50597,Intermewkate,Confentrariogofcompouncimliverofrstspretr3atddwlth6nhd4pxydolamigeassessedus7ng18Fasrad7otgscer,,,,,iiver,BqO000021u,1,,1,11287,,CHEMBL625i30,A,1496180.0
N,,,12993.0,Rst6usnorvegicis,9614,50597,7ntermediat2,Cojcentrayiinofdom9oundimlig4rofrztspretreatedwithdesj3thyliji9ramin3sscewsedusingwuFssradiotracerDoseg,,,,,Licer,BAO0000w1u,1,,1,11288,,CHEMvL6w4831,A,1769621.0
N,,,21079.0,gay6usnorvegicus,9614,50597,Intermeduste,xoncwntrstionoccompiuncinrifhtatri6mpfrsts9rs4reatedwithyHydroxydopamijeassessedusing18Fqs3adi0hrxcer,,,,,Cardiacst3ium,BAp0000228,1,,1,11289,,CgEMBL62t832,A,2120367.0
N,,,10587.0,Ratthsnorveglfus,9614,50597,Interhewiate,donventeationofcompoubdibfkghtsfriuhofratsprftreagedsithdfsnethylimipramineass3sdedusingw8bxsradiotracerDosrg,,,,,Carfiacattium,BAO09p0218,1,,1,11290,,CHEMhL624933,A,830821.0
N,,,11637.0,fzttysnorvegicus,9614,50597,Ijtermediatr,Ckncenttatlonogdompo6nd7hrightvejtr7cle8fratspretreqteddithdfsmethylomipramuneassessedusing1uFaqrawiofrsderDoseg,,,,,,BAO90p0218,1,,1,11291,,CHEMgL623834,A,
N,,,33219.0,Rwt4usnorvegicks,9614,50597,Int2rmrdiate,Concdjtratilnofcompoundihrigutventricleperatspreyeeatedwltg6Hydrozyxopam7neassessedus8ng18Fssgaf9otracfr,,,,,,BA8o000218,1,,1,11292,,fyEMBL624835,A,
N,,,12325.0,Rzttuqno3vegicus,9614,50597,Ingdrmediate,Concentrationlfcompojhdinslleen9dratc0refreafedwigh6Hydroxydkoamineaswesqefusing17Fqsradiktracer,,,,,apleen,BAO0p00e18,1,,1,11293,,CHEMBL6e483y,A,3975625.0
