miller2_fsclr,miller2_ctstlfrdvlpmnt(mrkr),miller2_cntnntd,miller2_brnchd,miller2_rgnstnsb-clss,miller2_rtcprcnt,miller2_brnchnm,miller2_rgnlprgrm(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_cfl(mrkr),miller2_rgnstntp,miller2_dsrtfctn(mrkr),miller2_prgrmmngprcss(nw),miller2_fstcprcnt,miller2_sctnnm,miller2_mntspnt,miller2_rgnstnd,miller2_knwldgfrdvlpmnt(mrkr),miller2_sctrnm,miller2_stts,miller2_dvsnnm,miller2_rgnstnnm,miller2_prtcptrdvlpmntndgdgvrnnc,miller2_clmtchngdpttn(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrprcnt
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,655.707,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,GE,930,Caucasus Region,0.23,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,636.4215,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,GE,930,Caucasus Region,0.23,15160,0.33
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,29529.4559,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AM,AM,Armenia,0.203,15110,0.1
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,59058.9118,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AM,AM,Armenia,0.203,15150,0.2
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,206706.1913,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AM,AM,Armenia,0.203,32130,0.7
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,1600.1183,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AZ,AZ,Azerbaijan,0.011000000000000001,15110,0.1
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3200.2366,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AZ,AZ,Azerbaijan,0.011000000000000001,15150,0.2
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,11200.8281,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,AZ,AZ,Azerbaijan,0.011000000000000001,32130,0.7
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,22256.1909,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,GE,GE,Georgia,0.153,15110,0.1
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,44512.3818,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,GE,GE,Georgia,0.153,15150,0.2
2009/2010,0,3,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,155793.3363,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Asia,GE,GE,Georgia,0.153,32130,0.7
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,2181.9795,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,ME,ME,Montenegro,0.015,15110,0.1
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,4363.959,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,ME,ME,Montenegro,0.015,15150,0.2
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,15273.8565,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,ME,ME,Montenegro,0.015,32130,0.7
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,21092.4685,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RS,RS,Serbia,0.145,15110,0.1
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,42184.937000000005,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RS,RS,Serbia,0.145,15150,0.2
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,147647.2795,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RS,RS,Serbia,0.145,32130,0.7
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,37820.977999999996,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,0.26,15110,0.1
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,75641.95599999999,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,0.26,15150,0.2
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,264746.846,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,0.26,32130,0.7
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,30984.1089,1000361,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,0.213,15110,0.1
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,61968.2178,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,0.213,15150,0.2
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",1,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,216888.7623,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,0.213,32130,0.7
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,174000.0,1000361,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15150,0.2
2009/2010,0,5,B3100,VOLUNTEER SENDING AGENCY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,696000.0,1000361,0,Small and medium-sized enterprises (SME) development,Closed,EDD Europe-Middle East Programming,Canadian Executive Service Organization,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,32130,0.8
2009/2010,0,3,B4100,NGO,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,73391.4,1000106,0,Agricultural development,Closed,OAD Asia Programming,Mennonite Economic Development Associates of Canada,0,0,0,0,0,0,0,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31120,0.6
2009/2010,0,3,B4100,NGO,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,48927.6,1000106,0,Agricultural extension,Closed,OAD Asia Programming,Mennonite Economic Development Associates of Canada,0,0,0,0,0,0,0,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31166,0.4
2009/2010,0,3,B4100,NGO,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,186927.0,1000806,0,Agricultural development,Closed,OAD Asia Programming,Aga Khan Foundation Canada,1,0,0,0,0,0,2,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31120,0.5
2009/2010,0,3,B4100,NGO,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,37385.4,1000806,0,Agricultural inputs,Closed,OAD Asia Programming,Aga Khan Foundation Canada,1,0,0,0,0,0,2,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31150,0.1
2009/2010,0,3,B4100,NGO,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,149541.6,1000806,0,Agricultural extension,Closed,OAD Asia Programming,Aga Khan Foundation Canada,1,0,0,0,0,0,2,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31166,0.4
2009/2010,0,3,B4100,VOLUNTEER SENDING AGENCY,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,379634.19,1000973,0,Agricultural development,Closed,OAD Asia Programming,CECI Centre d'�tude et de coop�ration,0,0,0,0,0,0,1,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31120,0.6
2009/2010,0,3,B4100,VOLUNTEER SENDING AGENCY,0.0,OGM Asia Pacific,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Pakistan,253089.46,1000973,0,Agricultural education/training,Closed,OAD Asia Programming,CECI Centre d'�tude et de coop�ration,0,0,0,0,0,0,1,Civil Society,Asia,TJ,TJ,Tajikistan,1.0,31181,0.4
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,2,2,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,198977.7651,1000601,0,Legal and judicial development,Operational,EDD Europe-Middle East Programming,Agriteam Canada,2,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15130,0.502
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,2,2,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,95128.81199999999,1000601,0,Democratic participation and civil society,Operational,EDD Europe-Middle East Programming,Agriteam Canada,2,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15150,0.24
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,2,2,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,102263.4729,1000601,0,Social/welfare services,Operational,EDD Europe-Middle East Programming,Agriteam Canada,2,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,16010,0.258
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,235758.357,1011703,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Consortium Genivar Soci�t� en commandite et l'Universit� d'Ottawa,1,0,0,0,0,0,2,Civil Society,Europe,BA,BA,Bosnia & Herz.,0.5,15110,0.2
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,943033.428,1011703,0,Legal and judicial development,Closed,EDD Europe-Middle East Programming,Consortium Genivar Soci�t� en commandite et l'Universit� d'Ottawa,1,0,0,0,0,0,2,Civil Society,Europe,BA,BA,Bosnia & Herz.,0.5,15130,0.8
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,235758.357,1011703,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Consortium Genivar Soci�t� en commandite et l'Universit� d'Ottawa,1,0,0,0,0,0,2,Civil Society,Europe,RS,RS,Serbia,0.5,15110,0.2
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,943033.428,1011703,0,Legal and judicial development,Closed,EDD Europe-Middle East Programming,Consortium Genivar Soci�t� en commandite et l'Universit� d'Ottawa,1,0,0,0,0,0,2,Civil Society,Europe,RS,RS,Serbia,0.5,15130,0.8
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3991.955,10050,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,BA,BA,Bosnia & Herz.,0.5,15110,0.5
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3991.955,10050,0,Legal and judicial development,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,BA,BA,Bosnia & Herz.,0.5,15130,0.5
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3991.955,10050,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,RS,RS,Serbia,0.5,15110,0.5
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3991.955,10050,0,Legal and judicial development,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,RS,RS,Serbia,0.5,15130,0.5
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,157662.015,1001406,0,Health policy and administrative management,Closed,EDD Europe-Middle East Programming,Grant MacEwan University,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,12110,0.5
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,15766.2015,1001406,0,Medical education/training,Closed,EDD Europe-Middle East Programming,Grant MacEwan University,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,12181,0.05
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,94597.209,1001406,0,Health personnel development,Closed,EDD Europe-Middle East Programming,Grant MacEwan University,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,12281,0.3
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,47298.6045,1001406,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Grant MacEwan University,1,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,15150,0.15
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,6472.69,10050,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,UA,UA,Ukraine,1.0,15110,0.7
2009/2010,0,5,B3100,SPECIALIZED INSTITUTE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,443648.8,1001102,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canadian Urban Institute,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15110,0.7
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,14299.18,1001142,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Le Groupe Conseil Baastel Lt�e,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15110,0.7
2009/2010,0,5,B3100,CONSULTANT,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,3755.115,Information not available,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Information not available,1,0,0,0,0,0,2,Individual,Europe,UA,UA,Ukraine,1.0,15110,0.7
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,2774.01,10050,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,1,0,0,0,0,0,2,Governmental,Europe,UA,UA,Ukraine,1.0,15150,0.3
2009/2010,0,5,B3100,SPECIALIZED INSTITUTE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,190135.2,1001102,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Canadian Urban Institute,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15150,0.3
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,6128.22,1001142,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Le Groupe Conseil Baastel Lt�e,1,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,15150,0.3
2009/2010,0,5,B3100,CONSULTANT,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,1609.335,Information not available,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Information not available,1,0,0,0,0,0,2,Individual,Europe,UA,UA,Ukraine,1.0,15150,0.3
2009/2010,0,5,B3100,UMBRELLA ORGANIZATION,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,173984.0,1000403,0,Advanced technical and managerial training,Closed,EDD Europe-Middle East Programming,Colleges and Institutes Canada,0,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,11430,0.5
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,5886.64,1001142,0,Advanced technical and managerial training,Closed,EDD Europe-Middle East Programming,Le Groupe Conseil Baastel Lt�e,0,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,11430,0.5
2009/2010,0,5,B3100,COLLEGE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,134007.5,1005618,0,Advanced technical and managerial training,Closed,EDD Europe-Middle East Programming,Saskatchewan Polytechnic,0,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,11430,0.5
2009/2010,0,5,B3100,UMBRELLA ORGANIZATION,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,69593.6,1000403,0,Employment policy and administrative management,Closed,EDD Europe-Middle East Programming,Colleges and Institutes Canada,0,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,16020,0.2
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,2354.656,1001142,0,Employment policy and administrative management,Closed,EDD Europe-Middle East Programming,Le Groupe Conseil Baastel Lt�e,0,0,0,0,0,0,2,Civil Society,Europe,UA,UA,Ukraine,1.0,16020,0.2
