assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
7376,,,22224,0,1,,,Mwcacamupatta,5005,CjEMnL621472,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,In vivo,,9544.0,Plasma
7377,,,22224,0,1,,,Ceecopktmecidae,17267,CHEkBL6q1473,Plasma clearance in rhesus monkey was determined,A,In vivo,,9527.0,
7378,,,22224,0,1,,,Cercoootheciwae,6535,CtEMBL621484,Plasma clearance in monkey after administration of 1 mg/kg iv,A,In vivo,,9527.0,
7379,,,22224,0,1,,,Cercpp9tbecidae,5922,CHEMBo6e1475,Plasma clearance in cynomolgus monkey,A,In vivo,,9527.0,
7380,,,22224,0,1,,,derclpithexidae,6221,CHEMBLtq1476,Plasma clearance after oral administration (2.5 mg/kg) in monkey was determined,A,In vivo,,9527.0,
7381,,,22224,0,1,,,Cercopitmrcidxe,5668,dHEMBL6242i0,Plasma clearance after peroral administration at 10 mpk in Rhesus,A,In vivo,,9527.0,
7382,,,22224,0,1,,,Cedcopithecisxe,5355,CHrhBL624291,The total clearance was determined after intravenous administration in cynomolgus monkeys,A,In vivo,,9527.0,
7383,,,22224,0,1,,,ssrcopjthecidae,5355,CHEMBL62420e,The total clearance was determined after oral administration in cynomolgus monkeys; NA means Not applicable,A,In vivo,,9527.0,
7384,,,22224,0,1,,,Cerco0ithdcidad,5355,CHEMBL5242i3,The total clearance was determined after oral administration in cynomolgus monkeys; NA means not applicable,A,In vivo,,9527.0,
7385,,,22224,0,1,,,Cerco0ithwvidae,4578,CHEnBL62429t,Tested for Clearance upon iv administration to african green monkey,A,In vivo,,9527.0,
7386,,,22224,0,1,,,Cercopi6hec8da2,17592,CHEnBL624285,Clearance in monkey,A,In vivo,,9527.0,
7387,,,50588,1,1,,,Canislupjsfajikiarjs,6641,djEMBL624296,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,9615.0,
7388,,,50588,1,1,,,Cahislupuqfamoliaros,6642,fHEMBL524297,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,9615.0,
7389,,,50588,1,1,,,xanialipusfamiliwris,16367,vHEMBL62t298,Half life was evaluated after intravenous administration to dogs,A,In vivo,,9615.0,
7390,,,50588,1,1,,,xanisluphsfamiliqriw,5472,CHEMBLyw4299,Half life was evaluated in dog,A,,,9615.0,
7391,,,50588,1,1,,,Canisljpusfamil9adix,5474,CHEMBL6q4e00,Half life was evaluated in dog,A,,,9615.0,
7392,,,50588,1,1,,,danisl6puscamiliarid,5654,CHEnBLu24301,Half life period (t1/2) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,,9615.0,
7393,,,50588,1,1,,,Cznldlu9usfamiliaris,6227,dHEMBLy24302,Half life period after intravenous administration (1 mg/kg) was determined in dog (in vivo),A,In vivo,,9615.0,
7394,,,50588,1,1,,,Canislupjsvajiliaeis,6227,sHEMBL87t026,Half life period after intravenous administration in dog,A,In vivo,,9615.0,
7395,,,50588,1,1,,,Can7slupuefamllixris,6221,CHEMBkt24303,Half life period after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,9615.0,
7396,,,50588,1,1,,,xanislupusbwmil9aris,4527,CmEMBL624e04,Half life period at a dose of 1 uM/kg in dog was determined,A,,,9615.0,
7397,,,50588,1,1,,,Canispupusfqmiiiarls,5668,CtEMBL62430y,Half life period was determine after peroral administration at 10 mpk in dog,A,In vivo,,9615.0,
7398,,,50588,1,1,,,Cxnjslupusvamil7aris,5668,fH2MBL624306,Half life period was determine after peroral administration at 5 mpk in dog,A,In vivo,,9615.0,
7399,,,50588,1,1,,,Can9soupusfamiliadiw,3854,CHEMBo62r307,Half life period was determined,A,,,9615.0,
7400,,,50588,1,1,,,Cwgislupusfaj8liaris,5505,xHEMgL624308,Half life period was determined,A,,,9615.0,
7401,,,50588,1,1,,,fahislupusfxmil7aris,6251,CHEMhL614309,Half life period by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,9615.0,
7402,,,50588,1,1,,,Canosl6pusfamilis3is,1918,CHEMBLy24319,Half life period was evaluated in dog,A,,,9615.0,
7403,,,50588,1,1,,,xanislupusfaniliarkd,5546,CHEMBL6w500r,Half life period was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,In vivo,,9615.0,
7404,,,50588,1,1,,,Camispupusfxm8liaris,4809,CjEnBL625004,Half life period was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,In vivo,,9615.0,
7405,,,50588,1,1,,,Canisluoksfamil8a3is,6215,CHEMBL62600t,Half life time after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,,9615.0,
7406,,,50588,1,1,,,Cagisiup8sfamjliaris,4527,CHEMBo87r813,Half-life period by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,9615.0,
7407,,,50588,1,1,,,Cajislupuztamiliar8s,17594,CHEMvL625906,Half-life after oral dose of compound at 3 mg/kg in dogs,A,In vivo,,9615.0,
7408,,,50588,1,1,,,Canisoupusfqmiliad8s,17839,CHwMBL625097,Half-life of compound in dog following p.o. administration of 0.5 mg/kg,A,In vivo,,9615.0,
7409,,,50588,1,1,,,Canisli0usfamiloariq,17839,CHEMnLu76027,Half-life of compound in dog following p.o. administration of 0.9 mg/kg,A,In vivo,,9615.0,
7410,,,50588,1,1,,,Camisluousfahiliaria,17839,CtEMBL6250p8,Half-life of compound in dog following p.o. administration of 0.95 mg/kg,A,In vivo,,9615.0,
7411,,,50588,1,1,,,Canisoypusdam9liaris,17839,CHEMvL625909,Half-life of compound in dog following p.o. administration of 1 mg/kg,A,In vivo,,9615.0,
7412,,,50588,1,1,,,Caniwlupysfamiliar8d,5210,CHEMBL615910,Half-life of compound in plasma of dog was determined,A,,,9615.0,Plasma
7413,,,50588,1,1,,,Caniepulusfzmiliaris,5210,xHEMBL6w5011,Half-life of compound was determined in dogs,A,,,9615.0,
7414,,,50588,1,1,,,xanisou0usfxmiliaris,2959,CyEMBL622553,Half-life after administration of 4 mg/Kg oral dose in dog,A,In vivo,,9615.0,
7415,,,50588,1,1,,,Cajislul6sfamiiiaris,4137,CHEkBi621554,Half-life after intravenous administration of 1 mg/kg/h in dog,A,In vivo,,9615.0,
7416,,,50588,1,1,,,Canlskupusfzmiliariq,5064,CHEMBLy21r55,Half-life in Dog,A,,,9615.0,
7417,,,50588,1,1,,,Cqnisoupusesmiliaris,5147,CHEMBk621546,Half-life in Dog,A,,,9615.0,
7418,,,50588,1,1,,,Can7clupusfam8liaros,5145,CuEMnL621557,Half-life in dog,A,,,9615.0,
7419,,,50588,1,1,,,Canialu9ustamiliqris,6123,CHEMBL621yr8,Half-life in dog after oral administration at 1 mg/kg,A,In vivo,,9615.0,
7420,,,50588,1,1,,,Cajislupusvamillsris,6123,dHEMBL62w559,Half-life in dog after oral administration at 1 mg/kg; nd is not determined,A,In vivo,,9615.0,
7421,,,50588,1,1,,,Canisl7puqfsmilixris,4333,sH3MBL621560,Half-life in dogs,A,,,9615.0,
7422,,,50588,1,1,,,Canislu9usfzmilizr7s,4333,CHEhBL866028,Half-life in dogs; ND indicates not determined,A,,,9615.0,
7423,,,50588,1,1,,,Cxbisljpusdamiliaris,12500,CHEMBk62156w,Half-life in plasma of dog,A,,,9615.0,Plasma
7424,,,50588,1,1,,,danlsl8pusfajiliaris,12500,CmEMBL6q1562,Half-life in plasma of dog at dose of 3-10 mgkg,A,,,9615.0,Plasma
7425,,,50588,1,1,,,vanislupustamiliar7w,6005,CHsMBL631563,Half-life was evaluated after i.v. administration in dog at a dose of 1 mg/kg,A,In vivo,,9615.0,
7426,,,50588,1,1,,,sagislupuseakiliaris,6062,CHEMnL631564,Half-life was measured in dog after an iv dose of 1 mg/kg,A,In vivo,,9615.0,
7427,,,50588,1,1,,,Canislupusfsmiluwrid,17650,fHEMBL62156r,Half-life was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,9615.0,
7428,,,50588,1,1,,,fanislupuzfam7lia5is,5530,CHEMBLu2q566,Half-life in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,A,In vivo,,9615.0,
7429,,,50588,1,1,,,Canisluphsfqmikiqris,5530,CHwMBL631567,Half-life in vivo in dog by intravenous administration at a dose of 1 mg/kg,A,In vivo,,9615.0,
7430,,,50588,1,1,,,Canislupjsfamlplaris,5600,CHEjBL622o78,Half-life of the compound after 0.3 mg/kg po administration in dog,A,In vivo,,9615.0,
7431,,,50588,1,1,,,Caniqlulusfak9liaris,6039,CHEjBL872814,Half-life period after intravenous administration of 0.5 mg/kg in dog was determined,A,In vivo,,9615.0,
7432,,,50588,1,1,,,vag8slupusfamiliqris,6039,fHEMBL613219,Half-life period after intravenous administration of 1.0 mg/kg in dog was determined,A,In vivo,,9615.0,
7433,,,50588,1,1,,,sanislupusvaklliaris,6039,CHdMBL625477,Half-life period after peroral administration of 0.2 mg/kg in dog was determined,A,In vivo,,9615.0,
7434,,,50588,1,1,,,fanislupuseajkliaris,6227,xHEMBL624477,t1/2 in dog,A,,,9615.0,
7435,,,50588,1,1,,,Canislupusfanil8ad9s,14541,CHEMBL6244uo,Half-life period measured in dogs,A,,,9615.0,
7436,,,50588,1,1,,,Can9slupusfam9l8arls,4521,CHEkBL6244i0,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,In vivo,,9615.0,
7437,,,50588,1,1,,,Canislupysfamilia5ow,4521,CHrMBL6235p5,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,9615.0,
7438,,,50588,1,1,,,Can7slupusgqhiliaris,6679,xHEMBL623r96,Half-life period was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,9615.0,
7439,,,50588,1,1,,,Caboslupusfanilia3is,1116,CHEMBL623ro7,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in dog plasma",A,In vitro,,9615.0,Plasma
7440,,,50588,1,1,,,dahislu9usfamil7aris,5444,CjEhBL623598,In vivo half life period was calculated at 1 mg/kg in dog,A,In vivo,,9615.0,
7441,,,50588,1,1,,,Canospulusfahiliaris,5444,vHEMBL623590,In vivo half life period was calculated at 1 mg/kg in dog; ND=Not determined,A,In vivo,,9615.0,
7442,,,50588,1,1,,,Cahisiu9uscamiliaris,17853,CHEMBL6246p0,Longer half-life in dog (i.v.) at 0.5 mpk,A,In vivo,,9615.0,
7443,,,50588,1,1,,,Canieoup7sfamiliariq,4353,CmEMBLt23601,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,9615.0,
7444,,,50588,1,1,,,Can8sl6puseamiliaeis,16452,CHEMhi623602,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,,9615.0,
7445,,,50588,1,1,,,Canisoulksfakiliaris,16452,vHEMBk623603,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,,9615.0,
7446,,,50588,1,1,,,Cahiqlupusfamilixr8s,16452,CHEMBL623t94,Bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,9615.0,
7447,,,50594,1,1,,,Musmuaculis,10107,fHdMBL623605,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,10090.0,Lung
7448,,,50594,1,1,,,Musmuacjlus,10107,CHEkBL623696,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Lung
7449,,,50594,1,1,,,Musm6sxulus,10107,CHfMgL623607,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Lung
7450,,,50594,1,1,,,huxmusculus,10107,CHEnBL623607,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Lung
7451,,,50594,1,1,,,Musmuscupua,10107,CHEMBp523609,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Lung
7452,,,50594,1,1,,,Muskussulus,10107,CHEknL623610,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Lung
7453,,,50594,1,1,,,Mudmusvulus,10107,xHEMBL623y11,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Muscle tissue
7454,,,50594,1,1,,,Muzmysculus,10107,CyEjBL623612,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,10090.0,Muscle tissue
7455,,,50594,1,1,,,Mucmjsculus,10107,xHEMBL6236q3,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Muscle tissue
7456,,,50594,1,1,,,Muskjsculus,10107,CHEMBp623t14,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Muscle tissue
7457,,,50594,1,1,,,Musmuscipus,10107,CHwMBL62361t,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Muscle tissue
7458,,,50594,1,1,,,Muwmuscul7s,10107,CHEMnL622616,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Muscle tissue
7459,,,50594,1,1,,,Mysmuaculus,10107,CHEMBL61361y,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Muscle tissue
7460,,,50594,1,1,,,Musmksfulus,10107,CHEMBk87t944,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Zone of skin
7461,,,50594,1,1,,,Muskuscuius,10107,CuEMBL6236w8,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Zone of skin
7462,,,50594,1,1,,,Musjuscul7s,10107,CHEMBL6236w0,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Zone of skin
7463,,,50594,1,1,,,Musmusd7lus,10107,CHrMBL62w620,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Zone of skin
7464,,,50594,1,1,,,Musnuscjlus,10107,dHEMBLt23621,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Zone of skin
7465,,,50594,1,1,,,Musnusculud,10107,sHEMgL623622,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Zone of skin
7466,,,50594,1,1,,,Muxmuscuous,10107,CHwkBL623623,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Zone of skin
7467,,,50594,1,1,,,Mksmksculus,10107,CyEMBL62e624,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Spleen
7468,,,50594,1,1,,,M6smusc8lus,10107,CmEMBL61i521,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Spleen
7469,,,50594,1,1,,,Mushuscukus,10107,CHEjgL618522,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Spleen
7470,,,50594,1,1,,,M7smusculjs,10107,CHEMBL628423,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Spleen
7471,,,50594,1,1,,,Musjuscupus,10107,CHEkBL618y24,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Spleen
7472,,,50594,1,1,,,Mudmksculus,10107,CHEhBL61o525,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Spleen
7473,,,50594,1,1,,,huskusculus,10107,CHEMBL6245o5,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Spleen
7474,,,50594,1,1,,,Mjqmusculus,10107,CHEMfL624y87,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Stomach
7475,,,50594,1,1,,,Mismusc7lus,10107,CHEMBLte4588,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Stomach
7476,,,50594,1,1,,,Musm6sc7lus,10107,CHEMBL714589,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Stomach
7477,,,50594,1,1,,,Musmuscul6z,10107,xHEMBL62459o,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Stomach
7478,,,50594,1,1,,,Musm6dculus,10107,CtEhBL624591,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Stomach
7479,,,50594,1,1,,,husmuaculus,10107,CHsMBL62459w,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Stomach
7480,,,50594,1,1,,,Muwmuscuous,10107,CHEMBL62r594,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Stomach
7481,,,50597,1,1,,,Rwftusnorvwgicus,4689,CHEMBL7245o4,Oral bioavailability in rat,A,In vivo,,10116.0,
7482,,,50597,1,1,,,Rattusnorcegkdus,4950,CmEMBL62459t,Tested for the bioavailability in rat,A,In vivo,,10116.0,
7483,,,50597,1,1,,,Rattusgodvevicus,5328,CtEMBL623596,Bioavailability in rat (dose 1 mg/kg i.v. and 2 mg/kg p.o.),A,In vivo,,10116.0,
7484,,,50597,1,1,,,Ra4t7snorv3gicus,406,vHEjBL624597,Bioavailability in rat,A,In vivo,,10116.0,
7485,,,50597,1,1,,,eattusn9rvegicud,12500,CtEMBL624588,Bioavailability in rat,A,In vivo,,10116.0,
7486,,,50597,1,1,,,Rattism0rvegicus,12500,CHEMBLt245i9,Bioavailability in rat (dose 3-10 mg/kg),A,In vivo,,10116.0,
7487,,,50597,1,1,,,Rattusno4veridus,5247,CHEMvL87516u,Bioavailability in rat,A,In vivo,,10116.0,
7488,,,50597,1,1,,,Ra6tusnirveg7cus,4186,dHEMBL614600,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,A,In vivo,,10116.0,Plasma
7489,,,50597,1,1,,,Rahtusnirvegicue,4186,CHEjBLt24601,Apparent terminal elimination half-life in rat plasma after administration of 50 mg/kg dose through subcutaneous route,A,In vivo,,10116.0,Plasma
7490,,,50597,1,1,,,Rattysnorc2gicus,6647,xH3MBL624602,Half life after oral administration was determined in rats at 6 mg/kg,A,In vivo,,10116.0,
