Fiscal year,Branch name,Gender equality (marker),Organisation type,ICT as a tool for development (marker),Urban issues (marker),Bilateral aid (international marker),Section name,Division ID,Division name,Organisation name,Climate change mitigation (marker),Organisation ID,IRTC percent,Project number,CountryRegion percent,FSTC percent,Fund centre ID,Amount spent,Untied amount(Project-level budget),Branch ID,Continent name,Indigenous issues (marker),CIDA business delivery model (old),Children issues (marker),Status,Maximum CIDA contribution (project-level),Section ID,Regional program (marker),Fund centre name,CFLI (marker),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0032,1.0,5280,224.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0032,1.0,5280,96.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,*Peace Building Fund Section,D5301,MHDInternational Humanitarian Assistance,Inter-Parliamentary Union,0,1008171,0.0,M012526001,1.0,1.0,5302,223200.0,669600.0,B5100,Africa,0,Responsive,0,Closed,669600.0,S5302,0,*Peace Building Fund,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,MFM Global Issues and Development,1,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,1005526,0.0,M012530001,0.5,0.0,5311,1000000.0,0.0,B5100,Africa,0,Core Funding,0,Closed,6000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,1005526,0.0,M012530001,0.15,0.0,5311,300000.0,0.0,B5100,America,0,Core Funding,0,Closed,6000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,1005526,0.0,M012530001,0.3,0.0,5311,600000.0,0.0,B5100,Asia,0,Core Funding,0,Closed,6000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,1005526,0.0,M012530001,0.05,0.0,5311,100000.0,0.0,B5100,Europe,0,Core Funding,0,Closed,6000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,1000821,0.0,M012562001,0.5,0.0,5303,208067.035,1286668.71,B5100,Africa,0,Responsive,0,Closed,1286668.71,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,1000821,0.0,M012562001,0.15,0.0,5303,62420.1105,1286668.71,B5100,America,0,Responsive,0,Closed,1286668.71,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,1000821,0.0,M012562001,0.3,0.0,5303,124840.22099999999,1286668.71,B5100,Asia,0,Responsive,0,Closed,1286668.71,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,1000821,0.0,M012562001,0.05,0.0,5303,20806.7035,1286668.71,B5100,Europe,0,Responsive,0,Closed,1286668.71,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.5,0.0,5311,1875000.0,100000000.0,B5100,Africa,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.5,0.0,5311,10625000.0,100000000.0,B5100,Africa,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.15,0.0,5311,562500.0,100000000.0,B5100,America,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.15,0.0,5311,3187500.0,100000000.0,B5100,America,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.3,0.0,5311,1125000.0,100000000.0,B5100,Asia,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.3,0.0,5311,6375000.0,100000000.0,B5100,Asia,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.05,0.0,5311,187500.0,100000000.0,B5100,Europe,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,CFGB - Canadian Foodgrains Bank Association,0,1001876,0.0,M012567002,0.05,0.0,5311,1062500.0,100000000.0,B5100,Europe,0,Core Funding,0,Closed,100000000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,1,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MNC MNCH & Nutrition,D5240,MND Health&Nutrition,International Development Research Centre,0,1001363,0.0,M012570001,0.25,1.0,5252,957584.25,4000000.0,B5100,Africa,0,Responsive,0,Terminating,4000000.0,S5250,0,MNCHN - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MNC MNCH & Nutrition,D5240,MND Health&Nutrition,International Development Research Centre,0,1001363,0.0,M012570001,0.25,1.0,5252,957584.25,4000000.0,B5100,America,0,Responsive,0,Terminating,4000000.0,S5250,0,MNCHN - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MNC MNCH & Nutrition,D5240,MND Health&Nutrition,International Development Research Centre,0,1001363,0.0,M012570001,0.25,1.0,5252,957584.25,4000000.0,B5100,Asia,0,Responsive,0,Terminating,4000000.0,S5250,0,MNCHN - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MNC MNCH & Nutrition,D5240,MND Health&Nutrition,International Development Research Centre,0,1001363,0.0,M012570001,0.25,1.0,5252,957584.25,4000000.0,B5100,Europe,0,Responsive,0,Terminating,4000000.0,S5250,0,MNCHN - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Emergency Nutrition Network,0,1006660,0.0,M012576001,0.5,0.0,5311,17500.0,105000.0,B5100,Africa,0,Responsive,0,Terminating,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Emergency Nutrition Network,0,1006660,0.0,M012576001,0.15,0.0,5311,5250.0,105000.0,B5100,America,0,Responsive,0,Terminating,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Emergency Nutrition Network,0,1006660,0.0,M012576001,0.3,0.0,5311,10500.0,105000.0,B5100,Asia,0,Responsive,0,Terminating,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,Emergency Nutrition Network,0,1006660,0.0,M012576001,0.05,0.0,5311,1750.0,105000.0,B5100,Europe,0,Responsive,0,Terminating,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Foreign Non-Profit Making,0,0,0,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,OCHA - Office for the Coordination of Humanitarian Affairs,0,1003586,0.0,M012583001,0.5,0.0,5303,14299428.5,192000000.0,B5100,Africa,0,Core Funding,0,Closed,192000000.0,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Foreign Non-Profit Making,0,0,0,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,OCHA - Office for the Coordination of Humanitarian Affairs,0,1003586,0.0,M012583001,0.15,0.0,5303,4289828.55,192000000.0,B5100,America,0,Core Funding,0,Closed,192000000.0,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Foreign Non-Profit Making,0,0,0,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,OCHA - Office for the Coordination of Humanitarian Affairs,0,1003586,0.0,M012583001,0.3,0.0,5303,8579657.1,192000000.0,B5100,Asia,0,Core Funding,0,Closed,192000000.0,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,1,Foreign Non-Profit Making,0,0,0,MHI International Humanitarian Assis ops,D5301,MHDInternational Humanitarian Assistance,OCHA - Office for the Coordination of Humanitarian Affairs,0,1003586,0.0,M012583001,0.05,0.0,5303,1429942.85,192000000.0,B5100,Europe,0,Core Funding,0,Closed,192000000.0,S5320,0,MHI Non-Food INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,IFRC Appeals via CRCS,0,1014662,0.0,M012601001,0.5,0.0,5311,17500.0,105000.0,B5100,Africa,0,Responsive,0,Closed,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,IFRC Appeals via CRCS,0,1014662,0.0,M012601001,0.15,0.0,5311,5250.0,105000.0,B5100,America,0,Responsive,0,Closed,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,IFRC Appeals via CRCS,0,1014662,0.0,M012601001,0.3,0.0,5311,10500.0,105000.0,B5100,Asia,0,Responsive,0,Closed,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,IFRC Appeals via CRCS,0,1014662,0.0,M012601001,0.05,0.0,5311,1750.0,105000.0,B5100,Europe,0,Responsive,0,Closed,105000.0,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,1001721,0.0,M012610001,0.2,0.0,5311,8096.2,0.0,B5100,Africa,0,Responsive,0,Closed,1209248.76,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,1001721,0.0,M012610001,0.2,0.0,5311,8096.2,0.0,B5100,Europe,0,Responsive,0,Closed,1209248.76,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,1001721,0.0,M012610001,0.2,0.0,5311,8096.2,0.0,B5100,Africa,0,Responsive,0,Closed,1209248.76,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,1001721,0.0,M012610001,0.2,0.0,5311,8096.2,0.0,B5100,Africa,0,Responsive,0,Closed,1209248.76,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MHO Huma Organization & Food Assistance,D5301,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,1001721,0.0,M012610001,0.2,0.0,5311,8096.2,0.0,B5100,Africa,0,Responsive,0,Closed,1209248.76,S5330,0,MHO Non Food - CORE,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,*Peace Building Fund Section,D5301,MHDInternational Humanitarian Assistance,Handicap International Canada,0,1012784,0.0,M012613002,0.4,1.0,5302,2000.0,0.0,B5100,Africa,0,Responsive,0,Closed,5000.0,S5302,0,*Peace Building Fund,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Canadian Non-Profit Making,0,0,1,*Peace Building Fund Section,D5301,MHDInternational Humanitarian Assistance,Handicap International Canada,0,1012784,0.0,M012613002,0.25,1.0,5302,1250.0,0.0,B5100,America,0,Responsive,0,Closed,5000.0,S5302,0,*Peace Building Fund,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
