Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Sierra Leone,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,SL,0,Africa,12262,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sierra Leone,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,SL,0,Africa,12281,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1002743,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S1079,0,X1,0,Africa,43010,Multilateral,D5430,M012054001,Closed,5000000.0,B5100,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,5000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,1002743,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S1079,0,X2,0,America,43010,Multilateral,D5430,M012054001,Closed,5000000.0,B5100,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,5000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,1002743,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S1079,0,X3,0,Asia,43010,Multilateral,D5430,M012054001,Closed,5000000.0,B5100,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,5000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,1002743,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S1079,0,X4,0,Europe,43010,Multilateral,D5430,M012054001,Closed,5000000.0,B5100,MED Economic Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,Natural Resources & Governance - INIT,5000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Antigua/Barbuda,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,AG,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Albania,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,AL,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Argentina,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,AR,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Azerbaijan,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,AZ,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bosnia & Herz.,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,BA,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Barbados,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,BB,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bangladesh,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,BD,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,BR,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,C�te d'Ivoire,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,CI,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,China,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,CN,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Colombia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,CO,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Costa Rica,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,CR,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Dominican Rep.,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,DO,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Georgia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,GE,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ghana,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,GH,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Guinea,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,GN,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Honduras,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,HN,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Croatia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,HR,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Indonesia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,ID,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,India,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,IN,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Jamaica,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,JM,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Jordan,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,JO,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Cambodia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,KH,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Lao, Dem. Rep.",1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,LA,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Lebanon,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,LB,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sri Lanka,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,LK,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Moldova,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,MD,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Montenegro,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,ME,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Mongolia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,MN,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Mauritius,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,MU,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Mexico,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,MX,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Malaysia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,MY,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Nigeria,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,NG,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Nicaragua,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,NI,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Nepal,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,NP,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Panama,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,PA,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Philippines,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,PH,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,PK,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Serbia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,RS,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sudan,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,SD,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Slovenia,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,SI,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sierra Leone,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,SL,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,El Salvador,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,SV,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Thailand,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,TH,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Turkey,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,TR,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Tanzania,Un Rep",1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,TZ,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Ukraine,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,UA,0,Europe,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Uganda,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,UG,0,Africa,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Uruguay,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,UY,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Venezuela Rep B,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,VE,0,America,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1005143,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5434,0,VN,0,Asia,24081,Civil Society,D5430,M012060001,Closed,5400000.0,B5100,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,5400000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000760,0,MFM Global Issues and Development,0.027000000000000003,Foreign Non-Profit Making,S5446,0,X1,0,Africa,11220,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1010802,0,MFM Global Issues and Development,0.027000000000000003,Foreign Non-Profit Making,S5446,0,X1,0,Africa,11220,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000760,0,MFM Global Issues and Development,0.2337,Foreign Non-Profit Making,S5446,0,X1,0,Africa,11430,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1010802,0,MFM Global Issues and Development,0.2337,Foreign Non-Profit Making,S5446,0,X1,0,Africa,11430,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000760,0,MFM Global Issues and Development,0.073,Foreign Non-Profit Making,S5446,0,X1,0,Africa,15111,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1010802,0,MFM Global Issues and Development,0.073,Foreign Non-Profit Making,S5446,0,X1,0,Africa,15111,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000760,0,MFM Global Issues and Development,0.146,Foreign Non-Profit Making,S5446,0,X1,0,Africa,15220,Multilateral,D5440,M012133001,Closed,3694500.0,B5100,MGD Social Development,"UN, Commonwealth & Francophonie-Core",0,5296,Francophonie Organization - Init,3694500.0,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
