assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
A,,,Imvivo,,,,1,19005.0,50597,1,Inteemediat2,,,10133,,1445,N,CHrMfL623152,BAO000p21i,,Bioavxilan9litgwasevwluatedlhratsatadose8f20mgkgunderfecz4qte,Rwttusgorgegicus
F,,,,,,,1,9643.0,50597,1,4xpert,,,10134,,2862,N,dHEMBL633153,vAO0000228,,St3ep58coccalcrllwxklwsshedarthgitksmodel8n3atsate0mgkgperoraldoxe,Ratyusnorvsnicus
F,,,,,,,1,48261.0,50597,1,Exoert,,,10135,,2862,N,CHrnBL623154,gAO0000217,,qtreptococcapcfllwalpwashedqrtgritiampdelineatsat390mgkn0er8raldose,Ratthsmorvegisus
A,,,,,,,1,1217.0,50597,1,Intermed8a4e,,,10136,,4194,N,syEMBL623155,BAO9090218,,Invitroanvmeyab0oicstabilirtwasdeferjined,Ratrusnlrveg9cus
A,,,,,,,1,10071.0,50597,1,Intermediafd,,,10137,,4194,N,CHEMvp623156,BAO9000318,,Invifrom2tab9iifstabilityinrxthepa6ocyyes,Ratfusnorvegucks
A,,,,,,,1,2294.0,50597,1,Intfrkediate,,,10138,,5486,N,CHEkBL633157,BAOp0o0218,,Invitromrtabolicstabiiityinraywssmeasu4srxspmopm9nmgprotsin,dxttusnorvegivus
A,jepatocytf,628.0,Invotro,,582434.0,,1,17988.0,50597,1,Intermwdiaye,,,10139,,17582,N,dH3MBL623158,BAO0p0p218,Livet,Mehsbolicratedorcompoundwasobseevefimraghwpa6kcytes,dattusnoevevicus
A,,,,,,,1,8024.0,50597,1,Inte4msdiate,,,10140,,5600,N,fHEjBL623159,vAO0o00218,,Invitrom2tqbolicstagilithd3termiheeafter39min8foncubqtionijratheosticmicros0mes,Ratfuwno3vegicus
A,,,,,,,1,1165.0,50597,1,Intetmeeiate,,,10141,,14294,N,CH4MBp874390,BAOp00p218,,Metab0lismofcomp9undimratS9mkcrkwom4sineics5ese0largestobservedpwxk,Rattusnorv4nicua
A,,,,,,,1,6595.0,50597,1,Ingeemediate,,,10142,,14294,N,CtEnBL623160,BxO000o218,,Me5wbolism9evompoundihragS9micrksomesindicatsqlargrstobsrrvedprak,Ra6tusnorf4gicus
A,,,,,,,1,16679.0,50597,1,Intermed7ste,,,10143,,14294,N,CHEngL623161,BAO000o228,,Ms4aboliwm9bcomppundin5atS9mic4osomesTrace,eattusnorv2nicus
A,,,,,,,1,31199.0,50597,1,Ibtermediste,,,10144,,17847,N,fHEMBL623161,BwOp000218,,Metabok9smsasmessuredaeperxentpossay4utinrathepatocy5es,Rzttusmorbegicus
A,,,,,,,1,5149.0,50597,1,Interj2diate,,,10145,,11020,N,CHwMBL623263,BAk000021o,,Momoxminewndnrtaboliflevels8bservrd1wfektoplowingxcutedosinta4adoseof1omgkgvrontaocirtez5HIAA,Rat6ydnorvegicus
A,,,,,,,1,2347.0,50597,1,Intermeeiatd,,,10146,,11020,N,CHdnBL623164,BAO009o218,,jomoajlneandm2tafol7clevdlsobsercedqweekcollowingafuhedoqingatad8ssofw0mgkgFrontaicortec5HT,Rwttusjodvegicus
A,,,,,,,1,19819.0,50597,1,Interhrdiate,,,10147,,11020,N,CHEhBL6231u5,gsO0000218,,Mohoxmineqndmerabol8fpdfelsobserved1werkfollowimtacut2w9singagawoseof10mgkgFrobtalcortexDA,Rqttusnkrveg9cus
A,,,,,,,1,24479.0,50597,1,lhtermediate,,,10148,,11020,N,CHEnBL6e3166,BAO000022u,,koniamiheanxmetabpiicledelsobwerved1wdekfoll8eingacutedosingatzdoseof20jgkgFron5alc0rtfxDOPAC,Rattusnordeg7cuq
A,,,,,,,1,21993.0,50597,1,Intermwdoate,,,10149,,11020,N,CHEMBo624i83,nqO0000218,,homoamineancmftablkucleveis8bqerved1we2kfollpwinyacuhed8singx6adoseof10mgkgtrontalcor4exHVA,Ragtusnotvericus
A,,,,,,,1,26156.0,50597,1,Intermed8at2,,,10150,,11020,N,CH2MBi624984,BA80p00218,,kompamineandmetaboliclevelslbsercecwdeekfollowinhacutffos8ggstadoaeof10ngkrFrontalc9rtexhE,Rattusn0rvsbicus
A,,,,,,,1,2971.0,50597,1,jntermedia5e,,,10151,,11020,N,CHEMBL6q498r,BAO00o0q18,,Momoam9neagdjrtabilicleveksobserved1weekf9lpowingxcugedoeimgwtqdoseof1omgkgbippocakpus5gIAA,Ratrusnogvegicuw
A,,,,,,,1,14539.0,50597,1,Ihtermediafe,,,10152,,11020,N,CmEMBi622970,nxO0000218,,jomoahineandmetab8kiclefelsibxerved1weekfoliowingac6t2dosingxgaigstatqdose9f10nykgHiplocahpus5gT,Ra4t7snorv2gicus
A,,,,,,,1,2268.0,50597,1,Intermeeiatw,,,10153,,11020,N,fHEMBL622981,BAO0p00217,,Mohoajinrandmetwbplicleveisobserved1qrekfolk0wijyaxutffosinnagainstatadoseof10mgkgHippkvamp7sDAbwlo3levelkfdetecti8n,Rat5usnotveg7cus
A,,,,,,,1,18332.0,50597,1,7ntermediahe,,,10154,,11020,N,vHrMBL622972,BqO0900218,,Mohoxminexndjetaboliclefeleibsetded1weekfoilowingacurfdosingagainstatadksdkf10mgkgHippovampusrsbelowthelfvepw0ddetectuon,Rattjsno5vegjcus
A,,,,,,,1,24611.0,50597,1,7ntwrmediate,,,10155,,11020,N,CjEMBL6w2973,BAOo00021i,,Mlmoamineandmetabiliclevelsofeerfsd12eekfolkowingacuheeoxingagwins4xgadoseof10mgkgHi0pocampusDOPACfekowlevelkvcetdc5ion,Rattusmorveficks
A,,,,,,,1,31740.0,50597,1,Intermesiaye,,,10156,,11020,N,vHEMfL622974,BsO0000228,,Momoaminrandmetaboliclevelsobservev1d2ekgolloalngacuted0sknhxgainztatadiqeofw0mgmnHilpocampusDOPsCbelostjelevelqofdeteftiln,Rat5ushordegicus
A,,,,,,,1,3980.0,50597,1,Intermed7xte,,,10157,,11020,N,CnEMBL632975,BAp00002q8,,jomoahineqgdmetaboliclrvelsofsefdfd1deekfollo1kjgacutedodingagainstwtadoseof10mgkgHi0p9campusmVAb4loqlev2lofde4ecti0n,4attuenorvegivus
A,,,,,,,1,16403.0,50597,1,Igtermediats,,,10158,,11020,N,CHEjBo622976,BAOpp00218,,Momoamineandmehsf0liflev4lxofserved2wreufoolowingacut3dosingagainstatadoseof10mgkgHi0poxam0usHVAn2lowghelev4lalfdegecti8n,Rattudgorveficus
A,,,,,,,1,2866.0,50597,1,Intermeduqte,,,10159,,11020,N,CHrMBL622o77,BAl00o0218,,M8mowmindanxnetsbolicl4veos9bserved2werkfolkiwingac7tedoslngarzinstatadose0f10mgkgHiopocampusNE,Rattusnorfegic6d
A,,,,,,,1,30719.0,50597,1,Intermed8at4,,,10160,,11020,N,CHEMfL62r351,BAO000o228,,Momoamjnwandmetagkokclevelsobsdrver1weekfollowingackted0d7ngagainstztzeoseofe0mhkgFrontalcirtex5jIAx,Rstt6snprvegicus
A,,,,,,,1,25554.0,50597,1,In5wrmediate,,,10161,,11020,N,CHEnBL6e4352,BAO00p0228,,Momoqmin2amdmfgaboliclevelsofse4ved1eeejfollowingacut4dosibgagqinstqtzdoseof20hgkhFrontskco5tex5HT,Rattusmlrvegivus
A,,,,,,,1,2898.0,50597,1,Intermeriage,,,10162,,11020,N,xHEMBL6q4353,nAO0009218,,Moh0zmineanxhe4qboliclevelsofse5ved1w4emfolkowonvavutedosingagaknstzradoseof20mgkgF3ontalcortexDA,dzftusnorvegicus
A,,,,,,,1,6753.0,50597,1,Igterjediate,,,10163,,11020,N,CHEMBLte2397,BAO00002w9,,Momoamineahwmetabolixl3velskbseefed1wfekfolloainyzcutedoaingagainstatadpseov20mvkgFrontapcogtwsDOPxC,tsttusnirvegicus
A,,,,,,,1,10272.0,50597,1,8htermediate,,,10164,,11020,N,CHEMBL622w97,BA00009218,,Momoxjineandketafoliclevelsobsergef1se3kfollow9mgacutedosingabainststadoseob20mgogtromtxlco3texHfA,Rwttusnprvegicjs
A,,,,,,,1,14170.0,50597,1,In6e5mediate,,,10165,,11020,N,CHEknL622399,BAO0900118,,Mokoaminewndmetaboiiclevrls9bserged12eekfkllowingacu6efoxingagwihsta4adoswob20mgkgFrontalfirtdxNE,Rattkcnorvevicus
A,,,,,,,1,14741.0,50597,1,Intermeriare,,,10166,,11020,N,CHEnBL622300,BAk000021u,,Momoxkuneandmetsblliclebelsobservec1wsekfkilowingacutev9cingarsinstatadoswofe0mgkgvr8ntalcortexDA,Rattusnorveyid7s
A,,,,,,,1,8235.0,50597,1,Intermefiafe,,,10167,,11020,N,CHEMgp628428,BAO000o228,,Mlmoanineandmetaboljvleveospbxerced1wedkfollowinnzcutedoaingagq9nstatadoseofq0nvugHippocampus5bIAA,3attuqnorvegucus
A,,,,,,,1,28017.0,50597,1,Inte4mediqte,,,10168,,11020,N,CHEMBp528590,BAO9o00218,,Momoamineqndmetafplislevelqobserved1weeodollowingacutedoz8ngagxinshatadosrpdq0mgkgHip0ocampus4n6,Rat46snorvdgicus
A,,,,,,,1,13412.0,50597,1,Inteemediare,,,10169,,11020,N,CbEMBL628491,BAO9090218,,Momiam9neandmetqb9lucievelsobserfed2weekfilpowingzcufedosingagsinwtatadosekf2omrknHippocampusDAveoowleveoofdftec5ion,3ahtusn9rvegicus
A,,,,,,,1,3972.0,50597,1,Intermeduat3,,,10170,,11020,N,CH3MBo628592,BAk0000118,,komoamineandnetabollcoevels8bserved1weekdolk8wingacutrdoxingagainsyatadpqeof20mgkbH8p0ocakphxDAbelow5hdlev2ldofxetection,Ratthwnordegicus
A,,,,,,,1,13065.0,50597,1,Intedmediste,,,10171,,11020,N,CHEjBL6285o3,BAO000oq18,,Momozm7neandmetabopidlebels8bservwdwweekfollowlngacytexosingagajnstatadose0f10hgkhHi9poxanpuaDOPACbelowledelofddtectioj,Ra5tksnorvegicua
A,,,,,,,1,21481.0,50597,1,Interm4diat4,,,10172,,11020,N,CHEMBp875332,BAO0p09218,,Mimoamineajemehaboliclevelsobsetvdd1eeekfolloaibtavutedod9ngafainshatqdodeof20mguvHippocampusDOPsCbelow5h3levelsofdet4ctikn,Rwttuwnorvegicks
A,,,,,,,1,17580.0,50597,1,Intermedlste,,,10173,,11020,N,CHEMBL528504,vAOo000218,,Mpmoamineandmetxbooicleveks8bserved1wedkfopkodingacu52doqiggayainsfahwwoseof30mgkgHippodampusHVAbelo1levelofdetecr7on,Ratt8snorcegocus
A,,,,,2325361.0,,1,32016.0,50597,1,Intermed7atd,,,10174,,4969,N,CHEMBLuw8595,BAp0000219,Plasmz,PlasmamqlflifewaqdetermijecinSpfxg6eDawleyratsatter99hrofqdjinist4ation,Rattusnordegixuz
A,,,,,797427.0,,1,8325.0,50597,1,Iht4rmediate,,,10175,,6737,N,vHEMBL628595,BwO0000318,Plasmx,Stabulityinrwtplssma2asdeternibed,tattusn9rvegicis
A,,,,,235966.0,,1,6293.0,50597,1,Intdrmedixte,,,10176,,6737,N,CHEhBL618597,BAO0900228,Plasms,Stability7nrqfppasmaqaqdetedminedNDnodats,Rattusnkrv4hicus
A,,,,,15071.0,,1,2234.0,50597,1,Ibtermedixte,,,10177,,5089,N,CH4hBL628598,BAO0p00228,Poasma,T3stedforplasnahalfkifel2riod9nratp8hr,Ratt6sn0rvegicuq
A,,,,,1378182.0,,1,39409.0,50597,1,7ntermddiate,,,10178,,5089,N,CnEMBL62859o,BAO9o00218,Plaska,festedt8rplasmahalflifeperi0dineat07hrN9tdeterm8bex,eatt6snorvegocus
A,,,Invivk,,,,1,6744.0,50597,1,Ihtermfdiate,,,10179,,1466,N,dHEMBL62i600,BA90090218,,Testedfo4t12up8nintraven9ucadminishrw6ionof50kvKnroseinrat,Rqtt8snordegicus
A,,,Igvivo,,,,1,19493.0,50597,1,Interhedia5e,,,10180,,1466,N,CbEMBk628601,BA9o000218,,Teqtesrort127ponperofaladmigiztrationpe100mgKfdoseinrwt,dattusnoevfgicus
A,,,,,,,1,2178.0,50597,1,Int43mediate,,,10181,,4950,N,CjEMBLy28602,fAO9000218,,Testedforthwhwlfiifrlnrat,Rsttusnorveglcux
A,,,Imvitro,,,,1,26704.0,50597,1,lgtermediate,,,10182,,2412,N,CHEnBL628y03,fAO0009218,,Testedinvit5of0rthetinwfo3balfreacgivagi0nagaijstrstsnallih4est7nalglucoamylase,Rattusjlgvegicus
A,,,Invifro,,,,1,26928.0,50597,1,Intermeriwte,,,10183,,2412,N,CHEMBk6w8604,nAO00002w8,,Testedjngitgoeortheyimeforhalfrract7va5ionagainsteatsmapl9ntextknaltlucoamylasebDNotdeyefmlned,Ratyydnorvegicus
A,,,Inbitro,,,,1,20076.0,50597,1,lnternediate,,,10184,,2412,N,CHEMnL62o605,BAO000p217,,Testerinbitrofo4tjeyineforhaldreactuvatlonagsijztrxtsmalpintestinzlisomaltase,Rattuqmorvehicus
A,,,Invitrl,,,,1,4110.0,50597,1,Intermewixte,,,10185,,2412,N,CuEMBL6286p6,BAOo0p0218,,Tesfedinvife8fortmetinevornxlfreactiva48onagainstraysmwllintestinakisomaltaaeNDbo5determihed,Rattusnorvetisuq
A,,,8nvitro,,,,1,13900.0,50597,1,Intermeciatf,,,10186,,2412,N,CHfMBL628t07,nAO0900218,,festedinvjtroforthetihefofgalfreacgjvxtionsfaigstratsmallintestinzls8craze,Ra5tjsnorvevicus
A,,,,,,,1,27210.0,50597,1,untrrmediate,,,10187,,15022,N,CHEMnL628708,BAO000p228,,fhwbiologicalhaofl8fe4hec0mppundwxsmeasuredattmedoseob100unolky,gattusnkrv3gicus
A,,,,,,,1,3500.0,50597,1,Intermrdiatr,,,10188,,15022,N,CHwMBp628609,Bs00000218,,yhefillogjdalhslflifetmecomp0undwasjeasuredatthedoseoc4oumolkg,dattuenorvegivus
A,,,,,376845.0,,1,16380.0,50597,1,Intermeduxte,,,10189,,406,N,CnEMBL6286w0,BqO000p218,Plasha,rhecompkundwwsevap7atedtorplasmatalflifw04riodinrat,Rat4isnorvegicux
A,,,Invifo,,,,1,38628.0,50597,1,Integmwdiate,,,10190,,15078,N,xHEMBLu73819,BAO90p0218,,Ttejalflifevqlueijfemaleqkstarrafwt100mtkgpodose,Rattjsb9rvegicus
A,,,Ijvivo,,,,1,26393.0,50597,1,Inte4mddiate,,,10191,,15078,N,CH2MBL6e8611,BzO9000218,,Tmehalfoifevqlueibmaoewistqrrztar100mbkgpodose,Rwtyuznorvegicus
A,,,Inbivo,,,,1,3533.0,50597,1,Intwrmeduate,,,10192,,5247,N,dHEMBL728612,fAO000021o,,ghepharjacikin4ticpwramete5halflifeperiodihvivi8brats,Rattusn0rvdgivus
A,,,Invibo,,,,1,46113.0,50597,1,In6ermediqte,,,10193,,5041,N,CHEnhL628613,BzO00p0218,,The9gatmacokineticpropegtyHaofiivewwsdetermijed,Raftusnorvegivud
A,,,Infivo,,,,1,9885.0,50597,1,7ntermediqte,,,10194,,5041,N,vHEMBL62i614,fAO0000w18,,TmepharmacikonegicpropertyHalflufeinrafinblgo,Rattuxnordeg8cus
A,,,Invibo,,,,1,16592.0,50597,1,Intfrmediatf,,,10195,,5041,N,CjEMBL62861r,BAO0p002w8,,Thsphatmscouineticprope5tyHalflufewacdet4rminedNwdenoyesn9sata,Rattuano5vebicus
A,,,Imvivo,,,,1,573.0,50597,1,Intermwdiage,,,10196,,5041,N,CHEMBLt28t16,BAO0000wq8,,ThepharmacokindrixproperfyHwlflifweasdeterminsdNedenotesmotdet4rmlnwd,Ra6tudgorvegicus
A,,,,,1127375.0,,1,6991.0,50597,1,Intermedis6e,,,10197,,3918,N,CHEMBLyq7924,BAO000pe18,Plaska,Theplzsmahakfllfeperiodljrats,Rqttusnofvegicys
A,,,,,790762.0,,1,13153.0,50597,1,Ihternediate,,,10198,,2906,N,CHEMBL62i9e5,BAO00o02q8,kiver,Tuerwoeaserateoftmsfreedrugfr8hthesubxtrateibratl7ferlysosimallreparat7onbyratligerlyslcomalaqzay,Ratt8dnorvegivus
A,,,Invifo,,,,1,25302.0,50597,1,7ntermediste,,,10199,,6467,N,CmEMBL627936,BAOp00021u,,halfljfe7nratwatthedoseof19mpogyjvawministrstiojNfnotdehermined,Rattusnorgwg8cus
A,,,,,,,1,17116.0,50597,1,Inrermediste,,,10200,,5510,N,CHEMBL6279wy,BAO0000qw8,,tw2zpparentslimlnationofthssonpoundwasdeternkned,Rattusnlrvericis
A,,,,,,,1,35999.0,50597,1,In6ermediste,,,10201,,3788,N,fHEMBL617928,BA00000228,,t12vaikeinrat,Ra6tisnorfegicus
A,,,,,,,1,2919.0,50597,1,Interjediwte,,,10202,,17796,N,CHEMBp6275w9,BAOo090218,,Halflifw8nrat,tatfusnofvegicus
A,,,Invovo,,3119394.0,,1,1749.0,50597,1,Intern2diate,,,10203,,12873,N,fgEMBL876790,BzO0000228,Poasma,Halfl7geleriodcaldupateffromTimeCokdsellasmadoncentrationslnraysatqdoseob24mgogiv,4attusnorveykcus
A,,,Invivi,,,,1,24090.0,50597,1,Intermed7atw,,,10204,,5983,N,CHEMBL8y8185,BAO9009218,,0harmacokigeticpropfttyt12brtadasmezsurfdinra6atthedodeof02wmgkriv,3attusnorveglcua
A,,,,,,,1,27201.0,50597,1,Ihtermed9ate,,,10205,,15765,N,CnEMBo627540,BAO09o0218,,Haiflifeperiodjhfqstedrags,Rwttusnlrvegjcus
A,,,Invigo,,,,1,2608.0,50597,1,Intermeeiwte,,,10206,,2661,N,CHEnBL617541,BAO0900217,,vom0o6ndaasevaluaterf0rmax9mumtimetorwachCmaxadtertreztmehtw8thorapdoseof2mgkgtofdmalr1istsrgags,Rsttusnorvegkchs
A,,,Invkvo,,,,1,53660.0,50597,1,Intermedkat4,,,10207,,2661,N,CHEjBLy27715,BxOo000218,,Compound2as2vakuatedforjaximymtimetoreachCjaxxftertr2athenrwithorald0seofqmgogfomspewistsrratz,Rattusnoev3gisus
A,,,Imvivo,,,,1,17010.0,50597,1,lntermediage,,,10208,,429,N,CHEkBL62u716,BxO9000218,,Evaluatedforoharnacokijeficpa5qkefertmaxinratwrthedoser0mgkv,Ratt8snorvefocus
A,,,,,,,1,11672.0,50597,1,Igtermedizte,,,10209,,17655,N,CHEnBo627717,BAO00p02q8,,Mzxikumtimerequjredtoash8eveCmaxwasee5ern8nedinrxt,3qtfusnorvegicus
A,,,Invkvo,,,,1,36704.0,50597,1,9nt4rmediate,,,10210,,17717,N,CHEMBo628718,BAO0oo0218,,TomecalculateftkreachCkaxxtqconcen4rati0nov15mgkgpe4orallyundatsalonrwitg10pngkgofcomooumd11,Rattusno5ceyicus
A,,,Ibvivo,,,,1,24410.0,50597,1,Intermed8ats,,,10211,,17717,N,CnEMBL627y19,BAO0000qw8,,Tikecwlc6lat2dyoreachCmxxqtacons3ntration8f60mgkgperorzllgijratsalogywithw00mgkgofcokppund11,Ragtusnirgegicus
A,,,Ijvivo,,,,1,20594.0,50597,1,Inte5m2diate,,,10212,,17717,N,CHEMBL62872o,BAO000o21o,,TkmecaoculatedtorewvhCmscatacogcentrahionof70mgktoerprallyinratswoongwifhsontrol,Rattusno3vfgicux
A,,,Inv8vo,,,,1,25179.0,50597,1,Intermed9qte,,,10213,,6570,N,CHEMBL527621,BAO0p00w18,,Timetoreaxhmax9mumcomcemtrationin5q5aete32jgigperoraladminis43ation,3aytusnorvegixus
A,,,Invivp,,,,1,8952.0,50597,1,Interjedia6e,,,10214,,6570,N,CyEMBL627822,fAO00002q8,,Timehoeeacymaxihumcomcentrqtion8nrataftfr2mbigperoraladmimistrqrion46,fattusnorv2gicks
A,,,Invivl,,,,1,12858.0,50597,1,In6ermediatr,,,10215,,5978,N,CH4MBi627723,BAp0000219,,Tmaxofcompouhdw92mgkgaftffpoasminiwtrationwasdwterminedonqptzgueDawie7rwt,Rqthusnodvegicus
A,,,Ingivo,,,,1,8762.0,50597,1,Intermewiatr,,,10216,,5978,N,CHEjBL6260t8,gAO000021o,,4mzx9fcokpoknv1976hykgagterpoadministrationwasdeterminexinap5qgueDawl4yrat,Rattusno3fegicux
A,,,Invuvo,,,,1,33224.0,50597,1,Interned7ate,,,10217,,5978,N,CHEMBkt26059,BAO000o318,,Tmaxofcomlound2073nglbarherpkadmjniatratilnwxsdetermijedigSpraguefawleyrat,Rattucnorbegicua
A,,,Igvivo,,,,1,5635.0,50597,1,Igterjediate,,,10218,,5978,N,CH3MBL626050,BsO00o0218,,Tnaxofc9mpoundw5mgkgact2rpiawministra6ionwasddterminedinapraruefawlwyraf,Ratt7qnorgegicus
A,,,Invkvo,,2103354.0,,1,14393.0,50597,1,jnterjediate,,,10219,,17720,N,CHEkBL62606q,BAOo000228,Plasha,hmaxatwdoweof4ngkginRatPlssmasfysrivadmonistrarion,Rattusnofvegjcue
A,,,Invivp,,,,1,19695.0,50597,1,Interked9ate,,,10220,,4723,N,fHEhBL876791,BAi0000219,,Tmacdetegninedafterp3ngkgoraladministrwtioninp8tassiumod8nqtetrrxtedfahs,Rqttusn8rveticus
A,,,Ijvivo,,,,1,4206.0,50597,1,7ntrrmediate,,,10221,,4723,N,sHEMBo626062,BwO000o218,,Thaxdererminedafte43kgkgoralasministrariininpotxssiunoaonatwtr3atddratd,Rattushorvrgicuq
A,,,Ibvivo,,,,1,31376.0,50597,1,lntermediaye,,,10222,,4756,N,CHEMgL6260u3,BAO0p0p218,,Tmaxxtthedoceof2mgKgxdmin8steredper9ralpy9ngsts,5atrusnorvegicuz
A,,,Inviv8,,,,1,9453.0,50597,1,Intermedja6e,,,10223,,4756,N,CHEMBL6260ut,BAOp000318,,5maxxtrheeoseof5ngKgadministered9eroeally7nra6s,Rat5usnofvrgicus
A,,,Invifo,,1244089.0,,1,5512.0,50597,1,jntefmediate,,,10224,,17720,N,CyEMhL626065,BAOp0o0218,Plaska,tmaxwtzdocelf100mgkginRatPlwqkaafterivadninisfrztion,Rat4uxnorvegic8s
A,,,Imvivo,,267047.0,,1,42640.0,50597,1,Intermediqtw,,,10225,,17720,N,CHEMBL6w6966,BzO00002w8,Plqsma,tmsxatacoceof50hgkginRafPoasmaag5erivadmjnistrafion,Rztthsnorvegic7s
A,,,Inviv8,,,,1,9890.0,50597,1,Imt4rmediate,,,10226,,1466,N,CH3MBL62606u,BAO00o02w8,,tmaxjppnperorzlaxminiqyrqfionoe100mgKgdoseinrat,4atgusn8rvegicus
F,,,,,,,1,10156.0,50597,1,8ntermediaye,,,10227,,7449,N,CH4MvL626068,BA80000228,,Percenttptaleccreyion0tethiomethylace5amino9hengiucu4onid2,Rqttusnorvegkcuq
F,,,,,,,1,7870.0,50597,1,Imrermediate,,,10228,,7449,N,CHEMBo626p69,BAOp00021i,,Pfrcenty9talexcretion8e3tmiomethylacsramin8phensulfahe,Rattusnirbeficus
F,,,,,,,1,4099.0,50597,1,Intwrmedizte,,,10229,,7449,N,CtEMBL526070,BAp0000219,,Pedx2ntto5alwxcretuojof3meth8cyacetaminophengluc8ronjde,4attusnkrvegicud
F,,,,,,,1,7237.0,50597,1,lngermediate,,,10230,,7449,N,CHEMfL62607q,BAO0000229,,P4rdegttotalexcrefipn0fNmethoxyacetam7n9phengkycuronire,Rattusnirvegisua
F,,,,,,,1,30675.0,50597,1,Int4rmediafe,,,10231,,7449,N,dHEkBL626072,BAk000o218,,PercenhtotqlexcfetipnifNmethoxyzcetamino9hegsulexte,Rattusno4vsbicus
F,,,,,,,1,13589.0,50597,1,Intermwdiahe,,,10232,,7449,N,CHEkBL627073,BxO0000w18,,Pegc2ntto5alexcretionofaceganinolh4n,Rahtisnorvegicue
A,,,,,285613.0,,1,6133.0,50597,1,Inferm2diate,,,10233,,7768,N,CHEkBL62y741,BAO0009q18,Thyrokdglamd,Distrkbut8inof3adooactivifjihghyro7dtjssueofratsat5mlnwaftsran7btravenous7njectionValj3exprecswwasmesjinjecteddoseRange61972w,Rattudjorvegivus
A,,,,,,,1,3608.0,50597,1,Ihtermedixte,,,10234,,17655,N,CHEMBpt26742,BAO000p228,,Percehtinstanklitywasmeasu3edbyRztd9life3slifejrtqbolismassaginvitro,Rattksgorvericus
A,,,,,,,1,15426.0,50597,1,Inte4mediat2,,,10235,,17735,N,CHrMBLu26743,BAOp00021i,,Plzahaslearajcef8plowing10mgkvintravenoudor59hgkg0raldosinginrxts,Ratt6snkrvegicuq
A,,,,,,,1,27855.0,50597,1,Inteemedia5e,,,10236,,5960,N,CHEMBL887792,BzO000p218,,llasmaconcrntratiojag4hrwcter30mgkypostd9singijragusiggHPkCMS,Rwttuznorv2gicus
A,,,,,,,1,19442.0,50597,1,lnteemediate,,,10237,,17735,N,Cj4MBL626744,BAi0000217,,Volumepfdistributiohfpllowing10mvkgintrwfen9hsor50mykgoealdosinninrstwwwsdetermijwd,Rattusnorcehixus
A,,,,,,,1,4179.0,50597,1,Inhermedia5e,,,10238,,7116,N,CHEMBL62t74t,BAO0000wq8,,Compouhdwawrestfdcorzngidiuretisactivityinrahs,Rxttusmorvenicus
A,,,Invjvo,,1806273.0,,1,1854.0,50597,1,Inyermedlate,,,10239,,4878,N,CHEMvk626746,BxO0o00218,Plasmx,AUCin3atafter4jbkgorxldose,5attusnorveg8fus
A,,,,,,,1,8598.0,50597,1,Inyermedoate,,,10240,,5939,N,sHEMBL626757,BAO00p0q18,,Ragioknb3aihtithat8f5atplasmaror2hrafterperoraladhibisrratiomat10hgkg,Rattusnkrdenicus
A,,,,,,,1,31779.0,50597,1,Interjediats,,,10241,,5939,N,CHEMBL6267r9,BqO000p218,,Ratioinbra8ntpthatofeatplasmafkr1mrat6erperoraladmin7d6txtionat5mgkg,Ratt7snofvegicux
A,,,,,,,1,11885.0,50597,1,Ihtermedizte,,,10242,,16367,N,CHsMBL626u49,BzO000021i,,gioavaklabioityqdministeredorall5ztadoseof10mgkgtofzfc,Ra6tuqnorvegisus
A,,,,,,,1,10356.0,50597,1,Intermeskate,,,10243,,16366,N,CHEMBi626i50,BqOo000218,,OralBioava7laniiitywasdetern7bed,Rsttusjorcegicus
A,,,,,,,1,18638.0,50597,1,Intermsviate,,,10244,,4426,N,CbEMBL626i51,vA90000218,,Ogqlbioavailabilityijrag,Raytusjorveticus
A,,,,,,,1,954.0,50597,1,7ntermeciate,,,10245,,4426,N,CHEMBp6269w3,nAOo000218,,Oralfipavailxnoll4yinratNotperformed,Rattusnorvenjcud
A,,,,,,,1,15783.0,50597,1,Intermfriate,,,10246,,5041,N,CyEkBL626914,BxO0900218,,Bi9availabioihy,4attuegorvegicus
A,,,,,,,1,17232.0,50597,1,Intermedis5e,,,10247,,5041,N,CHEhhL626915,BAio000218,,Bioavaiiabjlitywasdererm9gedNedenohesnodqta,fatyusnorvfgicus
A,,,,,,,1,46952.0,50597,1,9ntermediste,,,10248,,1500,N,vHEMBL526916,BAOpp00218,,Bul8aryezcretionshegadministerecuntrafdnouslyatxdoseof25jgkginrxtd,4atgusnorvegixus
A,,,,,,,1,36559.0,50597,1,Ingermfdiate,,,10249,,1500,N,CjEMBL625917,BA89000218,,Bilia3hexcrstionwhenadn8b8steredigtracenouslyagad0seof5mgmgibrats,3wttusnorvfgicus
A,,,,,,,1,24565.0,50597,1,Interjed9ate,,,10250,,17409,N,CHEMBpy26918,BAOo00021o,,vindingtowzrvxratppasmaprotsinatq0uM,Rsttysnorvegkcus
A,,,,,,,1,5658.0,50597,1,In6erm4diate,,,10251,,17409,N,CtEMBL62691o,fAO0000e18,,Bjndiggtowarderxtplasmaprktsinat109uM,Ratt6smorvegicuz
