title,year,id,venue,authors
experience report : exploiting advanced database optimization features for large-scale sap r/3 installations,2002,2168,vldb,"bernhard zeller , alfons kemper"
an annotated bibliography on active databases,1995,2169,sigmod record,"johann christoph freytag , ulrike jaeger"
optimizing view queries in rolex to support navigable result trees,2002,2170,vldb,"pradeep shenoy , philip bohannon , p. p. s. narayan , henry f. korth , sumit ganguly"
miro web : integrating multiple data sources through semistructured data types,1999,2171,vldb,"fei sha , tatiana chan-sine-ying , georges gardarin , tuyet-tram dang-ngoc , jean-luc darroux , luc bouganim"
ofl : a functional execution model for object query languages,1995,2172,sigmod conference,"georges gardarin , fernando machuca , philippe pucheral"
"information visualization , guest editors ' foreword",1996,2173,sigmod record,"tiziana catarci , isabel f. cruz"
a critique of ansi sql isolation levels,1995,2174,sigmod conference,"philip a. bernstein , patrick e. o'neil , hal berenson , elizabeth j. o'neil , jim melton , jim gray"
issues and evaluations of caching solutions for web application acceleration,2002,2175,vldb,"oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan"
generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl,2000,2176,sigmod record,"alexandros labrinidis , nick roussopoulos"
database performance in the real world - tpc-d and sap r/3 ( experience paper ),1997,2177,sigmod conference,"jochen doppelhammer , donald kossmann , thomas höppler , alfons kemper"
advances in real-time database systems research,1996,2178,sigmod record,azer bestavros
opt + + : an object-oriented implementation for extensible database query optimization,1999,2179,vldb j.,"david j. dewitt , navin kabra"
comparing hierarchical data in external memory,1999,2180,vldb,sudarshan s. chawathe
standards in practice,1998,2181,sigmod record,"jim melton , andrew eisenberg"
dalí : a high performance main memory storage manager,1994,2182,vldb,"s. sudarshan , h. v. jagadish , rajeev rastogi , abraham silberschatz , daniel f. lieuwen"
odefs : a file system interface to an object-oriented database,1994,2183,vldb,"narain h. gehani , william d. roome , h. v. jagadish"
"some remarks on variable independence , closure , and orthographic dimension in constraint databases",1999,2184,sigmod record,leonid libkin
further improvements on integrity constraint checking for stratifiable deductive databases,1996,2185,vldb,"sin yeung lee , tok wang ling"
fast algorithms for maintaining replica consistency in lazy master replicated databases,1999,2186,vldb,"eric simon , esther pacitti , pascale minet"
scalablity and availability in oracle7 7.3,1996,2187,vldb,dieter gawlick
algorithms for mining distance-based outliers in large datasets,1998,2188,vldb,"raymond t. ng , edwin m. knorr"
automating physical database design in a parallel database,2002,2189,sigmod conference,"chun zhang , guy m. lohman , jun rao , nimrod megiddo"
fast time sequence indexing for arbitrary lp norms,2000,2190,vldb,"christos faloutsos , byoung-kee yi"
on the issue of valid time ( s ) in temporal databases,1995,2191,sigmod record,"themis panayiotopoulos , efstathios v. ioannidis , constantine d. spyropoulos , stavros kokkotos"
an algebraic approach to rule analysis in expert database systems,1994,2192,vldb,"jennifer widom , elena baralis"
a formal perspective on the view selection problem,2001,2193,vldb,"dan suciu , rada chirkova , alon y. halevy"
semantic and pedagogic interoperability mechanisms in the ariadne educational repository,1999,2194,sigmod record,"erik duval , eddy forte , kris cardinaels , koen hendrikx , florence haenni , maria wentland forte , florence simillion , ken warkentyne , e. vervaet"
concurrency and recovery in generalized search trees,1997,2195,sigmod conference,"c. mohan , joseph m. hellerstein , marcel kornacker"
parametric query optimization for linear and piecewise linear cost functions,2002,2196,vldb,"s. sudarshan , arvind hulgeri"
approximate string joins in a database ( almost ) for free,2001,2197,vldb,"luis gravano , h. v. jagadish , panagiotis g. ipeirotis , s. muthukrishnan , divesh srivastava , nick koudas"
editor 's ( farewell ) notes,1995,2198,sigmod record,arie segev
histogram-based approximation of set-valued query-answers,1999,2199,vldb,"viswanath poosala , yannis e. ioannidis"
to weave the web,1997,2200,vldb,"paolo merialdo , giansalvatore mecca , paolo atzeni"
the oracle universal server buffer,1997,2201,vldb,"ashok joshi , n. macnaughton , juan loaiza , m. keihl , tirthankar lahiri , william bridge"
discovery of influence sets in frequently updated databases,2001,2202,vldb,"ioana stanoi , amr el abbadi , divyakant agrawal , mirek riedewald"
editor 's notes,2001,2203,sigmod record,ling liu
maintenance of implication integrity constraints under updates to constraints,1998,2204,vldb j.,"naci ishakbeyoglu , z. meral özsoyoglu"
redo recovery after system crashes,1995,2205,vldb,"mark r. tuttle , david b. lomet"
middle-tier database caching for e-business,2002,2206,sigmod conference,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay"
atomicity versus anonymity : distributed transactions for electronic commerce,1998,2207,vldb,j. d. tygar
an adaptive data replication algorithm,1997,2208,acm trans . database syst .,"ouri wolfson , yixiu huang , sushil jajodia"
temporal aggregation in active database rules,1997,2209,sigmod conference,"iakovos motakis , carlo zaniolo"
generalized search trees for database systems,1995,2210,vldb,"jeffrey f. naughton , avi pfeffer , joseph m. hellerstein"
editor 's notes,1995,2211,sigmod record,jennifer widom
fast-start : quick fault recovery in oracle,2001,2212,sigmod conference,"ashok joshi , ron weiss , amit ganesh , tirthankar lahiri"
a toolkit for negotiation support interfaces to multi-dimensional data,1997,2213,sigmod conference,"matthias jarke , stephan jacobs , michael gebhardt"
"announcements from nsf , nasa , and elsewhere",1994,2214,sigmod record,xiaolei qian
fractal prefetching b ± trees : optimizing both cache and disk performance,2002,2215,sigmod conference,"phillip b. gibbons , gary valentin , todd c. mowry , shimin chen"
schema mapping as query discovery,2000,2216,vldb,"renée j. miller , mauricio a. hernández , laura m. haas"
object-oriented features of db2 client/server,1994,2217,sigmod conference,hamid pirahesh
the n-tier hub technology,2002,2218,sigmod record,"rainer a. sommer , david bailey , thomas r. gulledge"
integration of heterogeneous databases without common domains using queries based on textual similarity,1998,2219,sigmod conference,william w. cohen
new sampling-based summary statistics for improving approximate query answers,1998,2220,sigmod conference,"phillip b. gibbons , yossi matias"
performance tradeoffs for client-server query processing,1996,2221,sigmod conference,"donald kossmann , michael j. franklin , björn þór jónsson"
selective information dissemination in p2p networks : problems and solutions,2003,2222,sigmod record,"stratos idreos , manolis koubarakis , christos tryfonopoulos , yannis drougas"
self-tuning histograms : building histograms without looking at data,1999,2223,sigmod conference,"surajit chaudhuri , ashraf aboulnaga"
lore : a database management system for semistructured data,1997,2224,sigmod record,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh"
db2 spatial extender - spatial data within the rdbms,2001,2225,vldb,david w. adler
identifying representative trends in massive time series data sets using sketches,2000,2226,vldb,"s. muthukrishnan , nick koudas , piotr indyk"
warping indexes with envelope transforms for query by humming,2003,2227,sigmod conference,"dennis shasha , yunyue zhu"
obk - an online high energy physics ' meta-data repository,2002,2228,vldb,"l. pedro , v. kotov , i. papadopoulos , l. mapelli , a. ribeiro , a. amorim , r. hart , m. nassiakou , h. wolters , n. parrington , d. liko , yu . ryabov , r. jones , i. alexandrov , l. lucio , i. soloviev , m. caprini , e. badescu , s. kolos , m. dobson , l. moneta , d. schweiger , m. barczyk , a. kazarov , d. burckhart-chromek , m. mineev , j. flammer"
"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization",1996,2229,sigmod conference,"shinichi morishita , yasuhiko morimoto , takeshi tokuyama , takeshi fukuda"
a top-down approach for two level serializability,1994,2230,vldb,"n. l. belkhodja , mourad ouzzani , m. a. atroun"
xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,2003,2231,vldb,"sacha berger , christoph wieser , sebastian schaffert , françois bry"
query unnesting in object-oriented databases,1998,2232,sigmod conference,leonidas fegaras
an evaluation of generic bulk loading techniques,2001,2233,vldb,"jochen van den bercken , bernhard seeger"
scientific olap for the biotech domain,2001,2234,vldb,nam huyn
privacy-preserving data mining,2000,2235,sigmod conference,"ramakrishnan srikant , rakesh agrawal"
evaluating probabilistic queries over imprecise data,2003,2236,sigmod conference,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar"
managing uncertainty in sensor database,2003,2237,sigmod record,"sunil prabhakar , reynold cheng"
fault tolerant design of multimedia servers,1995,2238,sigmod conference,"richard r. muntz , leana golubchik , steven berson"
edgar f. codd : a tribute and personal memoir,2003,2239,sigmod record,c. j. date
new tpc benchmarks for decision support and web commerce,2000,2240,sigmod record,"meikel pöss , chris floyd"
energy and rate based mac protocol for wireless sensor networks,2003,2241,sigmod record,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar"
distributed top-n query processing with possibly uncooperative local systems,2003,2242,vldb,"clement t. yu , weiyi meng , george philip"
searching on the secondary structure of protein sequences,2002,2243,vldb,"jignesh m. patel , laurie hammel"
guest editor 's introduction,2003,2244,sigmod record,karl aberer
efficient concurrency control for broadcast environments,1999,2245,sigmod conference,"arvind nithrakashyap , rajendran m. sivasankaran , jayavel shanmugasundaram , krithi ramamritham"
mining generalized association rules,1995,2246,vldb,"ramakrishnan srikant , rakesh agrawal"
mobile computing and databases : anything new ?,1995,2247,sigmod record,"margaret h. dunham , abdelsalam helal"
research issues for data communication in mobile ad-hoc network database systems,2003,2248,sigmod record,"leslie d. fife , le gruenwald"
association rules over interval data,1997,2249,sigmod conference,"renée j. miller , yuping yang"
xpath processing in a nutshell,2003,2250,sigmod record,"reinhard pichler , christoph koch , georg gottlob"
location-based spatial queries,2003,2251,sigmod conference,"jun zhang , dimitris papadias , manli zhu , yufei tao , dik lun lee"
