assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_cll_d,assays_crtd_b,assays_b_frmt,assays_ss_d,assays_cnfdnc_scr,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_ctgr,assays_src_ss_d,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_dscrptn,assays_ss_tss,assays_ss_tp,assays_td,assays_src_d,assays_ss_sbclllr_frctn,assays_tss_d,assays_ss_rgnsm
,,,,Intermediate,BAO_0000218,13685,1,10116.0,N,,,6996,CHEMBL629218,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13686,1,10116.0,N,,,6996,CHEMBL629219,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13687,1,10116.0,N,,,6996,CHEMBL629220,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13688,1,10116.0,N,,,6996,CHEMBL629221,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13689,1,10116.0,N,,,6996,CHEMBL631127,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13690,1,10116.0,N,,,6996,CHEMBL631128,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13691,1,10116.0,N,,,6996,CHEMBL631129,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13692,1,10116.0,N,,,6996,CHEMBL631130,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13693,1,10116.0,N,,,6996,CHEMBL631131,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13694,1,10116.0,N,,,6996,CHEMBL631132,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13695,1,10116.0,N,,,6996,CHEMBL631133,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13696,1,10116.0,N,,,6996,CHEMBL631134,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13697,1,10116.0,N,,,6996,CHEMBL875120,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13698,1,10116.0,N,,,6996,CHEMBL631135,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13699,1,10116.0,N,,,6996,CHEMBL631136,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13700,1,10116.0,N,,,6996,CHEMBL631137,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13701,1,10116.0,N,,,6996,CHEMBL631138,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13702,1,10116.0,N,,,6996,CHEMBL631139,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13703,1,10116.0,N,,,6996,CHEMBL631140,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13704,1,10116.0,N,,,6996,CHEMBL631141,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13705,1,10116.0,N,,,6996,CHEMBL631142,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13706,1,10116.0,N,,,6996,CHEMBL631143,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13707,1,10116.0,N,,,6996,CHEMBL631144,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13708,1,9615.0,N,,,6996,CHEMBL631145,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.312 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13709,1,9615.0,N,,,6996,CHEMBL631146,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13710,1,9615.0,N,,,6996,CHEMBL631147,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.625 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13711,1,9615.0,N,,,6996,CHEMBL631148,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13712,1,9615.0,N,,,6996,CHEMBL631149,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13713,1,9615.0,N,,,6996,CHEMBL631150,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13714,1,9615.0,N,,,6996,CHEMBL631151,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13715,1,9615.0,N,,,6996,CHEMBL631152,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13716,1,9615.0,N,,,6996,CHEMBL631443,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13717,1,9615.0,N,,,6996,CHEMBL631444,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13718,1,9615.0,N,,,6996,CHEMBL631445,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13719,1,9615.0,N,,,6996,CHEMBL631446,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13720,1,9615.0,N,,,6996,CHEMBL631447,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13721,1,9615.0,N,,,6996,CHEMBL631448,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13722,1,9615.0,N,,,6996,CHEMBL631449,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13723,1,9615.0,N,,,6996,CHEMBL631450,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,13724,1,9615.0,N,,,6996,CHEMBL629724,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13725,1,10090.0,N,,,9716,CHEMBL629725,,"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13726,1,10090.0,N,,,9716,CHEMBL629726,,"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13727,1,10090.0,N,,,9716,CHEMBL629727,,"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13728,1,10090.0,N,,,9716,CHEMBL630404,,"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13729,1,10090.0,N,,,9716,CHEMBL630405,,"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13730,1,10090.0,N,,,9716,CHEMBL630406,,"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13731,1,10090.0,N,,,9716,CHEMBL630407,,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Stomach,A,50594,1,,945.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13732,1,10090.0,N,,,9716,CHEMBL630573,,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Stomach,A,50594,1,,945.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13733,1,10090.0,N,,,9716,CHEMBL630574,,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Stomach,A,50594,1,,945.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13734,1,10090.0,N,,,9716,CHEMBL630575,,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",Stomach,A,50594,1,,945.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13735,1,10090.0,N,,,9716,CHEMBL630576,,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13736,1,10090.0,N,,,9716,CHEMBL630577,,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13737,1,10090.0,N,,,9716,CHEMBL630578,,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,13738,1,10090.0,N,,,9716,CHEMBL630579,,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13739,1,10090.0,N,,,12192,CHEMBL630580,,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),Kidney,A,50594,1,,2113.0,Mus musculus
,,,,Intermediate,BAO_0000218,13740,1,10090.0,N,,,12192,CHEMBL630581,,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,Kidney,A,50594,1,,2113.0,Mus musculus
,,,,Intermediate,BAO_0000218,13741,1,10090.0,N,,,12192,CHEMBL630582,,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),Kidney,A,50594,1,,2113.0,Mus musculus
,,,,Intermediate,BAO_0000218,13742,1,10090.0,N,,,12192,CHEMBL630583,,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13743,1,10090.0,N,,,12192,CHEMBL630584,,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13744,1,10090.0,N,,,12192,CHEMBL630585,,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13745,1,10090.0,N,,,12192,CHEMBL630586,,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13746,1,10090.0,N,,,12192,CHEMBL630587,,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13747,1,10090.0,N,,,12192,CHEMBL630588,,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13748,1,10090.0,N,,,12192,CHEMBL630589,,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,13749,1,10090.0,N,,,12192,CHEMBL630590,,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),,A,50594,1,,,Mus musculus
,,,,Autocuration,BAO_0000019,13750,0,,U,,,12192,CHEMBL630591,,Removal of 238-Plutonium(IV) in feces at 24 h,Feces,A,22224,1,,1988.0,
,,,,Autocuration,BAO_0000019,13751,0,,U,,,12192,CHEMBL630592,,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),Feces,A,22224,1,,1988.0,
,,,,Autocuration,BAO_0000019,13752,0,,U,,,12192,CHEMBL630593,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,,A,22224,1,,,
,,,,Autocuration,BAO_0000019,13753,0,,U,,,12192,CHEMBL630594,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),,A,22224,1,,,
,,,,Autocuration,BAO_0000019,13754,0,,U,,,12192,CHEMBL630595,,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13755,0,,U,,,12192,CHEMBL630596,,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13756,0,,U,,,12192,CHEMBL630597,,Removal of 238-Plutonium(IV) in urine after 0-24 h,Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13757,0,,U,,,12192,CHEMBL630598,,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13758,0,,U,,,12192,CHEMBL630599,,Removal of 238-Plutonium(IV) in urine after 0-4 h,Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13759,0,,U,,,12192,CHEMBL630600,,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13760,0,,U,,,12192,CHEMBL630601,,Removal of 238-Plutonium(IV) in urine after 4-24 h,Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13761,0,,U,,,12192,CHEMBL630602,,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13762,0,,U,,,12192,CHEMBL630603,,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),Urine,A,22224,1,,1088.0,
,,,,Autocuration,BAO_0000019,13763,0,,U,,,12192,CHEMBL630604,,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),Urine,A,22224,1,,1088.0,
,In vivo,,,Intermediate,BAO_0000218,13764,1,10116.0,N,,,12017,CHEMBL624869,,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13765,1,10116.0,N,,,12017,CHEMBL624870,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13766,1,10116.0,N,,,12017,CHEMBL623189,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13767,1,10116.0,N,,,12017,CHEMBL623190,,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13768,1,10116.0,N,,,12017,CHEMBL623191,,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13769,1,10116.0,N,,,12017,CHEMBL623192,,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13770,1,10116.0,N,,,12017,CHEMBL623193,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13771,1,10116.0,N,,,12017,CHEMBL623194,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13772,1,10116.0,N,,,12017,CHEMBL623195,,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13773,1,10116.0,N,,,12017,CHEMBL623196,,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13774,1,10116.0,N,,,11836,CHEMBL623197,,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13775,1,10116.0,N,,,11836,CHEMBL623198,,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,,A,50597,1,,,Rattus norvegicus
