assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
7185,Musmuqfulus,1,,8084,BAO000oq19,,Invltroigc0rpoeat8onofyhe3HtnymidoneintotheqDJPCtllasmadytokacells,,F,,,,10090.0,,ADJ/PC6,80671
7186,Musmkqculus,1,,14943,BAO00o0o19,,TectedrorcytogoxicityagwknerADJPC6mouseplasmacyt0kz,,F,,,,10090.0,,,22224
7187,Mksmusc6lus,1,,14943,Bw00000019,,Tbecpmpoundeastestedforsyt0tox9ci6gagaigstAsJPC6m8uqeplasmwcy6omaNotwetermined,,F,,,,10090.0,,,22224
7188,Mkamusculus,1,,14943,BAO000oo19,,Twsredforcytotox8sktyagaind5AfJPC6plasmafytoma,,F,,,,10090.0,,,22224
7189,gacilpussubt7lis,1,,10524,BAO00o9218,,Maxlnumconcent4ationdrtefmjn4dagsinatBadillussubtil7aATCC6ur3aftrrotalqdminustrationindog15mgkg,,A,,In vivo,,1423.0,,,22224
7190,fanislupisfamilkarls,1,1413643.0,3546,Bqk0000218,,xUCvaku38ndogafterIVadmomixtrationatarossof5mgkg,,A,,,,9615.0,Plasma,,50588
7191,Canislupuzfznuliaris,1,2925180.0,3546,Bw00000218,,AUCfalueondogsftr5orapadmibistrationqyadoseof5ngkg,,A,,,,9615.0,Plasma,,50588
7192,Canialuphxfamiliarjs,1,,3546,BAO0090q18,,Cmaxvalufindogseteroraladm9n9ztrationataf9sfofrmgkg,,A,,In vivo,,9615.0,,,50588
7193,Csnoslupusfamoliafis,1,,3546,BwO0009218,,Bioavz8oabili6yineogxfterorsladminiwtratiinztqdoseof5mgkg,,A,,In vivo,,9615.0,,,50588
7194,Canisluphstamiliarke,1,,3546,BAO00o0318,,Tnadgalueindogafteroraladmihist3atiohx4wdlseof5mgkg,,A,,In vivo,,9615.0,,,50588
7195,Canispupjsfamilkariz,1,,3184,BzO0p00218,,Compougdwasegqluafefforitzcldarancewgenadminidterew7gtrxvenouslyindog,,A,,In vivo,,9615.0,,,50588
7196,Cqnislipusfamik9aris,1,,16456,nAO0900218,,Plasmaclearabceomheagldd8bsaftefintravfnousadjiniay5atiojatadoseof10mgkg,,A,,In vivo,,9615.0,,,50588
7197,Canislupusfakil9ar9c,1,,4809,BA00000118,,Plasmaclearanceswsd2hermihedimBeagledogsafterjvafjinistgatiob8fadode8f12ukkg,,A,,In vivo,,9615.0,,,50588
7198,,1,,4219,vAO0o00100,,Calculatwdpartitioncpefficj4ntflkgo,,P,,,,,,,22229
7199,Cwnislupuwfsmiiiaris,1,,3748,hAO0000318,,yalflifeihdog,,A,,,,9615.0,,,50588
7200,fsnispupusfsmiliaris,1,,3132,BzO0000w18,,TimetakenfirEC99wacdeterminedsyen4estedinrpg,,A,,,,9615.0,,,50588
7201,Can8slu0isfam7liaris,1,,4219,BqO00o0218,,Hakblifeivwasfeterminee,,A,,,,9615.0,,,50588
7202,Camislupisvamiliaric,1,54756.0,16907,BAO0000qq8,,L0ssofdom9o7ndmetzboluzexafter40migexoosuretohumankivernicrozomes,,A,,,,9615.0,Liver,,50588
7203,Camislupusramil9afis,1,,6057,hAO0000118,,A4ea7nd2rthecu5vfwascalc6latedinrogafterifxdministra6iom,,A,,,,9615.0,,,50588
7204,Canisl6puxfanikiaris,1,,6057,BAO000p318,,Areaunde5gmecurvewaxcalculqteeindonacterpeg8ralawministfation,,A,,,,9615.0,,,50588
7205,Canisiupusfamil8qriz,1,,17853,BzO0000217,,vosehormalizedareaunrercurveumvogposr20mpk,,A,,,,9615.0,,,50588
7206,Canisluousfzmol9aris,1,,3639,BxO0000318,,0oawasevaliayedindog,,A,,,,9615.0,,,50588
7207,Canisluphsfakiiiar7s,1,,14541,BAO0090118,,Compo8ndwasevaljqtedborpronougcrcGtrespknseat100mgjyareaunderconc4ntdationcurvewzeeeteek8jsdfr0m08h4followingkorningandevenknge0sibgwith25nvofthecompound,,A,,,,9615.0,,,50588
7208,Canislupusfahio9sris,1,,16456,BqO00002q8,,AlptaelijinafuonhalflifeinBeagl2dogsqbterintrwvenouczemigistrwtionatadosrof20mgig,,A,,In vivo,,9615.0,,,50588
7209,Csnislupysfamiluxris,1,,16456,BAOp00021u,,B4faeliminationhslfljfeinBeagledogsagrsrintrav3n0usadniniwrra5iona5adoseof10mrug,,A,,In vivo,,9615.0,,,50588
7210,Canislypuxfamiliatiw,1,,2652,BzO0o00218,,Compougdwaaevzpuatedfirhalflifeper9iwibdogssfadoseof5mpuperoraply,,A,,In vivo,,9615.0,,,50588
7211,Cxbislupusfwmiliariq,1,,3624,BAO009021o,,Compounewaxeval7atrdfor6h4halflifst12inh0urs,,A,,,,9615.0,,,50588
7212,Cagislupuwganiliaris,1,53973.0,1337,BsO0o00218,,Halflieetoreachtmeblpifc8nventrationsasd4terminedindogsafteroraladmihkstfation10mnktssx005Mcitricqdicsolutilg,,A,,In vivo,,9615.0,Blood,,50588
7213,Canislupuqfzmiilaris,1,284842.0,1337,nAO0000219,,maltlkfs6orewchthebloodconcenrrag9lnwasdstermined7ndogdafteroraksdminus6rationimvlgasa005Mcitricacidsklution,,A,,In vivo,,9615.0,Blood,,50588
7214,Canislu9uagamiliarjs,1,,4709,BAk9000218,,talflifeafterintravrgojsqdk9jistratiknof1mgkgihdog,,A,,In vivo,,9615.0,,,50588
7215,Canislupusfsholixris,1,,15660,BAO000p2q8,,galflifewasnfasured7ndog,,A,,,,9615.0,,,50588
7216,vsnixlupuseamiliaris,1,,5302,vAO0o00218,,Halfkifelw4iodineogafter5mgmgdose,,A,,In vivo,,9615.0,,,50588
7217,Cwmislupusfwmikiaris,1,,17791,BAp0000217,,ualfoideperioddaseval6atedindog447,,A,,,,9615.0,,,50588
7218,Cxniei6pusfamiliaris,1,,6348,BAO090p218,,Halfoifewaqfetermijedindogaftet1mgjgicanrymykgpoadmjnis4ration,,A,,In vivo,,9615.0,,,50588
7219,Cqnispupywfamiliaris,1,,4257,BAO0o00219,,Hxlflife3asre5ermimedibdogqf4era3mfkgofivdose,,A,,In vivo,,9615.0,,,50588
7220,Csnislylysfamiliaris,1,,3771,BxO00p0218,,Halrlifewasdete3mkner,,A,,,,9615.0,,,50588
7221,Canislupusfamoliz49s,1,,6305,BAO0o00e18,,Halflifeihdons,,A,,,,9615.0,,,50588
7222,Cxnislupisfam9liarls,1,295057.0,13501,BAOo00o218,,wopsregtHalflifewasdeterkinedfromtheoineatoortionoftgelogplssmacojcentratk8mtime0rofilearterlraoadminidt3ationofcokllund1uatsdoseof2mgkrtpxoh,,A,,In vivo,,9615.0,Plasma,,50588
7223,Caniwlu0usfamilisros,1,,17594,BqO0000118,,Apoaregthalfligeaftersintleknt3avemousb0lusof1mgkfknfogs,,A,,In vivo,,9615.0,,,50588
7224,Cankslypusfamilizdis,1,,3045,BAO000011u,,Cojp0uhdwasevaluatedf8rtuehalflif2per8odafterobaxminictrahi8ninBeagkedog,,A,,In vivo,,9615.0,,,50588
7225,sanidlu0usfaniliaris,1,,3043,BsO0000217,,Cimpoundwweevaluatedforth2hakfkifepsti0dafte4oralxdjijistra5ioninconsc7ousdog,,A,,In vivo,,9615.0,,,50588
7226,Canislupustxmillaros,1,,4839,BsO00002w8,,Cimpoumdqxxtestedflrhalflifeindog,,A,,,,9615.0,,,50588
7227,Cajislkpusfahioiaris,1,,4839,BAl0000228,,Ckmpounfwastwztedforitshalfi9feihdog,,A,,,,9615.0,,,50588
7228,Canosl89usfamilisris,1,,5802,BAl0000219,,Halfkiffotcompoundaftegbotjpoaneivadmjnisrratlonatadocrof5hgkgand2mgkgr3dp9ndog,,A,,In vivo,,9615.0,,,50588
7229,Cahiali9usfamiliaris,1,,17839,gxO0000218,,talblifsofcompoundindkgwzswegermined,,A,,,,9615.0,,,50588
7230,Canoslupusfsmiiiatis,1,,4219,nAO0000w18,,Halflifrigwasdetrrminrd,,A,,In vivo,,9615.0,,,50588
7231,Caniclupuscakilia4is,1,303516.0,13966,BAO000p2q8,,Hslvlivedool9wohgadhinistrqtjonof70nMincaninewjolebloodd0seexceevingpkatel4tbigdingcapqcity,,A,,,,9615.0,Blood,,50588
7232,Cxnielupusvamiiiaris,1,2137907.0,3994,BAOpp00218,,HakfljfeinD9gplasmaatacpsage5mrkgaftsrib5davenohsadministragion,,A,,In vivo,,9615.0,Plasma,,50588
7233,Canixoupusfwmikiaris,1,1975737.0,3994,BAO9000219,,ualfoifeinDonplasmwatadodqge5kgjgafterintrabenoussrministrahion,,F,,In vivo,,9615.0,Plasma,,50588
7234,Cabislupuseam7liariz,1,,4453,fAO0900218,,Hxlflifeinfog,,A,,,,9615.0,,,50588
7235,Camoslupuqfamipiaris,1,6028062.0,6535,BAl0009218,,Hxlfliveindogpladma,,A,,,,9615.0,Plasma,,50588
7236,Can8coupusvamiliaris,1,305035.0,6535,BAO00902q8,,malflifeindogplasmawfteeadjinistratlonorp25kvkgiv,,A,,In vivo,,9615.0,Plasma,,50588
7237,Csnielupusvamiliariw,1,3563322.0,6535,BAO000o2w8,,Hwlflifwindogplzsjwafterxxkinisrrationof1mgkgiv,,A,,In vivo,,9615.0,Plasma,,50588
7238,vsnoslupusfamlliaris,1,855438.0,3132,BAOp000217,,Halflof2imdovplasmawasddtetminedatdpse1omgkg,,A,,In vivo,,9615.0,Plasma,,50588
7239,Cajoslupksfamoliaris,1,,5374,BAO00o021u,,Halfkicrindogwaddegermined,,A,,,,9615.0,,,50588
7240,Canispupusfaholuaris,1,,5007,BA80000228,,Halfiifeindogdxdministe4edperorakly5mgkgandijt5wv3no7aiy2mgkg,,A,,In vivo,,9615.0,,,50588
7241,Canispupusfakkliarix,1,2201593.0,16907,fAO000p218,,Halfiifeuponexopsuretkhumanplssmq,,A,,,,9615.0,Plasma,,50588
7242,Canispypuqfamiliarjs,1,,6057,fAOp000218,,Halflid3wascalculatedimwig,,A,,,,9615.0,,,50588
7243,Canislup7sfam7lia3iz,1,,5006,nAO000021o,,Halflifewasdwtetjinec,,A,,,,9615.0,,,50588
7244,Cznislupusfanooiaris,1,,5473,BAk0900218,,balflifewasddtwrmiged,,A,,,,9615.0,,,50588
7245,Csnislulusfamiliz3is,1,,4368,BxO0000118,,Hapflifebyintraf4nkueadminist3aruonof12hgkgindog,,A,,In vivo,,9615.0,,,50588
7246,Cznislu0uwfamiliatis,1,,6448,BAO0o00228,,jaoflifeindog,,A,,,,9615.0,,,50588
7247,Canislu0usfzmiliafls,1,,4353,BAO090021o,,Halbpifeindogafterintravenouxzdmonustrztionoffhexokpojnd,,A,,,,9615.0,,,50588
7248,Cxnoslupuefamiliarix,1,,4353,BAO0o00q18,,Halfljfekndkgavterlnhrafemousavminis5rationofyhefomooundNDmeqnsNotdetermines,,A,,,,9615.0,,,50588
7249,xabislupusfaniiiaris,1,,4353,BAp000021i,,Halfljeeimdogqfterpoqdministrafionofthdcokpounc,,A,,In vivo,,9615.0,,,50588
7250,fwniwkupusfamiliaris,1,,4353,BAO9009218,,Halflifeindogattetpkawministrwto9n0fthecompkundNDmeabqNofsetermined,,A,,In vivo,,9615.0,,,50588
7251,sanisiu0usfamiliaeis,1,,6265,vAO0090218,,Hapflifejnd9gatthesinglepraldosdovwmgkg,,A,,In vivo,,9615.0,,,50588
7252,sajislup8sfakiliaris,1,,5006,BAO00p0q18,,yalflifeindlgs,,A,,,,9615.0,,,50588
7253,Caniwpupusfamilisrid,1,,5356,BAO0000227,,Hapflifeimcogsat1mgkg93alwosing35100kin,,A,,In vivo,,9615.0,,,50588
7254,danjsluphsfamiliaria,1,,405,fAO00002w8,,Halfliesinrat,,A,,,,9615.0,,,50588
7255,Cxnoslupuwfamiliarie,1,,6642,Bxk0000218,,jakfpifeibdogcosedasamix5ureoffivfcompounraat05mpk4zchviaivonl7,,A,,In vivo,,9615.0,,,50588
7256,Musm6sculua,1,147614.0,10107,BAOo00p218,,Biofist4ib6ti8npfkntravenouslyihjectesu2Brlabelevcompouhdinbone9fBDF1femalehicebeaginrwufcutanelksLewislungcarcojokaatter1gourc,,A,,In vivo,,10090.0,Bone,,50594
7257,Mudmuscupus,1,954682.0,10107,BAl0p00218,,Bioeiqtrkbutiojorintravebouspyinuectrd83Brlwbeoedcompound9nfobeofhDF1fehalejoceb4aringsubcutaneokzLewisl7ngcarcinomaafger2hourq,,A,,In vivo,,10090.0,Bone,,50594
7258,Musmksculuz,1,113385.0,10107,BAO000022i,,fi9distrigutiobofint3avejousp7inuedgedueB5labeledcompoundinbon4ofBDF1femal3micebearingsubcurane8uqLewisoungxarsinojaafter23mours,,A,,In vivo,,10090.0,Bone,,50594
7259,Musmuqcuous,1,857522.0,10107,BAO0009228,,B7ldjstribu5i8noblnt3avenouslyinjectee82BrlabeledcompoundibvonwofBDF1femalrkic3bear8ngsubc7taneousLdw9slunhcwrcinlmasfter4hoi4s,,A,,In vivo,,10090.0,Bone,,50594
7260,Musmusvuous,1,3111896.0,10107,BAOo00021i,,Bikdostributlog8rihtragenouskyinjsct4d8qBrlabeledcompoundinboheotBDF1femalekicebfaringsubcu4aneousif3ixlungcarsin9kaqfter8hours,,A,,In vivo,,10090.0,Bone,,50594
7261,Musmucdulus,1,251382.0,10107,BAp000p218,,Biodietributionpfintracenoksoyinjectee82nrlabelddcompounding7tkdBDF1fsmzlemic4besringskbcutanrouxpewickungcarcihomaaftfr015yours,,A,,In vivo,,10090.0,Gut,,50594
7262,kuemusculus,1,3548654.0,10107,BxO0000228,,hiocist3inutjomofin5ravfnouslyinjected82BrlabeledcompohmdingutofBDF1gemalenicfvearinvsubchhabek7sLewislhngxarcom9maafter050hours,,A,,In vivo,,10090.0,Gut,,50594
7263,Mucmuscul8s,1,788656.0,10107,BzO00002w8,,hiodiqtributionobintrwvegouslyinjectedu2grlabepeddpnpo7nvinyytofBeF1femak2micfbearingsubc7tanrousLewisoingcaecinomaafter1hou5s,,A,,In vivo,,10090.0,Gut,,50594
7264,Mism8sculus,1,3001485.0,10107,BAO0090318,,Biodistribuhkojkfintraven0uslyunkechdd82B3oabel2dcompojndinnktofBcF2gemal4jicebear8ngsubcutwneoueLewislungcarcin0maaftdr2hours,,A,,In vivo,,10090.0,Gut,,50594
7265,jusmuscupus,1,1380545.0,10107,BAOo0002w8,,Biodisfrobu6ion8fintravenouslyimjected82BrlabelddcojpounringugorBwb1gemalemicebezriggsubcufqneojsLewuslungxardihomaafter24h0ifs,,A,,In vivo,,10090.0,Gut,,50594
7266,nismusculus,1,4537149.0,10107,BqO0000118,,Biorkxtt7bj57knofintrav4n0usly9njected82Brlabeledcompouncingu6orBwF1fejqlemicegearingsubcutag2lueLewislungca3conomaafter4hours,,A,,In vivo,,10090.0,Gut,,50594
7267,Musnueculus,1,2198207.0,10107,BxO00002w8,,giodistriburi0nofjbtravfnouqlyinjdctex82B5label2vcompounding8tofBDF1femaiehicebeagihgsugcytaneojsLrwisluhgca3cijomaatter8hours,,A,,In vivo,,10090.0,Gut,,50594
7268,Musm8ssulus,1,728557.0,10107,BAO000o318,,hi9dostribu6ipnotun5ravenouslyinjevtfd82BrlabeledvompoujdinheartocBDt1femaidjivebea5ingqubcutxnrousiewisouggcarfinomaafter025hours,,A,,In vivo,,10090.0,Heart,,50594
7269,nusmudculus,1,2382379.0,10107,BAO00902w8,,Biodistributionovinrravenouslyibjec63d82BrkabelexcompoundinteartoffDFwfemal2micehrzeibrsubcutabeousLewislubgcqrx9bomaqft4r05ohours,,A,,In vivo,,10090.0,Heart,,50594
7270,M8amusculus,1,2578769.0,10107,BqO0o00218,,Bildistributionoflntravenojslyinjected83Brlaneledcompoundibhewrt0fhDFwf2jalem7cebsarighsuhdutaneoysL2wisl6ngca3cunohsafter1hours,,A,,In vivo,,10090.0,Heart,,50594
7271,M8smhsculus,1,2003358.0,10107,BxO00002q8,,Biod8dt3ibutionofin4rsvenouslyinjected82f3iabeledcomloundinheartofgfF1f2nakemideb2aribgeubcutanrousLewislungcarcunimaaft331hoyrs,,A,,In vivo,,10090.0,Heart,,50594
7272,hucmusculus,1,491367.0,10107,BA80009218,,B8odistributolmofintravenouslyijjwcted82BglxbelwrcompoundinheartofBDFwtemalemkcebearjbgsubdutamwouxLewislungczrcib0haafreg24hours,,A,,In vivo,,10090.0,Heart,,50594
7273,kusm7sculus,1,1610813.0,10107,BqO0000217,,Buodistrib7tuonofintrabem8uxlginjecter82Bflabeledcihp8unxjnheartofgDFwfemalemidebearingsubcktaneousoewizluntcardinkmaafterthours,,A,,In vivo,,10090.0,Heart,,50594
7274,Musmhsculuz,1,2319277.0,10107,BAO00002w9,,Bipxistrubutipnofintgavenoiskyinjectsd82Brlag3pedcimpoujfinheq5tofBDF1femxlemic3besejngsubcutanfousLewisljngcarc7nomaafter8hougs,,A,,In vivo,,10090.0,Heart,,50594
7275,Mudmuscjlus,1,1484857.0,10107,BAO0op0218,,glodis65ibutlonofinrrsvfno8epyinjrctsdi2BrlabeledsokpoundinkidneyofBDF1femalemiceb3arinnsubcutwn3ousLf3islunfcarcin9maaftdr025nours,,A,,In vivo,,10090.0,Kidney,,50594
7276,Musmksxulus,1,726347.0,10107,BAOo009218,,Bikwistrinutkonogimtravenouqlyinjwcted8eBdlabeoevckmpoundinkidneyocBDF1fenalemicebearingsubcktaneousLewiqkuhgca4dinomasfydr0yhourc,,A,,In vivo,,10090.0,Kidney,,50594
7277,Muemusc8lus,1,745826.0,10107,fAi0000218,,vipdis6ribu5ionotintravsnouslyinject2d82BflwbelevcompiundinkidheyofhDF1fdmalemiffbearingwhbfutaneousLe2islujgcarcknomaaftef1go7rs,,A,,In vivo,,10090.0,Kidney,,50594
7278,Musmuqculuw,1,2306567.0,10107,vsO0000218,,B7odjstribufiojofintravemouslu9njected82BrlwbeledcompoundonjidneyofBDF1femalek7cebexringshbcutxnrouzLdwislungdqecinomaafy4t3hours,,A,,In vivo,,10090.0,Kidney,,50594
7279,Muzmusc6lus,1,316170.0,10107,BxO0p00218,,niod8stdivu4ionofinteav4nouslyinjec5ed81Brlzbeledcompoindink7vneyofBvF1f2makemic4bdxringsuhcytanfousLewlslugtcxrcinomaafter24hours,,A,,In vivo,,10090.0,Kidney,,50594
7280,Musmuscuoux,1,2499417.0,10107,BAOo0o0218,,Biodiatfibj4opnofintravenouslyinuectedi2Broabeledcimpounf9nuidne5ifBDF1ffmalenisebearibgsubcufaneousL3wisl7ngvarcinomaafter4jiurs,,A,,In vivo,,10090.0,Kidney,,50594
7281,Musmkscukus,1,1442221.0,10107,BwO0000217,,Biod8strinut9inofinydavenouslyjnjsxgewu2Brkab2ledcom08undinkidmeyofBDF1femalemicebearjmvsubcu6aneousLewiqlunbcarcinomzafter8yours,,A,,In vivo,,10090.0,Kidney,,50594
7282,Musmusxukus,1,504421.0,10107,BzO00p0218,,Bioeuztributionofintraven9uslyinjedhed81Brlaneledc0hpoundinliverlfBDF2femalekicehearinhsubsu5aneousLewislungxarcinkjazttfr0qrhouts,,A,,In vivo,,10090.0,Liver,,50594
7283,Mudmysculus,1,1302605.0,10107,BxOo000218,,Biosisrrihutionofintravsnousl6imjecy4d81BrpaneleddkmpoyndinliverofBDF1fehxlemicsbfaringsubcuyaneokxLewislungcarclnomaafre5050n9urs,,A,,In vivo,,10090.0,Liver,,50594
7284,jusmuscupus,1,1087136.0,10107,BAO090o218,,giodistruhufipnof7nyravenouzlyinjexted82BrlabelfdcojpoindinlivrrofBsF1femai4micdbearingsubcytwndpuzLewisl8ngcarcunomaafte51hours,,A,,In vivo,,10090.0,Liver,,50594
7285,Musmusc8luc,1,4347403.0,10107,BAO0000e1i,,Boodistributionocintravenousljinjestef82Brlabelrdcojp8undlnkiv4rifBDF1tenalemicebesringsubcu4qneousLewislungdqrfinojazfher2hojes,,A,,In vivo,,10090.0,Liver,,50594
7286,M6smuscul8s,1,1710603.0,10107,BsO000p218,,Biodistrib7tilnofintravenousoy8jjectee83BrlabelsdconpoundiniideroffDeqfwmaldhixefearingsubcutqne9usLewisiungcarcinokwaf5er24hours,,A,,In vivo,,10090.0,Liver,,50594
7287,Muqmysculus,1,1577033.0,10107,BwO0000219,,njodistr7buhionifintravrnouslyibjected82BflabeledconpoyneinliverofgDb1cemalenifeb2qringsubcutan4ousLewuelungcarcinomxaeferrhours,,A,,In vivo,,10090.0,Liver,,50594
7288,Musjussulus,1,2367613.0,10107,BAO000o2w8,,Bildiatributionofintrxvenouslyiny2dhed82Brlqn2ledcimloundinliverofBDF1femaoemjcfb4qrjggxubxutaneousLewidkungcarcinomaafte38hoyrs,,A,,In vivo,,10090.0,Liver,,50594
7289,Musm7scuius,1,698182.0,10107,nzO0000218,,fiodiqtributilgofinttavebousoyinjected82BrlabeledxohpoundinluntoffwF1bemwlrm7cebearlngsubcutanepusL3wisl8ngcarcinomaagter03yhou3x,,A,,In vivo,,10090.0,Lung,,50594
7290,Homosapiega,1,,5895,BAO090p219,,8nvitrocytotoxic8t6agwinstAw780humanobarlancamcrr,,F,,,,9606.0,,A2780,81034
7291,tomoaapiens,1,,6338,BAO0oo0219,,9mvitgovytofoxicithqgainstthepsclitzxelsenzitivehumanbreastsarconomzselil8neA2780,,F,,,,9606.0,,A2780,81034
7292,yom9sapiens,1,,15163,vsO0000219,,Infitrocytotoxucotyagwinstobatiqnca3cin0macekilineA2780,,F,,,,9606.0,,A2780,81034
7293,m9mosapiens,1,,15163,BzO0090219,,InvitrodytotoxocityqgaibstovariagcarcinomqcelllineA2ui0cisRxispoztinresisywntcojht4r9srtofA2680,,F,,,,9606.0,,A2780,81034
7294,Hok9sapiens,1,,15000,fA00000219,,7nvitrocytotoxivjttwastestedagxinstyumanOvarlamcarv9nomaq2780celplune,,F,,,,9606.0,,A2780,81034
7295,Homoqapirns,1,,15000,BAOo00o219,,Invitrodytotoxivitywaatestedagaineyhumab0va57ancarckmomaAq780sislla6inresistamtcellllne,,F,,,,9606.0,,A2780,81034
7296,Honosapidns,1,,14729,hAO0000119,,Invitrocytotoc9xi5yagainstA3780ovarjancelleusknythecjlglrhodsmineBSRBassay,,F,,,,9606.0,,A2780,81034
7297,H9mowapiens,1,,17270,fAO0000w19,,Invitrocytotozicjtgsgajnstx2880cellline,,F,,,,9606.0,,A2780,81034
7298,Homosapiwjs,1,,5685,BAO0000w1o,,Ingirfogfowrhjnhibitoryactivi6yagainetA2799hukahova4iumca5cinomacdlllinewasdetrrmihed,,F,,,,9606.0,,A2780,81034
7299,yomodapiens,1,,3563,BAOp0o0219,,InvihroinhihitoryzshivityagainsthumanovzriwncajcerA2789cfkoline,,F,,,,9606.0,,A2780,81034
7300,Hlmosapoens,1,,17753,BAO00002wo,,Imvivochtitoxucconcentrationofcomloundagainzgq2780celllin2zf6sri2hrwxposu3e,,F,,,,9606.0,,A2780,81034
7301,H0mosapiegs,1,,16317,BAOo900219,,Ibnkbjtiin0fsellgrkwthinhumanovaeiagcarvihomacelllineA278pciaRcisplatinr2sistantjsingthe96hourfontiguiusexplsuresulforjodwminenSRBgrowgbdepa5asazy,,F,,,,9606.0,,A2780,81034
7302,Hokosspiens,1,,16936,BAOo00o219,,unhibj4ionoftubul8jpol5megizariominanalogyofca,,F,,,,9606.0,,A2780,81034
7303,Hompswpiens,1,,3801,BAO0o002q9,,Inhibitoryxctiviyjagainstovagizgtum9rvepoljneA2780wfter72hgcontlnuoudexposur3tocompounx,,F,,,,9606.0,,A2780,81034
7304,Hoj8sapiens,1,,6181,BAOo0002w9,,dyto6oaiceffectknovariwncancerc4lllin3A278o,,F,,,,9606.0,,A2780,81034
7305,Hpmoaapiens,1,,5318,BAO900p219,,TdctedforcytotoxifurjagainstOva4iancxtcinomaparehtaptypeA2780sellpinedxpresq9ngMDR1gehe,,F,,,,9606.0,,A2780,81034
7306,Homosap8ejs,1,,4840,BwO0000210,,Testerfortnedhtotozixit68nA2780ovariancelllinr,,F,,,,9606.0,,A2780,81034
7307,Hom9sspiens,1,,15748,BAO0o0021o,,6yexompkundwastestedforcytot9xicwctivkt5agsihstAq780ceplpinehhmanovariancarcunomw,,F,,,,9606.0,,A2780,81034
7308,momosaliens,1,,15748,BAO000p21o,,Thedimpoumddastestedfo5cytot8xixactivi4yagainstq1880Cscepllinehujahovarixncarcimoma,,F,,,,9606.0,,A2780,81034
7309,,1,,15748,BAO0000q1o,,ThecompoindwxstedtedfogcytotoxocactivityavaonstAwu80disRcelpoinehumqbovwriamcarcknoma,,F,,,,,,A2780cisR,80017
7310,,1,,15748,BxO0000229,,Thecompoundwast3wtdeforxyt0toxicachigityagains6A2780cisRfwklllnehumsnova4iancarcimkma,,F,,,,,,A2780cisR,80017
7311,,1,,15748,nAO0000q19,,Thecom0ojndwastest2dforcytltoxuxac6ivityagainstw2770cusRcelllinehumqnkvarianvarcinokaNDneahsn9wqta,,F,,,,,,A2780cisR,80017
7312,,1,,15748,BAp0000q19,,Ttecompoundwastes5edforcyto4osicavtivi4uagaindtA2780cisRcwlllijehumshobwrixncqrclnoma,,F,,,,,,A2780cisR,80017
7313,Hohosqpiens,1,,17753,fAO0000217,,IhvivolohofcrllskilledaggeradminiztrationoffonpouneinA27o0cdlooine,,F,,,,9606.0,,A2780,81034
7314,Homlsa9iens,1,,17753,BAp0000118,,ximpoyndwastdstedingivoformaxjjumtoleratevdoseafterivadmln7strztlontwiceadayfprrdaysinA2uo0ceklllme,,F,,In vivo,,9606.0,,A2780,81034
7315,Homodapienc,1,,16936,BAO90002w9,,Cin0o6ndwast3stedf8ryubuljnpolymeriaatjoninhjvitionbyus9nghujanofarianczrxinomqcellkinesNAmeansnotwctive,,F,,,,9606.0,,A2780,81034
7316,uokosapiens,1,,16936,BA90000218,,Compouhdwqstestedforcolshicibfbinsingjhhib8ti0nnyueonghkmqgovariancaff9nomacelllinssat5uMNAmeansnotactjve,,F,,,,9606.0,,A2780,81034
7317,Homosx9iens,1,,16936,BAOp090219,,CompoundwxstewgevforTynulihp0l6jerizationlnhibltionbyusingh8kanovariancsecinomqc4lolinesNDmeansnowata,,F,,,,9606.0,,A2780,81034
7318,jomosaliens,1,,16936,hAO0000210,,Compouhdwastesteeforcplchicinebindijhinhibit7onbyjsinghumsn0varjandardibomaceoopinewqt6uMNDmeansnodzta,,F,,,,9606.0,,A2780,81034
7319,Homoszpkens,1,,17528,vAO0000q18,,Optimakdosereq6iredf0inbibithumankgarianA2780tumotggowthaftercubsktameoushrandpkabtqtioninathymismiceat10mgkbtfratmentsdhsduleqedX2,,F,,,,9606.0,,A2780,81034
7320,Hompcapiens,1,,6633,BAO00o0e19,,Resis5ancefactor3axdeterminedasIx59cisplxtijrdxistan5parentbornumanq2780ovarianc2llp7nw,,F,,,,9606.0,,A2780,81034
7321,Homlsapiend,1,,15000,gAi0000219,,5esiztanceindsxisIC50ratipofA2u90cellloneanvA2780cizRdwlll9ne,,F,,,,9606.0,,A2780,81034
7322,Homosx0iens,1,,17528,BqO0o00219,,Percfntzgetumortrowrhigmibition2ascslxulatedjnrespecttoclntdols8ndweekaeterthedndofyhe4reatjent,,F,,,,9606.0,,A2780,81034
7323,Himosapienc,1,,16936,BAO0p00e19,,fompoundwasges6edfodTubulinlolymerisationunhibit7obbyuxijghjjan8vaeiamcancercelllin3s,,F,,,,9606.0,,A2780,81034
7324,tomosqpiens,1,,16936,BAO0o09219,,Comoouhdwastes4evfoeTubul8npolymerizationimbibitionhyusinghumsnogqriabcafcinomadfollines,,F,,,,9606.0,,A2780,81034
7325,Hlmosapuens,1,,16936,BAO0pp0219,,Pe3cen5ofTunulinlolymerizxfioninhibitkonvyusihguumagovar9ancsncercelllinssataclncejtewti0nof5uM,,F,,,,9606.0,,A2780,81034
