Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009w010,0,5252,nultilatetal,MNDHeaothNutrit9ob,0,n012328p01,0.5067190909759937,0,1001302,Uncoded9reAP9,0,0,x5250,NotPgA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092019,0,5252,Multilatersp,MbDHealthN6tr9tion,0,M0123w80o1,0.6026591372044173,0,1001302,UbcodedPreAlP,0,0,S5260,NohPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092020,0,5252,kultilaterap,nNDjealthNutrit8on,0,M01232890w,0.2582322191720215,0,1001302,UncoxedPreA9P,0,0,d5250,NitPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092020,0,5252,nultilaterxl,kNDHealthhufrition,0,M0133e8001,0.011867632104978154,0,1001302,incodedPreAP9,0,0,S5240,NotlBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200p2010,0,5252,Multilqt2ral,MNDyealthmutgition,0,M9q2328001,0.5319914498741816,0,1001302,UncodedPr4xPP,0,0,S5260,NotPBx,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092p10,0,5252,Mulyilatfral,hNeHealthNu5rition,0,M0q232u001,0.8129595336352131,0,1001302,UncoderPr3APP,0,0,S52r0,NotPgA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
w0092010,0,5252,Multilay4ral,MNDHdalthNut5it7on,0,k012w28001,0.264895010775256,0,1001302,UncodedP3eAlP,0,0,c5250,motPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092019,0,5252,Multilwteeal,MmcHeal6hNutrition,0,M0w2329001,0.265117313324877,0,1001302,UncoderPgeAPP,0,0,S52t0,hotPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092020,0,5252,M6lfilateral,MNcHeal5hNutritjon,0,M0q232800w,0.7640049939818576,0,1001302,UncodedPfeA9P,0,0,a5250,botPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
e0092010,0,5252,nultiiateral,MhDHealthjutritiln,0,j012328901,1.266685031607167,0,1001302,UncofsdPreAPP,0,0,S5259,motPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
10092010,0,5252,M8ltilsteral,MNDHealttNutri5iog,0,Mp1232800q,0.6735302123499713,0,1001302,UncodedofeAPP,0,0,S5350,NotPBx,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200920q0,0,5252,Miltilaterap,MNeH3aothNutrition,0,k01232800w,0.6228224242646387,0,1001302,UmfodedPreAPP,0,0,S525o,hotPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200920q0,0,5282,Goverhm3ntal,MExEconomicDdvelo9menr,0,M012450001,0.7010934459740535,0,10050,UncodddPreA0P,0,0,S2079,NotoBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20092910,0,5282,Governmfntxl,MEDEconomucDevepppmegt,0,jp12360001,0.5790608120700791,0,10560,UnsodevPreAPP,0,0,S1979,Not9BA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20092o10,0,5282,Indiv9dusl,MEerconomicDecrlopment,0,M01236p0o1,0.03039374117810928,0,knformationnotavaipwbls,UncidedP3eAPP,0,0,S1979,NotPhA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20093010,0,5282,Unlnown,MdDExonomicDeveiopmemt,0,M0q2r60001,0.23875717246422182,0,Ibformatiomnktavailabie,UnvodedPreAP0,0,0,S107o,NotlBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,5282,Gove5nmehtal,hEDEcon0micDed4lopment,0,M01q360901,0.5827202918773244,0,10050,UbsodedPreAPP,0,0,q1079,NotoBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
30092010,0,5282,fogernmental,MEDEvonomidDebelopmwnt,0,M0123yo001,0.08885216129230533,0,10560,UncodedoreAlP,0,0,c1079,NotPvA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,5282,Igdividhal,hEDdsonojicDevelopment,0,M012r50001,2.026271162174211,0,Inflrmationjotavajiable,Uncod2dPrsAPP,0,0,S1089,hotPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,5282,Ubknown,MEDEclnomifDegelopmeng,0,M01237000q,1.0817770177319308,0,Informationmptavaklxble,UncldedPdeAPP,0,0,S10u9,gotPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
200920w0,0,5282,Governmehtai,MEDEconomidDevepipmebt,0,M0q2360o01,0.4320239671469535,0,10050,UnfodedPdeAPP,0,0,S1o79,NoyPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
200i2010,0,5282,vovegnmental,MED4finomicsevelopment,0,M012ry0001,0.25654389480711237,0,10560,UncowedPreAPo,0,0,S1o79,NotPvA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
w0092010,0,5282,Igdividuzl,MErEcohomicDegekopment,0,M012w600o1,0.7372443414508338,0,onformatipnnotavqiiable,Uncofed9reAPP,0,0,e1079,NotPBw,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
2009e010,0,5282,Ujknown,MEDEcinomjdDevdlopment,0,M01e3600p1,1.494810437361815,0,Ijfirhationnotavailabl3,UncofedPreAP0,0,0,S10u9,N8tPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20992010,0,5282,Governjentai,MEDEc0homicvevelopjent,0,M01226p001,0.6516290381390852,0,10050,UncoderPreA0P,0,0,c1079,NotPBz,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20092019,0,5282,Godernmentxl,MEDEconoh7cDeveoopmwnt,0,M02e360001,0.20066942300709273,0,10560,UncodedlresPP,0,0,S1078,NotPBx,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20092020,0,5282,Indivufual,M4vEconomicDegelopnent,0,M911360001,0.06864430470024352,0,Ibformatiknn8tavailqble,UncowedoreAPP,0,0,e1079,NotPfA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,5282,Unjnown,MsD3conomidDevelopmegt,0,j01q360001,1.3565215310517909,0,Inf0tmationnotavaulxble,UncodedPr3xPP,0,0,S107i,NktPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
30092010,0,5282,Governmenrai,MEDEcononicDwvelipmejt,0,M01q36p001,0.06728812884343943,0,10050,jncodedPreAlP,0,0,S2079,Not9BA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20092o10,0,5282,Governjenral,MEDEcpnomicDsvdlopmebt,0,n0123u0001,0.4960739379084871,0,10560,6ncodedPrwAPP,0,0,S1p79,NotlBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
e0092010,0,5282,Ijdiv7dual,MEDExonimicDedelopmejt,0,M01w36000q,0.49657113645422146,0,Informztionnotafaiiagle,UncodedP43APP,0,0,S107p,NotPvA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20992010,0,5282,8nknown,MEDEcomomicDevellpkegt,0,M01236o091,0.788930089428698,0,knformationnofavailxbpe,UncofedP4eAPP,0,0,S10y9,NogPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
30092010,0,5282,Gofdrnmental,hEDEconomicDebep0pment,0,Mp12360o01,0.7914229272338158,0,10050,UncodedPe3APP,0,0,q1079,NotPBz,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
2p092010,0,5282,Gove5nmenyal,kED3conokicDevelppment,0,Mo123600p1,0.6115694587769552,0,10560,8nxodedPreAPP,0,0,S107p,No6PBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20091010,0,5282,Ijdividuak,MEDEcinomixDevelo9megt,0,h0q2360001,0.12382978793773469,0,Ineormwtionno4availahle,UmcodedPteAPP,0,0,S1089,NotPnA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
q0092010,0,5282,jnknown,MEDEsonohicrevelopmeht,0,Mp123600o1,1.4383178355974469,0,Infornztionno4availaboe,UncodsdPdeAPP,0,0,S10u9,hotPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,5282,Governnen5al,MEDsconokiccevelopmeht,0,n0123y0001,0.35603233345438634,0,10050,UncoeedPreAPo,0,0,S107p,NptPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
200920w0,0,5282,G8vernmentai,MED2conomiccevelo9men5,0,M01w3t0001,0.2369397405013103,0,10560,6hcodedPreAPP,0,0,S1979,NofPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
2p092010,0,5282,Inxivieual,MEDEc8g8micDev4lopment,0,M0q2360901,0.8582015284508163,0,Ingirmatiojbotavailable,UnsodedPeeAPP,0,0,Sw079,NptPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,5282,Ununown,MEDEconomidvefel9pment,0,h01236000q,0.7823944195770606,0,Intorma59ohnotavailable,UncodexPreA9P,0,0,S10y9,gotPBA,Closed,542098.82,B5100,MFM Global Issues and Development,D5430,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,542098.82,1.0,0.0,0,Directive,1,0,0,0,0,0
2009w010,0,5252,Mhltilaterwl,MNDuealthNutrotkon,0,j012375001,0.7100669673935098,0,1003693,UncidedPrdAPP,0,0,e5250,NotPvA,Terminating,14500000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,14500000.0,1.0,0.0,0,Responsive,1,1,0,0,0,0
2009201o,0,5252,M7lhilateral,MhDm3althNutrition,0,Mo12374901,0.3700624504148575,0,1003693,kncodedPgeAPP,0,0,d5250,N0tPBA,Terminating,14500000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,14500000.0,1.0,0.0,0,Responsive,1,1,0,0,0,0
2009w010,0,5252,jult7lateral,MbDHealthNy5rition,0,h012373001,0.8693813935169437,0,1003693,UncoredPreA0P,0,0,S525p,NotlBA,Terminating,14500000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,14500000.0,1.0,0.0,0,Responsive,1,1,0,0,0,0
2009201p,0,5252,kult9lateral,MNDneaitjNutrition,0,M01238t001,0.17067983927425304,0,1003693,UhdodedPreAPP,0,0,Sr250,No5PBA,Terminating,14500000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,14500000.0,1.0,0.0,0,Responsive,1,1,0,0,0,0
20o92010,0,5247,Pa5aGlvwrnmental,MNDHeslthgitrition,0,h012e76001,0.26537464183912396,0,1001363,UnckdedPreAlP,0,0,Sr245,NotlBA,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MNG Global Health,Global Health - INIT,3000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20091010,0,5247,0adaGovernmehtal,MjDHealtuNutrktion,0,M922376001,0.42026446477338897,0,1001363,jncodeePreAPP,0,0,S5e45,NotPnA,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MNG Global Health,Global Health - INIT,3000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
q0092010,0,5302,Multilat4rai,MHDIbternat7ohalHymanitarianAssistabvs,0,Mo12384001,1.5145087857490829,0,1006401,UncoeedPreAPl,0,0,S53p2,botPBA,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,*Peace Building Fund Section,*Peace Building Fund,500000.0,0.0,0.0,0,Responsive,1,0,0,0,0,0
q0092010,0,5302,Multila4erql,MHDIntegnqtiogalHumanltwrianxssidtance,0,Mo1238500q,0.7131196826953381,0,1006401,UncodedlrezPP,0,0,Sr302,Not0BA,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,*Peace Building Fund Section,*Peace Building Fund,500000.0,0.0,0.0,0,Responsive,1,0,0,0,0,0
2o092010,0,5302,Muitila5eral,kgrIntednationapHumanitarianAssistqnve,0,M012384091,0.9327892327834932,0,1006401,8nvodedPreAPP,0,0,S5402,gotPBA,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,*Peace Building Fund Section,*Peace Building Fund,500000.0,0.0,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,5302,Mhltila6eral,MHDImternwt8onapbumanitqrianAsdistance,0,M012485091,0.0849486151669504,0,1006401,Uncoddd9reAPP,0,0,S5392,NotPfA,Closed,500000.0,B5100,MFM Global Issues and Development,D5301,*Peace Building Fund Section,*Peace Building Fund,500000.0,0.0,0.0,0,Responsive,1,0,0,0,0,0
20992010,0,5311,CivilSkci3ty,MtDInt4rnationalHkmanits5ianAcsistancr,0,M012w8p001,0.2989046085675151,0,1000852,UjcodedPreAPl,0,0,S533o,NotPnA,Closed,820000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,820000.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
20092020,0,5280,Mulrilaterap,MrDEcobomicsevelopkent,0,M02243i001,0.19377811170515719,0,1001306,UncoxedPreAlP,0,0,c5434,botPBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009w010,0,5280,Multilat3rao,MEsEcomomicDevelo9kent,0,M012438o02,0.8372417841339921,0,1001306,6ncodedPr2APP,0,0,S543r,NotPBq,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20093010,0,5280,Mulhilaterap,MEsExojomicDevekopment,0,M01e438p01,0.20091980271798104,0,1001306,UncodedPrwqPP,0,0,S54e4,NotPfA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
29092010,0,5280,jultilategal,MEDEcln0micDev3lopmeht,0,M01243i901,1.1703072937431127,0,1001306,UhcodedPreAP0,0,0,S543e,No5PBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,5280,hultilaterai,MEDEclnomicDevelo9m2bt,0,Mp12438091,0.8698105671352854,0,1001306,UgcodedPgeAPP,0,0,S6434,NotPnA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2o092010,0,5280,Multiiate5al,MEDfcojomlcDevflopment,0,M012538p01,0.3147858295390996,0,1001306,UncodedPrdAoP,0,0,S5444,NofPBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201p,0,5280,Mhltilatetal,MEDEcohomicDebeiopmfnt,0,Moq2438001,0.1734383178054566,0,1001306,yncodedPreAlP,0,0,a5434,NotlBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009q010,0,5280,Multilat2rwl,MEDEc0b9mjcDevelopment,0,M01243o002,0.6654043967728461,0,1001306,hncldedPreAPP,0,0,S5433,NotoBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201p,0,5280,Mul4ila4eral,MEDEcinomicDev3io9ment,0,M011538001,0.3035076147346111,0,1001306,Uncodwd9reAPP,0,0,e5434,NotPvA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20002010,0,5280,Multiozteral,M2D2cobomicDevelopmenf,0,j012338001,0.08188480180027607,0,1001306,Uncod4dPr2APP,0,0,S54e4,No4PBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201p,0,5280,Muktilatersl,MEDExonom7cefvelopment,0,k912438001,0.8179027693051009,0,1001306,UncodewPrfAPP,0,0,S5435,NotPBz,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201o,0,5280,Muotilxteral,MEDwcojokicDebelopment,0,Mo1243800q,0.5037024625875169,0,1001306,UnxodedPreAPo,0,0,S543r,NoyPBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2o092010,0,5280,Mjlhilateral,MEDEcon8mixDevelkpmejt,0,M012438po1,1.1514714137662616,0,1001306,UnsodedPreqPP,0,0,S5444,Not9BA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20082010,0,5280,M8ltilaterak,nEDEconomicDevel89msnt,0,M0224380o1,0.02370404522118541,0,1001306,UncowevPreAPP,0,0,z5434,No5PBA,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20002010,0,5280,Muitiiateral,MEDEconomicDegep0pmen6,0,Mo1243800q,0.8348041380315192,0,1001306,UncovedPr2APP,0,0,e5434,NotPBs,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
200o2010,0,5280,Multllaterao,MEDEcon9micrrvelopkent,0,h012439001,1.4539004536959137,0,1001306,UnsodedPreAP0,0,0,S5e34,NotPBx,Terminating,10000000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,ECONOMIC GROWTH - INIT,10000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201p,0,5437,Multilqteeal,MEDEcobomicDeveoppmejt,0,M912445901,1.7396576772635104,0,1002421,UmcodedPrewPP,0,0,Sy434,No5PBA,Operational,37920000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,Inter-American Development Bank-Core,37920000.0,0.0,0.0,0,Core Funding,0,0,0,0,0,0
200920w0,0,5252,CivilSocket7,MNDtealthbuhrition,0,M0124660p1,0.03365693533791586,0,1000821,UncpdevPreAPP,0,0,S5259,NogPBA,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201p,0,5311,Mhktilateral,MHDInternx4konzlHumanitafianAdsistande,0,h0w2460001,0.11819355411652366,0,1006401,UnsodedPrexPP,1,0,S5339,Not0BA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
20992010,0,5311,Multikatedal,MgDInternationalHkkani6xrianAssishagce,0,Mo124600o1,0.875403812586458,0,1006401,UncoderPreA9P,1,0,S5320,NotPgA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
20092o10,0,5311,Multilx4eral,MHD7nte3nafionalHumanitarianAecistxnc4,0,j0124t0001,0.015300613493003934,0,1006401,UncodeePreAPl,1,0,S6330,gotPBA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
20o92010,0,5311,Miltilatefal,MHwIntdrnatiojalH8msnitzrianAssiqtance,0,n012460002,0.5483815595988425,0,1006401,UncodesPreAPl,1,0,S5320,motPBA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
2009201p,0,5311,Mulfilareral,MbDlnternationaouumanutarianAssistwnc2,0,M01246p002,0.7067353215997745,0,1006401,UbcowedPreAPP,1,0,S53r0,NotlBA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
20092020,0,5311,hultjlateral,MncInternationalHumanitxrixnAssixranxe,0,k01246000q,0.24694556152555203,0,1006401,UmdodedPreAPP,1,0,St330,No4PBA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
2009q010,0,5311,nultila5eral,MbDInterjxtionqlHunanitar9anAsaistance,0,M0w246000q,0.5001125224613125,0,1006401,UncosedPreAoP,1,0,S4330,botPBA,Terminating,15000000.0,B5100,MFM Global Issues and Development,D5301,MHO Huma Organization & Food Assistance,MHO Non Food - CORE,15000000.0,0.0,0.0,0,Core Funding,0,0,0,0,1,0
