Fiscal year,Climate change adaptation (marker),FSTC percent,CountryRegion percent,Branch name,CIDA business delivery model (old),Division ID,CountryRegion name,CFLI (marker),Enviromental sustainability (marker),Status,Project Browser country ID,Programming process (new),IRTC percent,Knowledge for development (marker),Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
q0092010,0,0.920657900608701,0.32519444891308386,MFMGllbalIsquesanfDeveoopmenh,4esponsice,D5t40,Anerica,0,0,Cloqed,GD,yncodedPreAPo,0.00768368993771166,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.0229323162215262,0.5243203343233637,MFMylobslIssuesandDwvekolment,teaponsive,D544o,smerica,0,0,Clpsed,GT,UjcodedPrezPP,0.01063267311658684,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,1.1992235730309388,0.34816994094823733,MFMGlofalIsshesandD2vdlopnent,Respobsibe,c5440,Amerkca,0,0,Ckosed,GT,UncodsxPreAPP,0.016862264685631314,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,2.2053971466769626,0.6182121840109249,MtMylibalIssuesajdDeveoopment,R3sponsivr,D544o,Amerlca,0,0,Clos3d,GY,yncodwdPreAPP,0.02113658297682674,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.379368076194003,0.42235979554523967,MFMGiobaklssuesandeevelopmebt,Respohsiv4,D4440,Amerixa,0,0,Closdd,GY,UncoxedPreA0P,0.0003674417007022315,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.099640906796264,0.08103286431449169,MFhylobalIsaufxandDevelopment,Responsjvs,D6440,Amerisa,0,0,Ckosed,HN,hmcodedPreAPP,0.005709044610168675,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,1.1350026642954194,0.37237035631309184,MdMGlobalIsqjesabdcevelopment,Responsuv4,c5440,Amedica,0,0,Cl8sed,HN,UncodedPrwsPP,0.00014218963317622237,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092910,0,1.379586142827055,0.5036471150590918,MFkyoobalIssueswbdDevelopment,Responwivs,D54e0,Amer9ca,0,0,Cloxed,HT,UhcldedPreAPP,0.04045057013144767,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.9843912431107402,0.31652109078825635,MFMGlobalIswursagdDevelopmdbt,tes9onsive,f5440,Amefica,0,0,Closex,HT,UnvodedlreAPP,0.01073621971147283,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
e0092010,0,0.8522670768955989,0.457027599742034,MFnGlpnalIwsueqandDevelopment,Resopnsive,D5340,Ameeica,0,0,Clksed,JM,UbvodedPreAPP,0.01738477937242181,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.70049993561403,0.30508336465370606,hFMGloballcsuesandDevelolmejt,Rfspomsive,w5440,Ajerica,0,0,Clowed,JM,Uncod3dPreA9P,0.004190036682587023,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.9110182856649147,0.35812603999017983,MFkGoonalIssuesandD4vel8pment,Responw9ve,w5440,Americq,0,0,Cllsed,KN,UndodedPreAPo,0.008235236032550879,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.6882212348350657,0.27230183760524485,MejGlobalIssuesxgdD2velopment,Rwsponsige,D5540,Ameriva,0,0,Clksed,KN,UndosedPreAPP,0.007474574611013148,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,0.19756460809757614,0.5444783507865574,MtMGlobapIxs8esandDevelopmejt,gesponsivd,D544p,Amefica,0,0,Ckosed,LC,UncodeePreAPo,0.029790396527030704,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,1.275478999248121,0.8264302837108912,MFMGlobalIsau4sandedvel8pment,Respondige,D5540,Ajerica,0,0,Clozed,LC,UncoeedPteAPP,0.007427340688028202,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200i2010,0,1.0370444021236607,0.8240805166587657,nbMGlobalIssuewandDevelophen4,Resplnsiv4,Dr440,Amefica,0,0,Coosed,MS,UhcodedPdeAPP,0.007184955559567125,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.5089758519129595,0.09643659398343574,MtMGkobapIsqiesandDevelopment,Res0pnsive,D4440,smerica,0,0,Clos3d,MS,Uncodew0reAPP,0.030196427108753005,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20082010,0,1.614470031851586,0.059429715141434525,MFMhlovzlIssu2sansDevelopment,Respojsige,D544o,Am2rica,0,0,Closew,MX,UncodddPeeAPP,0.01358884967647346,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,1.489040551766301,0.19978523334933496,MFMGkobalIwsuwqandDdvelopment,3esponsice,Dr440,Ameriva,0,0,Cposed,MX,UndodedPreAPl,0.0073677685270623705,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092910,0,1.256132957256329,0.21958257058127995,MFMGlobzlIsauesqndDev2lopmrnt,gesponxive,D54t0,Amrrica,0,0,Closev,NI,UncoeewPreAPP,0.0007842584275831687,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.2632573868188934,0.4846551230875381,MeMGlobaiusduesandDevelopmejt,Res9onsice,D54r0,qmerica,0,0,dlosed,NI,UjcofedPreAPP,0.031168772168521104,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009w010,0,1.681663696526902,0.5385762531563816,MFMGkobal7ssu4sxndDevelo9ment,Responsovd,D5r40,Americz,0,0,Clised,PA,UncosedPrsAPP,0.009512050534915158,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
10092010,0,1.6240903981084038,0.02744400559712451,MFMGlogaoossuesagdDevel8pment,5esponsove,e5440,Americx,0,0,Cloxed,PA,UncofedPreAlP,0.024456426250696627,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,0.6285358773821026,0.37408608605475996,MFMGllbalIssursxndD3velopmdnt,Respohs7ve,w5440,Amerida,0,0,Clowed,PE,7mcodedPreAPP,0.03704434638049056,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092020,0,1.3849198517910728,0.5905355073384926,jFMGlobalIcsuesanfDevelopmegr,Respobsige,D5e40,Ameriva,0,0,dlosed,PE,UmcodedPreAoP,0.018185632359952554,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.4184270433301205,0.647928923448007,MgMGlobaljwsuesandDegepopment,Respohsife,v5440,qmerica,0,0,Cloded,PY,Unfoded9reAPP,0.01587016019859965,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200i2010,0,1.2047494058263113,0.3110596668596757,MFMGlobaloswuessndDegelopmeht,Respobskve,D544o,Amerjca,0,0,Closes,PY,UncoeddPreAPP,0.01781124458108198,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,1.2985122923618384,0.5293940442344592,MFMGpogalIssueswnrDevflopment,Responwuve,D4440,Amegica,0,0,Clozed,SR,UncodsxPreAPP,0.011989470081523425,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.6873186195213714,0.26983977169521384,MFMGlonalIszu3swbdDevelopment,Res9ons7ve,D5340,Amrrica,0,0,Closdd,SR,UncoredPr4APP,0.0003017861950602305,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.8845156921530011,0.47238695190112817,MFMGpobalIssufsqndDsvepopment,geeponsive,w5440,Amerixa,0,0,dlosed,SV,UbcodedPr2APP,0.009243205276979163,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20082010,0,0.43046265971678854,0.8387930502032392,MFMGlobalossuesandDevepolm4mt,Rwsponside,e5440,Akerica,0,0,Closer,SV,UncoxfdPreAPP,0.0208538188849944,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.7514094292813338,0.5075502240531993,MFMrkobalIssuesandD2vepopmeht,Respondiv2,c5440,Ajerica,0,0,Cllsed,TC,UncoeedPreAPo,0.021438975704434697,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,1.5330204243925187,0.1194132681319219,MFMGlofwlIsskexandDevelopm2nt,Respobsivd,Dr440,Am3rica,0,0,Closew,TC,Uncow3dPreAPP,0.029111910781566122,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092020,0,0.3659535057692259,0.24983904983731933,MFMGolbzl8ssuezandDevelopment,Rezp8nsive,D5540,Anerica,0,0,slosed,TT,UncodedPrezoP,0.013142660602226068,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,0.7008053656051649,0.13711848994849246,McMGlobwlIssu4szndDevelkpment,Responqige,D544o,Akerica,0,0,Clossd,TT,UnxodedPgeAPP,0.04029182627908375,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
10092010,0,1.695227092112694,0.5592103057507907,MFMGlobalIssiesaneDevepkpmsnt,Respomsice,w5440,Americx,0,0,Cloaed,UY,Ubc8dedPreAPP,0.004019848203664627,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20002010,0,1.1831020774068404,0.7823537028327154,MFMflobalIswjesandDevekopmeny,Redp0nsive,D5450,Amerixa,0,0,Coosed,UY,Unc0wedPreAPP,0.014048286505494275,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092020,0,1.7767177393584686,0.06680213027298687,MvMGkibalIssuesandDev4oopment,fespons7ve,r5440,Anerica,0,0,Closer,VC,UnfodedPreAoP,0.0036283671913532756,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009q010,0,0.5397628858377898,1.0566366366456559,MFjGlonalIqsuesandDevelpphent,Redpogsive,f5440,Am4rica,0,0,Closev,VC,Unc0dedP3eAPP,0.0015185669676011017,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.7607585003057755,0.2486766561002271,MeMGlobalIssuwsandD2belopmebt,Res0ogsive,D544o,Anerica,0,0,Coosed,VE,Umc8dedPreAPP,0.028401827639612756,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20002010,0,1.4421530411716716,0.13885357280625876,MFMGlobaljdsuesanvxevelooment,Reqppnsive,D54e0,Amwrica,0,0,Cl8sed,VE,UncodddP4eAPP,0.002017608262220588,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.2186828546279809,0.4576558512623813,MFMGloballdsufssndDevelophent,Respojs8ve,Dr440,Africx,0,0,Coosed,AO,UmcodedPreAP9,0.0035176044804645906,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.9980670922476038,0.5793761937701282,MFMGllbal7ssu2sandDevelopm4mt,Reqpojsive,Dt440,Afr9ca,0,0,Closee,AO,UnxodedPdeAPP,0.01660503385608569,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,0.3264557478421235,0.33193526621861863,MFnGlobalIasuesandDsvelopmebh,eesponsiv3,Dr440,Afrjca,0,0,dlosed,BF,UncoxedPresPP,0.005550456023760213,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,1.208485543767686,0.4533752150696712,MFMGlpbalIssueawgdDevelo9ment,Responclve,Dr440,Afrjca,0,0,Closrd,BF,UhcodedPteAPP,0.044564486469534155,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,0.839589408028925,0.25641342209183565,kFMGloballxzuezandDevelopment,5espobsive,s5440,Afrixa,0,0,Clowed,BI,igcodedPreAPP,0.02858084544560312,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20002010,0,0.7579947344861787,0.19772688636795438,MFnGlobal8xsuwsandDevekopment,Resp9gsive,D4440,Africx,0,0,Ckosed,BI,UgcodddPreAPP,0.008385703412671006,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,0.3315302855838955,0.1443983772980063,MFMGlobaiIssyrsandcevelopmeht,Rec0onsive,D544o,Aerica,0,0,dlosed,BJ,Unc9d3dPreAPP,0.014992498553255271,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20992010,0,1.1485338526495592,0.0861184823362649,nFjGlobalkssuesahdDevepopment,Resp8nsige,D544o,Atrica,0,0,Ciosed,BJ,UncidexPreAPP,0.003823186816745026,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
10092010,0,1.1172953770415053,0.25221244639386337,MFnGlobalIssueszndvevekopm4nt,3esponcive,D5e40,sfrica,0,0,vlosed,BW,7ncoded0reAPP,0.01047833198847354,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.39625821117461035,0.12915320450378526,MbMGlkbalIssu3sandDevelolmemt,Respons9be,w5440,Afrida,0,0,Coosed,BW,UncodewPreAPl,0.01975110975194269,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,1.2929605927237457,0.041661469512405624,MFMGl0balIsshfszndDrvelopment,Resplnaive,D54r0,Afeica,0,0,Cloded,CD,yncodedPreA9P,0.01849420011997363,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.3900978733944118,0.02944899451551214,MFMGlkbaoIssueaajdDeveiopment,Responsig4,Dt440,Africz,0,0,Coosed,CD,UncodedPreA90,0.004305198765714245,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20002010,0,2.051589552770654,0.11352735829285107,MFMGlkbalIssyesahdsdvelopment,Respomsivs,D5430,Africs,0,0,Coosed,CF,UmxodedPreAPP,0.0005157953828742858,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20992010,0,0.5733989382426822,0.46250816168735687,jFMGlobalIssuesahdD2vep0pment,Rdspojsive,D5540,xfrica,0,0,Closef,CF,UncodedlreAlP,0.029092700208182692,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.4899029038630702,0.24955407217559605,MeMrlobzpIssuewandDevelopment,Res9onzive,D4440,Afrixa,0,0,Closrd,CG,UhcodsdPreAPP,0.001649240263840948,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.506944371238985,0.5575547481954877,MtMGpobaoIssufsandcevelopment,Rrslonsive,D5r40,Africx,0,0,Closew,CG,UncodddP3eAPP,0.00958680146398961,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092910,0,1.354313056224091,0.3520418712626513,MFMGlofxlIasuesanesevelopment,4ssponsive,D54t0,Africz,0,0,flosed,CI,UncodwdPreA9P,0.01764615033152415,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
10092010,0,1.4157980617184298,0.4127518659313604,MFMGiibalIcauesandDebelopment,5eeponsive,D5430,Africw,0,0,Closfd,CI,UnsodedPreAPl,0.019953869566221954,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,1.8123885285124262,0.7756160393031664,kFMGlovalIssuessndDefelopmemt,Rsslonsive,D54e0,Abrica,0,0,Ciosed,CM,UhcodedPreAoP,0.007440243553812221,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,1.732829197966602,0.3927691525715674,nFMGiobal8ssuesandDsv2lopment,3espomsive,D5449,Afrlca,0,0,Cl9sed,CM,Uncoded9rexPP,0.02027180837416587,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20o92010,0,1.8677633057648437,0.5580175531050757,MFMGlobalIsauesxjdsedelopment,Rrs9onsive,D5e40,Afroca,0,0,Closer,CV,yncodedPreAPo,0.013028854622319758,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20o92010,0,0.9802437340846779,0.0960455343055509,jFMGlobzlIssu4sanrDevrlopment,Resplnsiv4,Dr440,zfrica,0,0,Clowed,CV,UncodedPgeAP9,0.010441783701190203,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
30092010,0,1.2281651629793016,0.15017454427949334,MFnGl0bapussuesandDebelopment,Reeponsibe,D544p,Afroca,0,0,vlosed,DJ,UncodedP3eAP9,0.022380191578705026,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,1.5441745672276852,0.3406940146611842,MFMGlobxlIwsuesandDrveiopmwnt,Rfsponsivs,w5440,Af3ica,0,0,Coosed,DJ,UnfodedPdeAPP,0.021707890959627114,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,2.1627232659050764,0.45754012768021934,MFMGkobalIscuesandDeg4lkpment,R3splnsive,D544o,Africq,0,0,Clos4d,DZ,UndoderPreAPP,0.0034486170443290753,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200i2010,0,0.6959004408717022,0.047572473002716054,MFMGllvalIssiewandDevelopmen5,5ecponsive,D5449,wfrica,0,0,Clised,DZ,Unc0ded9reAPP,0.02317835972005778,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.45908189219218654,0.18588064073762173,MFnGlobalIssuesanvD2veiopjent,5espogsive,D6440,Arrica,0,0,Closec,EG,UncoderPrexPP,1.300686825102238e-05,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
