assay_id,tid,assay_cell_type,assay_organism,assay_tissue,description,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction,relationship_type
14105,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.1 uM/Kg of drug,12582,A,,,10116.0,,,N
14106,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.8 uM/Kg of drug,12582,A,,,10116.0,,,N
14107,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 341 uM/Kg of drug,12582,A,,,10116.0,,,N
14108,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 348 uM/Kg of drug,12582,A,,,10116.0,,,N
14109,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 37.6 uM/Kg of drug,12582,A,,,10116.0,,,N
14110,50597,,Rattus norvegicus,Urine,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 58.4 uM/Kg of drug,12582,A,,,10116.0,,,N
14111,50597,,Rattus norvegicus,Spleen,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",12017,A,In vivo,,10116.0,,,N
14112,50597,,Rattus norvegicus,Uterus,Biodistribution in uterus of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,12017,A,In vivo,,10116.0,,,N
14113,50597,,Rattus norvegicus,Uterus,Biodistribution in uterus of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,12017,A,In vivo,,10116.0,,,N
14114,50597,,Rattus norvegicus,Uterus,Biodistribution in uterus of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,12017,A,In vivo,,10116.0,,,N
14115,50597,,Rattus norvegicus,Blood,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 10 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14116,50597,,Rattus norvegicus,Blood,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 30 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14117,50597,,Rattus norvegicus,Blood,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 5 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14118,50597,,Rattus norvegicus,Blood,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 60 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14119,50597,,Rattus norvegicus,Brain,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 10 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14120,50597,,Rattus norvegicus,Brain,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 30 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14121,50597,,Rattus norvegicus,Brain,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 5 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14122,50597,,Rattus norvegicus,Brain,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 60 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14123,50597,,Rattus norvegicus,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 10 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14124,50597,,Rattus norvegicus,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 30 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14125,50597,,Rattus norvegicus,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 5 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14126,50597,,Rattus norvegicus,,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 60 min post injection (Average of three to five animals),14045,A,In vivo,,10116.0,,,N
14127,50594,,Mus musculus,,Biodistribution in mice bladder plus excreted urine was determined,14045,A,In vivo,,10090.0,,,N
14128,50594,,Mus musculus,,"Percentage biodistribution in mouse blood, 10 minutes post injection",14045,A,,,10090.0,,,N
14129,50594,,Mus musculus,,"Percentage biodistribution in mouse blood, 30 minutes post injection",14045,A,,,10090.0,,,N
14130,50594,,Mus musculus,,"Percentage biodistribution in mouse blood, 5 minutes post injection",14045,A,,,10090.0,,,N
14131,50594,,Mus musculus,,"Percentage biodistribution in mouse blood, 60 minutes post injection",14045,A,,,10090.0,,,N
14132,50594,,Mus musculus,Brain,"Percentage biodistribution in mouse brain, 10 minutes post injection",14045,A,,,10090.0,,,N
14133,50594,,Mus musculus,Brain,"Percentage biodistribution in mouse brain, 30 minutes post injection",14045,A,,,10090.0,,,N
14134,50594,,Mus musculus,Brain,"Percentage biodistribution in mouse brain, 5 minutes post injection",14045,A,,,10090.0,,,N
14135,50594,,Mus musculus,Brain,"Percentage biodistribution in mouse brain, 60 minutes post injection",14045,A,,,10090.0,,,N
14136,50594,,Mus musculus,,"Percentage biodistribution in mouse heart, 10 minutes post injection",14045,A,,,10090.0,,,N
14137,50594,,Mus musculus,,"Percentage biodistribution in mouse heart, 30 minutes post injection",14045,A,,,10090.0,,,N
14138,50594,,Mus musculus,,"Percentage biodistribution in mouse heart, 5 minutes post injection",14045,A,,,10090.0,,,N
14139,50594,,Mus musculus,,"Percentage biodistribution in mouse heart, 60 minutes post injection",14045,A,,,10090.0,,,N
14140,50594,,Mus musculus,Intestine,"Percentage biodistribution in mouse intestine, 10 minutes post injection",14045,A,,,10090.0,,,N
14141,50594,,Mus musculus,Intestine,"Percentage biodistribution in mouse intestine, 30 minutes post injection",14045,A,,,10090.0,,,N
14142,50594,,Mus musculus,Intestine,"Percentage biodistribution in mouse intestine, 5 minutes post injection",14045,A,,,10090.0,,,N
14143,50594,,Mus musculus,Intestine,"Percentage biodistribution in mouse intestine, 60 minutes post injection",14045,A,,,10090.0,,,N
14144,50594,,Mus musculus,Liver,"Percentage biodistribution in mouse liver, 10 minutes post injection",14045,A,,,10090.0,,,N
14145,50594,,Mus musculus,Liver,"Percentage biodistribution in mouse liver, 30 minutes of post injection",14045,A,,,10090.0,,,N
14146,50594,,Mus musculus,Liver,"Percentage biodistribution in mouse liver, 5 minutes post injection",14045,A,,,10090.0,,,N
14147,50594,,Mus musculus,Liver,Biodistribution in mice liver at 60 minutes of post injection,14045,A,In vivo,,10090.0,,,N
14148,50594,,Mus musculus,Lung,Biodistribution in mice lungs at 10 min of post injection,14045,A,In vivo,,10090.0,,,N
14149,50594,,Mus musculus,,"Percentage biodistribution in mouse lung, 30 minutes post injection",14045,A,,,10090.0,,,N
14150,50594,,Mus musculus,,"Percentage biodistribution in mousee lung, 5 minutes post injection",14045,A,,,10090.0,,,N
14151,50594,,Mus musculus,Lung,Biodistribution in mice lungs at 60 min of post injection,14045,A,In vivo,,10090.0,,,N
14152,50594,,Mus musculus,Spleen,Percentage biodistribution in mouse spleen,14045,A,,,10090.0,,,N
14153,50594,,Mus musculus,Stomach,Percentage biodistribution in mouse stomach,14045,A,,,10090.0,,,N
14154,50594,,Mus musculus,Urine,Mean biodistribution and elimination data in urine was reported 24 h after administering compound intravenously in tumor-bearing female BALB-C mice.,11745,A,,,10090.0,,,N
14155,22224,,,Urinary bladder,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bladder,13257,A,In vivo,,,,,U
14156,22224,,,Blood,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in blood,13257,A,In vivo,,,,,U
14157,22224,,,Bone element,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bone,13257,A,In vivo,,,,,U
14158,22224,,,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in fat,13257,A,In vivo,,,,,U
14159,22224,,,Kidney,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in kidney,13257,A,In vivo,,,,,U
14160,22224,,,Liver,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in liver,13257,A,In vivo,,,,,U
14161,22224,,,Lung,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in lung,13257,A,In vivo,,,,,U
14162,22224,,,Muscle tissue,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in muscle,13257,A,In vivo,,,,,U
14163,22224,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator in the conditions of 25degreeC,pH 7.6",8354,A,,,,,,U
14164,50597,,Rattus norvegicus,Serum,Affinity for protein binding expressed as association constant in fresh rat serum,7095,A,,,10116.0,,,N
14165,22224,,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,12185,A,,,,,,U
14166,22224,,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,12185,A,,,,,,U
14167,22224,,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,12185,A,,,,,,U
14168,22224,,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,12185,A,,,,,,U
14169,22224,,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4,12686,A,,,,,,U
14170,22224,,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",12686,A,,,,,,U
14171,22224,,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; No cyclization detected over 4 h,12686,A,,,,,,U
14172,22224,,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",12686,A,,,,,,U
14173,22224,,,,Apparent rate constant Koff for inactivation of dTMP synthase.,8057,A,,,,,,U
14174,22224,,,,The irreversible inhibitor activity by second order rate equation.,15778,A,,,,,,U
14175,50597,,Rattus norvegicus,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 1 mg/kg concentration,12375,A,,,10116.0,,,N
14176,50597,,Rattus norvegicus,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 5 mg/kg concentration,12375,A,,,10116.0,,,N
14177,50597,,Rattus norvegicus,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at vehicle concentration,12375,A,,,10116.0,,,N
14178,22224,,,,Dissociation rate calculated from the first-order equation using t1/2 value,13588,A,,,,,,U
14179,22224,,,,The compound was tested for Binding constant against DNA,15039,A,,,,,,U
14180,22224,,,,First order rate constant for cyclization of the compound,9500,A,,,,,,U
14181,22224,,,,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,10014,A,,,,,,U
14182,22224,,,,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,10014,A,,,,,,U
14183,22224,,,,Hydrolysis rate constant was determined,568,A,,,,,,U
14184,22224,,,,Observed first order rate constant,10026,A,,,,,,U
14185,22224,,,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,10281,A,,,,,,U
14186,22224,,,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,10281,A,,,,,,U
14187,22224,,,,Second-order rate constant for attack on PNPA at 25 degree Centigrade,9680,A,,,,,,U
14188,22224,,,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14189,22224,,,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14190,22224,,,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14191,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14192,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14193,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14194,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14195,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14196,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14197,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14198,22224,,,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14199,22224,,,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14200,22224,,,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14201,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14202,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14203,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14204,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14205,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14206,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14207,22224,,,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,13028,A,,,,,,U
14208,50587,,Homo sapiens,,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated; not detected,3008,A,,,9606.0,,,N
14209,50587,,Homo sapiens,,Metabolism after 30 min of incubation with human liver microsomes in the absence of cofactor NADH (2.0 mM) at a concentration of 25 uM,4509,A,,,9606.0,,,N
