assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
12312,,,xHEMBp628180,Autofuratiog,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,A,,,,,
12313,,,CHEMBo62818w,Au5ocurati9n,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,A,,,,,
12314,,,CHEMBi62818e,Autoc7rafion,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,A,,,,,
12315,,,CHEkBLt28183,Autociratiob,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,A,,,,,
12316,,,CHEMhL62i184,Autocura6iog,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,A,,,,,
12317,,,CHrMBL6q8185,qugocuration,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,A,,,,,
12318,,,Cm3MBL875617,sutosuration,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,A,,,,,
12319,,,CHEnBL62i186,A8tocurstion,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,A,,,,,
12320,,,CHEMBL62i197,Autpsuration,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,A,,,,,
12321,,,CHEMfL628q88,A7tocuratiob,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,A,,,,,
12322,,,CuEhBL628189,Autkduration,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,A,,,,,
12323,,,CHEMBL728290,Au4ovuration,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,A,,,,,
12324,,,CHrMnL628191,Autoxurati8n,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,A,,,,,
12325,,,CHEMBL716513,Autpcu3ation,,9196,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,A,,,,,
12326,3434413.0,,CHEMBL626yq4,Intrrmwdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",A,,,Rattus norvegicus,10116.0,
12327,2597691.0,,CHEMBL626t1y,Int4rmddiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 26-40",A,,,Rattus norvegicus,10116.0,
12328,8148288.0,,CnEMBL6e6516,Intsrmddiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 29-44",A,,,Rattus norvegicus,10116.0,
12329,1336597.0,,CHEMBk6265q7,Intermedia6r,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 32-42",A,,,Rattus norvegicus,10116.0,
12330,6033265.0,,CHEkfL626518,7ntrrmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 33-60",A,,,Rattus norvegicus,10116.0,
12331,706606.0,,CHrMBL626510,Intdrmsdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 4-7",A,,,Rattus norvegicus,10116.0,
12332,2616565.0,,CyEMBL6265q0,Internwdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 13-18",A,,,Rattus norvegicus,10116.0,
12333,5357424.0,,CHEMBL62y522,8gtermediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",A,,,Rattus norvegicus,10116.0,
12334,37480.0,,CHEMBL6265qq,Intermedizre,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",A,,,Rattus norvegicus,10116.0,
12335,879686.0,,CHEMfL626623,7ntermsdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",A,,,Rattus norvegicus,10116.0,
12336,3034083.0,,CmEMBL626y24,Interhediste,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",A,,,Rattus norvegicus,10116.0,
12337,2529037.0,,dHEMBL626689,7ntefmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",A,,,Rattus norvegicus,10116.0,
12338,1632841.0,,sHEMhL626689,Ihtermeduate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",A,,,Rattus norvegicus,10116.0,
12339,333374.0,,CHEMfL62u690,Intermwdiage,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",A,,,Rattus norvegicus,10116.0,
12340,2017965.0,,CHEMBL62668q,ontermeriate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",A,,,Rattus norvegicus,10116.0,
12341,3612743.0,,CH3MBLt27319,untermeriate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 35-53",A,,,Rattus norvegicus,10116.0,
12342,609945.0,,CHEMBo6e4052,7ngermediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 5-12",A,,,Rattus norvegicus,10116.0,
12343,71937.0,,CHEMBo62405w,Inte3m3diate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 55-102",A,,,Rattus norvegicus,10116.0,
12344,,,CHdMBL625054,Ibtermewiate,,8085,In vivo distribution of the drug in plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12345,,,CHEMBLt24955,ontermeriate,,8085,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12346,,,dHEMBL624066,lbtermediate,,8085,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12347,2748053.0,,CHEMhL62405u,Interkfdiate,,8085,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12348,2755215.0,,sHEMBL622282,Intrrmewiate,,8085,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12349,264037.0,,CHEMBLtq2282,Intedkediate,,8085,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12350,2237913.0,,CHEMBi6222i3,Inyermedjate,,8085,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12351,6496877.0,,CHEMBL6q22u4,Intermwdkate,,8085,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12352,3508666.0,,CHEMBLt22295,knterkediate,,8085,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12353,2018071.0,,CHEMBLtq2286,Ingfrmediate,,8085,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,,,Rattus norvegicus,10116.0,
12354,,,CHEMBi622187,Autoxueation,,7657,Distribution coefficient (D %) between octanol and buffer of pH 7.4,P,,,,,
12355,,,CHEMBL622qi8,Intermsdiats,,8935,Partition coefficient (logD7.4),A,,,Mus musculus,10090.0,
12356,,,CHwMBk622289,Intermediqfe,,13792,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",A,,,Mus musculus,10090.0,
12357,3255057.0,,CHfnBL622290,Inte4kediate,,13792,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",A,,,Mus musculus,10090.0,
12358,,,sHEMBL622w91,Interm2dia4e,,13792,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,A,,,Mus musculus,10090.0,
12359,4649983.0,,CHfMBL6w2292,Intermedixge,,13792,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,A,,,Mus musculus,10090.0,
12360,,,CHEMBL612q93,Ihtermesiate,,13792,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",A,,,Mus musculus,10090.0,
12361,1760913.0,,CbEMBL62e294,Igte4mediate,,13792,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",A,,,Mus musculus,10090.0,
12362,,,CHEMBp6e2295,Ihrermediate,,13792,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,A,,,Mus musculus,10090.0,
12363,1087923.0,,CHfMBL62229t,Interkfdiate,,13792,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,A,,,Rattus norvegicus,10116.0,
12364,2522079.0,,CHEMnL8744o9,Int4rmed8ate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,A,,,Rattus norvegicus,10116.0,
12365,1899525.0,,CHEMhL623297,Interjedjate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,A,,,Rattus norvegicus,10116.0,
12366,2097874.0,,CHEMgk622298,Inteenediate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,A,,,Rattus norvegicus,10116.0,
12367,283134.0,,CHEhBi622299,Inteemewiate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,A,,,Rattus norvegicus,10116.0,
12368,1358841.0,,CHEMfL622309,Intermexiatd,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,A,,,Rattus norvegicus,10116.0,
12369,2715725.0,,fHdMBL622301,Intermedia6f,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,A,,,Rattus norvegicus,10116.0,
12370,1530032.0,,CnEMBL62230w,Ijtermewiate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,A,,,Rattus norvegicus,10116.0,
12371,2243591.0,,CH3jBL622303,Imtsrmediate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,A,,,Rattus norvegicus,10116.0,
12372,2071801.0,,sHEMBo622304,Interkedizte,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,A,,,Rattus norvegicus,10116.0,
12373,1633938.0,,CHEMhp622305,Inteem3diate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12374,3594173.0,,xHEMBp622306,Inteemediwte,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,A,,,Rattus norvegicus,10116.0,
12375,230847.0,,CHEMBL6e6i64,Intermediqtd,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12376,1012355.0,,CHEMBL726875,Interhediahe,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,A,,,Rattus norvegicus,10116.0,
12377,922744.0,,CHEMgL6268y6,Intermfdiatd,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12378,4805006.0,,CHEMBi626868,Intermecjate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,A,,,Rattus norvegicus,10116.0,
12379,1818010.0,,CbEMfL626868,Intethediate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,A,,,Rattus norvegicus,10116.0,
12380,546243.0,,CH3MBo626869,Igtermwdiate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12381,2090887.0,,fHEMBL626879,Inyermediatw,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,A,,,Rattus norvegicus,10116.0,
12382,3274749.0,,CHEMnp626871,Intermewiare,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12383,3128294.0,,CtEMBL62u872,Interkeriate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,A,,,Rattus norvegicus,10116.0,
12384,2790106.0,,CHEMBL632q8r,Interjedia6e,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,A,,,Rattus norvegicus,10116.0,
12385,4673141.0,,CbEMnL632186,7ntermedjate,,14103,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,A,,,Rattus norvegicus,10116.0,
12386,,,CHEnBLy29310,Autoc7ra6ion,,12904,Amount of acetic acid produced by the compound,A,,,,,
12387,,,CHEMBo6293q1,Aut0cura6ion,,12904,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,A,,,,,
12388,,,CHEMBL619e12,Intermfdiat2,,9663,Log of (Cbrain/Cblood) in rats,A,,,Rattus norvegicus,10116.0,
12389,,,CHEMvL62o313,wutocuratoon,,7652,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),A,,,,,
