assays_assay_id,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_tissue,assays_assay_type,assays_assay_cell_type,assays_cell_id,assays_assay_category,assays_description,assays_relationship_type,assays_assay_strain,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id,assays_variant_id
10903,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),N,,1,,CHEMBL625535,BAO_0000218,,
10904,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),N,,1,,CHEMBL625536,BAO_0000218,,
10905,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),N,,1,,CHEMBL625537,BAO_0000218,,
10906,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625538,BAO_0000218,,
10907,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,N,,1,,CHEMBL625539,BAO_0000218,,
10908,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625540,BAO_0000218,,
10909,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),N,,1,,CHEMBL625541,BAO_0000218,,
10910,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),N,,1,,CHEMBL625542,BAO_0000218,,
10911,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),N,,1,,CHEMBL625543,BAO_0000218,,
10912,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625544,BAO_0000218,,
10913,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,N,,1,,CHEMBL625545,BAO_0000218,,
10914,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),N,,1,,CHEMBL625546,BAO_0000218,,
10915,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,N,,1,,CHEMBL625547,BAO_0000218,,
10916,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL625548,BAO_0000218,,
10917,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL625549,BAO_0000218,,
10918,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),N,,1,,CHEMBL625550,BAO_0000218,,
10919,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL625551,BAO_0000218,,
10920,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL875475,BAO_0000218,,
10921,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL625552,BAO_0000218,,
10922,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),N,,1,,CHEMBL625553,BAO_0000218,,
10923,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),N,,1,,CHEMBL625554,BAO_0000218,,
10924,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),N,,1,,CHEMBL625555,BAO_0000218,,
10925,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL625556,BAO_0000218,,
10926,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,N,,1,,CHEMBL624986,BAO_0000218,,
10927,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),N,,1,,CHEMBL624987,BAO_0000218,,
10928,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),N,,1,,CHEMBL624988,BAO_0000218,,
10929,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,N,,1,,CHEMBL624989,BAO_0000218,1637.0,
10930,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,N,,1,,CHEMBL624990,BAO_0000218,1637.0,
10931,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,N,,1,,CHEMBL874391,BAO_0000218,1637.0,
10932,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,N,,1,,CHEMBL624991,BAO_0000218,1637.0,
10933,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,N,,1,,CHEMBL624992,BAO_0000218,1637.0,
10934,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,N,,1,,CHEMBL624993,BAO_0000218,1637.0,
10935,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,N,,1,,CHEMBL624994,BAO_0000218,1637.0,
10936,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,N,,1,,CHEMBL624995,BAO_0000218,1637.0,
10937,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,N,,1,,CHEMBL624996,BAO_0000218,1637.0,
10938,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,N,,1,,CHEMBL624997,BAO_0000218,1637.0,
10939,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,N,,1,,CHEMBL624998,BAO_0000218,1637.0,
10940,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,N,,1,,CHEMBL624999,BAO_0000218,1637.0,
10941,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,N,,1,,CHEMBL882955,BAO_0000218,1637.0,
10942,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,N,,1,,CHEMBL625000,BAO_0000218,1637.0,
10943,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,N,,1,,CHEMBL625001,BAO_0000218,1637.0,
10944,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,N,,1,,CHEMBL625089,BAO_0000218,1637.0,
10945,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,N,,1,,CHEMBL625090,BAO_0000218,1637.0,
10946,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,N,,1,,CHEMBL625091,BAO_0000218,1637.0,
10947,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,N,,1,,CHEMBL625092,BAO_0000218,1637.0,
10948,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,N,,1,,CHEMBL625093,BAO_0000218,1637.0,
10949,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,N,,1,,CHEMBL625094,BAO_0000218,1637.0,
10950,,In vivo,Artery,A,,,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,N,,1,,CHEMBL625095,BAO_0000218,1637.0,
10951,,In vivo,,A,,,,Compound was evaluated for its bioavailability in the dogs,N,,1,,CHEMBL625096,BAO_0000218,,
10952,,In vivo,,A,,,,Compound was evaluated for its bioavailability in the rats,N,,1,,CHEMBL625097,BAO_0000218,,
10953,,In vivo,,A,,,,Compound was evaluated for oral bioavailability,U,,1,,CHEMBL882956,BAO_0000218,,
10954,,In vivo,,A,,,,Compound was evaluated for percentage of Oral bioavailability in rats,N,,1,,CHEMBL625098,BAO_0000218,,
10955,,In vivo,,A,,,,Bioavailability in guinea pig,U,,1,,CHEMBL625099,BAO_0000218,,
10956,,In vivo,,A,,,,Compound was evaluated for the oral bioavailability in rat,N,,1,,CHEMBL625100,BAO_0000218,,
10957,,In vivo,,A,,,,Compound was evaluated for the oral bioavailability in dog,N,,1,,CHEMBL625101,BAO_0000218,,
10958,,In vivo,,A,,,,Compound was evaluated for the oral bioavailability in rat,N,,1,,CHEMBL874396,BAO_0000218,,
10959,,In vivo,,F,,,,Bioavailability in dog (dosed i.v.),U,,1,,CHEMBL625102,BAO_0000218,,
10960,,In vivo,,A,,,,Compound was tested for in vivo bioavailability in dog,N,,1,,CHEMBL625103,BAO_0000218,,
10961,,In vivo,,A,,,,Compound was tested for in vivo bioavailability in hamsters,N,,1,,CHEMBL625104,BAO_0000218,,
10962,,In vivo,,A,,,,Compound was tested for in vivo bioavailability in monkey,U,,1,,CHEMBL625105,BAO_0000218,,
10963,,In vivo,,A,,,,Compound was tested for in vivo bioavailability in rat,N,,1,,CHEMBL625106,BAO_0000218,,
10964,,In vivo,,A,,,,Oral bioavailability in mouse,U,,1,,CHEMBL625107,BAO_0000218,,
10965,,In vivo,,A,,,,Compound was tested for percent of oral bioavailability in mice; 56-74,N,,1,,CHEMBL625108,BAO_0000218,,
10966,,In vivo,,A,,,,Oral bioavailability in mouse (nude) (dose of 25 mg/kg),U,,1,,CHEMBL625109,BAO_0000218,,
10967,,In vivo,,A,,,,Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),U,,1,,CHEMBL625110,BAO_0000218,,
10968,,In vivo,,A,,,,Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),U,,1,,CHEMBL625111,BAO_0000218,,
10969,,In vivo,,A,,,,Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),N,,1,,CHEMBL625112,BAO_0000218,,
10970,,In vivo,,A,,,,Oral bioavailability in nude mice,N,,1,,CHEMBL875334,BAO_0000218,,
10971,,In vivo,,A,,,,Bioavailability in monkey (i.d. dosing),U,,1,,CHEMBL628617,BAO_0000218,,
10972,,In vivo,,A,,,,Bioavailability in rat,U,,1,,CHEMBL628618,BAO_0000218,,
10973,,In vivo,,A,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,U,,1,,CHEMBL628619,BAO_0000218,,
10974,,In vivo,,A,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,U,,1,,CHEMBL628620,BAO_0000218,,
10975,,In vivo,,A,,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",N,,1,,CHEMBL628621,BAO_0000218,,
10976,,In vivo,,A,,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",N,,1,,CHEMBL628622,BAO_0000218,,
10977,,In vivo,,A,,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",N,,1,,CHEMBL628623,BAO_0000218,,
10978,,In vivo,Plasma,A,,,,Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,N,,1,,CHEMBL628624,BAO_0000218,1969.0,
10979,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL628625,BAO_0000218,1969.0,
10980,,In vivo,Plasma,A,,,,Maximal plasma concentration in cynomolgus monkeys after 5 mg/kg oral dose,N,,1,,CHEMBL628626,BAO_0000218,1969.0,
10981,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL627041,BAO_0000218,1969.0,
10982,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL627042,BAO_0000218,1969.0,
10983,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL627043,BAO_0000218,1969.0,
10984,,In vivo,Plasma,A,,,,In vivo evaluation of maximum plasma concentration at a dose of 10 mg/kg,U,,1,,CHEMBL627044,BAO_0000218,1969.0,
10985,,In vivo,Plasma,A,,,,Cmax in mouse plasma,N,,1,,CHEMBL627045,BAO_0000218,1969.0,
10986,,In vivo,Plasma,A,,,,Max plasma concentration was measured by 40 mg/kg dose of peroral administration.,U,,1,,CHEMBL627046,BAO_0000218,1969.0,
10987,,In vivo,Plasma,A,,,,Maximal plasma concentration in rat,N,,1,,CHEMBL627047,BAO_0000218,1969.0,
10988,,In vivo,Plasma,A,,,,Maximal plasma level when administered 1 mg/kg perorally (po) in rat,N,,1,,CHEMBL627048,BAO_0000218,1969.0,
10989,,In vivo,,A,,,,Maximum concentration at an intraduodenal dose of 5.2 mg/kg in rat,N,,1,,CHEMBL627049,BAO_0000218,,
10990,,In vivo,,A,,,,Maximum concentration at an intraduodenal dose of 6.6 mg/kg in rat,N,,1,,CHEMBL627050,BAO_0000218,,
10991,,In vivo,,A,,,,Maximum concentration at an intravenous dose of 5.5 mg/kg in rat,N,,1,,CHEMBL627051,BAO_0000218,,
10992,,In vivo,,A,,,,Maximum concentration at an intravenous dose of 6.5 mg/kg in rat,N,,1,,CHEMBL627052,BAO_0000218,,
10993,,In vivo,,A,,,,Maximum concentration at an peroral dose of 6.2 mg/kg in rat,N,,1,,CHEMBL627053,BAO_0000218,,
10994,,In vivo,,A,,,,Maximum concentration at an peroral dose of 6.3 mg/kg in rat,N,,1,,CHEMBL627054,BAO_0000218,,
10995,,In vivo,,A,,,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,,1,,CHEMBL627055,BAO_0000218,,
10996,,In vivo,,A,,,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,N,,1,,CHEMBL627056,BAO_0000218,,
10997,,In vivo,,A,,,,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),N,,1,,CHEMBL627057,BAO_0000218,,
10998,,In vivo,,A,,,,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,,1,,CHEMBL627058,BAO_0000218,,
10999,,In vivo,,A,,,,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,N,,1,,CHEMBL626211,BAO_0000218,,
11000,,In vivo,,A,,,,Maximum Concentration of the compound.,U,,1,,CHEMBL626212,BAO_0000218,,
11001,,In vivo,,A,,,,Maximum Concentration was measured after iv administration into Beagle dog,N,,1,,CHEMBL626213,BAO_0000218,,
11002,,In vivo,,A,,,,Maximum Concentration was measured after iv administration into Beagle dog.,N,,1,,CHEMBL626214,BAO_0000218,,
11003,,In vivo,,A,,,,Maximum Concentration was measured after po administration into Beagle dog,N,,1,,CHEMBL626215,BAO_0000218,,
11004,,In vivo,,A,,,,Maximum Concentration was measured after po administration into Beagle dog.,N,,1,,CHEMBL626216,BAO_0000218,,
11005,,In vivo,Blood,A,,,,Maximum blood level reached after an dose of 10.6 uM/kg intravenously,U,,1,,CHEMBL626217,BAO_0000218,178.0,
11006,,In vivo,Blood,A,,,,Maximum blood level reached after an iv dose of 12.2 uM/kg,U,,1,,CHEMBL626218,BAO_0000218,178.0,
11007,,In vivo,Blood,A,,,,Maximum blood level reached after an oral dose 14.7 uM/kg oral route,U,,1,,CHEMBL626219,BAO_0000218,178.0,
11008,,In vivo,Blood,A,,,,Maximum blood level reached after an oral dose of 14.7 uM/kg intravenous route,U,,1,,CHEMBL626220,BAO_0000218,178.0,
11009,,In vivo,Blood,A,,,,Maximum blood level reached after an oral dose of 5.0 mg/kg,U,,1,,CHEMBL626221,BAO_0000218,178.0,
11010,,In vivo,Blood,A,,,,Maximum blood level reached at dose of 10.6 uM/kg orally,U,,1,,CHEMBL626222,BAO_0000218,178.0,
11011,,In vivo,,A,,,,Maximum concentration (Cmax) in guinea pigs at 2 mg/kg after oral administration,N,,1,,CHEMBL626223,BAO_0000218,,
11012,,In vivo,,A,,,,Maximum concentration (Cmax) in guinea pigs at 3 mg/kg after oral administration,N,,1,,CHEMBL626224,BAO_0000218,,
11013,,In vivo,Brain,A,,,,Maximum concentration achieved in rat brain when administered intraperitoneally at a dose of 10 mg/kg,N,,1,,CHEMBL626225,BAO_0000218,955.0,
11014,,In vivo,Brain,A,,,,Maximum concentration achieved in rat brain when administered intravenously at a dose of 10 mg/kg,N,,1,,CHEMBL626226,BAO_0000218,955.0,
11015,,In vivo,Brain,A,,,,Maximum concentration achieved in rat brain when administered perorally at a dose of 100 mg/kg,N,,1,,CHEMBL626227,BAO_0000218,955.0,
11016,,In vivo,Brain,A,,,,Maximum concentration achieved in rat brain when administered perorally at a dose of 10 mg/kg,N,,1,,CHEMBL626228,BAO_0000218,955.0,
11017,,In vivo,,A,,,,Maximum concentration achieved in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,N,,1,,CHEMBL626229,BAO_0000218,,
11018,,In vivo,,A,,,,Maximum concentration achieved in rat plasma when administered intravenously at a dose of 10 mg/kg,N,,1,,CHEMBL626921,BAO_0000218,,
11019,,In vivo,,A,,,,Maximum concentration achieved in rat plasma when administered perorally at a dose of 100 mg/kg,N,,1,,CHEMBL876793,BAO_0000218,,
11020,,In vivo,,A,,,,Maximum concentration achieved in rat plasma when administered perorally at a dose of 10 mg/kg,N,,1,,CHEMBL625309,BAO_0000218,,
11021,,In vivo,,A,,,,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),N,,1,,CHEMBL625310,BAO_0000218,,
11022,,In vivo,,A,,,,Maximum concentration determined in monkeys dosed intravenously with 30 mg/kg,U,,1,,CHEMBL625311,BAO_0000218,,
11023,,In vivo,,A,,,,Maximum concentration determined in rats dosed intravenously with 20 mg/kg,N,,1,,CHEMBL625312,BAO_0000218,,
11024,,In vivo,,A,,,,Maximum concentration for the bioavailability at a dose of 20 mg/kg administered orally,U,,1,,CHEMBL625313,BAO_0000218,,
11025,,In vivo,,A,,,,Maximum concentration in male CD-1 mice after sc administration of 20 mg/kg,N,,1,,CHEMBL625314,BAO_0000218,,
11026,,In vivo,,A,,,,Maximum concentration in male rats after iv administration of 20 mg/kg,N,,1,,CHEMBL625315,BAO_0000218,,
11027,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.06-1.29,N,,1,,CHEMBL625316,BAO_0000218,2107.0,
11028,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.77-2.08,N,,1,,CHEMBL625317,BAO_0000218,2107.0,
11029,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.89,N,,1,,CHEMBL625318,BAO_0000218,2107.0,
11030,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.57-1.66,N,,1,,CHEMBL625319,BAO_0000218,2107.0,
