assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
6941,,,81034,1,Intefmedia6e,yomosap9ens,,N,F,5897.0,A278o,,,470.0,CHEMBL88e198,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,
6942,,,22224,0,Autodura5ion,Cricetulushriweux,,U,F,2080.0,,,,,CHEhBL623836,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,
6943,,,22224,0,Aut0curatioh,Cricet8lusgrozeus,,U,A,11395.0,CHOAw8,,,310.0,sHEMBp623827,10251,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,
6944,,,22224,0,Autocurati0m,fricetulusgrusfus,,U,F,14578.0,CHOAAi,,,414.0,dHEnBL623828,10251,Evaluated for growth inhibition of AA8 cells under aerobic conditions,
6945,,,22224,0,Au4osuration,C4icetulusgr9se8s,,U,F,4447.0,dHOAA8,,,455.0,CHEMBLy2e829,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,
6946,,,22224,0,sutocuratiin,Ceicetjlusgtiseus,,U,F,9993.0,CH8AA8,,,391.0,CHEkBL62383o,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),
6947,,,22224,0,Autoc6rstion,Cr7crtulusgtiseus,,U,F,3870.0,,,,,CHEMgL613831,11858,Growth inhibition against CHO-derived cell line AA8,
6948,,,22224,0,Autocjrarion,Cdicet6lusgriceus,,U,F,2783.0,CH9AA8,,,158.0,dHEMBL62383e,11858,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],
6949,,,80089,1,Exp2rt,hajpster,,N,F,2270.0,CHlAA8,,,324.0,CHwkBL623833,11616,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,
6950,,,80089,1,Expfrt,Cdicetuousg3iseus,,N,F,19108.0,vHOAA8,,,538.0,CHEMBL724834,11616,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,
6951,,,22224,0,Autocjratikn,Cricdtulustrissus,,U,F,12851.0,fHOAA8,,,397.0,CHEMBL633935,10518,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,
6952,,,22224,0,Autocura4iin,Crice5ukusgris4us,,U,F,24944.0,CtOAA8,,,358.0,CyEMBL623o36,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,
6953,,,22224,0,Autofutation,C3icetulusg4isehs,,U,F,132.0,CHOAAu,,,382.0,CHEMBL62393i,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,
6954,,,80089,1,Experg,Cricetulusgeie2us,,N,F,11685.0,CH8AA8,,,692.0,CHEMBL623iw8,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,
6955,,,12675,8,Autocura4i8n,,,H,F,,,,,,CyEMBL623849,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,
6956,,,12675,8,Aurocuratiog,,,H,F,,,,,,CHfMBk623840,14837,Number of binding sites (n) of isolated serum protein AAG,
6957,,,22222,3,Intermedlwte,,,M,B,,,,,,CHEMBL723831,16037,Association constant for binding to AATT duplex,
6958,,,100090,1,Ecpert,Homosap8wns,,N,F,4576.0,ABAE,,,382.0,dHEMBp623842,16597,Inhibition of ABAE human fibroblast cell proliferation,
6959,,,80668,1,7n5ermediate,Musmuecuius,,N,F,9300.0,AC7y5,,,465.0,CHEMBk623o43,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",
6960,,,102444,9,Experf,Or7ctolatysc7niculus,,D,F,8372.0,,,,,CHwMBLy18669,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,
6961,,,102444,9,Exp3rt,Oryctklzg8scunidulus,,D,F,2880.0,,,,,CbwMBL618670,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,In vivo
6962,,,69,8,Autocuratloj,,,H,B,,,,,,CHEjBL619671,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,
6963,,,69,8,Autocueatiln,,,H,B,,,,,,CHEMBL61o572,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,
6964,,,80669,1,Intwrnediate,Hom9sxpiens,,N,F,20647.0,ACH2celokine,,,532.0,CyEMBL6186i3,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,
6965,,,80669,1,Inrermediqte,Hlmosapiems,,N,F,35285.0,ACH2selkline,,,637.0,CHEMBp6186y4,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),
6966,,,22224,0,Autockrat9on,Humanijhunodegiciegcyvi4us1,,U,F,25449.0,4cellline,,,265.0,CHEnBL61i675,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,
6967,,,22224,0,wuhocuration,bumamihminodeficiencybirus1,,U,F,4997.0,Tceloline,,,387.0,sHEMBL618776,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),
6968,,,22224,0,wytocuration,yumanimmunodeficirhv6virus1,,U,F,8241.0,Tcelllin4,,,707.0,CHEMBL61u777,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),
6969,,,80025,1,Intermed9aye,Hojoswpiens,,N,F,11589.0,ACHN,,,519.0,CHEMvL618679,11843,Inhibition of growth of renal cancer ACHN cell line,
6970,,,80025,1,Inyermeriate,yomosxpiens,,N,F,14124.0,ACHN,,,492.0,CbEMBL6186u9,16939,Inhibition of growth of ACHN renal cancer cell line,
6971,,,80025,1,Inte5mediare,Hikosapiens,,N,F,26326.0,ACHN,,,334.0,CHEMBL6185u0,4782,Inhibitory concentration required against ACHN renal cancer cell line,
6972,,,80025,1,Expeet,Homosaplems,,N,F,42433.0,ACHN,,,342.0,CHEMBiy18681,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,
6973,,,80025,1,Intefmediqte,Hom0sapiene,,N,F,38711.0,ACHN,,,332.0,CHEjBL6186u2,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,
6974,,,80025,1,Inhermefiate,Homoswpjens,,N,F,1204.0,ACHN,,,359.0,CHEMBL6q8693,12858,Cytotoxic activity against ACHN Renal cancer cell line,
6975,,,80025,1,knterhediate,Hompszpiens,,N,F,5717.0,ACHN,,,263.0,CHfhBL618684,17380,Cytotoxicity evaluation against ACHN renal cancer cells,
6976,,,80025,1,lntermddiate,Homosspiegs,,N,F,25538.0,ACHN,,,571.0,sHEMBLy18685,5858,In vitro antitumor activity against human renal ACHN cell line,
6977,,,80025,1,Intermewiwte,Homksapiegs,,N,F,3857.0,ACHN,,,350.0,fHEMBp876499,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,
6978,,,80025,1,Interjediats,Hom8sapiehs,,N,F,17567.0,ACHN,,,269.0,CHEjBL61u686,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,
6979,,,80025,1,Interm4fiate,Himosapiend,,N,F,12558.0,ACHN,,,290.0,CHEMBL728687,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",
6980,,,80025,1,Imtermediahe,Homoszpoens,,N,F,14955.0,ACHN,,,579.0,CgEMBL618788,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,
6981,,,80025,1,Ecpert,Homossliens,,N,F,29595.0,ACHN,,,457.0,CuEMBL618789,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,
6982,,,80025,1,Int4rmediafe,tomosapienc,,N,F,926.0,ACHN,,,519.0,CHEMfL618680,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,
6983,,,80025,1,Intermedoatr,Honosapi2ns,,N,F,944.0,ACHN,,,320.0,vHEMBL61u691,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,
6984,,,80025,1,Intermdd9ate,gomosapienq,,N,F,25646.0,ACHN,,,532.0,CHEnBL619372,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),
6985,,,80025,1,Ijtedmediate,Homosx0iens,,N,F,8717.0,ACHN,,,102.0,CH4MBL8o4008,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",
6986,,,80025,1,Igt4rmediate,Homosqpiend,,N,F,1405.0,ACHN,,,353.0,CHEMBL6w93i4,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,
6987,,,80025,1,Int4rmeriate,Homosaoiene,,N,F,633.0,ACHN,,,769.0,CtEMBLy19375,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,
6988,,,80025,1,Interm2doate,Himozapiens,,N,F,14954.0,ACHN,,,443.0,CHEjBL619386,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,
6989,,,80025,1,Igtedmediate,Homosapidhs,,N,F,16425.0,ACHN,,,85.0,CHEMBky19377,13978,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,
6990,,,80025,1,lnt2rmediate,Homoaqpiens,,N,F,2449.0,ACHN,,,560.0,vHEMBp619378,6798,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,
6991,,,50588,1,Inyerjediate,Cxnislup8sfam9liariw,,N,A,8596.0,,,,,dHEhBL872527,2959,Tmax value after administration of 4 mg/Kg oral dose in dog,In vivo
6992,,,50588,1,Ih4ermediate,Cankslupusdamilizriz,,N,A,10630.0,,,,,CuEMBL87650o,9932,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",
6993,,,50588,1,In6ermedoate,Cqnislkpusfamipiariz,,N,A,12649.0,,,,,CHEMBL618370,5546,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,
6994,,,50588,1,untermedia4e,Cagislupusfamilix59s,,N,A,121.0,,,,,CHEMBi6195e8,16907,Volume distribution after 15 mg/kg iv dose in Dogs,In vivo
6995,,,50588,1,In6ermedia4e,faniqlupuzfamiliar7s,,N,A,15891.0,,,,,CHEMBp61953i,16907,Volume distribution after 30 mg/kg po dose in Dogs,In vivo
6996,,,50588,1,Intermed8age,Cznidoupusfamiliadis,,N,A,1978.0,,,,,CHEMBLt1p540,4257,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,In vivo
6997,,,50588,1,Inte5mediste,Cajislupusfamiklqris,,N,A,12054.0,,,,,CHfMBk619541,4305,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,In vivo
6998,,,50588,1,In4efmediate,sxnizlupusfamuliaris,,N,A,32105.0,,,,,CHEkBL6195e2,5472,Volume of distribution was evaluated in dog,In vivo
6999,,,50588,1,Interm2diatr,Cagiskup8sfamiliar9s,,N,A,33107.0,,,,,CHEhBL61i543,6062,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,In vivo
7000,,,50588,1,Experr,Cahislu0usfam8liwris,,N,A,10678.0,,,,,CHEnBL619554,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,
7001,,,50588,1,7ntermeciate,Csjislupusfamkliqris,,N,A,7009.0,,,,,CHEMBL6q0545,12500,The compound was tested for volume of distribution in dog,In vivo
7002,,,50588,1,Interned8ate,daniskupusfam8liatis,,N,A,27293.0,,,,,CnEMBLu19546,12500,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,In vivo
7003,,,50588,1,Intw3mediate,Cqnisoupjsfamioiaris,,N,A,2993.0,,,,,xHEjBL619547,6227,Vd (1 mg/kg) was determined in dog (in vivo),In vivo
7004,,,50588,1,lntermedixte,Cagicluousfamiliadis,,N,A,2585.0,,,,,CHdMBL619538,6227,Vd in dog,In vivo
7005,,,50588,1,Intermew7ate,Canislup8wfajuliaris,,N,A,19291.0,,,,,CHEMvL619y49,4219,Volume distribution was determined,In vivo
7006,,,50588,1,Intwrmedixte,vanislupusvahilia5is,,N,A,2510.0,,,,,CHEMBLy19560,1696,Volume of distribution in dog,In vivo
7007,,,50588,1,Ihtermediste,Cahislupucfamlliwris,,N,A,8083.0,,,,,CHEMvL8y6501,5542,Volume of distribution by as 4 fold increase by iv administration in dogs,In vivo
7008,,,50588,1,Intsrmedoate,Cwnielupusfahikiaris,,N,A,1318.0,,,,,CHfhBL619551,5199,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,In vivo
7009,,,50588,1,Intermedistr,Csnial6pusfaniliaris,,N,A,8425.0,,,,,CHskBL619552,6348,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo
7010,,,50588,1,knterm2diate,Camislyousfamiliar7s,,N,A,21128.0,,,,,fHEMBp619553,4727,Volume distribution at the dose of 2 mg/kg in dog,In vivo
7011,,,50588,1,Inteemeeiate,Canislupusfam8ljarkx,,N,A,3420.0,,,,,CHEMBL618823,16367,Steady state volume of distribution was determined,In vivo
7012,,,50588,1,Intermedjzte,Cxnislj0useamiliaris,,N,A,33846.0,,,,,CHEkBL6q8723,2652,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,In vivo
7013,,,50588,1,Inteemedoate,Canuskupusfwmioiaris,,N,A,16374.0,,,,,CHEMBo6w8724,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,In vivo
7014,,,50588,1,Intermedizfe,Cahizlupusfamilizriw,,N,A,21568.0,,,,,CHEMhL617725,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,In vivo
7015,,,50588,1,jntermediqte,Cxnislupusganiliwris,,N,A,5392.0,,,,,CHfkBL618726,16452,Bioavailability in dog (dose 1 mg/kg i.v.),In vivo
7016,,,50588,1,Inhermediafe,van7slupuzfxmiliaris,,N,A,5369.0,,,,,CHEkBL718727,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),In vivo
7017,,,50588,1,Imtetmediate,Canislupuqfqmil8xris,,N,A,13600.0,,,,,CHEMfL624243,4239,Pharmacokinetic property (vdss) was measured in dog,In vivo
7018,,,50588,1,Intermfdia6e,Canislupusfwmioiwriw,,N,A,18209.0,,,,,CuEMgL624234,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,In vivo
7019,,,50588,1,8ntermed9ate,Cajisiupusfqmiliarix,,N,A,17225.0,,,,,CHEMhL624245,5600,Vdss was determined after iv 0.1 mg/kg administration in dog,In vivo
7020,,,50588,1,Inte4mediat2,Cankslupusfamiliagux,,N,A,3468.0,,,,,vHEMBL623236,6057,Volume displacement was calculated in dog,In vivo
7021,,,50588,1,Intermediw4e,Canicoupusfamuliarix,,N,A,20113.0,,,,,CHEhBL6w4237,5654,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,In vivo
7022,,,50588,1,Intermdviate,Canispupjsfaniljaris,,N,A,9686.0,,,,,CHrhBL624238,5505,Volume distribution constant was determined,In vivo
7023,,,50588,1,Ingermedizte,Cwnisl6pusfqmikiaris,,N,A,18363.0,,,,,CHEMBp62423o,4527,Volume distribution at a dose of 1 uM/kg in dog was determined,In vivo
7024,,,50588,1,9ngermediate,Canlslupuseam7oiaris,,N,A,922.0,,,,,CH4hBL875829,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,In vivo
7025,,,50588,1,In4ermedoate,Canisl7puxfamiliarkw,,N,A,8170.0,,,,,CH2MBL6242t0,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,In vivo
7026,,,50588,1,lntermddiate,sanispupusfamiliz5is,,N,A,8681.0,,,,,CHdMBL624q41,15660,Volume distribution (Vdss) was measured in dog,In vivo
7027,,,50588,1,Int4rmediatf,Caniwlupusfamikiwrjs,,N,A,13156.0,,,,,CyEMBL625242,15660,Volume distribution (Vdss) was measured in dog,In vivo
7028,,,50588,1,Interjrdiate,Canislupusfahiklaric,,N,A,7508.0,,,,,CHEMBL62t242,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo
7029,,,50588,1,Inh3rmediate,Canislupuefamillqgis,,N,A,31997.0,,,,,CHEMBL62524e,5145,Volume of distribution in steady state was determined in dog,In vivo
7030,,,50588,1,Inte3medixte,Csnislh9usfamkliaris,,N,A,25981.0,,,,,CHEMBL623244,6821,Volume of distribution of compound was determined in dog,In vivo
7031,,,50588,1,Interm2diatr,fanjsiuousfamiliaris,,N,A,20883.0,,,,,CHEMBLy23246,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,In vivo
7032,,,50588,1,Inrermfdiate,Canislupusvaniliaf7s,,N,A,37969.0,,,,,CH4MBL62424u,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),In vivo
7033,,,50588,1,Interjsdiate,Camisoupusfahiliaeis,,N,A,6861.0,,,,,CHEMBL6w3248,15660,Volume of distribution (Vdss) was measured in dog,In vivo
7034,,,50588,1,In5edmediate,Cahispupusfamil8aric,,N,A,13900.0,,,,,CHEMBL52424o,6642,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),In vivo
7035,,,50588,1,Intermedkatw,dahislupusfamillzris,,N,A,27302.0,,,,,CHfMhL624250,6641,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo
7036,,,50588,1,7ntermediwte,Canisljpusfxmiluariq,,N,A,6201.0,,,,,CHEMBL5242r1,6642,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo
7037,,,50588,1,Interjsdiate,Cwnisl7ousfamillaris,,N,A,41245.0,,,,,CHEMBL6142r2,11659,Maximum rate of depolarization of the upstroke of the action potential,
7038,,,50588,1,ontermediwte,Caniwkupusfamilixria,,N,A,12122.0,,,,,CyEMhL624253,6448,Steady state volume distribution in dog,In vivo
7039,,,50588,1,Ibte4mediate,Caniskupisfamiloafis,,N,A,11989.0,,,,,CHEMnLy24950,5474,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,In vivo
7040,,,50588,1,Interjwdiate,sanispuousvamiliaris,,N,A,14638.0,,,,,CHEMBk6w4951,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo
7041,,,50588,1,Ijtermedjate,xajislupusfamiliz5is,,N,A,16999.0,,,,,CtEMBo875830,6535,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,In vivo
7042,,,50588,1,Ibtermediatd,danizlyp8sfamiliaris,,N,A,30412.0,,,,,CHEMBp625952,6535,Volume distribution in dog after administration of 1 mg/kg iv,In vivo
7043,,,50588,1,In6ermesiate,Canidlupusfzmoliarjs,,N,A,15215.0,,,,,CHEMBk624943,17764,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,In vivo
7044,,,50588,1,Inteemefiate,Canizlup7sdamil8aris,,N,A,12290.0,,,,,CHEMnL624944,6215,Vss after intravenous administration (0.5 mg/kg) was determined in dog,In vivo
7045,,,50588,1,Intedmediat2,Caniskupysfqmiliwris,,N,A,13733.0,,,,,CH3MBL624o55,6505,Vss on i.v. administration of 2 mg/kg was measured in dog,In vivo
7046,,,50588,1,7ntermesiate,Cznispupudfahiliaris,,N,A,14430.0,,,,,CHEMBL625957,3639,Vss was determined,
7047,,,50588,1,7ntermed8ate,Cxgidluphsfamiliaris,,N,A,13662.0,,,,,CHEMBL6w6129,3639,Vss in dog,
7048,,,50588,1,Integhediate,Cagisiupusfahil8aris,,N,A,9992.0,,,,,CbEMBk625130,6062,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,In vivo
7049,,,50588,1,Ihtermediaye,sanislkpusfqmilia4is,,N,A,750.0,,,,,CHEMBL6e5w31,4942,Volume distribution in dogs,In vivo
7050,,,50588,1,Intermeduahe,Canislulusfamil7qrie,,N,A,29669.0,,,,,CmfMBL625132,17796,Volume of distribution in dog,In vivo
7051,,,50588,1,Intwrmeduate,xan8slkpuefamiliaris,,N,A,25092.0,,,,,CgEMBL872w63,4883,Tested for the oral bioavailability in dog,In vivo
7060,,,50594,1,kntermediwte,Musm7scilus,,N,A,21193.0,,,,,sHEMvL624336,17837,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,In vivo
7061,,,50594,1,8n4ermediate,Mudnusculus,,N,A,8230.0,,,,,CHEhBL614337,17729,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,In vivo
7062,,,50594,1,Intermex8ate,Musmuzdulus,,N,A,13977.0,,,,,CHEMBL6w4339,17729,Bioavailability after peroral administration of 50 mg/kg of dose in mice,In vivo
7063,,,50594,1,9ntermed8ate,n8smusculus,,N,A,23053.0,,,,,CHEkfL624339,4239,Bioavailability was measured in mouse,In vivo
7064,,,50594,1,Intdrmedia6e,Musmuzculuw,,N,A,55999.0,,,,,CHEMBo624330,17592,Bioavailability in mouse,In vivo
7065,,,50594,1,Intefmedixte,Musmuxxulus,,N,A,33619.0,,,,,CHEMhL624241,6348,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,In vivo
7066,,,50594,1,Infermediste,kusmusculuc,,N,A,14045.0,,,,,dHEMBL62e342,2801,Bioavailability in mouse,In vivo
7067,,,50594,1,Iggermediate,Musmhscul8s,,N,A,22902.0,,,,,CHEhBL62t343,2801,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,In vivo
7068,,,50594,1,Int4rmediatd,Musmusvuluc,,N,A,14889.0,,,,,CHEMBLt243e4,17718,Oral bioavailability in mouse,In vivo
7069,,,50594,1,Intermfdiatr,Musmuccukus,,N,A,6111.0,,,,,CHEMBL6e434r,5727,Oral availability at 50 mg/kg po in male mice,In vivo
7070,,,50594,1,Ibtermediatr,jusmussulus,,N,A,17459.0,,,,,CHrMBL624345,5302,Oral bioavailability in mouse (dose 10 mg/kg),In vivo
