prospect_gncd,prospect_nmbrchldrn,prospect_stt,prospect_g,prospect_gndr,prospect_ct,prospect_ncm,prospect_nmbrcrs,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Xre14474,3.0,UT,36.0,,Stamford,458526.0,0.0,U,491.0,O,Oracle,4.0,
AAJ14475,,Saskatchewan,7.0,,Indianapolis,471685.0,0.0,D,405.0,O,Peabody Energy,7.0,1930483.0
Kal14476,5.0,SD,74.0,M,Tulsa,131854.0,1.0,S,321.0,O,Apple,10.0,1880154.0
YUK14477,4.0,VA,,,Cleveland,76171.0,2.0,D,824.0,O,Genworth Financial,4.0,253935.0
qpd14478,,AL,57.0,,Oceanside,243098.0,0.0,M,336.0,O,Cooper-Standard Holdings,0.0,
Wcx14479,0.0,WI,44.0,m,Hampton,413057.0,3.0,S,805.0,R,Amgen,6.0,2840893.0
WHV14480,0.0,CT,29.0,m,Chula Vista,243995.0,3.0,D,517.0,O,Superior Energy Services,8.0,3200032.0
Mbx14481,3.0,MO,37.0,m,El Monte,408400.0,5.0,M,563.0,O,Macy's,9.0,
Wnk14482,1.0,IA,26.0,,Oceanside,41597.0,1.0,D,359.0,O,Humana,1.0,571074.0
PJF14483,2.0,NM,42.0,,Chandler,425519.0,5.0,S,694.0,O,Crown Holdings,0.0,2141763.0
Jjd14484,3.0,MI,45.0,,Shreveport,237324.0,2.0,U,514.0,O,,5.0,1082537.0
Swq14485,4.0,Ontario,63.0,f,Waco,226776.0,1.0,,,O,Michaels Stores,7.0,3277081.0
PKK14486,3.0,ID,86.0,,Ontario,,3.0,S,330.0,O,Beckman Coulter,,2374891.0
XQS14487,,NV,64.0,m,Arlington,265614.0,2.0,M,,U,Northwestern Mutual,10.0,
UTA14488,3.0,KY,16.0,F,Wichita,360557.0,5.0,D,372.0,O,Enterprise GP Holdings,4.0,
Wqz14489,1.0,Nova Scotia,65.0, ,Hialeah,459024.0,,,805.0,O,Duke Energy,1.0,2848806.0
Nhr14490,2.0,OR,27.0,,Grand Rapids,243638.0,1.0,S,625.0,O,Albemarle,2.0,3675843.0
New14491,0.0,MI,88.0,,Santa Rosa,480984.0,3.0,W,507.0,O,MGIC Investment,10.0,2685502.0
gke14492,0.0,WV,61.0,,Manchester,60955.0,5.0,M,772.0,O,US Airways Group,4.0,1858431.0
Sph14493,,OR,35.0,,Ontario,239794.0,3.0,W,763.0,O,Conseco,8.0,905791.0
AQL14494,2.0,DE,88.0,,London,,5.0,U,509.0,O,Amkor Technology,3.0,3000893.0
Kor14495,0.0,VT,6.0,F,New York,254694.0,0.0,M,421.0,R,Pfizer,3.0,3823039.0
ahb14496,4.0,British Columbia,73.0,m,Inglewood,59146.0,3.0,M,406.0,O,EOG Resources,3.0,88168.0
DRO14497,2.0,VA,80.0,,Pittsburgh,215562.0,4.0,M,478.0,O,Patterson,7.0,3452167.0
ehm14498,1.0,KY,41.0,,Dallas,451412.0,3.0,U,462.0,O,Mutual of America Life,10.0,336136.0
Xpn14499,4.0,New Brunswick,4.0,,Berkeley,14910.0,5.0,D,659.0,O,CVS Caremark,,1751498.0
YED14500,3.0,UT,51.0,f,Cheyenne,58250.0,3.0,M,767.0,R,Phillips-Van Heusen,8.0,2650647.0
ZZC14501,5.0,Alberta,73.0,M,Indianapolis,467305.0,4.0,M,651.0,R,Blockbuster,6.0,2837096.0
Bxv14502,4.0,MD,3.0,M,Boston,72294.0,4.0,S,779.0,O,Mutual of America Life,6.0,1169290.0
Xdq14503,0.0,Manitoba,45.0,,Pembroke Pines,101300.0,2.0,S,839.0,O,Ferrellgas Partners,2.0,3745754.0
Xwg14504,0.0,AR,18.0,f,Los Angeles,469510.0,2.0,M,463.0,O,Thrivent Financial,9.0,3171017.0
Qfa14505,2.0,WY,96.0,,Montgomery,439495.0,3.0,S,666.0,O,Adams Resources & Energy,,2325401.0
vti14506,2.0,VT,,,Abilene,83424.0,1.0,M,474.0,O,Guess,3.0,661463.0
hdf14507,0.0,SC,29.0,M,West Covina,319790.0,4.0,M,491.0,O,SunGard Data Systems,0.0,1576971.0
Mhq14508,2.0,MA,14.0,f,Gary,361776.0,0.0,S,362.0,O,Carpenter Technology,5.0,540900.0
BNO14509,4.0,New Brunswick,59.0,,Tacoma,149122.0,2.0,M,,O,Ashland,4.0,2284868.0
Fxe14510,3.0,HI,71.0,f,Virginia Beach,65292.0,0.0,M,336.0,,Cracker Barrel Old Country,4.0,1662244.0
QQK14511,2.0,Alberta,50.0,M,Chattanooga,118100.0,3.0,U,548.0,O,Pride International,4.0,1403039.0
Fal14512,4.0,MT,28.0,M,San Diego,473639.0,5.0,U,425.0,R,Archer Daniels Midland,9.0,2914979.0
Dcq14513,1.0,DE,81.0,m,Coral Springs,404931.0,4.0,W,476.0,O,,10.0,615527.0
rdk14514,3.0,KY,50.0,M,Fairbanks,87198.0,1.0,M,592.0,O,Dick's Sporting Goods,8.0,3940097.0
hnq14515,4.0,UT,89.0,,Tallahassee,438412.0,1.0,M,565.0,O,Terex,3.0,226281.0
Hyc14516,5.0,Quebec,82.0,f,Edmonton,246546.0,4.0,D,744.0,R,St. Jude Medical,5.0,2370924.0
ZZH14517,2.0,NE,,m,Columbus,427134.0,0.0,S,314.0,O,Mylan,7.0,3184248.0
Osv14518,4.0,HI,50.0,M,Lincoln,364120.0,0.0,M,589.0,O,JohnsonDiversey,5.0,1391412.0
TRP14519,1.0,WV,59.0,,Lowell,308845.0,4.0,M,830.0,O,Adams Resources & Energy,7.0,690769.0
lbj14520,2.0,SC,77.0,f,Salt Lake City,263119.0,3.0,M,766.0,O,Pacer International,,3782583.0
Eul14521,2.0,NJ,53.0,f,Cedar Rapids,425735.0,2.0,M,700.0,O,Avnet,3.0,1633072.0
euc14522,3.0,MD,58.0,,Vallejo,408480.0,0.0,W,611.0,O,First Data,3.0,657877.0
Pmy14523,3.0,AZ,79.0,M,Idaho Falls,313121.0,5.0,S,711.0,O,Google,3.0,
Mcg14524,,FL,49.0,,Charleston,317899.0,5.0,S,587.0,U,AECOM Technology,1.0,1784386.0
Fcn14525,4.0,MO,48.0,,Pittsburgh,116663.0,,M,602.0,R,H&R Block,6.0,1349571.0
Ggw14526,3.0,WY,73.0,F,Sherbrooke,263751.0,2.0,D,789.0,R,Northeast Utilities,1.0,264021.0
qpd14527,5.0,Newfoundland,3.0,F,Phoenix,80412.0,4.0,M,726.0,O,New York Life Insurance,3.0,675878.0
Ivm14528,4.0,WV,6.0,,Overland Park,35905.0,,,837.0,R,Bio-Rad Laboratories,1.0,1973810.0
Gne14529,2.0,VA,82.0,,Dayton,272188.0,,S,842.0,O,Textron,3.0,1037850.0
LLO14530,2.0,Newfoundland,,,Irvine,103526.0,1.0,U,466.0,O,Liberty Mutual Insurance Group,9.0,301168.0
FDC14531,5.0,IA,24.0,M,Topeka,476870.0,3.0,D,750.0,R,Sunoco,9.0,538388.0
RXB14533,1.0,NH,94.0,,Chattanooga,73101.0,1.0,S,,O,Furniture Brands International,5.0,3106107.0
Gcq14534,4.0,WY,8.0,W,Jersey City,166547.0,1.0,M,631.0,O,Maxim Integrated Products,7.0,611107.0
Avy14535,5.0,IL,2.0,F,Gary,95719.0,2.0,U,833.0,O,Modine Manufacturing,5.0,2512014.0
Kib14536,5.0,IN,62.0,F,Winnipeg,306582.0,4.0,W,814.0,R,Morgan Stanley,8.0,2603444.0
PSH14537,3.0,KY,96.0,M,Pomona,115124.0,1.0,M,770.0,O,Joy Global,3.0,2009042.0
juw14538,0.0,AK,80.0,m,Idaho Falls,483373.0,3.0,M,815.0,O,,6.0,
Vpd14539,4.0,MN,58.0,F,Topeka,137930.0,0.0,W,,O,Frontier Communications,8.0,2721681.0
Fmc14540,,NJ,98.0,,Mount Pearl,345506.0,1.0,S,489.0,O,Great Plains Energy,1.0,2052883.0
Jug14541,1.0,Quebec,30.0,,Lowell,317027.0,0.0,M,713.0,O,3M,8.0,2215384.0
uwk14542,1.0,VT,19.0,,Fresno,386973.0,3.0,S,581.0,R,Sprint Nextel,5.0,2256649.0
AOR14543,3.0,CT,14.0,,Warren,351623.0,1.0,D,687.0,O,Watson Pharmaceuticals,4.0,2384364.0
Caq14544,2.0,IA,9.0,f,Pembroke Pines,348827.0,1.0,M,777.0,O,Paychex,8.0,3344916.0
MJD14545,0.0,ID,45.0,,Bellevue,85630.0,,S,785.0,U,Pepco Holdings,4.0,2462997.0
Hbu14546,4.0,WY,62.0,M,Toronto,33167.0,4.0,S,659.0,O,Brunswick,3.0,1427977.0
JJL14547,3.0,MN,9.0,f,Seattle,432406.0,3.0,S,419.0,O,Westar Energy,1.0,1811507.0
fky14548,1.0,Newfoundland,39.0,m,Inglewood,294957.0,5.0,U,662.0,O,CB Richard Ellis Group,9.0,39074.0
cjg14549,4.0,TX,72.0,f,Rapid City,,0.0,M,760.0,O,Hertz Global Holdings,5.0,1421789.0
ZAS14550,0.0,MA,90.0,,Dayton,199176.0,1.0,W,312.0,U,Joy Global,7.0,
MIM14551,2.0,Newfoundland,46.0,,Hull,40306.0,4.0,S,726.0,O,,7.0,1074989.0
piv14552,3.0,British Columbia,85.0,m,Inglewood,226285.0,,D,574.0,R,Campbell Soup,3.0,3348145.0
kfx14553,3.0,NJ,44.0,F,Sacramento,116004.0,,M,401.0,O,Community Health Systems,4.0,1514930.0
uci14554,0.0,WV,46.0,,Quebec,499305.0,3.0,M,490.0,U,Pacer International,9.0,1105514.0
Pek14555,4.0,ME,71.0,,Yonkers,,1.0,U,370.0,O,J.B. Hunt Transport Services,9.0,975314.0
Orp14556,4.0,IL,8.0,,El Paso,12915.0,0.0,M,428.0,O,Jack in the Box,4.0,3687635.0
Tdh14557,5.0,Saskatchewan,99.0,,Buffalo,98555.0,0.0,M,404.0,R,Qualcomm,6.0,
cxi14558,3.0,MT,81.0,,Wichita,212562.0,2.0,U,387.0,O,Boyd Gaming,3.0,
UNU14559,1.0,MN,20.0,,Fresno,357194.0,3.0,,643.0,R,Atlas America,1.0,1328759.0
qck14560,1.0,AK,62.0,,Sherbrooke,377822.0,4.0,S,509.0,,National Fuel Gas,,1574430.0
dgx14561,4.0,UT,43.0,F,St. Catharines,433890.0,2.0,S,421.0,,,5.0,3191556.0
WKQ14562,5.0,NV,7.0,f,Bridgeport,154118.0,4.0,W,749.0,O,Pepco Holdings,0.0,763391.0
Weq14563,1.0,NV,63.0,,Regina,456773.0,5.0,U,677.0,O,Apple,0.0,276302.0
MGT14564,3.0,IL,83.0,,El Paso,57396.0,2.0,D,397.0,O,Sunrise Senior Living,1.0,797930.0
JCT14565,5.0,Newfoundland,97.0,m,Pueblo,76170.0,4.0,M,532.0,R,FirstEnergy,2.0,1053437.0
MXA14566,5.0,IA,57.0,,Ann Arbor,416793.0,2.0,S,467.0,R,Lexmark International,7.0,3839887.0
Bmj14567,3.0,New Brunswick,34.0,m,Winston-Salem,209092.0,,S,680.0,R,VWR Funding,2.0,2976137.0
gyr14568,1.0,NY,70.0,,Stamford,336882.0,3.0,U,631.0,O,Publix Super Markets,8.0,593941.0
hjw14569,1.0,HI,49.0,m,Peoria,468248.0,2.0,S,818.0,O,,5.0,36605.0
Gqr14570,1.0,AR,48.0,m,Bellevue,357738.0,2.0,U,396.0,O,Deere,6.0,3803522.0
Nym14571,0.0,OK,47.0,,Grand Rapids,8229.0,2.0,M,,O,Sovereign Bancorp,2.0,2458575.0
WGB14572,0.0,Alberta,25.0,f,Hialeah,388098.0,3.0,M,504.0,O,Flowserve,2.0,507276.0
HFG14573,2.0,DE,58.0,,Hampton,449796.0,5.0,U,780.0,,Textron,10.0,834958.0
sgk14574,5.0,OR,44.0,,Burlington,228572.0,0.0,S,466.0,R,PPL,7.0,2318948.0
mlz14575,,Quebec,23.0,,Warwick,,2.0,S,459.0,O,Stanley Works,0.0,2955866.0
Mlm14576,4.0,WI,24.0,n,Raleigh,137605.0,4.0,M,628.0,O,Procter & Gamble,7.0,833367.0
Ugv14577,4.0,MS,70.0,,Amarillo,474258.0,4.0,M,806.0,O,DTE Energy,,194433.0
lbt14578,0.0,NC,48.0,,Scottsdale,390686.0,0.0,W,655.0,O,Core-Mark Holding,5.0,2609869.0
Eis14579,3.0,NH,41.0,,Hollywood,249823.0,4.0,M,684.0,O,Hanesbrands,4.0,2191968.0
GIQ14580,4.0,NH,,f,San Diego,324876.0,2.0,S,821.0,O,Weis Markets,7.0,3587737.0
llh14581,2.0,AZ,6.0,M,Norfolk,326547.0,0.0,S,773.0,O,Interactive Brokers Group,1.0,2940443.0
Ftt14582,5.0,British Columbia,32.0,m,Charleston,292865.0,1.0,U,306.0,O,Las Vegas Sands,0.0,3100739.0
Ujn14583,4.0,WV,84.0,F,Palmdale,318369.0,5.0,M,746.0,O,General Growth Properties,1.0,1437721.0
Puv14584,2.0,FL,39.0,,Charleston,264211.0,3.0,S,446.0,O,,10.0,2636952.0
vey14585,4.0,VT,37.0,f,Yellow Knife,289076.0,0.0,M,,U,Trinity Industries,8.0,2625564.0
ndq14586,5.0,AZ,78.0,,Albuquerque,285596.0,1.0,M,538.0,O,Shaw Group,8.0,2685352.0
Sul14587,0.0,MI,55.0,M,El Paso,,4.0,M,477.0,,GameStop,10.0,891136.0
ZHK14588,0.0,WI,51.0,,Cincinnati,242760.0,5.0,S,592.0,O,Clorox,6.0,
ppv14589,3.0,OK,92.0,M,Lancaster,265127.0,1.0,M,736.0,O,Toll Brothers,,3489600.0
blo14590,,TX,55.0,,Santa Rosa,,0.0,D,802.0,O,Avis Budget Group,2.0,3939204.0
Nrb14591,3.0,FL,31.0,m,Tucson,136539.0,0.0,S,359.0,R,Verso Paper,2.0,2684513.0
Qiw14592,4.0,WV,26.0,,Reno,469077.0,5.0,M,386.0,O,Exelon,1.0,313350.0
coq14593,5.0,AK,58.0,m,Hollywood,413210.0,5.0,S,406.0,O,Spectrum Brands,3.0,3545904.0
Trr14594,0.0,OH,52.0,f,Aurora,447061.0,2.0,U,733.0,O,United Technologies,10.0,1065054.0
TNJ14595,3.0,MO,95.0,m,Tempe,73800.0,2.0,M,,O,Thor Industries,9.0,3511303.0
Ppa14596,4.0,CA,77.0,,Gary,35763.0,2.0,U,308.0,O,Smith International,6.0,
PJD14597,0.0,GA,28.0,M,Kansas City,277034.0,0.0,W,,O,Ruddick,2.0,2243229.0
Tnl14598,1.0,GA,94.0,,Providence,432145.0,2.0,U,781.0,O,Verso Paper,3.0,3716862.0
Opi14599,2.0,GA,92.0,M,Pasadena,491170.0,0.0,D,654.0,R,Enersys,4.0,
VCU14600,1.0,Newfoundland,28.0,m,Norfolk,81831.0,3.0,D,633.0,O,Xilinx,4.0,1057272.0
Wjd14601,,CT,67.0,f,Detroit,304113.0,2.0,M,494.0,O,Great Plains Energy,7.0,727385.0
ISW14602,4.0,DC,,,Naperville,408975.0,1.0,,499.0,U,Wal-Mart Stores,9.0,2211109.0
Iou14603,1.0,NH,72.0,,Hilo,89202.0,4.0,D,428.0,R,OGE Energy,6.0,3792110.0
QXM14604,2.0,British Columbia,61.0,f,Huntsville,47012.0,4.0,D,484.0,O,Energy Transfer Equity,8.0,2869952.0
Tde14605,2.0,WI,14.0,f,Provo,252229.0,2.0,M,490.0,R,National Life Group,1.0,648115.0
Nkj14606,5.0,Manitoba,61.0,F,Bridgeport,220101.0,3.0,U,597.0,O,,2.0,65786.0
WHQ14607,0.0,VT,4.0,M,New Haven,474255.0,1.0,S,526.0,U,H.J. Heinz,7.0,
FRX14608,4.0,NH,55.0,m,Great Falls,445307.0,3.0,M,361.0,,Regis,0.0,396359.0
Pco14609,2.0,Prince Edward Island,12.0,M,Fullerton,324443.0,4.0,M,411.0,R,Solutia,8.0,3735105.0
Bpf14610,4.0,KS,46.0,,Milwaukee,171237.0,0.0,S,346.0,R,Sprint Nextel,4.0,3958848.0
SSS14611,0.0,SC,,,Hialeah,50782.0,1.0,M,463.0,O,AptarGroup,9.0,1753761.0
vea14612,1.0,British Columbia,77.0,,Toronto,402529.0,1.0,W,791.0,O,J.M. Smucker,6.0,2533582.0
utn14613,1.0,WV,45.0,,Lowell,29840.0,3.0,,462.0,R,MGIC Investment,6.0,2004662.0
Lsm14614,2.0,WA,52.0,,Sandy,3663.0,0.0,M,782.0,U,Sara Lee,10.0,2413885.0
RLJ14615,5.0,ID,85.0,M,Saskatoon,,4.0,U,336.0,U,Borders Group,7.0,1393310.0
Pit14616,1.0,Saskatchewan,51.0,,Rochester,363018.0,5.0,M,766.0,R,Plains All American Pipeline,0.0,
Iml14617,4.0,TN,93.0,,Pittsburgh,,5.0,M,412.0,O,Gannett,9.0,33101.0
Xbl14618,1.0,TN,20.0,M,St. Johns,220378.0,3.0,S,710.0,O,BorgWarner,7.0,
xkm14619,0.0,VA,2.0,,Huntington,217505.0,0.0,W,805.0,O,Continental Airlines,8.0,2884324.0
Fmx14620,3.0,MS,12.0,,Lancaster,114818.0,3.0,S,469.0,O,Sonic Automotive,3.0,333602.0
Rty14621,5.0,WI,35.0,f,Knoxville,,5.0,W,828.0,O,,,1350457.0
Loy14622,4.0,AL,30.0,F,Cleveland,216953.0,,M,626.0,R,Graybar Electric,10.0,1910740.0
Jim14623,3.0,Ontario,18.0,f,Los Angeles,445384.0,1.0,D,324.0,R,FirstEnergy,1.0,3017768.0
jkv14624,5.0,CO,97.0,,Oklahoma City,249221.0,0.0,M,678.0,O,Frontier Communications,3.0,2491362.0
Gcd14625,5.0,KY,,m,Nashville,419656.0,0.0,M,368.0,O,Iasis Healthcare,4.0,2104515.0
Rlg14626,5.0,NJ,46.0,,Oakland,184873.0,5.0,D,538.0,O,TIAA-CREF,5.0,418746.0
yre14627,4.0,British Columbia,83.0,,St. Paul,128421.0,4.0,M,482.0,O,,8.0,3712524.0
Emb14628,4.0,Newfoundland,97.0,F,Tallahassee,295902.0,,M,514.0,O,,0.0,764415.0
Yiv14629,4.0,Alberta,15.0,,Long Beach,197675.0,4.0,W,440.0,O,Lithia Motors,4.0,
nfe14630,2.0,HI,100.0,,Savannah,,3.0,D,789.0,O,PC Connection,1.0,1465218.0
CVM14631,4.0,SC,49.0,m,Costa Mesa,277830.0,4.0,M,326.0,O,Airtran Holdings,3.0,
Ovk14632,1.0,Prince Edward Island,32.0,f,Modesto,326909.0,0.0,,633.0,U,Bed Bath & Beyond,7.0,
Ufc14633,0.0,NE,35.0,f,Milwaukee,275612.0,0.0,W,490.0,O,Harris,0.0,3646015.0
MDO14634,0.0,NY,76.0,,Garland,347274.0,0.0,U,357.0,,Levi Strauss,8.0,3573091.0
txm14635,5.0,TX,88.0,,Phoenix,41483.0,5.0,M,721.0,O,Archer Daniels Midland,6.0,
Atu14636,4.0,NC,84.0,,Brownsville,268579.0,5.0,D,577.0,R,West,10.0,1874056.0
hao14637,3.0,Alberta,30.0,F,Syracuse,231100.0,2.0,S,370.0,O,Unified Grocers,2.0,2367447.0
Uyw14638,5.0,Quebec,28.0,m,Stamford,495365.0,3.0,W,336.0,R,SunGard Data Systems,10.0,1221948.0
Jsc14639,3.0,WA,76.0,,Cleveland,110979.0,1.0,D,377.0,O,Ball,9.0,
Ksf14640,3.0,MI,56.0,,Huntington,415595.0,2.0,M,780.0,,Southern,3.0,
Nvr14641,4.0,NC,79.0,,Tacoma,252815.0,3.0,D,447.0,O,Genzyme,5.0,595297.0
bwr14642,0.0,Saskatchewan,72.0,f,Miami,184128.0,2.0,U,,O,Alliant Techsystems,,3738264.0
Eqw14643,1.0,SC,72.0,,Aurora,489050.0,5.0,W,708.0,R,Fifth Third Bancorp,10.0,2554629.0
FEO14644,5.0,MI,70.0,,Macon,296964.0,4.0,M,654.0,U,Sally Beauty Holdings,8.0,330915.0
HUB14645,4.0,Alberta,19.0,,Memphis,476534.0,0.0,S,769.0,U,Forest Laboratories,4.0,1494641.0
DVA14646,1.0,HI,44.0,f,Ontario,131970.0,2.0,M,462.0,O,E.W. Scripps,2.0,2608549.0
Weh14647,0.0,WV,47.0,,Santa Fe,351997.0,0.0,M,608.0,O,Interstate Bakeries,6.0,527643.0
Guc14648,1.0,RI,21.0,,Hampton,35705.0,0.0,M,809.0,,Sanmina-SCI,6.0,137585.0
Cif14649,0.0,Prince Edward Island,44.0,,Lansing,196124.0,0.0,U,371.0,O,Phoenix,8.0,
XUT14650,4.0,KY,94.0,,Omaha,152413.0,4.0,M,663.0,O,Sentry Insurance Group,0.0,3326727.0
Tyt14651,1.0,Prince Edward Island,36.0,,Escondido,101915.0,1.0,S,650.0,O,Toll Brothers,5.0,643888.0
KQR14652,2.0,IN,57.0,,Jacksonville,442774.0,0.0,S,401.0,,Medtronic,6.0,1902404.0
hda14653,1.0,SD,11.0,M,Dover,257670.0,4.0,W,594.0,O,Raytheon,2.0,3185649.0
fvp14654,5.0,DC,63.0,m,Toronto,132470.0,5.0,S,450.0,O,Dr Pepper Snapple Group,5.0,2892426.0
afj14655,1.0,MA,32.0,m,San Bernardino,93566.0,2.0,S,714.0,O,Annaly Capital Management,6.0,3254308.0
mok14656,5.0,HI,15.0,M,St. Paul,266343.0,2.0,M,617.0,O,XTO Energy,6.0,3227948.0
SXP14657,0.0,IN,62.0,,Garland,124101.0,3.0,M,540.0,O,Sun Microsystems,2.0,363113.0
Trz14658,1.0,ID,72.0,,Augusta,359437.0,4.0,,608.0,O,Joy Global,,119980.0
Uvu14659,2.0,Alberta,16.0,M,Eugene,167917.0,1.0,W,734.0,O,ServiceMaster,6.0,3711995.0
Foj14660,2.0,AK,21.0,,Washington,230834.0,1.0,S,542.0,R,NYSE Euronext,1.0,3846100.0
VJM14661,4.0,MD,97.0,,Concord,467629.0,0.0,W,,O,,7.0,3538749.0
Ibg14662,2.0,NC,11.0,,Knoxville,207726.0,3.0,D,,U,Ingram Micro,5.0,707357.0
Mcf14663,3.0,AK,75.0,,Milwaukee,264067.0,0.0,S,818.0,R,Ametek,1.0,3903855.0
zez14664,2.0,MI,44.0,F,Omaha,301800.0,4.0,U,674.0,R,O'Reilly Automotive,9.0,1389922.0
xov14665,0.0,NY,21.0,m,Allentown,449490.0,4.0,M,657.0,O,Portland General Electric,1.0,2442077.0
LYI14666,5.0,UT,47.0,,Fort Worth,94098.0,3.0,S,443.0,O,Werner Enterprises,4.0,3105780.0
BTF14667,3.0,NM,6.0,,San Diego,19811.0,5.0,M,770.0,O,DirecTV Group,6.0,168138.0
Xlh14668,3.0,GA,91.0,M,Buffalo,200756.0,3.0,U,427.0,O,Dole Food,9.0,2814726.0
hzr14669,0.0,Prince Edward Island,89.0,,Plano,188395.0,0.0,D,369.0,O,BMC Software,6.0,838093.0
ZMR14670,1.0,MI,72.0,F,Oxnard,277585.0,3.0,U,,O,TRW Automotive Holdings,3.0,1483678.0
OZP14671,4.0,SC,30.0,,Vallejo,461910.0,5.0,S,468.0,R,Weyerhaeuser,7.0,3915741.0
HCB14672,0.0,WI,39.0,M,Yellow Knife,242659.0,5.0,W,318.0,O,PC Connection,3.0,2598354.0
noc14673,1.0,Prince Edward Island,,,Tampa,125933.0,4.0,D,456.0,O,Level 3 Communications,2.0,2709769.0
Wzf14674,3.0,WY,,F,Jersey City,116888.0,2.0,W,368.0,O,Comerica,9.0,129329.0
drj14675,0.0,Manitoba,97.0,F,Brownsville,354989.0,1.0,S,463.0,R,Northwestern Mutual,7.0,1273194.0
Stf14676,0.0,LA,83.0,f,Bridgeport,255641.0,1.0,M,530.0,R,Tiffany & Co,4.0,963706.0
Joo14677,5.0,SD,52.0,,Cedar Rapids,28166.0,3.0,S,360.0,R,,10.0,868164.0
Pin14678,2.0,NH,,,Mobile,318502.0,4.0,M,308.0,O,Torchmark,1.0,180479.0
fgm14679,,MI,82.0,f,Lafayette,353988.0,1.0,D,415.0,R,Century Aluminum,9.0,2879342.0
Ddz14680,0.0,OK,71.0,,Santa Clara,289278.0,0.0,S,758.0,O,,7.0,269606.0
ARL14681,1.0,Newfoundland,54.0,F,Warren,274094.0,5.0,M,482.0,O,Northrop Grumman,2.0,1145592.0
VYE14682,5.0,MN,41.0,,Scottsdale,167434.0,2.0,M,591.0,O,Carlisle,7.0,1355790.0
Nbc14683,0.0,NM,2.0,,Los Angeles,366136.0,0.0,S,,O,Pool,10.0,2172354.0
ANG14684,0.0,Saskatchewan,79.0,,Billings,445814.0,5.0,W,718.0,R,MGM Mirage,10.0,140525.0
Och14685,1.0,WY,68.0,f,Kitchener,138382.0,5.0,D,684.0,R,Insight Enterprises,1.0,915800.0
tsz14686,1.0,SD,13.0,f,Toledo,44606.0,0.0,M,408.0,R,BB&T Corp.,7.0,1005455.0
GYQ14687,1.0,TN,73.0,,Fort Wayne,,4.0,U,537.0,O,CA,6.0,1114686.0
Dep14688,2.0,ND,3.0,F,Naperville,21183.0,4.0,M,404.0,U,Noble Energy,8.0,3432486.0
Omd14689,4.0,OH,33.0,F,Salt Lake City,,1.0,U,,O,Time Warner,3.0,3027200.0
uwn14690,2.0,PA,1.0,m,St. Catharines,107543.0,0.0,U,441.0,U,Alcoa,6.0,2619540.0
mdq14691,1.0,CA,53.0,,Vancouver,311623.0,,D,610.0,O,HealthSouth,7.0,81648.0
LGR14692,4.0,LA,5.0,,Augusta,136307.0,0.0,U,674.0,U,Spansion,10.0,1148569.0
YMZ14693,1.0,NC,,M,Costa Mesa,74140.0,2.0,D,319.0,O,Health Net,5.0,536825.0
Fkm14694,0.0,MO,34.0,,Victoria,77843.0,3.0,M,,O,Devon Energy,8.0,820930.0
BKP14695,2.0,ME,98.0,F,Huntington Beach,230026.0,4.0,W,528.0,U,McDonald's,8.0,892268.0
Mws14696,1.0,Alberta,61.0,m,El Monte,303196.0,1.0,M,649.0,U,Bemis,9.0,3989109.0
owh14697,2.0,OK,95.0,,Springfield,168159.0,,M,552.0,R,,4.0,100538.0
gsm14698,2.0,SC,39.0,,Washington,452914.0,2.0,S,430.0,O,Laboratory Corp. of America,7.0,2635850.0
Qqq14699,5.0,MA,20.0,m,Garden Grove,31981.0,2.0,U,761.0,O,Protective Life,0.0,1819462.0
Gev14700,5.0,ND,3.0,,San Antonio,441639.0,0.0,M,595.0,O,Pulte Homes,5.0,1788989.0
tgy14701,0.0,Prince Edward Island,59.0,,Bismarck,447894.0,3.0,U,404.0,R,Pantry,9.0,2020639.0
jvm14702,4.0,PA,14.0,M,McAllen,297129.0,3.0,U,643.0,O,Northeast Utilities,9.0,1231110.0
UGT14703,4.0,HI,51.0,M,Fort Collins,191001.0,0.0,M,618.0,R,PPG Industries,9.0,1507047.0
vur14704,0.0,MD,94.0,m,Concord,250899.0,4.0,S,478.0,R,Interstate Bakeries,1.0,3286334.0
jdv14705,3.0,ID,77.0,,Thousand Oaks,370528.0,1.0,U,443.0,O,Lincoln National,6.0,299212.0
Tfs14706,1.0,OR,23.0,M,Spokane,40410.0,,U,762.0,O,IAC/InterActiveCorp,0.0,1128442.0
Sye14707,2.0,NY,85.0,M,Minneapolis,401628.0,5.0,M,362.0,U,Starbucks,10.0,610059.0
Nly14708,5.0,KY,57.0,,Lexington,216214.0,2.0,U,747.0,O,Broadcom,1.0,555406.0
FTB14709,2.0,Saskatchewan,46.0,,Inglewood,375438.0,2.0,S,502.0,U,Lockheed Martin,2.0,586180.0
Tvk14710,5.0,NV,62.0,,Chattanooga,263732.0,4.0,M,501.0,U,A.O. Smith,10.0,1510331.0
Luc14711,3.0,CA,72.0,M,Anchorage,83872.0,4.0,W,601.0,R,Gap,3.0,1637679.0
gzv14712,0.0,Prince Edward Island,19.0,F,Lafayette,151428.0,4.0,S,676.0,O,Kelly Services,8.0,
Wjn14713,2.0,NC,7.0,,Livonia,364458.0,1.0,M,376.0,O,Wyndham Worldwide,4.0,1878209.0
