assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
6423,Canis lupus familiaris,,CHEMBL623364,Oral bioavailability was calculated in dog,In vivo,6057,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6424,Canis lupus familiaris,,CHEMBL875834,Oral bioavailability after 0.3 mg/kg po administration in dog,In vivo,5600,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6425,Canis lupus familiaris,,CHEMBL623365,Oral bioavailability in dog (i.v. dosing),In vivo,5542,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6426,Canis lupus familiaris,,CHEMBL623366,Oral bioavailability in dog,In vivo,5542,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6427,Canis lupus familiaris,,CHEMBL623367,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,In vivo,5546,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6428,Canis lupus familiaris,,CHEMBL623368,Oral bioavailability in Beagle dogs,In vivo,4514,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6429,Canis lupus familiaris,,CHEMBL623369,Oral bioavailability in dog,In vivo,3624,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6430,Canis lupus familiaris,,CHEMBL623370,Oral bioavailability in dog,In vivo,3854,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6431,Canis lupus familiaris,,CHEMBL623371,Oral bioavailability in dog,In vivo,5836,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6432,Canis lupus familiaris,,CHEMBL623372,Oral bioavailability in dog,In vivo,5940,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6433,Canis lupus familiaris,,CHEMBL621351,Oral bioavailability in dog,In vivo,6168,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6434,Canis lupus familiaris,,CHEMBL621352,Oral bioavailability in dog,In vivo,6227,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6435,Canis lupus familiaris,,CHEMBL621353,Oral bioavailability in dog,In vivo,6251,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6436,Canis lupus familiaris,,CHEMBL621354,Oral bioavailability in dog,In vivo,6448,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6437,Canis lupus familiaris,,CHEMBL621355,Oral bioavailability in dog,In vivo,6647,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6438,Canis lupus familiaris,,CHEMBL621356,Oral bioavailability in dog,In vivo,5940,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6439,Canis lupus familiaris,,CHEMBL621357,Oral bioavailability in dog,In vivo,933,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6440,Canis lupus familiaris,,CHEMBL621358,Oral bioavailability in dog,In vivo,5210,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6441,Canis lupus familiaris,,CHEMBL621359,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),In vivo,6642,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6442,Canis lupus familiaris,,CHEMBL621360,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),In vivo,6641,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6443,Canis lupus familiaris,,CHEMBL621361,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),In vivo,6642,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6444,Canis lupus familiaris,,CHEMBL621362,Oral bioavailability in dog,In vivo,5472,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6445,Canis lupus familiaris,,CHEMBL621363,Oral bioavailability in dog,In vivo,5985,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6446,Canis lupus familiaris,,CHEMBL621364,Oral bioavailability in dog,In vivo,15660,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6447,Canis lupus familiaris,,CHEMBL621166,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),In vivo,5530,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6448,Canis lupus familiaris,,CHEMBL621167,Oral bioavailability in dog (dose 1 mg/kg i.v.),In vivo,5530,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6449,Canis lupus familiaris,,CHEMBL621168,Oral bioavailability (F) in dogs,In vivo,6305,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6450,Canis lupus familiaris,,CHEMBL621169,Oral bioavailability in dog,In vivo,5210,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6451,Canis lupus familiaris,,CHEMBL875950,Bioavailability in dog,In vivo,5238,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6452,Canis lupus familiaris,,CHEMBL621170,Oral bioavailability in dog (dose 10 mg/kg),In vivo,5668,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6453,Canis lupus familiaris,,CHEMBL621171,Oral bioavailability after peroral administration at 5 mpk in Dog,In vivo,5668,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6454,Canis lupus familiaris,,CHEMBL621172,Oral bioavailability in dog (dose 5 mg/kg),In vivo,5668,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6455,Canis lupus familiaris,,CHEMBL621173,Oral bioavailability in dog (dose 10 mg/kg),In vivo,6084,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
6456,Mus musculus,2113.0,CHEMBL621174,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,,6599,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6457,Mus musculus,2113.0,CHEMBL621175,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,,6599,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6458,Mus musculus,2107.0,CHEMBL621176,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6459,Mus musculus,2107.0,CHEMBL621177,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6460,Mus musculus,2107.0,CHEMBL621178,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6461,Mus musculus,2107.0,CHEMBL621179,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6462,Mus musculus,2107.0,CHEMBL621180,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6463,Mus musculus,2048.0,CHEMBL875951,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6464,Mus musculus,2048.0,CHEMBL621181,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6465,Mus musculus,2048.0,CHEMBL621182,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6466,Mus musculus,2048.0,CHEMBL621183,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6467,Mus musculus,2048.0,CHEMBL621184,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6468,Mus musculus,,CHEMBL621185,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6469,Mus musculus,,CHEMBL621186,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6470,Mus musculus,,CHEMBL621187,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6471,Mus musculus,,CHEMBL621188,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6472,Mus musculus,,CHEMBL621189,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6473,Mus musculus,2106.0,CHEMBL621190,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,,6599,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6474,Mus musculus,2106.0,CHEMBL618520,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,,6599,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6475,Mus musculus,2106.0,CHEMBL621739,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,,6599,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6476,Mus musculus,2106.0,CHEMBL621740,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,,6599,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6477,Mus musculus,2106.0,CHEMBL621741,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,,6599,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6478,Mus musculus,,CHEMBL621742,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6479,Mus musculus,,CHEMBL621743,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6480,Mus musculus,,CHEMBL621744,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6481,Mus musculus,,CHEMBL621745,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6482,Mus musculus,,CHEMBL621746,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6483,Mus musculus,,CHEMBL621747,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6484,Mus musculus,,CHEMBL621748,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6485,Mus musculus,,CHEMBL621749,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6486,Mus musculus,,CHEMBL621750,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6487,Mus musculus,,CHEMBL621751,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,,6599,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6488,Mus musculus,948.0,CHEMBL621752,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6489,Mus musculus,948.0,CHEMBL621753,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6490,Mus musculus,948.0,CHEMBL875955,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6491,Mus musculus,948.0,CHEMBL621754,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6492,Mus musculus,948.0,CHEMBL621755,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,,6599,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6493,Mus musculus,2107.0,CHEMBL621756,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6494,Mus musculus,2107.0,CHEMBL624199,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6495,Mus musculus,2107.0,CHEMBL624200,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6496,Mus musculus,2107.0,CHEMBL624375,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6497,Mus musculus,2107.0,CHEMBL624376,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,,6599,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6498,Mus musculus,2048.0,CHEMBL624377,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6499,Mus musculus,2048.0,CHEMBL624378,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,,6599,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,CCRF S-180
6500,aeinetobacter anitrotap,,CHEMBL857901,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,12269,,50067,,,BAO_0000218,,Intermediate,,107673.0,F,,
6501,Acinetobacter calcoaceticus subsp. anitratus,,CHEMBL875274,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,12269,,50067,,,BAO_0000218,,Intermediate,,107673.0,F,,
6502,Acinetobacter calcoaceticus subsp. anitratus,,CHEMBL624379,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,12269,,50067,,,BAO_0000218,,Intermediate,,107673.0,F,,
6503,aeinetobacter anitrotap,,CHEMBL624380,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,12269,,50067,,,BAO_0000218,,Intermediate,,107673.0,F,,
6504,Acinetobacter calcoaceticus,,CHEMBL624381,Activity against Acinetobacter calcoaceticus (AC54),,10624,,50192,,,BAO_0000218,,Intermediate,,471.0,F,,
6505,Anolis carolinensis,,CHEMBL624382,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,17216,,50714,,,BAO_0000218,,Intermediate,,28377.0,F,,
6506,Anolis carolinensis,,CHEMBL624383,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,17216,,50714,,,BAO_0000218,,Intermediate,,28377.0,F,,
6507,Actinomyces naeslundii,,CHEMBL624384,Chlorohexidine coefficient for Actinomyces naeslundii 631,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6508,Actinomyces naeslundii,,CHEMBL624385,Chlorohexidine coefficient for Actinomyces naeslundii B74,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6509,Actinomyces naeslundii,,CHEMBL624386,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6510,Actinomyces naeslundii,,CHEMBL624387,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6511,Actinomyces naeslundii,,CHEMBL624388,Plaque bactericidal index against Actinomyces naeslundii 631,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6512,Actinomyces naeslundii,,CHEMBL624389,Plaque bactericidal index against Actinomyces naeslundii N/9,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6513,Actinomyces naeslundii,,CHEMBL624390,Plaque bactericidal index against Actinomyces naeslundii B74,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6514,Actinomyces naeslundii,,CHEMBL875275,Plaque bactericidal index against Actinomyces naeslundii N/3,,9560,,50296,,,BAO_0000218,,Intermediate,,1655.0,F,,
6515,Artemia salina,,CHEMBL624391,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,114,,50056,,,BAO_0000218,,Intermediate,,85549.0,F,,
6516,Artemia salina,,CHEMBL623636,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,114,,50056,,,BAO_0000218,,Intermediate,,85549.0,F,,
6517,Ascaris suum,,CHEMBL623637,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6518,Ascaris suum,,CHEMBL623638,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6519,Ascaris suum,,CHEMBL623639,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6520,Ascaris suum,,CHEMBL623640,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6521,Ascaris suum,,CHEMBL623641,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6522,Ascaris suum,,CHEMBL623642,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6523,Ascaris suum,,CHEMBL623643,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6524,Ascaris suum,,CHEMBL623644,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6525,Ascaris suum,,CHEMBL623645,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6526,Ascaris suum,,CHEMBL623646,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6527,Ascaris suum,,CHEMBL623647,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6528,Ascaris suum,,CHEMBL623648,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,,10841,,50532,,,BAO_0000218,,Intermediate,,6253.0,F,,
6529,Actinomyces viscosus,,CHEMBL623649,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,8117,,50366,,,BAO_0000218,,Intermediate,,1656.0,F,,
