assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
13850,Biodistribution in rat heart at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625878,,,Rattus norvegicus,N,1,948.0,
13851,Biodistribution in rat hippocampus at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625879,,,Rattus norvegicus,N,1,10000000.0,
13852,Biodistribution in rat hippocampus at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625880,,,Rattus norvegicus,N,1,10000000.0,
13853,Biodistribution in rat hippocampus at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625881,,,Rattus norvegicus,N,1,10000000.0,
13854,Biodistribution in rat hippocampus at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625882,,,Rattus norvegicus,N,1,10000000.0,
13855,Biodistribution in rat hippocampus at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625883,,,Rattus norvegicus,N,1,10000000.0,
13856,Biodistribution in rat kidney at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625884,,,Rattus norvegicus,N,1,2113.0,
13857,Biodistribution in rat kidney at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625885,,,Rattus norvegicus,N,1,2113.0,
13858,Biodistribution in rat kidney at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628649,,,Rattus norvegicus,N,1,2113.0,
13859,Biodistribution in rat kidney at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628650,,,Rattus norvegicus,N,1,2113.0,
13860,Biodistribution in rat kidney at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628651,,,Rattus norvegicus,N,1,2113.0,
13861,Biodistribution in rat kidney at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628652,,,Rattus norvegicus,N,1,2113.0,
13862,Biodistribution in rat kidney at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628653,,,Rattus norvegicus,N,1,2113.0,
13863,Biodistribution in rat liver at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628654,,,Rattus norvegicus,N,1,2107.0,
13864,Biodistribution in rat liver at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL628655,,,Rattus norvegicus,N,1,2107.0,
13865,Biodistribution in rat liver at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625238,,,Rattus norvegicus,N,1,2107.0,
13866,Biodistribution in rat liver at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625239,,,Rattus norvegicus,N,1,2107.0,
13867,Biodistribution in rat liver at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625240,,,Rattus norvegicus,N,1,2107.0,
13868,Biodistribution in rat liver at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625241,,,Rattus norvegicus,N,1,2107.0,
13869,Biodistribution in rat liver at 60 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625242,,,Rattus norvegicus,N,1,2107.0,
13870,Biodistribution in rat lung at 120 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL874587,,,Rattus norvegicus,N,1,2048.0,
13871,Biodistribution in rat lung at 1440 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625405,,,Rattus norvegicus,N,1,2048.0,
13872,Biodistribution in rat lung at 15 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625406,,,Rattus norvegicus,N,1,2048.0,
13873,Biodistribution in rat lung at 240 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625407,,,Rattus norvegicus,N,1,2048.0,
13874,Biodistribution in rat lung at 30 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625408,,,Rattus norvegicus,N,1,2048.0,
13875,Biodistribution in rat lung at 360 minutes after dose administration.,Intermediate,10116.0,,A,,BAO_0000218,13100,,,1,CHEMBL625409,,,Rattus norvegicus,N,1,2048.0,
13876,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of calcium deficient buffer,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625410,,,Rattus norvegicus,N,1,1515.0,
13877,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of nifedipine,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625411,,,Rattus norvegicus,N,1,1515.0,
13878,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of verapamil,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625412,,,Rattus norvegicus,N,1,1515.0,
13879,Percent of maximal contractile response to compound in rat thoracic aorta strips presence of PBZ and CIR,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625413,,,Rattus norvegicus,N,1,1515.0,
13880,Percent of maximal contractile response to compound in rat thoracic aorta strips v,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625414,,,Rattus norvegicus,N,1,1515.0,
13881,Percent of maximal contractile response to compound with phenoxybenzamine pretreatment on rat thoracic aorta strips,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625415,,,Rattus norvegicus,N,1,1515.0,
13882,Percent of maximal contractile response to compound without phenoxybenzamine pretreatment on rat thoracic aorta strips,Intermediate,10116.0,,A,,BAO_0000218,12361,,,1,CHEMBL625416,,,Rattus norvegicus,N,1,1515.0,
13883,% of the total radioactive dose of compound present in the 0-24 hour urine after a single 5 mg/kg dose administered intravenously in rats,Intermediate,10116.0,,A,,BAO_0000218,12712,,,1,CHEMBL625417,,,Rattus norvegicus,N,1,1088.0,
13884,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through feces,Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL625418,,,Rattus norvegicus,N,1,1988.0,
13885,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through urine,Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL625419,,,Rattus norvegicus,N,1,1088.0,
13886,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 1 mg/kg,Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL625420,,,Rattus norvegicus,N,1,,
13887,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 10 mg/kg,Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL626996,,,Rattus norvegicus,N,1,,
13888,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through feces",Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL626997,,,Rattus norvegicus,N,1,1988.0,
13889,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through urine",Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL626998,,,Rattus norvegicus,N,1,1088.0,
13890,"Compound was evaluated for the in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour biliary excretion",Intermediate,10116.0,,A,,BAO_0000218,7415,,,1,CHEMBL626999,,,Rattus norvegicus,N,1,,
13891,faecal levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-30h,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627000,,,Mus musculus,N,1,,
13892,fecal levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-30h,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627001,,,Mus musculus,N,1,,
13893,fecal levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-30h,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627002,,,Mus musculus,N,1,,
13894,fecal levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-30h,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627003,,,Mus musculus,N,1,,
13895,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-24 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627004,,,Mus musculus,N,1,1088.0,
13896,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-6 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627005,,,Mus musculus,N,1,1088.0,
13897,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 24-30 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL874594,,,Mus musculus,N,1,1088.0,
13898,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-24 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627006,,,Mus musculus,N,1,1088.0,
13899,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-6 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627007,,,Mus musculus,N,1,1088.0,
13900,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 24-30 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627884,,,Mus musculus,N,1,1088.0,
13901,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-24 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627885,,,Mus musculus,N,1,1088.0,
13902,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-6 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627886,,,Mus musculus,N,1,1088.0,
13903,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 24-30 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627887,,,Mus musculus,N,1,1088.0,
13904,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-24 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627888,,,Mus musculus,N,1,1088.0,
13905,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-6 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL628057,,,Mus musculus,N,1,1088.0,
13906,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 24-30 hr,Intermediate,10090.0,,A,,BAO_0000218,8050,,,1,CHEMBL627405,,,Mus musculus,N,1,1088.0,
13907,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627406,,,Canis lupus familiaris,N,1,1088.0,
13908,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627407,,,Canis lupus familiaris,N,1,1088.0,
13909,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627408,,,Canis lupus familiaris,N,1,1088.0,
13910,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627409,,,Canis lupus familiaris,N,1,1088.0,
13911,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL875486,,,Canis lupus familiaris,N,1,1088.0,
13912,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627410,,,Canis lupus familiaris,N,1,1088.0,
13913,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627411,,,Canis lupus familiaris,N,1,1088.0,
13914,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627412,,,Canis lupus familiaris,N,1,1088.0,
13915,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627413,,,Canis lupus familiaris,N,1,1088.0,
13916,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627414,,,Canis lupus familiaris,N,1,1088.0,
13917,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 10.1 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627415,,,Canis lupus familiaris,N,1,1088.0,
13918,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 102 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627416,,,Canis lupus familiaris,N,1,1088.0,
13919,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.40 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627417,,,Canis lupus familiaris,N,1,1088.0,
13920,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.76 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627418,,,Canis lupus familiaris,N,1,1088.0,
13921,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 34.1 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627419,,,Canis lupus familiaris,N,1,1088.0,
13922,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 50.8 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627320,,,Canis lupus familiaris,N,1,1088.0,
13923,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 68.1 uM/Kg of drug,Intermediate,9615.0,,A,,BAO_0000218,12582,,,1,CHEMBL627321,,,Canis lupus familiaris,N,1,1088.0,
13924,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627322,,,Rattus norvegicus,N,1,2113.0,
13925,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627323,,,Rattus norvegicus,N,1,2113.0,
13926,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627491,,,Rattus norvegicus,N,1,2113.0,
13927,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627492,,,Rattus norvegicus,N,1,2113.0,
13928,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627493,,,Rattus norvegicus,N,1,2113.0,
13929,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627494,,,Rattus norvegicus,N,1,2107.0,
13930,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627495,,,Rattus norvegicus,N,1,2107.0,
13931,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627496,,,Rattus norvegicus,N,1,2107.0,
13932,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627497,,,Rattus norvegicus,N,1,2107.0,
13933,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627498,,,Rattus norvegicus,N,1,2107.0,
13934,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627499,,,Rattus norvegicus,N,1,2048.0,
13935,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627500,,,Rattus norvegicus,N,1,2048.0,
13936,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL627501,,,Rattus norvegicus,N,1,2048.0,
13937,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625616,,,Rattus norvegicus,N,1,2048.0,
13938,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625617,,,Rattus norvegicus,N,1,2048.0,
13939,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625618,,,Rattus norvegicus,N,1,2385.0,
13940,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625619,,,Rattus norvegicus,N,1,2385.0,
13941,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625620,,,Rattus norvegicus,N,1,2385.0,
13942,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625621,,,Rattus norvegicus,N,1,2385.0,
13943,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,Intermediate,10116.0,,A,,BAO_0000218,12017,,,1,CHEMBL625622,,,Rattus norvegicus,N,1,2385.0,
