assay_id,variant_id,src_id,assay_cell_type,bao_format,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
7372,,1,,BA90000217,,3045,Oral bioavailability after 5 mg/kg in cynomolgus monkey was determined,A,In vivo,,Cercopithecidae,9527.0,
7373,,1,,gAO000o019,,17796,Clearance of the drug was measured in cynomolgus,A,,,Cercopithecidae,9527.0,
7374,,1,,BAO0900228,,1399,Clearance was estimated in two squirrel monkeys after iv administration at 5 mg/kg,A,In vivo,,Cercopithecidae,9527.0,
7375,,1,,BAi000o218,,2661,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,In vivo,,Cercopithecidae,9527.0,
7376,,1,,BAO0oo0218,3270321.0,5005,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,In vivo,,Macaca mulatta,9544.0,
7377,,1,,BsO0090218,,17267,Plasma clearance in rhesus monkey was determined,A,In vivo,,Cercopithecidae,9527.0,
7378,,1,,BwO000021o,,6535,Plasma clearance in monkey after administration of 1 mg/kg iv,A,In vivo,,Cercopithecidae,9527.0,
7379,,1,,BqO0090218,,5922,Plasma clearance in cynomolgus monkey,A,In vivo,,Cercopithecidae,9527.0,
7380,,1,,BA9000021o,,6221,Plasma clearance after oral administration (2.5 mg/kg) in monkey was determined,A,In vivo,,Cercopithecidae,9527.0,
7381,,1,,vA80000218,,5668,Plasma clearance after peroral administration at 10 mpk in Rhesus,A,In vivo,,Cercopithecidae,9527.0,
7382,,1,,BAO0op0218,,5355,The total clearance was determined after intravenous administration in cynomolgus monkeys,A,In vivo,,Cercopithecidae,9527.0,
7383,,1,,BAO0090118,,5355,The total clearance was determined after oral administration in cynomolgus monkeys; NA means Not applicable,A,In vivo,,Cercopithecidae,9527.0,
7384,,1,,BsO0009218,,5355,The total clearance was determined after oral administration in cynomolgus monkeys; NA means not applicable,A,In vivo,,Cercopithecidae,9527.0,
7385,,1,,BAO0o002w8,,4578,Tested for Clearance upon iv administration to african green monkey,A,In vivo,,Cercopithecidae,9527.0,
7386,,1,,BAl00o0218,,17592,Clearance in monkey,A,In vivo,,Cercopithecidae,9527.0,
7387,,1,,BAO000o228,,6641,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,Canis lupus familiaris,9615.0,
7388,,1,,BwO000o218,,6642,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,Canis lupus familiaris,9615.0,
7389,,1,,BAO0090118,,16367,Half life was evaluated after intravenous administration to dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7390,,1,,BAO90p0218,,5472,Half life was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
7391,,1,,hAO00002q8,,5474,Half life was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
7392,,1,,BsO0o00218,,5654,Half life period (t1/2) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7393,,1,,vAi0000218,,6227,Half life period after intravenous administration (1 mg/kg) was determined in dog (in vivo),A,In vivo,,Canis lupus familiaris,9615.0,
7394,,1,,BsO0009218,,6227,Half life period after intravenous administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7395,,1,,BAOo000217,,6221,Half life period after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7396,,1,,BAO090o218,,4527,Half life period at a dose of 1 uM/kg in dog was determined,A,,,Canis lupus familiaris,9615.0,
7397,,1,,BAO000o219,,5668,Half life period was determine after peroral administration at 10 mpk in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7398,,1,,nA00000218,,5668,Half life period was determine after peroral administration at 5 mpk in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7399,,1,,BA90090218,,3854,Half life period was determined,A,,,Canis lupus familiaris,9615.0,
7400,,1,,nAO00002q8,,5505,Half life period was determined,A,,,Canis lupus familiaris,9615.0,
7401,,1,,BAO00002q9,,6251,Half life period by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7402,,1,,BAO00o0118,,1918,Half life period was evaluated in dog,A,,,Canis lupus familiaris,9615.0,
7403,,1,,gsO0000218,,5546,Half life period was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,In vivo,,Canis lupus familiaris,9615.0,
7404,,1,,BxO0000118,,4809,Half life period was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7405,,1,,vAO00o0218,,6215,Half life time after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7406,,1,,BxO000o218,,4527,Half-life period by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7407,,1,,BAO0909218,,17594,Half-life after oral dose of compound at 3 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7408,,1,,BAO00092w8,,17839,Half-life of compound in dog following p.o. administration of 0.5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7409,,1,,gAO0090218,,17839,Half-life of compound in dog following p.o. administration of 0.9 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7410,,1,,BAO00002q7,,17839,Half-life of compound in dog following p.o. administration of 0.95 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7411,,1,,fAO0090218,,17839,Half-life of compound in dog following p.o. administration of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7412,,1,,BAO9000118,685996.0,5210,Half-life of compound in plasma of dog was determined,A,,,Canis lupus familiaris,9615.0,
7413,,1,,BAO000o219,,5210,Half-life of compound was determined in dogs,A,,,Canis lupus familiaris,9615.0,
7414,,1,,BAO0009w18,,2959,Half-life after administration of 4 mg/Kg oral dose in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7415,,1,,hAO00002w8,,4137,Half-life after intravenous administration of 1 mg/kg/h in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7416,,1,,BA800o0218,,5064,Half-life in Dog,A,,,Canis lupus familiaris,9615.0,
7417,,1,,nAO0900218,,5147,Half-life in Dog,A,,,Canis lupus familiaris,9615.0,
7418,,1,,BAO09002w8,,5145,Half-life in dog,A,,,Canis lupus familiaris,9615.0,
7419,,1,,fAO00p0218,,6123,Half-life in dog after oral administration at 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7420,,1,,nAOo000218,,6123,Half-life in dog after oral administration at 1 mg/kg; nd is not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7421,,1,,vAO0009218,,4333,Half-life in dogs,A,,,Canis lupus familiaris,9615.0,
7422,,1,,nAO0000217,,4333,Half-life in dogs; ND indicates not determined,A,,,Canis lupus familiaris,9615.0,
7423,,1,,BqO0009218,1343569.0,12500,Half-life in plasma of dog,A,,,Canis lupus familiaris,9615.0,
7424,,1,,BAi0090218,638729.0,12500,Half-life in plasma of dog at dose of 3-10 mgkg,A,,,Canis lupus familiaris,9615.0,
7425,,1,,BAO00oo218,,6005,Half-life was evaluated after i.v. administration in dog at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7426,,1,,BAO000oe18,,6062,Half-life was measured in dog after an iv dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7427,,1,,BwO0900218,,17650,Half-life was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7428,,1,,BAO000o228,,5530,Half-life in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7429,,1,,BAO009021i,,5530,Half-life in vivo in dog by intravenous administration at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7430,,1,,BAO00002w7,,5600,Half-life of the compound after 0.3 mg/kg po administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7431,,1,,BA000002w8,,6039,Half-life period after intravenous administration of 0.5 mg/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7432,,1,,BAp0000219,,6039,Half-life period after intravenous administration of 1.0 mg/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7433,,1,,BA9p000218,,6039,Half-life period after peroral administration of 0.2 mg/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7434,,1,,BqO000021i,,6227,t1/2 in dog,A,,,Canis lupus familiaris,9615.0,
7435,,1,,BAO0000ww8,,14541,Half-life period measured in dogs,A,,,Canis lupus familiaris,9615.0,
7436,,1,,BAO0009w18,,4521,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,In vivo,,Canis lupus familiaris,9615.0,
7437,,1,,BAO9000219,,4521,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7438,,1,,BAl0000228,,6679,Half-life period was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Canis lupus familiaris,9615.0,
7439,,1,,gAO0000w18,6164602.0,1116,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in dog plasma",A,In vitro,,Canis lupus familiaris,9615.0,
7440,,1,,BAk0000228,,5444,In vivo half life period was calculated at 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7441,,1,,BsO00002w8,,5444,In vivo half life period was calculated at 1 mg/kg in dog; ND=Not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7442,,1,,BqO000021i,,17853,Longer half-life in dog (i.v.) at 0.5 mpk,A,In vivo,,Canis lupus familiaris,9615.0,
7443,,1,,hAO0090218,,4353,Oral bioavailability in dog (dose 5 uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
7444,,1,,Bx90000218,,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,,Canis lupus familiaris,9615.0,
7445,,1,,BAk00002q8,,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,,Canis lupus familiaris,9615.0,
7446,,1,,vAO00002w8,,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
7447,,1,,gAO000021u,3203667.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,Mus musculus,10090.0,
7448,,1,,BA80000219,4986975.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7449,,1,,BAO0o09218,1808196.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7450,,1,,BAO000p318,2723149.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7451,,1,,BAO00p021o,2106493.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7452,,1,,hAO0000e18,2621408.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7453,,1,,BAO0o00q18,2543107.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7454,,1,,BAO0009118,6985594.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,Mus musculus,10090.0,
7455,,1,,BAp000021i,7534766.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7456,,1,,BAk0090218,2043483.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7457,,1,,BsO00002w8,6077142.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7458,,1,,gAOp000218,389203.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7459,,1,,BAp0900218,3936687.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in muscle of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7460,,1,,BAO9090218,1612268.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7461,,1,,BAO090021u,500865.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7462,,1,,BAOo009218,1245596.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7463,,1,,BA900o0218,1915788.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7464,,1,,BAl0000228,3221946.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7465,,1,,gA90000218,1127508.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7466,,1,,BAO00o0w18,114220.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in skin of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7467,,1,,BA00090218,3241798.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7468,,1,,BAO0p09218,3291254.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7469,,1,,BAOp0o0218,6193152.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7470,,1,,BxO000o218,1307249.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7471,,1,,gAO0p00218,2468247.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7472,,1,,BAl0900218,1419256.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7473,,1,,BAO0000q1u,2182880.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in spleen of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7474,,1,,BAOp00p218,3257369.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7475,,1,,BAOo0002q8,4537682.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7476,,1,,BAO9p00218,6692423.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7477,,1,,BqO000p218,5028584.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7478,,1,,BAO09002w8,4477775.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7479,,1,,BAOoo00218,1107285.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7480,,1,,BxO000p218,558361.0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in stomach of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7481,,1,,BwO0000e18,,4689,Oral bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,
7482,,1,,gAOp000218,,4950,Tested for the bioavailability in rat,A,In vivo,,Rattus norvegicus,10116.0,
