ASSI,CUB,ASTAI,ASSTT,SRI,TISI,ASSCA,Descr,RELATIT,ASSUBFR,CEI,Ti,CONSCO,SRASI,CHI,BFOR,VARII
13186,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,N,,,50597,1,,CHEMBL632019,BAO_0000218,
13187,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,N,,,50597,1,,CHEMBL632020,BAO_0000218,
13188,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,N,,,50597,1,,CHEMBL632021,BAO_0000218,
13189,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,N,,,50597,1,,CHEMBL632022,BAO_0000218,
13190,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,N,,,50597,1,,CHEMBL632023,BAO_0000218,
13191,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,N,,,50597,1,,CHEMBL632024,BAO_0000218,
13192,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,N,,,50597,1,,CHEMBL874472,BAO_0000218,
13193,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,N,,,50597,1,,CHEMBL632025,BAO_0000218,
13194,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,N,,,50597,1,,CHEMBL632026,BAO_0000218,
13195,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,N,,,50597,1,,CHEMBL632027,BAO_0000218,
13196,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,N,,,50597,1,,CHEMBL632028,BAO_0000218,
13197,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,N,,,50597,1,,CHEMBL626430,BAO_0000218,
13198,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,N,,,50597,1,,CHEMBL626431,BAO_0000218,
13199,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,N,,,50597,1,,CHEMBL626432,BAO_0000218,
13200,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,N,,,50597,1,,CHEMBL626433,BAO_0000218,
13201,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,N,,,50597,1,,CHEMBL626434,BAO_0000218,
13202,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,N,,,50597,1,,CHEMBL627280,BAO_0000218,
13203,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,N,,,50597,1,,CHEMBL627281,BAO_0000218,
13204,Intermediate,10116.0,,1,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,N,,,50597,1,,CHEMBL627282,BAO_0000218,
13205,Autocuration,,,1,,,Total body clearance was measured at given dose,U,,,22224,0,,CHEMBL627283,BAO_0000019,
13206,Autocuration,,,1,,,Total body clearance was measured at given dose.,U,,,22224,0,,CHEMBL627284,BAO_0000218,
13207,Intermediate,10116.0,,1,,,Metabolic clearance from the body in rat,N,,,50597,1,,CHEMBL627285,BAO_0000218,
13208,Autocuration,,In vivo,1,,,Renal clearance from the body,U,,,22224,0,,CHEMBL627286,BAO_0000218,
13209,Intermediate,10116.0,In vivo,1,,,Renal clearance from the body in rat,N,,,50597,1,,CHEMBL875477,BAO_0000218,
13210,Intermediate,10116.0,In vivo,1,,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 12 mg/kg in rat,N,,,50597,1,,CHEMBL627287,BAO_0000218,
13211,Intermediate,9615.0,In vivo,1,,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 2.5 mg/kg in dog,N,,,50588,1,,CHEMBL627288,BAO_0000218,
13212,Intermediate,10116.0,,1,,,Total clearance from the body in rat,N,,,50597,1,,CHEMBL627289,BAO_0000218,
13213,Intermediate,10116.0,In vivo,1,1969.0,,Clearance into cortex from rat plasma or PBS,N,,,50597,1,,CHEMBL627290,BAO_0000218,
13214,Autocuration,,In vivo,1,,,Clearance at an iv dose of 15 mg/Kg and po dose of 120 mg/Kg,U,,,22224,0,,CHEMBL627291,BAO_0000218,
13215,Autocuration,,In vivo,1,,,Clearance at an iv dose of 15 mg/Kg and po dose of 240 mg/Kg,U,,,22224,0,,CHEMBL627292,BAO_0000218,
13216,Autocuration,,In vivo,1,,,Clearance at an iv dose of 15 mg/Kg and po dose of 29.1 mg/Kg,U,,,22224,0,,CHEMBL627293,BAO_0000218,
13217,Autocuration,,In vivo,1,,,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,U,,,22224,0,,CHEMBL627294,BAO_0000218,
13218,Autocuration,,In vivo,1,,,Clearance at an iv dose of 15 mg/Kg and po dose of 60 mg/Kg,U,,,22224,0,,CHEMBL875478,BAO_0000218,
13219,Autocuration,,In vivo,1,,,Clearance was determined,U,,,22224,0,,CHEMBL627295,BAO_0000218,
13220,Intermediate,10090.0,In vivo,1,,,Clearance was measured in mouse after administration of compound 20 mg/kg intravenously,N,,,50594,1,,CHEMBL627296,BAO_0000218,
13221,Intermediate,9986.0,In vivo,1,,,Clearance was measured in rabbit after administration of compound 20 mg/kg intravenously,N,,,50592,1,,CHEMBL626119,BAO_0000218,
13222,Intermediate,10116.0,In vivo,1,,,Clearance was measured in rat after administration of compound 20 mg/kg intravenously,N,,,50597,1,,CHEMBL626120,BAO_0000218,
13223,Intermediate,10116.0,In vivo,1,,,Clearance in rat after iv dose (100 ug/kg),N,,,50597,1,,CHEMBL626121,BAO_0000218,
13224,Autocuration,10141.0,In vivo,1,,,Clearance in guinea pig,U,,,22224,0,,CHEMBL626122,BAO_0000218,
13225,Intermediate,10116.0,In vivo,1,,,Compound was evaluated for clearance in rat,N,,,50597,1,,CHEMBL626123,BAO_0000218,
13226,Intermediate,9615.0,In vivo,1,,,Compound was evaluated for the clearance in dog,N,,,50588,1,,CHEMBL623456,BAO_0000218,
13227,Intermediate,10116.0,In vivo,1,,,Compound was evaluated for the clearance in rat,N,,,50597,1,,CHEMBL623457,BAO_0000218,
13228,Intermediate,10116.0,In vivo,1,,,Compound was tested in vivo for clearance after iv administration in the rat,N,,,50597,1,,CHEMBL623458,BAO_0000218,
13229,Autocuration,,In vivo,1,,,IV clearance determined at an iv dose of 14 mg/kg,U,,,22224,0,,CHEMBL623459,BAO_0000218,
13230,Autocuration,,In vivo,1,,,IV clearance determined at an iv dose of 15.2 mg/kg,U,,,22224,0,,CHEMBL875484,BAO_0000218,
13231,Autocuration,,In vivo,1,,,IV clearance determined at an iv dose of 15 mg/kg,U,,,22224,0,,CHEMBL623460,BAO_0000218,
13232,Autocuration,,In vivo,1,,,IV clearance determined at an peroral dose of 30 mg/kg.,U,,,22224,0,,CHEMBL623461,BAO_0000218,
13233,Autocuration,,In vivo,1,,,IV clearance determined at an peroral dose of 30.2 mg/kg.,U,,,22224,0,,CHEMBL623462,BAO_0000218,
13234,Autocuration,,In vivo,1,,,IV clearance determined at an peroral dose of 30.3 mg/kg.,U,,,22224,0,,CHEMBL627386,BAO_0000218,
13235,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in kidney of male wistar rats,N,,,50597,1,,CHEMBL627387,BAO_0000218,
13236,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in liver of male wistar rats,N,,,50597,1,,CHEMBL627388,BAO_0000218,
13237,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in lung of male wistar rats,N,,,50597,1,,CHEMBL627389,BAO_0000218,
13238,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in muscle of male wistar rats,N,,,50597,1,,CHEMBL627390,BAO_0000218,
13239,Intermediate,10116.0,In vivo,1,1969.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in plasma of male wistar rats,N,,,50597,1,,CHEMBL627391,BAO_0000218,
13240,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in red blood cells of male wistar rats,N,,,50597,1,,CHEMBL627392,BAO_0000218,
13241,Intermediate,10116.0,In vivo,1,2106.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in spleen of male wistar rats,N,,,50597,1,,CHEMBL627393,BAO_0000218,
13242,Intermediate,10116.0,In vivo,1,3126.0,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in trachea of male wistar rats,N,,,50597,1,,CHEMBL627394,BAO_0000218,
13243,Intermediate,10116.0,In vivo,1,10000001.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in bone of male wistar rats,N,,,50597,1,,CHEMBL627395,BAO_0000218,
13244,Intermediate,10116.0,In vivo,1,2037.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cerebellum of male wistar rats,N,,,50597,1,,CHEMBL875485,BAO_0000218,
13245,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cortex of male wistar rats,N,,,50597,1,,CHEMBL627396,BAO_0000218,
13246,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in fat of male wistar rats,N,,,50597,1,,CHEMBL627397,BAO_0000218,
13247,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in heart of male wistar rats,N,,,50597,1,,CHEMBL627398,BAO_0000218,
13248,Intermediate,10116.0,In vivo,1,10000001.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in intestine bone of male wistar rats,N,,,50597,1,,CHEMBL627399,BAO_0000218,
13249,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in kidney of male wistar rats,N,,,50597,1,,CHEMBL627400,BAO_0000218,
13250,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in liver of male wistar rats,N,,,50597,1,,CHEMBL627401,BAO_0000218,
13251,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in lung of male wistar rats,N,,,50597,1,,CHEMBL627402,BAO_0000218,
13252,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in muscle of male wistar rats,N,,,50597,1,,CHEMBL627403,BAO_0000218,
13253,Intermediate,10116.0,In vivo,1,1969.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in plasma of male wistar rats,N,,,50597,1,,CHEMBL627404,BAO_0000218,
13254,Intermediate,10116.0,In vivo,1,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in red blood cells of male wistar rats,N,,,50597,1,,CHEMBL623101,BAO_0000218,
13255,Intermediate,10116.0,In vivo,1,2106.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in spleen of male wistar rats,N,,,50597,1,,CHEMBL877480,BAO_0000218,
13256,Intermediate,10116.0,In vivo,1,3126.0,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in trachea of male wistar rats,N,,,50597,1,,CHEMBL623102,BAO_0000218,
13257,Intermediate,10116.0,In vivo,1,10000001.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in bone of male wistar rats,N,,,50597,1,,CHEMBL623103,BAO_0000218,
13258,Intermediate,10116.0,In vivo,1,2037.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cerebellum of male wistar rats,N,,,50597,1,,CHEMBL623104,BAO_0000218,
13259,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cortex of male wistar rats,N,,,50597,1,,CHEMBL623105,BAO_0000218,
13260,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in fat of male wistar rats,N,,,50597,1,,CHEMBL623106,BAO_0000218,
13261,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in heart of male wistar rats,N,,,50597,1,,CHEMBL623107,BAO_0000218,
13262,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in intestine of male wistar rats,N,,,50597,1,,CHEMBL623108,BAO_0000218,
13263,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in kidney of male wistar rats,N,,,50597,1,,CHEMBL623109,BAO_0000218,
13264,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in liver of male wistar rats,N,,,50597,1,,CHEMBL623110,BAO_0000218,
13265,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in lung of male wistar rats,N,,,50597,1,,CHEMBL623111,BAO_0000218,
13266,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in muscle of male wistar rats,N,,,50597,1,,CHEMBL625060,BAO_0000218,
13267,Intermediate,10116.0,In vivo,1,1969.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in plasma of male wistar rats,N,,,50597,1,,CHEMBL625061,BAO_0000218,
13268,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in red blood cells of male wistar rats,N,,,50597,1,,CHEMBL625062,BAO_0000218,
13269,Intermediate,10116.0,In vivo,1,2106.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in spleen of male wistar rats,N,,,50597,1,,CHEMBL625063,BAO_0000218,
13270,Intermediate,10116.0,In vivo,1,3126.0,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in trachea of male wistar rats,N,,,50597,1,,CHEMBL625064,BAO_0000218,
13271,Intermediate,10116.0,In vivo,1,10000001.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in bone of male wistar rats,N,,,50597,1,,CHEMBL625065,BAO_0000218,
13272,Intermediate,10116.0,In vivo,1,2037.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in cerebellum of male wistar rats,N,,,50597,1,,CHEMBL625066,BAO_0000218,
13273,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in cortex of male wistar rats,N,,,50597,1,,CHEMBL625067,BAO_0000218,
13274,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in fat of male wistar rats,N,,,50597,1,,CHEMBL625068,BAO_0000218,
13275,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in heart of male wistar rats,N,,,50597,1,,CHEMBL622159,BAO_0000218,
13276,Intermediate,10116.0,In vivo,1,160.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in intestine of male wistar rats,N,,,50597,1,,CHEMBL622160,BAO_0000218,
13277,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in kidney of male wistar rats,N,,,50597,1,,CHEMBL622161,BAO_0000218,
13278,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in lung of male wistar rats,N,,,50597,1,,CHEMBL622162,BAO_0000218,
13279,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in muscle of male wistar rats,N,,,50597,1,,CHEMBL622163,BAO_0000218,
13280,Intermediate,10116.0,In vivo,1,1969.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in plasma of male wistar rats,N,,,50597,1,,CHEMBL622313,BAO_0000218,
13281,Intermediate,10116.0,In vivo,1,,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in red blood cells of male wistar rats,N,,,50597,1,,CHEMBL622314,BAO_0000218,
13282,Intermediate,10116.0,In vivo,1,2106.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in spleen of male wistar rats,N,,,50597,1,,CHEMBL622315,BAO_0000218,
13283,Intermediate,10116.0,In vivo,1,3126.0,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in trachea of male wistar rats,N,,,50597,1,,CHEMBL622316,BAO_0000218,
13284,Intermediate,562.0,,1,,,Normal diffusion coefficient in water for Escherichia coli,N,,,50212,1,,CHEMBL877486,BAO_0000218,
13285,Autocuration,,,1,,,Average max percent decrease in RVR (renal vascular resistance) was determined,U,,,22224,0,,CHEMBL622317,BAO_0000019,
13286,Autocuration,,,1,,,Average max percent decrease in RVR (renal vascular resistance) was determined.,U,,,22224,0,,CHEMBL622318,BAO_0000019,
13287,Autocuration,,,1,,,In vitro stability to pepsin promoting hydrolysis after 1 hr incubation time,U,,,22224,0,,CHEMBL622319,BAO_0000019,
13288,Autocuration,,,1,,,In vitro stability to pepsin promoting hydrolysis after 2 hr incubation time,U,,,22224,0,,CHEMBL622320,BAO_0000019,
13289,Autocuration,,,1,,,In vitro stability to pepsin promoting hydrolysis after 64h incubation time,U,,,22224,0,,CHEMBL622321,BAO_0000019,
