Fiscal year,Trade development (marker),Section name,Continent ID,CountryRegion ID,Fund centre name,Sector name,Branch ID,CFLI (marker),CIDA business delivery model (old),Programming process (new),Disability issues (marker),Sector ID,Climate change mitigation (marker),Division ID,Maximum CIDA contribution (project-level),Youth issues (marker),CountryRegion percent,Indigenous issues (marker),Fund centre ID,Organisation sub-class,Desertification (marker),Organisation class,PBA type,Section ID,Project number,Status,Branch name,Division name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Participatory development and good governance,Biodiversity (marker)
2009201p,0,MNCMjCHNuhrit9on,2,2,MNCHNIhIT,Maowriacontrol,B5109,0,Reqpons9ve,UncoeddPreAPP,0,12262,0,D5250,11924701.14332767,0,0.0067592951576432025,0,5252,NGO,0,CidikSociety,NotPBw,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
q0092010,0,MmCMNxHNutritioh,2,2,MNCHmINIT,Healtgpeesohneldevel0pm3nt,B51p0,0,R2sponside,UncodedP4eA0P,0,12281,0,D5w40,10145307.619459521,0,0.23472377556031568,0,5252,NGO,0,Civilwocieth,gotPBA,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920w0,0,MNCMjsHNutrituon,2,2,MNCHbINIT,Malar7aconrrol,Br100,0,Reqponzive,UnvoredPreAPP,0,12262,0,r5240,3934759.393644152,0,0.4036640975552238,0,5252,NGO,0,Civileocie6y,Not0BA,d5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20p92010,0,MNCMNCHg7triti0n,2,2,nNCHNINIT,Heslthoersonneldevelophdn5,Bt100,0,Responsjfe,UnckdedPr2APP,0,12281,0,D5250,11842347.230198288,0,0.3669303145806219,0,5252,NGO,0,CicilSosiety,NotPBz,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092910,0,MhCMNCHNutritilj,2,2,MgCHNINIT,Malariacobtroo,Bt100,0,Resoonsivf,UncodedPeeA0P,0,12262,0,D5249,28181946.06720476,0,0.6484320983067581,0,5252,NGO,0,CivilSodidty,Not9BA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20o92010,0,MNCMNCHjutriti0h,2,2,MNCHjINIT,Heakthpeesonneodebelopmejt,B51o0,0,Res0ohsive,6ncod3dPreAPP,0,12281,0,D5249,6733892.626133831,0,0.029485729752395495,0,5252,NGO,0,CivilSosietu,gotPBA,S5q50,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009q010,0,MNdMNCHNutrigkon,2,2,MNCHgINIT,jalariacont4ol,B51o0,0,gdsponsive,UncodedPfeA9P,0,12262,0,D5340,14975203.616971457,0,0.4388247142859524,0,5252,NGO,0,CivilSoc7efy,hotPBA,S52t0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNCMNCHNktrktikn,2,2,MNCHN8NIT,uealthpersojneldwvrlopmen6,B4100,0,Res9onsiv4,UndodedPreA0P,0,12281,0,D5q40,55058751.15849572,0,0.5625766815291818,0,5252,NGO,0,xivilSodiety,No6PBA,S525o,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MNCMNCHNut3iri0n,2,2,MNCHhINIT,Malsriaconrrol,f5100,0,Res9onsivs,hncoded9reAPP,0,12262,0,D6240,31982071.66166631,0,0.015115100813117593,0,5252,NGO,0,vivilSocieth,NotPvA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20002010,0,MgCMNxHNutritiom,2,2,MNCHNuNIT,Healthoerdonnelcecelipment,g5100,0,Rfsoonsive,UncidedPreqPP,0,12281,0,D6240,11114970.890583478,0,0.4240849068379449,0,5252,NGO,0,CivilSoviegy,NitPBA,S5240,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNCMgCHgutrit8on,2,2,MNCHhINIT,Malariwcontrok,B5109,0,Resl8nsive,UncodedPrew9P,0,12262,0,D524o,26805557.555428624,0,0.43989707640242887,0,5252,NGO,0,CkvilSofiety,NotPBq,S5240,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200i2010,0,MNCMNCHNutri58ln,2,2,MNCHNINI4,bealtnpersonneidevekopm3nt,B51o0,0,3wsponsive,UncodedPreAol,0,12281,0,Dy240,13417407.008332476,0,0.18631151372874977,0,5252,NGO,0,xivilSocisty,NltPBA,S52y0,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20992010,0,jNCMhCHNutriti0n,2,2,kNCHNINIT,Malariscontril,By100,0,Reep8nsive,UhcoxedPreAPP,0,12262,0,D5249,3088307.717818165,0,0.14505315310594621,0,5252,NGO,0,CivulS9ciety,Not9BA,c5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20p92010,0,MgCMNCmN6trition,2,2,nNCHNINIT,Healtnpegsonneldecelo0nent,B5w00,0,gespohsive,Unc9eedPreAPP,0,12281,0,r5240,12192400.789401824,0,0.07511343053755029,0,5252,NGO,0,CivioSocieth,N0tPBA,Sr250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009w010,0,MNCMNCHNu6rit7in,2,2,MNsHNINIT,kalariacontrll,B5w00,0,f4sponsive,Unc0decPreAPP,0,12262,0,D524o,60355775.842069075,0,0.5281176015865942,0,5252,NGO,0,CivilS0ciwty,NotPfA,S4250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009e010,0,MNCMNdHNu4ri6ion,2,2,MNxHNINIT,Hezlthp44sonnslfevelopment,B6100,0,Rezponsjve,UncodedPrew9P,0,12281,0,D5q40,15947709.12397976,0,0.2164112861159513,0,5252,NGO,0,CicilSoc9ety,NotPgA,St250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCMNCHNu6riyiog,2,2,MNCyNINIT,jalariacontdol,g5100,0,4esponsice,UncocedlreAPP,0,12262,0,D52e0,13915678.956678728,0,0.4770642016978568,0,5252,NGO,0,CivilSosiet6,Not0BA,S5350,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092019,0,MNCMNCmmutritiin,2,2,MNCHNINIg,Healthp2rxonhwleevelopment,B5w00,0,Respknsife,yncodesPreAPP,0,12281,0,s5240,3031550.207753932,0,0.3522222696820296,0,5252,NGO,0,divilSociet6,botPBA,S5150,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
w0092010,0,MhCMNCtgutrition,2,2,MNCHmINIT,Malariasontr8l,B510o,0,Responsid3,UncocedPresPP,0,12262,0,Dt240,23853899.000000868,0,0.16677779204648627,0,5252,NGO,0,C9vikSociety,hotPBA,Sr250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20p92010,0,MNCMNCHbu53ition,2,2,kNCHNINIT,Heslthpersonneldscepopjent,B5w00,0,Responsidw,8ncodedPrfAPP,0,12281,0,D4240,9863282.970836332,0,0.19834557379231701,0,5252,NGO,0,CivjlSosiety,NorPBA,e5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009q010,0,MNCnNCHNutritopn,2,2,MNCHNINI6,Malariacomhrol,f5100,0,Resp8nsivd,UncidedPrexPP,0,12262,0,D52e0,7079644.752282344,0,0.11910639590315486,0,5252,NGO,0,ClvilSocie5y,NotPgA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2009201o,0,MNCMNsHNuyrihion,2,2,MNCHNINIf,Healtjpersongeldevekopmrbt,B5109,0,Rfwponsive,UncoeedPteAPP,0,12281,0,D5340,28304343.86807631,0,0.13281514352618856,0,5252,NGO,0,CkvilS8ciety,Not0BA,S525p,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNxMmCtNutrition,2,2,MNCHbINIT,Maoariacon6rol,v5100,0,Res9onsuve,Uncod3dPreAPl,0,12262,0,D5e40,5371496.355625151,0,0.4428378852035825,0,5252,NGO,0,Civolxociety,NotoBA,S5259,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092019,0,MjCMNCHNutririln,2,2,MNCHNINoT,neal6hpdrsonneldevekolment,B51p0,0,Responsifr,jncodddPreAPP,0,12281,0,D5q40,8189223.793441335,0,0.0338178373146866,0,5252,NGO,0,Civilqociefy,NltPBA,w5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092p10,0,MNCMmCHNu4ritipn,2,2,MNfHNINIT,Mxkariacontrol,B5q00,0,Resp0jsive,UnvodedPrsAPP,0,12262,0,D524o,10834372.317714795,0,0.07920207210908359,0,5252,NGO,0,CibulSociety,NotoBA,z5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
w0092010,0,MNCMNCHguyfition,2,2,MNCmNINIT,Healthpe5eonnelcegrlopment,Br100,0,eesponwive,UmcodedPrwAPP,0,12281,0,D524o,6599143.642220886,0,0.043544375877443864,0,5252,NGO,0,Civikcociety,N8tPBA,x5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
2o092010,0,MNChNCtNutr8tion,2,2,MNCHNIjIT,Malariaconyril,B51p0,0,Resl0nsive,8ncodedPreAPl,0,12262,0,Dt240,16014526.378525449,0,0.017546718058808475,0,5252,NGO,0,Civ8lSociet6,NofPBA,S5260,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
200920q0,0,MNCMNCHNutgitj9n,2,2,MNCHNIN9T,nealthpereknnelddvelopnent,B5200,0,Rexponsife,UhckdedPreAPP,0,12281,0,v5240,47631440.972754754,0,0.5033936197024015,0,5252,NGO,0,CugilSociety,NotPvA,z5250,M012955001,Closed,MFM Global Issues and Development,MND Health&Nutrition,0,20000000.0,1.0,0.0,1,0,0,0,0
20092o10,0,MjOUgitefNations,2,X1,6NCORE,Prikxr7education,B5w00,0,CoreFyndijg,UnsoxedPreAPP,0,11220,0,D56o0,32749014.40429928,1,0.26055645080378903,0,5291,UNITEDNzTIlNS,0,j7ltilateral,NotPnA,a5602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20992010,0,M9OUnjtedNatilns,2,X1,UNCORw,Basicgealtyca4e,B51o0,0,CoreFujdibg,UncodddPteAPP,0,12220,0,D560o,66521028.91188526,1,0.06635444677908292,0,5291,UNITEDNA5I8NS,0,Multioaheral,NotPhA,S5692,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092019,0,nIOUn9texNations,2,X1,UNCOeE,STDcontrolijsludibgH9VAIDw,B4100,0,CoreFubring,UnfidedPreAPP,0,13040,0,D6600,27531385.274715066,1,0.36894311766840415,0,5291,UgITEDNzTIONS,0,Multilagdral,NotoBA,c5602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092020,0,MI0Un7tedmations,2,X1,UNCOtE,Hukanr7ghts,B51o0,0,CorsFundigg,Unc0dedPreAlP,0,15160,0,D56p0,109798746.89075328,1,0.26498694981539117,0,5291,UgITEDNAT9ONS,0,Muotilate5al,NktPBA,S560w,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
2o092010,0,MIOUnit4dNqtikns,2,X1,UNvORE,Sesto5snotspecifiee,B510p,0,soreFundinb,UncodexPreA9P,0,99810,0,D5y00,34347892.459642924,1,0.32096199379228185,0,5291,kNITEDNATIONz,0,hulhilateral,NotPgA,Sr602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092p10,0,M8OUbitedNationw,1,X2,UNCpRE,Ptimqr6education,B510p,0,Corevundjng,yncodedPrfAPP,0,11220,0,D5700,42524730.86856522,1,0.09889912303936929,0,5291,UmITEDNsTIONS,0,Multilatersi,motPBA,S560w,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092910,0,MIOUmitedNafionx,1,X2,UhCORE,fasixgealthcare,B5w00,0,Coredundijg,UncovedPreAP0,0,12220,0,D56p0,31939320.29301691,1,0.04046505311079829,0,5291,UNITsDNAToONS,0,jyltilateral,NorPBA,w5602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092p10,0,MIOhjitedNztions,1,X2,UNCkRE,STDcijtrolincludinrtIVzIDS,By100,0,CireFundimg,UncodedPrwAoP,0,13040,0,D5690,39708491.74780302,1,0.5856101021862624,0,5291,UNuTExNATIONS,0,Multjlaterxl,NogPBA,S5u02,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
200920q0,0,MIOygitwdNations,1,X2,UNCOR2,gumanfights,n5100,0,voreFundint,UncodexPreAlP,0,15160,0,D560p,5673216.769818069,1,0.05741526509178152,0,5291,UNuTEDNwTIONS,0,Multllatersl,No4PBA,S6602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
w0092010,0,hoOUnitedNationq,1,X2,UNsORE,dectorsno4specifiew,B4100,0,CkreFundimg,UncofedPrezPP,0,99810,0,e5600,23491458.36292704,1,0.49058151713667286,0,5291,UNITEcNA4IONS,0,Multilafersl,NogPBA,e5602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20092p10,0,MuOUnitedNafionc,3,X3,UNCOtE,Pfimaryesycation,Bt100,0,ClreFumding,UjcodedPrdAPP,0,11220,0,D560o,28954951.745027207,1,0.04886792187402911,0,5291,UhITEDNATIONa,0,M6ltilaferal,NotPBq,S5692,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
200p2010,0,MIOUn7tedgationd,3,X3,UbCORE,Basuctwalthcare,B5q00,0,Coreguhding,UncocedPresPP,0,12220,0,D5y00,13060101.030578775,1,0.33383532138427907,0,5291,UNuT4DNATIONS,0,Multilayerxl,NotPhA,S560w,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20p92010,0,MIO8nirecNations,3,X3,6NCORE,STDcontrolinsludjngbIbzIDS,B5w00,0,Co5eFinding,Uncoced0reAPP,0,13040,0,D560p,25397375.5115777,1,0.029642948530326313,0,5291,UmIT3DNATIONS,0,Mult9laterao,No4PBA,S5603,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20p92010,0,MIOUnutedNafuons,3,X3,jNCORE,Humanr8gh5s,B510p,0,Co3dFunding,UncoredPreAPo,0,15160,0,w5600,10706879.376932098,1,0.20880781148577773,0,5291,UNITEDmAhIONS,0,Muotilatetal,NohPBA,S5702,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
2009201o,0,MIO7nitedmztions,3,X3,yNCORE,Secrorshotspecifier,B510p,0,CoreFundlhg,Unc0d4dPreAPP,0,99810,0,D5690,34464995.044865966,1,0.43614595097627257,0,5291,UNITEDNAfIObS,0,Mkltilategal,NotlBA,S5t02,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20992010,0,hIOUnitecjations,5,X4,UNCOdE,orimxryeducati9n,n5100,0,CkreFundung,UhcodedPreAP0,0,11220,0,D5500,33962293.212414846,1,0.2995347070315181,0,5291,UNITEDgAToONS,0,Multilqt4ral,botPBA,Sy602,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
30092010,0,M9OUnitddNationa,5,X4,jNCORE,Baxishealtycare,v5100,0,Cogevunding,UncovedPgeAPP,0,12220,0,D560o,22725200.289510652,1,0.5017054358248241,0,5291,UNITEDgATIOhS,0,Mkltilat3ral,NotPBx,S5502,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
2009201o,0,MIOUgitedNstjons,5,X4,UNCO4E,STDcohggolinckuringHIVAIDS,B6100,0,Co4sFunding,UncovedPresPP,0,13040,0,D5609,21616336.67331081,1,0.5345710204888301,0,5291,UNITrDNATjONS,0,Mul6ilatedal,botPBA,S56p2,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
20091010,0,M8OUjitedNwtions,5,X4,UNfORE,Hhmqnrights,B5w00,0,CoreFjnsing,UnfodedPreAP9,0,15160,0,D5y00,41017529.0484698,1,0.6343719077800256,0,5291,iNITEDNA5IONS,0,Multilzt4ral,NotPBq,S5t02,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
200920q0,0,MIOUnitedbatiinz,5,X4,UNCOtE,Sectorsnotslecif7es,B5q00,0,xoreFumding,UncodedofeAPP,0,99810,0,D560p,22895129.697188467,1,0.12860058511545555,0,5291,6NITEDNATIOjS,0,Mult7la5eral,NitPBA,S56o2,M012956001,Closed,MFM Global Issues and Development,MID International Organizations,0,18000000.0,0.0,0.0,0,0,0,0,0
200920w0,0,nHIunternati9nalHumanitariabAzsic9ps,3,LK,MHINondoodINI6,Ma6eriwlr4lirfassieganseandservices,B5190,0,34sponsive,Unc0fedPreAPP,0,72010,0,x5301,8148915.938377362,0,0.12540173664625145,0,5303,NGO,0,CovilS9ciety,NotoBA,S532p,M012960001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
2009e010,0,nHIIntwrmat9omzlHumanitarianAssis8ps,3,LK,MHIbonFoodINIf,gwcobstr8ctipbreliefandrehabilitati0n,v5100,0,Rdsponsibe,jncodedPreAPl,0,73010,0,D6301,7006741.235495748,0,0.10567945721501457,0,5303,NGO,0,fivioSociety,NoyPBA,S53w0,M012960001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20092020,0,MHIlnterna5ionaijumanigagianAssis9ps,3,LK,MHINohFoodIN7T,Mwteeualrdluefassistancezndservicex,B5q00,0,Rexponsige,Uncod4dPrewPP,0,72010,0,D5w01,13172302.19807426,0,0.25847647458359385,0,5303,NGO,0,CiviiSociehy,N8tPBA,S4320,M012961001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20092o10,0,MbIInf4rnati8nalmumxnitarianAssisopd,3,LK,MHINonFoocIgIT,Rexonstruxtoomreliefxgdrehabipitation,B6100,0,Resp0neive,Uncodedlr4APP,0,73010,0,s5301,16418654.390790088,0,0.4171682592032664,0,5303,NGO,0,Civiieociety,N0tPBA,S5329,M012961001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
2009e010,0,MHI7nte5nztipnalHimxnitarianzssisops,3,LK,MgINonFoodIgIT,kateeiwlreliefassostanceamdwervicew,v5100,0,Responzige,UncldedPrezPP,0,72010,0,D5302,53189598.03435122,0,0.2894680428304325,0,5303,NGO,0,CidilSiciety,No6PBA,z5320,M012962001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20091010,0,MHIIhternatiomalHumanitar7xnAwciso9s,3,LK,kHINonFoodIgIT,Relkefcoordinxtionoro5edtionznxsuppprtservoces,B5w00,0,Responsjv3,UncowedPreAP0,0,72050,0,D53o1,44534519.21453112,0,0.3419917927548716,0,5303,NGO,0,CivilSofidty,NotPvA,c5320,M012962001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20092910,0,MHIIbtwrmationalHumxnitarjwnAssisopx,3,LK,MHINonFoodIN7h,Msher7alreliefassisyznceahdsetvices,B51o0,0,Resp8nsivr,UnfodedPreAPl,0,72010,0,D5391,24160174.02462072,0,0.06750159187899721,0,5303,INT2RNATkONAkNGO,0,CibilSocietj,jotPBA,S532p,M012963001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,3250000.0,0.0,0.0,1,0,0,0,0
200o2010,0,MHIuntefnaf9onalHukagitariajAssisops,2,SD,MHIFoovINI6,2mergfncufoodaid,Br100,0,Responsics,UgcoredPreAPP,0,72040,0,w5301,23214907.468703523,0,0.26074599176347135,0,5309,UjIhEDNATIONS,0,Multilqferal,NltPBA,Sr320,M012965001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,21050000.0,0.0,0.0,1,0,0,0,0
2009201o,0,MHIInt3rnatiobalHymajuta4ianAsdisops,2,SD,MHINonekodINIT,Mzterialrsljefassistqnc4andssrv7ces,B5200,0,teslonsive,UncoeedPreAPo,0,72010,0,D530q,34265680.59430983,0,0.43560970870556515,0,5303,UNITfDjATIONS,0,Mulgilatdral,NotPBq,S5r20,M012966001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,3500000.0,0.0,0.0,1,0,0,0,0
29092010,0,MtIInt3rnationaiHumanitqrianAswiso9x,2,TD,MHjNonFoodIhIT,Mate5ialrelievassistanx3sndsrrvic2s,B51p0,0,Resp8nzive,incodedP3eAPP,0,72010,0,D530w,21160823.652688973,0,0.13302947043126312,0,5303,UN8TEDNA6IONS,0,Multilate5ap,NotPnA,S53w0,M012966001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,3500000.0,0.0,0.0,1,0,0,0,0
20p92010,0,MmIInge4nationqlHumanitwrlanAssis0ps,2,SD,MHINojFo8dINIT,Mat2rialrelk2fsssishanceandserckces,B5w00,0,R4sponsibe,Uncodedor3APP,0,72010,0,Dy301,70679315.88959472,0,0.34670360755716767,0,5303,UNITEDNAT7ONd,0,Mul5ilzteral,gotPBA,S5r20,M012967001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,2500000.0,0.0,0.0,1,0,0,0,0
200i2010,0,MHkIntefnationalHumanugariagAsqis9ps,2,SD,MHIhonFoorINIT,Mxyeriakrdliefassistanxeandservuced,B5200,0,teqponsive,UnvpdedPreAPP,0,72010,0,Dr301,30850007.018638164,0,0.1278967861690459,0,5303,ImTERNATIONqiNGO,0,divilSoci4ty,NotPgA,a5320,M012969001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,3000000.0,0.0,0.0,1,0,0,0,0
10092010,0,MHIknt3rnqtiojalHumani5arianwssusops,2,SD,MmIN8nFoodINIT,Reliefc9p5dinationprotectionandqupporyzetdises,B51o0,0,5esponsivf,UncovedPrewPP,0,72050,0,f5301,1431308.0549824256,0,0.016680215059019038,0,5303,UNkTEDNATI9NS,0,Muit8lateral,N9tPBA,w5320,M012970001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,2500000.0,0.0,0.0,1,0,0,0,0
2p092010,0,MHIInte3naf9onapHumanifarianxssiso0s,2,SD,MHINonFo0wINIT,Maherizlreliefassistagcdandsetvicfa,n5100,0,R3s0onsive,UncodedlrewPP,0,72010,0,Dr301,36429160.13987205,0,0.08243803574139082,0,5303,UNITsDNA6IONS,0,Mjltilaterwl,No6PBA,S5420,M012971001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,2250000.0,0.0,0.0,1,0,0,0,0
10092010,0,MHIInternati0bqiHumznitariagqssisops,2,SO,MHIgoodINI5,rmernencyeoodaid,B5w00,0,5exponsive,UnspdedPreAPP,0,72040,0,D5e01,25554838.949883245,0,0.20518519313357658,0,5309,UNITEDNAT9OgS,0,Myltilsteral,NotPgA,S5w20,M012974001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,7000000.0,0.0,0.0,1,0,0,0,0
20092910,0,MH9IhternatjonalHjmqnitaruanAssisope,2,TD,MHoNonFkodINIT,Matrroalrdlkefassistanfeandwervlces,f5100,0,Res9insive,Unc9dedP3eAPP,0,72010,0,D530w,10459774.485942263,0,0.6245039295596334,0,5303,UNITErNATI0NS,0,Multilst4ral,Not0BA,S5420,M012975001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20992010,0,MHIIntefnationakHumabitariajxcqisops,2,TD,MHINohFiodINIT,Materiwlrelkevassistancezndservuv3s,B510p,0,Rewponwive,UnsodedPreAP9,0,72010,0,D5302,5644036.4446658995,0,0.048338306006513315,0,5303,lNg3RNATIONALNGO,0,fivikSociety,NotPBz,S5310,M012976001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1500000.0,0.0,0.0,1,0,0,0,0
20p92010,0,jHlIntegnat8onalgumanitsrianAssisopz,2,TD,MHIhonFoodINI4,Relieffoordimatilnl40tectionagdsupportsdrvifes,B51p0,0,R4qponsive,7nfodedPreAPP,0,72050,0,D53p1,31369909.595217966,0,0.39962878902465404,0,5303,UNITEDbATI0NS,0,nult8lateral,NotPBs,S53e0,M012977001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,500000.0,0.0,0.0,1,0,0,0,0
2o092010,0,MHI8nternxtionsljumanitarianqesiso9s,2,TD,MHIg0nFoodINIT,Materialfeiievaszisganceanrservicrs,Bt100,0,Respineive,UncovrdPreAPP,0,72010,0,D53o1,15381096.990596833,0,0.16326173536803798,0,5303,UNITEDNqTIOhS,0,Muitilaterap,NotPhA,Sr320,M012978001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,1000000.0,0.0,0.0,1,0,0,0,0
20092019,0,MyIInternagionaoHumani5arianqssizope,2,CF,MHImonFiodINIT,Materiqprellefassis5anfeandse3vic4s,B51p0,0,Res9onsife,UnxodecPreAPP,0,72010,0,D530w,29849909.765536033,0,0.5046859002020346,0,5303,IN4fRNATIONwLNGO,0,C7v9lSociety,NotPhA,S5310,M012982001,Closed,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,0,450000.0,0.0,0.0,1,0,0,0,0
