assay_id,tissue_id,src_id,assay_tissue,doc_id,assay_subcellular_fraction,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
5501,,1,,2862,,Area under curve by ioral administration in mouse,A,,,Mus musculus,10090.0,,
5502,,1,,2862,,Area under curve by iv administration in mouse,A,,,Mus musculus,10090.0,,
5503,,1,,5951,,Area under curve at 0-8 hr in IRC mice after peroral administration,A,,,Mus musculus,10090.0,,
5504,,1,,17729,,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,A,,,Mus musculus,10090.0,,
5505,,1,,17728,,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,A,,,Mus musculus,10090.0,,
5506,,1,,17728,,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,A,,,Mus musculus,10090.0,,
5507,,1,,17729,,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,A,,,Mus musculus,10090.0,,
5508,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5509,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5510,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5511,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5512,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5513,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5514,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5515,,1,,9424,,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5516,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5517,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,,Homo sapiens,9606.0,,RPMI-8226
5518,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5519,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5520,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5521,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5522,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5523,,1,,9424,,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,,Homo sapiens,9606.0,,RPMI-8226
5524,,1,,9424,,In vitro inhibition of human 8226 myeloma tumor cell line growth.,F,,,Homo sapiens,9606.0,,RPMI-8226
5525,,1,,11544,,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,F,,,Homo sapiens,9606.0,,RPMI-8226
5526,,1,,17378,,Cytotoxicity of compound against 8226/DOX1V cells,F,,,Homo sapiens,9606.0,,RPMI-8226
5527,,1,,17378,,Cytotoxicity of compound against 8226/S cells,F,,,Homo sapiens,9606.0,,RPMI-8226
5528,,1,,17079,,Inhibitory concentration against 8226 myeloma cancer cell line,F,,,Homo sapiens,9606.0,,RPMI-8226
5529,,1,,17079,,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,F,,,Homo sapiens,9606.0,,RPMI-8226
5530,,1,,13466,,Inhibition of cell growth was studied in human teratocarcinoma (833K).,F,,,Homo sapiens,9606.0,,833K
5531,,1,,13466,,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',F,,,Homo sapiens,9606.0,,833K
5532,,1,,2392,,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,F,,,Homo sapiens,9606.0,,833K
5533,,1,,2392,,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,F,,,Homo sapiens,9606.0,,833K
5534,,1,,6608,,Inhibitory activity against caspase-1,B,,,,,,
5535,,1,,10199,,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,B,,,Enterococcus faecalis,1351.0,,
5536,,1,,17749,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,F,,,Homo sapiens,9606.0,,8701-BC
5537,,1,,17749,,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,F,,,Homo sapiens,9606.0,,8701-BC
5538,,1,,1229,,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,F,,,,,,
5539,,1,,1229,,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,F,,,,,,
5540,,1,,1229,,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,F,,,,,,
5541,,1,,6390,,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,B,,,,,,
5542,,1,,16219,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,,Streptococcus pyogenes,1314.0,,
5543,,1,,16219,,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,,Streptococcus pyogenes,1314.0,,
5544,,1,,17043,,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,B,,,,,,
5545,,1,,6929,,Tested for in vitro cytotoxic potency of compound in 9KB assay,F,,,Homo sapiens,9606.0,,KB 
5546,,1,,6929,,Tested for in vitro cytotoxic potency of compound in 9KB assay,A,,,Homo sapiens,9606.0,,KB 
5547,,1,,7083,,In vitro cytotoxicity of compound was tested against 9KB cells.,F,,,Homo sapiens,9606.0,,
5548,,1,,12446,,Cytotoxic concentration against 9L cells was determined on day 3,F,,,Rattus norvegicus,10116.0,,9L
5549,,1,,15345,,Tested in vitro for anticancer activity against 9L cells,F,,,Rattus norvegicus,10116.0,,9L
5550,,1,,15345,,Tested in vitro for anticancer activity against 9L cells; Not determined,F,,,Rattus norvegicus,10116.0,,9L
5551,,1,,6301,,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,F,,,Homo sapiens,9606.0,,A549
5552,,1,,4833,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,F,,,Homo sapiens,9606.0,,A549
5553,,1,,4833,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,F,,,Homo sapiens,9606.0,,A549
5554,,1,,4833,,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,F,,,Homo sapiens,9606.0,,A549
5555,,1,,13330,,Cytotoxicity against human lung carcinoma A549 cell line,F,,,Homo sapiens,9606.0,,A549
5556,,1,,17517,,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,F,,,Homo sapiens,9606.0,,A549
5557,,1,,17517,,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",F,,,Homo sapiens,9606.0,,A549
5558,,1,,14425,,"In vitro growth inhibition of A549, lung carcinoma",F,,,Homo sapiens,9606.0,,A549
5559,,1,,14425,,"In vitro growth inhibition of A549, lung carcinoma.",F,,,Homo sapiens,9606.0,,A549
5560,,1,,5228,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,,A549
5561,,1,,5351,,Cytotoxic activity against human lung cancer A549 cell line was determined,F,,,Homo sapiens,9606.0,,A549
5562,,1,,12198,,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,F,,,Homo sapiens,9606.0,,A549
5563,,1,,13891,,Cytotoxicity concentration against human lung carcinoma A-549 cell line,F,,,Homo sapiens,9606.0,,A549
5564,,1,,5677,,Cytotoxicity in A549 (human carcinoma) cell line.,F,,,Homo sapiens,9606.0,,A549
5565,,1,,13788,,Cytotoxicity on lung carcinoma (A-549) cell line,F,,,Homo sapiens,9606.0,,A549
5566,,1,,13384,,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,F,,,Homo sapiens,9606.0,,A549
5567,,1,,6726,,Effective dose of compound against replication of A549 cell line was evaluated,F,,,Homo sapiens,9606.0,,A549
5568,,1,,3455,,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,F,,,Homo sapiens,9606.0,,A549
5569,,1,,5726,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),F,,,Homo sapiens,9606.0,,A549
5570,,1,,5726,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,F,,,Homo sapiens,9606.0,,A549
5571,,1,,3936,,The compound was evaluated for antiproliferative activity against A549 cell line,F,,,Homo sapiens,9606.0,,A549
5572,,1,,14991,,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,F,,,Homo sapiens,9606.0,,A549
5573,,1,,5243,,Concentration required for growth inhibition of human lung carcinoma cell line A549,F,,,Homo sapiens,9606.0,,A549
5574,,1,,12858,,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,F,,,Homo sapiens,9606.0,,A549
5575,,1,,6776,,Growth inhibition against A549 cell line was evaluated,F,,,Homo sapiens,9606.0,,A549
5576,,1,,16558,,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,F,,,Homo sapiens,9606.0,,A549
5577,,1,,4583,,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,F,,,Homo sapiens,9606.0,,A549
5578,,1,,13514,,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,F,,,Homo sapiens,9606.0,,A549
5579,,1,,15166,,Chemosensitivity against DT-diaphorase rich A549 cell lines,F,,,Homo sapiens,9606.0,,A549
5580,,1,,13873,,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5581,,1,,6447,,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,,Homo sapiens,9606.0,,A549
5582,,1,,2068,,In vitro antitumor activity against A549 (lung) human tumor cell lines.,F,,,Homo sapiens,9606.0,,A549
5583,,1,,1863,,In vitro cytotoxic activity against human lung carcinoma A549 cell line,F,,,Homo sapiens,9606.0,,A549
5584,,1,,13873,,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5585,,1,,13873,,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5586,,1,,13873,,Tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5587,,1,,579,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),F,,,Homo sapiens,9606.0,,A549
5588,,1,,579,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,F,,,Homo sapiens,9606.0,,A549
5589,,1,,4584,,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,F,,,Homo sapiens,9606.0,,A549
5590,,1,,5421,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,F,,,Homo sapiens,9606.0,,A549
5591,,1,,5421,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,,Homo sapiens,9606.0,,A549
5592,,1,,5421,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,,Homo sapiens,9606.0,,A549
5593,,1,,5421,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,F,,,Homo sapiens,9606.0,,A549
5594,,1,,14188,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5595,,1,,14188,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,F,,,Homo sapiens,9606.0,,A549
5596,,1,,15354,,Compound was tested for the growth inhibition of A549 lung tumor cell line,F,,,Homo sapiens,9606.0,,A549
5597,,1,,14253,,Growth inhibition of human non-small-lung carcinoma (A549) cell line,F,,,Homo sapiens,9606.0,,A549
5598,,1,,13873,,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,,Homo sapiens,9606.0,,A549
5599,,1,,3043,,Oral bioavailability in dog (conscious),A,In vivo,,Canis lupus familiaris,9615.0,,
5600,,1,,3045,,Compound was evaluated for the oral bioavailability after oral administration in dog.,A,In vivo,,Canis lupus familiaris,9615.0,,
5601,,1,,3022,,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,
5602,,1,,4453,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5603,,1,,1696,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5604,,1,,5045,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5605,,1,,5356,,Oral bioavailability in dog (fasted),A,In vivo,,Canis lupus familiaris,9615.0,,
5606,,1,,17764,,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,,
5607,,1,,6448,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5608,,1,,1475,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5609,,1,,3788,,Percent bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5610,,1,,3639,,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5611,,1,,13397,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5612,,1,,2137,,The compound was evaluated for bioavailability in dogs; 34-44,A,In vivo,,Canis lupus familiaris,9615.0,,
5613,,1,,2959,,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,
5614,,1,,6448,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5615,,1,,6084,,8 hour trough Blood level in dog was measured after administration of compound,A,,,Canis lupus familiaris,9615.0,,
5616,1969.0,1,Plasma,3639,,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,A,In vivo,,Canis lupus familiaris,9615.0,,
5617,,1,,6316,,C24 after oral administration at 5 mg/kg,A,,,Canis lupus familiaris,9615.0,,
5618,,1,,5238,,Clearance after oral and iv dosing in dogs,A,,,Canis lupus familiaris,9615.0,,
5619,1969.0,1,Plasma,17796,,Clearance of the drug was measured in the plasma of dog,A,,,Canis lupus familiaris,9615.0,,
5620,,1,,2652,,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,A,,,Canis lupus familiaris,9615.0,,
5621,,1,,5654,,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,,
5622,,1,,6621,,Clearance of compound was determined in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,
5623,,1,,6505,,Clearance on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5624,,1,,5802,,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,Canis lupus familiaris,9615.0,,
5625,,1,,17267,,Plasma clearance in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,,
5626,,1,,4521,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,,
5627,,1,,6535,,Plasma clearance in dog after administration of 0.25 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,,
