Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,TV,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,TV,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,TV,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,TV,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,VU,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,VU,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,VU,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,VU,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,VU,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,VU,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,WS,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,WS,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,WS,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,WS,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,4,D5430,UNITED NATIONS,B5100,Terminating,Oceania,WS,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,WS,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,2,D5430,UNITED NATIONS,B5100,Terminating,Africa,X1,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X1,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,2,D5430,UNITED NATIONS,B5100,Terminating,Africa,X1,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X1,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,2,D5430,UNITED NATIONS,B5100,Terminating,Africa,X1,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X1,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,3,D5430,UNITED NATIONS,B5100,Terminating,Asia,X3,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Business support services and institutions,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X3,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,3,D5430,UNITED NATIONS,B5100,Terminating,Asia,X3,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.6,Trade policy and administrative management,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X3,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012647001,3,D5430,UNITED NATIONS,B5100,Terminating,Asia,X3,Foreign Non-Profit Making,0,0,3840000.0,0,0.7,0,1,0,0.0,0.2,Trade facilitation,ECONOMIC GROWTH - INIT,0,S5434,Not PBA,Responsive,MFM Global Issues and Development,0,1011512,0,0,X3,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3840000.0,Uncoded: Pre-APP,0,0,2
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,ZW,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,AO,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,BF,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,BI,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,BJ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,BW,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CD,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CF,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CG,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CI,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CM,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,CV,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,DJ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,DZ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,EG,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,EH,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,ER,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,ET,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GA,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GH,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GM,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GN,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GQ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,GW,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,KE,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,KM,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,LR,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,LS,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MA,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MG,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,ML,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MR,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MU,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MW,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,MZ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,NE,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,NG,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,RW,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SC,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SD,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SL,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SN,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SO,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,ST,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,M012660001,2,D5240,SPECIALIZED INSTITUTE,B5100,Closed,Africa,SZ,Foreign Non-Profit Making,0,0,305000.0,0,1.0,0,1,0,0.0,1.0,Health policy and administrative management,MNCHN - INIT,0,S5250,Not PBA,Responsive,MFM Global Issues and Development,0,1014248,0,0,2,MND Health&Nutrition,MNC MNCH & Nutrition,5252,305000.0,Uncoded: Pre-APP,0,0,0
