id,Style,ABV,Beer_Name,Brew_Factory_Name
2513,Barley Wine,9.50 %,Le Castor Vin No. 1 Grande RÃ © serve &#40; fÃ '' ts de rhum &#41;,Microbrasserie Le Castor - Le Castor Brewing Co. .
2514,Barley Wine,11 %,Devils Backbone Tectonic Barleywine,Devils Backbone Brewing Company
2515,Barley Wine,11.50 %,Destihl Triton Barleywine,Destihl Brewery
2516,Barley Wine,12.50 %,Hardywood x RVA Beard League Barleywine 2014,Hardywood Park Craft Brewery
2517,Barley Wine,10 %,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Amsterdam Brewing Company
2518,Barley Wine,10.50 %,American Old Glory Barleywine,American Brewing Company
2519,India Pale Ale &#40; IPA &#41;,7.20 %,Absolution Angel_s Demise,Absolution Brewing Company
2520,Barley Wine,11.50 %,Bullfrog Oak Aged Old Toad Barleywine,Bullfrog Brewery
2521,American Pale Ale,6 %,Birdsong Sticky Situation,Birdsong Brewing
2522,Barley Wine,10.80 %,Relic Morgue Party,Relic Brewing Company
2523,Barley Wine,12 %,Odd Side Ales Colossal Oversight,Odd Side Ales
2524,Barley Wine,11 %,Beer Here Farligwine,De Proefbrouwerij
2525,Amber Ale,4.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;
2526,Old Ale,10.50 %,Barley Browns Sledwreck Winter Ale,Barley Browns Brewpub
2527,Barley Wine,9.60 %,Carlow O_Hara_s Barrel Aged Series Barley Wine,Carlow
2528,Barley Wine,9.50 %,4 Noses Bonaparte Barleywine &#40; Breckenridge Bourbon Barrel Aged &#41;,4 Noses Brewing Company
2529,Barley Wine,10 %,Broadway Pub Elixir de Belphegor Barley Wine,Broadway Pub
2530,Black IPA,5.50 %,Eden The Embalmer,Eden Brewery &#40; Cumbria &#41;
2531,Imperial Stout,12 %,Amicas Infinite Search,Amicas Pizza & Microbrew
2532,Barley Wine,10.40 %,Aardwolf Whisperer in Darkness,Aardwolf
2533,Barley Wine,10.40 %,The Brew Gentlemen Nonstop Forever &#40; Batch 1 &#41;,The Brew Gentlemen Beer Company
2534,Barley Wine,-,Laurelwood Bourbon Barrel Olde Reliable,Laurelwood Public House & Brewery
2535,Amber Ale,6.66 %,AleSmith My Bloody Valentine,AleSmith Brewing Company
2536,Amber Ale,4.80 %,Epic Cross Fever Amber Ale,Epic Brewing Company &#40; UT/CO &#41;
2537,Amber Ale,5.90 %,Lagerheads Bed Head Red,Lagerheads Brewing Company
2538,Amber Ale,5.50 %,Squatters Radio From Hell the Brew &#033; Red as Hell Ale,Squatters Craft Beers
2539,American Strong Ale,7.65 %,Blue Frog Red Ale,Blue Frog Brewery
2540,Golden Ale/Blond Ale,4.60 %,Abbeydale Epiphany,Abbeydale
2541,Sour/Wild Ale,-,Bloomington Lambic-aged Ruby Bloom Amber,Bloomington Brewing Co. .
2542,India Pale Ale &#40; IPA &#41;,6.90 %,Acadian Farms India Red Ale &#40; IRA &#41;,Acadian Farms & Brewery
2543,American Strong Ale,7.50 %,BridgePort Kingpin Double Red Ale,BridgePort Brewing
2544,Amber Ale,5.50 %,East Coast Kick Back Ale,Genesee Brewing Company &#40; North American Breweries &#41;
2545,Amber Ale,4.20 %,Hockley Valley Amber,Hockley Valley Brewing & Malting Company
2546,Amber Ale,-,Trailhead Red Amber Ale,Trailhead Brewing Co. .
2547,India Pale Ale &#40; IPA &#41;,7.10 %,603 9th State Red IPA,603 Brewery
2548,Amber Ale,5 %,Beer Works Victory Red,Beer Works
2549,India Pale Ale &#40; IPA &#41;,7.60 %,21st Amendment Toaster Pastry,21st Amendment Brewery
2550,Amber Ale,-,Ruby Mountain Angel Creek Amber Ale,Ruby Mountain Brewing Company
2551,Saison,5.10 %,Baeltane Farmer_s Flock,Baeltane Brewing
2552,Amber Ale,6.90 %,The Bruery Double Dry Hopped Loakal Red,The Bruery
2553,Amber Ale,6 %,Hitachino Nest Amber Ale,Kiuchi Brewery
2554,Amber Ale,5.60 %,Roscoe Trout Town American Amber Ale,Adirondack Pub and Brewery
2555,American Strong Ale,8.80 %,Anderson Valley Bahl Hornin _ Imperial Boont Amber Ale,Anderson Valley Brewing Company
2556,American Strong Ale,8.30 %,Auburn Alehouse Red Headed Hop Donkey,Auburn Alehouse &#40; CA &#41;
2557,American Pale Ale,5.50 %,Golden Triangle Hop Lobster,Golden Triangle
2558,India Pale Ale &#40; IPA &#41;,6 %,Big Time Matts Red Eye IPA,Big Time Brewery
2559,Amber Ale,5.24 %,Branchline Evil Owl Amber,Branchline Brewing
2560,Amber Ale,6.25 %,Track 7 Daylight Amber,Track 7 Brewing Company
2561,Amber Ale,5.10 %,Wisco Disco,Stillmank Brewing Company
2562,India Pale Ale &#40; IPA &#41;,6.50 %,Boneyard Skunkape India Red Ale,Boneyard Beer Company
2563,American Strong Ale,9.30 %,Rivertowne Patrick_s Poison,Rivertowne Pour House
2564,Amber Ale,5.70 %,Black Diamond Steep Trail Amber Ale,Black Diamond Brewing Company
2565,Amber Ale,5.60 %,Upland Easy Chair Amber Ale,Upland Brewing Company
2566,Smoked,5.80 %,Alpha Smoked Red Ale,Cerveses Alpha
2567,Amber Ale,6 %,JailHouse Conjugal Visit,JailHouse Brewing Co
2568,Amber Ale,5 %,Scuttlebutt Tell Tale Red,Scuttlebutt Brewing Co. .
2569,Amber Ale,5.80 %,Redhook CopperHook Spring Ale,Redhook Brewery
2570,American Strong Ale,9.50 %,21st Amendment / Firestone Walker / Stone El Camino &#40; Un &#41; Real Black Ale,Stone Brewing Company
2571,Amber Ale,5.50 %,Gnarly Oak Hazelnut Dark,Minhas Craft Brewery
2572,Amber Ale,5.60 %,Lengthwise Triple Hop Red Ale,Lengthwise Brewery
2573,Amber Ale,6.30 %,21st Amendment Red Headed Stranger,21st Amendment Brewery
2574,Amber Ale,4 %,Archers Single Hop Amber Ale,Evan Evans
2575,Amber Ale,5 %,Fish Tale Vicious Circle Amber Ale,Fish Brewing Company/Leavenworth Beers
2576,Amber Ale,5.60 %,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company
2577,Amber Ale,5.50 %,The Duck-Rabbit Amber Ale,The Duck-Rabbit Craft Brewery
2578,English Strong Ale,-,Bricktown Rudolphs Red Nose Ale,Bricktown Brewery / Blackwater Grill
2579,Amber Ale,5.70 %,Brewery Terra Firma Manitou Amber Ale,Brewery Terra Firma
2580,Amber Ale,5.50 %,Ballistic Brewing Gorgon Red Ale,Indian Wells Brewing
2581,Amber Ale,5 %,Flying Monkeys Amber Ale,Flying Monkeys Craft Brewery
2582,American Strong Ale,8 %,Worthy Eruption Imperial Red Ale,Worthy Brewing Company
2583,American Strong Ale,7.50 %,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing
2584,Amber Ale,5.30 %,Schmohz Amber Tease,Schmohz Brewing Co. .
2585,Amber Lager/Vienna,5.50 %,Sapporo Yebisu Kohaku,Sapporo Breweries
2586,Amber Ale,5.50 %,961 Red Ale,961 Beer - Gravity Brewing
2587,Amber Ale,5.70 %,Samuel Adams Mighty Oak Ale,Boston Beer Company
2588,Bitter,3 %,Wadworth Light Ale,Wadworth
2589,Bitter,3.80 %,Wadworth Ipanema,Wadworth
2590,Bitter,3.60 %,Wadworth Henrys Smooth,Wadworth
2591,Traditional Ale,5 %,Wadworth Heather & Honey,Wadworth
2592,Bitter,4.10 %,Wadworth Dray Bells,Wadworth
2593,Fruit Beer,5 %,Wadworth Cooper ¡ ¯ s Vice,Wadworth
2594,Stout,4.10 %,Wadworth Corvus Stout,Wadworth
2595,English Strong Ale,6.20 %,Ushers Ruby Ale,Wadworth
2596,Irish Ale,4.30 %,Wadworth / Dungarvan Copper Coast Irish Red Ale,Wadworth
2597,Bitter,4.50 %,Wadworth Crimson Dawn,Wadworth
2598,Amber Ale,6.20 %,Berghoff Reppin _ Red Ale,Stevens Point Brewery
2599,American Strong Ale,8.80 %,Urban Legend You Big Dummy,Urban Legend Brewing Company
2600,Amber Ale,5.20 %,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;
2601,Amber Ale,5.20 %,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company
2602,Amber Ale,6.20 %,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company
2603,Amber Ale,3.40 %,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;
2604,Session IPA,5 %,Great Raft Make Believer,Great Raft Brewing
2605,Amber Ale,5.20 %,Emmetts McCarthy American Red,Emmetts Tavern and Brewing Company
2606,Amber Ale,5 %,Cigar City Sertoma Smoke,Cigar City Brewing
2607,Amber Ale,5.50 %,High Noon Annies Amber Ale,High Noon Saloon & Brewery
2608,India Pale Ale &#40; IPA &#41;,6.70 %,Bucket List Storm Cat,Bucket List Brewing
2609,Amber Ale,-,Fire Station 5 Fire Boat Amber,Portland Brewing Company &#40; Pyramid - North American Breweries &#41;
2610,Amber Ale,6.70 %,Big Choice Disconnected Red Ale,Big Choice Brewing
2611,Amber Ale,5.50 %,Big Dog_s Honey Amber Ale,Big Dog_s Brewing Co. .
2612,American Strong Ale,10 %,Santa Clara Valley New Almaden Red,Santa Clara Valley Brewing
2613,Golden Ale/Blond Ale,3.50 %,Bespoke Raging Bull,Bespoke
2614,Amber Ale,5.70 %,Coronado Mermaids Red Ale,Coronado Brewing Company
2615,Amber Ale,4.80 %,Half Moon Bay Mavericks Amber Ale,Half Moon Bay Brewing Company
2616,Amber Ale,5.40 %,Hawaii Nui Sunset Amber Ale,Mehana Brewing Company
2617,Amber Ale,5.80 %,Big Horn Bourbon Buttface Amber,Big Horn Brewing Company &#40; Ram International &#41;
2618,American Strong Ale,7.10 %,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing
2619,Amber Ale,7 %,Omnipollo / NÃ ³ mada En el Bosque Red,Companyia Cervesera del Montseny
2620,Amber Ale,5.20 %,Two Beers Immersion Amber Ale,Two Beers Brewing Co. .
2621,American Strong Ale,7.09 %,Black Shirt American India Red Ale,Black Shirt Brewing Company
2622,Amber Ale,6.50 %,Mad River Jamaica Red Ale,Mad River Brewery
2623,Amber Ale,4 %,Squatters Emigration Amber Ale,Squatters Craft Beers
2624,Amber Ale,5.60 %,Sawgrass Flat Tired Amber Ale,Sawgrass Brewing Company
2625,American Strong Ale,11.50 %,10 Barrel Rare Breed Imperial Red,10 Barrel Brewing &#40; AB InBev &#41;
2626,Irish Ale,5 %,Costa Rica_s Segua Red Ale,Costa Rica_s Craft Brewing Co. .
2627,Irish Ale,5.50 %,Central City Red Racer India Style Red Ale,Central City Brewers + Distillers
2628,Amber Ale,-,Phillips Amber Ale,Heavy Seas Brewing Company
2629,Specialty Grain,7 %,Hi-Wire Lion Tamer Red Rye,Hi-Wire Brewing
2630,Amber Ale,6.20 %,Georgetown Choppers Red Ale,Georgetown Brewing Company
2631,English Pale Ale,-,Boscos Derailleur Ale,Boscos Brewing Company &#40; Roma Pomodori &#41;
2632,Spice/Herb/Vegetable,6.30 %,Revolution Fistmas Ale,Revolution Brewing Company
2633,Amber Ale,6.50 %,Fordham Close Encounter Harvest Ale,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;
2634,Amber Ale,-,Battenkill Harvest Moon Amber Ale,Battenkill Brewing Company
2635,English Pale Ale,-,Bridge Brew Works The Blunt,Bridge Brew Works
2636,Amber Ale,-,Piney River McKinney Eddy Amber Ale,Piney River Brewing Company
2637,Irish Ale,-,Elk Mountain Devils Head Red,Elk Mountain Brewing Company
2638,Amber Ale,5.60 %,Mickey Finns Abana Amber Ale,Mickey Finns Brewery & Pub
2639,American Strong Ale,9.20 %,Kane Hop Lab # 4 - Imperial Red,Kane Brewing Company
2640,Amber Ale,4.50 %,Brighton Bier Red Rye,Kemptown
2641,Amber Ale,5.50 %,Saint Arnold Amber Ale,Saint Arnold Brewing Company
2642,Amber Ale,6.10 %,Broken Tooth Something Red,Broken Tooth Brewing Company
2643,Spice/Herb/Vegetable,8 %,Lagerheads Winter Mischief,Lagerheads Brewing Company
2644,Amber Ale,6.60 %,Black Husky Harold The Red Ale,Black Husky Brewing
2645,Amber Ale,5 %,Eastern Shore St. Michaels Ale,Eastern Shore Brewing
2646,Premium Bitter/ESB,6.10 %,Broad Brook Ale,Broad Brook Brewing Company
2647,India Pale Ale &#40; IPA &#41;,7.70 %,4 Noses One Point Five IPA,4 Noses Brewing Company
2648,Amber Ale,5.42 %,A1A Ale Works Red Brick Ale,A1A Ale Works
2649,Imperial IPA,8.50 %,Brewsters Pursuit of Hoppiness,Brewsters Brewing Co. - Alberta
2650,California Common,-,Portsmouth Brewing Red Bird Ale,Portsmouth Brewing
2651,Amber Ale,5.30 %,Round Barn Indecision Ale,Round Barn Brewery & Winery
2652,Amber Ale,5 %,Marin Albion Amber Ale,Marin Brewing Company
2653,Amber Ale,7.30 %,Lonerider Red Spur,Lonerider Brewing Company
2654,Amber Ale,5.50 %,Granville Island Gastown Amber Ale,Granville Island &#40; Brewery - MolsonCoors &#41;
2655,Irish Ale,5.30 %,Midland Copper Harbor Ale,Midland Brewing Company
2656,Amber Ale,-,BruRm AmBAR Ale,BruRm @ BAR
2657,Amber Ale,7.30 %,Local Option Mourning Wood,Pub Dog Brewing Company
2658,Amber Ale,6.30 %,Southern Oregon Woodshed Red,Southern Oregon Brewing Co. .
2659,Amber Ale,4.80 %,Broadhead Grindstone Amber,Broadhead Brewing Company
2660,Amber Lager/Vienna,5 %,Atwater Rost,Atwater Block Brewery
2661,Amber Ale,4.50 %,Black Bear Gearhead Ale,Black Bear Brewery
2662,Amber Ale,6 %,Mayday Angry Redhead,Mayday Brewery
2663,Irish Ale,5.50 %,Golden Valley Red Thistle Ale,Golden Valley Brewery
2664,Mead,-,De Rustica Red Pyment,De Rustica Meadery
2665,Amber Ale,5.90 %,Blue Moon Valencia Grove Amber Ale,Coors Brewing Company &#40; MillerCoors &#41;
2666,Smoked,5 %,Bamberg Franconian Rhapsody,Cervejaria Bamberg
2667,Amber Ale,5 %,Artisan_s Toasted Amber Ale,Artisan_s Brewery and Italian Grill
2668,Amber Ale,5 %,Cascade Amber,Cascade Brewing
2669,Bitter,3.30 %,Boulevard Tenpenny Ale,Boulevard Brewing Company &#40; Duvel-Moortgat &#41;
2670,Amber Ale,5.70 %,Mountain Sun Annapurna Amber,Mountain Sun Pub & Brewery
2671,Amber Ale,-,Fiddlers Green Amber,F.X. Matt Brewing Company
2672,American Strong Ale,-,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery
2673,Amber Ale,5.80 %,Fin City Jackspot Amber Ale,Fin City Brewing Company
2674,Amber Ale,5.25 %,Public Works Red Cent Amber,Peabody Heights Brewery
2675,Amber Ale,5.40 %,Horny Goat Red Planet Red Ale,Stevens Point Brewery
2676,Imperial IPA,9.20 %,Bear Republic Altered Beast,Bear Republic Brewing Company
2677,Amber Ale,5.75 %,Coalition King Kitty Red Ale,Coalition Brewing
2678,Amber Ale,6 %,Bison Organic Red Ale,Bison Brewing Company
2679,Amber Ale,5.50 %,Pig Minds Vanilla Bitch Slap,Pig Minds Brewing Co. .
2680,Amber Ale,5.30 %,Day Block Frank_s Red Ale,Day Block Brewing Company
2681,Irish Ale,-,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company
2682,Amber Ale,5.80 %,Bells Amber Ale,Bells Brewery
2683,American Strong Ale,8.50 %,Pipeworks Blood of the Unicorn,Pipeworks Brewing Company
2684,Irish Ale,5.40 %,38 State Irish Red Ale,38 State Brewing Company
2685,Porter,-,Church-Key Tobacco Road,Church-Key Brewing
2686,India Pale Ale &#40; IPA &#41;,5.40 %,Caldera Dry Hop Orange,Caldera Brewing Company
2687,Amber Ale,6 %,Empyrean Winter Axis Festiv_Ale,Empyrean Brewing Company
2688,Premium Bitter/ESB,4.50 %,Estes Park Redrum Ale,Estes Park Brewery
2689,Imperial IPA,7.50 %,Ei8ht Ball Red Drink,Ei8ht Ball Brewing
2690,Amber Ale,4.50 %,Long Valley German Valley Amber,Long Valley Pub and Brewery
2691,Amber Ale,5 %,Keuka Briglin Road Red,Keuka Brewing Company
2692,Amber Ale,5.50 %,Olde Main Long Face Amber,Olde Main Brewing Co. .
2693,Golden Ale/Blond Ale,4.20 %,Backyard January S_Ale,Backyard
2694,Scottish Ale,5 %,Rockyard Redhawk Ale,Rockyard Brewing Company
2695,Imperial Pils/Strong Pale Lager,6.30 %,&#268; ernÃ ¡ Hora 1530,Pivovar &#268; ernÃ ¡ Hora &#40; Pivovary Lobkowicz &#41;
2696,Spice/Herb/Vegetable,5 %,Basil Ts Beer of the Dragon,Basil Ts &#40; Red Bank &#41;
2697,Amber Ale,4.40 %,Railway City Iron Spike Copper Ale,Railway City Brewing Company
2698,Amber Ale,5 %,Clancys Amber,Moosehead Brewery
2699,Amber Ale,6.70 %,El Segundo Station No. 1,El Segundo Brewing Company
2700,Belgian Strong Ale,12.50 %,Block 15 Hellion,Block 15 Brewery
2701,Amber Ale,6 %,Arizona Wilderness Red Rock Secret,Arizona Wilderness Brewing Company
2702,Specialty Grain,6.70 %,Tenaya Creek Red Ryder,Tenaya Creek Brewery
2703,Amber Ale,5.30 %,Deschutes Cinder Cone Red Ale,Deschutes Brewery
2704,Amber Ale,5.40 %,Devils Backbone Montpelier_s Best Ambition Ale,Devils Backbone Brewing Company
2705,Specialty Grain,8 %,Lexington Avenue Eleanor_s Rye,Lexington Avenue Brewery
2706,Amber Ale,4.80 %,Coney Island 1609 Amber Ale,Shmaltz Brewing Company
2707,Amber Ale,6.20 %,Saint Arnould Vlimeuse,Saint Arnould
2708,Amber Ale,5 %,Glutenberg Rousse,Glutenberg Craft Brewery
2709,Smoked,7.20 %,Against the Grain The Wrath of the Krauth of Khan,Against the Grain Brewery
2710,Amber Ale,5.50 %,Dark Horse Amber Ale,Dark Horse Brewing Company
2711,BiÃ ¨ re de Garde,7.50 %,Collesi Imper Ale Ambrata Fiat Lux,Tenute Collesi
2712,Amber Ale,5.50 %,HopTown Paint the Town Red,HopTown Brewing Company
2713,Amber Ale,5.70 %,Ice Harbor Runaway Red Ale,Ice Harbor Brewing Company
2714,Amber Ale,5 %,Geneva Lake Cedar Point Amber Ale,Geneva Lake Brewing Company
2715,Amber Ale,6 %,Ellis Island Amber Ale,Ellis Island Casino & Brewery
2716,Amber Lager/Vienna,-,1904 American Red,Anheuser-Busch InBev
2717,Amber Ale,5.30 %,Atlanta Laughing Skull Amber Ale &#40; 2009 - present &#41;,Red Brick Brewing Company
2718,Amber Ale,5.50 %,Chatham Maple Amber,Chatham Brewing
2719,American Strong Ale,9.10 %,Big Dog_s Alpha Dog Double Red,Big Dog_s Brewing Co. .
2720,Amber Ale,4.50 %,Cheers Norm_s Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;
2721,Amber Ale,6 %,Strawn Amber Ale,Strawn Brewing Company
2722,American Strong Ale,8.50 %,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company
2723,American Strong Ale,7.50 %,Iron Hill Big Red Wibby,Iron Hill Lancaster
2724,Amber Ale,5 %,Silver Gulch Copper Creek Amber Ale,Silver Gulch Brewing & Bottling Co. .
2725,Amber Ale,5.30 %,Widmer Brothers Drop Top Amber Ale,Widmer Brothers Brewing Company
2726,American Strong Ale,7.30 %,Southbound Fade to Red,Southbound Brewing Company
2727,Amber Ale,6.30 %,Firefly Hollow Moonrise Amber,Firefly Hollow Brewing Company
2728,American Strong Ale,9.50 %,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;
2729,American Strong Ale,7.20 %,Noble Ale Works Alpha Red,Noble Ale Works
2730,Amber Ale,4 %,Zion Canyon Springdale Amber Ale,Zion Canyon Brewing Company
2731,Amber Ale,5.60 %,Granville Island Swing Span Amber Ale,Granville Island &#40; Brewery - MolsonCoors &#41;
2732,Amber Ale,5.90 %,Thirsty Dog Hoppus Maximus,Thirsty Dog Brewing Company
2733,Sweet Stout,6.30 %,Falling Sky Reelin _ In the Oats Stout,Falling Sky Brewing
2734,American Strong Ale,7.80 %,Ale Asylum Limited # 8 : Phantasm Autumn Ale,Ale Asylum
2735,Amber Ale,5 %,Maumee Bay Fallen Timbers Red Ale,Maumee Bay Brewing Co. .
2736,Amber Ale,6 %,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing
2737,Belgian Ale,5 %,Boot Tread,Martens
2738,Traditional Ale,10.30 %,Breakside Alan from the Wood,Breakside Brewery
2739,American Pale Ale,5 %,2cabeÃ § as Sunset American Pale Ale,2cabeÃ § as
2740,Amber Ale,5 %,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;
2741,Amber Ale,4.50 %,Angry Minnow Nut Red Ale,Angry Minnow
2742,Amber Ale,4.70 %,Beer Here Dead Cat,De Proefbrouwerij
2743,Amber Ale,5.20 %,Mudshark Scorpion Amber Ale,Mudshark Brewing Company
2744,Irish Ale,5.70 %,BoB The Griffin Ryerish Redhead Ale,The Brew on Broadway &#40; BoB &#41;
2745,Amber Ale,7 %,Battered Boar Briarpatch Amber Ale,Battered Boar Brewing Company
2746,Amber Ale,5.20 %,Four Sons Going &#40; Coco &#41; Nuts,Four Sons Brewing
2747,Session IPA,4.40 %,8 Wired Semiconductor Session IPA,Renaissance Brewing
2748,Irish Ale,4.80 %,Bent Hill Maple Irish Red Ale,Bent Hill Brewery
2749,Amber Ale,4.50 %,Chicago Ramblin Reck Amber Ale,Chicago Brewing Company
2750,Amber Ale,5.80 %,Big Horn Buttface Amber Ale,Big Horn Brewing Company &#40; Ram International &#41;
2751,Spice/Herb/Vegetable,7 %,Beer Valley Jackalope Imperial Pumpkin Porter,Beer Valley Brewing Company
2752,Specialty Grain,4.20 %,Kilannan 100 Mile Rye Pale Ale,Kilannan Brewing Company
2753,Amber Ale,5 %,Kawaba Sunrise Ale,Kawaba Beer
2754,Amber Ale,5.20 %,Pair O _ Dice Hop Bet Red Ale &#40; Red IPA &#41;,Pair O _ Dice Brewing Company
2755,Irish Ale,4.90 %,Weeping Radish Ruddy Raddish,Weeping Radish Farm Brewery
2756,Amber Ale,5 %,Crooked Ladder Gypsy Red,Crooked Ladder Brewing Company
2757,India Pale Ale &#40; IPA &#41;,6.20 %,Sierra Nevada Flipside Red IPA,Sierra Nevada Brewing Company
2758,Amber Ale,7 %,Evil Twin Hop Flood,Two Roads Brewing Company
2759,Amber Ale,5.50 %,Infamous Bugsy_s Firebrush Amber,Infamous Brewing Company
2760,Amber Ale,5.50 %,Big Buck Redbird Ale,Big Buck Brewery
2761,Scottish Ale,-,Barrio Rojo,Barrio Brewing Co. .
2762,American Strong Ale,6.20 %,Ruhstaller The Kenyan [ v. 2 ],Ruhstaller
2763,American Strong Ale,8.50 %,The Brew Hub Diver Down,The Brew Hub
2764,American Strong Ale,7.50 %,Fearless Loki Red Ale,Fearless Brewing Company
2765,American Pale Ale,6 %,Roy Pitz Truly Honest Ale,Roy Pitz Brewing Company
2766,Amber Ale,4.80 %,Florida Beer Key West Sunset Ale,Florida Beer Company
2767,India Pale Ale &#40; IPA &#41;,6.50 %,21st Amendment British Invasion IPA,21st Amendment Brewery
2768,Amber Ale,4.80 %,Circle Devil_s Envy,Circle Brewing Company
2769,Fruit Beer,4.50 %,&#379; ywiec Freeq Red Fruits,&#379; ywiec &#40; &#379; ywiec Group/Heineken &#41;
2770,Imperial IPA,7.80 %,Abbey Wright Alpha Deuce IPA,Abbey Wright Brewing Company
2771,Amber Ale,5.60 %,Great Adirondack Ausable Wulff Red Ale,Great Adirondack Brewing Co. .
2772,Amber Ale,5 %,Fernie Big Caboose Red Ale,Fernie Brewing Company
2773,Bitter,4.20 %,Breconshire Alleycat Amber Ale,Breconshire
2774,Amber Ale,5.80 %,Morgantown Old Morgantown Amber Ale,Morgantown Brewing Company
2775,Amber Ale,-,Bell In Hand Ale,Boston Beer Company
2776,Bitter,4 %,Ales of Scilly Maiden Voyage,Ales of Scilly
2777,Amber Ale,4.90 %,Barkerville 18 Karat Ale,Barkerville Brewing Company
2778,Golden Ale/Blond Ale,4.20 %,8 Sail Green Man Harvest Ale,8 Sail
2779,Amber Ale,5.60 %,Faction Red,Faction Brewing
