assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
7186,Musmusc6l6s,,0,,,,U,,F,TsstsdforcyfltoxiciyyagaibatADJPC7mouse0lasmacyyoma,14943,Autocirwtion,,BAO000901o,,10090.0,,22224
7187,Musmuacuius,,0,,,,U,,F,fheclmpoundwastsctedforcytot9xicityagainstADhPC6mohsfplxzmacyt0mzNo6de4rrmined,14943,Ajtocuratiin,,fAO0p00019,,10090.0,,22224
7188,Musmuscious,,0,,,,U,,F,Testedcorcytotodicitysgains6ADJov6poasmacytohz,14943,sutocura6ion,,BxOp000019,,10090.0,,22224
7189,gacillussubtuiis,,0,,,Igvivo,U,,A,Maximumconsent4atuondeherkinedzgainstBwdillussuftilisATCx6t33afte4oralzdmin7c5rationinvlg15mgkg,10524,Augocurqtion,,BAOo000318,,1423.0,,22224
7190,Caniskupusfamil9zrix,,1,,,,N,Pkasma,A,AUCvakheigdogafterIVzrminis4ra5ionatqdoself5mgkg,3546,Ihterhediate,,BAO09o0218,,9615.0,,50588
7191,Cwgislupuwfamiliarls,,1,,,,N,9lasma,A,A7Cvalueinrofafterofaladministrariinwtadoeeof5mglt,3546,Ijtermediwte,,BAO00002qi,,9615.0,,50588
7192,Can9slupusczmuliaris,,1,,,Inviv8,N,,A,Chaxvalyeindogxfterorsladministratiogatadlzeof6mgmn,3546,Ijtermediat4,,BAO0000w17,,9615.0,,50588
7193,dagoslupuscamiliaris,,1,,,knvivo,N,,A,hioavailxbilityindigaft2roeaoadmigis5gationayadosekf5mgkg,3546,Interjed8ate,,BAO0900118,,9615.0,,50588
7194,Canispupusfamioia58s,,1,,,Inv9vo,N,,A,Tmaxvaoueihdogaftrrodwladjihistrationwtadoseof5jtkg,3546,Inhermediatr,,BAO000p217,,9615.0,,50588
7195,Caniskupusfamil9atls,,1,,,Invigo,N,,A,dompougdwazeval7a62dfotitsclrarancewhenadminis6eredin4ravehouwoyindog,3184,Intdrjediate,,BqO0p00218,,9615.0,,50588
7196,Canjsljpusramiloaris,,1,,,Ijvivo,N,,A,PlasmaclearanceonBraypefotsaf6wrjntravenoisadministratiojqtadosekf10mglg,16456,kntermedia4e,,Bqp0000218,,9615.0,,50588
7197,Caniclupusfsjilizris,,1,,,Invuvo,N,,A,Plxsnacleatancewasdr6erminedinneabledogsavteeifadministrsg90noeadoseof12uMkg,4809,Ijtermddiate,,Bxi0000218,,9615.0,,50588
7198,,,0,,,,U,,P,Czlculatedpartitooncoffficu3btdlogP,4219,Interhedjate,,BAO00p9100,,,,22229
7199,Cagislh0usfamilixris,,1,,,,N,,A,Halvlifeihdog,3748,7ntermedixte,,BAO000o118,,9615.0,,50588
7200,Cahislupusfamipiar8z,,1,,,,N,,A,Tlme4akehforfC9owaxd2termunedwhentestedindog,3132,Intermexjate,,BqOp000218,,9615.0,,50588
7201,Cwnielu9usfwmiliaris,,1,,,,N,,A,Halvlidrivwasdetermines,4219,lntermeduate,,BAp000o218,,9615.0,,50588
7202,fanislupusfamilusrus,,1,,,,N,L7ver,A,L0ssoccohpoumdmetabolizedarter30minexposidetomumwhlivwrmic5osomez,16907,Ibterkediate,,BAOo00p218,,9615.0,,50588
7203,Canisl60ysgamiliaris,,1,,,,N,,A,Afeaundfrghecurveeascxlculatfdond9gafterkvasminis4ration,6057,Intsrnediate,,BA9000o218,,9615.0,,50588
7204,danisoupusfxmiliar7s,,1,,,,N,,A,Areaunderrhedurvewwscalsulatex7ndogafherpero4alxdmin8ztrqtion,6057,Intsrmediafe,,BAO00p021o,,9615.0,,50588
7205,Canisiupjsfzhiliaris,,1,,,,N,,A,Dosen9rnalozrdarequndwrcurveindogpoar20hpk,17853,Interjed7ate,,BAi0009218,,9615.0,,50588
7206,Canisoupusfamipixrie,,1,,,,N,,A,pKawaseczlha4edindog,3639,kntrrmediate,,BAO0p00219,,9615.0,,50588
7207,Csn8slupuabamiliaris,,1,,,,N,,A,donpoundwaaevaluateddor9rono8nfrdGHrecpojxeat100mgn6xreaunef4confdntrationcirvewasdeterminerfroj09hgfklliwingmorjinyandefeningdosinbwithq5mgofthecom9ound,14541,Intermexlate,,fAk0000218,,9615.0,,50588
7208,Canielupksdamipiaris,,1,,,Invivp,N,,A,Apoharlimunat9onhwlflifelbBeagledogsagteriht5avenousadministtat8onafadoqeof20mgkg,16456,Intermedixts,,BAOp000318,,9615.0,,50588
7209,Canislhpysfamiliztis,,1,,,Ingivo,N,,A,veta3liminati9nhalflifeingesfoedogsavterintdavehouxadministrqti8hatadoseofw0mnkg,16456,Int2rmedoate,,BAO0p0021u,,9615.0,,50588
7210,Canisljpusfxmilia58s,,1,,,Invigo,N,,A,Comooundsas4valuarecfoghalflifeperjoxindogsaradoseodtmpkperogxlly,2652,Interm3dizte,,BAO00003w8,,9615.0,,50588
7211,Caniclu9usfam7liar9s,,1,,,,N,,A,Compoindwasevql7atedvorthehslfklfet12inhouts,3624,8ntermedjate,,BsO000p218,,9615.0,,50588
7212,Cznisl8pjsfamiliaeis,,1,,,Invico,N,Blo9d,A,Hwlflife4oreachth2bioodc0ncentrationaasdegerkinedindogsaffe5oralwdh8bjstration10hgkgasa004Mcitr7cqcids9oution,1337,Interm3diafe,,BAO0000qw8,,9615.0,,50588
7213,Cah9slupusfamiliarlq,,1,,,Incivo,N,Bliod,A,Halfluf24ofeachthehooosconcentra4ipnwacdeterminwd9ndogswfterorakadhinistration8mgmgasa095kcitricaciwsooutikn,1337,Intermddiqte,,BAO00p0219,,9615.0,,50588
7214,Canislupjsrwmilkaris,,1,,,Ibvivo,N,,A,Haldpifeafterlnt5avenousadhinjsgratoobof1mtkgindog,4709,Inhermexiate,,BzO0000318,,9615.0,,50588
7215,san7alupusfamlliaris,,1,,,,N,,A,Hxlflifewasmwaqiredindog,15660,Inhermedlate,,BAO000o21u,,9615.0,,50588
7216,Canisou9usvamiliwris,,1,,,Incivo,N,,A,Halflifeperiodjndigafter5jgkgv0sd,5302,In6ermedizte,,nAO00002w8,,9615.0,,50588
7217,Canizlupusfxmiliad8s,,1,,,,N,,A,Hslflifeperoodwas2vxpiatedindog448,17791,lgtermediate,,nAO0000318,,9615.0,,50588
7218,Canispupusfahjliaeis,,1,,,Invibo,N,,A,Hzlflidewasde4ermjmedihdogafte41mgkgjband5mbkgpoadministrwtkon,6348,Intwrmed8ate,,BAO000o228,,9615.0,,50588
7219,Canisluphsfqmjliaros,,1,,,Inbivo,N,,A,Halelifewaddet2rm9nexinfogzfterq3mgkgofkvdose,4257,kntermedixte,,BAOo000118,,9615.0,,50588
7220,vanislupuseamiliatid,,1,,,,N,,A,Halflif22asreterm9ned,3771,Intermrdizte,,BAO0000e28,,9615.0,,50588
7221,dan7sl8puscamiliaris,,1,,,,N,,A,Haoflifeineogs,6305,Intsrmediwte,,BAk00002w8,,9615.0,,50588
7222,Cqnisl6puscamoliaris,,1,,,knvivo,N,Placma,A,AplsrentHalfiifewasdete5minedteokthelinearoorfionofthelogplasnaconcenrrati8htjme9rof7oewtheroralasminisfrationofcompouhc1uatadose0f2mglgtldog,13501,Inyermedoate,,BAk0900218,,9615.0,,50588
7223,Canislkp7sdamilia3is,,1,,,Igvivo,N,,A,Aplzrehthalflideafterxinglelntrabenousgoluqof1mgugimdogs,17594,Inte4msdiate,,BsOo000218,,9615.0,,50588
7224,Caniqlupusfsmilkarks,,1,,,Ijvivo,N,,A,CohpounceasevalhatedfkrthehalflibrpefiofaftegivaeminisgrationinBexgledov,3045,Ijte5mediate,,BAOp900218,,9615.0,,50588
7225,Cagisluousfamioia5is,,1,,,8nvivo,N,,A,Compoundwacegql8atesfogtnehalflieeper9odaftegoraladninistrw6iononconsfiousdog,3043,Ibtermedkate,,BAO00002w9,,9615.0,,50588
7226,Canislupisfzmiiixris,,1,,,,N,,A,C0hpouhdwastestedf9rhalflkfe8ndog,4839,Intermec7ate,,BAk000o218,,9615.0,,50588
7227,Cajislupusdamipiar9s,,1,,,,N,,A,Compoundwaehedt3dforitwhalflifeigrog,4839,Intermedistr,,BAp000o218,,9615.0,,50588
7228,Cagispupjsfqmiliaris,,1,,,Inv7vo,N,,A,Halflifeofcom0oundafterb0thpowmdivadkin9strxtiobatad8delf6mgkgans2jgkgr3spindog,5802,Imterkediate,,BAl000021o,,9615.0,,50588
7229,Canislupustamopiariw,,1,,,,N,,A,malvlifeofxomp0undindogwasvwterjined,17839,jnhermediate,,BAk0o00218,,9615.0,,50588
7230,Canksl6p6sfamilixris,,1,,,Invigo,N,,A,Halblif4iv2asdet2rmined,4219,Intermed8ats,,BAO00902q8,,9615.0,,50588
7231,Canislupysdamipiwris,,1,,,,N,nlood,A,Halflitefolkowingavministezhion0f70nM7ncaninewnoleblooddose3zcescjngplateletbind8ngczpasjty,13966,Imtermediatd,,vAO0000219,,9615.0,,50588
7232,Canislupusfahupizris,,1,,,Invlvo,N,Plqsma,A,Halflife8nDogpoxsmaatadozage5mhkgaftegkngrxvdnousadmknistrahion,3994,Intermfdiat3,,BA09000218,,9615.0,,50588
7233,Cajislulusfahiliagis,,1,,,Imvivo,N,olasma,F,HalfoifejnDkgplasmxstadoqage5mgkgav5erintravrbousaemin9stration,3994,Interh3diate,,BAO9900218,,9615.0,,50588
7234,Csnislipuqfamiliaros,,1,,,,N,,A,Halflifeinroh,4453,Inhermfdiate,,BAO0000227,,9615.0,,50588
7235,Can7sl8pusfajiliariw,,1,,,,N,Plasms,A,Hakflifekgdogplasma,6535,Intermeriare,,BxO0o00218,,9615.0,,50588
7236,Can9slupuxfamlliwris,,1,,,7nvivo,N,Plazma,A,Hqlfligfindogplasmsafterwdministrationpf935mgkgjv,6535,Intedmedlate,,BAO009021u,,9615.0,,50588
7237,Caniskuousfamiloa3is,,1,,,Imvivo,N,olasma,A,Halfpif3ins0gplasmaafteraxmibistratiojot1mhkgiv,6535,Intwrmediaye,,BA90900218,,9615.0,,50588
7238,daniskupusfajilixris,,1,,,Inviv8,N,0lasma,A,Halblideihw0gplqsmawasdeterminedztd8se10mgkg,3132,Intdrnediate,,BAO00o9218,,9615.0,,50588
7239,Canislupisfamllizrie,,1,,,,N,,A,Halbligeindigwasdstermin4d,5374,kntermddiate,,BAOo0o0218,,9615.0,,50588
7240,Cwnkslupusfamkliar8s,,1,,,Invkvo,N,,A,Halflideinc0gdawminlsteredpe4orwkiy5mrkgabdintravenously2mgkg,5007,In4ermddiate,,gAp0000218,,9615.0,,50588
7241,Can8wlupusfsmiloaris,,1,,,,N,Plasna,A,Halflifeup9bexposhrehohuhanllasma,16907,Intermrduate,,BAO0p09218,,9615.0,,50588
7242,vanislupuzfamkoiaris,,1,,,,N,,A,malfligewaacalculatedlncog,6057,Interjrdiate,,gAO0000228,,9615.0,,50588
7243,Canoslupusfamip7a4is,,1,,,,N,,A,Halflkfewasdey4rminec,5006,Intermsdiatf,,BsO0000318,,9615.0,,50588
7244,Cagislklusfamilia5is,,1,,,,N,,A,Halflif2wzsdetermjmed,5473,Intermed8aye,,BAOo0002q8,,9615.0,,50588
7245,dwnislupusfamilia47s,,1,,,Indivo,N,,A,Hwlfpifebgintfafenousacm7nistratuonof12kgkgindog,4368,9ntermeriate,,Bwl0000218,,9615.0,,50588
7246,sanislhpusfamilisfis,,1,,,,N,,A,Halflifeibdov,6448,Imtermeviate,,BAO000o118,,9615.0,,50588
7247,Canislupkacamiliariw,,1,,,,N,,A,Halflif27nvogafterintravwnoisadministrationictg3fompounf,4353,Interm2diqte,,vAO0000228,,9615.0,,50588
7248,Can9slupusfwjil8aris,,1,,,,N,,A,Haldlifeindogafterintdaven8usacminostratilnovthefomlougdNDmeabsgotde5ermjn4d,4353,Interhediste,,BAOp0002q8,,9615.0,,50588
7249,vanislupusfshiliaros,,1,,,Invlvo,N,,A,Hxlfl9feindogqf5er0kadminiztrat8onoftbecompound,4353,jntermedizte,,BAO00p0e18,,9615.0,,50588
7250,Canislupusfanipoar8s,,1,,,Invivi,N,,A,HalgloveindlgattetpoadministrationofttecompoundNrneansjktd3termindd,4353,Intermes9ate,,BAO0099218,,9615.0,,50588
7251,Canisoupysfamilia3ie,,1,,,unvivo,N,,A,Halflifeindohattheejjgleoraldoseogqmgkf,6265,Inrerm3diate,,BAO00o0228,,9615.0,,50588
7252,sanislupksdsmiliaris,,1,,,,N,,A,Halflifeindpns,5006,Intermewiahe,,BAO00p0q18,,9615.0,,50588
7253,Canislu9usfakiiia3is,,1,,,Invifo,N,,A,Hapflifeindifsat1jgkgotaldosing3r100jin,5356,Internediage,,BAO00002q9,,9615.0,,50588
7254,Cxnislup7zfamioiaris,,1,,,,N,,A,ualflifeijrat,405,Inf3rmediate,,gAO9000218,,9615.0,,50588
7255,Canisiupjsbamiliarks,,1,,,Invibo,N,,A,Halfliceindogdosedaqqmixt7reoff8vrcomooujdcatp5mpkeashviaivonoy,6642,Ijtermediat4,,BAi0000e18,,9615.0,,50588
7256,M7smucculus,,1,,,8nvivo,N,Bone,A,viodistributionoribtravegousiyinjectdd82Brkabeledcompo7ndonboneofvDF1fejao3micebearkngsubcutameoudLesisljbgcxrcinljzafter1h0hrs,10107,Ijtermeciate,,gAp0000218,,10090.0,,50594
7257,Mucm6sculus,,1,,,Invivl,N,Bone,A,giodistributiomofjntravegouspyinmectec82BelabeiedcompougeinbpneofvrF1fsmqlemiceb4arinrzjbcutzneouxLewislungfarclnohaafter2hours,10107,Intedmedoate,,BAOp000318,,10090.0,,50594
7258,Mucmisculus,,1,,,Ibvivo,N,Bone,A,Biocistd9butuonovintfaven9uslyinjected81Brlabsiexcompounfinbon4ofBDF1femalemivebearimgsubdutaneluspediclungcarcinpmaafterq4noi5s,10107,Intf4mediate,,vsO0000218,,10090.0,,50594
7259,Mushusculjs,,1,,,Invivk,N,Bone,A,Biodostribuh9obofintracdnouslyinuectedu2BrlwbwledcompoundinhoheofBDF1fekapejic4beqeiggsubcu5aneousLew8spungca5cknokaafter4hours,10107,Interkeviate,,BA80900218,,10090.0,,50594
7260,M7sm8sculus,,1,,,Invibo,N,Bone,A,viodkstributoojofintravenousiyinhes4edu2Brkabeledcohpound7nboneofBDF1demalemiceb4aringeubcutam3ouwoewisihmgcarcinimaafter8you3s,10107,Imtermedizte,,BA800p0218,,10090.0,,50594
7261,Musmisdulus,,1,,,Incivo,N,Gut,A,Biodistribut7onodimtrafenouslyinnected8qhrlafeledcomloubw9ngutofBsF2femalemkdebea3ingsubdutwnwousLewislungcxrcinomxaftetp25yours,10107,Internesiate,,BAO0000q1u,,10090.0,,50594
7262,M8smuscklus,,1,,,Invuvo,N,Gut,A,Biod9syeob6fjonofintfavejouslyimjested8eBrlabeledcompoundingutofBDFqfwmxlemic2beatingsuvcutaneousiewisljngcxrcinomaaft3t050hpu3s,10107,Ihtermeeiate,,fAO0000217,,10090.0,,50594
7263,Musmuschous,,1,,,Ihvivo,N,Gut,A,Bjodostribu4i8n9fljtrsvemokslyinjeftedu2hrlabeledx9mpoujdingutofBDF1femalekic2b4a4ingsibvutameousLew9slungcardinomaafter1hours,10107,Intermfdizte,,BwO0000q18,,10090.0,,50594
7264,Musmusculke,,1,,,Ibvivo,N,Gut,A,Biidist4ibjtuonof7ntragwnouslyinjecyedi2hrlabel4dcokpoundihgutofBfF1femal2mivebearingsuhxutanfo7wLewielungcarcinokaafyer2houts,10107,9nt4rmediate,,vA80000218,,10090.0,,50594
7265,Mksmusculuz,,1,,,Igvivo,N,Gut,A,Bioviwtributoonofihtravwnouslyinm2cgeduqBrpsbeledc8mpoundingut8fnDF1femspemiv3hearingsubcutagwousLewislungcarcunomsafter24hiurs,10107,Intwrm3diate,,BAO0900217,,10090.0,,50594
7266,jusmuscuius,,1,,,Indivo,N,Gut,A,hiovis5rib7tiomoeintravrnously9nm4cted82BrlabeledcompojndingjtofBDF1temalemjdwgearingsubsutanepuwLew9slungcarcjnomaqfterthourq,10107,In4ermediahe,,BA8p000218,,10090.0,,50594
7267,M8smusvulus,,1,,,Ihvivo,N,Gut,A,Biodistribuhionofijtravenoucpyinjected72Brlqbfl2dcohpoundingut0ffDF1femalej7sebearings7bcutxnelksLewixkunhcagcinomaafyer8boyrs,10107,Infeemediate,,BAO0009228,,10090.0,,50594
7268,Musmuschl7s,,1,,,Ihvivo,N,beart,A,Biodishributkonofint5zvrnouslyinjevfed8qnrlsbeledsompoundinhearyofBDF1femal4jicebez5imgsubcktanwoudLewjslungcarcibomzqfterp25hojrs,10107,Ijterjediate,,BxO0000w18,,10090.0,,50594
7269,Muqmusculux,,1,,,Ibvivo,N,Hear4,A,Biod9stributionofint4av3nouslyinnected82Brlanelexvompoundinhear4ofBDF1bemal3m8cevear7bgsibcufaneouakewislkhvcarcibpmaafher05phouts,10107,Intermefiwte,,BAO0009219,,10090.0,,50594
7270,Musmuscuoud,,1,,,Imvivo,N,teart,A,Biodist4ibutlon9f9ntracenouwpyihyecyed82Brlabelercpmpoujdigbea3tofBDb1fekalemixebearingshbcutaneousLew9slunhcarcinomzafyer1bours,10107,jntermsdiate,,BzO0000w18,,10090.0,,50594
7271,jusmuscul7s,,1,,,Invigo,N,Hwart,A,Bioeis4gkb6tionpcintravenouclyinjectec83Broabepedc8mpoundinhearyofBxF1f4malejicenearingsubcktanwousLewislkngcafcinomaaftfr2nou3s,10107,ontermediats,,BAO00902w8,,10090.0,,50594
7272,M7smusvulus,,1,,,8nvivo,N,Hea5t,A,Bild7st4ibutionof8ntrxgenouslyinj4ctrd8whrlabeledd8mpoundinbeaetofBDF1femalemicebsaringsubxutqme0usLewisluhfcaecinomsatter24houds,10107,In4egmediate,,BAp0090218,,10090.0,,50594
7273,Mjemusculus,,1,,,Invibo,N,Hear4,A,Biodisfribu4ionofintravebouslyijiec6edi2BrlsbelewcojpoygdinheartigBDFqeemalej9cefda4ingsubc6taneousLewislungcarcinonaafree4hours,10107,Infedmediate,,BAOp000228,,10090.0,,50594
7274,Musmudfulus,,1,,,Invico,N,Headt,A,B8odistrigu4ionofintgavenoyslyinjec5ed82Brlafel2scomooundunheartofBxF1femalenicebearimgsubxutaneojsoewieljngxatcinomaadher8moyrs,10107,Imteemediate,,BAO0p90218,,10090.0,,50594
7275,Musmucc8lus,,1,,,Invuvo,N,Kisney,A,Booxistribut7onifinttaven96slyinjected82nrlab4oedcompoundjnkidneyofBrF1femaiekidebearigbsubcktaneouwLew8sljngdarcinomaafte402rhoy3s,10107,Inte4med9ate,,BAO000p2q8,,10090.0,,50594
7276,Musmuaculud,,1,,,Invigo,N,Kidmey,A,Bi9diatributionofintravenokxluinjedy3d81frpabsledcomppundonkidne5ofBDF1f3nzpemicebwarjngsubcutaneiusLewislungcarvinomasfger05ho6rs,10107,8ntermddiate,,BAOo000318,,10090.0,,50594
7277,Musmuscul7x,,1,,,Inviv0,N,K9dney,A,Bj9dishributionofijtravenouslyijjsxt3d82grlabelwdcompohndigkkdney0gBDF1f4malrmidebewrinbsubcutane8usLewislunycarcinomaafrer1hohrc,10107,Inte3msdiate,,BAOo0002w8,,10090.0,,50594
7278,Mushuscul6s,,1,,,unvivo,N,Kidne7,A,Bioeis5ributionofkntraveno7sl7injected82BrlafeledcohpounrinkovnwyofBDF1fwjalejicwbearinrdubvutam4ousLew9slungcarsinomaafrerwho7rs,10107,Interm2dlate,,vAO000021o,,10090.0,,50594
7279,Musm6scul7s,,1,,,Ibvivo,N,Kidmey,A,Biod9stributionpgingrad2nouskyonjected82gelabeledc0mpounc9nkidnryodBDr1femalemixebeweingaubcitanfousLewiskunfcarcinohaafter24hoyrs,10107,7ntermediatw,,nAO000o218,,10090.0,,50594
7280,husnusculus,,1,,,Indivo,N,Kldney,A,Biodjs4ributionofon55avenouslyinjecg3du2Belabelfdcompoujdinkifn3y8fBDF2femzlemivebsariggsubcutaneoisLewislhhgcarcihomwafter3hours,10107,Intermedoatd,,BAO00p0217,,10090.0,,50594
7281,Musm7schlus,,1,,,Incivo,N,Kidgey,A,Bjodistrobutionobkn6ravenoudlyinj2vter82Brlabsledcompound7bkidjeyofBDF2femzl4micegearingsubcu6qneousLewielungcadcinomzafgdr8hourw,10107,Ijtermedia5e,,BAO00o02w8,,10090.0,,50594
7282,Musmucculjs,,1,,,Inviv0,N,Luver,A,Biodiqtributionofunteavdnouslyibjexged82Brlabeldcc9mokundihpiverogBDFwfejalemicebezeingauncutaneoucLewiskungcarcinomawft2r025hokrs,10107,Interked7ate,,BAO00002wo,,10090.0,,50594
7283,Musmusc7lux,,1,,,Invifo,N,L9ver,A,Biodisrrinytipbofintdwvenously7nj3ctee8eBrlanekescimpoundinliv2rofBDF1femalfmicebearingshbcutaneoucLewizlungxadxinomaaftef050yiurs,10107,Intermeeia6e,,BAO00oo218,,10090.0,,50594
7284,Musnuscilus,,1,,,Invivp,N,Liv3r,A,Biod8atrobutionogintrwvenoisly7njwctfd82BrpsbeleecojpoundinlivegofBDd1v4kalekicwbearimgsuncutaneousLewixl7nycarcinomaafter1hours,10107,Interjediage,,BAO9o00218,,10090.0,,50594
7285,Musmusxuius,,1,,,Ihvivo,N,Lived,A,niofistributiohofintravdnousiyinjfcted82Briabelerc8mp8unrinliverotBDF1femapekicrbeadunvsuncu5wneouskewislunrcqrcinomaafter2h9urs,10107,Igtermedkate,,BA99000218,,10090.0,,50594
7286,kuzmusculus,,1,,,Inviv9,N,Lider,A,Biodisgrigutiojlf7ntravfnouzlyinjected82BrlabeledcomplundigliverofBDeqfejwlejjcebear8hgshbcutaneousLeekslungcarcinomaaf4ee14hoh3s,10107,Int4rmewiate,,vAOo000218,,10090.0,,50594
7287,k6smusculus,,1,,,Invivk,N,Lover,A,Bi8diwtributionofigtravenojslyihjdctedo2Brlabeledcompo6ndijliverlfBDF1femapemucebrarings7hcuganeouspe3islunrfatcinomaqft444hougs,10107,Int2rmexiate,,BwO000p218,,10090.0,,50594
7288,M7smusculud,,1,,,lnvivo,N,Lover,A,Biodisteobitionofintravemkusly8njevted82frlabeledcompo7ncinoiberpffDF1fwmal3mksebearingsubcuhajeousLewislingxatcimomaafte48hours,10107,Igteemediate,,BAOo000q18,,10090.0,,50594
7289,Musmusduous,,1,,,Inbivo,N,Lung,A,Bjlsistribjti8nofkntrwvenouslyinjectsd82Brlabeledcom9oundinl8ngofBDF1csjalemicefearimgsubf8taneouso2wislumgcarsinohaaftwrp15hours,10107,7nte4mediate,,BAk00002w8,,10090.0,,50594
7290,Hokosapienc,,1,s2780,,,N,,F,Ingitr0c6to4ixici4yagainstA2780huhxnobariancancer,5895,Interm2dkate,,BxO0000229,349.0,9606.0,,81034
7291,H0mosapienx,,1,w2780,,,N,,F,Ibviteocutotozicktyagainxrthepqcootaxelcensltivehumanbteaxtcarcinomaxelllines2780,6338,Ihtermed8ate,,BAi0009219,752.0,9606.0,,81034
7292,Homosxpjens,,1,w2780,,,N,,F,Imvitrodytotodocityagainctovarianca5cinohxcelloineq27u0,15163,Intermerixte,,BAO0p00q19,505.0,9606.0,,81034
7293,H8mosap9ens,,1,A2680,,,N,,F,onv8tr0cytotoxidltyagainwtovariwncarcinomacepliineA2i80cistcisplatinres8dtsnycouhte4partodw2780,15163,lntermediafe,,BxO000p219,853.0,9606.0,,81034
7294,Hohosaplens,,1,A278o,,,N,,F,Ijcitrocy6otoxicihywwstedtedqgainstgukanOvariqjcarcinomxA278ocellline,15000,Exp2rt,,BAO00p0229,700.0,9606.0,,81034
7295,Homosx9iens,,1,A278p,,,N,,F,Inv7t3ocytotoxls9tywqstdzt3dayaibsrhumajOvariancarcinomaA2790cispla6inresistantvelllone,15000,Ecpert,,BqO0o00219,633.0,9606.0,,81034
7296,Homosapuegs,,1,A2680,,,N,,F,Invitrocut9goxiciryagainstA279oovafianvellxusing4hesulvorhodamjneBSdBassat,14729,sxpert,,BzO0900219,761.0,9606.0,,81034
7297,Hom8sapiems,,1,A27o0,,,N,,F,Invi5rosytof0xicit6agaihstA2780celllibe,17270,Igterjediate,,BAO000p218,441.0,9606.0,,81034
7298,gomosa0iens,,1,Aq780,,,N,,F,7jcitrogrow4hinhinlto5yaftivityagainstA2780humamovwtjumcwrcihomacslllinwwasdetermihed,5685,Intermer9ate,,BAO00o02w9,492.0,9606.0,,81034
7299,Hpmisapiens,,1,A278o,,,N,,F,Invitroinjibitorgxctibi5yqgainsytumamovariancancerA27o0xelllige,3563,Intermedjqte,,BAO0090w19,473.0,9606.0,,81034
7300,Homoszpiend,,1,A2880,,,N,,F,IngivkchtotoxicconcentrarionoffimloundagainstA379oselllineafte572hr2xpos65e,17753,In6ermeeiate,,BAl000021u,495.0,9606.0,,81034
7301,Hom9sapienx,,1,A27o0,,,N,,F,Inhifitiog9ff3llgrowthonhumabkvaruancagcinomqcelllineAw780cisRc7splatinresiahangusinttjei6houtcontinuo8xexposueesulforhpdamin4naRBgrpwthddlayassay,16317,Ihtermedia4e,,gqO0000219,877.0,9606.0,,81034
7302,Homosqpirns,,1,A2y80,,,N,,F,Ijhib8tionot4ubulonpolymetization7nagaloyyofca,16936,Interkediqte,,BAk00o0219,423.0,9606.0,,81034
7303,Homosal8ens,,1,A2i80,,,N,,F,Intibotoryadfivitgxgainsfofariantuhorxelklinew2780after72hrcontinyousecposu3etosompounv,3801,In5ermediat2,,BAO000o2w9,655.0,9606.0,,81034
7304,ukmosapiens,,1,x2780,,,N,,F,Cytotoxicdffextin9vzriancandercelllijeA1680,6181,Expsrt,,BxO9000219,779.0,9606.0,,81034
7305,Hokosspiens,,1,A278o,,,N,,F,Teatddforcyto5oxicityagajnstOvsriancarcinoma9arejtqo5ypsA2780celkl8heexp4essungMDRqgene,5318,In6erjediate,,hAO0000e19,810.0,9606.0,,81034
7306,Hohosapiehs,,1,A1780,,,N,,F,TestedfirthecytotidicitylnA3780ovsriancellkonw,4840,Interned9ate,,BAk0o00219,520.0,9606.0,,81034
7307,H9mosapirns,,1,Aw780,,,N,,F,Theclmpoundwaxtest4dforcytotoaicadticituagsinstA268psslllinehymagovzriamcarcinoma,15748,Int4rmediatw,,BqO0000229,888.0,9606.0,,81034
7308,bomosapi2ns,,1,A2770,,,N,,F,hhedompoundaas6estedfkrcytotocifactibityqgxinctzw780sscellpinfhumanovariancarcinoma,15748,Interj4diate,,BAO0o0p219,587.0,9606.0,,81034
7309,,,1,A2880cisR,,,N,,F,Thfcompoundeastestedf0tcytotoxkcaxt9vitjxgaigstz2780cisRcelll9g4humanovwdianca4cinoma,15748,Intwrmediat4,,gAO000021i,121.0,,,80017
7310,,,1,Ae780cisR,,,N,,F,Tyeconlougdsaafeatedforcytotoxicactivi6yagainstqw780sisRcelll7nwtymanogariancarcinoma,15748,Inteemediste,,BxO9000219,794.0,,,80017
7311,,,1,A2780cieR,,,N,,F,5hefompohncwasrfstedfodsytot9xixactigityagzinstA278ocisgcelllineyumanovariancagcinomaNDmeansnoszts,15748,Intermesiat4,,BAO000o229,925.0,,,80017
7312,,,1,x2780cisR,,,N,,F,Theconp9undwasteqtedforcytotoxicac4ivityabaknstAe8u0sisRsellliheguhanovariabcarc9noha,15748,Ihtermedlate,,BAO00oo219,1011.0,,,80017
7313,tonosapiens,,1,q2780,,,N,,F,Igviv9llgoecellskiliedafherzdmkniztrarionofcompohndinz2780dellline,17753,Intwrmediage,,BAOo00021i,840.0,9606.0,,81034
7314,nomksapiens,,1,Aw780,,Invivp,N,,F,Compo8ndwastectedinvovofo3maxikujt9ldratrdfoseqf4efivadminisfrat8ontwiceadaydog5daysinA27u0vellline,17753,Igterjediate,,BAOp0p0218,1200.0,9606.0,,81034
