ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
12754,CHEMBL628553,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12755,CHEMBL628554,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12756,CHEMBL628555,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12757,CHEMBL628556,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12758,CHEMBL628557,Intermediate,Kidney,2113.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12759,CHEMBL628558,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12760,CHEMBL628559,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12761,CHEMBL628560,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12762,CHEMBL874456,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12763,CHEMBL628561,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12764,CHEMBL628562,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12765,CHEMBL628563,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12766,CHEMBL628564,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12767,CHEMBL628565,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12768,CHEMBL631248,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12769,CHEMBL631249,Intermediate,Urine,1088.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12770,CHEMBL627214,Intermediate,Kidney,2113.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12771,CHEMBL874591,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12772,CHEMBL627215,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12773,CHEMBL625471,Intermediate,Feces,1988.0,,7132,,BAO_0000218,,,,50592,N,1,1,
12774,CHEMBL625472,Intermediate,,,,7132,,BAO_0000218,,,,50592,N,1,1,
12775,CHEMBL625473,Intermediate,,,,7132,,BAO_0000218,,,,50592,N,1,1,
12776,CHEMBL625474,Intermediate,,,,13317,,BAO_0000218,,,,50588,N,1,1,
12777,CHEMBL625475,Intermediate,,,,15341,,BAO_0000218,,,,50588,N,1,1,
12778,CHEMBL625476,Intermediate,,,,15341,,BAO_0000218,,,,50597,N,1,1,
12779,CHEMBL625477,Intermediate,,,,15341,,BAO_0000218,,,,50597,N,1,1,
12780,CHEMBL625478,Intermediate,,,,15341,,BAO_0000218,,,,50597,N,1,1,
12781,CHEMBL625479,Intermediate,esophageal tunica muscularis mucosae,,,12801,,BAO_0000218,,,,50597,N,1,1,
12782,CHEMBL625480,Intermediate,esophageal tunica muscularis mucosae,,,12801,,BAO_0000218,,,,50597,N,1,1,
12783,CHEMBL625481,Intermediate,Plasma,1969.0,,14856,,BAO_0000218,,,,50597,N,1,1,
12784,CHEMBL625482,Intermediate,,,,14062,,BAO_0000218,,,,50597,N,1,1,
12785,CHEMBL625483,Intermediate,,,,14062,,BAO_0000218,,,,50597,N,1,1,
12786,CHEMBL625484,Intermediate,,,,14062,,BAO_0000218,,,,50597,N,1,1,
12787,CHEMBL625485,Intermediate,,,,14062,,BAO_0000218,,,,50597,N,1,1,
12788,CHEMBL625486,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50588,N,1,1,
12789,CHEMBL625487,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50597,N,1,1,
12790,CHEMBL625488,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50597,N,1,1,
12791,CHEMBL625489,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50597,N,1,1,
12792,CHEMBL625490,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50597,N,1,1,
12793,CHEMBL625491,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50588,N,1,1,
12794,CHEMBL625492,Intermediate,Plasma,1969.0,,14346,,BAO_0000218,,,,50597,N,1,1,
12795,CHEMBL625493,Intermediate,Plasma,1969.0,,15711,,BAO_0000218,,,,50587,N,1,1,
12796,CHEMBL625494,Intermediate,,,,14886,,BAO_0000218,,,,50597,N,1,1,
12797,CHEMBL625495,Intermediate,,,,14886,,BAO_0000218,,,,50597,N,1,1,
12798,CHEMBL625496,Intermediate,,,,14886,,BAO_0000218,,,,50597,N,1,1,
12799,CHEMBL625497,Autocuration,,,,4115,,BAO_0000100,,,,22229,U,0,1,
12800,CHEMBL625498,Autocuration,,,,13733,,BAO_0000100,,,,22229,U,0,1,
12801,CHEMBL625499,Autocuration,,,,12102,,BAO_0000019,,,,22224,U,0,1,
12802,CHEMBL625500,Autocuration,,,,12676,,BAO_0000100,,,,22229,U,0,1,
12803,CHEMBL625501,Autocuration,,,,13733,,BAO_0000100,,,,22229,U,0,1,
12804,CHEMBL625502,Autocuration,,,,13740,,BAO_0000100,,,,22229,U,0,1,
12805,CHEMBL625503,Autocuration,,,,12766,,BAO_0000100,,,,22229,U,0,1,
12806,CHEMBL625504,Autocuration,,,,2764,,BAO_0000100,,,,22229,U,0,1,
12807,CHEMBL625505,Autocuration,,,,12355,,BAO_0000100,,,,22229,U,0,1,
12808,CHEMBL625506,Autocuration,,,,11314,,BAO_0000100,,,,22229,U,0,1,
12809,CHEMBL625507,Autocuration,,,,12706,,BAO_0000019,,,,22224,U,0,1,
12810,CHEMBL625508,Autocuration,,,,12645,,BAO_0000100,,,,22229,U,0,1,
12811,CHEMBL625509,Autocuration,,,,13668,,BAO_0000100,,,,22229,U,0,1,
12812,CHEMBL625510,Autocuration,,,,12819,,BAO_0000100,,,,22229,U,0,1,
12813,CHEMBL883125,Autocuration,,,,13668,,BAO_0000100,,,,22229,U,0,1,
12814,CHEMBL625511,Autocuration,,,,13017,,BAO_0000100,,,,22229,U,0,1,
12815,CHEMBL874650,Autocuration,,,,2448,,BAO_0000019,,,,22224,U,0,1,
12816,CHEMBL625512,Autocuration,,,,11526,,BAO_0000019,,,,22224,U,0,1,
12817,CHEMBL625513,Autocuration,,,,12426,,BAO_0000019,,,,22224,U,0,1,
12818,CHEMBL625514,Autocuration,,,,2448,,BAO_0000019,,,,22224,U,0,1,
12819,CHEMBL625515,Autocuration,,,,12001,,BAO_0000100,,,,22229,U,0,1,
12820,CHEMBL625516,Autocuration,,,,12426,,BAO_0000100,,,,22229,U,0,1,
12821,CHEMBL625517,Intermediate,,,,13204,,BAO_0000218,,,,50588,N,1,1,
12822,CHEMBL625518,Intermediate,,,,13204,,BAO_0000218,,,,50597,N,1,1,
12823,CHEMBL625519,Intermediate,,,,13889,,BAO_0000218,,,,50594,N,1,1,
12824,CHEMBL625520,Autocuration,,,,13889,,BAO_0000019,,,,22224,U,0,1,
12825,CHEMBL874651,Intermediate,,,,17025,,BAO_0000218,,,,50588,N,1,1,
12826,CHEMBL625521,Autocuration,,,,17025,,BAO_0000218,,,,22224,U,0,1,
12827,CHEMBL623171,Intermediate,,,,17025,,BAO_0000218,,,,50592,N,1,1,
12828,CHEMBL623853,Intermediate,,,,17025,,BAO_0000218,,,,50597,N,1,1,
12829,CHEMBL623854,Autocuration,,,,15067,,BAO_0000019,,,,22224,U,0,1,
12830,CHEMBL874405,Autocuration,,,,3091,,BAO_0000100,,,,22224,U,0,1,
12831,CHEMBL623855,Autocuration,,,,15592,,BAO_0000100,,,,22229,U,0,1,
12832,CHEMBL623856,Autocuration,,,,14738,,BAO_0000100,,,,22229,U,0,1,
12833,CHEMBL623857,Autocuration,,,,14738,,BAO_0000100,,,,22224,U,0,1,
12834,CHEMBL623858,Autocuration,,,,14738,,BAO_0000100,,,,22224,U,0,1,
12835,CHEMBL623859,Autocuration,,,,6076,,BAO_0000100,,,,22224,U,0,1,
12836,CHEMBL839829,Autocuration,,,,17840,,BAO_0000100,,,,22229,U,0,1,
12837,CHEMBL623860,Autocuration,,,,13589,,BAO_0000019,,,,22224,U,0,1,
12838,CHEMBL623861,Autocuration,,,,17655,,BAO_0000019,,,,22224,U,0,1,
12839,CHEMBL623862,Autocuration,,,,5867,,BAO_0000019,,,,22224,U,0,1,
12840,CHEMBL874406,Autocuration,,,,5867,,BAO_0000100,,,,22229,U,0,1,
12841,CHEMBL623863,Autocuration,,,,10783,,BAO_0000100,,,,22229,U,0,1,
12842,CHEMBL624021,Autocuration,,,,14849,,BAO_0000100,,,,22229,U,0,1,
12843,CHEMBL624022,Intermediate,Adrenal medulla,1236.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12844,CHEMBL624023,Intermediate,Adrenal medulla,1236.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12845,CHEMBL624024,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12846,CHEMBL624025,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12847,CHEMBL624026,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12848,CHEMBL624027,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12849,CHEMBL624028,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12850,CHEMBL624029,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12851,CHEMBL624030,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12852,CHEMBL624031,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12853,CHEMBL624032,Intermediate,Intestine,160.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12854,CHEMBL874407,Intermediate,Intestine,160.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12855,CHEMBL624033,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12856,CHEMBL624034,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12857,CHEMBL624035,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12858,CHEMBL624036,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12859,CHEMBL624037,Intermediate,Muscle tissue,2385.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12860,CHEMBL624038,Intermediate,Muscle tissue,2385.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12861,CHEMBL624039,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12862,CHEMBL624040,Intermediate,,,,8170,,BAO_0000218,,,,50588,N,1,1,
12863,CHEMBL624041,Intermediate,Intestine,160.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12864,CHEMBL624042,Intermediate,Intestine,160.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12865,CHEMBL624043,Intermediate,Spleen,2106.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12866,CHEMBL624044,Intermediate,Spleen,2106.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12867,CHEMBL624045,Intermediate,Stomach,945.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12868,CHEMBL624046,Intermediate,Stomach,945.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12869,CHEMBL624047,Intermediate,Thyroid gland,2046.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12870,CHEMBL624048,Intermediate,Thyroid gland,2046.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12871,CHEMBL874408,Intermediate,Urine,1088.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12872,CHEMBL624049,Intermediate,Urine,1088.0,,8170,,BAO_0000218,,,,50588,N,1,1,
12873,CHEMBL624050,Autocuration,Plasma,1969.0,,14283,,BAO_0000218,,,,22224,U,0,1,
12874,CHEMBL624051,Autocuration,,,,5623,,BAO_0000019,,,,22224,U,0,1,
12875,CHEMBL623278,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12876,CHEMBL623279,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12877,CHEMBL623280,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12878,CHEMBL623963,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12879,CHEMBL623964,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12880,CHEMBL623965,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12881,CHEMBL623966,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12882,CHEMBL874415,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12883,CHEMBL623967,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12884,CHEMBL623968,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12885,CHEMBL623969,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12886,CHEMBL628409,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12887,CHEMBL628410,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12888,CHEMBL628411,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12889,CHEMBL628412,Intermediate,,,,13477,,BAO_0000218,,,,50597,N,1,1,
12890,CHEMBL628413,Autocuration,,,,12553,,BAO_0000019,,,,22224,U,0,1,
12891,CHEMBL628414,Autocuration,Plasma,1969.0,,14548,,BAO_0000019,,,,22224,U,0,1,
12892,CHEMBL628415,Intermediate,,,,14393,,BAO_0000218,,,,50597,N,1,1,
12893,CHEMBL628416,Intermediate,,,,14393,,BAO_0000218,,,,50597,N,1,1,
12894,CHEMBL628417,Intermediate,,,,14393,,BAO_0000218,,,,50597,N,1,1,
12895,CHEMBL874908,Intermediate,Liver,2107.0,,14393,,BAO_0000218,,,,50597,N,1,1,
12896,CHEMBL628418,Intermediate,,,,14393,,BAO_0000218,,,,50597,N,1,1,
12897,CHEMBL628419,Intermediate,Muscle tissue,2385.0,,14393,,BAO_0000218,,,,50597,N,1,1,
12898,CHEMBL628420,Intermediate,,,,14393,,BAO_0000218,,,,50597,N,1,1,
12899,CHEMBL628421,Autocuration,,,,1629,,BAO_0000019,,,,22224,U,0,1,
12900,CHEMBL626726,Autocuration,,,,8194,,BAO_0000100,,,,22229,U,0,1,
12901,CHEMBL626727,Autocuration,,,,8194,,BAO_0000100,,,,22229,U,0,1,
12902,CHEMBL626728,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12903,CHEMBL626729,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12904,CHEMBL626730,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12905,CHEMBL626731,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12906,CHEMBL626732,Intermediate,Blood,178.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12907,CHEMBL626733,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12908,CHEMBL626734,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12909,CHEMBL626735,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12910,CHEMBL874909,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12911,CHEMBL626736,Intermediate,Heart,948.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12912,CHEMBL626737,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12913,CHEMBL630999,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12914,CHEMBL631000,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12915,CHEMBL631001,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12916,CHEMBL631002,Intermediate,Kidney,2113.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12917,CHEMBL631003,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12918,CHEMBL631004,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12919,CHEMBL631005,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12920,CHEMBL631006,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12921,CHEMBL631007,Intermediate,Liver,2107.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12922,CHEMBL631008,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12923,CHEMBL631009,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12924,CHEMBL631010,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12925,CHEMBL631011,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12926,CHEMBL631012,Intermediate,Lung,2048.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12927,CHEMBL630271,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12928,CHEMBL630272,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12929,CHEMBL630273,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12930,CHEMBL630274,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12931,CHEMBL630275,Intermediate,Thyroid gland,2046.0,,8594,,BAO_0000218,,,,50597,N,1,1,
12932,CHEMBL875782,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12933,CHEMBL630276,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12934,CHEMBL630277,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12935,CHEMBL630278,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12936,CHEMBL630279,Intermediate,,,,8594,,BAO_0000218,,,,50597,N,1,1,
12937,CHEMBL630280,Autocuration,,,,8151,,BAO_0000019,,,,22224,U,0,1,
12938,CHEMBL630281,Autocuration,,,,8151,,BAO_0000019,,,,22224,U,0,1,
12939,CHEMBL630282,Intermediate,,,,7132,,BAO_0000218,,,,50592,N,1,1,
12940,CHEMBL630283,Intermediate,,,,7132,,BAO_0000218,,,,50592,N,1,1,
12941,CHEMBL630284,Autocuration,,,,5797,,BAO_0000019,,,,22224,U,0,1,
12942,CHEMBL630285,Autocuration,,,,7849,,BAO_0000019,,,,22224,U,0,1,
12943,CHEMBL630286,Autocuration,,,Microsomes,14220,,BAO_0000251,,,,22224,U,0,1,
12944,CHEMBL630069,Intermediate,,,,8650,,BAO_0000218,,,,50592,N,1,1,
12945,CHEMBL630070,Intermediate,,,,8650,,BAO_0000218,,,,50592,N,1,1,
12946,CHEMBL630071,Intermediate,,,,8650,,BAO_0000218,,,,50592,N,1,1,
12947,CHEMBL630072,Intermediate,,,,8650,,BAO_0000218,,,,50592,N,1,1,
12948,CHEMBL875110,Intermediate,,,,8650,,BAO_0000218,,,,50592,N,1,1,
12949,CHEMBL630073,Intermediate,,,,7116,,BAO_0000218,,,,50597,N,1,1,
12950,CHEMBL630074,Autocuration,,,,14131,,BAO_0000019,,,,22224,U,0,1,
12951,CHEMBL630075,Autocuration,,,,7415,,BAO_0000218,,,,22224,U,0,1,
12952,CHEMBL630076,Autocuration,,,,13178,,BAO_0000019,,,,22224,U,0,1,
12953,CHEMBL630077,Autocuration,,,,8815,,BAO_0000100,,,,22229,U,0,1,
12954,CHEMBL630078,Autocuration,,,,1450,,BAO_0000100,,,,22229,U,0,1,
12955,CHEMBL630079,Autocuration,,,,1450,,BAO_0000100,,,,22229,U,0,1,
12956,CHEMBL630080,Autocuration,,,,1450,,BAO_0000100,,,,22229,U,0,1,
12957,CHEMBL630081,Autocuration,,,,1450,,BAO_0000100,,,,22229,U,0,1,
12958,CHEMBL630082,Autocuration,,,,12711,,BAO_0000019,,,,22224,U,0,1,
12959,CHEMBL630083,Autocuration,,,,12711,,BAO_0000019,,,,22224,U,0,1,
12960,CHEMBL630084,Autocuration,,,,12711,,BAO_0000019,,,,22224,U,0,1,
12961,CHEMBL629198,Autocuration,,,,15032,,BAO_0000100,,,,22229,U,0,1,
12962,CHEMBL629199,Autocuration,,,,9964,,BAO_0000100,,,,22229,U,0,1,
12963,CHEMBL629200,Autocuration,,,,14962,,BAO_0000100,,,,22229,U,0,1,
12964,CHEMBL629201,Intermediate,,,,12487,,BAO_0000218,,,,50588,N,1,1,
12965,CHEMBL629202,Intermediate,,,,12487,,BAO_0000218,,,,50588,N,1,1,
12966,CHEMBL875111,Intermediate,,,,10026,,BAO_0000218,,,,50587,N,1,1,
12967,CHEMBL629203,Intermediate,,,,10026,,BAO_0000218,,,,50587,N,1,1,
12968,CHEMBL629204,Intermediate,,,,10026,,BAO_0000218,,,,50587,N,1,1,
12969,CHEMBL629205,Intermediate,,,,10026,,BAO_0000218,,,,50587,N,1,1,
12970,CHEMBL629206,Intermediate,,,,10026,,BAO_0000218,,,,50587,N,1,1,
12971,CHEMBL631185,Autocuration,,,,10026,,BAO_0000019,,,,22224,U,0,1,
12972,CHEMBL631186,Intermediate,,,,7415,,BAO_0000218,,,,50597,N,1,1,
12973,CHEMBL631187,Intermediate,,,,17025,,BAO_0000218,,,,50592,N,1,1,
12974,CHEMBL631188,Intermediate,,,,17025,,BAO_0000218,,,,50592,N,1,1,
12975,CHEMBL876419,Autocuration,,,,10184,,BAO_0000019,,,,22224,U,0,1,
12976,CHEMBL631189,Autocuration,,,,10184,,BAO_0000019,,,,22224,U,0,1,
12977,CHEMBL631190,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12978,CHEMBL631191,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12979,CHEMBL631192,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12980,CHEMBL632400,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12981,CHEMBL630564,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12982,CHEMBL630565,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12983,CHEMBL630566,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12984,CHEMBL631229,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12985,CHEMBL631230,Intermediate,,,,8613,,BAO_0000218,,,,50602,N,1,1,
12986,CHEMBL876428,Autocuration,,,,6030,,BAO_0000100,,,,22229,U,0,1,
12987,CHEMBL631231,Autocuration,,,,6147,,BAO_0000100,,,,22229,U,0,1,
12988,CHEMBL631232,Autocuration,,,,14556,,BAO_0000100,,,,22229,U,0,1,
12989,CHEMBL631233,Autocuration,,,,768,,BAO_0000019,,,,22224,U,0,1,
12990,CHEMBL631234,Autocuration,,,,14452,,BAO_0000100,,,,22229,U,0,1,
12991,CHEMBL883126,Autocuration,,,,5237,,BAO_0000019,,,,22224,U,0,1,
12992,CHEMBL631235,Autocuration,,,,14378,,BAO_0000100,,,,22224,U,0,1,
12993,CHEMBL631236,Autocuration,,,,14418,,BAO_0000100,,,,22224,U,0,1,
12994,CHEMBL631237,Autocuration,,,,5249,,BAO_0000019,,,,22224,U,0,1,
12995,CHEMBL631238,Autocuration,,,,14621,,BAO_0000100,,,,22229,U,0,1,
12996,CHEMBL876429,Autocuration,,,,12542,,BAO_0000100,,,,22229,U,0,1,
12997,CHEMBL631414,Autocuration,,,,12542,,BAO_0000019,,,,22224,U,0,1,
12998,CHEMBL631415,Autocuration,,,,12542,,BAO_0000100,,,,22224,U,0,1,
12999,CHEMBL631416,Autocuration,,,,15462,,BAO_0000100,,,,22229,U,0,1,
13000,CHEMBL631417,Autocuration,,,,14884,,BAO_0000019,,,,22224,U,0,1,
13001,CHEMBL631418,Autocuration,,,,16526,,BAO_0000100,,,,22229,U,0,1,
13002,CHEMBL631419,Autocuration,,,,13693,,BAO_0000100,,,,22229,U,0,1,
13003,CHEMBL631420,Autocuration,,,,13693,,BAO_0000019,,,,22224,U,0,1,
13004,CHEMBL631421,Autocuration,,,,13779,,BAO_0000100,,,,22229,U,0,1,
13005,CHEMBL631422,Autocuration,,,,14772,,BAO_0000100,,,,22229,U,0,1,
13006,CHEMBL631423,Autocuration,,,,14393,,BAO_0000100,,,,22229,U,0,1,
13007,CHEMBL876430,Intermediate,Plasma,1969.0,,14793,,BAO_0000218,,,,50597,N,1,1,
13008,CHEMBL631424,Intermediate,Plasma,1969.0,,14793,,BAO_0000218,,,,50597,N,1,1,
13009,CHEMBL631425,Intermediate,Plasma,1969.0,,13744,,BAO_0000218,,,,50588,N,1,1,
13010,CHEMBL631426,Autocuration,Plasma,1969.0,,13744,,BAO_0000218,,,,22224,U,0,1,
13011,CHEMBL631427,Intermediate,Plasma,1969.0,,13744,,BAO_0000218,,,,50594,N,1,1,
13012,CHEMBL631428,Intermediate,Plasma,1969.0,,13207,,BAO_0000218,,,,50588,N,1,1,
13013,CHEMBL631429,Intermediate,Liver,2107.0,Microsomes,5669,,BAO_0000218,,,,50797,N,1,1,
13014,CHEMBL631430,Intermediate,Liver,2107.0,Microsomes,5669,,BAO_0000218,,,,50588,N,1,1,
13015,CHEMBL631431,Intermediate,Liver,2107.0,Microsomes,5669,,BAO_0000218,,,,50597,N,1,1,
13016,CHEMBL631432,Intermediate,Plasma,1969.0,,4853,,BAO_0000218,,,,50797,N,1,1,
13017,CHEMBL631433,Intermediate,,,,16452,,BAO_0000218,,,,50588,N,1,1,
13018,CHEMBL631434,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
13019,CHEMBL631435,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
13020,CHEMBL631436,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
13021,CHEMBL631437,Autocuration,,,,11954,,BAO_0000218,,,,22224,U,0,1,
13022,CHEMBL631438,Intermediate,,,,5669,,BAO_0000218,,,,50597,N,1,1,
13023,CHEMBL876431,Intermediate,,,,5669,,BAO_0000218,,,,50797,N,1,1,
13024,CHEMBL631439,Intermediate,,,,5669,,BAO_0000218,,,,50588,N,1,1,
13025,CHEMBL631440,Intermediate,,,,13662,,BAO_0000218,,,,50597,N,1,1,
13026,CHEMBL631441,Autocuration,,,,8272,,BAO_0000019,,,,22224,U,0,1,
13027,CHEMBL631442,Autocuration,,,,13410,,BAO_0000019,,,,22224,U,0,1,
13028,CHEMBL626525,Autocuration,,,,13410,,BAO_0000019,,,,22224,U,0,1,
13029,CHEMBL627168,Autocuration,,,,12628,,BAO_0000019,,,,22224,U,0,1,
13030,CHEMBL875618,Autocuration,,,,9675,,BAO_0000019,,,,22224,U,0,1,
13031,CHEMBL626612,Autocuration,,,,12628,,BAO_0000019,,,,22224,U,0,1,
13032,CHEMBL626613,Autocuration,,,,12766,,BAO_0000019,,,,22224,U,0,1,
13033,CHEMBL626614,Autocuration,,,,7849,,BAO_0000019,,,,22224,U,0,1,
13034,CHEMBL626615,Autocuration,,,,12187,,BAO_0000218,,,,22224,U,0,1,
13035,CHEMBL626616,Autocuration,,,,2040,,BAO_0000019,,,,22224,U,0,1,
13036,CHEMBL626617,Autocuration,,,,2040,,BAO_0000019,,,,22224,U,0,1,
13037,CHEMBL626618,Intermediate,Plasma,1969.0,,14180,,BAO_0000218,,,,50588,N,1,1,
13038,CHEMBL626619,Intermediate,Plasma,1969.0,,14180,,BAO_0000218,,,,50597,N,1,1,
