ASI,SI,ASSTY,CONFSCO,ASSCETY,SRASSI,ASTET,T,Descr,TII,ASSORG,ASSSTR,CEI,ASCATE,ASSTAI,RELATY,CURB,CHI,BFO,VARII
13055,1,P,0,,,,22229,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,,,,,U,Autocuration,CHEMBL626636,BAO_0000100,
13056,1,P,0,,,,22229,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,,,,,,,U,Autocuration,CHEMBL626637,BAO_0000100,
13057,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL626638,BAO_0000218,
13058,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL626639,BAO_0000218,
13059,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL626640,BAO_0000218,
13060,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL626641,BAO_0000218,
13061,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL627272,BAO_0000218,
13062,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted uM/Kg/day,,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL627273,BAO_0000218,
13063,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.027 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL627441,BAO_0000218,
13064,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.27 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL628355,BAO_0000218,
13065,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 13.3 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL628356,BAO_0000218,
13066,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.7 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL628357,BAO_0000218,
13067,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 22.1 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL628358,BAO_0000218,
13068,1,A,1,,,,50339,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 66.3 (uM/kg/day),,Pneumocystis carinii,,,,4754.0,N,Intermediate,CHEMBL622307,BAO_0000218,
13069,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0,,,,,,,U,Autocuration,CHEMBL622527,BAO_0000019,
13070,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0; Not detectable,,,,,,,U,Autocuration,CHEMBL622528,BAO_0000019,
13071,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4,,,,,,,U,Autocuration,CHEMBL622529,BAO_0000019,
13072,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4; Not detectable,,,,,,,U,Autocuration,CHEMBL622992,BAO_0000019,
13073,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 6 hr. ,,,,,,,U,Autocuration,CHEMBL622993,BAO_0000019,
13074,1,A,0,,,,22224,Conversion rate by hydrolysis of compound in plasma after 6 h; Not detectable,,,,,,,U,Autocuration,CHEMBL622994,BAO_0000019,
13075,1,A,1,,,,50597,"In vitro rate constant, correlation coefficient for the conversion to progesterone in rat liver homogenate",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL622995,BAO_0000218,
13076,1,A,1,,,,50597,"In vitro rate constant, correlation coefficient for the conversion to progesterone in whole rat blood.",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL622996,BAO_0000218,
13077,1,A,1,,,,50597,"In vitro rate constant, correlation coefficient for the disappearance in rat liver homogenate",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL622997,BAO_0000218,
13078,1,A,1,,,,50597,"In vitro rate constant, correlation coefficient for the disappearance in rat brain homogenate",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL622998,BAO_0000218,
13079,1,A,0,,,,22224,Cp max following ip administration at 1 mg/kg,,,,,,,U,Autocuration,CHEMBL622999,BAO_0000218,
13080,1,A,0,,,In vivo,22224,Maximum concentration in plasma was reported at 0.5 hour,1969.0,,,,,,U,Autocuration,CHEMBL623000,BAO_0000218,
13081,1,A,0,,,In vivo,22224,Maximum concentration in plasma was reported at 2 hour,1969.0,,,,,,U,Autocuration,CHEMBL623001,BAO_0000218,
13082,1,A,1,,,,50594,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK3 murine fibrosarcoma cells,,Mus musculus,,,,10090.0,N,Intermediate,CHEMBL623002,BAO_0000218,
13083,1,P,0,,,,22229,Aqueous solubility in 25 mM N-glycyl-glycine and 10 mM MgSO4 (pH 7.8),,,,,,,U,Autocuration,CHEMBL623003,BAO_0000100,
13084,1,A,0,,,,22224,Steady state concentration was evaluated,,,,,,,U,Autocuration,CHEMBL623004,BAO_0000019,
13085,1,A,0,,,,22224,Partition coefficient (logP),,,,,,,U,Autocuration,CHEMBL623005,BAO_0000019,
13086,1,A,0,,,,22224,Partition coefficient (logD7.4),,,,,,,U,Autocuration,CHEMBL623006,BAO_0000019,
13087,1,A,1,,,In vivo,50597,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623007,BAO_0000218,
13088,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,10000001.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623008,BAO_0000218,
13089,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,2037.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL876654,BAO_0000218,
13090,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623009,BAO_0000218,
13091,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623010,BAO_0000218,
13092,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623011,BAO_0000218,
13093,1,A,1,,,In vivo,50597,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,160.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623012,BAO_0000218,
13094,1,A,0,,,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,,,,,,,U,Autocuration,CHEMBL623013,BAO_0000019,
13095,1,A,0,,,,22224,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,,,,,,U,Autocuration,CHEMBL623014,BAO_0000019,
13096,1,A,0,,,,22224,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,1088.0,,,,,,U,Autocuration,CHEMBL623015,BAO_0000019,
13097,1,A,0,,,,22224,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,1088.0,,,,,,U,Autocuration,CHEMBL623016,BAO_0000019,
13098,1,A,0,,,,22224,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,1088.0,,,,,,U,Autocuration,CHEMBL624858,BAO_0000019,
13099,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624859,BAO_0000218,
13100,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624860,BAO_0000218,
13101,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624861,BAO_0000218,
13102,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624862,BAO_0000218,
13103,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624863,BAO_0000218,
13104,1,A,1,,,,50597,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL876655,BAO_0000218,
13105,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL624864,BAO_0000218,
13106,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL624865,BAO_0000218,
13107,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL624866,BAO_0000218,
13108,1,F,1,,,,50588,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,,Canis lupus familiaris,,,,9615.0,N,Expert,CHEMBL624867,BAO_0000218,
13109,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL624868,BAO_0000218,
13110,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628450,BAO_0000218,
13111,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628451,BAO_0000218,
13112,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628452,BAO_0000218,
13113,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628453,BAO_0000218,
13114,1,A,1,,,,50588,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628454,BAO_0000218,
13115,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628455,BAO_0000218,
13116,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628456,BAO_0000218,
13117,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628457,BAO_0000218,
13118,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL877505,BAO_0000218,
13119,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628458,BAO_0000218,
13120,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628459,BAO_0000218,
13121,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628460,BAO_0000218,
13122,1,A,1,,,,50588,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628461,BAO_0000218,
13123,1,B,0,,,,22224,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",,,,,,,U,Autocuration,CHEMBL628462,BAO_0000218,
13124,1,A,1,,,,50588,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,Canis lupus familiaris,,,,9615.0,N,Intermediate,CHEMBL628463,BAO_0000218,
13125,1,F,1,,,,50597,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",,Rattus norvegicus,,,,10116.0,N,Expert,CHEMBL625666,BAO_0000218,
13126,1,B,0,,,,22224,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,,,,,,U,Autocuration,CHEMBL625667,BAO_0000218,
13127,1,A,1,,,,50597,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,Rattus norvegicus,,,,10116.0,N,Expert,CHEMBL625668,BAO_0000218,
13128,1,A,1,,,,50597,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL625669,BAO_0000218,
13129,1,A,0,,,,22224,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,,,,,,,U,Autocuration,CHEMBL625670,BAO_0000019,
13130,1,A,1,,,,50597,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL625671,BAO_0000218,
13131,1,A,1,,,,50602,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL625672,BAO_0000218,
13132,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL625673,BAO_0000218,
13133,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL625674,BAO_0000218,
13134,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL625675,BAO_0000218,
13135,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL627637,BAO_0000218,
13136,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL627638,BAO_0000218,
13137,1,A,1,,,,50602,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,,Human herpesvirus 1,,,,10298.0,N,Intermediate,CHEMBL627639,BAO_0000218,
