assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
5559,CHEMBL621406,1,14425,Intermediate,,"In vitro growth inhibition of A549, lung carcinoma.",F,,Homo sapiens,9606.0,,,A549
5560,CHEMBL621407,1,5228,Expert,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,Homo sapiens,9606.0,,,A549
5561,CHEMBL621408,1,5351,Intermediate,,Cytotoxic activity against human lung cancer A549 cell line was determined,F,,Homo sapiens,9606.0,,,A549
5562,CHEMBL885345,1,12198,Expert,,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,,A549
5563,CHEMBL621409,1,13891,Intermediate,,Cytotoxicity concentration against human lung carcinoma A-549 cell line,F,,Homo sapiens,9606.0,,,A549
5564,CHEMBL876034,1,5677,Expert,,Cytotoxicity in A549 (human carcinoma) cell line.,F,,Homo sapiens,9606.0,,,A549
5565,CHEMBL621410,1,13788,Intermediate,,Cytotoxicity on lung carcinoma (A-549) cell line,F,,Homo sapiens,9606.0,,,A549
5566,CHEMBL621411,1,13384,Expert,,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,F,,Homo sapiens,9606.0,,,A549
5567,CHEMBL621412,1,6726,Intermediate,,Effective dose of compound against replication of A549 cell line was evaluated,F,,Homo sapiens,9606.0,,,A549
5568,CHEMBL621413,1,3455,Expert,,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,,A549
5569,CHEMBL621414,1,5726,Intermediate,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),F,,Homo sapiens,9606.0,,,A549
5570,CHEMBL621415,1,5726,Intermediate,,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,F,,Homo sapiens,9606.0,,,A549
5571,CHEMBL621416,1,3936,Intermediate,,The compound was evaluated for antiproliferative activity against A549 cell line,F,,Homo sapiens,9606.0,,,A549
5572,CHEMBL621417,1,14991,Intermediate,,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,F,,Homo sapiens,9606.0,,,A549
5573,CHEMBL621418,1,5243,Intermediate,,Concentration required for growth inhibition of human lung carcinoma cell line A549,F,,Homo sapiens,9606.0,,,A549
5574,CHEMBL621419,1,12858,Intermediate,,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,F,,Homo sapiens,9606.0,,,A549
5575,CHEMBL621420,1,6776,Intermediate,,Growth inhibition against A549 cell line was evaluated,F,,Homo sapiens,9606.0,,,A549
5576,CHEMBL875823,1,16558,Intermediate,,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,F,,Homo sapiens,9606.0,,,A549
5577,CHEMBL621421,1,4583,Expert,,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,F,,Homo sapiens,9606.0,,,A549
5578,CHEMBL621422,1,13514,Intermediate,,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,F,,Homo sapiens,9606.0,,,A549
5579,CHEMBL884014,1,15166,Expert,,Chemosensitivity against DT-diaphorase rich A549 cell lines,F,,Homo sapiens,9606.0,,,A549
5580,CHEMBL621423,1,13873,Intermediate,,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5581,CHEMBL621424,1,6447,Expert,,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,Homo sapiens,9606.0,,,A549
5582,CHEMBL621425,1,2068,Intermediate,,In vitro antitumor activity against A549 (lung) human tumor cell lines.,F,,Homo sapiens,9606.0,,,A549
5583,CHEMBL621426,1,1863,Expert,,In vitro cytotoxic activity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,,A549
5584,CHEMBL621427,1,13873,Intermediate,,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5585,CHEMBL621428,1,13873,Intermediate,,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5586,CHEMBL621429,1,13873,Expert,,Tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5587,CHEMBL621430,1,579,Intermediate,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),F,,Homo sapiens,9606.0,,,A549
5588,CHEMBL621431,1,579,Intermediate,,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,F,,Homo sapiens,9606.0,,,A549
5589,CHEMBL621432,1,4584,Intermediate,,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,F,,Homo sapiens,9606.0,,,A549
5590,CHEMBL621433,1,5421,Expert,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,,A549
5591,CHEMBL875824,1,5421,Intermediate,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,,A549
5592,CHEMBL621434,1,5421,Intermediate,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,Homo sapiens,9606.0,,,A549
5593,CHEMBL621435,1,5421,Intermediate,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,F,,Homo sapiens,9606.0,,,A549
5594,CHEMBL621436,1,14188,Intermediate,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5595,CHEMBL621437,1,14188,Intermediate,,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,F,,Homo sapiens,9606.0,,,A549
5596,CHEMBL621438,1,15354,Intermediate,,Compound was tested for the growth inhibition of A549 lung tumor cell line,F,,Homo sapiens,9606.0,,,A549
5597,CHEMBL621439,1,14253,Expert,,Growth inhibition of human non-small-lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,,A549
5598,CHEMBL621440,1,13873,Intermediate,,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,,A549
5599,CHEMBL621441,1,3043,Intermediate,,Oral bioavailability in dog (conscious),A,In vivo,Canis lupus familiaris,9615.0,,,
5600,CHEMBL621442,1,3045,Intermediate,,Compound was evaluated for the oral bioavailability after oral administration in dog.,A,In vivo,Canis lupus familiaris,9615.0,,,
5601,CHEMBL621443,1,3022,Intermediate,,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5602,CHEMBL621444,1,4453,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5603,CHEMBL625133,1,1696,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5604,CHEMBL625134,1,5045,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5605,CHEMBL625135,1,5356,Intermediate,,Oral bioavailability in dog (fasted),A,In vivo,Canis lupus familiaris,9615.0,,,
5606,CHEMBL625136,1,17764,Intermediate,,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5607,CHEMBL625137,1,6448,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5608,CHEMBL625138,1,1475,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5609,CHEMBL625139,1,3788,Intermediate,,Percent bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5610,CHEMBL872264,1,3639,Intermediate,,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5611,CHEMBL625140,1,13397,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5612,CHEMBL624436,1,2137,Intermediate,,The compound was evaluated for bioavailability in dogs; 34-44,A,In vivo,Canis lupus familiaris,9615.0,,,
5613,CHEMBL624437,1,2959,Intermediate,,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,,
5614,CHEMBL872261,1,6448,Intermediate,,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5615,CHEMBL624438,1,6084,Intermediate,,8 hour trough Blood level in dog was measured after administration of compound,A,,Canis lupus familiaris,9615.0,,,
5616,CHEMBL624439,1,3639,Intermediate,,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,A,In vivo,Canis lupus familiaris,9615.0,,Plasma,
5617,CHEMBL624440,1,6316,Intermediate,,C24 after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,,
5618,CHEMBL624441,1,5238,Intermediate,,Clearance after oral and iv dosing in dogs,A,,Canis lupus familiaris,9615.0,,,
5619,CHEMBL624442,1,17796,Intermediate,,Clearance of the drug was measured in the plasma of dog,A,,Canis lupus familiaris,9615.0,,Plasma,
5620,CHEMBL624443,1,2652,Intermediate,,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,A,,Canis lupus familiaris,9615.0,,,
5621,CHEMBL624444,1,5654,Intermediate,,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5622,CHEMBL624445,1,6621,Intermediate,,Clearance of compound was determined in dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5623,CHEMBL624446,1,6505,Intermediate,,Clearance on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5624,CHEMBL624447,1,5802,Intermediate,,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5625,CHEMBL624448,1,17267,Intermediate,,Plasma clearance in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5626,CHEMBL624449,1,4521,Intermediate,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5627,CHEMBL624450,1,6535,Intermediate,,Plasma clearance in dog after administration of 0.25 mg/kg iv,A,In vivo,Canis lupus familiaris,9615.0,,,
5628,CHEMBL875942,1,6535,Intermediate,,Plasma clearance in dog after administration of 1 mg/kg iv,A,In vivo,Canis lupus familiaris,9615.0,,,
5629,CHEMBL624451,1,6535,Intermediate,,Plasma clearance in dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5630,CHEMBL624452,1,5542,Intermediate,,Plasma clearance by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5631,CHEMBL624453,1,5199,Intermediate,,Plasma clearance was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,Canis lupus familiaris,9615.0,,,
5632,CHEMBL624454,1,16907,Intermediate,,Plasma clearance after 15 mg/kg iv dose in Dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5633,CHEMBL624455,1,16907,Intermediate,,Plasma clearance after 30 mg/kg po dose in Dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5634,CHEMBL624456,1,16367,Intermediate,,Plasma administration to dogs,A,In vivo,Canis lupus familiaris,9615.0,,,
5635,CHEMBL624457,1,5505,Intermediate,,Plasma clearance was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5636,CHEMBL624458,1,6215,Intermediate,,Systemic clearance after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5637,CHEMBL624459,1,1466,Intermediate,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5638,CHEMBL624460,2,5007,Intermediate,,Intrinsic clearance in human liver microsomes,A,In vitro,Homo sapiens,9606.0,,Liver,
5639,CHEMBL624461,2,5007,Intermediate,,Intrinsic clearance in human liver microsomes,A,In vitro,Homo sapiens,9606.0,,Liver,
5640,CHEMBL875943,1,16452,Intermediate,,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,Canis lupus familiaris,9615.0,,,
5641,CHEMBL624462,1,16452,Intermediate,,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,Canis lupus familiaris,9615.0,,,
5642,CHEMBL624463,1,16452,Intermediate,,Clearance in dog (dose 1 mg/kg i.v.),A,In vivo,Canis lupus familiaris,9615.0,,,
5643,CHEMBL624464,1,6221,Intermediate,,Plasma clearance after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5644,CHEMBL624465,1,5007,Intermediate,,Plasma clearance in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,Canis lupus familiaris,9615.0,,,
5645,CHEMBL624466,1,5668,Intermediate,,Plasma clearance after peroral administration at 10 mpk in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5646,CHEMBL624467,1,5668,Intermediate,,Plasma clearance after peroral administration at 5 mpk in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5647,CHEMBL624468,1,5668,Intermediate,,Plasma clearance after peroral administration at 5 mg/kg in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5648,CHEMBL624469,1,15660,Intermediate,,Plasma clearance was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5649,CHEMBL624470,1,15660,Intermediate,,Plasma clearance was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5650,CHEMBL624471,1,5983,Intermediate,,Pharmacokinetic property (CLtot) was measured in dog at the dose of 0.032 mg/kg i.v.,A,In vivo,Canis lupus familiaris,9615.0,,,
5651,CHEMBL624472,1,5600,Intermediate,,Total clearance was determined after 0.1 mg/kg iv administration in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5652,CHEMBL622775,1,17764,Intermediate,,Clearance of compound after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5653,CHEMBL622776,1,6039,Intermediate,,Clearance after intravenous administration of 0.5 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5654,CHEMBL622777,1,6039,Intermediate,,Clearance after intravenous administration of 1.0 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5655,CHEMBL622778,1,6039,Intermediate,,Clearance after peroral administration of 0.2 mg/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,,
5656,CHEMBL622779,1,4368,Intermediate,,Clearance by intravenous administration of 1.2 mg/kg in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5657,CHEMBL622780,1,4305,Intermediate,,Clearance by iv administration in dogs at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5658,CHEMBL622781,1,1918,Intermediate,,Clearance value was evaluated in dog plasma,A,In vivo,Canis lupus familiaris,9615.0,,Plasma,
5659,CHEMBL622782,1,6005,Intermediate,,Clearance was evaluated after i.v. administration in dog at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
5660,CHEMBL622783,1,4839,Intermediate,,Compound was tested for plasma clearance in dog,A,In vivo,Canis lupus familiaris,9615.0,,Plasma,
5661,CHEMBL622784,1,4239,Intermediate,,Pharmacokinetic property (Plasma clearance) was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
5662,CHEMBL622785,1,17729,Intermediate,,Area under curve when injected perorally in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,,
5663,CHEMBL622786,1,17728,Intermediate,,Area under curve when injected perorally in BALB/C mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,,
5664,CHEMBL622787,1,5302,Intermediate,,Area under curve value in mouse at a dose of 10 mg/kg,A,,Mus musculus,10090.0,,,
5665,CHEMBL875949,1,5506,Intermediate,,Area under curve was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,,
5666,CHEMBL622788,1,5506,Intermediate,,Area under curve was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,,
5667,CHEMBL622789,1,17764,Intermediate,,Area under curve was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,,Mus musculus,10090.0,,,
5668,CHEMBL622790,1,17764,Intermediate,,Area under curve was determined for compound after intraperitoneal administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,,
5669,CHEMBL622791,1,17764,Intermediate,,Area under curve was determined for compound after intraperitoneal administration in mice at 25 uM/kg,F,,Mus musculus,10090.0,,,
5670,CHEMBL622792,1,17764,Intermediate,,Area under curve was determined for compound after intraperitoneal administration in mice at 26 uM/kg,F,,Mus musculus,10090.0,,,
5671,CHEMBL622793,1,17764,Intermediate,,Area under curve was determined for compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,,
5672,CHEMBL622794,1,17753,Intermediate,,Area under curve was determined for the compound at 24 mg/Kg,A,,Mus musculus,10090.0,,,
5673,CHEMBL622795,1,17753,Intermediate,,Area under curve was determined for the compound at 40 mg/Kg,A,,Mus musculus,10090.0,,,
5674,CHEMBL621803,1,17753,Intermediate,,Area under curve was determined for the compound at 5 mg/Kg,A,,Mus musculus,10090.0,,,
5675,CHEMBL621804,1,3132,Intermediate,,Area under the curve for the compound is obtained at dose 25 mg/kg,A,,Mus musculus,10090.0,,,
5676,CHEMBL621805,1,3132,Intermediate,,Area under the curve for the compound was obtained when tested in mouse,A,,Mus musculus,10090.0,,,
5677,CHEMBL621806,1,17837,Intermediate,,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,,
