assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
13680,CHdMBL6w9214,kntermediqte,Uribe,306308.0,,8133,,vAO000p218,,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 6.9mg/kg, po",A,,,Rattus norvegicus,10116.0
13681,CHwjBL629215,Interm3diatf,Urinf,3381.0,,8133,,BAO0900228,,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 69.2 mg/kg, po",A,,,Rattus norvegicus,10116.0
13682,CHEMhL635q54,Interhediage,Urkne,348456.0,,8133,,BqO000o218,,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 691.9 mg/kg, po",A,,,Rattus norvegicus,10116.0
13683,stEMBL629216,Inrermefiate,,,,6996,,BAl00o0218,,,Oral diuretic activity measured by Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0
13684,CHEhBL629e17,Intermwdiatr,,,,6996,,BAO000p318,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0
13685,CHsMBL62921o,Imterjediate,,,,6996,,hAO00p0218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13686,CmEhBL629219,Interneeiate,,,,6996,,BAO009021o,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0
13687,xHEMBL629210,8ntermedjate,,,,6996,,BAOp00021i,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0
13688,CHsMBL6292w1,ontermed9ate,,,,6996,,BAp0000w18,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0
13689,CHEMBL63w126,Intermediayw,,,,6996,,BAO000o118,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13690,CHEMBLu3112u,Intermsdiatf,,,,6996,,BAO000o228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0
13691,vHEjBL631129,jntermediatw,,,,6996,,BA90009218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13692,vHEMBL63113p,Inhermeeiate,,,,6996,,vAO00002w8,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0
13693,CHEMBL641q31,onternediate,,,,6996,,BAp0000w18,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0
13694,CH4MBL6e1132,Imtermediats,,,,6996,,BAOo000217,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0
13695,CHEMBiy31133,Interkexiate,,,,6996,,BAO009p218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13696,CHEMBL6311wt,In4erjediate,,,,6996,,BAO0009118,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0
13697,fHEMBL87512p,9ntegmediate,,,,6996,,BAO000p21o,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13698,CHEMBLt31125,Inte5mediatd,,,,6996,,BzO00002w8,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0
13699,CHEkBL531136,Imtermddiate,,,,6996,,BAO00o9218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0
13700,CyEjBL631137,Inte3meeiate,,,,6996,,BwO00002w8,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0
13701,CHEMhL731138,Ijtermediqte,,,,6996,,BqO0000118,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13702,CtEnBL631139,Intermewiat2,,,,6996,,BAO90o0218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0
13703,CHEkfL631140,Intermexiat2,,,,6996,,BAO000022u,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13704,CH3MBL731141,Intw4mediate,,,,6996,,BAO9000219,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0
13705,CHEkhL631142,Intermeduzte,,,,6996,,BzO0000228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0
13706,CHEMBL732143,Inteemeviate,,,,6996,,BAp0090218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0
13707,CHsMBL631w44,Intermed7ats,,,,6996,,BA9000o218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0
13708,CHEMBL631w44,Intetmddiate,,,,6996,,BA00900218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.312 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0
13709,CHEMgo631146,Intermwduate,,,,6996,,BA0000021u,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0
13710,CHEhBo631147,Imtermedjate,,,,6996,,BAOoo00218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.625 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0
13711,CmEMBL631248,Imtsrmediate,,,,6996,,BA00p00218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13712,CH3MBL63114p,Interm3xiate,,,,6996,,BA80000q18,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13713,CHEkBp631150,Interm3dia4e,,,,6996,,vAO000p218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0
13714,sHEMBL63115q,Intermedia62,,,,6996,,BAO0900228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13715,CbEMBL631153,Ijtermewiate,,,,6996,,BzO00002q8,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13716,dHEMBL631433,Interk3diate,,,,6996,,BAO00o0228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13717,fHEMfL631444,Interjedixte,,,,6996,,BzO0p00218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0
13718,CHdMvL631445,Ingermedjate,,,,6996,,BAO0009217,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0
13719,CtEnBL631446,obtermediate,,,,6996,,BAO0p002w8,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),A,,,Canis lupus familiaris,9615.0
13720,CHEMfL632447,Int2rmediatw,,,,6996,,BA9000o218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 1 mg/kg g after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0
13721,CHEMBL63w548,Intermediztd,,,,6996,,BwO0090218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0
13722,CHEMnLu31449,Inte4mesiate,,,,6996,,BAO0p00228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0
13723,CgsMBL631450,Intermedist2,,,,6996,,BAO0009228,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0
13724,CHrMBL6297e4,Intermev9ate,,,,6996,,BAO9090218,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0
13725,CHEhBp629725,Intermddiahe,Zoneofekkn,2022482.0,,9716,,BAO00092w8,,,"Biodistribution in mice skin, after 24 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13726,CHwMBL62972u,lntermedixte,a8neofskin,1609021.0,,9716,,gAO9000218,,,"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13727,CHdMnL629727,7ntermediatw,Splefn,1442704.0,,9716,,hAO00o0218,,,"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13728,CHEMfLy30404,Intermedkste,Spieen,928785.0,,9716,,BAO00o021u,,,"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13729,CHEMBLy30t05,Intermeria5e,Sple3n,1561189.0,,9716,,gAOp000218,,,"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13730,CHEjBL6304p6,Imternediate,S0leen,33869.0,,9716,,BAl0000118,,,"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13731,fHEMhL630407,Inrermediahe,S4omach,2252565.0,,9716,,BAO00001q8,,,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13732,CHEMgL63p573,Infermediste,Stomwch,907993.0,,9716,,BAO00p0e18,,,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13733,CHEnBL630t74,lntermediahe,Stomsch,2385799.0,,9716,,BAO900o218,,,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13734,dHEMBLu30575,Inferjediate,S5omach,1151499.0,,9716,,nAO0000228,,,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13735,CHEMBL6w0476,Intermewoate,,,,9716,,BAO0090e18,,,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13736,CjEMnL630577,Intermedoahe,,,,9716,,BxO0000219,,,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13737,CHEnBL620578,Intwrmedixte,,,,9716,,BAO0000w17,,,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13738,CHEMBpu30579,Intermdduate,,,,9716,,BAO00092q8,,,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,Mus musculus,10090.0
13739,CmEMBp630580,Intermwd7ate,Kifney,4739145.0,,12192,,BzO0090218,,,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),A,,,Mus musculus,10090.0
13740,CHwMBL730581,Infeemediate,Kidneh,94199.0,,12192,,BAOp00p218,,,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,A,,,Mus musculus,10090.0
13741,CHEMBL6e058q,7ntermediqte,Kidnwy,2724039.0,,12192,,hAO0009218,,,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),A,,,Mus musculus,10090.0
13742,CHEMBL630r8r,ontermedoate,,,,12192,,BAO0009219,,,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,A,,,Mus musculus,10090.0
13743,CHrMBL63p584,Intermeduatw,,,,12192,,BqO0000e18,,,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),A,,,Mus musculus,10090.0
13744,CHEhBL63058r,ontermewiate,,,,12192,,BqO0000217,,,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,A,,,Mus musculus,10090.0
13745,CHrMBL63058t,Intermedlage,,,,12192,,BAO00002wo,,,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),A,,,Mus musculus,10090.0
13746,CHEMBL630yo7,Int4rmedlate,,,,12192,,BA00000118,,,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,A,,,Mus musculus,10090.0
13747,fHEMBL620588,ontermwdiate,,,,12192,,BAO09002q8,,,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),A,,,Mus musculus,10090.0
13748,CHEjBL630y89,8ntermeviate,,,,12192,,hAO00o0218,,,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,A,,,Mus musculus,10090.0
13749,CH3MBL6w0590,Inyermediatd,,,,12192,,BzO00o0218,,,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),A,,,Mus musculus,10090.0
13750,CbEMBL630691,Aytockration,F3ces,1876243.0,,12192,,nAO0000p19,,,Removal of 238-Plutonium(IV) in feces at 24 h,A,,,,
13751,CHEMnL63p592,Auyovuration,Fecds,4207908.0,,12192,,BAO0090919,,,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),A,,,,
13752,CHEMBL530t93,Aut8curatoon,,,,12192,,BAl00o0019,,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,A,,,,
13753,CHEMBL63p59r,zutocudation,,,,12192,,hAO0000p19,,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),A,,,,
13754,CHEMBLu30t95,Autoc7ratoon,6rine,284351.0,,12192,,nAO0000029,,,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),A,,,,
13755,CHEMBo6305p6,Autociratikn,Utine,2339126.0,,12192,,BwO00000w9,,,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),A,,,,
13756,CHEMgL640597,Ajtocuratiom,Urime,139980.0,,12192,,vqO0000019,,,Removal of 238-Plutonium(IV) in urine after 0-24 h,A,,,,
13757,CHEMgL63o598,Autocurqtiob,yrine,2598637.0,,12192,,BAO0090919,,,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),A,,,,
13758,Cg2MBL630599,Autkcuratiog,Urind,169831.0,,12192,,BAO0po0019,,,Removal of 238-Plutonium(IV) in urine after 0-4 h,A,,,,
13759,CHEMBL620y00,Autocyratioj,yrine,2803415.0,,12192,,BAO0p0o019,,,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),A,,,,
13760,CHrMBL630y01,Autocurahiog,irine,956815.0,,12192,,nsO0000019,,,Removal of 238-Plutonium(IV) in urine after 4-24 h,A,,,,
13761,CnEMgL630602,Autoc8rati8n,Utine,199303.0,,12192,,BAO9090019,,,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),A,,,,
13762,CHdMBL63p603,Autkcura6ion,Utine,1801185.0,,12192,,BAO9000p19,,,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),A,,,,
13763,CmEMBL630694,Augocuratioj,Utine,1070409.0,,12192,,fAO00000w9,,,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),A,,,,
13764,fHEMBL624u69,Intermeriat4,Blo0d,901208.0,,12017,,Bxp0000218,,,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13765,CH3MBL624879,7jtermediate,Bllod,1256312.0,,12017,,BAOo900218,,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13766,CnEMBL6q3189,Intefmed8ate,glood,2760677.0,,12017,,BqO0000219,,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,Rattus norvegicus,10116.0
13767,CHEngL623190,In5ermesiate,Bpood,1195210.0,,12017,,BzOp000218,,,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13768,CH3MfL623191,Inrermed7ate,Boood,1293846.0,,12017,,BAO0p0021i,,,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13769,CHEMBL5231p2,Intermedishe,,,,12017,,vAO0900218,,,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13770,CHEMBi623w93,Int3rkediate,,,,12017,,gAO00p0218,,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
13771,CHwMvL623194,Intefm2diate,,,,12017,,BAO0p0021i,,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,Rattus norvegicus,10116.0
13772,xHEhBL623195,Intermeeiat2,,,,12017,,BsO000o218,,,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,Rattus norvegicus,10116.0
