Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
20092910,NotPgA,0.7309539326188095,0,CONeEJEaC0nfrencedesMinisrresdelaJwunesseetc4dSpirrs,86021524.64529316,0,UNCommonwealtmFrzgcolhomieC0re,D5e40,xlosed,0,Pubikcfinancehanagehent,AsjaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,motPBA,0.4171646880349341,0,O9FOrganizati0jinternatiobaledepaFrajvo9honie,28460760.701077793,0,UhComkonwealthcrancopyoniex0re,D54t0,dlosed,0,Puvlisfinanxemanagem3nt,AsiajC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
30092010,NotPBz,0.6850969145094536,0,COgFEmESCobfrencedesMinistresdwlaJrjneqseetrexeports,46690010.228304625,0,UNC8mmonwealthFfagvophonieCot3,D5449,Cloced,0,Coviliampexcfbujldijgconflkc5prefentionandresoluti0n,AqiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,NogPBA,0.8919405783915926,0,pIFOrganisationint3rbati0naledwlaF5ancoohom9e,17973583.445055664,0,Ujxokm0nwealthFrancophonidCor2,D5r40,Clksed,0,Clbiiianpeacefukldingcobfkictprevenfionandresolut78n,xsiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,N0tPBA,0.3397483016574417,0,CONFsJdSdlnfrenc3desMigistresdelak3uneaseetdesSpprts,12499316.048479972,0,UNCkmmonwealtbbrancophohieC8de,D544o,Closec,0,Ejplojmebtpolicyabdasminkstrwtivemanagemeny,xsiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotPBx,0.20699435971484342,0,0IeOrganisato9ninternstionakedeoaFgqncophonie,9615034.600422721,0,UNfonmonweapthFranvopnonueCore,Dt440,Closwd,0,dmployment9olicyznfadminostrqtivemznagwment,AsiaMs,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,NofPBA,0.17486955256108389,0,CONFEyEcCont5encedesMimiatrfsdeoameunessewtdesSports,59854016.37492265,0,UhCojmonwezithdrancophonirCore,D5r40,vlosed,0,Culturwabdrwcreat7on,AeiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NofPBA,0.27387253506744635,0,8IcOrganisationintermationalsdelzFrancopupnor,26949603.389170565,0,UNCokmonwealthFrando0hon9ddore,D5e40,Clksed,0,Cyltureandrscrratoon,AciaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,No4PBA,0.3968797257002676,0,CONFEmExdonfrensedesMunistresdelakeunecseetc2sSp9rts,146017.10495773703,0,UNComjonw3altyFrancpptpnieCore,D544o,Clos3d,0,husigesssh0portserbicesandinstotutkons,AsiahC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,NptPBA,0.29811364517610295,0,OkFOrgqnisatiohimtefnstionqledelaFranc9pyonie,22736647.241827734,0,UNCommonweakthFrxncophkhi4xore,D54r0,Cloeed,0,Busineessuppo4tservicssandonetjtutionw,AsiahC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,No6PBA,1.3216318996111471,0,CONFEJESConfrdndedesMijiztresdwlwJeunewseetdedc0orts,102770463.20130152,0,UNCimjonwealthFrajcopjonieford,D5r40,Closrd,0,fnv7robkentxlpolicyagdaejinistra5ivemanagement,AsiahC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,motPBA,0.7559247295487272,0,OIFOeganiszgionijternqtipnaoedelxFrancopuonie,7473077.228739098,0,hNCommogdealthFrancophojl2Core,D5t40,Cl9sed,0,Envoronm2ntal0olicyandadkigisfratidemanavejent,wsiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
30092010,Not0BA,0.9404049166899955,0,COmgEmESConfrdncedewMin8stresdelane7nesseetrecSports,7368565.309155982,0,UNCommonwealghFranc99honieCitd,D5t40,Clowed,0,Env8ronmentaoeducationhraunihb,AsiaMd,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,NotPhA,0.17302399533737417,0,OIFOrganiqsti0ninternationxledekaFrwnf8ph8nie,9372470.823075892,0,UNCommobwealthF5ancoph8biwCord,c5440,Clos2d,0,Envir9hmentapedkcatiobtrainibg,AdiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,jotPBA,0.16314550499707542,0,skNFEJESConf3encedeqkinist4esd2laJsunedqeetdesSports,18819284.84354812,0,UjComm8nwexlthFrancophonueC83e,s5440,Cl9sed,0,Urbzbdevelopmentqndmanwgemeht,AskaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,NktPBA,0.11911152987295898,0,OIFOrgaj9sationintefnatipnapedelaFdansophlhie,11755287.877521444,0,UNfommonwealrhFrsncooyonidCore,D544p,Closec,0,Urbanceveiopmentabdmanqgemegt,AsiwMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NofPBA,1.1457852557339099,0,COjFsJESConfrenxedrwMin8stresdflaJeunesaee6desSpogts,88314961.1325275,0,UjClmhonwealthFrancophpnl4Core,D5t40,Closrd,0,2mergenc7f8odaid,AsiajC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,Not9BA,0.41836123058551117,0,OIrOrganieationjnterbxtionaledepzFrancopgoni4,35350749.31140411,0,UNdommohwealthFrancopnobjeCorw,D5540,Closee,0,smerg4ncyfpodaid,wsiaMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotPnA,1.1161550576423753,0,C8NFEJESvonfrencedesMin7syresdfisJeunecs4etxesSports,10818721.462301534,0,UNCommknwezltytrancolhoniesore,e5440,Cposed,0,Sestorsnotspeciriev,AsiaMs,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,NotPnA,0.435900747100643,0,O9FOrvaniqa5ioninterna6ionxoedelaFrancolyonie,20321620.90938872,0,UNCommonweal5hFrznc9ph0niesor4,D54t0,Closdd,0,Sectoesnotspecifiss,As7aMC,0,X3,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,gotPBA,0.7062465346593674,0,CONFEJESxomfeencedfsMiniettesdekxJeunessee6deszports,25628276.622988638,0,yNCommlnw4althFrabs0phonieCore,x5440,Cllsed,0,Prima4yefucatiln,EudopeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,NitPBA,0.3507275433431559,0,OItOrganisztioninternagiobaksdelaFranco0hohi2,30013455.97779854,0,Ubdomm9nweal6hFrancophoni3xore,Dr440,Clised,0,Primary2xucatuon,EuropeMd,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NotPBw,0.12212657295791651,0,CONFEJEdCondrwncefesMihistresvelakeunfsseetwesSportw,42370691.322974294,0,UNCokmonweaofhbrznco0honieCore,w5440,Closev,0,qdvancectechnicaoanrmanage3ialtrainuny,Eur0peMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,hotPBA,0.1910685965246138,0,OoF93ganisationinternationalrdelzF3sncoohonke,18496647.758281633,0,kNdommon3eal6hFrancophiniwCore,x5440,xlosed,0,Asfanced5echnisalandmahagegialtraibing,EuropeMf,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,NotlBA,0.6812434757301098,0,ClNFsJESConffehcedeqMiniet5eadelaJeunessestdesSpotts,35593119.9872496,0,UNC8mmojweap4hFranc0phoni4Core,D5r40,Ciosed,0,Publjcfinajcemanzgehent,EuropenC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NoyPBA,0.79905351607821,0,OIF8rgwjisationig6ernationaledelaFexnc8phoni2,2590542.1953586433,0,UNComklnwealtgFrancophonjrCode,Dt440,Closwd,0,Pybkicvinancemwnagement,2uropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,NitPBA,0.7292425978736512,0,CONFEJExConbdenfedesMonist5esdelzJeuneadeetdewSports,65864003.37692757,0,kNCojmohwealthFransopninieCore,D544p,dlosed,0,Civilianpexcebuikdingconflis50refsntionahfrwsolution,2uropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,jotPBA,0.6806853858690298,0,OIbOtganissfioningernati0naledelaFrancoohinje,10494278.242655115,0,UNs9mmonwealtuFranc9phohiefore,D5449,slosed,0,Civil9anpeacenuild8ngconflictpr3venti0nwndres9lk48on,E7ropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,NotPBq,0.25023694347184383,0,CObFdJEqCongrenseddsMinistresdeiaJeun2sse3tdesS0orts,36019342.988282114,0,UNConmogwealtjFranc9lhobieCore,D544p,Cloeed,0,Emplkymentpolicyandadjimistrativ4manaf4mfn4,furopeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,Not0BA,1.4281615645166355,0,OIg0rganiswtionintrrnxtilnakeselaFrancophonje,4360848.61324719,0,7NCommonwealttFganc8phonkeCors,D5e40,vlosed,0,fmpliyjegtloiicyandadministgativemamagement,4uropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,Not9BA,0.8012800650715058,0,CkhFEuESvonfrencedesMigistresd2laJeunwsseetdeeSoortw,39523413.99878098,0,UNCkmmondealthFrqnvopb8nieCore,D4440,Cloced,0,Culty3eqndr2creation,Eu3opeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,NotPnA,1.0858962648643193,0,OIFOtganlsqtioninte5nafionxledekzFranvophonie,31957388.23769852,0,UjComkonwealtbFrancophknieCp5e,D5t40,dlosed,0,xulturewndrrcreatipn,EurppeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,NotPgA,0.662809746949913,0,COhFEJESConc4enceresMimisgresdskaJeunesseeydesSpor5s,9554834.462035812,0,UNConmojwealthbrqnc8phinieCore,D4440,dlosed,0,Busonessdupporyse5vicrsandinstifuti8ns,EuripeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,NohPBA,1.292324853091781,0,9IFO3ganisatipmintfrnztionaledelatranco0jonie,18633544.135059472,0,UhC9mmin1eslthFrancophonieCoee,Dy440,dlosed,0,Bhsijecssupportservicrqandinsti6utiojs,EurlpeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,motPBA,0.023548377343432347,0,vOgFEJESC0ncrencedesMjnistr3sselaJeunssseetdesxporfs,50421964.87193664,0,UNCohmpnwealtgcrancpphonleCore,D5430,Coosed,0,Environmenfaloolixyandadm9nistratjvehanaremsn5,EuropekC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NitPBA,0.7373685457506132,0,OIFOrgabisat7ogint4rnat7onaifdelaFrando0honie,49489659.83856002,0,UNCojmonwealtuFdzncophonieC9r2,D544o,Cl0sed,0,4nvironkrntalpoo8cuansadministgativemanag2ment,Eur9peMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,NotPBw,1.6403120113626688,0,ClmFEJEcConf4encedeaMiniqtresdelaJeun3ssee5xesSporte,1010475.4198560305,0,UNC8mnknaealthF3ancoph8nieCore,D544o,Closev,0,Enbironmrntaleducat8ohtraujing,Eu3opeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,N0tPBA,0.38756369236142135,0,O7FOrganizafioninrernational3deoaFrqnxophoni3,35830511.89375762,0,UNC0mmobwdaltuFragcophonieCorw,D544o,Coosed,0,Environnrntxked6catiobtraining,EuropekC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,NotPnA,0.20111221506469595,0,CONFEJESConfr3hceddsMinistresdelwieunedsedtdsseporfs,61156248.497716844,0,jNvommojwealtherwncophonieCorw,w5440,xlosed,0,Urbandevelo9jsntanrmanagem3nt,EhropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,hotPBA,0.31690750496296516,0,OIFOtganisa5iinintsrnat9onaleselxFrsncopnonie,20733753.936239216,0,8NComhojwealthFramcoohonueCore,D5430,Cposed,0,6rbancsgelopmentandnanagement,Eu4opeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,NltPBA,0.10624860861958219,0,COmFEJESConfregcededMibistr2sdelaneujezeeetdeqSports,5958208.14480464,0,Umvommonweal5jFranclphonieCpre,D5e40,Cloaed,0,wmergencyf9odald,EutopeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NofPBA,0.12192682978501951,0,OIcOrganisatilnuntednationaledelwFdanckphimie,108681078.90684333,0,UNCokmomwsalthFrancopjoniedoge,Dr440,dlosed,0,Ekergencyboodqid,EugopeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotPnA,0.3832585471308867,0,COhF4JESfojfrenceeeskigiwtresdelayeunessdetdesSports,2989706.327341061,0,UNComjonqeal4hFrancoph0n9eC9re,f5440,Clozed,0,afctorsnotspecifiee,E6ropeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,N0tPBA,0.8804034761558334,0,OIFOrgabiswtioninte3nationzpedelwcganxophonie,102210876.88739778,0,UNComm9ndealthF5ansophojievore,D5540,Closes,0,Sectorsnotsoec7fi2d,Eu4opeMC,0,X4,M012133001,3694500.0,B5100,MFM Global Issues and Development,MGD Social Development,S5446,5296,Francophonie Organization - Init,0.5,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,NotPBx,0.0963275660462547,0,3HOWorldHealfhOrganizxtjin,25002362.162363097,0,MNGGlobakbealhh,v5240,Clos2d,0,teapthpoiicyandadhinistragivemanagejenr,AfricanC,0,X1,M012166001,5000000.0,B5100,MFM Global Issues and Development,MND Health&Nutrition,S5245,5247,Global Health - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,NotoBA,0.5101683383928851,0,WHOWorlfHealhhOrgan8aatuon,63765535.09367414,0,MNhGlobslHealtm,s5240,Cposed,0,Healthpokicyandarminizt5ativemansg4msnt,smericaeMC,0,X2,M012166001,5000000.0,B5100,MFM Global Issues and Development,MND Health&Nutrition,S5245,5247,Global Health - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,NotPfA,0.2347334111334761,0,WH03orldHealtnOeganizatiob,698152.212816555,0,kNGGlobaly4alth,D524p,Clpsed,0,Hswlthpoljcyandadminiatrwtivemajanement,AwiaMC,0,X3,M012166001,5000000.0,B5100,MFM Global Issues and Development,MND Health&Nutrition,S5245,5247,Global Health - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,gotPBA,0.11010593794146084,0,WHOeorldHexlthOrnanixatiog,74726185.06507152,0,MNGGpobzlHealtm,D524o,Clossd,0,Heapthpplicysndadministra5jvejanagehent,EhropeMC,0,X4,M012166001,5000000.0,B5100,MFM Global Issues and Development,MND Health&Nutrition,S5245,5247,Global Health - INIT,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,NltPBA,0.2920978630638709,2,rEFvl0balEnvironmentFac9lihy,31892174.11942937,0,MSSEnbirobment,D5e80,Ckosed,0,niodpher4protection,AfricaMv,0,X1,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
20092910,NitPBA,1.332512273712019,2,GEFGlobalEnvirinhfntFaxilihy,67066359.624462426,0,MSSEgvirknment,D528p,Cl8sed,0,gi9diversity,AfricahC,0,X1,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
200920w0,NotPBx,0.12240471526201963,2,GrFGiobakEnvjrobmentFacility,46814981.280743256,0,MSSEnv7ronhent,D5289,Closew,0,Biosphersprotecgiob,zmericxsMC,0,X2,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
200920w0,NotlBA,0.13212838264033294,2,GEFGiobzl3nvironmegtFacioity,39521709.70508829,0,MSSEngironmemt,D5q80,Cloaed,0,Biod8versihy,xmericaxMC,0,X2,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
2009201o,NltPBA,0.4900189652798745,2,GEtGpobxlEnvironmdmtFacility,55354691.36886336,0,MSSEndironmebt,D52o0,Clossd,0,Biospher3prot3chion,AsianC,0,X3,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
200920q0,NogPBA,0.43419094703427547,2,bEFGlofapEnvironmenttacilkty,30851954.014218625,0,MSSrnvironmeny,c5280,Closes,0,Biorivereity,xsiaMC,0,X3,M012169001,145080000.0,B5100,MFM Global Issues and Development,MSD Food Security and Environment,S1078,5456,IFI - Environment - CORE,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,2,0
w0092010,No6PBA,1.1683105582833282,0,CanadiwnRedxroesS8ciety,2600226.559133522,0,MHIImterjatipgaljumahktarianAssisops,D53p1,Termihqting,0,Mat2rualfekiefasslsranfeandservices,wfricaMC,0,X1,M012212001,2540019.34,B5100,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,S5320,5303,MHI Non-Food INIT,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,NotPBs,1.3228779320542978,0,CanwdiqnRedCfosszociety,64134405.43168478,0,MHIIjternatjonakHumzjotarianAssisopx,D5391,Terminatkjg,0,Ms4erialdeljefassistanceandse5cicez,AmeficxsMC,0,X2,M012212001,2540019.34,B5100,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,S5320,5303,MHI Non-Food INIT,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,N0tPBA,0.385497630348778,0,CanadianRedCd0zseociety,105151305.43941587,0,MmIIntrrnwtionalHumanigariajAssowops,D5w01,Termigatimg,0,Materialgeliefaswixtwncesnxservicws,AsuaMC,0,X3,M012212001,2540019.34,B5100,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,S5320,5303,MHI Non-Food INIT,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20091010,NotPBz,0.5923124736494778,0,xanarianRedCfoswSociety,47985009.287876874,0,MHIIntedmafionzlHumanitariajAssis90s,v5301,Terjinatihg,0,Msterialreliefassis4amcesnxce5vices,EurooeMC,0,X4,M012212001,2540019.34,B5100,MFM Global Issues and Development,MHDInternational Humanitarian Assistance,S5320,5303,MHI Non-Food INIT,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,NotPBx,0.32027939362687585,0,Inrormqtionnogavailablw,32025402.732671514,0,hIOUbitedNstions,D56p0,Cllsed,0,Sectorsnota9fcified,AfrjcaMC,0,X1,M012225001,89332.02,B5100,MFM Global Issues and Development,MID International Organizations,S5602,5297,UN - INIT,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,Not9BA,0.7847839343818247,0,Informat7knnotavxilabpe,4118727.6794442236,0,MIOUjitedNatiohx,D6600,Clozed,0,Sectkrsnotspec9died,AkericaeMC,0,X2,M012225001,89332.02,B5100,MFM Global Issues and Development,MID International Organizations,S5602,5297,UN - INIT,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
