assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
"Biodistribution in mice skin, after 48 hr of intravenous administration of 1-2 ug ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13726,,CHEMBL629726,50594,BAO_0000218,,,In vivo,1,,14.0,Mus musculus,,10090.0,1,Intermediate,N,A,Zone of skin,9716,,
"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13727,,CHEMBL629727,50594,BAO_0000218,,,In vivo,1,,2106.0,Mus musculus,,10090.0,1,Intermediate,N,A,Spleen,9716,,
"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13728,,CHEMBL630404,50594,BAO_0000218,,,In vivo,1,,2106.0,Mus musculus,,10090.0,1,Intermediate,N,A,Spleen,9716,,
"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13729,,CHEMBL630405,50594,BAO_0000218,,,In vivo,1,,2106.0,Mus musculus,,10090.0,1,Intermediate,N,A,Spleen,9716,,
"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13730,,CHEMBL630406,50594,BAO_0000218,,,In vivo,1,,2106.0,Mus musculus,,10090.0,1,Intermediate,N,A,Spleen,9716,,
"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13731,,CHEMBL630407,50594,BAO_0000218,,,In vivo,1,,945.0,Mus musculus,,10090.0,1,Intermediate,N,A,Stomach,9716,,
"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13732,,CHEMBL630573,50594,BAO_0000218,,,In vivo,1,,945.0,Mus musculus,,10090.0,1,Intermediate,N,A,Stomach,9716,,
"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13733,,CHEMBL630574,50594,BAO_0000218,,,In vivo,1,,945.0,Mus musculus,,10090.0,1,Intermediate,N,A,Stomach,9716,,
"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13734,,CHEMBL630575,50594,BAO_0000218,,,In vivo,1,,945.0,Mus musculus,,10090.0,1,Intermediate,N,A,Stomach,9716,,
"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13735,,CHEMBL630576,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,9716,,
"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13736,,CHEMBL630577,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,9716,,
"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13737,,CHEMBL630578,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,9716,,
"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",13738,,CHEMBL630579,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,9716,,
Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),13739,,CHEMBL630580,50594,BAO_0000218,,,,1,,2113.0,Mus musculus,,10090.0,1,Intermediate,N,A,Kidney,12192,,
Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,13740,,CHEMBL630581,50594,BAO_0000218,,,,1,,2113.0,Mus musculus,,10090.0,1,Intermediate,N,A,Kidney,12192,,
Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),13741,,CHEMBL630582,50594,BAO_0000218,,,,1,,2113.0,Mus musculus,,10090.0,1,Intermediate,N,A,Kidney,12192,,
Percent of injected 238-Plutonium(IV) in mice liver at 24 h,13742,,CHEMBL630583,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),13743,,CHEMBL630584,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,13744,,CHEMBL630585,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),13745,,CHEMBL630586,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,13746,,CHEMBL630587,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),13747,,CHEMBL630588,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,13748,,CHEMBL630589,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),13749,,CHEMBL630590,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12192,,
Removal of 238-Plutonium(IV) in feces at 24 h,13750,,CHEMBL630591,22224,BAO_0000019,,,,1,,1988.0,,,,0,Autocuration,U,A,Feces,12192,,
Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),13751,,CHEMBL630592,22224,BAO_0000019,,,,1,,1988.0,,,,0,Autocuration,U,A,Feces,12192,,
Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,13752,,CHEMBL630593,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,12192,,
Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),13753,,CHEMBL630594,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,12192,,
Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),13754,,CHEMBL630595,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),13755,,CHEMBL630596,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 0-24 h,13756,,CHEMBL630597,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),13757,,CHEMBL630598,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 0-4 h,13758,,CHEMBL630599,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),13759,,CHEMBL630600,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 4-24 h,13760,,CHEMBL630601,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),13761,,CHEMBL630602,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),13762,,CHEMBL630603,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),13763,,CHEMBL630604,22224,BAO_0000019,,,,1,,1088.0,,,,0,Autocuration,U,A,Urine,12192,,
Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13764,,CHEMBL624869,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,12017,,
Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13765,,CHEMBL624870,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,12017,,
Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),13766,,CHEMBL623189,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,12017,,
Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13767,,CHEMBL623190,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,12017,,
Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13768,,CHEMBL623191,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,12017,,
Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13769,,CHEMBL623192,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12017,,
Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13770,,CHEMBL623193,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12017,,
Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),13771,,CHEMBL623194,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12017,,
Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13772,,CHEMBL623195,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12017,,
Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,13773,,CHEMBL623196,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12017,,
Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,13774,,CHEMBL623197,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11836,,
Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,13775,,CHEMBL623198,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11836,,
Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,13776,,CHEMBL623199,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 100 microCi of drug in 10%ethanol saline,13777,,CHEMBL623200,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 120 microCi of drug in 10%ethanol saline,13778,,CHEMBL623201,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 15 microCi of drug in 10%ethanol saline,13779,,CHEMBL623202,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 50 microCi of drug in 10%ethanol saline,13780,,CHEMBL623203,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of drug in 10%ethanol saline,13781,,CHEMBL623204,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of the drug and 15 ug of estradiol,13782,,CHEMBL623205,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,13783,,CHEMBL623206,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of the drug and 15 micro g of estradiol,13784,,CHEMBL623207,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 15 microCi of the drug and 15 ug of estradiol,13785,,CHEMBL623208,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,13786,,CHEMBL623209,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,13787,,CHEMBL623210,50597,BAO_0000218,,,,1,,2385.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Muscle tissue,11836,,
Tested in vivo for the biodistribution in rat fat at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,13788,,CHEMBL623211,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11836,,
Tested in vivo for the biodistribution in rat uterus at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,13789,,CHEMBL623212,50597,BAO_0000218,,,,1,,995.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Uterus,11836,,
Tested in vitro for intrinsic activity relative to quinpirole,13790,,CHEMBL623213,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,12640,,
"Relative ion enhancement, determined in pulsed ultrafiltration",13791,,CHEMBL623214,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,14218,,
% ionization at the pH 7.4 at 37 degree Centigrade,13792,,CHEMBL623215,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,11296,,
Percentage ionization was measured,13793,,CHEMBL623216,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10929,,
Association constant of binding of compound with calf thymus DNA was determined by using equilibrium dialysis.,13794,,CHEMBL623217,50591,BAO_0000218,,,,1,,,Bos taurus,,9913.0,1,Intermediate,N,A,,13841,,
Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 Pseudo-first-order rate constant,13795,,CHEMBL623218,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10431,,
Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer Pseudo-first-order rate constant,13796,,CHEMBL623913,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10431,,
Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer pseudo-first-order rate constant 0.1 mM EDTA,13797,,CHEMBL623914,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10431,,
Compound was evaluated for the partition coefficient in octanol/water,13798,,CHEMBL623915,22229,BAO_0000100,,,,1,,,,,,0,Autocuration,U,P,,8826,,
Compound was evaluated for the partition coefficient in octanol/water (1-octanol / 10 mM phosphate buffer at pH 7.4),13799,,CHEMBL624080,22229,BAO_0000100,,,,1,,,,,,0,Autocuration,U,P,,8826,,
Equilibrium constant measured by the pulse radiolysis at pH 7,13800,,CHEMBL624081,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,9884,,
In vitro hydrolytic rate constant determined in human blood,13801,,CHEMBL624082,50587,BAO_0000218,,,,1,,,Homo sapiens,,9606.0,1,Intermediate,N,A,,9827,,
In vitro oxidation of compound to its pyridinium salt (3) in presence of human plasma,13802,,CHEMBL625054,50587,BAO_0000218,,,,1,,,Homo sapiens,,9606.0,1,Intermediate,N,A,,10009,,
In vitro oxidation of compound to its pyridinium salt (3) in presence of hydrogen peroxide,13803,,CHEMBL877485,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10009,,
In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse brain homogenate,13804,,CHEMBL625055,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,10009,,
In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse liver homogenate,13805,,CHEMBL625056,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,10009,,
In vitro oxidation of compound in presence of human plasma,13806,,CHEMBL625057,50587,BAO_0000218,,,,1,,,Homo sapiens,,9606.0,1,Intermediate,N,A,,10009,,
In vitro oxidation of compound in presence of hydrogen peroxide,13807,,CHEMBL625058,22224,BAO_0000019,,,,1,,,,,,0,Autocuration,U,A,,10009,,
In vitro oxidation of compound in presence of mouse brain homogenate,13808,,CHEMBL625059,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,10009,,
In vitro oxidation of compound in presence of mouse liver homogenate,13809,,CHEMBL629536,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,10009,,
Mean potassium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,13810,,CHEMBL629537,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,13811,,CHEMBL629538,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,13812,,CHEMBL629539,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,13813,,CHEMBL874445,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,13814,,CHEMBL629540,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,13815,,CHEMBL629541,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,13816,,CHEMBL629542,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,13817,,CHEMBL630243,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,13818,,CHEMBL630244,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11510,,
