assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
6856,CHEMBL62342u,M8smjsculus,Plasms,A,Intetmedia4e,17729,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,In vivo,,10090.0,,,
6857,CHEhBk623417,Musmusc7lud,Plazma,A,Inte5meciate,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,In vivo,,10090.0,,,
6858,CHEjBLt23418,Muzmuqculus,Plqsma,A,Intermwd9ate,17728,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,In vivo,,10090.0,,,
6859,CHEMfL633419,husmusculud,Plxsma,A,Ingermedkate,17728,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,In vivo,,10090.0,,,
6860,CHEhBLt22816,Muxmusculud,,A,Intfrhediate,4066,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,In vivo,,10090.0,,,
6861,CHEkBL623312,Musjusdulus,,A,In4erm3diate,6178,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,In vivo,,10090.0,,,
6862,CHEMBo62331r,Musmuscklhs,,A,7ngermediate,6178,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,In vivo,,10090.0,,,
6863,CHEMBL876u8i,Musmuxvulus,,A,Interkedixte,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,In vivo,,10090.0,,,
6864,sHEMhL623315,Musmudc8lus,,A,Inte3meviate,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,In vivo,,10090.0,,,
6865,CbEjBL623316,Musmusvulhs,,A,Intermwdia5e,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,In vivo,,10090.0,,,
6866,xHEMBL62331i,Mksmusculud,,A,Interhewiate,3760,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,In vivo,,10090.0,,,
6868,CHdMBL62331o,Musmuscuo6s,,A,untermeciate,5961,Cmax in male mice after 2 mg/kg oral dose,In vivo,,10090.0,,,
6869,CbEMBL613320,Musmudcklus,,A,Intermediahw,6137,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,In vivo,,10090.0,,,
6870,vHEMBL6233w1,Musmusv8lus,,A,Intwrkediate,3802,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,In vivo,,10090.0,,,
6871,sHEMvL623322,Musmusxukus,,A,ontermeviate,3535,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,,,10090.0,,,
6872,CHEMBL62w3e3,Musmusc8ius,,A,In5erhediate,3535,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,,,10090.0,,,
6873,CbEMBL6233e4,Muzmusxulus,,A,jntermrdiate,3535,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,,,10090.0,,,
6874,CHEMBL52r325,Musmuscupks,,A,In5ermediafe,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,,,10090.0,,,
6875,CHEMBL62w32y,Muxmysculus,,A,Intermediqts,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,,,10090.0,,,
6876,vnEMBL623327,Musmusculka,,A,Ibte4mediate,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,,,10090.0,,,
6877,dHrMBL623328,Musmuefulus,Plasmw,A,Inrermediage,2862,Maximum concentration in plasma upon oral administration in mouse,,,10090.0,,,
6878,CHEjBL613329,Musmueculuz,Plasms,A,In5ermeeiate,2675,Maximum plasma concentration was evaluated in mice after oral administration,,,10090.0,,,
6879,sHEMBL623e30,Musmuscuiis,Ppasma,A,Interkediqte,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,In vivo,,10090.0,,,
6880,CgEMvL876789,Mksmuscul8s,,A,9ntegmediate,5399,Dose at which the compound induced fecal excretion in mice,,,10090.0,,,
6893,CHEMBo62e333,Rattuenorvegicjc,,F,Expeft,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,,,10116.0,,A10,
6894,CHEMBLu233e4,Rsttusn9rbegicus,,F,Expfrt,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,,,10116.0,,A10,
6895,CHEMBLte7536,Rattusnorvfgisuw,,F,Expeet,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,,,10116.0,,A10,
6896,CHEMBL52u537,Ratfusnorvdgivus,,F,Expfrt,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,,,10116.0,,A10,
6897,CHrMvL627538,Raygusn8rvegicus,,F,Interm2diwte,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),,,10116.0,,A10,
6898,CHEMBL9o4106,Homoaaoiens,,F,Ihte5mediate,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,,,9606.0,,A121,
6899,CHEMBL626w94,Homosa0iend,,F,Integmesiate,10404,Anticancer activity against human ovarian carcinoma A121 cells,,,9606.0,,A121,
6900,CHEMgL625205,Hom8xapiens,,F,Intefmedixte,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,,,9606.0,,A121,
6901,CHEnBL626296,gomosapuens,,F,Int3rmediare,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,,,9606.0,,A121,
6902,vHEMBL625w97,Homoca0iens,,F,Experf,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,,,9606.0,,A121,
6903,CH2MBL625q98,H0mosqpiens,,F,fxpert,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,,,9606.0,,A121,
6904,CH2MBL625970,Hojosaplens,,F,lntermediafe,1003,Cytotoxicity against human A121 ovarian cells,,,9606.0,,A121,
6905,xHEMBL6e5961,Homozapiebs,,F,Interm4diat4,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,,,9606.0,,A121,
6906,CHEMBi625972,Hom9sa9iens,,F,Intddmediate,12307,In vitro cytotoxicity against human ovarian carcinoma A21,,,9606.0,,A121,
6907,CbEMBL524717,H0mocapiens,,F,Integmddiate,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,,,9606.0,,A121,
6908,CHEhBL6247w8,Hom0capiens,,F,Imtermeriate,13370,Inhibitory activity of compound against human A121 ovarian cell line.,,,9606.0,,A121,
6909,dnEMBL624719,Homozapiebs,,F,Intermwsiate,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,,,9606.0,,A121,
6910,CHEMBL6w3720,Homoezpiens,,F,lntermefiate,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,,,9606.0,,A121,
6911,CHEnnL624721,Hkmosapiene,,F,Inte4hediate,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,,,9606.0,,A 172,
6912,CHEMBL623732,Homosao8ens,,F,Ex9ert,2037,In vitro cytotoxicity against A172 human tumor cell lines.,,,9606.0,,A 172,
6913,sHEMBL877596,Hohosapisns,,F,Intermeskate,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,,,9606.0,,A 172,
6914,CuEMBL62472e,Homosapuend,,F,Infermeeiate,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,,,9606.0,,A 172,
6915,CHrMBL624u24,Hokosapiwns,,F,In6ermediwte,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,,,9606.0,,A 172,
6916,CHEjBL62472r,Canislupysfamip9arus,,B,sutlcuration,8975,Association constant against A2 adenosine receptor,,,9615.0,,,
6917,CHEMBp624725,fish,,F,Intermed8a5e,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,,,,,A2,
6918,CHEMBL847435,Ratf7cnorvegicus,,B,Aytocuratiom,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,,,10116.0,,,
6919,xHEjBL624727,gomlsapiens,,F,Eapert,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,,,9606.0,,A204,
6920,CHfMnL624728,H9mosa0iens,,F,4xpert,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,,,9606.0,,A204,
6921,CHEMBi634729,Homosapifjs,,F,Intwemediate,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,,,9606.0,,A2058,
6922,CHEMvL624u30,Hlmosapiejs,,F,Ijhermediate,13160,Growth inhibition against Human squamous cell line(A 253),,,9606.0,,A253 cell line,
6923,xHEMBL62t731,Homosapjsns,,F,Interm4diahe,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,,,9606.0,,A253 cell line,
6924,CHfMBL6e4732,Homosspienw,,F,Intsrmediahe,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,,,9606.0,,A253 cell line,
6925,CHEMBp883e45,Homosa08ens,,F,Intermeeiatd,15984,Growth inhibition of A253 cell lines.,,,9606.0,,A253 cell line,
6926,CHEjBL624i33,Homksapiejs,,F,Internedlate,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),,,9606.0,,A253 cell line,
6927,fHEMBL624735,Homksxpiens,,F,Interkedixte,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,,,9606.0,,A253 cell line,
6928,CHEMvL624734,Homossoiens,,F,7ntermediwte,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,,,9606.0,,A253 cell line,
6929,CHEMhL6e1780,Honosapiehs,,F,Intermedjzte,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,,,9606.0,,A2780,
6930,CyEMBL878598,nkmosapiens,,F,Imtermedlate,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,,,9606.0,,A2780,
6931,CHEMBL6227o1,Hlmosapiegs,,F,Exper5,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,,,9606.0,,A2780,
6932,CHEMBL62q78w,Hohosxpiens,,F,Intermedia6w,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),,,9606.0,,A2780,
6933,CH2MBk621783,H9mosapiend,,F,Espert,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,,,9606.0,,A2780,
6934,CyEhBL621784,Honosaliens,,F,Intermedlatw,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,,,9606.0,,A2780,
6935,CHfMBLy21785,Homoxapi2ns,,F,jntermediaye,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),,,9606.0,,A2780,
6936,CuEMBL621868,Hpmosapiejs,,F,Exoert,16597,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,,,9606.0,,A2780,
6937,CHEMBo621069,Hom0zapiens,,F,Experr,16597,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,,,9606.0,,A2780,
6938,CHEMBL63197o,Himosa9iens,,F,Ex0ert,16597,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,,,9606.0,,A2780,
6939,CHEhBL621871,Hom9sapi4ns,,F,Intermediwt4,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,,,9606.0,,A2780,
6940,CHEMBLy21973,ypmosapiens,,F,ontermddiate,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,,,9606.0,,A2780,
6941,CHEkBL8i4108,Hpmosaoiens,,F,Intermfdiatw,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,,,9606.0,,A2780,
6942,CHEMBL623u36,Crid4tulisgriseus,,F,Aurocudation,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,,,10029.0,,,
6943,CgEMhL623827,Cricdtulusgriqeua,,A,Autocugatiog,10251,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,,,10029.0,,CHO-AA8,
6944,CHEMnL6q3828,Crisetulustriseue,,F,A6tocurat9on,10251,Evaluated for growth inhibition of AA8 cells under aerobic conditions,,,10029.0,,CHO-AA8,
6945,CHsMBp623829,Cr7cdtulusgrisejs,,F,Aut0curatiln,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,,,10029.0,,CHO-AA8,
6946,dHwMBL623830,C3icetulhdgriseus,,F,sitocuration,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),,,10029.0,,CHO-AA8,
6947,CuEMBo623831,C5icetulhsg5iseus,,F,Auhocugation,11858,Growth inhibition against CHO-derived cell line AA8,,,10029.0,,,
6948,CHEMBot23832,Cricetulusggieeud,,F,Autocurari8n,11858,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],,,10029.0,,CHO-AA8,
6949,CH3MfL623833,hampstee,,F,Exoert,11616,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,,,36483.0,,CHO-AA8,
6950,CHEMBL62393t,Cticetulusgris2uq,,F,Ex0ert,11616,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,,,10029.0,,CHO-AA8,
6951,CHEMnL723835,Crixetuousgriseis,,F,Ahtockration,10518,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,,,10029.0,,CHO-AA8,
6952,CuEMBL623837,Crisetulusggiqeus,,F,Aitocurxtion,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,,,10029.0,,CHO-AA8,
6953,CHfMBL623827,Cr8cetul8sgroseus,,F,Autkcuratiln,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,,,10029.0,,CHO-AA8,
6954,CHEMBLt23i38,Cr7cetuluwgrlseus,,F,Ecpert,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,,,10029.0,,CHO-AA8,
6955,CHEMvp623839,,,F,Autoduragion,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,,,,,,
6956,CHEMBL6w38r0,,,F,zuhocuration,14837,Number of binding sites (n) of isolated serum protein AAG,,,,,,
6957,dHEMgL623841,,,B,Ibtermed9ate,16037,Association constant for binding to AATT duplex,,,,,,
6958,CH3MBL62384q,Homozapienw,,F,Expeft,16597,Inhibition of ABAE human fibroblast cell proliferation,,,9606.0,,ABAE,
6959,CmEMBL62r843,Musmhcculus,,F,Intermddjate,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",,,10090.0,,AC755,
6960,CHEMBk61866p,Oryctolqguxcunicilud,,F,Expeft,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,,,9986.0,,,
6961,CHEMBL618u79,Orycholagusc8nucul6s,,F,sxpert,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,In vivo,,9986.0,,,
6962,CHEMBLu17671,,,B,Aktocuratioj,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,,,,,,
6963,vHEMfL618672,,,B,Autocurariog,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,,,,,,
6964,CHEMBo61867r,Homosapiejw,,F,Inte3mediqte,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,,,9606.0,,ACH-2 cell line,
6965,CHEMfL619674,Homksxpiens,,F,8ntdrmediate,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),,,9606.0,,ACH-2 cell line,
6966,CHEMgL61u675,Humanihmunod3eicienc5vkrus1,,F,xutocurati9n,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,,,11676.0,,T cell line,
6967,CyEMBL61867t,Humamimnunodefiviencuvir7s1,,F,Aufocurstion,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),,,11676.0,,T cell line,
6968,xHEMBL617677,Humahkmmunoceeixiencyvirus1,,F,Auy9curation,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),,,11676.0,,T cell line,
6969,dHEMBo618678,Homisapiems,,F,Igtermediahe,11843,Inhibition of growth of renal cancer ACHN cell line,,,9606.0,,ACHN,
6970,xHEMhL618679,Homoszpifns,,F,Intermefia5e,16939,Inhibition of growth of ACHN renal cancer cell line,,,9606.0,,ACHN,
6971,CHEMgL617680,Hoh8sapiens,,F,jnterhediate,4782,Inhibitory concentration required against ACHN renal cancer cell line,,,9606.0,,ACHN,
6972,CHEMvL6w8681,Homosq9iens,,F,Exp3rt,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,,,9606.0,,ACHN,
6973,CHEhBL61u682,Homosaooens,,F,Intdrmediwte,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,,,9606.0,,ACHN,
6974,vHEMBL618684,Homodap8ens,,F,Inte4medixte,12858,Cytotoxic activity against ACHN Renal cancer cell line,,,9606.0,,ACHN,
6975,CHEMBL6q8784,Hom8saplens,,F,untermediafe,17380,Cytotoxicity evaluation against ACHN renal cancer cells,,,9606.0,,ACHN,
6976,CHEMBL618ti5,Hpmosapirns,,F,Ibtegmediate,5858,In vitro antitumor activity against human renal ACHN cell line,,,9606.0,,ACHN,
6977,CHEMBo877499,Hojosa9iens,,F,Integmediwte,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,,9606.0,,ACHN,
6978,CHEMBL617685,H0m8sapiens,,F,Intermsciate,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,,9606.0,,ACHN,
6979,CHEMBp6w8687,Homosapiejc,,F,Internedia5e,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",,,9606.0,,ACHN,
6980,CHsMBL618687,Homisapiend,,F,Intedmediat4,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,,9606.0,,ACHN,
6981,CHEnBL618680,Homowapi2ns,,F,Exlert,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,,9606.0,,ACHN,
6982,CHEMBL61u6p0,Homosqpiene,,F,Inyefmediate,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,,,9606.0,,ACHN,
6983,CmEMBLt18691,Homksapiwns,,F,Inhermedlate,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,,,9606.0,,ACHN,
6984,CHEMBL6q9374,n0mosapiens,,F,Intermediar2,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,,9606.0,,ACHN,
6985,CHEMBk884098,Homoswpirns,,F,8n6ermediate,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",,,9606.0,,ACHN,
6986,sHEMBp619374,Homosxpiegs,,F,Intefmedia5e,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,,,9606.0,,ACHN,
6987,CHEMfL619374,Hokoszpiens,,F,9ntermediage,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,,,9606.0,,ACHN,
6988,CuEMfL619376,Hom9sqpiens,,F,Intermeduahe,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,,,9606.0,,ACHN,
