ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
14876,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631846,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 74.8 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14877,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL875760,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 77.5 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14878,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL632199,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 79.4 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14879,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631847,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 80.9 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14880,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL631848,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 83.8 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14881,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628707,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.5 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14882,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628708,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 84.7 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14883,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628709,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.7 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14884,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628710,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 86.9 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14885,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628711,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 9.06 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14886,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628712,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 90.6 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14887,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628713,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 94.9 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14888,,1088.0,10116.0,Intermediate,Rattus norvegicus,12582,CHEMBL628714,50597,,,Urine,Total electrolytic excretion of sodium in urine of rats after peroral administration of 97.1 uM/Kg of drug,,A,1,N,1,,BAO_0000218
14889,,,10116.0,Intermediate,Rattus norvegicus,7415,CHEMBL628715,50597,,,,"excretion rate in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour Rate of biliary excretion; 0.06-0.15%/h",,A,1,N,1,,BAO_0000218
14890,,,,Autocuration,,7313,CHEMBL629179,22224,,,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 3.75-120 uM,,A,1,U,0,,BAO_0000019
14891,,,,Autocuration,,7313,CHEMBL629180,22224,,,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 30 uM,,A,1,U,0,,BAO_0000019
14892,,,,Autocuration,,7313,CHEMBL875108,22224,,,,Extent rates of formation of metabolic intermediate Cytochrome P-450 at compound concentration of 7.5-120 uM,,A,1,U,0,,BAO_0000019
14893,,1235.0,,Autocuration,,7570,CHEMBL629181,22224,,,Adrenal cortex,Percent lipid extracted at 0.5 hr from adrenal cortex liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14894,,1235.0,,Autocuration,,7570,CHEMBL629182,22224,,,Adrenal cortex,Percent lipid extracted at 0.5 hr from adrenal cortex liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14895,,,,Autocuration,,7570,CHEMBL629183,22224,,,,Percent lipid extracted at 0.5 hr from liver plasma using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14896,,,,Autocuration,,7570,CHEMBL629184,22224,,,,Percent lipid extracted at 0.5 hr from liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14897,,1235.0,,Autocuration,,7570,CHEMBL629185,22224,,,Adrenal cortex,Percent lipid extracted at 24 hours from adrenal cortex using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14898,,1235.0,,Autocuration,,7570,CHEMBL629186,22224,,,Adrenal cortex,Percent lipid extracted at 24 hours from adrenal cortex liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14899,,,,Autocuration,,7570,CHEMBL629187,22224,,,,Percent lipid extracted at 24 hours from liverliver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14900,,,,Autocuration,,7570,CHEMBL629887,22224,,,,Percent lipid extracted at 24 hours from plasma using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14901,,,,Autocuration,,7570,CHEMBL629888,22224,,,,Percent lipid extracted at 24 hours from plasmaliver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14902,,,,Autocuration,,7570,CHEMBL629889,22224,,,,Percent lipid extracted at 24 hr from liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14903,,1235.0,,Autocuration,,7570,CHEMBL629890,22224,,,Adrenal cortex,Percent parent compound extracted at 0.5 hr from adrenal cortex using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14904,,,,Autocuration,,7570,CHEMBL629891,22224,,,,Percent parent compound extracted at 0.5 hr from liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14905,,,,Autocuration,,7570,CHEMBL629892,22224,,,,Percent parent compound extracted at 0.5 hr from plasma using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14906,,1235.0,,Autocuration,,7570,CHEMBL629893,22224,,,Adrenal cortex,Percent parent compound extracted at 24 hours from adrenal cortex using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14907,,,,Autocuration,,7570,CHEMBL629894,22224,,,,Percent parent compound extracted at 24 hours from liver using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14908,,,,Autocuration,,7570,CHEMBL629895,22224,,,,Percent parent compound extracted at 24 hours from plasma using CHCl3/CH3OH.,,A,1,U,0,,BAO_0000019
14909,,,9615.0,Autocuration,Canis lupus familiaris,14122,CHEMBL875109,22224,,,,"+Ratio of intravenous to oral integrated area under the concentration vs time curve, for compound in dog plasma",,A,1,U,0,,BAO_0000218
14910,,,9541.0,Autocuration,Macaca fascicularis,16449,CHEMBL629896,22224,,,,Absolute bioavailability in male cynomolgus monkeys,,A,1,U,0,,BAO_0000218
14911,,,10116.0,Autocuration,Rattus norvegicus,16449,CHEMBL629897,22224,,,,Absolute bioavailability in maleSprague-Dawley rats,,A,1,U,0,,BAO_0000218
14912,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL629898,50597,,,Liver,Biodistribution in liver of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14913,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630057,50597,,,Liver,Biodistribution in liver of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14914,,2107.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630058,50597,,,Liver,Biodistribution in liver of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14915,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630059,50597,,,Lung,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14916,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630060,50597,,,Lung,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14917,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630061,50597,,,Lung,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14918,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630062,50597,,,Lung,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14919,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630063,50597,,,Lung,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14920,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630064,50597,,,Lung,Biodistribution in lungs of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14921,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630065,50597,,,Lung,Biodistribution in lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14922,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630066,50597,,,Lung,Biodistribution in lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14923,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630067,50597,,,Lung,Biodistribution in lungs of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14924,,2048.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630068,50597,,,Lung,Biodistribution in lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14925,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631113,50597,,,Muscle tissue,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14926,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631114,50597,,,Muscle tissue,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14927,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631115,50597,,,Muscle tissue,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14928,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL631116,50597,,,Muscle tissue,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14929,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630528,50597,,,Muscle tissue,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14930,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630529,50597,,,Muscle tissue,Biodistribution in muscle of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14931,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630530,50597,,,Muscle tissue,Biodistribution in muscle of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14932,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630531,50597,,,Muscle tissue,Biodistribution in muscle of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14933,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630532,50597,,,Muscle tissue,Biodistribution in muscle of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14934,,2385.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630533,50597,,,Muscle tissue,Biodistribution in muscle of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14935,,178.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630534,50594,,,Blood,Biodistribution in normal mice blood after 120 hr,,A,1,N,1,,BAO_0000218
14936,,178.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630535,50594,,,Blood,Biodistribution in normal mice blood after 24 hr,,A,1,N,1,,BAO_0000218
14937,,178.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630536,50594,,,Blood,Biodistribution in normal mice blood after 4 hr,,A,1,N,1,,BAO_0000218
14938,,10000001.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630537,50594,,,Bone,Biodistribution in normal mice bone after 120 hr,,A,1,N,1,,BAO_0000218
14939,,10000001.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630538,50594,,,Bone,Biodistribution in normal mice bone after 24 hr,,A,1,N,1,,BAO_0000218
14940,,10000001.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630539,50594,,,Bone,Biodistribution in normal mice bone after 4 hr,,A,1,N,1,,BAO_0000218
14941,,948.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630540,50594,,,Heart,Biodistribution in normal mice heart after 120 hr,,A,1,N,1,,BAO_0000218
14942,,948.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630541,50594,,,Heart,Biodistribution in normal mice heart after 24 hr,,A,1,N,1,,BAO_0000218
14943,,948.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630542,50594,,,Heart,Biodistribution in normal mice heart after 4 hr,,A,1,N,1,,BAO_0000218
14944,,2113.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630543,50594,,,Kidney,Biodistribution in normal mice kidney after 120 hr,,A,1,N,1,,BAO_0000218
14945,,2113.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630544,50594,,,Kidney,Biodistribution in normal mice kidney after 24 hr,,A,1,N,1,,BAO_0000218
14946,,2113.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630545,50594,,,Kidney,Biodistribution in normal mice kidney after 4 hr,,A,1,N,1,,BAO_0000218
14947,,2107.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630546,50594,,,Liver,Biodistribution in normal mice liver after 120 hr,,A,1,N,1,,BAO_0000218
14948,,2107.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630547,50594,,,Liver,Biodistribution in normal mice liver after 24 hr,,A,1,N,1,,BAO_0000218
14949,,2107.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630548,50594,,,Liver,Biodistribution in normal mice liver after 4 hr,,A,1,N,1,,BAO_0000218
14950,,2106.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630549,50594,,,Spleen,Biodistribution in normal mice spleen after 120 hr,,A,1,N,1,,BAO_0000218
14951,,2106.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL630550,50594,,,Spleen,Biodistribution in normal mice spleen after 24 hr,,A,1,N,1,,BAO_0000218
14952,,2106.0,10090.0,Intermediate,Mus musculus,15045,CHEMBL876426,50594,,,Spleen,Biodistribution in normal mice spleen after 4 hr,,A,1,N,1,,BAO_0000218
14953,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630551,50597,,,Spleen,Biodistribution in spleen of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14954,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630552,50597,,,Spleen,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14955,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630553,50597,,,Spleen,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14956,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630554,50597,,,Spleen,Biodistribution in spleen of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14957,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630555,50597,,,Spleen,Biodistribution in spleen of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14958,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630556,50597,,,Spleen,Biodistribution in spleen of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14959,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630557,50597,,,Spleen,Biodistribution in spleen of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14960,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630558,50597,,,Spleen,Biodistribution in spleen of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,A,1,N,1,,BAO_0000218
14961,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630559,50597,,,Spleen,Biodistribution in spleen of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14962,,2106.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL630560,50597,,,Spleen,Biodistribution in spleen of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14963,,2046.0,10116.0,Intermediate,Rattus norvegicus,12017,CHEMBL876427,50597,,,Thyroid gland,Biodistribution in thyroid of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,A,1,N,1,,BAO_0000218
14964,,,10116.0,Intermediate,Rattus norvegicus,14941,CHEMBL630561,50597,,,,The Kel values in female wistar rats.,,A,1,N,1,,BAO_0000218
14965,,,,Autocuration,,4646,CHEMBL630562,22224,,,,The equilibrium constant pair at a pH of 7.0 and temperature of 25 degree Centigrade,,A,1,U,0,,BAO_0000019
14966,,,,Autocuration,,8847,CHEMBL630563,22224,,,,Hydrolysis rate constant of the compound,,A,1,U,0,,BAO_0000019
14967,,,,Autocuration,,11778,CHEMBL629673,22229,,,,Headecane/water partition coefficient expressed as the equilibrium ratio of the molar concentration in n-hexadecane to that in the buffer,,P,1,U,0,,BAO_0000100
14968,,,,Autocuration,,2363,CHEMBL629674,22224,,,,"Hydrolysis in acetone/water (50:50) at a pH of 8.0, T=66 degree Centigrade",,A,1,U,0,,BAO_0000019
14969,,,,Autocuration,,2363,CHEMBL629675,22224,,,,"Hydrolysis in acetone/water (50:50) at a pH of 8.0,T =66 degree Centigrade",,A,1,U,0,,BAO_0000019
14970,,,,Autocuration,,2363,CHEMBL629676,22224,,,,"Hydrolysis in acetone/water (50:50) at a pH of 8.0,T =66 degree centigrade; No data",,A,1,U,0,,BAO_0000019
14971,,,,Autocuration,,2363,CHEMBL629677,22224,,,,"Hydrolysis in acetone/water (50:50) at a pH of 8.0,T =66 degree centigrade; Not determined",,A,1,U,0,,BAO_0000019
