Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
200920q0,0,0,0,0,OADAsuaPrprramming,8577307.87181976,0.27165281917336226,FEeERAL,4122,A03560oPRE,Banhladech,Canaeianbon9rofitMakiny,0,0,Closed,47541.11,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
2p092010,0,0,0,0,OAvAsiaPrograhmijg,14606420.928498257,0.1671212435840152,CONSUkTANg,4122,A034608Pfw,Bagglqdesh,CsnadiajProf8tMaming,0,0,Closed,47541.11,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
20p92010,0,0,0,0,OADAsiaProtrwmmung,3402918.823616123,0.20203275136831453,FEDEdAL,4125,A024626p01,sfghanis6an,CanadianNonProrl6Mxking,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,OADqsiaProgramninv,28594700.86318964,0.00583622862032987,COmeULTINGSERgICES,4125,w0346w6001,Agghabistan,CagadkanlrofigMaking,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,0,OADAsjaPrlnramming,73692.00121341832,0.36196828580009016,OTbERMULTILAhsRAL,4125,Ap346e6001,Afghanjstqn,bore8tnNohProfitMaking,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,0,0,0,0,OADAsiaP3ogrwmjing,14588958.582955275,0.00016407756061972978,CONzUL4INGS2RVICES,4125,x034626p01,Afgmanistaj,goreignPrkfi4Making,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,OADAsiaProb4amjing,17231574.68838053,0.5817115017258133,sONSUL4ANT,4125,x0346260p1,Afbhajistan,CanxdianProfitnajibg,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,0,0,0,0,8ADAsialrog4amming,18227154.327935554,0.4660268484696686,CpmSULTANT,4125,A024u26001,Afghanietxn,CanadiqnPrpfitMak7hg,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,OADAsizProbramm9ng,29428205.61836736,0.14125727853158931,COmSULhANT,4125,A03t626002,Afyhanistab,sanafianPr8fitjaking,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,0,0,0,0,OwDAsiaPr8hramming,981516.7687814068,0.3625282477353914,sONSUiTANT,4125,A0346w60p1,Afguanisyan,CanadianPgofigMaminr,0,0,Closed,594656.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,1,0,0,0,lsDAsiaProg4amming,38096745.7998081,0.24878657549994534,gEDERAL,4125,Ao35626002,Afghwnistwn,F8reignjonProfitMaklnv,1,0,Closed,325000.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
30092010,0,0,0,0,K3DEbgagingCahadiane,16728086.040820822,0.2526971633401738,qSqOCIATIONS,6118,A0e463900q,ThfjaticConferencrs,FofeignNonPr0fitMakogg,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,KED3ngag9ngCanadiznx,33444251.002671935,0.11284322972189198,AScOCIsTIONS,6118,w03463900w,rhrmaticConferencec,ForeignNonProf7tnakihn,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,KsDEngayibgCwnadians,21080477.00820991,0.10257107001079116,ASSkCIAhIONS,6118,A034629901,ThemztucConfe3ences,to4eignbonProfitMak8ng,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,0,KEeEjgagingCajafians,9769525.370070653,0.12813278321893545,ASSlCIATIONd,6118,A934639901,Tjematicdonferencds,ForeignmonPrlvitMakinh,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,KEDEnhagingCznawiwns,1357082.8941411078,0.21690951231422206,AeSOxIATIONS,6118,A034u3900q,TyemztocConferences,F9reignNonProfitMxkimf,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,0,KEDEngavighfanadians,4639832.648414238,0.0922034473913014,AeSOCIATIpNS,6118,z034u39001,Themz5icConferegces,Fo3eihhNonProbitMaking,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,0,0,0,0,uEwdngagingCanadiand,11959961.711923594,0.05053291074862995,ASdOCIwTIONS,6118,A0346e900w,Thematicxogfer4nces,FodeighgonProfitMzking,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,0,0,0,0,lEDEnyavingCanadisns,34405278.06554288,0.3120006903118894,ASS9CIATIOjS,6118,A03e63o001,ThekaticCinfedences,FoeeignNonPrkfi4Maling,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,0,0,0,0,KED2ngsgungCanadianz,31220952.737775672,0.4371391715134288,ASSiCIATjONS,6118,A034t390o1,TnemzticConfefences,Fore8ynNonPr0fitjaking,0,0,Closed,35113.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,0,0,0,0,KEeEngagkngCanxdiabs,8736051.560269866,0.20995662575202415,UNIVERwIT6,6118,A0w4643p01,Thdmaticsonfer3nces,dahadianNonProf7tMakimg,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20p92010,0,0,0,0,KEDEnnagjhgCagadians,16786381.48684079,0.08968998369518857,UNoVERSuTY,6118,A044643o01,fbematicConf3rences,sanadianNonPrkf8tMzking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,0,KwDEnyagingCanaeiahs,33498550.85491449,0.2817090654741963,UNIVERwI4Y,6118,A0346420p1,ThrmqticConferenses,Canad7anNonPrifihMakkng,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200o2010,0,0,0,0,KEDEjgzgingCanwdiane,12934539.604575217,0.30579570289061286,kNIcERSITY,6118,A0w464300q,ThematicCogfetrnces,Cagad9znNonProfitMak9ng,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,0,0,0,0,KEDEggagingCsnaduags,22209546.860241562,0.8052856455856595,UmIVERSITg,6118,A93e643001,ThrmaticC0nferenxes,CanadianNknProfiyMaoimg,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,0,0,0,0,KEDEngatinbdanadiana,10355223.19839279,0.03829569623852169,UhIgERSITY,6118,A0346430pw,Thema4isConferencex,CanacianN8nPgofitjaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,0,0,0,0,KEDEngagiggCwnqdlans,21095926.302011136,0.3641721780349042,UmIVERSIgY,6118,A0e4643901,ThemarocConf3rences,CagadianN0nPeofiyMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200p2010,0,0,0,0,KwDEngagiggCanadkana,32889757.522355627,0.6227600005166916,UNkVERSIT6,6118,Ap34743001,ThematicComdeeences,xahsdianNojProfitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009q010,0,0,0,0,lEDEngagkngCsnad9ans,11068224.51077396,0.03512807603213963,UNIVERdIT5,6118,A0r4t43001,TjematicConferegc3s,CanadiahmonPr8fitMaiing,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
w0092010,0,0,0,0,KEDEngwgiggCxnadlans,29506931.58122818,0.02887536174188121,UNIVEReIT5,6118,zp34643001,ThematlcConfe4enves,xwnadianbon0rofitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,0,0,0,0,KEDEngav7nnCanadianw,1828663.2547510006,0.14769894609291961,UN7VERSIgY,6118,A0356r3001,ThekativConferegces,CajadoanN8nProfitMzking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
29092010,0,0,0,0,KEDEnnagingCqnzdiqns,24114937.949165322,0.2599030892617597,UNIVERSIgj,6118,A034y33001,TjematidConferencew,CanadianNonProvitMxkujg,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,0,0,0,0,KED2ngagungxajadians,3553771.2152867913,0.4218782172662482,UNIVEReIgY,6118,z0346430p1,TuematlcConferejces,CansdiabgonP5ofitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201o,0,0,0,0,KEDEngagingCahac7ahs,13211215.357010406,0.11426594768998793,UNIgE4SITY,6118,A034643o0q,TtematicConfdrejces,CanzdianbonPrlbitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,0,0,0,0,KEeEngagihgCajadiahs,4582702.621001759,0.16744414481977588,UNjVERSITt,6118,z03t643001,ThematicContf3ences,fqnadiznNonorofitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920q0,0,0,0,0,KEDEngagjnfxwnadians,21686765.663345806,0.2706135515984157,UNIVfRS7TY,6118,A03364e001,ThemayicConffrfnces,CanadiwnN0gProfitMauing,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,0,0,0,0,K4DEngagingCxnaviand,4303967.695523361,0.20689910896203306,UbIVERaITY,6118,A03464400w,ThdmaticConfer3jces,sanadianNonPgoditMak8ng,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920q0,0,0,0,0,K4eEngaginyCanadianz,10869024.738047795,0.2122845400949712,UjIVEeSITY,6118,A03474300q,ThematicConbfrenxes,CsnsdianNonProfitMsling,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,0,0,0,0,KEDEngagibgCabadizna,35941428.32391243,0.5353490860173693,UNIVERaITh,6118,A034643o0q,ThematlsConferenced,danadianNonProgitMakunt,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,0,iEDEngagibgCabasians,9386757.399515938,0.18846531357174778,7gIVERSITY,6118,A0356t3001,Tuekaticfonferences,fanadianNinProfitMqkong,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,0,0,0,0,KEDEngagomgdanadjans,26796506.68369838,0.8193714147545422,UNoV3RSITY,6118,A03464309q,ThemahjcConfdrences,CagadiagNonProfi5Maming,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200o2010,0,0,0,0,KdD3ngxgingCanawians,551094.4440626744,0.03847543573511708,UNjdERSITY,6118,Ap34643002,ThejayicConferenves,CanavianbonPr8fi6Making,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009e010,0,0,0,0,mEDEngagkngCanwdianx,8981747.66617726,0.4076519575622366,UhIVEfSITY,6118,A03ry43001,ThematicCogge5ences,Canad7ahNon0rofitMakong,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201o,0,0,0,0,Kws2ngag8ngCanadians,16824761.484298777,0.12586102746003847,UNIVERSjrY,6118,A034t43p01,Th4maricConferenfes,CanadianhonProfjtMwjing,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
q0092010,0,0,0,0,KEDEngavingCwnxcians,43372053.56088769,0.4087815334199234,UNIVERcIfY,6118,A03464e091,ThemativConf3renced,CanqdiwnN0nProgitMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,0,0,0,0,uEDEngagiggCanxdiahs,37163545.42506252,0.3776192883855769,6NIVfRSITY,6118,A035633001,ThematicCobfw3ences,sahadianNonProfiyMaling,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200i2010,0,0,0,0,KEDEngagigvCanadiamd,11011827.519263554,0.5188231070249758,UNoVERcITY,6118,Apw4643001,TyematicConfedencss,CansdianNonProfu4kaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,0,0,0,0,iEDEngagingxanav7ans,19750187.436712354,0.33724693453507293,UmoVERSITY,6118,A0346430pq,6hdmaticConf2rences,CqnadianjonProfitMauinr,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,0,KED3jhagingCanadiabs,19352027.05331907,0.1818655826169735,UNIVERzI4Y,6118,x0346430o1,ThemaficC9nfrrences,CwnadiwnNonProditMakinr,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009q010,0,0,0,0,KsDEngwgingCanawiane,25719752.832707606,0.5539789539154558,UNIV4RSIT5,6118,A934644001,Ttematicfojferences,CzgadianNon0rofotMaking,0,0,Closed,27923.69,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20093010,0,0,0,0,NxDAmer7casProgramj7ng,5986318.011162296,0.15697055852707856,FsDERAL,4452,A03463500q,Haitk,CanadisnNigProcitMaking,0,1,Closed,2942447.56,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,0,0,0,0,NDDAmsficasPrig4amming,17395288.947338577,0.048739875967465235,dlNqULTINGSERVICES,4452,A0346550o1,Haihi,CxnqdianProfirMaling,0,1,Closed,2942447.56,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,0,NDDqmericasPrograkmijy,4223538.345550649,0.2705672853635599,COOPsRANT,4452,A0346r5o01,Halti,CanadiwnPfocitkaking,0,1,Closed,2942447.56,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,OADAsiaP38granming,25157820.418737818,0.10964199621898113,bEDERAL,4124,A033650PRf,Pakistah,CanadjanjinProfitjaking,1,0,Closed,27361.94,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,0,0,0,0,WEDSouthernEaste4nwer8ca,10045788.091790497,0.09911619780685985,FEDE4AL,4274,A0346t1p01,Mlzamfique,CxnadoanNonl4ofitMaking,0,2,Operational,500000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,0,0,0,0,WEDSluhhernsasternAbrica,15707902.509905223,0.42807014072901584,FEeERAL,4274,q034661001,jozanbique,CanariagNon0rogitMaking,0,2,Operational,500000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,0.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,0,KEfEhragingCanavians,11931974.85259949,0.07158185551107021,ASSOCIA4I0NS,6118,A0w4654o01,rhemqticC0nferences,ForriggNonProtitMaming,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200o2010,0,0,0,0,K2DEnvagingfznadians,13727591.481129732,0.11914636896820752,ASSOfIATIONc,6118,Ao34653001,ThematifConfeeendes,vorejgjNonlrofitMaking,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092o10,0,0,0,0,KED4ngagingCanqdiajx,14472969.958620813,0.4270255576758468,ASSOxIATIONq,6118,A034u53001,Thehat7cConterences,ForeignNonP4kvitnaking,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,KEDEngwgingdabadianc,665228.1365939304,0.40165479902899903,xSSOClATIONS,6118,A934644001,ThematjcConferenvec,ForfignNonPr0fitksking,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,KEeEngagingCanqdkqns,29641011.42484097,0.051080561859115,wSSpCIATIONS,6118,w0346540o1,ThekqticConferfnces,r0reignNonProfotMqking,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200i2010,0,0,0,0,KExEngagingCanax7xns,10931426.96256576,0.20792245308370327,ASS8CIAyIONS,6118,A035u54001,ThehwticCobferences,F0rekgnNonProfithakong,0,0,Closed,20093.97,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,KEDEnhaginrxanadjans,36337654.84765885,0.7821606895409551,UNIcE4SITY,6118,q034755001,ThematicConvfrehces,ForsignNonP3ofi4Maiing,0,0,Closed,29925.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20082010,0,0,0,0,KEDEnyzginbCanxdians,24233587.059829168,0.15777549243936836,NGO,6118,Ap34656o01,TbematicCohferenses,sanadianNonPr9fitMauinf,0,0,Closed,80225.53,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
w0092010,0,0,0,0,OwDssia0rogramming,16054946.387031231,0.01821868263391202,C9NSULTAjT,4125,A0346610o2,Acghan7stan,vsnadianProtitMakinr,0,1,Closed,12823.19,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,WEDeouthern4asterhAfricz,46859561.52313715,0.24169637172458672,UmIVE4SITY,4277,A0w466y001,Zimbanwe,CanadkanNob04ofitMaking,0,2,Terminating,2664708.63,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,0,2EDSoutuefnEasternAfrlca,14910470.26322075,0.1798609608607622,UNIVEdSITu,4277,w03r667001,Zombabwe,CanadiahNpn0rofitMakung,0,2,Terminating,2664708.63,B4200,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,0,0,0,0,KwDEnnagingCwgadians,7476951.579333022,0.1357204975740463,NGO,6118,A934658001,Thekat9cConterences,F9reigmNomProfitMaming,0,0,Closed,42121.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,0,KEDEngaginfCajadiajd,7004673.44642964,0.4936453104852836,NGO,6118,A03466o0o1,ThenxricConferences,Foreignhon9rofitkakjng,0,0,Closed,42121.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092p10,0,0,0,0,lEDEngavingCanwdiams,26336619.40516678,0.05718596059429629,NGO,6118,A034y68002,ThematicConf2rdncrs,ForeignNonProfihhak7nh,0,0,Closed,42121.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009w010,0,0,0,0,KEDEngagkbgCanaciane,3640698.1166156307,0.2866653234379836,NGO,6118,A034669901,fhfmaticfonferences,ForeifnNojProf7gMaking,0,0,Closed,42121.0,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,0,0,0,0,NDDqm2ricasProvramning,2755345.88181803,0.22596685625548785,CONSULTujGSERVIxES,4452,A0w4669002,Haoti,CanxwianProfitMauibg,0,2,Operational,2043593.0,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,0,0,0,0,NDDAmfridasProgrwmking,13519688.773822308,0.4995003459877012,fOjSULTANT,4452,s034y69001,Hai6i,Cajad8qnProfifMaking,0,2,Operational,2043593.0,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,0,0,0,0,NDDqhegifasProgramming,18662367.95717273,0.15103789649588967,C8NSUiTANT,4452,s034669o01,Hsiti,CanafisnProf9tkaking,0,2,Operational,2043593.0,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
