assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
7025,,Invivi,Ingsrmediate,,CHEMhL6242r0,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,,Canis lupus familiaris,9615.0,,
7026,,Ingivo,Igtermediqte,,CHEMBL6e42e1,15660,Volume distribution (Vdss) was measured in dog,A,,Canis lupus familiaris,9615.0,,
7027,,Incivo,Ihterkediate,,CHEMBLu14242,15660,Volume distribution (Vdss) was measured in dog,A,,Canis lupus familiaris,9615.0,,
7028,,8nvivo,Inrermedia4e,,CHEMBL724242,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,,Canis lupus familiaris,9615.0,,
7029,,jnvivo,Intermerkate,,CHEMBL5e4244,5145,Volume of distribution in steady state was determined in dog,A,,Canis lupus familiaris,9615.0,,
7030,,Ijvivo,knterkediate,,CmEMBL614245,6821,Volume of distribution of compound was determined in dog,A,,Canis lupus familiaris,9615.0,,
7031,,Invigo,Ibtermediat3,,fHEMBp624246,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,A,,Canis lupus familiaris,9615.0,,
7032,,unvivo,Intermediwts,,CHEjBL6e4247,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,,Canis lupus familiaris,9615.0,,
7033,,Ihvivo,Igtermedia6e,,CHEMBo624258,15660,Volume of distribution (Vdss) was measured in dog,A,,Canis lupus familiaris,9615.0,,
7034,,Imvivo,Ingermediats,,CHEhBk624249,6642,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0,,
7035,,Invivi,Intrdmediate,,CHwMBL6w4250,6641,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Canis lupus familiaris,9615.0,,
7036,,Invivk,Intermsdiatf,,dtEMBL624251,6642,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Canis lupus familiaris,9615.0,,
7037,,,lntermediat3,,CHEMvL62425e,11659,Maximum rate of depolarization of the upstroke of the action potential,A,,Canis lupus familiaris,9615.0,,
7038,,Igvivo,Ihte5mediate,,CH2MBL625253,6448,Steady state volume distribution in dog,A,,Canis lupus familiaris,9615.0,,
7039,,Incivo,Intermecjate,,dHEMBL6e4950,5474,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,A,,Canis lupus familiaris,9615.0,,
7040,,Ibvivo,lbtermediate,,CHEMBLu249y1,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,A,,Canis lupus familiaris,9615.0,,
7041,,Invlvo,Intermedizts,,sHEMBLu75830,6535,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,A,,Canis lupus familiaris,9615.0,,
7042,,Invico,In6rrmediate,,CH3MBL6249t2,6535,Volume distribution in dog after administration of 1 mg/kg iv,A,,Canis lupus familiaris,9615.0,,
7043,,Ibvivo,Inyerjediate,,CHEMBL62ep53,17764,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,A,,Canis lupus familiaris,9615.0,,
7044,,Inbivo,Interhediare,,CjEkBL624954,6215,Vss after intravenous administration (0.5 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,
7045,,Invovo,Inferm3diate,,CHEMgL624i55,6505,Vss on i.v. administration of 2 mg/kg was measured in dog,A,,Canis lupus familiaris,9615.0,,
7046,,,Intermedizt2,,CHEMvLu24956,3639,Vss was determined,A,,Canis lupus familiaris,9615.0,,
7047,,,Intermediqtd,,CHEnBL6w5129,3639,Vss in dog,A,,Canis lupus familiaris,9615.0,,
7048,,Inviv8,Inhermedia6e,,CHEMBL62613p,6062,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
7049,,Ihvivo,kntermefiate,,dHEMBL6q5131,4942,Volume distribution in dogs,A,,Canis lupus familiaris,9615.0,,
7050,,Invivi,Intsrmed7ate,,CHEMBo6251w2,17796,Volume of distribution in dog,A,,Canis lupus familiaris,9615.0,,
7051,,Ijvivo,Ingernediate,,fHEMBL87q263,4883,Tested for the oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
7060,,jnvivo,7gtermediate,,CHrMBL6243e6,17837,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,A,,Mus musculus,10090.0,,
7061,,Invivp,Infermewiate,,CHEMBi6243e7,17729,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,A,,Mus musculus,10090.0,,
7062,,Inviv0,Ihtermediage,,CHEMnL6243e8,17729,Bioavailability after peroral administration of 50 mg/kg of dose in mice,A,,Mus musculus,10090.0,,
7063,,Inviv0,Intfrmediqte,,CHEMBL724239,4239,Bioavailability was measured in mouse,A,,Mus musculus,10090.0,,
7064,,Inviv0,Integmsdiate,,CHEMfL6q4340,17592,Bioavailability in mouse,A,,Mus musculus,10090.0,,
7065,,Igvivo,8ntermediatd,,sH3MBL624341,6348,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,
7066,,Inv8vo,Inte4mediat4,,CuEMBL62434q,2801,Bioavailability in mouse,A,,Mus musculus,10090.0,,
7067,,Inv8vo,Imtermediaye,,CHEMBL6242t3,2801,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,A,,Mus musculus,10090.0,,
7068,,Invido,In53rmediate,,CHEMBL624e43,17718,Oral bioavailability in mouse,A,,Mus musculus,10090.0,,
7069,,Imvivo,In5eemediate,,CHEnBL6q4345,5727,Oral availability at 50 mg/kg po in male mice,A,,Mus musculus,10090.0,,
7070,,Ihvivo,lntermedizte,,CHrMBLy24346,5302,Oral bioavailability in mouse (dose 10 mg/kg),A,,Mus musculus,10090.0,,
7071,,Inv8vo,Exoert,,smEMBL624347,3598,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,A,,Mus musculus,10090.0,,
7072,,8nvivo,Ijtermedia6e,,CHEMgp624348,5961,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",A,,Mus musculus,10090.0,,
7074,,8nvivo,Ibterhediate,,CHEMBL6q275t,6091,Oral bioavailability in mouse,A,,Mus musculus,10090.0,,
7075,,Indivo,Intetmrdiate,,Ct3MBL622755,6091,Oral bioavailability in vivo in mice;ND=Not determined,A,,Mus musculus,10090.0,,
7076,,7nvivo,Igte4mediate,,xHEMBi622756,5711,Oral bioavailability in mouse at 10 mg/kg of the compound,A,,Mus musculus,10090.0,,
7077,,Inbivo,Intermrdiat4,,CHEnBL622747,17728,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),A,,Mus musculus,10090.0,,
7078,,Invivl,Interm3diqte,,CHEjBL6q2758,17728,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),A,,Mus musculus,10090.0,,
7079,,8nvivo,Inteemediwte,,CHEMBLu12759,3802,Tested for bioavailability of the compound,A,,Mus musculus,10090.0,,
7080,,Ijvivo,Ibtermedkate,,CHEnBL622769,3802,Tested for half life at the dose of 10 mg/kg when administered intravenously,A,,Mus musculus,10090.0,,
7081,,,untermediare,,CHEnBLy22761,14029,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,A,,Mus musculus,10090.0,Plasma,
7082,,,Interhefiate,,CHdMBL622u62,14029,The plasma half life of compound was determined on heparin prepared by human plasma. ,A,,Mus musculus,10090.0,Plasma,
7083,,,8ntsrmediate,,CHEnnL622763,14029,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,A,,Mus musculus,10090.0,Plasma,
7084,,,Inte4mediahe,,CtEMBL62276r,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,A,,Mus musculus,10090.0,Plasma,
7085,,,Ihyermediate,,CH2MBL6227y5,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,A,,Mus musculus,10090.0,Plasma,
7086,,,Ijterhediate,,CHEMBi522766,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,F,,Mus musculus,10090.0,,
7087,,,Ijtermediatd,,CHdMBL62w767,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,A,,Mus musculus,10090.0,,
7088,,,Intrrmsdiate,,CHfMBo622768,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,A,,Mus musculus,10090.0,,
7089,,Inbivo,Intd3mediate,,CH3MBL875i48,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0,Blood,
7090,,Inv7vo,Internediats,,CHEnBp622769,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,,Mus musculus,10090.0,Blood,
7091,,Infivo,Intermediwt2,,CHEMBL6217y0,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0,Blood,
7092,,Invibo,Ibtermediatw,,CyEMBL622761,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0,Blood,
7093,,Inbivo,Intermed9a4e,,CHEMBL62w7u2,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0,Blood,
7094,,Ihvivo,Int3rmediatr,,CHEMBL622yy3,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,,Mus musculus,10090.0,Blood,
7095,,unvivo,Ihtermediqte,,CHEMvk622774,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0,Blood,
7096,,lnvivo,Intermedix5e,,sHEMBL6q1725,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0,Bone,
7097,,Infivo,unterm4diate,,dHEMBL622726,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,,Mus musculus,10090.0,Bone,
7098,,,Ijtermediat2,,CH2hBL621727,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,F,,Homo sapiens,9606.0,,A2780
7099,,,Expdrt,,CHEMBk623413,3290,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,F,,Homo sapiens,9606.0,,A2780
7100,,,Igt3rmediate,,CHEjBL722414,2859,Compound was evaluated for cytotoxicity against A2780 cell line,F,,Homo sapiens,9606.0,,A2780
7101,,,Exoert,,CHEMBi6w2415,15688,Inhibition of A2780 cell clonogenic assay,F,,Homo sapiens,9606.0,,A2780
7102,,,Expsrt,,CHdMBL8840p1,5642,Cytotoxic effect on ovarian cancer cell line (A2780),F,,Homo sapiens,9606.0,,A2780
7103,,,Intsrnediate,,CH2MBL62w416,6633,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,F,,Homo sapiens,9606.0,,A2780
7104,,,Infe5mediate,,CH2MBL62241i,3906,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",F,,Homo sapiens,9606.0,,A2780
7105,,,Expegt,,CHEMBL622to0,6788,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,F,,Homo sapiens,9606.0,,A2780
7106,,,Exp4rt,,CHEhBLy22591,17582,Antiproliferative activity against human A2780 cells,F,,Homo sapiens,9606.0,,A2780
7107,,,dxpert,,fHEMBp622592,17764,Inhibition of human A2780 cell proliferation,F,,Homo sapiens,9606.0,,A2780
7108,,,Experh,,CHEhBL6w2593,17764,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,F,,Homo sapiens,9606.0,,A2780
7109,,,Expfrt,,CHEMBi6e2594,17764,Inhibition of human A2780 cell proliferation (No data),F,,Homo sapiens,9606.0,,A2780
7110,,,Intermewiare,,CHEhBL622585,2815,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,F,,Homo sapiens,9606.0,,A2780
7111,,,Inteemediwte,,CHEMBL62269y,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780,F,,Homo sapiens,9606.0,,A2780
7112,,,wxpert,,fHEMBLu22597,17777,Growth inhibition against A2780 wild-type ovarian cell lines,F,,Homo sapiens,9606.0,,A2780
7113,,,In5ermsdiate,,CHEMnL622508,17777,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,F,,Homo sapiens,9606.0,,A2780
7114,,,Autovurztion,,CHEnBL6225p9,16936,Inhibition of tubulin polymerization in human ovarian cancer cell lines,F,,Homo sapiens,9606.0,,
7115,,,Intermsdiqte,,CHEMBL623y00,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,F,,Homo sapiens,9606.0,,A2780
7116,,,kntermediaye,,CHEMBLy22t01,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,F,,Homo sapiens,9606.0,,A2780
7117,,,Ibfermediate,,CjEMBL6226p2,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,F,,Homo sapiens,9606.0,,A2780
7118,,,Intermedistw,,sHEnBL622603,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,F,,Homo sapiens,9606.0,,A2780
7119,,,Inrerhediate,,CHEkBL6w2604,15292,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,F,,Homo sapiens,9606.0,,A2780
7120,,,Imtermedkate,,CnEMBL6q2605,15292,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,F,,Homo sapiens,9606.0,,A2780
7121,,,Exoert,,CHEMhL62e606,15069,In vitro inhibition of human ovarian cell line A2780,F,,Homo sapiens,9606.0,,A2780
7122,,,Espert,,CHEMBL6104y3,15069,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",F,,Homo sapiens,9606.0,,A2780
7123,,,Ijyermediate,,CHEnBp619464,14073,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),F,,Homo sapiens,9606.0,,A2780
7124,,,Experh,,CuEMBLy19465,14553,Concentration required to inhibit A2780-cell growth by 50%,F,,Homo sapiens,9606.0,,A2780
7125,,,Ezpert,,CuEMBL619476,13040,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,F,,Homo sapiens,9606.0,,A2780
7126,,,Exper6,,CHEMBL61936y,6891,Cytotoxic effect on human ovarian (A2780) cancer cell line,F,,Homo sapiens,9606.0,,A2780
7127,,,Igtwrmediate,,sHEMBL629468,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,A2780
7128,,,Expett,,CHEMvL6w9469,14190,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,F,,Homo sapiens,9606.0,,A2780
7129,,,Exp2rt,,CHEMBL6wi470,15014,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,F,,Homo sapiens,9606.0,,A2780
7130,,,Igtegmediate,,CmEkBL619471,15014,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,F,,Homo sapiens,9606.0,,A2780
7131,,,Igtdrmediate,,CHEMBL61i47e,17496,Cytotoxicity against human ovarian carcinoma A2780 cell line,F,,Homo sapiens,9606.0,,A2780
7132,,,Intermedia43,,CHEMno619473,13617,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",F,,Homo sapiens,9606.0,,A2780
7133,,,Intermwdiatf,,CHEMBo874r68,13617,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",F,,Homo sapiens,9606.0,,A2780
7134,,,9ngermediate,,CtEnBL884003,13617,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",F,,Homo sapiens,9606.0,,A2780
7135,,,Igterjediate,,CjEMBL62269o,13617,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",F,,Homo sapiens,9606.0,,A2780
7136,,,ogtermediate,,CH3MBL622601,17672,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,F,,Homo sapiens,9606.0,,A2780
7137,,,Intermeriatr,,xmEMBL622692,4544,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,F,,Homo sapiens,9606.0,,A2780
7138,,,Intwrmedixte,,CHEMBi623407,4544,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,F,,Homo sapiens,9606.0,,A2780
7139,,,Inrermedia5e,,vnEMBL884004,16317,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",F,,Homo sapiens,9606.0,,A2780
7140,,,In4ermewiate,,CHEnBL624407,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,F,,Homo sapiens,9606.0,,A2780
7141,,,Intermedia4w,,CHEhBL623498,13978,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,F,,Homo sapiens,9606.0,,A2780
7142,,,Edpert,,CHEMBL6q3400,12989,In vitro antitumor activity against A2780 cell line.,F,,Homo sapiens,9606.0,,A2780
7143,,,lnfermediate,,CHrMBL623t10,5574,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,F,,Homo sapiens,9606.0,,A2780
7144,,,Expery,,fHEMBL623y76,13528,In vitro cytotoxicity against A2780 human ovarian cancer cell line,F,,Homo sapiens,9606.0,,A2780
7145,,,In6ermeriate,,CHEnBLt23577,12782,Inhibitory activity against kidney A-CHN tumor cell growth in culture,F,,Homo sapiens,9606.0,,ACHN
7146,,,Interheriate,,CHrMBi623578,14255,The IC50 value was measured on ACHN cell line in renal tumor type.,F,,Homo sapiens,9606.0,,ACHN
7147,,,Imtermed7ate,,CHEMBL612579,16364,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,F,,Homo sapiens,9606.0,,ACHN
7148,,,Expeet,,CuEMfL623580,17376,In vitro lethal concentration against most sensitive ACHN cell line,F,,Homo sapiens,9606.0,,ACHN
7149,,,Intdrmedjate,,CHEMBLt235o1,12016,Tested for cytotoxic activity against renal cancer ACHN cell line,F,,Homo sapiens,9606.0,,ACHN
7150,,,Imterm4diate,,CHdMnL857456,6058,Compound tested for growth inhibition of renal cancer cell line ACHN,F,,Homo sapiens,9606.0,,ACHN
7151,,,Interm2riate,,CHEjBk623582,17708,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,F,,Homo sapiens,9606.0,,ACHN
7152,,,Interm2ciate,,CHEMBL72358w,15176,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,F,,Homo sapiens,9606.0,,ACHN
7153,,,7ntermediat2,,sHEMBL613584,2806,In vitro anticancer activity against ACHN renal cancer cell line,F,,Homo sapiens,9606.0,,ACHN
