Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SO,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SO,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ST,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ST,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,SZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,SZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,TD,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,TD,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,TG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,TG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,TN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,TN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,TZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,TZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,UG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,UG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ZA,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ZA,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,658.0,0,Uncoded: Pre-APP,D5430,ZM,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,282.0,0,Uncoded: Pre-APP,D5430,ZM,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,784.0,0,Uncoded: Pre-APP,D5430,ZW,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,336.0,0,Uncoded: Pre-APP,D5430,ZW,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Africa,MEF ECONOMIC GROWTH AND IFIs,Responsive,2,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,406.0,0,Uncoded: Pre-APP,D5430,YE,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,174.0,0,Uncoded: Pre-APP,D5430,YE,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,AF,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,AF,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,AM,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,AM,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,AZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,AZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,BD,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,BD,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,BT,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,BT,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,CN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,CN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,GE,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,GE,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,ID,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,ID,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,IN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,IN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,IQ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,IQ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,JO,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,JO,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,KG,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,KG,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,KH,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,KH,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,KP,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,KP,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,KZ,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,KZ,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,LA,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,LA,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,LB,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,LB,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,LK,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,LK,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,MN,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,MN,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,MV,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,MV,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,MY,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,MY,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,NP,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,222.0,0,Uncoded: Pre-APP,D5430,NP,0,Not PBA,1150000.0,0,1.0,0,0.3,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
2009/2010,World Bank,MED Economic Development,518.0,0,Uncoded: Pre-APP,D5430,PH,0,Not PBA,1150000.0,0,1.0,0,0.7,0,MFM Global Issues and Development,IFI,Asia,MEF ECONOMIC GROWTH AND IFIs,Responsive,3,S5434,Foreign Non-Profit Making,Terminating,M012500001,1150000.0,B5100,5280,ECONOMIC GROWTH - INIT,0.0,0,1,0,0,0,0,0
