Fiscal year,CIDA business delivery model (old),CountryRegion ID,Biodiversity (marker),Organisation name,Division ID,Programming process (new),Division name,Continent ID,Section ID,Project number,Trade development (marker),Branch name,Continent name,CountryRegion percent,Status,Maximum CIDA contribution (project-level),Branch ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Core Funding,X4,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,5,S5330,M012460001,0,MFM Global Issues and Development,Europe,0.05,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Core Funding,X4,0,OHCHR - Office of the High Commissioner for Human Rights,D5301,Uncoded: Pre-APP,MHDInternational Humanitarian Assistance,5,S5330,M012460001,0,MFM Global Issues and Development,Europe,0.05,Terminating,15000000.0,B5100,MHO Huma Organization & Food Assistance,0,5311,MHO Non Food - CORE,15000000.0,0.0,0.0,0,0,Not PBA,0,0,0,0,1
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0057,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0062,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,1,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5434,M012500001,0,MFM Global Issues and Development,America,0.0062,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012500001,0,MFM Global Issues and Development,Africa,0.0094,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,2,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5434,M012500001,0,MFM Global Issues and Development,Africa,0.0094,Terminating,1150000.0,B5100,MEF ECONOMIC GROWTH AND IFIs,0,5280,ECONOMIC GROWTH - INIT,1150000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
