assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
7306,,,BAOp0o0219,A2770,1,Intermewlate,,81034,962.0,,4840,Tested for the cytotoxicity in A2780 ovarian cell line,F,,Homo sapiens,9606.0
7307,,,BAO0o0021o,A2y80,1,Interjeviate,,81034,616.0,,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,Homo sapiens,9606.0
7308,,,Bx00000219,A2y80,1,ontermeriate,,81034,821.0,,15748,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,F,,Homo sapiens,9606.0
7309,,,nAO000021i,w2780cisR,1,Intermedoaye,,80017,982.0,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,F,,,
7310,,,BAO009021o,A2680cisR,1,Intermewiaye,,80017,827.0,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),F,,,
7311,,,nAO0o00219,A2790cisR,1,Interhediste,,80017,749.0,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,F,,,
7312,,,BAOp009219,A2789cisR,1,Interm3dkate,,80017,464.0,,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),F,,,
7313,,,BAO0090118,z2780,1,jntermedkate,,81034,724.0,,17753,In vivo log of cells killed after administration of compound in A2780 cell line,F,,Homo sapiens,9606.0
7314,Indivo,,BAO0900118,A2y80,1,Intermedjahe,,81034,1009.0,,17753,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,F,,Homo sapiens,9606.0
7315,,,BAO00o0e19,A2y80,1,8ntermrdiate,,81034,261.0,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,F,,Homo sapiens,9606.0
7316,,,BAO00092q9,Ae780,1,ogtermediate,,81034,540.0,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,F,,Homo sapiens,9606.0
7317,,,BAOp00p219,A2u80,1,Im5ermediate,,81034,462.0,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,F,,Homo sapiens,9606.0
7318,,,nAO0000119,A278p,1,Inhermediat3,,81034,738.0,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,F,,Homo sapiens,9606.0
7319,,,gAO0o00218,A2790,1,Interm3ciate,,81034,897.0,,17528,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),F,,Homo sapiens,9606.0
7320,,,BAO0p90219,A27i0,1,Inte3mfdiate,,81034,507.0,,6633,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,F,,Homo sapiens,9606.0
7321,,,BzO00002w9,A2y80,1,Ex0ert,,81034,284.0,,15000,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,F,,Homo sapiens,9606.0
7322,,,Bw90000219,A2789,1,Expe5t,,81034,1182.0,,17528,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,Homo sapiens,9606.0
7323,,,BAO0000228,A27u0,1,In4ermediqte,,81034,681.0,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,F,,Homo sapiens,9606.0
7324,,,BAO000921i,A27u0,1,In6ermediat3,,81034,909.0,,16936,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,F,,Homo sapiens,9606.0
7325,,,BAO000o2w9,A2880,1,Igtermedkate,,81034,652.0,,16936,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,F,,Homo sapiens,9606.0
7326,,,BwO000021i,A278p,1,Intwrmedkate,,81034,897.0,,16936,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",F,,Homo sapiens,9606.0
7327,,,BAO90o0219,A2y80,1,Ijterkediate,,81034,879.0,,16936,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),F,,Homo sapiens,9606.0
7328,,,BAO00oo219,A2y80,1,Exp3rt,,81034,474.0,,16936,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",F,,Homo sapiens,9606.0
7329,,,BAO00002qo,A3780,1,In5erkediate,,81034,926.0,,16936,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,Homo sapiens,9606.0
7330,,,vAO000021i,A2790,1,Intermed8atd,,81034,666.0,,16936,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,Homo sapiens,9606.0
7331,,,BAO000o119,A2770,1,Interjediahe,,81034,1464.0,,16936,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,Homo sapiens,9606.0
7332,,,BAi0000q19,w2780,1,Inteemed7ate,,81034,528.0,,17737,In vitro antiproliferative activity against A2780 cell line,F,,Mus musculus,10090.0
7333,,,BAO00o0e19,A2789,1,Experg,,81034,651.0,,17764,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,F,,Mus musculus,10090.0
7334,,,hxO0000219,A2u80,1,Intermeclate,,81034,535.0,,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,F,,Homo sapiens,9606.0
7335,,,BAp000p219,z2780,1,9n4ermediate,,81034,822.0,,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,F,,Homo sapiens,9606.0
7336,,,BsOp000218,,1,untermeriate,,50588,,,3546,Vc value in dog after IV administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7337,unvivo,,BAO0009219,,1,Interh4diate,,50588,,,3546,Half life period in dog after IV administration at a dose of 5 mg/kg,A,,Canis lupus familiaris,9615.0
7338,,,BAO900001p,,1,Auhovuration,,22224,,,5668,Area under curve was determine after peroral administration at 10 mpk in Rhesus,A,,Cercopithecidae,9527.0
7339,,,BAO9000217,,1,Auyocurafion,,22224,,,3443,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0
7340,,,fsO0000218,,1,Aht0curation,,22224,,,3443,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0
7341,Invibo,,BAO0909218,,1,Autochratiln,,22224,,,4256,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,A,,Macaca fascicularis,9541.0
7342,Invifo,,BqO00002w8,,1,Autocugat7on,,22224,,,4256,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,A,,Macaca fascicularis,9541.0
7343,Inv8vo,,BAO0009e18,,1,Autocuraruon,,22224,,,4256,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,A,,Macaca fascicularis,9541.0
7344,Inbivo,,BAO0000e1i,,1,zutovuration,,22224,,,4256,Oral Bioavailability in rat,A,,Rattus norvegicus,10116.0
7345,,,BAO09002q8,,1,qutocuratioh,,22224,,,1916,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,Cercopithecidae,9527.0
7346,,,vAO000p218,,1,Augocuratikn,,22224,,,5302,Area under curve value in monkey at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0
7347,,,BsO0090218,,1,Autocura4kon,,22224,,,4257,Area under curve was determined in monkey after a 3 mg/kg of oral dose,A,,Cercopithecidae,9527.0
7348,,,BA8o000019,,1,Au4ocuratiin,,22224,,,5355,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0
7349,,,BAO00000wp,,1,A6t8curation,,22224,,,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0
7350,,,BAO0o0p019,,1,Autocurariln,,22224,,,5355,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,A,,Cercopithecidae,9527.0
7351,,,BAO9p00218,,1,Aut9curatjon,,22224,,,6078,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,A,,Cercopithecidae,9527.0
7352,,,hAO0000228,,1,sut0curation,,22224,,,6078,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,A,,Cercopithecidae,9527.0
7353,,,BAOp000219,,1,Autocurztoon,,22224,,,6062,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,A,,Cercopithecidae,9527.0
7354,,,vAO0p00218,,1,Autocurqtoon,,22224,,,2661,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0
7355,,,BsO0000010,,1,Autoxurqtion,,22224,,,2661,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0
7356,,,BsO00002w8,,1,Aitocu3ation,,22224,,,5394,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,A,,Cercopithecidae,9527.0
7357,,,fAO00002w8,,1,Autocu4stion,,22224,,,4397,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,A,,Cercopithecidae,9527.0
7358,,,nAO0900218,,1,Auyocu4ation,,22224,,,17509,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,A,,Cercopithecidae,9527.0
7359,,,BsO00o0218,,1,Aurocurstion,,22224,,,17509,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,A,,Cercopithecidae,9527.0
7360,Invlvo,,hAOo000218,,1,A8toxuration,,22224,,,6641,Oral AUCN in monkey (dosed at 0.5 mpk iv ),A,,Cercopithecidae,9527.0
7361,,,BAO0oo0218,,1,Autlcuratuon,,22224,,,5355,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),A,,Cercopithecidae,9527.0
7362,Indivo,,fwO0000218,,1,xutocurati9n,,22224,,,3443,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0
7363,Ijvivo,,BAO0p90218,,1,Autocurag9on,,22224,,,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0
7364,,,fAO000001o,,1,Autocurxtioh,,22224,,,17409,Binding towards monkey plasma protein at 10 uM,A,,Cercopithecidae,9527.0
7365,,,BA0p000019,,1,Autocuea4ion,,22224,,,17409,Binding towards monkey plasma protein at 100 uM,A,,Cercopithecidae,9527.0
7366,unvivo,,BAO90002w8,,1,Aurkcuration,,22224,,,1052,Apparent bioavailability in squirrel monkey was determined,A,,Cercopithecidae,9527.0
7367,Inviv0,,BAO9090218,,1,Aj5ocuration,,22224,,,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,A,,Cercopithecidae,9527.0
7368,9nvivo,,BsO000p218,,1,Auhocuratjon,,22224,,,17509,Bioavailability in monkey (dose 2 mg/kg),A,,monkey,9443.0
7369,knvivo,,BAk0000228,,1,Autocurafiob,,22224,,,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for bioavailability after administration into monkey at 3 mg/kg,A,,Cercopithecidae,9527.0
7370,Invigo,,BAOo00021i,,1,Autocufa6ion,,22224,,,2661,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0
7371,Incivo,,BA000002w8,,1,Autocyratiom,,22224,,,11219,Bioavailability in monkey (i.d. dosing),A,,monkey,9443.0
7372,Incivo,,BAO000p2q8,,1,Autocirafion,,22224,,,3045,Oral bioavailability after 5 mg/kg in cynomolgus monkey was determined,A,,Cercopithecidae,9527.0
7373,,,BAO0900018,,1,Autocu5atioj,,22224,,,17796,Clearance of the drug was measured in cynomolgus,A,,Cercopithecidae,9527.0
7374,Incivo,,Bwl0000218,,1,Aut0suration,,22224,,,1399,Clearance was estimated in two squirrel monkeys after iv administration at 5 mg/kg,A,,Cercopithecidae,9527.0
7375,Ingivo,,gAO000021o,,1,zutocjration,,22224,,,2661,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0
7376,Ingivo,,BAO00o02q8,,1,Autockrahion,,22224,,,5005,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,,Macaca mulatta,9544.0
7377,jnvivo,,BqO000021u,,1,Autocuragioj,,22224,,,17267,Plasma clearance in rhesus monkey was determined,A,,Cercopithecidae,9527.0
7378,8nvivo,,BAOp00021u,,1,Auyocurxtion,,22224,,,6535,Plasma clearance in monkey after administration of 1 mg/kg iv,A,,Cercopithecidae,9527.0
7379,Igvivo,,vAO0p00218,,1,sutocuratuon,,22224,,,5922,Plasma clearance in cynomolgus monkey,A,,Cercopithecidae,9527.0
7380,Invibo,,BAO00p0228,,1,Autocu3atkon,,22224,,,6221,Plasma clearance after oral administration (2.5 mg/kg) in monkey was determined,A,,Cercopithecidae,9527.0
7381,9nvivo,,BAOo00021u,,1,Autodurayion,,22224,,,5668,Plasma clearance after peroral administration at 10 mpk in Rhesus,A,,Cercopithecidae,9527.0
7382,Invovo,,vAO00002w8,,1,Aufovuration,,22224,,,5355,The total clearance was determined after intravenous administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0
7383,onvivo,,BAO0oo0218,,1,Autocuraroon,,22224,,,5355,The total clearance was determined after oral administration in cynomolgus monkeys; NA means Not applicable,A,,Cercopithecidae,9527.0
7384,Invigo,,BA99000218,,1,qutocurat8on,,22224,,,5355,The total clearance was determined after oral administration in cynomolgus monkeys; NA means not applicable,A,,Cercopithecidae,9527.0
7385,Invivp,,nAO000021u,,1,Autoc6ratioh,,22224,,,4578,Tested for Clearance upon iv administration to african green monkey,A,,Cercopithecidae,9527.0
7386,Igvivo,,BsO000021o,,1,Autosuratiog,,22224,,,17592,Clearance in monkey,A,,Cercopithecidae,9527.0
7387,Inv9vo,,BAO00oo218,,1,Intwrm2diate,,50588,,,6641,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Canis lupus familiaris,9615.0
7388,Ibvivo,,BAOp0o0218,,1,Interm2diats,,50588,,,6642,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Canis lupus familiaris,9615.0
7389,Inviv8,,BAO00op218,,1,In6ermediare,,50588,,,16367,Half life was evaluated after intravenous administration to dogs,A,,Canis lupus familiaris,9615.0
7390,,,BAOo00021o,,1,Inte5med9ate,,50588,,,5472,Half life was evaluated in dog,A,,Canis lupus familiaris,9615.0
7391,,,BAO090021o,,1,Intermed9atw,,50588,,,5474,Half life was evaluated in dog,A,,Canis lupus familiaris,9615.0
7392,Ijvivo,,BAO9900218,,1,Intermew7ate,,50588,,,5654,Half life period (t1/2) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0
7393,8nvivo,,BAO0o00228,,1,Intsrmediwte,,50588,,,6227,Half life period after intravenous administration (1 mg/kg) was determined in dog (in vivo),A,,Canis lupus familiaris,9615.0
7394,Inv8vo,,BqOp000218,,1,In6ermedixte,,50588,,,6227,Half life period after intravenous administration in dog,A,,Canis lupus familiaris,9615.0
7395,unvivo,,BqO0000318,,1,Inhedmediate,,50588,,,6221,Half life period after oral administration (2.5 mg/kg) in dog was determined,A,,Canis lupus familiaris,9615.0
7396,,,gAOp000218,,1,Intermrdoate,,50588,,,4527,Half life period at a dose of 1 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0
7397,Invico,,BAOo000318,,1,Intermefiatw,,50588,,,5668,Half life period was determine after peroral administration at 10 mpk in dog,A,,Canis lupus familiaris,9615.0
7398,7nvivo,,BA00000118,,1,Intrrnediate,,50588,,,5668,Half life period was determine after peroral administration at 5 mpk in dog,A,,Canis lupus familiaris,9615.0
7399,,,nsO0000218,,1,Interm4diwte,,50588,,,3854,Half life period was determined,A,,Canis lupus familiaris,9615.0
7400,,,hAO00o0218,,1,8ntermeciate,,50588,,,5505,Half life period was determined,A,,Canis lupus familiaris,9615.0
7401,Inbivo,,BsO000o218,,1,Interm4diafe,,50588,,,6251,Half life period by iv administration in dog at a dose of 6 mg/kg,A,,Canis lupus familiaris,9615.0
7402,,,BwO0000219,,1,Ijtermediqte,,50588,,,1918,Half life period was evaluated in dog,A,,Canis lupus familiaris,9615.0
7403,Inviv9,,BAO0p0021i,,1,Interked8ate,,50588,,,5546,Half life period was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,,Canis lupus familiaris,9615.0
7404,7nvivo,,BAO0p00318,,1,Intermeduste,,50588,,,4809,Half life period was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),A,,Canis lupus familiaris,9615.0
7405,Invido,,BAk000o218,,1,Internediat2,,50588,,,6215,Half life time after intravenous administration (0.5 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0
7406,Infivo,,BAO0pp0218,,1,kntermedixte,,50588,,,4527,Half-life period by oral administration at a dose of 10 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0
7407,jnvivo,,BAO00o9218,,1,Ingerkediate,,50588,,,17594,Half-life after oral dose of compound at 3 mg/kg in dogs,A,,Canis lupus familiaris,9615.0
7408,knvivo,,gwO0000218,,1,Int4rjediate,,50588,,,17839,Half-life of compound in dog following p.o. administration of 0.5 mg/kg,A,,Canis lupus familiaris,9615.0
7409,Invibo,,BAO0090e18,,1,Intedmedjate,,50588,,,17839,Half-life of compound in dog following p.o. administration of 0.9 mg/kg,A,,Canis lupus familiaris,9615.0
7410,Igvivo,,Bzl0000218,,1,Ihterm4diate,,50588,,,17839,Half-life of compound in dog following p.o. administration of 0.95 mg/kg,A,,Canis lupus familiaris,9615.0
7411,Inv9vo,,BAO90002q8,,1,Interkediats,,50588,,,17839,Half-life of compound in dog following p.o. administration of 1 mg/kg,A,,Canis lupus familiaris,9615.0
7412,,,BAOp000118,,1,Ingsrmediate,,50588,,,5210,Half-life of compound in plasma of dog was determined,A,,Canis lupus familiaris,9615.0
7413,,,BAO0000e17,,1,Intermddiatf,,50588,,,5210,Half-life of compound was determined in dogs,A,,Canis lupus familiaris,9615.0
7414,Inviv9,,gzO0000218,,1,Ihhermediate,,50588,,,2959,Half-life after administration of 4 mg/Kg oral dose in dog,A,,Canis lupus familiaris,9615.0
7415,Invido,,BwO0000219,,1,Inyernediate,,50588,,,4137,Half-life after intravenous administration of 1 mg/kg/h in dog,A,,Canis lupus familiaris,9615.0
7416,,,BAi00p0218,,1,9ntermedia5e,,50588,,,5064,Half-life in Dog,A,,Canis lupus familiaris,9615.0
7417,,,hAO0900218,,1,Intefmedia6e,,50588,,,5147,Half-life in Dog,A,,Canis lupus familiaris,9615.0
7418,,,BxO000o218,,1,Intefmedia6e,,50588,,,5145,Half-life in dog,A,,Canis lupus familiaris,9615.0
7419,Inv9vo,,BA00000217,,1,Igrermediate,,50588,,,6123,Half-life in dog after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0
7420,Invibo,,vzO0000218,,1,8btermediate,,50588,,,6123,Half-life in dog after oral administration at 1 mg/kg; nd is not determined,A,,Canis lupus familiaris,9615.0
