Fiscal year,Section ID,CountryRegion name,Organisation name,Knowledge for development (marker),Trade development (marker),Organisation class,CountryRegion percent,Youth issues (marker),Continent ID,Bilateral aid (international marker),CFLI (marker),Branch name,Regional program (marker),Urban issues (marker),PBA type,Desertification (marker),Maximum CIDA contribution (project-level),Children issues (marker),Division ID,Continent name,Status,Project number,CIDA business delivery model (old),Division name,Project Browser country ID,Branch ID,Sector percent,Participatory development and good governance,Organisation type,Disability issues (marker),Gender equality (marker),Section name,Biodiversity (marker),Programming process (new),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,KM,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,KM,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,LR,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,LR,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,LS,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,LS,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MA,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MA,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ML,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ML,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MR,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MR,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MU,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MU,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MW,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MW,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MZ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,MZ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,NE,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,NE,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,NG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,NG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,RW,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,RW,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SC,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SC,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SD,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SD,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SL,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SL,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SN,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SN,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SO,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SO,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ST,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ST,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SZ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,SZ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TD,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TD,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TN,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TN,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TZ,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,TZ,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,UG,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,UG,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZA,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZA,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZM,B5100,0.8,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5250,Africa,Malaria Consortium,0,0,Civil Society,0.0189,0,2,1,0,MFM Global Issues and Development,0,0,Not PBA,0,20000000.0,0,D5240,Africa,Closed,M012955001,Responsive,MND Health&Nutrition,ZM,B5100,0.2,0,Foreign Non-Profit Making,0,0,MNC MNCH & Nutrition,0,Uncoded: Pre-APP,5252,MNCHN - INIT,20000000.0,1.0,0.0,0,0,0
2009/2010,S5602,Africa MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.5,1,2,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Africa,Closed,M012956001,Core Funding,MID International Organizations,X1,B5100,0.203,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Africa MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.5,1,2,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Africa,Closed,M012956001,Core Funding,MID International Organizations,X1,B5100,0.524,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Africa MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.5,1,2,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Africa,Closed,M012956001,Core Funding,MID International Organizations,X1,B5100,0.064,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Africa MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.5,1,2,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Africa,Closed,M012956001,Core Funding,MID International Organizations,X1,B5100,0.105,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Africa MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.5,1,2,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Africa,Closed,M012956001,Core Funding,MID International Organizations,X1,B5100,0.10400000000000001,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Americas MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.15,1,1,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,America,Closed,M012956001,Core Funding,MID International Organizations,X2,B5100,0.203,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Americas MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.15,1,1,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,America,Closed,M012956001,Core Funding,MID International Organizations,X2,B5100,0.524,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Americas MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.15,1,1,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,America,Closed,M012956001,Core Funding,MID International Organizations,X2,B5100,0.064,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Americas MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.15,1,1,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,America,Closed,M012956001,Core Funding,MID International Organizations,X2,B5100,0.105,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Americas MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.15,1,1,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,America,Closed,M012956001,Core Funding,MID International Organizations,X2,B5100,0.10400000000000001,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
2009/2010,S5602,Asia MC,UNICEF - United Nations Children's Fund,0,0,Multilateral,0.3,1,3,0,0,MFM Global Issues and Development,0,0,Not PBA,0,18000000.0,1,D5600,Asia,Closed,M012956001,Core Funding,MID International Organizations,X3,B5100,0.203,0,Foreign Non-Profit Making,0,1,MIO United Nations,0,Uncoded: Pre-APP,5291,UN - CORE,18000000.0,0.0,0.0,0,0,0
