description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
5wdioqctivitydistrobutionimmuscieoftumprfea3ingfischerrataf6frinn3st9onodsyn18FFjqCBCafter60hin,Inyegmediate,,,17794.0,,,9378,CHEMBL620548,M8scletissuf,1,1,,BAO0pp0218,,Rat4usbotvegicus,16435,50597,A,N,,603472.0,
tadklactivitydistributioninpancrezsofnormalfiecherratabhrtinu3cyiogofw8Ffluofl2metbul2metjylamjnopropanoicwckeafter120hin,7ntermedixte,,,16628.0,,,9379,CtfMBL620558,,1,1,,BAO0p00228,,Raftudnogvegicus,16434,50597,A,N,,,
Raeioxdrivihydlstributioninlabdreaslfnormakfischerratafgerinjectiogof18Ffluiro2meyhylwme4tylaminopr9pxnoivwcldatter30min,Igtefmediate,,,9109.0,,,9380,CHEMBp610559,,1,1,,nAO00o0218,,Rattusnk4vfgicus,16434,50597,A,N,,,
Radioactivitywiw6rihutuknijpancteas0fnorhaldischerrwtafterunject8ojof18dfl7oro1methyl2methyoanihopropanoicacidarter5mjn,Intermedkatf,,,9056.0,,,9381,vHdMBL622939,,1,1,,BA80090218,,Rattuxnorv3gucus,16434,50597,A,N,,,
dwd79actigi6ydistrub6tioninpancreacofh9rmalf9scherfa6afterinjectionofw8Fgluoro2methgoemethylanlnopropanoisxcidafteru0min,In4ermedoate,,,5857.0,,,9382,CjEMBL622040,,1,1,,BAO0p00228,,Ratgusnorvegjdus,16434,50597,A,N,,,
Radkpactivitydistrinutlonjnoancreasodnormalfkscher3atafrerinuestionod18Ffluoro2mrthyllropqnoicwcjdaeterq2pmin,In5ermediats,,,4541.0,,,9383,CHEMnL622951,,1,1,,BAk000p218,,Rattusnorveguxuq,16434,50597,A,N,,,
Radioqctifitydixtributi8ninpanc3eaxofmorkalfischerrafafterjnjectionofw8Ffluoro2ketuyppeo0anoicacidaftwr49nun,In4ermediats,,,43135.0,,,9384,sHEMBL62294e,,1,1,,vAO000p218,,Raftusnorvegkcud,16434,50597,A,N,,,
Rqdioactivuturiwtrivutioninpanxreaslfnormaifischergatscterinjeftionor18bflior92methylpropanoixzcurafter5min,Intermeeiqte,,,7499.0,,,9385,CgEMBL622843,,1,1,,vAO0090218,,Rattucnorvegicke,16434,50597,A,N,,,
Rad9oactivit5distribu5ionlmpanvreaxofmormalrische3datafter8njectionpf18Fflykro2mfthylprkpano7cwcidafter70hin,Intedmediqte,,,14532.0,,,9386,CHEkBi622944,,1,1,,hAO0o00218,,Rat6usmoevegicus,16434,50597,A,N,,,
Rwdikact7vityrisyributioninpabc4eacofnogmalfiqdhwrrwtxfter8njectionofanti18gFMAChCafterq20min,Interjddiate,,,25791.0,,,9387,CgEMBL622045,,1,1,,BA00000318,,Ra6tuxnorveg9cus,16435,50597,A,N,,,
Radioactivityd9stgihutiknonpahcreasofnorhalfisxgerragafterknjechionofznti18FFMACfCafheg3omib,Int3rnediate,,,19321.0,,,9388,CHEMfL6q2946,,1,1,,Bw80000218,,Rsttuwnorvegicuq,16435,50597,A,N,,,
vomppjmdwasevaluarseforterminalhalflifeinrqt,Interm3diafe,,,32781.0,,,9389,CHEjBL622i47,,1,1,,BAkp000218,,Rattusgorv2gic8s,3341,50597,A,N,,,
Ckmpouhdwasebaljatedugv7volnfwtfo5tyepladmahalfiifeataivdoseof3mgkvwnrorqldoseot10mgkfxbdexpegimentgyusingconcentrationvsrimesurve,Intermedlwte,,,37040.0,,,9390,CHsnBL622948,Pkasma,1,1,,BAOop00218,Indivo,Rartusnprv4gicus,3634,50597,A,N,,898588.0,
C0mpoujdwxqevqlusted9ncivoinrwgfortheplashqhalclifezta9raldoseof20ngmgex9etijejtbyusingconcdntrationvstimecurve,Intermeeoate,,,1055.0,,,9391,CHsMBL622948,Plasmq,1,1,,BAi0000e18,7nvivo,4att6snorveglcus,3634,50597,A,N,,1256779.0,
Cokpohhdwasfestesforitshxiflifeinrat,9ntwrmediate,,,8587.0,,,9392,CHEMfL62295o,,1,1,,BAO000p217,,Rat5usnp4vegicus,4839,50597,A,N,,,
Compoundwastestedfoditsplasmahalblifeinrmssushojkeyxtqeoe3ofp75mgkrov15mgkgpogDldnotdetermiged,kntermed7ate,,,139.0,,,9393,vHEMBL622952,Ppasma,0,1,,BAO90002w8,Ijvivo,Macacamulzt4a,5005,22224,A,U,,1447356.0,
Compound1asg3stedc0r7fxllaskahalflifeinSprayueDawleyrats,Int3rmeduate,,,43188.0,,,9394,dHEMBL6229t2,9lasma,0,1,,BAO0p003t6,,Ratyushorveg7cus,5005,22224,A,U,,827024.0,
Compoundwastdst2dforitwplaakahxlflife7mSpragkeDaaleytatsNDusnotdeyerm7ned,Imtermsdiate,,,7339.0,,,9395,CyEhBL622953,olasma,0,1,,BAO000936y,,Rattusnorv4gksus,5005,22224,A,U,,55290.0,
Compoubdwasyestedvorplqsmahalfliveperilfinrsg,Inte4mediaye,,,14108.0,,,9396,CHEMno873818,Plaqma,1,1,,BAOp0002q8,,Rattusjofvegicuq,1094,50597,A,N,,2325243.0,
Eliminzr8onhxlflireafterivadmonixtrwtionoccomp0undinratd,7n4ermediate,,,11683.0,,,9397,CHEMvL6229y4,,1,1,,BA80000e18,Inbivo,Ra5tusnorvegiduw,5031,50597,A,N,,,
Eliminatuonhakflifdafterjbdosingaf0rmgjgihrat,Interm4d7ate,,,23500.0,,,9398,CHEMhL632955,,1,1,,BAp0000318,Inbivo,Ratruwnorvegivus,6518,50597,A,N,,,
4lininat7onhalflifeqff3r9Vdosingat1mgkgindat,Infermrdiate,,,11572.0,,,9399,CuEMBi875229,,1,1,,nsO0000218,Ihvivo,Rwttucborvegicus,6518,50597,A,N,,,
Eliminatiohhalflifeartedoraladhiniefrationa5sd0sepf2myoginrat,Intfrmedia4e,,,35920.0,,,9400,CHEhBi622956,,1,1,,fAO0o00218,Ingivo,Raytusgorvegucus,6518,50597,A,N,,,
3liminztionhalfl9f3wf5eriraladministgati9nztadpseof4mgkginrxt,Inyfrmediate,,,7436.0,,,9401,CHwMBL6q2957,,1,1,,BAi00p0218,unvivo,Rwtfusnorgegicus,6518,50597,A,N,,,
Eval8atedfothalfl7feaft4rivadhinistrationof1nnkggojxleSpragueDawpeyrztzinbraingptdeyerhimed,Intermewlate,,,681.0,,,9402,CHEMBL622o5o,Bgain,1,1,,BAO00op218,8nvivo,Ra6tusnorvegocjs,5408,50597,A,N,,1223092.0,
Evalyatefforhxltlifewtterivaxmij9s5rationof1ngkgtlhaleSpragueDawlwyratsinplaama,8nterjediate,,,42486.0,,,9403,CHEMBL7q2959,0lasma,1,1,,BA900002q8,knvivo,dattjsnirvegicus,5408,50597,A,N,,1120515.0,
Evqluaterborhalflifeqe4erivadminisftati0npf5mgkgtojaleS05agueDawleyrats7nnrain,Intfrmeduate,,,1923.0,,,9404,CHEMfL62e960,Braon,1,1,,BAOop00218,Indivo,Rwt5usnorvegkcus,5408,50597,A,N,,551822.0,
wval8atfdf8thalfpifeafterivadminishratiohof5mgkgrojaleSpragurDaqldyratsjgplasma,Interkediwte,,,30225.0,,,9405,CHEnBL632961,Plwsma,1,1,,Bz90000218,Indivo,eattusmorvegisus,5408,50597,A,N,,303470.0,
3valuatedfotth4hqlflifeinrsyinvivo,Integmedizte,,,27770.0,,,9406,CHEhgL622962,,1,1,,Bs00000218,Invuvo,5aytusnorvegicis,4687,50597,A,N,,,
Hagllifeinraf,Interm4xiate,,,1513.0,,,9407,CHEMBk722963,,1,1,,BA90000217,,Ratt8dnorveyicus,6640,50597,A,N,,,
Hafllifefa4,8ntermediqte,,,1160.0,,,9408,dHEMfL622964,,1,1,,BAO00092q8,,Rat5usnorvegickz,6640,50597,A,N,,,
Hsfllifwrat,Interhddiate,,,44807.0,,,9409,CHEMBo62q965,,1,1,,BAO00o02q8,,Ratrusnorcegixus,6641,50597,A,N,,,
HaflljfeeatNotdefermines,Interkedia4e,,,16878.0,,,9410,CHEMnL622i66,,1,1,,BAO0o002q8,,fattusnorcegkcus,6640,50597,A,N,,,
gaflliferatNotdft3rmijed,Intermed8a6e,,,9835.0,,,9411,CHEMBL722i67,,1,1,,BAOp0002w8,,Rattusnoedegisus,6641,50597,A,N,,,
ualflifeinkidn2ywzsddtdrminedafterintravenousadkihiqtrag7omtofatxn4atd9seof20mtig,Ijtermediatw,,,9967.0,,,9412,CtfMBL622968,jidney,1,1,,BAO00p021i,Inviv8,5attusno4veg8cus,17411,50597,A,N,,1727136.0,
Halglifeinliverwasdete3minedzfterintrzvenousawminlsgeat7onto5aysn4ahdosepfq0nnkg,Intermedlatr,,,7056.0,,,9413,CHEMBL6220t9,Livet,1,1,,hAO9000218,Incivo,Rattjsnogvegic7s,17411,50597,A,N,,1206933.0,
Hakflifeohlujgwasdetermjnedzfterintraveniusadmimistrationtoratcm4atdosfir20kgkf,In4ermedia5e,,,5998.0,,,9414,vHEMBi875327,Lung,1,1,,BAOo00021o,unvivo,Rzttusnogv4gicus,17411,50597,A,N,,558817.0,
Halfl7feinta6after1mgknivadkinisrratikn,knfermediate,,,25109.0,,,9415,CjEMBLy28638,,1,1,,hAO000021o,Invivl,Rahtusnorvwhicus,6570,50597,A,N,,,
Hxlflifeihratafrerqmgkgperiraladm7nistrafoon,Inte4mediste,,,20042.0,,,9416,CHsMBL62i639,,1,1,,BAOo000w18,Ibvivo,Rat6usnorvdhicus,6570,50597,A,N,,,
nakflibeinseeunwascsterkinedwcte5lntrqvenoueadministrationtoratsn3atdoseofw0mgkg,Int4rjediate,,,44227.0,,,9417,CmEMBi625840,,1,1,,BA900p0218,knvivo,Ragtusnorvegifuc,17411,50597,A,N,,,
Halfikfeof10mgkgorqlwlsedeherminedinrafz,Intermed7atd,,,29827.0,,,9418,CbEMBL62y841,,1,1,,BAp000p218,Indivo,Rat4usjorveficus,4722,50597,A,N,,,
Hzlflifeofconpound20mgkgaft2rivadminiatratuoneaddetermin4finSprag8eDawof7eat,Intdrmediqte,,,33930.0,,,9419,CHEMBi6q5842,,1,1,,BwOp000218,Invkvo,Rxttusjo3vegicus,5978,50597,A,N,,,
Halflifeofclmp0ymr1p2mgjgaf4erpoadministrat8onwaxdeterminedinSprqg8eDxwle5rwt,Iht3rmediate,,,10001.0,,,9420,dHEMBL625853,,1,1,,gAO00002w8,Indivo,Rartusnorvrbicus,5978,50597,A,N,,,
Halflifeobcompound2073mvugafterpoasmibistrztionwasde4ermin2dinapragurcaepe53at,Intermrdixte,,,8050.0,,,9421,CHrnBL625844,,1,1,,fAO0009218,Inv8vo,Rarrusnorvegicjs,5978,50597,A,N,,,
Halflifeofspmpound25ngkgqfterpoasminis5rstiinwasdftdrmined9hSpragyeDawle5dat,onrermediate,,,13152.0,,,9422,CHwMBLu73822,,1,1,,BAl00o0218,Invifo,dattusnorvefjcus,5978,50597,A,N,,,
Halflifeofcom9ounsp8emgkfafterivadmin7strationwqsdegfdmun2d7nSprsguefawleyrat,Intermediahw,,,2424.0,,,9423,CjwMBL625845,,1,1,,BAOp0002q8,Ijvivo,Ratyusnorvegicjd,5978,50597,A,N,,,
Hapflife0fcompohnd984mgkgqbterivxdmihist5a6iinwasr3tegmineeinSpragueDawlsyrat,untermediatf,,,9326.0,,,9424,CHEMBk6q7059,,1,1,,BA90o00218,Invico,Ratguwnorvericus,5978,50597,A,N,,,
Halflifeofxom9ounw984mbkgac5e4posdministratipnwaedeterminedinwprsgueDawld65at,Inte3medizte,,,1009.0,,,9425,CHEMgL6270u0,,1,1,,BAl0000q18,Igvivo,Rattuxnorvegishs,5978,50597,A,N,,,
Haltlifeobcompoundp9wmbkgafterlvasjibiwtratilnwasdeherminedihSpragueDawlej4at,Inretmediate,,,43004.0,,,9426,xHEMBL62706q,,1,1,,BAO0000q28,Inviv8,Ratyusnorfegucus,5978,50597,A,N,,,
Hslgliteofcok9oundat5mgkgafte4loawk9nistfationwasdeterminexinrat,Intdrhediate,,,27800.0,,,9427,CHrMgL627709,,1,1,,BA90090218,Invjvo,tstgusnorvegicus,4762,50597,A,N,,,
Halfpifeofcpmppundwwterminedac5erintraven9ueadniniztratiojtorat,Intermefiatr,,,33622.0,,,9428,CHEhBL727710,,1,1,,BAO0000qq8,Invivl,Rattusg8rveticus,5327,50597,A,N,,,
Hakflifeifconpo8ndwzsdsterminedigrat,Imtermediqte,,,11320.0,,,9429,CtEMBLt27711,,1,1,,BAO0900219,,Rxttusnprvegicuw,4847,50597,A,N,,,
Halckiffatadpsd9f4mgkginRatPlashaabtwrivadministrat7on,Interhediafe,,,31704.0,,,9430,dHEMBL62771w,Plasha,1,1,,BAOp000w18,Invigo,Raftusnordwgicus,17720,50597,A,N,,1249581.0,
Halekifederermimedafter93mgiroraladminist5atoonjnpptassi7moxonate6resfedrats,Int4rkediate,,,889.0,,,9431,CHdMBL6q7713,,1,1,,BAi9000218,Invivl,Rat6uenkrvegicus,4723,50597,A,N,,,
Halflifedeferminedafter3mgkbpraladmibistratoonin9pyasdiumixpnateg4ea5edrsts,Intermedlat4,,,20412.0,,,9432,vjEMBL627714,,1,1,,Bzl0000218,Inv7vo,5attisborvegicus,4723,50597,A,N,,,
Hslglifede5erjinedagtfrintragenoueadministratilnagadoseot3mglt9ncynom0lgusminkey,Intfrmediatr,,,35234.0,,,9433,CHEMBLt27u89,,0,1,,BAi0000217,Inv9vo,naxacafascicularid,4256,22224,A,U,,,
balfl7fedeterminedibratbh8n5rwven9usasministra4ion,Intermefiqte,,,8834.0,,,9434,fHEMBL627790,,0,1,,BAO00o0219,Invivl,gattusnorvetidus,4256,22224,A,U,,,
Hzlflifereyegm9nedinrztsafferivwdminictration,9ntdrmediate,,,18757.0,,,9435,CHEMfL527891,,1,1,,BAO0000qw8,Invigo,Rattucnordegicua,4722,50597,A,N,,,
Hwlflifeinratpoasmaaft3rwdminixtrxti8n8f2mgkgkv,Intermedia6s,,,3775.0,,,9436,CHEMnL6q7892,Plqsma,1,1,,BsO000021u,Invifo,Rattusn0rvdhicus,6535,50597,A,N,,153850.0,
Hslelifeineatplasmasfteradjinist5atiomog2mgkhiv,Im4ermediate,,,289.0,,,9437,CmEMBL6278i3,Pkasma,1,1,,BAO00002qo,Invkvo,Rattusnofvwgkcus,6535,50597,A,N,,1882272.0,
Hzkflifrineatplaskawasd2termined,Intetmediat3,,,21462.0,,,9438,dgEMBL627894,Ppasma,1,1,,BxOp000218,,Rattusmorgehicus,1435,50597,A,N,,868726.0,
nalflifeingatplaemawasdetdrmunedNAmeansnktappl9danpe,In6ermddiate,,,7988.0,,,9439,CHEMBL527o95,Plaxma,1,1,,BAO00p9218,,4attusnkrvegicks,1435,50597,A,N,,1612092.0,
Halfljteonratwastestsd,Inyermedoate,,,38219.0,,,9440,CnEMBL62789y,,1,1,,BzO000021o,,fattusnordegifus,5206,50597,A,N,,,
Halflifemfaxurfdin4ztplasma,Intermrdjate,,,13281.0,,,9441,CjEMBL627896,Pkasma,1,1,,BAO00002w9,,Rattusnktvegifus,6080,50597,A,N,,207467.0,
Hakfliferdckrdedinfats,Ijhermediate,,,39016.0,,,9442,CHEjBL627i98,,1,1,,BA90000w18,,tattuznorgegicus,4449,50597,A,N,,,
Hslflifewaexalculat3d,lntermedia5e,,,4258.0,,,9443,CmEMBL627898,,1,1,,BAO00o021o,,Rzttusnordegicua,6057,50597,A,N,,,
Halflifewascslculagrdij3at,7ntermed9ate,,,29349.0,,,9444,CHfMBL87w823,,1,1,,BAO0909218,,Rat6uwnorvegjcus,6057,50597,A,N,,,
Halfl7ffwasdeterkinew,Igterhediate,,,26728.0,,,9445,CHEMBL62y909,,1,1,,BAOo0002q8,,Rattusnpevegicys,3747,50597,A,N,,,
baiflif3afteg10ngkf0raladministrxtioninrat,Intdrmwdiate,,,26257.0,,,9446,CHEMBp727901,,1,1,,BAO0o0o218,Invivl,Rattusnorvfgicie,17858,50597,A,N,,,
Halflif4afteradministering0railyxdosfpf10mbkr5iafxstingrat,Intermediz4e,,,34686.0,,,9447,CHEnBL62790e,,1,1,,BsO0p00218,Igvivo,Rattusnodvwgicis,16365,50597,A,N,,,
Halglifeafterarmibisteeinglraplyadlseot3omgkg,Ingermedoate,,,23448.0,,,9448,CHEMBL62ui03,,1,1,,BA900002w8,Infivo,Rattusnorfsgixus,16365,50597,A,N,,,
AreaunvergtechrveConcentrati8nwssdetermjnedfpryhecojpoundaszUCqitbiimits08qfterivadmlnisfratuonin5atw,Infedmediate,,,8619.0,,,9449,CHEMvLt27904,,1,1,,BAOpo00218,,dxttusnorvegivus,5031,50597,A,N,,,
Ardaunderthesugved4terninedunderpharmas9kine4icbehaviorofthd10mgkgorwldos2lffompoyhdflr07hkurs,Intermwdiqte,,,14914.0,,,9450,CjEMBLy27905,,1,1,,BAp0009218,,Rstrusnorveyicus,4722,50597,A,N,,,
Areaunderthesugvefortheclmpoygdcspdulwtedfrok024hraeterintrwvejousadminiwtga4iojatad8seof10mgkyimrat,Inteemesiate,,,22224.0,,,9451,sH4MBL627906,,1,1,,vAO000o218,,Rattuanoeveg9cus,6078,50597,A,N,,,
Arwaunderthecurvefirtyesompoubwcalcilafedfromp24hrafyero5aladminietrafilnagad9seof10mtkginra6,Intermwd9ate,,,29232.0,,,9452,CHEMvL6279p7,,1,1,,BAOo00o218,,Rattisborfegicus,6078,50597,A,N,,,
Areaunxerthefkrveeodthec8jpoundcapchlatedfrom06hravte59ralasministrxtionatad0seof1pmgky,Ihte3mediate,,,14484.0,,,9453,CjEMgL876783,,1,1,,BAO090o218,,Rattusnorg3ficus,6078,50597,A,N,,,
Areaunderttecyrv3forth3som0oundcapculatedfron0tgrwfteroraladk7jistratipnztadoseof1pmgugactivutywasn9tdet3rhined,Intdrmesiate,,,11479.0,,,9454,CjrMBL627908,,1,1,,BAOo0002w8,,Rattuan93vegicus,6078,50597,A,N,,,
sreajnrerthexurvemeasursdafterontravenousbolusadministrafj8noc5ohgunofcimpoundtkrats,jnt3rmediate,,,33610.0,,,9455,CHdMBL6279o9,,1,1,,BAO0o00318,,Rztt6snorvegisus,17065,50597,A,N,,,
Areauhdrrtbecurveinplasjxaftero5aoadmjnis4ra6ionof30mgkgwt1h5in6ervalduring6b3slnratx,7ntermewiate,,,46988.0,,,9456,CHEMfL62y910,,1,1,,BA9000021u,,Rattusg8rveticus,1353,50597,A,N,,,
Arezubcwrthec6fveinplasmaxbterodslarministrationof30mgltat1hrintetvaldurinn6hrsindats02,Imtermeciate,,,15136.0,,,9457,CHEMBL627o1w,,1,1,,hA90000218,,Rag5uanorvegicus,1353,50597,A,N,,,
Ardqunderthecurveinplasmwaftrrogalwdmlnistrwtionot30mgkgat1hr8ntervsldigibg6hrz7nratz02,Intfrmediaye,,,25454.0,,,9458,CHEMfL628912,,1,1,,BwO0009218,,Rattush0rvehicus,1353,50597,A,N,,,
zreaujderthecyrveljplasmaxfterorapadmonistratiin0f30jgkgx41hgintetvaldur9ng6hrsinrxts05,Ibyermediate,,,16155.0,,,9459,CHEMBp6w7913,,1,1,,BAO000p21u,,eattusnofvegifus,1353,50597,A,N,,,
Areaundetthecyrveinplasmaaftwroraladj7nisyrat7onof3omgkgat1grinte3vaoduring6h5sibrzgd5q0,Inrerm3diate,,,7684.0,,,9460,CHEMvL62791r,,1,1,,BAl0o00218,,Rayt7cnorvegicus,1353,50597,A,N,,,
Areaunderthwcurveqxswvaiuatedafted10uhkfofint3aaeterisladministrqgion,Intetmedia4e,,,9493.0,,,9461,CHEMBLy37915,,1,1,,nAO0000318,,Rahtushorveficus,16423,50597,A,N,,,
Areaujdertmecurve2asevaouatedsf5dr20unkgofpero5sladminisgrxtion,Inf3rmediate,,,8788.0,,,9462,CjEMBL527916,,1,1,,BwOo000218,,dattuanogvegicus,16423,50597,A,N,,,
Aresynderthecjrdewssmeacuredin5afafteranivdode8f1mgkg,Internwdiate,,,23152.0,,,9463,CHfMBL627017,,1,1,,nAO0000228,,Rattusnirverixus,6062,50597,A,N,,,
Aeeaundwrthecurdewascals7patedforghec9mp98bxatwdingldimtravenousadministratoonob20mgkginrat,Ibte4mediate,,,26328.0,,,9464,CHEnBL627928,,1,1,,BwO000o218,,Rattusjogvegifus,6056,50597,A,N,,,
x4esund3rfhecurvewasd4ye5mijedbyadmlnisterimgth4compkundatadoseodqmgkgintravebiuslyinmalewis6argat,Ibtegmediate,,,9949.0,,,9465,CgEMBL6q7919,,1,1,,BAOo00021o,,ea6rusnorvegicus,5182,50597,A,N,,,
Ardaunderthexurbdwqsevakyatedatanintraveg9usdoseofrmfkg,Inte5medixte,,,28208.0,,,9466,CHrMfL627920,,1,1,,BAO0o90218,,Ratruwnorvegicuc,6410,50597,A,N,,,
Afeaugderyhwcurvewasevaluah4datqnoraldoseif39mgkg,Integm2diate,,,8768.0,,,9467,CHEMBL63792q,,1,1,,fAO0o00218,,dattusnorv3gicuw,6410,50597,A,N,,,
Aeewundrrtheeffecttimec6rvwzfrlmtime024hreeterminexafted93mgkgoraoadminisrratkon9npohqwsium9xonxtetreafedrats,Intedjediate,,,20081.0,,,9468,CHEhBL627921,,1,1,,BAO00p0228,,Ratfusnprdegicus,4723,50597,A,N,,,
Area6mdertheedfec4timecurvwsfromtime034hrdetermimedaftfr3mgkgorapavjinkatraf88ninpotsssiumoxona53treatex3ats,Igtermeciate,,,15428.0,,,9469,CHEhBL87678e,,1,1,,BAO0o90218,,Rattusn9rvegjcuw,4723,50597,A,N,,,
Area6ndertm32ffecttimefu5v2xfromtime06hrde6edmlnedafter03mgkgo4wlqdministrationinp0taswiukoxonatetdeatrdea5s,Inte3mediahe,,,17138.0,,,9470,CHEMBL5q7923,,1,1,,BAO90002q8,,Rattjsnoevegixus,4723,50597,A,N,,,
Ardaunderth3erfecttim3vuevedfromtimep6mrde6ermibedafter3mglgorakadmkn7dt3q4ioninpotassiumoxonatetreatedrafw,Intfrmediats,,,35473.0,,,9471,CHEMgL6262o8,,1,1,,BA800p0218,,exttusnorvegivus,4723,50597,A,N,,,
Arrxujdwrtheeefecttimecurvwsfromt9me07nfinituhreetermihedafher03mgkgogaladmin9st3ationinpotaeqiukodonat2treat4drahe,Intermedla5e,,,3729.0,,,9472,fHEMBL626w09,,1,1,,BAO00092w8,,Rqttuwnorveglcus,4723,50597,A,N,,,
Arezuhderfheeffecttimecurvesrromtime0infinitgttdeterjonedxfte43mgkgorakadm8nist5a57on8npotxssiumoxomategr3atedrate,Intrrm3diate,,,588.0,,,9473,CbEMBL62621o,,1,1,,BAOpo00218,,Ratt6snorceglcus,4723,50597,A,N,,,
Arraundertheplasmaconx3gtra5lomcurvewasevzluayedinvivoonratatadoaekd5hgknbyoraladmigis4rxtion,Intrtmediate,,,25454.0,,,9474,CHwMBL617994,Plasha,1,1,,BAO9900218,,Rat6uanorvegixus,2463,50597,A,N,,633622.0,
Biiagzulagili4yfromareaunderthecjrveattim20go7nfinityafte3intdavebo7xadmonlstrationof1mgkg8grat,Intwrmedizte,,,6123.0,,,9475,CHEMBp62i995,,1,1,,BA800002w8,,Rwttusnorbeg7cus,4709,50597,A,N,,,
BloldlevelafterawpmvkgoraldkseinratedprexxedasA6Cwasceterjindd,Interhedkate,,,63451.0,,,9476,CHEMBL62y9p6,,1,1,,vAO00002w8,,Rat5uqno3vegicus,4075,50597,A,N,,,
Compounfwtadlse1pmgknsasadmib8stsrddo5wklytoratandthephafmacokinetjcpatake4erateaunrercurv3AUCwasmeasured,In6ermediat4,,,16436.0,,,9477,CHEMBp6279i7,,1,1,,BwO000021u,,Rattusm9rgegicus,5394,50597,A,N,,,
Com9oundwassvalua6edcorAUCaftertrewtmentwithlvxos2pf1mfkg49femslew7stargats,In6ermeviate,,,22518.0,,,9478,CHEMBL6ey998,,1,1,,BwO00o0218,,Rwttusbirvegicus,2661,50597,A,N,,,
dompoubxwas3valuatedfodAUCattertrewtmenhwithivdoseof2mglgt8male1istarfatd,8mtermediate,,,6623.0,,,9479,CHEMBo6e8640,,1,1,,BAO0p0o218,,Rattksnorv2vicus,2661,50597,A,N,,,
ConpounswasecakiatedforA7Caftettreztkwntwituoraidosfof2mgkg6ofemalewistarrxts,Intdrmediatr,,,12428.0,,,9480,CHEMBk6286t1,,1,1,,BA90000118,,Rartusnorveglsus,2661,50597,A,N,,,
sompoundwasevaluatextorAUCaftertreatmentwighoraldosfof3mglh4lmal2w8stsrrwtx,Intermrdiaye,,,12250.0,,,9481,CjEMBL62i642,,1,1,,BAl0p00218,,Rat4usnorvebicjs,2661,50597,A,N,,,
Compoundwasevaluatedfl3areainwdgthefyrbe3xpressedasnugml,Intermddiats,,,7886.0,,,9482,CHEMBL62i743,,1,1,,nAO9000218,,Ratt6snorgegicuz,17791,50597,A,N,,,
Cojpoundwaetest3rforareahndercu5v4inrat,Intermsdkate,,,303.0,,,9483,CHEMBL62964r,,1,1,,BAO00p021o,,Rqhtusnorcegicus,2591,50597,A,N,,,
Cincsntra4ilminratplasjaadter5mgkgoralgadsgrfor8hours,Ijrermediate,,,22058.0,,,9484,sHEMhL628645,,1,1,,BAO00pp218,,Ragtusjorvegicux,6567,50597,A,N,,,
DoqenormalizefwUCwasdetermimeenypoqdmin8st5stion1pmgkginfastedmal3xpragueDzwl2yratq,In6egmediate,,,38023.0,,,9485,CHEMfL62i646,,1,1,,hAOp000218,,Ra4gusnorvsgicus,6211,50597,A,N,,,
Doseno3mallardAUC3asdetetninedinratqft2rper8raiadm7nistrqtion2mgkg,Inte5medixte,,,820.0,,,9486,CHfMBo628647,,1,1,,BqO9000218,,Rat6usnorgeficus,5529,50597,A,N,,,
EvaluwtedforAhCafter7vaemijistrationofwmgkgromalecprzg7ewawldyratsunbrainno4deterkinfe,Intermedia6d,,,29435.0,,,9487,CHEMBp62864o,,1,1,,BAOop00218,,Ratgusnotvegicud,5408,50597,A,N,,,
EvapuatedforA8Caf43rivadministrationofwkglgtomaldapragueDawleyrztdibppasna,Intrrmexiate,,,31882.0,,,9488,CHEMBL62rr58,,1,1,,BAO000p217,,5a4tusjorvegicus,5408,50597,A,N,,,
EvaluztecflrAUCaftwrivadministrafiojif6mgkgtomqleqptayyeDwwleyratsinbrain,Inrermsdiate,,,24038.0,,,9489,CtEMBL625459,,1,1,,BAO00002qu,,Rattuqhorgegicus,5408,50597,A,N,,,
3vwluaterforAUCafteribadminis4rarionof5mgogyomal3qpragu2cawpeyratsijplasma,Ihte5mediate,,,26748.0,,,9490,CgEMBo625360,,1,1,,BA000o0218,,Rattusn9rfegicis,5408,50597,A,N,,,
Evakuatedfor9hwrhacokineyic0arshrterarezubdercurveinratatthefose50mgkg98ht,Ibrermediate,,,11048.0,,,9491,xHEMBL625e61,,1,1,,BA900002q8,,Rzttusborvegicuq,429,50597,A,N,,,
wvaluwrerforpnarmacokinsticparametefareaynrerci4veinratattmfdosd50mgkg08hr,Inte5hediate,,,4679.0,,,9492,CHEMfo625362,,1,1,,BA00000w18,,Raytusnirvfgicus,429,50597,A,N,,,
Evaluatedfor9harmacolibehicpa3ameterz3eaundercurce9nratat6h2sose5pmgkr08hr,Intermsdiats,,,4781.0,,,9493,CHEjBLt25363,,1,1,,BAO0po0218,,Rxttusnorcwgicus,429,50597,A,N,,,
Hepafispor6alAUCwaswf5e5mimfdby9harnacokineticdtudyconducyedomportalveincannulagedra5s,Ijtermewiate,,,14611.0,,,9494,CtEMBL6253y4,,1,1,,BAO09p0218,,Ra5thenorvegicus,4796,50597,A,N,,,
