assay_id,assay_subcellular_fraction,doc_id,assay_category,assay_tax_id,assay_cell_type,assay_tissue,assay_type,assay_strain,bao_format,tissue_id,description,assay_test_type,assay_organism,tid,relationship_type,confidence_score
10716,,11195,,32083.0,,Musclstisshe,A,,BqO000021o,1580348.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10717,,11195,,42025.0,,Musclegissuw,A,,BAOp0002q8,957242.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10718,,11195,,9480.0,,Musclerissu4,A,,BAO0000q19,421664.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10719,,11195,,30932.0,,Zonelfskon,A,,BAO0o002w8,13292.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10720,,11195,,11219.0,,Zoneogqkin,A,,vxO0000218,859956.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10721,,11195,,31685.0,,Zoneofsmon,A,,BAl0000228,535805.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10722,,11195,,39437.0,,Spieen,A,,vAO0p00218,1754562.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10723,,11195,,7979.0,,Spieen,A,,BAO000o219,2213131.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,In vivo,Rattus norvegicus,50597,N,1
10724,,6193,,59413.0,,,A,,BqO0p00218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10725,,6803,,10599.0,,,A,,BAOo009218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10726,,6647,,8807.0,,,A,,BAO00o021o,,Oral bioavailability in rats at 6 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10727,,6647,,11432.0,,,A,,gAO0000219,,Oral bioavailability in rat (dose 6 mg/kg),In vivo,Rattus norvegicus,50597,N,1
10728,,6647,,341.0,,,A,,BAO0090217,,Oral bioavailability in rats at 6 mg/kg dose; Not tested,In vivo,Rattus norvegicus,50597,N,1
10729,,6640,,55442.0,,,A,,fAO0o00218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10730,,6641,,4583.0,,,A,,BAOp00021o,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10731,,6641,,39205.0,,,A,,BwO00002w8,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10732,,6642,,66079.0,,,A,,gAO0000318,,Bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10733,,5472,,50138.0,,,A,,BsO0000228,,Oral bioavailability,In vivo,Rattus norvegicus,50597,N,1
10734,,6141,,32748.0,,,A,,BAO00002wi,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),In vivo,Rattus norvegicus,50597,N,1
10735,,4390,,39611.0,,,A,,BsO0000228,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10736,,5472,,84342.0,,,A,,BAO00o02w8,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10737,,5472,,29538.0,,,A,,BAOo000219,,Oral bioavailability was evaluated; Not tested,In vivo,Rattus norvegicus,50597,N,1
10738,,5438,,29925.0,,,A,,BAO0000q28,,Oral bioavailability,In vivo,Rattus norvegicus,50597,N,1
10739,,4883,,22392.0,,,A,,BAO00902q8,,Oral bioavailability in rat by oral dosing,In vivo,Rattus norvegicus,50597,N,1
10740,,1908,,8769.0,,,A,,BAOp000228,,Oral bioavailability in rat (dose 10 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10741,,4853,,786.0,,,A,,BAOp00021o,,Oral bioavailability in rat (Sprague-Dawley),In vivo,Rattus norvegicus,50597,N,1
10742,,4853,,19349.0,,,A,,nAO00o0218,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),In vivo,Rattus norvegicus,50597,N,1
10743,,4853,,15912.0,,,A,,vAO00002q8,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),In vivo,Rattus norvegicus,50597,N,1
10744,,4853,,22764.0,,,A,,gAO00002q8,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),In vivo,Rattus norvegicus,50597,N,1
10745,,4853,,22927.0,,,A,,BAO090021o,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10746,,4853,,10210.0,,,A,,BAO0o00228,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10747,,4853,,27471.0,,,A,,BAO0000117,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10748,,12873,,3475.0,,,A,,BAOo900218,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,In vivo,Rattus norvegicus,50597,N,1
10749,,12873,,43985.0,,,A,,BzO000021u,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,In vivo,Rattus norvegicus,50597,N,1
10750,,3169,,36282.0,,,A,,BAO000oq18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10751,,6305,,20809.0,,,A,,BA09000218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10752,,4762,,25095.0,,,A,,nAO00002q8,,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,In vivo,Rattus norvegicus,50597,N,1
10753,,17847,,16595.0,,,A,,nsO0000218,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10754,,6211,,20572.0,,,A,,nAO000p218,,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),In vivo,Rattus norvegicus,50597,N,1
10755,,6011,,5363.0,,,A,,BAp0000118,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10756,,6317,,19402.0,,,A,,BwO0000q18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10757,,6644,,49943.0,,,A,,fAO0000e18,,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,In vivo,Rattus norvegicus,50597,N,1
10758,,6644,,7781.0,,,A,,nAO00o0218,,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,In vivo,Rattus norvegicus,50597,N,1
10759,,6644,,37540.0,,,A,,BzO00002q8,,Oral bioavailability in rat after oral administration at 13 mg/kg dose,In vivo,Rattus norvegicus,50597,N,1
10760,,6644,,9775.0,,,A,,BAO000p2w8,,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,In vivo,Rattus norvegicus,50597,N,1
10761,,6113,,41540.0,,,A,,BAO0900q18,,Oral bioavailability (dose 20 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10762,,5937,,7634.0,,,A,,BAOp00021o,,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10763,,5711,,7644.0,,,A,,hAi0000218,,Oral bioavailability in rat at 10 mg/kg of the compound,In vivo,Rattus norvegicus,50597,N,1
10764,,17717,,42198.0,,,A,,BAO0090118,,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,In vivo,Rattus norvegicus,50597,N,1
10765,,17717,,20132.0,,,A,,BA90000q18,,Bioavailability in rat (dose 3 mg/kg i.v.),In vivo,Rattus norvegicus,50597,N,1
10766,,17717,,12422.0,,,A,,nAO0o00218,,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,In vivo,Rattus norvegicus,50597,N,1
10767,,17717,,64388.0,,,A,,BAOp900218,,Oral bioavailability in rat (dose 60 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10768,,4722,,30315.0,,,A,,BAO0099218,,Percent bioavailability (F) in rats after iv administration,In vivo,Rattus norvegicus,50597,N,1
10769,,4722,,53261.0,,,A,,BAOp900218,,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10770,,4353,,12652.0,,,A,,BAl0000118,,Bioavailability in rat (dose 5 uM/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10771,,15662,,617.0,,,A,,BAO00092w8,,Oral bioavailability,In vivo,Rattus norvegicus,50597,N,1
10772,,4756,,25010.0,,,A,,BAO0oo0218,,Bioavailability in rat (dose 2 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10773,,4756,,68685.0,,,A,,BA90090218,,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,In vivo,Rattus norvegicus,50597,N,1
10774,,3436,,30006.0,,,A,,BAO0000w1i,,Oral bioavailability in rat (dose 20 mg/kg),In vivo,Rattus norvegicus,50597,N,1
10775,,17800,,24456.0,,,A,,BAO0o00w18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10776,,15762,,3170.0,,,A,,BAO9000219,,Percent oral bioavailability evaluated in rat,In vivo,Rattus norvegicus,50597,N,1
10777,,5089,,2606.0,,,A,,BAOo00021u,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10778,,5089,,18241.0,,,A,,BAOo009218,,Percent oral bioavailability in rat; Not determined,In vivo,Rattus norvegicus,50597,N,1
10779,,3185,,33654.0,,,A,,BAl0000w18,,Oral bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10780,,5145,,101256.0,,,A,,BxO000021u,,Bioavailability in rat,In vivo,Rattus norvegicus,50597,N,1
10781,,3457,,27966.0,,,A,,BwO000021u,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),In vivo,Rattus norvegicus,50597,N,1
10782,,3457,,34036.0,,,A,,BAO0000e28,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),In vivo,Rattus norvegicus,50597,N,1
10783,,5983,,9228.0,,,A,,hAO000o218,,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10784,,5739,,25239.0,,,A,,BAO0o00q18,,Oral bioavailability in rat (dose 20 mg/kg p.o.),In vivo,Rattus norvegicus,50597,N,1
10785,,3579,,29403.0,,,A,,BsO0o00218,,Cmax at a dose of 30 mg/kg in rat,In vivo,Rattus norvegicus,50597,N,1
10786,,17788,,4036.0,,,A,,BAO900021o,,Cmax in monkeys at a dose of 1 mg/kg,In vivo,Simiiformes,22224,U,0
10787,,14956,,37418.0,,,A,,fAO000021u,,Cmax in rat,In vivo,Rattus norvegicus,50597,N,1
10788,,17788,,31520.0,,,A,,BAO0o002q8,,Cmax in rats at a dose of 1 mg/kg,In vivo,Rattus norvegicus,50597,N,1
10789,,9750,,9119.0,,,A,,BA80090218,,Cmax was measured in mice after an oral dose of 50 mg/kg.,In vivo,Mus musculus,50594,N,1
10790,,12767,,,,,A,,hAO0090218,,"Cmax value at a dose of 12.7 uM/kg, po",In vivo,,22224,U,0
10791,,12767,,,,,A,,BsO000p218,,"Cmax value at a dose of 6.3 uM/kg, iv",In vivo,,22224,U,0
10792,,12767,,,,,A,,hAO0000118,,"Cmax value at a dose of 7.1 uM/kg, iv",In vivo,,22224,U,0
10793,,12703,,,,,A,,BAO0009217,,Cmax value of compound was determined after 1 hr,In vivo,,22224,U,0
10794,,15778,,,,,A,,BAO0909218,,Cmax value of the compound,In vivo,,22224,U,0
10795,,12818,,41542.0,,,A,,gA90000218,,Cmax value administered intraintestinal in rats.,In vivo,Rattus norvegicus,50597,N,1
10796,,14964,,64765.0,,,A,,fAO0090218,,Cmax value administered perorally was determined in rat; Not determined,In vivo,Rattus norvegicus,50597,N,1
10797,,15808,,,,,A,,BxO000o218,,Cmax value at the dose of 2.3 mg/kg,In vivo,,22224,U,0
10798,,15808,,,,,A,,BAO0o00q18,,Cmax value at the dose of 5 mg/kg,In vivo,,22224,U,0
10799,,15778,,,,,A,,BAO0o002w8,,Cmax value in the period of 8 hr after dosing. ,In vivo,,22224,U,0
10800,,3715,,,,,A,,nAOp000218,,Cmax value at a oral dose of 20 mg/kg; Not tested,In vivo,,22224,U,0
10801,,3715,,,,,A,,BAO00902w8,,Cmax value at a oral dose of 20 mg/kg,In vivo,,22224,U,0
10802,,1446,,23710.0,,,A,,BAO00op218,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,In vivo,Rattus norvegicus,50597,N,1
10803,,15240,,31350.0,,,A,,BAOp000228,,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,In vivo,Cavia porcellus,50512,N,1
10804,,15240,,16443.0,,,A,,BAO90002w8,,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,In vivo,Rattus norvegicus,50597,N,1
10805,,14810,,35876.0,,Plxsma,A,,BzOp000218,323899.0,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,In vivo,Rattus norvegicus,50597,N,1
10806,,14239,,26446.0,,Poasma,A,,BAO090021o,2329455.0,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,In vivo,Mus musculus,50594,N,1
10807,,12555,,23297.0,,Lifer,A,,BAOpp00218,1726601.0,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,In vivo,Canis lupus familiaris,50588,N,1
10808,,10754,,81519.0,,,A,,BAO0090217,,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,In vivo,Canis lupus familiaris,50588,N,1
10809,,10754,,3589.0,,Bl0od,A,,BAO00o02q8,103075.0,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,In vivo,Mus musculus,50594,N,1
10810,,10754,,68486.0,,Bl8od,A,,BAO00p021o,1435497.0,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,In vivo,Mus musculus,50594,N,1
10811,,10754,,18104.0,,Blokd,A,,nsO0000218,2132395.0,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,In vivo,Mus musculus,50594,N,1
10812,,10754,,23088.0,,Bloox,A,,BAO00o02q8,157966.0,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,In vivo,Mus musculus,50594,N,1
10813,,10754,,6036.0,,Bllod,A,,BAl00002q8,3314480.0,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,In vivo,Mus musculus,50594,N,1
10814,,14600,,34952.0,,,F,,BAO000o217,,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,In vivo,Canis lupus familiaris,50588,N,1
10815,,14600,,38430.0,,,F,,BAk0o00218,,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,In vivo,Canis lupus familiaris,50588,N,1
10816,,14600,,12936.0,,,F,,BAO000ow18,,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,In vivo,Canis lupus familiaris,50588,N,1
10817,,13543,,32034.0,,Plasna,A,,BAO000022u,3231555.0,Bioavailability as maximal plasma concentration in dogs,In vivo,Canis lupus familiaris,50588,N,1
10818,,13543,,24038.0,,Plwsma,A,,Bzi0000218,767981.0,Bioavailability as maximal plasma concentration in dogs,In vivo,Canis lupus familiaris,50588,N,1
10819,,13543,,42793.0,,Plaqma,A,,BwO9000218,2301525.0,Bioavailability as maximal plasma concentration in rats,In vivo,Rattus norvegicus,50597,N,1
10820,,13543,,41778.0,,Plqsma,A,,gAO00p0218,1110824.0,Bioavailability as maximal plasma concentration in rats,In vivo,Rattus norvegicus,22224,U,0
10821,,14600,,20904.0,,Blooe,A,,BAO0o00w18,2468739.0,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,In vivo,Canis lupus familiaris,50588,N,1
10822,,14600,,34289.0,,nlood,A,,BAO009021u,1830826.0,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,In vivo,Canis lupus familiaris,50588,N,1
10823,,14600,,18301.0,,Blopd,A,,BAip000218,109314.0,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,In vivo,Canis lupus familiaris,50588,N,1
10824,,14600,,29848.0,,flood,A,,BA00000e18,1023520.0,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,In vivo,Canis lupus familiaris,50588,N,1
10825,,14600,,28470.0,,glood,A,,hAO0000318,167530.0,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,In vivo,Canis lupus familiaris,50588,N,1
10826,,14600,,16187.0,,Bloox,A,,BAk000p218,2080807.0,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,In vivo,Canis lupus familiaris,50588,N,1
10827,,14681,,12782.0,,,A,,BAOo0o0218,,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,In vivo,Rattus norvegicus,50597,N,1
10828,,15905,,,,,A,,BAOo900218,,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,In vivo,,22224,U,0
10829,,15905,,,,Plasms,A,,BAO0p0p218,3805352.0,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,In vivo,,22224,U,0
10830,,13304,,9531.0,,Plasmx,A,,BAO0909218,483225.0,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",In vivo,Rattus norvegicus,50597,N,1
10831,,15137,,14434.0,,Plxsma,A,,BA09000218,1767886.0,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,In vivo,Rattus norvegicus,50597,N,1
10832,,15137,,36802.0,,Plqsma,A,,BAO9000118,2856799.0,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,In vivo,Rattus norvegicus,50597,N,1
10833,,15137,,25419.0,,Plaska,A,,gAO0o00218,1015344.0,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,In vivo,Rattus norvegicus,50597,N,1
10834,,15137,,6703.0,,0lasma,A,,BzO00002q8,1886740.0,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,In vivo,Rattus norvegicus,50597,N,1
10835,,15137,,1194.0,,Plxsma,A,,BAOo00021u,642326.0,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,In vivo,Rattus norvegicus,50597,N,1
10836,,14839,,38087.0,,Piasma,A,,BAOp000118,1917887.0,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,In vivo,Macaca fascicularis,100710,N,1
10837,,14839,,24099.0,,Plqsma,A,,gAO000o218,936893.0,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,Mus musculus,50594,N,1
10838,,14839,,12036.0,,Plaska,A,,BAO09002q8,3012140.0,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,Mus musculus,50594,N,1
10839,,14839,,39140.0,,Plasmx,A,,BAi00002q8,121293.0,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,In vivo,Macaca fascicularis,100710,N,1
