assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
5916,Homo sapiens,16464,A-427,1,F,,,,Intermediate,797.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,,9606.0,,
5917,Homo sapiens,10413,A-427,1,F,,,,Intermediate,797.0,Antitumor activity on A-427 lung carcinoma cell lines,,,9606.0,,
5918,Homo sapiens,6418,A-427,1,F,,,,Intermediate,797.0,Cytotoxic activity against human A-427 lung tumor cell line,,,9606.0,,
5919,Homo sapiens,17134,A-427,1,F,,,,Expert,797.0,In vitro antitumor effects against human A-427 cell lines.,,,9606.0,,
5920,Homo sapiens,16132,A-427,1,F,,,,Expert,797.0,In vitro inhibition of A-427 (human lung cancer) cell growth.,,,9606.0,,
5921,Homo sapiens,16132,A-427,1,F,,,,Intermediate,797.0,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,,9606.0,,
5922,Homo sapiens,16780,A-427,1,F,,,,Intermediate,797.0,Cytotoxic activity of compound against A-427 lung human tumor cell line,,,9606.0,,
5923,Homo sapiens,4085,A-431,1,F,,,,Expert,500.0,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,,9606.0,,
5924,Homo sapiens,1276,A498,1,F,,,,Intermediate,624.0,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,,9606.0,,
5925,Homo sapiens,3498,A498,1,F,,,,Expert,624.0,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,,9606.0,,
5926,Homo sapiens,1169,A498,1,F,,,,Intermediate,624.0,Cytotoxicity against human kidney carcinoma A-498cell lines,,,9606.0,,
5927,Homo sapiens,4450,A498,1,F,,,,Intermediate,624.0,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,,9606.0,,
5928,Homo sapiens,3311,A498,1,F,,,,Intermediate,624.0,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,,9606.0,,
5929,Homo sapiens,4461,A498,1,F,,,,Intermediate,624.0,Antitumor cytotoxic activity against A-498 cell line was determined,,,9606.0,,
5930,Homo sapiens,3311,A498,1,F,,,,Intermediate,624.0,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,,9606.0,,
5931,Homo sapiens,3311,A498,1,F,,,,Intermediate,624.0,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,,9606.0,,
5932,Homo sapiens,1457,A498,1,F,,,,Intermediate,624.0,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,,9606.0,,
5933,Homo sapiens,3664,A498,1,F,,,,Intermediate,624.0,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,,9606.0,,
5934,Homo sapiens,15895,A498,1,F,,,,Intermediate,624.0,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,,9606.0,,
5935,Homo sapiens,11843,A549,1,F,,,,Intermediate,646.0,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,,9606.0,,
5936,Homo sapiens,11843,A549,1,F,,,,Intermediate,646.0,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,,9606.0,,
5937,Homo sapiens,17705,A549,1,F,,,,Intermediate,646.0,In vitro antiproliferative activity against human A-549 NSCL cell line,,,9606.0,,
5938,Homo sapiens,17705,A549,1,F,,,,Intermediate,646.0,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,,9606.0,,
5939,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,,9606.0,,
5940,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,,9606.0,,
5941,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,,9606.0,,
5942,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,,9606.0,,
5943,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,,9606.0,,
5944,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,,9606.0,,
5945,Homo sapiens,4369,A549,1,F,,,,Intermediate,646.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,,9606.0,,
5946,Homo sapiens,4787,A549,1,F,,,,Expert,646.0,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,,9606.0,,
5947,Homo sapiens,4787,A549,1,F,,,,Intermediate,646.0,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,,9606.0,,
5948,Homo sapiens,6513,A549,1,F,,,,Intermediate,646.0,Cytotoxic activity against A-549 cell line,,,9606.0,,
5949,Homo sapiens,6690,A549,1,F,,,,Intermediate,646.0,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,,9606.0,,
5950,Homo sapiens,6690,A549,1,F,,,,Intermediate,646.0,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,,9606.0,,
5951,Homo sapiens,12263,A549,1,F,,,,Expert,646.0,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,,9606.0,,
5952,Homo sapiens,1054,A549,1,F,,,,Intermediate,646.0,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,,9606.0,,
5953,Homo sapiens,1359,A549,1,F,,,,Intermediate,646.0,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,,9606.0,,
5954,Homo sapiens,3547,A549,1,F,,,,Intermediate,646.0,Cytotoxic activity against human lung carcinoma (A-549) cell line,,,9606.0,,
5955,Homo sapiens,5771,A549,1,F,,,,Expert,646.0,Cytotoxic activity towards A-549 cells,,,9606.0,,
5956,Homo sapiens,14425,A549,1,F,,,,Intermediate,646.0,"In vitro percent inhibition of A549, lung carcinoma.",,,9606.0,,
5957,Homo sapiens,14425,A549,1,F,,,,Intermediate,646.0,"In vitro percent inhibition of A549, lung carcinoma",,,9606.0,,
5958,Homo sapiens,14425,A549,1,F,,,,Intermediate,646.0,"In vitro percent inhibition of A549, lung carcinoma.",,,9606.0,,
5959,Homo sapiens,14425,A549,1,F,,,,Intermediate,646.0,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,,9606.0,,
5960,Homo sapiens,5280,A549,1,F,,,,Intermediate,646.0,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,,9606.0,,
5961,Homo sapiens,15176,A549,1,F,,,,Intermediate,646.0,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,,9606.0,,
5962,Homo sapiens,15300,A549,1,F,,,,Intermediate,646.0,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,,9606.0,,
5963,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,9606.0,,
5964,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,9606.0,,
5965,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,9606.0,,
5966,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,9606.0,,
5967,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,9606.0,,
5968,Homo sapiens,17824,A549,1,F,,,,Intermediate,646.0,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,,9606.0,,
5969,Homo sapiens,17528,A549,1,F,,,,Intermediate,646.0,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,,9606.0,,
5970,Homo sapiens,6870,A549,1,F,,,,Expert,646.0,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,,9606.0,,
5971,Homo sapiens,6870,A549,1,F,,,,Intermediate,646.0,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,9606.0,,
5972,Homo sapiens,6870,A549,1,F,,,,Intermediate,646.0,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,,9606.0,,
5973,Homo sapiens,6870,A549,1,F,,,,Intermediate,646.0,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,9606.0,,
5974,Homo sapiens,16726,A549,1,F,,,,Intermediate,646.0,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,,9606.0,,
5975,Homo sapiens,6170,A549,1,F,,,,Intermediate,646.0,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,,9606.0,,
5976,Homo sapiens,6583,A549,1,F,,,,Expert,646.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,,9606.0,,
5977,Homo sapiens,6583,A549,1,F,,,,Expert,646.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,,9606.0,,
5978,Homo sapiens,6583,A549,1,F,,,,Expert,646.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,,9606.0,,
5979,Homo sapiens,6583,A549,1,F,,,,Expert,646.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,,9606.0,,
5980,Homo sapiens,6583,A549,1,F,,,,Expert,646.0,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,,9606.0,,
5981,Homo sapiens,17321,A549,1,F,,,,Intermediate,646.0,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,,9606.0,,
5982,Homo sapiens,17528,A549,1,F,,,,Expert,646.0,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,,9606.0,,
5983,Homo sapiens,12888,A549,1,F,,,,Expert,646.0,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,,9606.0,,
5984,Homo sapiens,4312,A549,1,F,,,,Intermediate,646.0,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,,9606.0,,
5985,Homo sapiens,4312,A549,1,F,,,,Intermediate,646.0,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,,9606.0,,
5986,Homo sapiens,4312,A549,1,F,,,,Intermediate,646.0,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,,9606.0,,
5987,Mus musculus,17737,A549,1,F,,,,Intermediate,646.0,In vitro antiproliferative activity against A549 cell line,,,10090.0,,
5988,,6630,A549,1,F,,,,Intermediate,646.0,Synergism with indomethacin in A549 cells,,,,,
5989,,6630,A549,1,F,,,,Intermediate,646.0,Synergism with tolmetin in A549 cells,,,,,
5990,,6630,A549,1,F,,,,Intermediate,646.0,Synergism with sulindac in A549 cells,,,,,
5991,,6630,A549,1,F,,,,Intermediate,646.0,Antagonism of indomethacin in A549 cells,,,,,
5992,,6630,A549,1,F,,,,Intermediate,646.0,Antagonism of sulindac in A549 cells,,,,,
5993,,6630,A549,1,F,,,,Intermediate,646.0,Antagonism of tolmetin in A549 cells,,,,,
5994,,6630,A549,1,F,,,,Intermediate,646.0,Synergism with indomethacin in A549 cells,,,,,
5995,,6630,A549,1,F,,,,Intermediate,646.0,Synergism with sulindac in A549 cells,,,,,
5996,,6630,A549,1,F,,,,Intermediate,646.0,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,,,,,
5997,Canis lupus familiaris,16907,,1,A,,,,Intermediate,,Cmax value after 30 mg/kg po dose in Dogs,In vivo,,9615.0,,
5998,Canis lupus familiaris,5944,,1,A,,,,Intermediate,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),In vivo,,9615.0,,
5999,Canis lupus familiaris,5944,,1,A,,,,Intermediate,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,In vivo,,9615.0,,
6000,Canis lupus familiaris,5944,,1,A,,,,Intermediate,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),In vivo,,9615.0,,
6001,Canis lupus familiaris,5944,,1,A,,,,Intermediate,,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,In vivo,,9615.0,,
6002,Canis lupus familiaris,2959,,1,A,,,,Intermediate,,Cmax value after administration of 4 mg/Kg oral dose in dog,In vivo,,9615.0,,
6003,Canis lupus familiaris,6241,,1,A,,,,Intermediate,,Cmax value in dog,In vivo,,9615.0,,
6004,Canis lupus familiaris,6241,,1,A,,,,Intermediate,,Cmax value in dogs after oral administration at 1 mg/kg,In vivo,,9615.0,,
6005,Canis lupus familiaris,2652,,1,A,,,,Intermediate,,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,In vivo,,9615.0,,
6006,Canis lupus familiaris,1806,,1,A,,Plasma,1969.0,Intermediate,,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,In vivo,,9615.0,,
6007,Canis lupus familiaris,1806,,1,A,,Plasma,1969.0,Intermediate,,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,In vivo,,9615.0,,
6008,Canis lupus familiaris,1021,,1,A,,,,Intermediate,,Concentration maxima after oral dosing in dogs,In vivo,,9615.0,,
6009,Canis lupus familiaris,1021,,1,A,,,,Intermediate,,Concentration maxima after oral dosing in dogs; not available,In vivo,,9615.0,,
6010,Canis lupus familiaris,1021,,1,A,,,,Intermediate,,Concentration maxima after oral dosing in dogs; not available,In vivo,,9615.0,,
6011,Canis lupus familiaris,5444,,1,A,,,,Intermediate,,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,In vivo,,9615.0,,
6012,Canis lupus familiaris,5444,,1,A,,,,Intermediate,,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,In vivo,,9615.0,,
6013,Canis lupus familiaris,5444,,1,A,,,,Intermediate,,In vivo maximal concentration was calculated at 1 mg/kg in dog,In vivo,,9615.0,,
6014,Canis lupus familiaris,5444,,1,A,,,,Intermediate,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,In vivo,,9615.0,,
6015,Canis lupus familiaris,5444,,1,A,,,,Intermediate,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,In vivo,,9615.0,,
6016,Canis lupus familiaris,5130,,1,A,,Plasma,1969.0,Intermediate,,Cmax in dog plasma after oral dose (1 mg/kg),In vivo,,9615.0,,
6017,Canis lupus familiaris,3249,,1,A,,Plasma,1969.0,Intermediate,,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,In vivo,,9615.0,,
6018,Canis lupus familiaris,5473,,1,A,,Plasma,1969.0,Intermediate,,Maximal plasma concentration at a dose of 1 mg/kg,In vivo,,9615.0,,
6019,Canis lupus familiaris,5474,,1,A,,Plasma,1969.0,Intermediate,,Maximal plasma concentration at a dose of 1 mg/kg (oral),In vivo,,9615.0,,
6020,Canis lupus familiaris,4657,,1,A,,Plasma,1969.0,Intermediate,,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,In vivo,,9615.0,,
6021,Canis lupus familiaris,3031,,1,A,,,,Intermediate,,Maximum concentration of compound in dog was evaluated.,In vivo,,9615.0,,
6022,Canis lupus familiaris,4527,,1,A,,,,Intermediate,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,In vivo,,9615.0,,
6023,Canis lupus familiaris,4186,,1,A,,,,Intermediate,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,In vivo,,9615.0,,
6024,Canis lupus familiaris,5007,,1,A,,,,Intermediate,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),In vivo,,9615.0,,
6025,Canis lupus familiaris,3132,,1,A,,Plasma,1969.0,Intermediate,,Maximum concentration obtained in dog plasma was determined,In vivo,,9615.0,,
6026,Canis lupus familiaris,5006,,1,A,,,,Intermediate,,Maximum concentration was determined,In vivo,,9615.0,,
6027,Canis lupus familiaris,4727,,1,A,,,,Intermediate,,Maximum concentration at the dose of 2 mg/kg in dog,In vivo,,9615.0,,
6028,Canis lupus familiaris,1916,,1,A,,,,Intermediate,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,In vivo,,9615.0,,
