ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
12751,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit 1 liver, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628550,BAO_0000218,
12752,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit3, and radioactivity content in feces was estimated at total hours",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628551,BAO_0000218,
12753,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit1, and radioactivity content in urine was estimated at 0-2 hr",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628552,BAO_0000218,
12754,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-24 hr",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628553,BAO_0000218,
12755,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 0-48 hr",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628554,BAO_0000218,
12756,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 24-48 h",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628555,BAO_0000218,
12757,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at 48-72 h",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628556,BAO_0000218,
12758,7132,A,,2113.0,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit kidney, and radioactivity content in feces was estimated",Kidney,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628557,BAO_0000218,
12759,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628558,BAO_0000218,
12760,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 1 lung, and radioactivity content in feces was estimated at",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628559,BAO_0000218,
12761,7132,A,,1988.0,50592,"100 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit1plasma, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628560,BAO_0000218,
12762,7132,A,,1088.0,50592,"100 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit3, and radioactivity content in urine was estimated at total hours",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL874456,BAO_0000218,
12763,7132,A,,1988.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at 0-48 hr",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628561,BAO_0000218,
12764,7132,A,,1988.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously (gavage) injected in rabbit4, and radioactivity content in feces was estimated at total hours",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628562,BAO_0000218,
12765,7132,A,,1088.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit2, and radioactivity content in urine was estimated at 0-4 hr",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628563,BAO_0000218,
12766,7132,A,,1088.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628564,BAO_0000218,
12767,7132,A,,1088.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 24-48 h",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL628565,BAO_0000218,
12768,7132,A,,1088.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at 48-72 h",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL631248,BAO_0000218,
12769,7132,A,,1088.0,50592,"200 mg/kg of [14C]- radiolabeled compound was intravenously injected in rabbit4, and radioactivity content in urine was estimated at total hours",Urine,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL631249,BAO_0000218,
12770,7132,A,,2113.0,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 kidney, and radioactivity content in feces was estimated",Kidney,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL627214,BAO_0000218,
12771,7132,A,,1988.0,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 liver, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL874591,BAO_0000218,
12772,7132,A,,1988.0,50592,"200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 lung, and radioactivity content in feces was estimated",Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL627215,BAO_0000218,
12773,7132,A,,1988.0,50592,200 mg/kg of [14C]- radiolabeled compound was orally (gavage) injected in rabbit 2 plasma and radioactivity content in feces was estimated,Feces,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL625471,BAO_0000218,
12774,7132,A,,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 1,,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL625472,BAO_0000218,
12775,7132,A,,,50592,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 3 by Gas-liquid chromatographic analysis,,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL625473,BAO_0000218,
12776,13317,A,,,50588,Tested for pharmacokinetic parameter in fasted Beagle dogs (Clearance value of the compound) iv administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625474,BAO_0000218,
12777,15341,A,,,50588,The clearance was measured in dog at dose 5 mg/kg after intravenous administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625475,BAO_0000218,
12778,15341,A,,,50597,The clearance was measured in rat at dose 12 mg/kg after intravenous administration.,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625476,BAO_0000218,
12779,15341,A,,,50597,The clearance was measured in rat at dose 1 mg/kg after intravenous administration.,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625477,BAO_0000218,
12780,15341,A,,,50597,The clearance was measured in rat at dose 30 mg/kg after intravenous administration.,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625478,BAO_0000218,
12781,12801,A,,,50597,The compound was evaluated for clearance value in rat isolated esophageal tunica muscularis mucose,esophageal tunica muscularis mucosae,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625479,BAO_0000218,
12782,12801,A,,,50597,The compound was evaluated for the value in rat isolated esophageal tunica muscularis mucose,esophageal tunica muscularis mucosae,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625480,BAO_0000218,
12783,14856,A,,1969.0,50597,The compound was tested for systemic plasma clearance(CL) in rats and is expressed in mL/min/kg.,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625481,BAO_0000218,
12784,14062,A,,,50597,Total body clearance at an intravenous dose of 5.2 mg/kg in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625482,BAO_0000218,
12785,14062,A,,,50597,Total body clearance at an intravenous dose of 5.5 mg/kg in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625483,BAO_0000218,
12786,14062,A,,,50597,Total body clearance at an intravenous dose of 6.3 mg/kg in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625484,BAO_0000218,
12787,14062,A,,,50597,Total body clearance at an intravenous dose of 6.5 mg/kg in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625485,BAO_0000218,
12788,14346,A,,1969.0,50588,Total plasma clearance value was obtained after intravenous administration of 1.8 mg/kg of drug in male Beagle dogs,Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625486,BAO_0000218,
12789,14346,A,,1969.0,50597,Total plasma clearance value was obtained after intravenous administration of 2.5 mg/kg of drug in male Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625487,BAO_0000218,
12790,14346,A,,1969.0,50597,Total plasma clearance value was obtained after intravenous administration of 2.6 mg/kg of drug in male Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625488,BAO_0000218,
12791,14346,A,,1969.0,50597,Total plasma clearance value was obtained after intravenous administration of 2.7 mg/kg of drug in male Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625489,BAO_0000218,
12792,14346,A,,1969.0,50597,Total plasma clearance value was obtained after intravenous administration of 2.8 mg/kg of drug in male Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625490,BAO_0000218,
12793,14346,A,,1969.0,50588,Total plasma clearance value was obtained after intravenous administration of 4.9 mg/kg of drug in male Beagle dogs,Plasma,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625491,BAO_0000218,
12794,14346,A,,1969.0,50597,Total plasma clearance value was obtained after intravenous administration of 5.1 mg/kg of drug in male Dawley rats,Plasma,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625492,BAO_0000218,
12795,15711,A,,1969.0,50587,plasma clearance in human,Plasma,1,,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL625493,BAO_0000218,
12796,14886,A,,,50597,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625494,BAO_0000218,
12797,14886,A,,,50597,Pharmacokinetic parameter (CL/F ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625495,BAO_0000218,
12798,14886,A,,,50597,Pharmacokinetic parameter (CL/F) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625496,BAO_0000218,
12799,4115,P,,,22229,1-Octanol/water partition coefficient measured at 7.4,,0,,,1,,U,Autocuration,,,CHEMBL625497,BAO_0000100,
12800,13733,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625498,BAO_0000100,
12801,12102,A,,,22224,Partition coefficient (logP),,0,,,1,,U,Autocuration,,,CHEMBL625499,BAO_0000019,
12802,12676,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625500,BAO_0000100,
12803,13733,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625501,BAO_0000100,
12804,13740,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625502,BAO_0000100,
12805,12766,P,,,22229,Calculated partition coefficient (clogP) (relative to BAY K 8644),,0,,,1,,U,Autocuration,,,CHEMBL625503,BAO_0000100,
12806,2764,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625504,BAO_0000100,
12807,12355,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625505,BAO_0000100,
12808,11314,P,,,22229,Calculated partition coefficient of the compound,,0,,,1,,U,Autocuration,,,CHEMBL625506,BAO_0000100,
12809,12706,A,,,22224,Partition coefficient (logP),,0,,,1,,U,Autocuration,,,CHEMBL625507,BAO_0000019,
12810,12645,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625508,BAO_0000100,
12811,13668,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625509,BAO_0000100,
12812,12819,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625510,BAO_0000100,
12813,13668,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL883125,BAO_0000100,
12814,13017,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625511,BAO_0000100,
12815,2448,A,,,22224,Partition coefficient of the compound,,0,,,1,,U,Autocuration,,,CHEMBL874650,BAO_0000019,
12816,11526,A,,,22224,Partition coefficient of the compound,,0,,,1,,U,Autocuration,,,CHEMBL625512,BAO_0000019,
12817,12426,A,,,22224,Partition coefficient of compound was determined,,0,,,1,,U,Autocuration,,,CHEMBL625513,BAO_0000019,
12818,2448,A,,,22224,Partition coefficient was determined,,0,,,1,,U,Autocuration,,,CHEMBL625514,BAO_0000019,
12819,12001,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL625515,BAO_0000100,
12820,12426,P,,,22229,partition coefficient of compound was determined,,0,,,1,,U,Autocuration,,,CHEMBL625516,BAO_0000100,
12821,13204,A,,,50588,The total body administered intravenously in dog,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL625517,BAO_0000218,
12822,13204,A,,,50597,The total body administered intravenously in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625518,BAO_0000218,
12823,13889,A,,,50594,Time taken for the administration to female NIH mice weighing 25-30 g.,,1,,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL625519,BAO_0000218,
12824,13889,A,,,22224,Time taken for the administration,,0,,,1,,U,Autocuration,,,CHEMBL625520,BAO_0000019,
12825,17025,A,,,50588,Total clearance of compound was determined in dog at 5 mg/kg intravenously admn.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL874651,BAO_0000218,
12826,17025,A,,,22224,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,,0,,Simiiformes,1,314293.0,U,Autocuration,,,CHEMBL625521,BAO_0000218,
12827,17025,A,,,50592,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,,1,,Oryctolagus cuniculus,1,9986.0,N,Intermediate,,,CHEMBL623171,BAO_0000218,
12828,17025,A,,,50597,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL623853,BAO_0000218,
12829,15067,A,,,22224,Plasma clearance for the compound was determined.,,0,,,1,,U,Autocuration,,,CHEMBL623854,BAO_0000019,
12830,3091,P,,,22224,CLog P value of the compound,,0,,,1,,U,Autocuration,,,CHEMBL874405,BAO_0000100,
12831,15592,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL623855,BAO_0000100,
12832,14738,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL623856,BAO_0000100,
12833,14738,P,,,22224,ClogP value of the compound; nd ='no data',,0,,,1,,U,Autocuration,,,CHEMBL623857,BAO_0000100,
12834,14738,P,,,22224,ClogP value of the compound; nd ='not determined',,0,,,1,,U,Autocuration,,,CHEMBL623858,BAO_0000100,
12835,6076,P,,,22224,CLog P was determined,,0,,,1,,U,Autocuration,,,CHEMBL623859,BAO_0000100,
12836,17840,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL839829,BAO_0000100,
12837,13589,A,,,22224,CLogP was calculated,,0,,,1,,U,Autocuration,,,CHEMBL623860,BAO_0000019,
12838,17655,A,,,22224,CLogP value was determined,,0,,,1,,U,Autocuration,,,CHEMBL623861,BAO_0000019,
12839,5867,A,,,22224,CLogP value was evaluated using http://esc.syrres.com/interkow/kowdemo.htm.,,0,,,1,,U,Autocuration,,,CHEMBL623862,BAO_0000019,
12840,5867,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL874406,BAO_0000100,
12841,10783,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL623863,BAO_0000100,
12842,14849,P,,,22229,Calculated partition coefficient (clogP),,0,,,1,,U,Autocuration,,,CHEMBL624021,BAO_0000100,
12843,8170,A,,1236.0,50588,Distribution in female dog adrenal medulla 24 hours after administration.,Adrenal medulla,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624022,BAO_0000218,
12844,8170,A,,1236.0,50588,Distribution in female dog adrenal medulla 72 hours after administration.,Adrenal medulla,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624023,BAO_0000218,
12845,8170,A,,,50588,Distribution in female dog bile 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624024,BAO_0000218,
12846,8170,A,,,50588,Distribution in female dog bile 72 hr after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624025,BAO_0000218,
12847,8170,A,,,50588,Distribution in female dog blood 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624026,BAO_0000218,
12848,8170,A,,,50588,Distribution in female dog blood 72 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624027,BAO_0000218,
12849,8170,A,,,50588,Distribution in female dog heart 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624028,BAO_0000218,
12850,8170,A,,,50588,Distribution in female dog heart 72 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624029,BAO_0000218,
12851,8170,A,,,50588,Distribution in female dog kidney 24 hours after administration.,,1,,Canis lupus familiaris,1,9615.0,N,Intermediate,,,CHEMBL624030,BAO_0000218,
