Fiscal year,Participatory development and good governance,Branch ID,Branch name,CountryRegion ID,Continent name,Organisation sub-class,Section ID,Fund centre name,Regional program (marker),Organisation class,PBA type,Bilateral aid (international marker),Sector name,Climate change adaptation (marker),Project number,Status,Maximum CIDA contribution (project-level),Division ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,3,Asia,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,5,Europe,FEDERAL,S5434,ECONOMIC GROWTH - INIT,0,Governmental,Not PBA,1,Education/training in banking and financial services,0,M012806001,Closed,3550467.0,D5430,MED Economic Development,MEF ECONOMIC GROWTH AND IFIs,5280,3550467.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,ZW,Africa,UNITED NATIONS,S5320,MHI Food INIT,0,Multilateral,Not PBA,1,Emergency food aid,0,M012813001,Closed,20000000.0,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,5309,20000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,X1,Africa,INTERNATIONAL NGO,S5250,MNCHN - INIT,0,Civil Society,Not PBA,1,Basic nutrition,0,M012821001,Terminating,150000000.0,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,150000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,X2,America,INTERNATIONAL NGO,S5250,MNCHN - INIT,0,Civil Society,Not PBA,1,Basic nutrition,0,M012821001,Terminating,150000000.0,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,150000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,X3,Asia,INTERNATIONAL NGO,S5250,MNCHN - INIT,0,Civil Society,Not PBA,1,Basic nutrition,0,M012821001,Terminating,150000000.0,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,5252,150000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B5100,MFM Global Issues and Development,2,Africa,CONSULTANT,S5240,Other Global - Int,0,Individual,Not PBA,1,Basic health care,0,M012823001,Closed,67412.47,D5240,MND Health&Nutrition,MND Health&Nutrition,5241,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
